country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,403k active personnel,13 ships,Almost Modern,19 factories,Good,last online 6 hours ago,rankings.php?subregion=chi,BAMF,$17848 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372,,
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,938k active personnel,62 ships,Advanced,29 factories,Good,online now,rankings.php?subregion=chi,Brotherhood of Zion,$20109 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,111289 km 2,http://blocgame.com/stats.php?id=47945,,2 Tons
Morjei,FlairWoW,http://blocgame.com/alliancestats.php?allianceid=1568,177k active personnel,50 ships,Persian Gulf War surplus,11 factories,Elite,online now,rankings.php?subregion=sea,Brotherhood of Zion,$17304 million,alliancestats.php?allianceid=1568,Indochina,Depleted,Powerful,http://blocgame.com/rankings.php?subregion=sea,43657 km 2,http://blocgame.com/stats.php?id=53068,,
HCLI,Kasper Hekmatyar,http://blocgame.com/alliancestats.php?allianceid=1393,196k active personnel,18 ships,Persian Gulf War surplus,12 factories,Elite,last online 17 hours ago,rankings.php?subregion=chi,BAMF,$17270 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,27793 km 2,http://blocgame.com/stats.php?id=46030,640 Mbbl,
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,16 ships,Persian Gulf War surplus,12 factories,Elite,last online 13 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$17226 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268,118 Mbbl,
Ardon,Frontrox,http://blocgame.com/alliancestats.php?allianceid=1393,140k active personnel,14 ships,Almost Modern,7 factories,Good,last online 5 hours ago,rankings.php?subregion=ind,BAMF,$17217 million,alliancestats.php?allianceid=1393,East Indies,Near Depletion,Powerful,http://blocgame.com/rankings.php?subregion=ind,22437 km 2,http://blocgame.com/stats.php?id=43237,,
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,275k active personnel,18 ships,Advanced,16 factories,Elite,last online 7 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$17066 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629,,3 Tons
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,266k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,last online 1 hours ago,rankings.php?subregion=sub,BAMF,$16923 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,41364 km 2,http://blocgame.com/stats.php?id=49792,,
Svoboda,morro111,http://blocgame.com/alliancestats.php?allianceid=1568,72k active personnel,23 ships,Almost Modern,10 factories,Elite,last online 2 hours ago,rankings.php?subregion=eaf,Brotherhood of Zion,$16923 million,alliancestats.php?allianceid=1568,East Africa,Depleted,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,23557 km 2,http://blocgame.com/stats.php?id=54397,,
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,279k active personnel,48 ships,Persian Gulf War surplus,12 factories,Good,last online 8 hours ago,rankings.php?subregion=ind,The Federal Colonies,$16838 million,alliancestats.php?allianceid=1401,East Indies,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,
Versail,Chairman,http://blocgame.com/alliancestats.php?allianceid=1644,91k active personnel,3 ships,Persian Gulf War surplus,6 factories,Elite,last online 2 hours ago,rankings.php?subregion=car,Inter/pol/,$16836 million,alliancestats.php?allianceid=1644,Caribbean,,Very Powerful,http://blocgame.com/rankings.php?subregion=car,29993 km 2,http://blocgame.com/stats.php?id=45646,,
Zanzabarland,Taza,http://blocgame.com/alliancestats.php?allianceid=1393,292k active personnel,51 ships,Persian Gulf War surplus,13 factories,Elite,last online 4 hours ago,rankings.php?subregion=per,BAMF,$16725 million,alliancestats.php?allianceid=1393,Persia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=per,44316 km 2,http://blocgame.com/stats.php?id=40078,161 Mbbl,
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,219k active personnel,10 ships,Advanced,9 factories,Good,online now,rankings.php?subregion=mex,The Federal Colonies,$16456 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249,,
LOCAI,Agumentic,http://blocgame.com/alliancestats.php?allianceid=1393,96k active personnel,50 ships,Persian Gulf War surplus,10 factories,Elite,online now,rankings.php?subregion=saf,BAMF,$15518 million,alliancestats.php?allianceid=1393,Southern Africa,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,43167 km 2,http://blocgame.com/stats.php?id=53011,,
Kennethland,Kenneth,http://blocgame.com/alliancestats.php?allianceid=1568,249k active personnel,42 ships,Advanced,13 factories,Good,last online 16 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$16175 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,68721 km 2,http://blocgame.com/stats.php?id=47662,,
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,119k active personnel,32 ships,Almost Modern,7 factories,Elite,last online 1 hours ago,rankings.php?subregion=car,The Federal Colonies,$15581 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853,,
Newfoundland,Gohlper,http://blocgame.com/alliancestats.php?allianceid=1644,161k active personnel,26 ships,Persian Gulf War surplus,8 factories,Elite,last online 3 hours ago,rankings.php?subregion=car,Inter/pol/,$15528 million,alliancestats.php?allianceid=1644,Caribbean,,Very Powerful,http://blocgame.com/rankings.php?subregion=car,25895 km 2,http://blocgame.com/stats.php?id=52486,,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,6k active personnel,22 ships,Almost Modern,10 factories,Elite,last online 10 hours ago,rankings.php?subregion=eaf,Inter/pol/,$15518 million,alliancestats.php?allianceid=1644,East Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,47262 km 2,http://blocgame.com/stats.php?id=49249,,
Pickles,Pickles,,9k active personnel,27 ships,Almost Modern,7 factories,Standard,last online 29 hours ago,rankings.php?subregion=sea,,$12727 million,,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,26882 km 2,http://blocgame.com/stats.php?id=42911,,
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,112k active personnel,11 ships,Persian Gulf War surplus,5 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,The Federal Colonies,$15132 million,alliancestats.php?allianceid=1401,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,,
Cubania,General Fidelis,http://blocgame.com/alliancestats.php?allianceid=1393,67k active personnel,35 ships,Vietnam War surplus,11 factories,Elite,last online 57 hours ago,rankings.php?subregion=mex,BAMF,$15152 million,alliancestats.php?allianceid=1393,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,36486 km 2,http://blocgame.com/stats.php?id=47349,,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,269k active personnel,21 ships,Persian Gulf War surplus,19 factories,Good,last online 9 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$15114 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,133263 km 2,http://blocgame.com/stats.php?id=49526,3349 Mbbl,
Savannah,Watersfall,http://blocgame.com/alliancestats.php?allianceid=1576,229k active personnel,29 ships,Almost Modern,12 factories,Standard,online now,rankings.php?subregion=pac,The Last Phoenix,$15064 million,alliancestats.php?allianceid=1576,Pacific Rim,,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,57350 km 2,http://blocgame.com/stats.php?id=49817,,1 Tons
Dovelantis,Kenneth Hon,http://blocgame.com/alliancestats.php?allianceid=1576,248k active personnel,30 ships,Almost Modern,12 factories,Elite,last online 12 hours ago,rankings.php?subregion=pac,The Last Phoenix,$15037 million,alliancestats.php?allianceid=1576,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,34681 km 2,http://blocgame.com/stats.php?id=51767,,
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1644,266k active personnel,34 ships,Persian Gulf War surplus,10 factories,Elite,last online 8 hours ago,rankings.php?subregion=chi,Inter/pol/,$14982 million,alliancestats.php?allianceid=1644,China,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=chi,35918 km 2,http://blocgame.com/stats.php?id=39065,,
nation name,alysdexia,,146k active personnel,20 ships,Persian Gulf War surplus,10 factories,Elite,last online 8 hours ago,rankings.php?subregion=mes,,$14873 million,,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,24854 km 2,http://blocgame.com/stats.php?id=49652,543 Mbbl,1 Tons
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,349k active personnel,18 ships,Persian Gulf War surplus,16 factories,Good,last online 7 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$14758 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,2894 Mbbl,1 Tons
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,259k active personnel,44 ships,Persian Gulf War surplus,10 factories,Elite,last online 12 hours ago,rankings.php?subregion=per,The Federal Colonies,$14562 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914,3642 Mbbl,1 Tons
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,224k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,last online 10 hours ago,rankings.php?subregion=pac,BAMF,$13955 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,75 Mbbl,
Yulai,SupremeSoviet,http://blocgame.com/alliancestats.php?allianceid=1393,308k active personnel,51 ships,Persian Gulf War surplus,15 factories,Elite,last online 8 hours ago,rankings.php?subregion=pac,BAMF,$13917 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,62173 km 2,http://blocgame.com/stats.php?id=53451,,
Kersumsos,Kersumsos,http://blocgame.com/alliancestats.php?allianceid=1393,231k active personnel,52 ships,Almost Modern,16 factories,Standard,last online 2 hours ago,rankings.php?subregion=chi,BAMF,$13048 million,alliancestats.php?allianceid=1393,China,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=chi,91357 km 2,http://blocgame.com/stats.php?id=46317,,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1835,34k active personnel,22 ships,Persian Gulf War surplus,8 factories,Elite,online now,rankings.php?subregion=ara,Non Aligned Movement,$13571 million,alliancestats.php?allianceid=1835,Arabia,,Powerful,http://blocgame.com/rankings.php?subregion=ara,28731 km 2,http://blocgame.com/stats.php?id=52484,,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,128k active personnel,15 ships,Almost Modern,8 factories,Elite,last online 1 hours ago,rankings.php?subregion=ama,BAMF,$13258 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,34346 km 2,http://blocgame.com/stats.php?id=53650,,
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=1401,219k active personnel,2 ships,Advanced,8 factories,Good,last online 15 hours ago,rankings.php?subregion=mes,The Federal Colonies,$13184 million,alliancestats.php?allianceid=1401,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,25953 km 2,http://blocgame.com/stats.php?id=39070,,
karkkarkia,karkkark,http://blocgame.com/alliancestats.php?allianceid=1580,319k active personnel,20 ships,Persian Gulf War surplus,13 factories,Standard,last online 4 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$13144 million,alliancestats.php?allianceid=1580,Indochina,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,79131 km 2,http://blocgame.com/stats.php?id=52816,,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,212k active personnel,20 ships,Persian Gulf War surplus,6 factories,Good,last online 7 hours ago,rankings.php?subregion=atl,BAMF,$13014 million,alliancestats.php?allianceid=1393,Atlas,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,31052 km 2,http://blocgame.com/stats.php?id=2570,,
Rhod3sia,FreeMindInside,http://blocgame.com/alliancestats.php?allianceid=1568,264k active personnel,31 ships,Almost Modern,8 factories,Standard,last online 20 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$12818 million,alliancestats.php?allianceid=1568,Southern Africa,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,50546 km 2,http://blocgame.com/stats.php?id=52679,,
Gandoria,zoneguy22,http://blocgame.com/alliancestats.php?allianceid=1568,178k active personnel,31 ships,Persian Gulf War surplus,5 factories,Good,last online 13 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$12811 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,19833 km 2,http://blocgame.com/stats.php?id=50771,389 Mbbl,
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,127k active personnel,41 ships,Almost Modern,5 factories,Elite,last online 14 hours ago,rankings.php?subregion=con,BAMF,$12749 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,43180 km 2,http://blocgame.com/stats.php?id=40443,,
Slavostan,Joe Tito-Hoxha,http://blocgame.com/alliancestats.php?allianceid=1595,200k active personnel,11 ships,Almost Modern,7 factories,Elite,online now,rankings.php?subregion=sea,The High Council,$12716 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,25996 km 2,http://blocgame.com/stats.php?id=48188,33 Mbbl,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,232k active personnel,25 ships,Persian Gulf War surplus,10 factories,Elite,online now,rankings.php?subregion=mes,Brotherhood of Nod,$12750 million,alliancestats.php?allianceid=1580,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,63422 km 2,http://blocgame.com/stats.php?id=52906,,
Maa,AnalDecomposer,http://blocgame.com/alliancestats.php?allianceid=1644,1k active personnel,27 ships,Almost Modern,7 factories,Good,last online 20 hours ago,rankings.php?subregion=eaf,Inter/pol/,$12410 million,alliancestats.php?allianceid=1644,East Africa,Depleted,None,http://blocgame.com/rankings.php?subregion=eaf,27933 km 2,http://blocgame.com/stats.php?id=50790,,
Almania,Almanich,http://blocgame.com/alliancestats.php?allianceid=1580,305k active personnel,35 ships,Almost Modern,14 factories,Good,last online 2 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$12620 million,alliancestats.php?allianceid=1580,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,37527 km 2,http://blocgame.com/stats.php?id=51725,,
Ceti Alpha V,J. Dax,http://blocgame.com/alliancestats.php?allianceid=1595,186k active personnel,35 ships,Persian Gulf War surplus,7 factories,Elite,online now,rankings.php?subregion=car,The High Council,$12446 million,alliancestats.php?allianceid=1595,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,29426 km 2,http://blocgame.com/stats.php?id=51185,,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1393,226k active personnel,42 ships,Persian Gulf War surplus,9 factories,Elite,online now,rankings.php?subregion=car,BAMF,$12378 million,alliancestats.php?allianceid=1393,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,238k active personnel,31 ships,Advanced,12 factories,Good,last online 11 hours ago,rankings.php?subregion=ara,Wreckage brothers,$12330 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,40091 km 2,http://blocgame.com/stats.php?id=52844,,
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,253k active personnel,6 ships,Vietnam War surplus,10 factories,Standard,last online 5 hours ago,rankings.php?subregion=chi,BAMF,$12220 million,alliancestats.php?allianceid=1393,China,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=chi,35221 km 2,http://blocgame.com/stats.php?id=56203,300 Mbbl,
Large Man,LargeMan,http://blocgame.com/alliancestats.php?allianceid=1599,225k active personnel,42 ships,Persian Gulf War surplus,12 factories,Good,online now,rankings.php?subregion=egy,Wreckage brothers,$12155 million,alliancestats.php?allianceid=1599,Egypt,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,52624 km 2,http://blocgame.com/stats.php?id=52836,443 Mbbl,23 Tons
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,190k active personnel,28 ships,Almost Modern,8 factories,Good,last online 16 hours ago,rankings.php?subregion=pac,BAMF,$12098 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,
durkastan,ned kelly,http://blocgame.com/alliancestats.php?allianceid=1580,221k active personnel,44 ships,Persian Gulf War surplus,20 factories,Elite,last online 4 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$12006 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,121422 km 2,http://blocgame.com/stats.php?id=40488,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,179k active personnel,41 ships,Almost Modern,7 factories,Elite,last online 21 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$11987 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,45053 km 2,http://blocgame.com/stats.php?id=40579,,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,90k active personnel,16 ships,Persian Gulf War surplus,3 factories,Elite,online now,rankings.php?subregion=ind,Wreckage brothers,$11909 million,alliancestats.php?allianceid=1599,East Indies,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,18326 km 2,http://blocgame.com/stats.php?id=45936,,
Burlap,Stan Flightplan,http://blocgame.com/alliancestats.php?allianceid=1393,61k active personnel,11 ships,Almost Modern,5 factories,Elite,last online 14 hours ago,rankings.php?subregion=sub,BAMF,$11834 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,22699 km 2,http://blocgame.com/stats.php?id=54579,,
Fapman,Fapman,http://blocgame.com/alliancestats.php?allianceid=1393,238k active personnel,44 ships,Persian Gulf War surplus,11 factories,Elite,last online 3 hours ago,rankings.php?subregion=ara,BAMF,$11782 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,86032 km 2,http://blocgame.com/stats.php?id=53748,,
Ziwataland,Mustard,http://blocgame.com/alliancestats.php?allianceid=1644,82k active personnel,9 ships,Almost Modern,19 factories,Elite,last online 10 hours ago,rankings.php?subregion=ara,Inter/pol/,$11782 million,alliancestats.php?allianceid=1644,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,96499 km 2,http://blocgame.com/stats.php?id=48211,5937 Mbbl,
Rodan,Rodgun,http://blocgame.com/alliancestats.php?allianceid=1644,71k active personnel,32 ships,Persian Gulf War surplus,10 factories,Elite,last online 6 hours ago,rankings.php?subregion=per,Inter/pol/,$11771 million,alliancestats.php?allianceid=1644,Persia,,Very Powerful,http://blocgame.com/rankings.php?subregion=per,42853 km 2,http://blocgame.com/stats.php?id=52317,,
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,239k active personnel,41 ships,Persian Gulf War surplus,10 factories,Good,online now,rankings.php?subregion=pac,Brotherhood of Nod,$11751 million,alliancestats.php?allianceid=1580,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,53147 km 2,http://blocgame.com/stats.php?id=35958,40 Mbbl,
