country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_prod,oil_reserves,uranium,reactor
Dondang Sayang,Cempaka Sari,http://blocgame.com/alliancestats.php?allianceid=1899,117k active personnel,14 ships,Second World War surplus,Gandhi-like,7 factories,Standard,last online 16 hours ago,rankings.php?subregion=ind,Aseang MMP,25 Hundred Tons per month,$4309 million,alliancestats.php?allianceid=1899,East Indies,,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,29006 km 2,http://blocgame.com/stats.php?id=60628,15 Mbbl per month,,,
Mortar Head,Caffan,http://blocgame.com/alliancestats.php?allianceid=1899,95k active personnel,8 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 3 hours ago,rankings.php?subregion=pac,Aseang MMP,13 Hundred Tons per month,$4227 million,alliancestats.php?allianceid=1899,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=60583,9 Mbbl per month,299 Mbbl,,
eQna8,Dave_Smith,http://blocgame.com/alliancestats.php?allianceid=1393,279k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,16 factories,Good,online now,rankings.php?subregion=congo,BAMF,200 Hundred Tons per month,$4183 million,alliancestats.php?allianceid=1393,Congo,,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,113791 km 2,http://blocgame.com/stats.php?id=48695,1 Mbbl per month,791 Mbbl,,
Fliyt-Plann,See-Ay Yeeh,http://blocgame.com/alliancestats.php?allianceid=1599,103k active personnel,6 ships,Korean War surplus,Gandhi-like,4 factories,Standard,last online 74 hours ago,rankings.php?subregion=gui,Wreckage brothers,22 Hundred Tons per month,$4243 million,alliancestats.php?allianceid=1599,Guinea,Untapped,Large,http://blocgame.com/rankings.php?subregion=gui,20000 km 2,http://blocgame.com/stats.php?id=60953,10 Mbbl per month,,,
PonyPenetrators,PonyPenetrator,http://blocgame.com/alliancestats.php?allianceid=1644,182k active personnel,29 ships,Persian Gulf War surplus,Gandhi-like,7 factories,Elite,last online 1 hours ago,rankings.php?subregion=chi,Inter/pol/,10 Hundred Tons per month,$4141 million,alliancestats.php?allianceid=1644,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,16111 km 2,http://blocgame.com/stats.php?id=52348,7 Mbbl per month,,,
Classia,Classic,http://blocgame.com/alliancestats.php?allianceid=1644,9k active personnel,8 ships,Korean War surplus,Normal,5 factories,Elite,last online 20 hours ago,rankings.php?subregion=atl,Inter/pol/,19 Hundred Tons per month,$4034 million,alliancestats.php?allianceid=1644,Atlas,Near Depletion,None,http://blocgame.com/rankings.php?subregion=atl,27735 km 2,http://blocgame.com/stats.php?id=60261,44 Mbbl per month,7277 Mbbl,,
admiral haz,admiral haz,http://blocgame.com/alliancestats.php?allianceid=1899,60k active personnel,1 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 4 hours ago,rankings.php?subregion=ind,Aseang MMP,21 Hundred Tons per month,$4175 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=ind,22199 km 2,http://blocgame.com/stats.php?id=60473,16 Mbbl per month,,,
Englolia,Mcripfist,http://blocgame.com/alliancestats.php?allianceid=1595,14k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 66 hours ago,rankings.php?subregion=eaf,The High Council,8 Hundred Tons per month,$4224 million,alliancestats.php?allianceid=1595,East Africa,Untapped,Small,http://blocgame.com/rankings.php?subregion=eaf,16667 km 2,http://blocgame.com/stats.php?id=55796,8 Mbbl per month,,,
Aminia,WashNats,http://blocgame.com/alliancestats.php?allianceid=1393,109k active personnel,8 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 2 hours ago,rankings.php?subregion=car,BAMF,20 Hundred Tons per month,$4046 million,alliancestats.php?allianceid=1393,Caribbean,Near Depletion,Powerful,http://blocgame.com/rankings.php?subregion=car,43119 km 2,http://blocgame.com/stats.php?id=59913,19 Mbbl per month,,,
Kebabis,Sultan Kebab,,12k active personnel,0 ships,First World War surplus,Questionable,1 factory,Standard,last online 50 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,$4113 million,,Arabia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ara,22000 km 2,http://blocgame.com/stats.php?id=60765,30 Mbbl per month,,,
Selitia,TRSL,http://blocgame.com/alliancestats.php?allianceid=1932,91k active personnel,1 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 47 hours ago,rankings.php?subregion=congo,African Socialism,16 Hundred Tons per month,$4150 million,alliancestats.php?allianceid=1932,Congo,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=congo,30851 km 2,http://blocgame.com/stats.php?id=60929,14 Mbbl per month,,,
Kazilers Shoil,Haroni Ismaelist,http://blocgame.com/alliancestats.php?allianceid=1580,56k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,rankings.php?subregion=mex,Brotherhood of Nod,16 Hundred Tons per month,$4158 million,alliancestats.php?allianceid=1580,Mesoamerica,Depleted,Somewhat Large,http://blocgame.com/rankings.php?subregion=mex,14073 km 2,http://blocgame.com/stats.php?id=60641,12 Mbbl per month,,,
Malaya Empire,EmperorAiman,http://blocgame.com/alliancestats.php?allianceid=1899,117k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Undisciplined Rabble,last online 150 hours ago,rankings.php?subregion=ind,Aseang MMP,22 Hundred Tons per month,$4044 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,19602 km 2,http://blocgame.com/stats.php?id=60499,8 Mbbl per month,,,
Ralu,Ramar,http://blocgame.com/alliancestats.php?allianceid=1595,55k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,rankings.php?subregion=ama,The High Council,23 Hundred Tons per month,$4108 million,alliancestats.php?allianceid=1595,Amazonia,Plentiful,Large,http://blocgame.com/rankings.php?subregion=ama,20735 km 2,http://blocgame.com/stats.php?id=59527,24 Mbbl per month,,,
bagelbeater,Destroyer1200,http://blocgame.com/alliancestats.php?allianceid=1644,147k active personnel,9 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 94 hours ago,rankings.php?subregion=ara,Inter/pol/,15 Hundred Tons per month,$4024 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,18803 km 2,http://blocgame.com/stats.php?id=60136,17 Mbbl per month,6315 Mbbl,1 Tons,
Cratela,Arthur,http://blocgame.com/alliancestats.php?allianceid=1595,163k active personnel,20 ships,Second World War surplus,Angelic,8 factories,Good,last online 5 hours ago,rankings.php?subregion=egy,The High Council,50 Hundred Tons per month,$3929 million,alliancestats.php?allianceid=1595,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,64811 km 2,http://blocgame.com/stats.php?id=61179,25 Mbbl per month,9217 Mbbl,,
Loki Land,Resurrect Dead,http://blocgame.com/alliancestats.php?allianceid=1595,15k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 109 hours ago,rankings.php?subregion=mes,The High Council,9 Hundred Tons per month,$4086 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,16936 km 2,http://blocgame.com/stats.php?id=60300,8 Mbbl per month,5822 Mbbl,,
Tamarlania,Vagrant,http://blocgame.com/alliancestats.php?allianceid=1595,99k active personnel,3 ships,First World War surplus,Gandhi-like,5 factories,Elite,last online 19 hours ago,rankings.php?subregion=mes,The High Council,10 Hundred Tons per month,$4082 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,39342 km 2,http://blocgame.com/stats.php?id=61626,63 Mbbl per month,,,
bakhang,cukobi,http://blocgame.com/alliancestats.php?allianceid=1899,235k active personnel,12 ships,Korean War surplus,Gandhi-like,6 factories,Good,last online 1 hours ago,rankings.php?subregion=ind,Aseang MMP,38 Hundred Tons per month,$3944 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,33412 km 2,http://blocgame.com/stats.php?id=60485,14 Mbbl per month,424 Mbbl,,
Jalan Ampang,Haji Amril,http://blocgame.com/alliancestats.php?allianceid=1899,151k active personnel,17 ships,Second World War surplus,Gandhi-like,5 factories,Good,last online 3 hours ago,rankings.php?subregion=ind,Aseang MMP,25 Hundred Tons per month,$3893 million,alliancestats.php?allianceid=1899,East Indies,,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,27621 km 2,http://blocgame.com/stats.php?id=60954,29 Mbbl per month,,,
Emberica,Whynamewhy,http://blocgame.com/alliancestats.php?allianceid=1568,70k active personnel,8 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 5 hours ago,rankings.php?subregion=per,Brotherhood of Zion,6 Hundred Tons per month,$3972 million,alliancestats.php?allianceid=1568,Persia,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=per,22541 km 2,http://blocgame.com/stats.php?id=60147,6 Mbbl per month,,,
Novi Sad,Serbian Gamer,http://blocgame.com/alliancestats.php?allianceid=1393,73k active personnel,1 ships,Korean War surplus,Angelic,4 factories,Good,last online 9 hours ago,rankings.php?subregion=egy,BAMF,27 Hundred Tons per month,$3985 million,alliancestats.php?allianceid=1393,Egypt,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=egy,21373 km 2,http://blocgame.com/stats.php?id=60752,21 Mbbl per month,11087 Mbbl,,
Violent Vegans,SnakeBombs,http://blocgame.com/alliancestats.php?allianceid=1583,257k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Elite,last online 1 hours ago,rankings.php?subregion=ama,The New Vegan Empire,40 Hundred Tons per month,$3894 million,alliancestats.php?allianceid=1583,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,69553 km 2,http://blocgame.com/stats.php?id=48869,,,,
Dutch Indies,Tony Lovink,http://blocgame.com/alliancestats.php?allianceid=1595,98k active personnel,13 ships,Almost Modern,Gandhi-like,4 factories,Standard,last online 114 hours ago,rankings.php?subregion=ind,The High Council,10 Hundred Tons per month,$3863 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,44147 km 2,http://blocgame.com/stats.php?id=59424,4 Mbbl per month,,,
Markoviakia,Luako,http://blocgame.com/alliancestats.php?allianceid=1393,1k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 113 hours ago,rankings.php?subregion=waf,BAMF,6 Hundred Tons per month,$3951 million,alliancestats.php?allianceid=1393,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,5310 km 2,http://blocgame.com/stats.php?id=57239,6 Mbbl per month,,,
Kongasi,Din Diallo,,37k active personnel,1 ships,Korean War surplus,Angelic,2 factories,Elite,last online 27 hours ago,rankings.php?subregion=congo,,8 Hundred Tons per month,$4148 million,,Congo,Near Depletion,Meagre,http://blocgame.com/rankings.php?subregion=congo,7920 km 2,http://blocgame.com/stats.php?id=58832,6 Mbbl per month,,,
Planeptune,Nep-Nep,http://blocgame.com/alliancestats.php?allianceid=1599,158k active personnel,40 ships,Persian Gulf War surplus,Gandhi-like,8 factories,Good,last online 16 hours ago,rankings.php?subregion=pac,Wreckage brothers,31 Hundred Tons per month,$3842 million,alliancestats.php?allianceid=1599,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,18922 km 2,http://blocgame.com/stats.php?id=55590,,,1 Tons,
Weast America,Prince Pluto Nash,http://blocgame.com/alliancestats.php?allianceid=1694,10k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,rankings.php?subregion=per,The Normie Pact,9 Hundred Tons per month,$4012 million,alliancestats.php?allianceid=1694,Persia,,Large,http://blocgame.com/rankings.php?subregion=per,10421 km 2,http://blocgame.com/stats.php?id=55778,9 Mbbl per month,3083 Mbbl,,
Caballos,T�mas,http://blocgame.com/alliancestats.php?allianceid=1875,6k active personnel,-1 ships,Vietnam War surplus,Gandhi-like,2 factories,Elite,online now,rankings.php?subregion=sub,The Triad,1 Hundred Tons per month,$3246 million,alliancestats.php?allianceid=1875,The Subcontinent,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sub,2939 km 2,http://blocgame.com/stats.php?id=5261,,,,
Bubbistan,Tiny Bubbles,http://blocgame.com/alliancestats.php?allianceid=1595,119k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 109 hours ago,rankings.php?subregion=mes,The High Council,2 Hundred Tons per month,$3696 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Large,http://blocgame.com/rankings.php?subregion=mes,16351 km 2,http://blocgame.com/stats.php?id=60301,12 Mbbl per month,2432 Mbbl,,
FaREiQ,fareiq,http://blocgame.com/alliancestats.php?allianceid=1899,22k active personnel,1 ships,Second World War surplus,Gandhi-like,5 factories,Good,last online 111 hours ago,rankings.php?subregion=ind,Aseang MMP,29 Hundred Tons per month,$3858 million,alliancestats.php?allianceid=1899,East Indies,Plentiful,Large,http://blocgame.com/rankings.php?subregion=ind,27605 km 2,http://blocgame.com/stats.php?id=60369,18 Mbbl per month,,,
Islas Filipinas,Narciso Claveria y Zaldua,http://blocgame.com/alliancestats.php?allianceid=1576,4k active personnel,0 ships,Vietnam War surplus,Questionable,2 factories,Poor,last online 112 hours ago,rankings.php?subregion=ind,The Last Phoenix,5 Hundred Tons per month,$3929 million,alliancestats.php?allianceid=1576,East Indies,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ind,5109 km 2,http://blocgame.com/stats.php?id=48601,,,,
malays only,amril3036,http://blocgame.com/alliancestats.php?allianceid=1899,16k active personnel,0 ships,First World War surplus,Nice,4 factories,Elite,last online 3 hours ago,rankings.php?subregion=sea,Aseang MMP,16 Hundred Tons per month,$3811 million,alliancestats.php?allianceid=1899,Indochina,Near Depletion,Small,http://blocgame.com/rankings.php?subregion=sea,15296 km 2,http://blocgame.com/stats.php?id=60591,16 Mbbl per month,,,
Doctorliasia,Lord Hillsworth,http://blocgame.com/alliancestats.php?allianceid=1899,9k active personnel,6 ships,First World War surplus,Gandhi-like,3 factories,Good,last online 91 hours ago,rankings.php?subregion=pac,Aseang MMP,25 Hundred Tons per month,$3953 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,19404 km 2,http://blocgame.com/stats.php?id=60284,25 Mbbl per month,95 Mbbl,,
Ahmad Maslan,ahmad maslan,http://blocgame.com/alliancestats.php?allianceid=1899,33k active personnel,9 ships,Vietnam War surplus,Angelic,4 factories,Elite,last online 3 hours ago,rankings.php?subregion=pac,Aseang MMP,18 Hundred Tons per month,$3754 million,alliancestats.php?allianceid=1899,Pacific Rim,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,18996 km 2,http://blocgame.com/stats.php?id=60745,20 Mbbl per month,414 Mbbl,,
MADAFAKA,RUBAH2,http://blocgame.com/alliancestats.php?allianceid=1595,51k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 206 hours ago,rankings.php?subregion=ara,The High Council,24 Hundred Tons per month,$3651 million,alliancestats.php?allianceid=1595,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,18250 km 2,http://blocgame.com/stats.php?id=61035,18 Mbbl per month,3063 Mbbl,,
N.U.,keroro,http://blocgame.com/alliancestats.php?allianceid=1595,19k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 23 hours ago,rankings.php?subregion=chi,The High Council,18 Hundred Tons per month,$3762 million,alliancestats.php?allianceid=1595,China,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=chi,24600 km 2,http://blocgame.com/stats.php?id=61145,10 Mbbl per month,170 Mbbl,,
malapetaka,bolawei9,http://blocgame.com/alliancestats.php?allianceid=1595,23k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 34 hours ago,rankings.php?subregion=ind,The High Council,7 Hundred Tons per month,$3741 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,7570 km 2,http://blocgame.com/stats.php?id=60813,4 Mbbl per month,,,
Ikang,Ikanjaket,,5k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 51 hours ago,rankings.php?subregion=ind,,5 Hundred Tons per month,$3720 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,19404 km 2,http://blocgame.com/stats.php?id=60795,8 Mbbl per month,,,
aloyler,aloylerrr,http://blocgame.com/alliancestats.php?allianceid=1595,100k active personnel,13 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 8 hours ago,rankings.php?subregion=ind,The High Council,21 Hundred Tons per month,$3687 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60699,14 Mbbl per month,,,
Russophia,Mikhail Putin,http://blocgame.com/alliancestats.php?allianceid=1568,27k active personnel,0 ships,Vietnam War surplus,Gandhi-like,1 factory,Elite,last online 15 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,1 Hundred Tons per month,$3711 million,alliancestats.php?allianceid=1568,Arabia,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=ara,428 km 2,http://blocgame.com/stats.php?id=54426,,9112 Mbbl,,5%
1mdb,Kerismas,http://blocgame.com/alliancestats.php?allianceid=1923,3k active personnel,0 ships,Finest of the 19th century,Questionable,1 factory,Undisciplined Rabble,last online 51 hours ago,rankings.php?subregion=pac,Walawalawala,6 Hundred Tons per month,$3573 million,alliancestats.php?allianceid=1923,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,14521 km 2,http://blocgame.com/stats.php?id=60848,7 Mbbl per month,,,
Harezland,Adam harez,http://blocgame.com/alliancestats.php?allianceid=1899,89k active personnel,11 ships,First World War surplus,Gandhi-like,4 factories,Standard,last online 1 hours ago,rankings.php?subregion=pac,Aseang MMP,12 Hundred Tons per month,$4314 million,alliancestats.php?allianceid=1899,Pacific Rim,Depleted,Powerful,http://blocgame.com/rankings.php?subregion=pac,25756 km 2,http://blocgame.com/stats.php?id=60587,11 Mbbl per month,,,
New Pork Land,Porky Mitch,http://blocgame.com/alliancestats.php?allianceid=1595,96k active personnel,-1 ships,Almost Modern,Gandhi-like,3 factories,Elite,last online 20 hours ago,rankings.php?subregion=ind,The High Council,11 Hundred Tons per month,$3578 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,44579 km 2,http://blocgame.com/stats.php?id=59525,4 Mbbl per month,,3 Tons,
Darkstone,Trakel,http://blocgame.com/alliancestats.php?allianceid=1393,373k active personnel,16 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Good,last online 7 hours ago,rankings.php?subregion=pac,BAMF,112 Hundred Tons per month,$3488 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,102828 km 2,http://blocgame.com/stats.php?id=57176,21 Mbbl per month,,,
Ketereh,Kaduk_Durhaka,http://blocgame.com/alliancestats.php?allianceid=1899,33k active personnel,5 ships,Second World War surplus,Pariah,2 factories,Elite,online now,rankings.php?subregion=ind,Aseang MMP,10 Hundred Tons per month,$3605 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,17168 km 2,http://blocgame.com/stats.php?id=60606,12 Mbbl per month,279 Mbbl,,
Liam Neeson,Peter Griffin,http://blocgame.com/alliancestats.php?allianceid=1595,136k active personnel,11 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 16 hours ago,rankings.php?subregion=ara,The High Council,11 Hundred Tons per month,$3575 million,alliancestats.php?allianceid=1595,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,32334 km 2,http://blocgame.com/stats.php?id=59550,22 Mbbl per month,,,
Umpauna,Sarsy Parsy,http://blocgame.com/alliancestats.php?allianceid=1595,84k active personnel,8 ships,Almost Modern,Nice,3 factories,Elite,last online 15 hours ago,rankings.php?subregion=mes,The High Council,3 Hundred Tons per month,$3550 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,20779 km 2,http://blocgame.com/stats.php?id=56092,42 Mbbl per month,12169 Mbbl,,
TerapBuduLipis,SyedRazi,http://blocgame.com/alliancestats.php?allianceid=1595,133k active personnel,5 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 20 hours ago,rankings.php?subregion=ind,The High Council,23 Hundred Tons per month,$3526 million,alliancestats.php?allianceid=1595,East Indies,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,32648 km 2,http://blocgame.com/stats.php?id=60513,7 Mbbl per month,192 Mbbl,,
USSH,K. Litvyak,http://blocgame.com/alliancestats.php?allianceid=1393,32k active personnel,3 ships,Korean War surplus,Angelic,3 factories,Elite,last online 30 hours ago,rankings.php?subregion=pac,BAMF,8 Hundred Tons per month,$3604 million,alliancestats.php?allianceid=1393,Pacific Rim,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=pac,19020 km 2,http://blocgame.com/stats.php?id=61023,6 Mbbl per month,107 Mbbl,,
CTSKRR,CTSKRR,http://blocgame.com/alliancestats.php?allianceid=1595,39k active personnel,6 ships,Korean War surplus,Nice,4 factories,Elite,last online 4 hours ago,rankings.php?subregion=chi,The High Council,9 Hundred Tons per month,$3629 million,alliancestats.php?allianceid=1595,China,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=chi,13545 km 2,http://blocgame.com/stats.php?id=60811,10 Mbbl per month,161 Mbbl,,
RUUM,RAYMONDSKY,http://blocgame.com/alliancestats.php?allianceid=1899,94k active personnel,2 ships,Second World War surplus,Questionable,5 factories,Good,last online 206 hours ago,rankings.php?subregion=pac,Aseang MMP,28 Hundred Tons per month,$3495 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,25309 km 2,http://blocgame.com/stats.php?id=60543,14 Mbbl per month,,,
Cancer,Stolen,,5k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 15 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,$3072 million,,Persia,,Mediocre,http://blocgame.com/rankings.php?subregion=per,5270 km 2,http://blocgame.com/stats.php?id=58745,6 Mbbl per month,618 Mbbl,,
Boletaria,Geralt Dayne,http://blocgame.com/alliancestats.php?allianceid=1644,38k active personnel,11 ships,Almost Modern,Gandhi-like,7 factories,Undisciplined Rabble,last online 4 hours ago,rankings.php?subregion=chi,Inter/pol/,40 Hundred Tons per month,$3302 million,alliancestats.php?allianceid=1644,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31674 km 2,http://blocgame.com/stats.php?id=56664,,,1 Tons,
Huangdi,Xian W�ng,http://blocgame.com/alliancestats.php?allianceid=1595,45k active personnel,-1 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 20 hours ago,rankings.php?subregion=chi,The High Council,10 Hundred Tons per month,$3490 million,alliancestats.php?allianceid=1595,China,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=chi,13979 km 2,http://blocgame.com/stats.php?id=59776,6 Mbbl per month,,,
Infebiousness,infebious,http://blocgame.com/alliancestats.php?allianceid=1906,8k active personnel,7 ships,Korean War surplus,Good,3 factories,Elite,online now,rankings.php?subregion=saf,UIN,44 Hundred Tons per month,$2894 million,alliancestats.php?allianceid=1906,Southern Africa,,Somewhat Large,http://blocgame.com/rankings.php?subregion=saf,32569 km 2,http://blocgame.com/stats.php?id=40302,35 Mbbl per month,,,
Frostyputania,Frostyputa,http://blocgame.com/alliancestats.php?allianceid=1393,146k active personnel,9 ships,Almost Modern,Gandhi-like,4 factories,Elite,last online 15 hours ago,rankings.php?subregion=gra,BAMF,12 Hundred Tons per month,$3275 million,alliancestats.php?allianceid=1393,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,44876 km 2,http://blocgame.com/stats.php?id=42065,10 Mbbl per month,,,5%
Malaya Grampus,akifzainal,http://blocgame.com/alliancestats.php?allianceid=1899,24k active personnel,3 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 16 hours ago,rankings.php?subregion=ind,Aseang MMP,15 Hundred Tons per month,$3458 million,alliancestats.php?allianceid=1899,East Indies,,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60469,5 Mbbl per month,,,
kasturi,mt.lekiu,http://blocgame.com/alliancestats.php?allianceid=1899,107k active personnel,7 ships,Second World War surplus,Gandhi-like,4 factories,Good,online now,rankings.php?subregion=ind,Aseang MMP,17 Hundred Tons per month,$3349 million,alliancestats.php?allianceid=1899,East Indies,,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,19739 km 2,http://blocgame.com/stats.php?id=60887,13 Mbbl per month,174 Mbbl,,
nusajaya,edifarhan,http://blocgame.com/alliancestats.php?allianceid=1899,22k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 9 hours ago,rankings.php?subregion=pac,Aseang MMP,12 Hundred Tons per month,$3089 million,alliancestats.php?allianceid=1899,Pacific Rim,,Mediocre,http://blocgame.com/rankings.php?subregion=pac,19553 km 2,http://blocgame.com/stats.php?id=60626,8 Mbbl per month,,,
Zone21-Malaya,PG PG PG PG PG,http://blocgame.com/alliancestats.php?allianceid=1899,71k active personnel,11 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 3 hours ago,rankings.php?subregion=ind,Aseang MMP,17 Hundred Tons per month,$3432 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,20900 km 2,http://blocgame.com/stats.php?id=60973,9 Mbbl per month,,,
Magna Bonom,Krull,http://blocgame.com/alliancestats.php?allianceid=1580,199k active personnel,25 ships,Vietnam War surplus,Questionable,8 factories,Good,last online 6 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,35 Hundred Tons per month,$3286 million,alliancestats.php?allianceid=1580,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,51124 km 2,http://blocgame.com/stats.php?id=59435,65 Mbbl per month,3350 Mbbl,,
Ur,Abraham,http://blocgame.com/alliancestats.php?allianceid=1595,151k active personnel,9 ships,Second World War surplus,Gandhi-like,8 factories,Elite,last online 11 hours ago,rankings.php?subregion=mes,The High Council,10 Hundred Tons per month,$4062 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,50253 km 2,http://blocgame.com/stats.php?id=61356,72 Mbbl per month,9528 Mbbl,,
Stuleja,Płetwonurkov,http://blocgame.com/alliancestats.php?allianceid=1966,5k active personnel,1 ships,First World War surplus,Gandhi-like,3 factories,Poor,last online 45 hours ago,rankings.php?subregion=saf,Lithuanian Coalition,31 Hundred Tons per month,$2752 million,alliancestats.php?allianceid=1966,Southern Africa,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=saf,30025 km 2,http://blocgame.com/stats.php?id=61524,18 Mbbl per month,,,
