country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_prod,oil_reserves,uranium,reactor
Cocobongo,Cuban Pete,http://blocgame.com/alliancestats.php?allianceid=1595,179k active personnel,22 ships,Almost Modern,Gandhi-like,7 factories,Elite,last online 15 hours ago,rankings.php?subregion=gra,The High Council,30 Hundred Tons per month,$8833 million,alliancestats.php?allianceid=1595,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,24360 km 2,http://blocgame.com/stats.php?id=58193,7 Mbbl per month,,,
Arabic Union,Comrade Izy,http://blocgame.com/alliancestats.php?allianceid=1568,86k active personnel,1 ships,Vietnam War surplus,Angelic,8 factories,Elite,last online 5 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,15 Hundred Tons per month,$8700 million,alliancestats.php?allianceid=1568,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,38161 km 2,http://blocgame.com/stats.php?id=59855,53 Mbbl per month,3950 Mbbl,1 Tons,
karkkarkia,karkkark,http://blocgame.com/alliancestats.php?allianceid=1580,339k active personnel,58 ships,Advanced,Gandhi-like,14 factories,Good,online now,rankings.php?subregion=sea,Brotherhood of Nod,126 Hundred Tons per month,$8681 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,79131 km 2,http://blocgame.com/stats.php?id=52816,,,,
Bubupooka,Princess Rahalia,http://blocgame.com/alliancestats.php?allianceid=1568,298k active personnel,4 ships,Advanced,Gandhi-like,8 factories,Elite,last online 16 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,62 Hundred Tons per month,$8624 million,alliancestats.php?allianceid=1568,Southern Africa,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,62234 km 2,http://blocgame.com/stats.php?id=44960,9 Mbbl per month,,,
BerkeVille,VintageTanker,http://blocgame.com/alliancestats.php?allianceid=1568,133k active personnel,6 ships,Vietnam War surplus,Gandhi-like,4 factories,Good,online now,rankings.php?subregion=saf,Brotherhood of Zion,28 Hundred Tons per month,$8582 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=saf,41264 km 2,http://blocgame.com/stats.php?id=59187,17 Mbbl per month,,,
Kuto,AKMB,http://blocgame.com/alliancestats.php?allianceid=1401,33k active personnel,0 ships,Almost Modern,Gandhi-like,6 factories,Undisciplined Rabble,last online 11 hours ago,rankings.php?subregion=per,The Federal Colonies,7 Hundred Tons per month,$8511 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,14952 km 2,http://blocgame.com/stats.php?id=40095,20 Mbbl per month,2341 Mbbl,,
DFWEFWEF,dmc5,http://blocgame.com/alliancestats.php?allianceid=1644,277k active personnel,51 ships,Persian Gulf War surplus,Normal,14 factories,Good,last online 4 hours ago,rankings.php?subregion=ara,Inter/pol/,27 Hundred Tons per month,$8507 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,54763 km 2,http://blocgame.com/stats.php?id=55118,28 Mbbl per month,,1 Tons,
Savarnia,Kxxvc,http://blocgame.com/alliancestats.php?allianceid=1644,270k active personnel,45 ships,Persian Gulf War surplus,Nice,15 factories,Elite,last online 5 hours ago,rankings.php?subregion=pac,Inter/pol/,120 Hundred Tons per month,$8464 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,89690 km 2,http://blocgame.com/stats.php?id=57059,,,,
East Black Rock,Shiro Shirogane,http://blocgame.com/alliancestats.php?allianceid=1595,104k active personnel,27 ships,Second World War surplus,Nice,8 factories,Good,last online 10 hours ago,rankings.php?subregion=pac,The High Council,60 Hundred Tons per month,$8460 million,alliancestats.php?allianceid=1595,Pacific Rim,Depleted,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48356 km 2,http://blocgame.com/stats.php?id=60120,25 Mbbl per month,,,
Kosan,Whitearcher8,http://blocgame.com/alliancestats.php?allianceid=1595,148k active personnel,11 ships,Korean War surplus,Gandhi-like,6 factories,Elite,last online 1 hours ago,rankings.php?subregion=ind,The High Council,20 Hundred Tons per month,$8380 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,30761 km 2,http://blocgame.com/stats.php?id=59227,6 Mbbl per month,,,
Nuketown,Blobby78,http://blocgame.com/alliancestats.php?allianceid=1595,85k active personnel,3 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 9 hours ago,rankings.php?subregion=egy,The High Council,10 Hundred Tons per month,$8358 million,alliancestats.php?allianceid=1595,Egypt,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=egy,25866 km 2,http://blocgame.com/stats.php?id=59614,10 Mbbl per month,10132 Mbbl,,
Gruys,Urak Harban,http://blocgame.com/alliancestats.php?allianceid=1568,2k active personnel,26 ships,Almost Modern,Normal,8 factories,Good,last online 6 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,64 Hundred Tons per month,$8328 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,30114 km 2,http://blocgame.com/stats.php?id=54913,,,,
Jam,pbjam,http://blocgame.com/alliancestats.php?allianceid=1580,153k active personnel,19 ships,Almost Modern,Gandhi-like,8 factories,Elite,last online 2 hours ago,rankings.php?subregion=ind,Brotherhood of Nod,30 Hundred Tons per month,$8274 million,alliancestats.php?allianceid=1580,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,37884 km 2,http://blocgame.com/stats.php?id=56490,2 Mbbl per month,,,
Alanies,Alany,http://blocgame.com/alliancestats.php?allianceid=1644,217k active personnel,19 ships,Persian Gulf War surplus,Gandhi-like,12 factories,Good,last online 12 hours ago,rankings.php?subregion=mes,Inter/pol/,40 Hundred Tons per month,$8253 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,55845 km 2,http://blocgame.com/stats.php?id=54617,20 Mbbl per month,5876 Mbbl,,
Masketto,svidjod,http://blocgame.com/alliancestats.php?allianceid=1599,339k active personnel,44 ships,Persian Gulf War surplus,Gandhi-like,18 factories,Elite,last online 1 hours ago,rankings.php?subregion=egy,Wreckage brothers,34 Hundred Tons per month,$8210 million,alliancestats.php?allianceid=1599,Egypt,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,86828 km 2,http://blocgame.com/stats.php?id=55437,100 Mbbl per month,,1 Tons,
Boro,Speedy13,http://blocgame.com/alliancestats.php?allianceid=1568,103k active personnel,19 ships,Korean War surplus,Gandhi-like,6 factories,Good,last online 5 hours ago,rankings.php?subregion=car,Brotherhood of Zion,34 Hundred Tons per month,$8129 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,34016 km 2,http://blocgame.com/stats.php?id=59257,21 Mbbl per month,,,5%
Syphirious,Doxal,http://blocgame.com/alliancestats.php?allianceid=1644,128k active personnel,7 ships,Vietnam War surplus,Gandhi-like,7 factories,Elite,last online 12 hours ago,rankings.php?subregion=mes,Inter/pol/,20 Hundred Tons per month,$8058 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=mes,42067 km 2,http://blocgame.com/stats.php?id=59670,48 Mbbl per month,9443 Mbbl,,5%
Orindesia,IvanLivitnenko,http://blocgame.com/alliancestats.php?allianceid=1599,165k active personnel,24 ships,Persian Gulf War surplus,Gandhi-like,5 factories,Good,last online 18 hours ago,rankings.php?subregion=ind,Wreckage brothers,20 Hundred Tons per month,$8015 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,19565 km 2,http://blocgame.com/stats.php?id=55700,12 Mbbl per month,,,10%
Hof'Koursh,TheGoodDoctor,http://blocgame.com/alliancestats.php?allianceid=1599,237k active personnel,20 ships,Almost Modern,Gandhi-like,11 factories,Standard,last online 2 hours ago,rankings.php?subregion=waf,Wreckage brothers,90 Hundred Tons per month,$7931 million,alliancestats.php?allianceid=1599,West Africa,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,93957 km 2,http://blocgame.com/stats.php?id=55002,33 Mbbl per month,2142 Mbbl,2 Tons,
Utopia,Ozymandias,http://blocgame.com/alliancestats.php?allianceid=1393,1025k active personnel,78 ships,Advanced,Gandhi-like,41 factories,Good,online now,rankings.php?subregion=ara,BAMF,164 Hundred Tons per month,$7887 million,alliancestats.php?allianceid=1393,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,310531 km 2,http://blocgame.com/stats.php?id=40759,300 Mbbl per month,,,
Latveria,Doom,http://blocgame.com/alliancestats.php?allianceid=1595,1k active personnel,4 ships,Vietnam War surplus,Gandhi-like,4 factories,Elite,last online 46 hours ago,rankings.php?subregion=mes,The High Council,15 Hundred Tons per month,$7851 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Large,http://blocgame.com/rankings.php?subregion=mes,15428 km 2,http://blocgame.com/stats.php?id=57009,15 Mbbl per month,,,
Ferma,President Jacobo Vincenzo,http://blocgame.com/alliancestats.php?allianceid=1393,149k active personnel,21 ships,Almost Modern,Gandhi-like,6 factories,Elite,last online 2 hours ago,rankings.php?subregion=con,BAMF,32 Hundred Tons per month,$7850 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,30981 km 2,http://blocgame.com/stats.php?id=58784,10 Mbbl per month,,,
Skywalker,War Raven,http://blocgame.com/alliancestats.php?allianceid=1393,158k active personnel,6 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 8 hours ago,rankings.php?subregion=ama,BAMF,18 Hundred Tons per month,$7832 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,23434 km 2,http://blocgame.com/stats.php?id=57844,10 Mbbl per month,,,
Tr�pico,rumsod,http://blocgame.com/alliancestats.php?allianceid=1386,105k active personnel,4 ships,Vietnam War surplus,Gandhi-like,3 factories,Elite,online now,rankings.php?subregion=car,Che Guevara League,3 Hundred Tons per month,$7749 million,alliancestats.php?allianceid=1386,Caribbean,Untapped,Large,http://blocgame.com/rankings.php?subregion=car,4812 km 2,http://blocgame.com/stats.php?id=1,3 Mbbl per month,,,
Nofuksgiven,Zippy,http://blocgame.com/alliancestats.php?allianceid=1382,178k active personnel,22 ships,Vietnam War surplus,Gandhi-like,8 factories,Elite,last online 2 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,27 Hundred Tons per month,$7738 million,alliancestats.php?allianceid=1382,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,40947 km 2,http://blocgame.com/stats.php?id=58858,7 Mbbl per month,210 Mbbl,3 Tons,
FistPump,MasterChef,http://blocgame.com/alliancestats.php?allianceid=1580,269k active personnel,20 ships,Advanced,Gandhi-like,6 factories,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,18 Hundred Tons per month,$7572 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,26408 km 2,http://blocgame.com/stats.php?id=43623,36 Mbbl per month,1156 Mbbl,,
Andalusia,Michaelion,http://blocgame.com/alliancestats.php?allianceid=1393,185k active personnel,18 ships,Korean War surplus,Gandhi-like,8 factories,Elite,last online 42 hours ago,rankings.php?subregion=pac,BAMF,41 Hundred Tons per month,$7506 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,40607 km 2,http://blocgame.com/stats.php?id=46668,21 Mbbl per month,,,5%
Urosia,Lance Moroe,http://blocgame.com/alliancestats.php?allianceid=1644,73k active personnel,16 ships,Almost Modern,Gandhi-like,4 factories,Elite,last online 7 hours ago,rankings.php?subregion=saf,Inter/pol/,12 Hundred Tons per month,$7493 million,alliancestats.php?allianceid=1644,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,19216 km 2,http://blocgame.com/stats.php?id=57637,11 Mbbl per month,,,
Oranje,Joseph,http://blocgame.com/alliancestats.php?allianceid=1568,2k active personnel,11 ships,Almost Modern,Questionable,2 factories,Elite,last online 100 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,11 Hundred Tons per month,$7486 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,17255 km 2,http://blocgame.com/stats.php?id=40545,16 Mbbl per month,,,
Merrowholt,B. Summers,http://blocgame.com/alliancestats.php?allianceid=1595,201k active personnel,49 ships,Persian Gulf War surplus,Gandhi-like,6 factories,Good,last online 51 hours ago,rankings.php?subregion=mes,The High Council,16 Hundred Tons per month,$7453 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=mes,23711 km 2,http://blocgame.com/stats.php?id=54923,34 Mbbl per month,5596 Mbbl,,
Pingaslavia,CowsRTasty,http://blocgame.com/alliancestats.php?allianceid=1644,147k active personnel,30 ships,Persian Gulf War surplus,Gandhi-like,5 factories,Elite,last online 30 hours ago,rankings.php?subregion=gra,Inter/pol/,29 Hundred Tons per month,$7364 million,alliancestats.php?allianceid=1644,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,33154 km 2,http://blocgame.com/stats.php?id=6730,13 Mbbl per month,,1 Tons,
Homo Mono,Homo Mono,http://blocgame.com/alliancestats.php?allianceid=1580,100k active personnel,13 ships,Vietnam War surplus,Gandhi-like,7 factories,Elite,last online 9 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,7 Hundred Tons per month,$7267 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,36094 km 2,http://blocgame.com/stats.php?id=59108,22 Mbbl per month,6654 Mbbl,,
Alien Ant Farm,Smooth Criminal,http://blocgame.com/alliancestats.php?allianceid=1401,36k active personnel,11 ships,Almost Modern,Angelic,7 factories,Elite,last online 3 hours ago,rankings.php?subregion=ind,The Federal Colonies,64 Hundred Tons per month,$7220 million,alliancestats.php?allianceid=1401,East Indies,Depleted,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,41223 km 2,http://blocgame.com/stats.php?id=58135,,,,
New Volkstaat,Endless Nameless,http://blocgame.com/alliancestats.php?allianceid=1644,138k active personnel,8 ships,Vietnam War surplus,Angelic,5 factories,Elite,last online 4 hours ago,rankings.php?subregion=saf,Inter/pol/,26 Hundred Tons per month,$7200 million,alliancestats.php?allianceid=1644,Southern Africa,Untapped,Large,http://blocgame.com/rankings.php?subregion=saf,18292 km 2,http://blocgame.com/stats.php?id=59576,12 Mbbl per month,164 Mbbl,,
Sepidajistan,Shah Squid,http://blocgame.com/alliancestats.php?allianceid=1382,119k active personnel,15 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 2 hours ago,rankings.php?subregion=atl,Non-Aligned Movement,10 Hundred Tons per month,$7176 million,alliancestats.php?allianceid=1382,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,16822 km 2,http://blocgame.com/stats.php?id=59462,10 Mbbl per month,,,
Lebensraum,morrison1916,http://blocgame.com/alliancestats.php?allianceid=1644,209k active personnel,1 ships,Almost Modern,Gandhi-like,7 factories,Elite,last online 2 hours ago,rankings.php?subregion=sub,Inter/pol/,36 Hundred Tons per month,$7143 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,32083 km 2,http://blocgame.com/stats.php?id=3646,2 Mbbl per month,,,
Imaginary Land,Chet Manly,http://blocgame.com/alliancestats.php?allianceid=1595,177k active personnel,21 ships,Almost Modern,Gandhi-like,7 factories,Elite,last online 16 hours ago,rankings.php?subregion=pac,The High Council,28 Hundred Tons per month,$7133 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,23885 km 2,http://blocgame.com/stats.php?id=58961,8 Mbbl per month,,,
Bruce Man,Bat Wayn,http://blocgame.com/alliancestats.php?allianceid=1393,301k active personnel,6 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Standard,last online 6 hours ago,rankings.php?subregion=ara,BAMF,5 Hundred Tons per month,$7131 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,48683 km 2,http://blocgame.com/stats.php?id=59564,88 Mbbl per month,,,
Lorigan,Lorigan,http://blocgame.com/alliancestats.php?allianceid=1595,199k active personnel,14 ships,Korean War surplus,Nice,7 factories,Good,last online 1 hours ago,rankings.php?subregion=ama,The High Council,24 Hundred Tons per month,$7092 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ama,29198 km 2,http://blocgame.com/stats.php?id=59787,25 Mbbl per month,409 Mbbl,,
Viktoria,gracious leader skylar,http://blocgame.com/alliancestats.php?allianceid=1393,176k active personnel,5 ships,Vietnam War surplus,Gandhi-like,9 factories,Elite,last online 10 hours ago,rankings.php?subregion=pac,BAMF,29 Hundred Tons per month,$7077 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,43728 km 2,http://blocgame.com/stats.php?id=40188,12 Mbbl per month,,,
Ultios,Noctis,http://blocgame.com/alliancestats.php?allianceid=1599,136k active personnel,7 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 40 hours ago,rankings.php?subregion=pac,Wreckage brothers,32 Hundred Tons per month,$6935 million,alliancestats.php?allianceid=1599,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,40063 km 2,http://blocgame.com/stats.php?id=59917,24 Mbbl per month,,,5%
Camcost,hunthalo,http://blocgame.com/alliancestats.php?allianceid=1580,185k active personnel,11 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,online now,rankings.php?subregion=egy,Brotherhood of Nod,19 Hundred Tons per month,$6907 million,alliancestats.php?allianceid=1580,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,36373 km 2,http://blocgame.com/stats.php?id=56890,46 Mbbl per month,3615 Mbbl,,
Ralpenio,Ghjhdd,http://blocgame.com/alliancestats.php?allianceid=1595,18k active personnel,4 ships,Almost Modern,Gandhi-like,3 factories,Good,last online 171 hours ago,rankings.php?subregion=pac,The High Council,13 Hundred Tons per month,$6873 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=pac,7415 km 2,http://blocgame.com/stats.php?id=53369,,,,
Cascoia,unioncomic,http://blocgame.com/alliancestats.php?allianceid=1568,289k active personnel,51 ships,Advanced,Nice,15 factories,Standard,online now,rankings.php?subregion=ara,Brotherhood of Zion,44 Hundred Tons per month,$6837 million,alliancestats.php?allianceid=1568,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,87396 km 2,http://blocgame.com/stats.php?id=54174,113 Mbbl per month,,,
MumbosMountain,Mumbo Jumbo,http://blocgame.com/alliancestats.php?allianceid=1382,164k active personnel,28 ships,Persian Gulf War surplus,Gandhi-like,8 factories,Standard,last online 3 hours ago,rankings.php?subregion=mex,Non-Aligned Movement,108 Hundred Tons per month,$6828 million,alliancestats.php?allianceid=1382,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,59921 km 2,http://blocgame.com/stats.php?id=54444,,,,
Chicken&Chips,Dave Miles,http://blocgame.com/alliancestats.php?allianceid=1393,7k active personnel,0 ships,Vietnam War surplus,Good,3 factories,Elite,last online 36 hours ago,rankings.php?subregion=chi,BAMF,25 Hundred Tons per month,$6819 million,alliancestats.php?allianceid=1393,China,,None,http://blocgame.com/rankings.php?subregion=chi,33638 km 2,http://blocgame.com/stats.php?id=60847,22 Mbbl per month,,,
Avarice,Mammon,http://blocgame.com/alliancestats.php?allianceid=1393,299k active personnel,23 ships,Persian Gulf War surplus,Good,20 factories,Elite,last online 2 hours ago,rankings.php?subregion=sub,BAMF,0 Hundred Tons per month,$6817 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,91788 km 2,http://blocgame.com/stats.php?id=59516,20 Mbbl per month,,,
Rhod3sia,FreeMindInside,http://blocgame.com/alliancestats.php?allianceid=1568,280k active personnel,53 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Good,last online 6 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,51 Hundred Tons per month,$6707 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,50842 km 2,http://blocgame.com/stats.php?id=52679,8 Mbbl per month,,,5%
Rattown,Furfag Commanding,http://blocgame.com/alliancestats.php?allianceid=1393,501k active personnel,77 ships,Advanced,Gandhi-like,16 factories,Elite,online now,rankings.php?subregion=mes,BAMF,61 Hundred Tons per month,$6690 million,alliancestats.php?allianceid=1393,Mesopotamia,,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,94333 km 2,http://blocgame.com/stats.php?id=39062,104 Mbbl per month,,21 Tons,
Adrianopolis,XAdrianT,http://blocgame.com/alliancestats.php?allianceid=1568,309k active personnel,14 ships,Persian Gulf War surplus,Gandhi-like,17 factories,Elite,online now,rankings.php?subregion=ara,Brotherhood of Zion,57 Hundred Tons per month,$6638 million,alliancestats.php?allianceid=1568,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,78527 km 2,http://blocgame.com/stats.php?id=55912,109 Mbbl per month,,,5%
One Star,Neku,http://blocgame.com/alliancestats.php?allianceid=1595,138k active personnel,10 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 15 hours ago,rankings.php?subregion=per,The High Council,14 Hundred Tons per month,$6622 million,alliancestats.php?allianceid=1595,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,39160 km 2,http://blocgame.com/stats.php?id=57783,19 Mbbl per month,,,
Marijuana,Weed is Good the III,http://blocgame.com/alliancestats.php?allianceid=1580,150k active personnel,13 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 6 hours ago,rankings.php?subregion=car,Brotherhood of Nod,43 Hundred Tons per month,$6453 million,alliancestats.php?allianceid=1580,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,32204 km 2,http://blocgame.com/stats.php?id=56663,22 Mbbl per month,,,
Reikland,Karl-Franz I,http://blocgame.com/alliancestats.php?allianceid=1595,114k active personnel,19 ships,Vietnam War surplus,Gandhi-like,3 factories,Good,last online 4 hours ago,rankings.php?subregion=per,The High Council,12 Hundred Tons per month,$6449 million,alliancestats.php?allianceid=1595,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,16172 km 2,http://blocgame.com/stats.php?id=58781,14 Mbbl per month,6213 Mbbl,,
Subcon,Sybalus,http://blocgame.com/alliancestats.php?allianceid=1580,65k active personnel,16 ships,Almost Modern,Gandhi-like,3 factories,Elite,last online 31 hours ago,rankings.php?subregion=eaf,Brotherhood of Nod,9 Hundred Tons per month,$6419 million,alliancestats.php?allianceid=1580,East Africa,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=eaf,9083 km 2,http://blocgame.com/stats.php?id=53099,9 Mbbl per month,192 Mbbl,,
Molfrika,McMol,http://blocgame.com/alliancestats.php?allianceid=1580,80k active personnel,8 ships,Second World War surplus,Gandhi-like,5 factories,Elite,last online 102 hours ago,rankings.php?subregion=ama,Brotherhood of Nod,23 Hundred Tons per month,$6416 million,alliancestats.php?allianceid=1580,Amazonia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ama,44132 km 2,http://blocgame.com/stats.php?id=60920,21 Mbbl per month,,,5%
Struckmania,War Criminal,http://blocgame.com/alliancestats.php?allianceid=1595,133k active personnel,3 ships,Korean War surplus,Gandhi-like,5 factories,Good,last online 42 hours ago,rankings.php?subregion=mes,The High Council,11 Hundred Tons per month,$6396 million,alliancestats.php?allianceid=1595,Mesopotamia,,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,35579 km 2,http://blocgame.com/stats.php?id=60019,42 Mbbl per month,,,5%
Reim,Azrael,http://blocgame.com/alliancestats.php?allianceid=1595,178k active personnel,26 ships,Almost Modern,Gandhi-like,7 factories,Good,last online 11 hours ago,rankings.php?subregion=pac,The High Council,46 Hundred Tons per month,$6355 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,39793 km 2,http://blocgame.com/stats.php?id=41073,10 Mbbl per month,,,
Horgrif,roxim teaga,http://blocgame.com/alliancestats.php?allianceid=1568,77k active personnel,1 ships,Almost Modern,Angelic,4 factories,Elite,last online 66 hours ago,rankings.php?subregion=ama,Brotherhood of Zion,15 Hundred Tons per month,$6355 million,alliancestats.php?allianceid=1568,Amazonia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ama,24126 km 2,http://blocgame.com/stats.php?id=55571,6 Mbbl per month,140 Mbbl,,
Al Kebab,John Zoidberg,http://blocgame.com/alliancestats.php?allianceid=1393,125k active personnel,10 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 15 hours ago,rankings.php?subregion=mes,BAMF,15 Hundred Tons per month,$6342 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,35750 km 2,http://blocgame.com/stats.php?id=59392,25 Mbbl per month,,,
Nautique,wayneeconomist,http://blocgame.com/alliancestats.php?allianceid=1644,39k active personnel,12 ships,Almost Modern,Questionable,6 factories,Standard,last online 11 hours ago,rankings.php?subregion=sub,Inter/pol/,53 Hundred Tons per month,$6330 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,36336 km 2,http://blocgame.com/stats.php?id=58443,5 Mbbl per month,,1 Tons,
Awesomeria,killbodies,http://blocgame.com/alliancestats.php?allianceid=1568,335k active personnel,51 ships,Almost Modern,Angelic,15 factories,Elite,last online 1 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,105 Hundred Tons per month,$6205 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,80425 km 2,http://blocgame.com/stats.php?id=57755,15 Mbbl per month,,,
Kozakura,Tenrai,http://blocgame.com/alliancestats.php?allianceid=1595,118k active personnel,7 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 4 hours ago,rankings.php?subregion=pac,The High Council,30 Hundred Tons per month,$6092 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,30163 km 2,http://blocgame.com/stats.php?id=48894,19 Mbbl per month,,,
Azhdahagate,Azhdaha_Panzer,http://blocgame.com/alliancestats.php?allianceid=1580,554k active personnel,51 ships,Advanced,Gandhi-like,28 factories,Good,last online 4 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,98 Hundred Tons per month,$6073 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,138081 km 2,http://blocgame.com/stats.php?id=52422,125 Mbbl per month,,21 Tons,
