country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor
Southern Russia,Jiovana,http://blocgame.com/alliancestats.php?allianceid=1580,248k active personnel,38 ships,Persian Gulf War surplus,10 factories,Elite,last online 30 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$9079 million,alliancestats.php?allianceid=1580,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,54817 km 2,http://blocgame.com/stats.php?id=52935,,,
Habibastan,Ahmed Habib,http://blocgame.com/alliancestats.php?allianceid=1393,298k active personnel,17 ships,Persian Gulf War surplus,12 factories,Standard,last online 12 hours ago,rankings.php?subregion=egy,BAMF,$8938 million,alliancestats.php?allianceid=1393,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,77000 km 2,http://blocgame.com/stats.php?id=5936,3141 Mbbl,,
Foundation,Danzo,http://blocgame.com/alliancestats.php?allianceid=1568,146k active personnel,28 ships,Persian Gulf War surplus,10 factories,Elite,last online 1 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$8188 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,128063 km 2,http://blocgame.com/stats.php?id=46870,,,
RiceFields,Jean-Jean,http://blocgame.com/alliancestats.php?allianceid=1599,155k active personnel,9 ships,Almost Modern,7 factories,Good,last online 4 hours ago,rankings.php?subregion=ind,Wreckage brothers,$8905 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,33369 km 2,http://blocgame.com/stats.php?id=52930,,,
Showerland,Showerman,http://blocgame.com/alliancestats.php?allianceid=1580,275k active personnel,50 ships,Almost Modern,13 factories,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,$9082 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,48894 km 2,http://blocgame.com/stats.php?id=53306,,,
skrubrikei,coweymcnuggets,http://blocgame.com/alliancestats.php?allianceid=1568,93k active personnel,14 ships,Almost Modern,7 factories,Elite,last online 4 hours ago,rankings.php?subregion=pac,Brotherhood of Zion,$9117 million,alliancestats.php?allianceid=1568,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,38315 km 2,http://blocgame.com/stats.php?id=48846,,,
Reality,fujisyugi,http://blocgame.com/alliancestats.php?allianceid=1393,159k active personnel,13 ships,Persian Gulf War surplus,8 factories,Good,last online 5 hours ago,rankings.php?subregion=saf,BAMF,$9081 million,alliancestats.php?allianceid=1393,Southern Africa,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=saf,69246 km 2,http://blocgame.com/stats.php?id=53029,,,5%
Vekta,Strongbad,http://blocgame.com/alliancestats.php?allianceid=1595,138k active personnel,11 ships,Almost Modern,6 factories,Elite,last online 17 hours ago,rankings.php?subregion=pac,The High Council,$8731 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,35413 km 2,http://blocgame.com/stats.php?id=46288,,,
Texastan,Rebel Lord,http://blocgame.com/alliancestats.php?allianceid=1644,87k active personnel,6 ships,Vietnam War surplus,6 factories,Elite,online now,rankings.php?subregion=mes,Inter/pol/,$8951 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,23336 km 2,http://blocgame.com/stats.php?id=58149,13712 Mbbl,,
Graceland,Elvis,http://blocgame.com/alliancestats.php?allianceid=1393,198k active personnel,11 ships,Vietnam War surplus,7 factories,Elite,last online 13 hours ago,rankings.php?subregion=eaf,BAMF,$8835 million,alliancestats.php?allianceid=1393,East Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,52676 km 2,http://blocgame.com/stats.php?id=7435,,,
Free Phoenix,Captain Mandrake,http://blocgame.com/alliancestats.php?allianceid=1393,68k active personnel,23 ships,Vietnam War surplus,3 factories,Good,last online 17 hours ago,rankings.php?subregion=mex,BAMF,$8852 million,alliancestats.php?allianceid=1393,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,20318 km 2,http://blocgame.com/stats.php?id=58198,444 Mbbl,,
PMAOA,Mbatume II,http://blocgame.com/alliancestats.php?allianceid=1595,131k active personnel,17 ships,Vietnam War surplus,4 factories,Elite,last online 6 hours ago,rankings.php?subregion=gui,The High Council,$8758 million,alliancestats.php?allianceid=1595,Guinea,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gui,13257 km 2,http://blocgame.com/stats.php?id=54574,,,
Translandia,5Six,http://blocgame.com/alliancestats.php?allianceid=1568,171k active personnel,1 ships,Advanced,14 factories,Standard,last online 27 hours ago,rankings.php?subregion=pac,Brotherhood of Zion,$8847 million,alliancestats.php?allianceid=1568,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,107766 km 2,http://blocgame.com/stats.php?id=46112,,,
Lagoense,Marechal Fabra,http://blocgame.com/alliancestats.php?allianceid=1599,178k active personnel,16 ships,Vietnam War surplus,5 factories,Elite,last online 5 hours ago,rankings.php?subregion=car,Wreckage brothers,$8609 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,31873 km 2,http://blocgame.com/stats.php?id=57361,106 Mbbl,,
Jam,pbjam,http://blocgame.com/alliancestats.php?allianceid=1580,109k active personnel,19 ships,Almost Modern,7 factories,Elite,last online 10 hours ago,rankings.php?subregion=ind,Brotherhood of Nod,$8770 million,alliancestats.php?allianceid=1580,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,37884 km 2,http://blocgame.com/stats.php?id=56490,,,
Communist Union,Appoox,http://blocgame.com/alliancestats.php?allianceid=1393,99k active personnel,12 ships,Vietnam War surplus,3 factories,Elite,last online 3 hours ago,rankings.php?subregion=sub,BAMF,$8427 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,10970 km 2,http://blocgame.com/stats.php?id=51081,,1 Tons,
Based World,Lil B,http://blocgame.com/alliancestats.php?allianceid=1393,222k active personnel,20 ships,Almost Modern,9 factories,Standard,last online 43 hours ago,rankings.php?subregion=sub,BAMF,$8569 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,57342 km 2,http://blocgame.com/stats.php?id=58035,,,
CIRD,John Wayne Gasey,http://blocgame.com/alliancestats.php?allianceid=1594,4k active personnel,33 ships,Persian Gulf War surplus,12 factories,Standard,last online 146 hours ago,rankings.php?subregion=ara,The Cartel,$8460 million,alliancestats.php?allianceid=1594,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,60370 km 2,http://blocgame.com/stats.php?id=51022,1648 Mbbl,,
Cocobongo,Cuban Pete,http://blocgame.com/alliancestats.php?allianceid=1595,149k active personnel,10 ships,Vietnam War surplus,5 factories,Elite,last online 37 hours ago,rankings.php?subregion=gra,The High Council,$8324 million,alliancestats.php?allianceid=1595,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,25358 km 2,http://blocgame.com/stats.php?id=58193,,,
Chaos county,Chavo,http://blocgame.com/alliancestats.php?allianceid=1382,198k active personnel,38 ships,Persian Gulf War surplus,7 factories,Elite,last online 16 hours ago,rankings.php?subregion=atl,Non-Aligned Movement,$8311 million,alliancestats.php?allianceid=1382,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,27394 km 2,http://blocgame.com/stats.php?id=49736,,4 Tons,
Arborea,Arbus,http://blocgame.com/alliancestats.php?allianceid=1580,109k active personnel,1 ships,Vietnam War surplus,6 factories,Good,last online 7 hours ago,rankings.php?subregion=waf,Brotherhood of Nod,$8510 million,alliancestats.php?allianceid=1580,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,22999 km 2,http://blocgame.com/stats.php?id=57767,,,
Get Schwifty,Rick Sanchez,http://blocgame.com/alliancestats.php?allianceid=1393,270k active personnel,9 ships,Persian Gulf War surplus,9 factories,Standard,last online 25 hours ago,rankings.php?subregion=ara,BAMF,$8166 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,72008 km 2,http://blocgame.com/stats.php?id=57824,4443 Mbbl,,
Indonia,Indy,http://blocgame.com/alliancestats.php?allianceid=1644,138k active personnel,35 ships,Persian Gulf War surplus,6 factories,Good,last online 96 hours ago,rankings.php?subregion=ara,Inter/pol/,$8250 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,24830 km 2,http://blocgame.com/stats.php?id=52315,99 Mbbl,,
Eisen,Balthazaar,http://blocgame.com/alliancestats.php?allianceid=1599,169k active personnel,48 ships,Almost Modern,13 factories,Standard,last online 6 hours ago,rankings.php?subregion=chi,Wreckage brothers,$8484 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,83662 km 2,http://blocgame.com/stats.php?id=53566,,,
Nueva Pilipinas,Angelo Manrique,http://blocgame.com/alliancestats.php?allianceid=1382,5k active personnel,9 ships,Almost Modern,3 factories,Standard,last online 128 hours ago,rankings.php?subregion=pac,Non-Aligned Movement,$8209 million,alliancestats.php?allianceid=1382,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,13858 km 2,http://blocgame.com/stats.php?id=53008,,,
Saminis,Marcus Slate,http://blocgame.com/alliancestats.php?allianceid=1382,70k active personnel,13 ships,Vietnam War surplus,5 factories,Elite,last online 5 hours ago,rankings.php?subregion=con,Non-Aligned Movement,$8318 million,alliancestats.php?allianceid=1382,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,30414 km 2,http://blocgame.com/stats.php?id=54520,,,
Scrubistan,Fernando_Shiros,http://blocgame.com/alliancestats.php?allianceid=1580,177k active personnel,18 ships,Vietnam War surplus,9 factories,Good,last online 5 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$8250 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,54173 km 2,http://blocgame.com/stats.php?id=59122,,,
Oranje,Joseph,http://blocgame.com/alliancestats.php?allianceid=1568,9k active personnel,11 ships,Almost Modern,3 factories,Standard,last online 22 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$8118 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20915 km 2,http://blocgame.com/stats.php?id=40545,,,
al-Masketta,kingcuck,http://blocgame.com/alliancestats.php?allianceid=1599,308k active personnel,32 ships,Persian Gulf War surplus,18 factories,Elite,last online 5 hours ago,rankings.php?subregion=ara,Wreckage brothers,$9603 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,83710 km 2,http://blocgame.com/stats.php?id=53028,3626 Mbbl,,
Esboslavia,Swatbot26,http://blocgame.com/alliancestats.php?allianceid=1599,119k active personnel,19 ships,Vietnam War surplus,4 factories,Elite,last online 2 hours ago,rankings.php?subregion=car,Wreckage brothers,$8054 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,28842 km 2,http://blocgame.com/stats.php?id=57376,,,
New Palestina,MacK0797,http://blocgame.com/alliancestats.php?allianceid=1568,175k active personnel,9 ships,Almost Modern,7 factories,Elite,last online 30 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$8103 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,42419 km 2,http://blocgame.com/stats.php?id=58215,,,
Kuviere,Jaywynne,http://blocgame.com/alliancestats.php?allianceid=1595,116k active personnel,11 ships,Korean War surplus,10 factories,Elite,last online 55 hours ago,rankings.php?subregion=atl,The High Council,$8176 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,31188 km 2,http://blocgame.com/stats.php?id=58755,,,
Boomtown,Rataca1000,http://blocgame.com/alliancestats.php?allianceid=1595,100k active personnel,5 ships,Vietnam War surplus,2 factories,Elite,last online 5 hours ago,rankings.php?subregion=chi,The High Council,$8033 million,alliancestats.php?allianceid=1595,China,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=chi,1932 km 2,http://blocgame.com/stats.php?id=50054,,,
Burlap,Stan Flightplan,http://blocgame.com/alliancestats.php?allianceid=1393,8k active personnel,21 ships,Almost Modern,3 factories,Standard,last online 123 hours ago,rankings.php?subregion=sub,BAMF,$7861 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,12371 km 2,http://blocgame.com/stats.php?id=54579,,,
Mnemosyne,Solus,http://blocgame.com/alliancestats.php?allianceid=1393,150k active personnel,20 ships,Korean War surplus,6 factories,Elite,online now,rankings.php?subregion=pac,BAMF,$7988 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,26486 km 2,http://blocgame.com/stats.php?id=57952,,,
Latveria,Doom,http://blocgame.com/alliancestats.php?allianceid=1595,5k active personnel,7 ships,Vietnam War surplus,4 factories,Elite,last online 21 hours ago,rankings.php?subregion=mes,The High Council,$6728 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=mes,23591 km 2,http://blocgame.com/stats.php?id=57009,6420 Mbbl,,
United,allsmart,http://blocgame.com/alliancestats.php?allianceid=1401,71k active personnel,17 ships,Almost Modern,5 factories,Elite,last online 24 hours ago,rankings.php?subregion=gra,The Federal Colonies,$8023 million,alliancestats.php?allianceid=1401,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,33804 km 2,http://blocgame.com/stats.php?id=57257,,,
Ferma,President Jacobo Vincenzo,http://blocgame.com/alliancestats.php?allianceid=1393,163k active personnel,20 ships,Vietnam War surplus,5 factories,Standard,online now,rankings.php?subregion=con,BAMF,$7872 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,30981 km 2,http://blocgame.com/stats.php?id=58784,715 Mbbl,,
Yugoslothia,Yugoslothia,http://blocgame.com/alliancestats.php?allianceid=1599,99k active personnel,9 ships,Persian Gulf War surplus,6 factories,Elite,last online 15 hours ago,rankings.php?subregion=egy,Wreckage brothers,$7934 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,27107 km 2,http://blocgame.com/stats.php?id=55968,,,
The Red Empire,SpecialForces,http://blocgame.com/alliancestats.php?allianceid=1580,159k active personnel,19 ships,Vietnam War surplus,6 factories,Elite,last online 2 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$7876 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,34536 km 2,http://blocgame.com/stats.php?id=59076,,1 Tons,
Jumbonesia,Napalm Caesar,http://blocgame.com/alliancestats.php?allianceid=1595,179k active personnel,12 ships,Korean War surplus,6 factories,Good,last online 8 hours ago,rankings.php?subregion=pac,The High Council,$7743 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,24201 km 2,http://blocgame.com/stats.php?id=58350,,,
Orindesia,IvanLivitnenko,http://blocgame.com/alliancestats.php?allianceid=1599,125k active personnel,16 ships,Almost Modern,4 factories,Elite,last online 10 hours ago,rankings.php?subregion=ind,Wreckage brothers,$7652 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,19565 km 2,http://blocgame.com/stats.php?id=55700,,,
Zion,Zionist,http://blocgame.com/alliancestats.php?allianceid=1393,222k active personnel,9 ships,Almost Modern,7 factories,Good,online now,rankings.php?subregion=mes,BAMF,$7472 million,alliancestats.php?allianceid=1393,Mesopotamia,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,63938 km 2,http://blocgame.com/stats.php?id=41496,,,
Masketto,svidjod,http://blocgame.com/alliancestats.php?allianceid=1599,299k active personnel,32 ships,Persian Gulf War surplus,15 factories,Elite,last online 3 hours ago,rankings.php?subregion=egy,Wreckage brothers,$7568 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,86828 km 2,http://blocgame.com/stats.php?id=55437,6951 Mbbl,,
FistPump,MasterChef,http://blocgame.com/alliancestats.php?allianceid=1580,258k active personnel,14 ships,Persian Gulf War surplus,6 factories,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,$7577 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,26408 km 2,http://blocgame.com/stats.php?id=43623,,,
Savarnia,Kxxvc,http://blocgame.com/alliancestats.php?allianceid=1644,174k active personnel,38 ships,Persian Gulf War surplus,14 factories,Good,online now,rankings.php?subregion=pac,Inter/pol/,$7807 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,81929 km 2,http://blocgame.com/stats.php?id=57059,,,
Histalaxia,Sir William the First,http://blocgame.com/alliancestats.php?allianceid=1810,60k active personnel,13 ships,Persian Gulf War surplus,6 factories,Good,last online 3 hours ago,rankings.php?subregion=pac,EUN,$7666 million,alliancestats.php?allianceid=1810,Pacific Rim,,Mediocre,http://blocgame.com/rankings.php?subregion=pac,21373 km 2,http://blocgame.com/stats.php?id=51506,,,
Funs and Ammo,Ivan Ivanovsky,http://blocgame.com/alliancestats.php?allianceid=1599,165k active personnel,11 ships,Vietnam War surplus,4 factories,Good,last online 29 hours ago,rankings.php?subregion=ind,Wreckage brothers,$7363 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,18067 km 2,http://blocgame.com/stats.php?id=55794,,,
Ekodebota,tfwqtp2tlgf|;3,http://blocgame.com/alliancestats.php?allianceid=1599,8k active personnel,32 ships,Advanced,5 factories,Undisciplined Rabble,last online 37 hours ago,rankings.php?subregion=atl,Wreckage brothers,$7471 million,alliancestats.php?allianceid=1599,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,29002 km 2,http://blocgame.com/stats.php?id=53422,,,
Bubupooka,Princess Rahalia,http://blocgame.com/alliancestats.php?allianceid=1568,198k active personnel,4 ships,Advanced,7 factories,Elite,last online 15 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$7324 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,62234 km 2,http://blocgame.com/stats.php?id=44960,,,
fuckiestan,death2chamelion,http://blocgame.com/alliancestats.php?allianceid=1580,109k active personnel,16 ships,Korean War surplus,5 factories,Good,last online 6 hours ago,rankings.php?subregion=atl,Brotherhood of Nod,$7404 million,alliancestats.php?allianceid=1580,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,22085 km 2,http://blocgame.com/stats.php?id=58862,,,
Sqynet,robosax,http://blocgame.com/alliancestats.php?allianceid=1568,239k active personnel,4 ships,Advanced,8 factories,Elite,last online 7 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$7196 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,98507 km 2,http://blocgame.com/stats.php?id=52255,,56 Tons,
Persia_Iran,Txheat512,http://blocgame.com/alliancestats.php?allianceid=1835,109k active personnel,11 ships,Almost Modern,4 factories,Elite,last online 18 hours ago,rankings.php?subregion=per,SPQR,$7270 million,alliancestats.php?allianceid=1835,Persia,Near Depletion,Somewhat Large,http://blocgame.com/rankings.php?subregion=per,19856 km 2,http://blocgame.com/stats.php?id=57306,,,
Merrowholt,B. Summers,http://blocgame.com/alliancestats.php?allianceid=1595,143k active personnel,43 ships,Almost Modern,6 factories,Elite,last online 5 hours ago,rankings.php?subregion=mes,The High Council,$7346 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Large,http://blocgame.com/rankings.php?subregion=mes,23711 km 2,http://blocgame.com/stats.php?id=54923,,,
DFWEFWEF,dmc5,http://blocgame.com/alliancestats.php?allianceid=1644,180k active personnel,47 ships,Almost Modern,10 factories,Standard,online now,rankings.php?subregion=ara,Inter/pol/,$7001 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,42155 km 2,http://blocgame.com/stats.php?id=55118,,,
Rhod3sia,FreeMindInside,http://blocgame.com/alliancestats.php?allianceid=1568,262k active personnel,49 ships,Persian Gulf War surplus,9 factories,Standard,online now,rankings.php?subregion=saf,Brotherhood of Zion,$7034 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,50842 km 2,http://blocgame.com/stats.php?id=52679,,,5%
Fadjistan,Einar Wojak,http://blocgame.com/alliancestats.php?allianceid=1599,65k active personnel,9 ships,Almost Modern,4 factories,Elite,last online 4 hours ago,rankings.php?subregion=mes,Wreckage brothers,$7299 million,alliancestats.php?allianceid=1599,Mesopotamia,,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,13077 km 2,http://blocgame.com/stats.php?id=55614,2580 Mbbl,,
Vladimiria,AceAxos,http://blocgame.com/alliancestats.php?allianceid=1568,119k active personnel,11 ships,Korean War surplus,6 factories,Elite,last online 6 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$7209 million,alliancestats.php?allianceid=1568,Southern Africa,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,37497 km 2,http://blocgame.com/stats.php?id=59150,,,
NMZ,Hally,http://blocgame.com/alliancestats.php?allianceid=1568,87k active personnel,0 ships,Almost Modern,8 factories,Elite,last online 22 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$7208 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,64803 km 2,http://blocgame.com/stats.php?id=51877,,,
Chaouenne,pyrignis,http://blocgame.com/alliancestats.php?allianceid=1595,96k active personnel,11 ships,Almost Modern,4 factories,Good,last online 7 hours ago,rankings.php?subregion=atl,The High Council,$6916 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,13258 km 2,http://blocgame.com/stats.php?id=42019,15037 Mbbl,,5%
Junoma,VicReyes,http://blocgame.com/alliancestats.php?allianceid=1568,45k active personnel,10 ships,Korean War surplus,3 factories,Elite,last online 20 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$7034 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Large,http://blocgame.com/rankings.php?subregion=con,32435 km 2,http://blocgame.com/stats.php?id=40349,583 Mbbl,,
The Silver Hand,Morladim,http://blocgame.com/alliancestats.php?allianceid=1595,165k active personnel,7 ships,Vietnam War surplus,9 factories,Good,online now,rankings.php?subregion=pac,The High Council,$7028 million,alliancestats.php?allianceid=1595,Pacific Rim,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=pac,44319 km 2,http://blocgame.com/stats.php?id=56161,,,
Kuto,AKMB,http://blocgame.com/alliancestats.php?allianceid=1401,141k active personnel,0 ships,Almost Modern,6 factories,Standard,online now,rankings.php?subregion=per,The Federal Colonies,$6871 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,15721 km 2,http://blocgame.com/stats.php?id=40095,,,
Good Jobs,Mongoloid Manager,http://blocgame.com/alliancestats.php?allianceid=1568,219k active personnel,11 ships,Almost Modern,8 factories,Elite,last online 2 hours ago,rankings.php?subregion=sea,Brotherhood of Zion,$6929 million,alliancestats.php?allianceid=1568,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,37481 km 2,http://blocgame.com/stats.php?id=57865,368 Mbbl,,
Soviet Greece,Ares Velouchiotis,http://blocgame.com/alliancestats.php?allianceid=1595,59k active personnel,8 ships,Second World War surplus,6 factories,Good,online now,rankings.php?subregion=sea,The High Council,$7037 million,alliancestats.php?allianceid=1595,Indochina,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,27527 km 2,http://blocgame.com/stats.php?id=59170,,,
Roman Empire,Trajan,http://blocgame.com/alliancestats.php?allianceid=1580,130k active personnel,2 ships,Vietnam War surplus,5 factories,Good,last online 160 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,$6664 million,alliancestats.php?allianceid=1580,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,22589 km 2,http://blocgame.com/stats.php?id=57846,,,
Tuchankaa,Toquisador,http://blocgame.com/alliancestats.php?allianceid=1595,138k active personnel,12 ships,Almost Modern,3 factories,Elite,last online 7 hours ago,rankings.php?subregion=chi,The High Council,$6697 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,9345 km 2,http://blocgame.com/stats.php?id=47573,,,
I Am Mad,I Am Mad,http://blocgame.com/alliancestats.php?allianceid=1644,210k active personnel,49 ships,Vietnam War surplus,4 factories,Good,last online 7 hours ago,rankings.php?subregion=mes,Inter/pol/,$6609 million,alliancestats.php?allianceid=1644,Mesopotamia,,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,39603 km 2,http://blocgame.com/stats.php?id=58303,,,
Stargaze,The Head,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,15 ships,Second World War surplus,6 factories,Standard,last online 115 hours ago,rankings.php?subregion=chi,BAMF,$6867 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31644 km 2,http://blocgame.com/stats.php?id=58264,,,
MumbosMountain,Mumbo Jumbo,http://blocgame.com/alliancestats.php?allianceid=1382,127k active personnel,18 ships,Persian Gulf War surplus,7 factories,Good,online now,rankings.php?subregion=mex,Non-Aligned Movement,$6562 million,alliancestats.php?allianceid=1382,Mesoamerica,,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,52541 km 2,http://blocgame.com/stats.php?id=54444,,,
Steel Beams,spacebunneh,http://blocgame.com/alliancestats.php?allianceid=1595,131k active personnel,0 ships,Vietnam War surplus,6 factories,Standard,last online 15 hours ago,rankings.php?subregion=gra,The High Council,$6579 million,alliancestats.php?allianceid=1595,Gran Colombia,,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,15283 km 2,http://blocgame.com/stats.php?id=55509,98 Mbbl,,
Imaginary Land,Chet Manly,http://blocgame.com/alliancestats.php?allianceid=1595,113k active personnel,12 ships,Korean War surplus,5 factories,Good,last online 8 hours ago,rankings.php?subregion=pac,The High Council,$6694 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,23885 km 2,http://blocgame.com/stats.php?id=58961,80 Mbbl,,
Rararaland,Whiskertoes,http://blocgame.com/alliancestats.php?allianceid=1810,76k active personnel,6 ships,Almost Modern,3 factories,Good,last online 27 hours ago,rankings.php?subregion=ara,EUN,$6700 million,alliancestats.php?allianceid=1810,Arabia,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=ara,9940 km 2,http://blocgame.com/stats.php?id=49272,4925 Mbbl,,
