country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil reserves,uranium,reactor,reputation,rm_prod,oil_prod
Jemut,iwaniman/Ferozz,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 10 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=61811,,,,Normal,,
Kārkov,Altwerk Vyner,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 1 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=61813,,,,Normal,,
Barr,general hadi,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=61816,,,,Normal,,
Ausmasia,Harzan15,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=61817,,,,Normal,,
Bunga Malaya,Tun Adam Z,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 12 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=61824,,,,Normal,,
Sheym,Ooodin,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 10 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=61826,,,,Normal,,
Tuaran,Sufrie,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=61828,,,,Normal,,
land1,land1,,27k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=congo,,$300 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,None,http://blocgame.com/stats.php?id=61830,,,,Normal,,
hardcoresquid,VivaLaHorsecock,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 155 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=61838,,,,Normal,,
arr lmao,piratepenis,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 155 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=61839,,,,Normal,,
Axestorm,fistmydick,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 155 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=61841,,,,Normal,,
Malaysia Raya,Ben Laden,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 10 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=61845,,,,Normal,,
morelia,lemambanglemai8621,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 14 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=61850,,,,Normal,,
Guerilla,mohdirfan,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=61854,,,,Normal,,
najibpundek,Syahmisaid,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=61859,,,,Normal,,
Orgonity,Sta�y S�uchacz,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 4 hours ago,rankings.php?subregion=ama,,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=61861,,,,Normal,,
BaniMelayu,PlayboyMelayu,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 6 hours ago,rankings.php?subregion=sub,,$300 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,None,http://blocgame.com/stats.php?id=61862,,,,Normal,,
qwertyuioppp,qwertyuioppp,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 30 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=61873,,,,Normal,,
bird land,birdjoseph,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 168 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=61878,,,,Normal,,
Limefrogs,Limefrog,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 113 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=61881,,,,Normal,,
Puerto Libre,Jose Ramon Rodriguez III,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=61883,,,,Normal,,
National_East,RulerBill,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 118 hours ago,rankings.php?subregion=mex,,$300 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=61888,,,,Normal,,
Republic Malaya,gerilatimur,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 14 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=61889,,,,Normal,,
jongos,barros,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 103 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=61892,,,,Normal,,
Lempo danea,Heri kiswanto,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 79 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=61893,,,,Normal,,
johoreansouth,afiqaffendy615,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 9 hours ago,rankings.php?subregion=sub,,$300 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,None,http://blocgame.com/stats.php?id=61895,,,,Normal,,
Nsntra,Ahmad Maselan,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 15 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=61896,,,,Normal,,
lempow danea,hery ksr,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 79 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=61897,,,,Normal,,
Baloq,Baloq Liat,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 1 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=61900,,,,Normal,,
Masaland,Ahmad Haris,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 180 hours ago,rankings.php?subregion=sub,,$300 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,None,http://blocgame.com/stats.php?id=61902,,,,Normal,,
Kelate.net,Wira Perang,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=61907,,,,Normal,,
zener diode,zdiode1,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 21 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=61908,,,,Normal,,
south nation,presiden tote,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 6 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=61911,,,,Normal,,
The Marintinia,Edington,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 12 hours ago,rankings.php?subregion=con,,$300 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,None,http://blocgame.com/stats.php?id=61912,,,,Normal,,
gong badang,yusjimmy,,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=ama,,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=61914,,,,Normal,,
Gobi,Saint Gobi,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=61919,,,,Normal,,
SRI NANING,afiq peace,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 121 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=61923,,,,Normal,,
Batu putih,Harzan,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=61926,,,,Normal,,
Zacto-7,zulcurrent,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 17 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=61927,,,,Normal,,
Endau,Syazwanjalil,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 5 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=61932,,,,Normal,,
Aswiara,faezseven,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 48 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=61935,,,,Normal,,
Gunung Lang,DeCarlos,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 11 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=61936,,,,Normal,,
#buat2kerja,karam71,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 172 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=61937,,,,Normal,,
Sungai Dinding,Raja Hitam,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 47 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=61946,,,,Normal,,
Borneon,orangsigat,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 4 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=61947,,,,Normal,,
Divergent,Jones,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 16 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=61948,,,,Normal,,
Singapore II,Lee Kwan Jew,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 139 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=61950,,,,Normal,,
Stahlmaschine,Die Stahlhammer,http://blocgame.com/alliancestats.php?allianceid=2042,30k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=sub,Inter/pol/,$300 million,alliancestats.php?allianceid=2042,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,None,http://blocgame.com/stats.php?id=61954,1 Mbbl,,,Questionable,,1 Mbbl per month
Vorcs,Aiman Nizam,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 11 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=61955,,,,Normal,,
Aeter,Anima6778,,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=congo,,$300 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,None,http://blocgame.com/stats.php?id=61960,1 Mbbl,,,Normal,,1 Mbbl per month
Rzechovxlovkia,M.Hariz,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 27 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=61967,,,,Normal,,
Nameck,Picko,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 4 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=61968,,,,Normal,,
MAF,asy8,,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=61981,2 Mbbl,,,Normal,,2 Mbbl per month
Novorum,Novorum,,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=61987,,,,Normal,,
Rizqi,AkifRizqi,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 17 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=61996,,,,Normal,,
ZAMENTA,ShAh FAr HAn,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 34 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=61998,,,,Normal,,
raja_png,DiDi27,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 19 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=62000,,,,Normal,,
