country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,uranium,region,territory,pageUrl,oil_reserves,reactor
Tyrantia,Malakal,http://blocgame.com/alliancestats.php?allianceid=1595,240k active personnel,49 ships,Persian Gulf War surplus,15 factories,Poor,online now,rankings.php?subregion=ind,The High Council,$15334 million,alliancestats.php?allianceid=1595,East Indies,Plentiful,Very Powerful,3 Tons,http://blocgame.com/rankings.php?subregion=ind,59667 km 2,http://blocgame.com/stats.php?id=40238,,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,300k active personnel,43 ships,Persian Gulf War surplus,14 factories,Elite,last online 8 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$15262 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,63487 km 2,http://blocgame.com/stats.php?id=7511,,
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,137k active personnel,49 ships,Persian Gulf War surplus,5 factories,Elite,last online 56 hours ago,rankings.php?subregion=con,BAMF,$15098 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=con,43180 km 2,http://blocgame.com/stats.php?id=40443,,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,229k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,last online 19 hours ago,rankings.php?subregion=per,The Federal Colonies,$15066 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914,,
Potatoland,ThePotatoGuy,http://blocgame.com/alliancestats.php?allianceid=1382,189k active personnel,34 ships,Almost Modern,10 factories,Elite,last online 1 hours ago,rankings.php?subregion=car,Non-Aligned Movement,$14947 million,alliancestats.php?allianceid=1382,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,45507 km 2,http://blocgame.com/stats.php?id=53696,,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,209k active personnel,13 ships,Persian Gulf War surplus,8 factories,Elite,last online 17 hours ago,rankings.php?subregion=ara,BAMF,$14928 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,44239 km 2,http://blocgame.com/stats.php?id=39037,2513 Mbbl,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,217k active personnel,34 ships,Persian Gulf War surplus,10 factories,Good,last online 84 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$14937 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,64978 km 2,http://blocgame.com/stats.php?id=52906,617 Mbbl,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,220k active personnel,28 ships,Persian Gulf War surplus,11 factories,Good,last online 28 hours ago,rankings.php?subregion=chi,BAMF,$14911 million,alliancestats.php?allianceid=1393,China,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,450 Mbbl,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,155k active personnel,22 ships,Persian Gulf War surplus,7 factories,Elite,last online 15 hours ago,rankings.php?subregion=eaf,Inter/pol/,$14832 million,alliancestats.php?allianceid=1644,East Africa,Near Depletion,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=eaf,35402 km 2,http://blocgame.com/stats.php?id=49249,,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,108k active personnel,31 ships,Persian Gulf War surplus,9 factories,Elite,last online 24 hours ago,rankings.php?subregion=ara,BAMF,$14795 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,8395 Mbbl,
Ekodebota,tfwqtp2tlgf|;3,http://blocgame.com/alliancestats.php?allianceid=1599,10k active personnel,32 ships,Advanced,12 factories,Undisciplined Rabble,last online 7 hours ago,rankings.php?subregion=atl,Wreckage brothers,$14728 million,alliancestats.php?allianceid=1599,Atlas,,None,,http://blocgame.com/rankings.php?subregion=atl,63237 km 2,http://blocgame.com/stats.php?id=53422,,
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,257k active personnel,12 ships,Persian Gulf War surplus,12 factories,Good,online now,rankings.php?subregion=mes,Brotherhood of Nod,$14628 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,57655 km 2,http://blocgame.com/stats.php?id=56860,,
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,319k active personnel,45 ships,Persian Gulf War surplus,16 factories,Elite,last online 61 hours ago,rankings.php?subregion=ara,BAMF,$14633 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,85841 km 2,http://blocgame.com/stats.php?id=43351,3643 Mbbl,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,278k active personnel,51 ships,Advanced,13 factories,Poor,last online 10 hours ago,rankings.php?subregion=ara,Wreckage brothers,$14475 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,40091 km 2,http://blocgame.com/stats.php?id=52844,3309 Mbbl,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1835,242k active personnel,51 ships,Persian Gulf War surplus,10 factories,Elite,last online 23 hours ago,rankings.php?subregion=car,SPQR,$14341 million,alliancestats.php?allianceid=1835,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,248k active personnel,39 ships,Advanced,14 factories,Good,online now,rankings.php?subregion=per,Inter/pol/,$14224 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,83239 km 2,http://blocgame.com/stats.php?id=54220,,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,186k active personnel,54 ships,Persian Gulf War surplus,12 factories,Good,last online 19 hours ago,rankings.php?subregion=per,The Federal Colonies,$14203 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,37998 km 2,http://blocgame.com/stats.php?id=40311,2454 Mbbl,
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,28 ships,Persian Gulf War surplus,10 factories,Standard,last online 19 hours ago,rankings.php?subregion=pac,BAMF,$14036 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,196k active personnel,22 ships,Almost Modern,8 factories,Elite,online now,rankings.php?subregion=con,Brotherhood of Zion,$13873 million,alliancestats.php?allianceid=1568,Southern Cone,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275,,
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=1401,218k active personnel,17 ships,Advanced,8 factories,Good,last online 16 hours ago,rankings.php?subregion=mes,The Federal Colonies,$13786 million,alliancestats.php?allianceid=1401,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,25694 km 2,http://blocgame.com/stats.php?id=39070,2676 Mbbl,
Bih,Fidel Baneo,http://blocgame.com/alliancestats.php?allianceid=1599,368k active personnel,36 ships,Persian Gulf War surplus,12 factories,Standard,last online 11 hours ago,rankings.php?subregion=mex,Wreckage brothers,$13741 million,alliancestats.php?allianceid=1599,Mesoamerica,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=mex,102949 km 2,http://blocgame.com/stats.php?id=53791,,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,23 ships,Persian Gulf War surplus,6 factories,Good,last online 24 hours ago,rankings.php?subregion=atl,BAMF,$13566 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=atl,31052 km 2,http://blocgame.com/stats.php?id=2570,3226 Mbbl,5%
South Grestin,Haenel,http://blocgame.com/alliancestats.php?allianceid=1580,195k active personnel,31 ships,Persian Gulf War surplus,8 factories,Elite,last online 42 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$13459 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=sea,34166 km 2,http://blocgame.com/stats.php?id=46163,,5%
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,142k active personnel,15 ships,Persian Gulf War surplus,5 factories,Good,last online 6 hours ago,rankings.php?subregion=ind,Wreckage brothers,$13412 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,
The Hegemony,Peter Wiggin,http://blocgame.com/alliancestats.php?allianceid=1644,218k active personnel,36 ships,Almost Modern,8 factories,Good,last online 12 hours ago,rankings.php?subregion=gra,Inter/pol/,$13373 million,alliancestats.php?allianceid=1644,Gran Colombia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=gra,38475 km 2,http://blocgame.com/stats.php?id=40840,,
