country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,oil_reserves,region/_text,uranium,manpower,airforce,region,territory,pageUrl
Kennethland,Kenneth,http://blocgame.com/alliancestats.php?allianceid=1568,219k active personnel,48 ships,Advanced,16 factories,Good,last online 14 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$21191 million,alliancestats.php?allianceid=1568,,Gran Colombia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,74296 km 2,http://blocgame.com/stats.php?id=47662
Coccoladia,Ernesto Caprone,http://blocgame.com/alliancestats.php?allianceid=1401,233k active personnel,64 ships,Persian Gulf War surplus,14 factories,Good,last online 13 hours ago,rankings.php?subregion=car,The Federal Colonies,$21177 million,alliancestats.php?allianceid=1401,472 Mbbl,Caribbean,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,27330 km 2,http://blocgame.com/stats.php?id=40289
Cubania,General Fidelis,http://blocgame.com/alliancestats.php?allianceid=1393,118k active personnel,43 ships,Almost Modern,14 factories,Good,last online 2 hours ago,rankings.php?subregion=mex,BAMF,$21253 million,alliancestats.php?allianceid=1393,,Mesoamerica,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,41385 km 2,http://blocgame.com/stats.php?id=47349
Yulai,SupremeSoviet,http://blocgame.com/alliancestats.php?allianceid=1393,292k active personnel,53 ships,Persian Gulf War surplus,21 factories,Good,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$21198 million,alliancestats.php?allianceid=1393,,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,74906 km 2,http://blocgame.com/stats.php?id=53451
LOCAI,Agumentic,http://blocgame.com/alliancestats.php?allianceid=1393,98k active personnel,51 ships,Persian Gulf War surplus,14 factories,Elite,online now,rankings.php?subregion=saf,BAMF,$20686 million,alliancestats.php?allianceid=1393,,Southern Africa,,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,47483 km 2,http://blocgame.com/stats.php?id=53011
Minmaxia,Reanchi,http://blocgame.com/alliancestats.php?allianceid=1568,349k active personnel,38 ships,Advanced,15 factories,Elite,last online 6 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$20325 million,alliancestats.php?allianceid=1568,10245 Mbbl,Mesopotamia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,47249 km 2,http://blocgame.com/stats.php?id=40270
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,188k active personnel,51 ships,Almost Modern,10 factories,Elite,last online 2 hours ago,rankings.php?subregion=ama,The High Council,$20388 million,alliancestats.php?allianceid=1595,,Amazonia,1 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846
Briggs,General Armstrong,http://blocgame.com/alliancestats.php?allianceid=1568,168k active personnel,11 ships,Persian Gulf War surplus,13 factories,Elite,last online 8 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$20209 million,alliancestats.php?allianceid=1568,,Southern Cone,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,34230 km 2,http://blocgame.com/stats.php?id=53442
Death1812,Death1812,http://blocgame.com/alliancestats.php?allianceid=1576,242k active personnel,35 ships,Persian Gulf War surplus,12 factories,Good,last online 11 hours ago,rankings.php?subregion=con,The Last Phoenix,$20107 million,alliancestats.php?allianceid=1576,,Southern Cone,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,35225 km 2,http://blocgame.com/stats.php?id=50027
Gertralia,Guillermicus,http://blocgame.com/alliancestats.php?allianceid=1568,156k active personnel,59 ships,Persian Gulf War surplus,14 factories,Elite,last online 19 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$20189 million,alliancestats.php?allianceid=1568,,Southern Cone,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,34928 km 2,http://blocgame.com/stats.php?id=45604
German Reich,Frederick III,http://blocgame.com/alliancestats.php?allianceid=1393,230k active personnel,42 ships,Persian Gulf War surplus,15 factories,Elite,last online 27 hours ago,rankings.php?subregion=egy,BAMF,$20104 million,alliancestats.php?allianceid=1393,,Egypt,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,44421 km 2,http://blocgame.com/stats.php?id=49204
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,273k active personnel,51 ships,Persian Gulf War surplus,14 factories,Good,last online 4 hours ago,rankings.php?subregion=sub,BAMF,$19733 million,alliancestats.php?allianceid=1393,382 Mbbl,The Subcontinent,,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,46508 km 2,http://blocgame.com/stats.php?id=49792
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,323k active personnel,51 ships,Persian Gulf War surplus,17 factories,Undisciplined Rabble,last online 10 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$19391 million,alliancestats.php?allianceid=1568,,Congo,,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440
Iwasaki,Saeka Nogushi,http://blocgame.com/alliancestats.php?allianceid=1393,249k active personnel,43 ships,Persian Gulf War surplus,10 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,BAMF,$19248 million,alliancestats.php?allianceid=1393,,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,50704 km 2,http://blocgame.com/stats.php?id=52235
HCLI,Kasper Hekmatyar,http://blocgame.com/alliancestats.php?allianceid=1393,196k active personnel,22 ships,Advanced,12 factories,Elite,last online 9 hours ago,rankings.php?subregion=chi,BAMF,$19310 million,alliancestats.php?allianceid=1393,576 Mbbl,China,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,27793 km 2,http://blocgame.com/stats.php?id=46030
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,285k active personnel,31 ships,Advanced,17 factories,Elite,last online 5 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$19285 million,alliancestats.php?allianceid=1568,,Caribbean,3 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,438k active personnel,13 ships,Persian Gulf War surplus,19 factories,Elite,last online 11 hours ago,rankings.php?subregion=chi,BAMF,$19099 million,alliancestats.php?allianceid=1393,,China,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,19 ships,Persian Gulf War surplus,12 factories,Elite,last online 13 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$18880 million,alliancestats.php?allianceid=1580,331 Mbbl,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,259k active personnel,51 ships,Persian Gulf War surplus,12 factories,Good,last online 9 hours ago,rankings.php?subregion=ind,The Federal Colonies,$18314 million,alliancestats.php?allianceid=1401,,East Indies,,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,739k active personnel,62 ships,Advanced,34 factories,Poor,last online 11 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$18421 million,alliancestats.php?allianceid=1568,366 Mbbl,China,3 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,117925 km 2,http://blocgame.com/stats.php?id=47945
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,229k active personnel,21 ships,Advanced,10 factories,Elite,last online 5 hours ago,rankings.php?subregion=mex,The Federal Colonies,$17854 million,alliancestats.php?allianceid=1401,,Mesoamerica,1 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,208k active personnel,69 ships,Almost Modern,12 factories,Elite,last online 19 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$17242 million,alliancestats.php?allianceid=1568,,West Africa,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,77729 km 2,http://blocgame.com/stats.php?id=4816
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,85k active personnel,38 ships,Almost Modern,8 factories,Elite,last online 6 hours ago,rankings.php?subregion=car,The Federal Colonies,$16937 million,alliancestats.php?allianceid=1401,,Caribbean,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,102k active personnel,11 ships,Persian Gulf War surplus,5 factories,Good,last online 19 hours ago,rankings.php?subregion=pac,The Federal Colonies,$16759 million,alliancestats.php?allianceid=1401,,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,24 ships,Persian Gulf War surplus,10 factories,Good,last online 7 hours ago,rankings.php?subregion=mes,BAMF,$16419 million,alliancestats.php?allianceid=1393,,Mesopotamia,1 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,24854 km 2,http://blocgame.com/stats.php?id=49652
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,399k active personnel,18 ships,Persian Gulf War surplus,18 factories,Good,last online 11 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$16023 million,alliancestats.php?allianceid=1568,5430 Mbbl,Atlas,1 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1393,192k active personnel,53 ships,Advanced,18 factories,Elite,online now,rankings.php?subregion=waf,BAMF,$14735 million,alliancestats.php?allianceid=1393,,West Africa,,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,99977 km 2,http://blocgame.com/stats.php?id=44479
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,228k active personnel,65 ships,Advanced,15 factories,Standard,last online 5 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$15545 million,alliancestats.php?allianceid=1580,1574 Mbbl,Persia,29 Tons,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,122025 km 2,http://blocgame.com/stats.php?id=52362
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,236k active personnel,43 ships,Persian Gulf War surplus,12 factories,Standard,last online 18 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$15437 million,alliancestats.php?allianceid=1580,,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,61438 km 2,http://blocgame.com/stats.php?id=35958
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,264k active personnel,0 ships,Persian Gulf War surplus,13 factories,Good,online now,rankings.php?subregion=car,The Federal Colonies,$15146 million,alliancestats.php?allianceid=1401,294 Mbbl,Caribbean,,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=car,46443 km 2,http://blocgame.com/stats.php?id=44573
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,198k active personnel,44 ships,Almost Modern,9 factories,Elite,last online 13 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$15108 million,alliancestats.php?allianceid=1580,,Southern Cone,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,53322 km 2,http://blocgame.com/stats.php?id=40579
Ceti Alpha V,J. Dax,http://blocgame.com/alliancestats.php?allianceid=1595,188k active personnel,55 ships,Persian Gulf War surplus,11 factories,Elite,online now,rankings.php?subregion=car,The High Council,$15153 million,alliancestats.php?allianceid=1595,,Caribbean,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,56104 km 2,http://blocgame.com/stats.php?id=51185
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,51 ships,Persian Gulf War surplus,12 factories,Good,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$15135 million,alliancestats.php?allianceid=1393,69 Mbbl,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,141k active personnel,16 ships,Persian Gulf War surplus,8 factories,Elite,last online 14 hours ago,rankings.php?subregion=ama,BAMF,$15035 million,alliancestats.php?allianceid=1393,,Amazonia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,249k active personnel,51 ships,Persian Gulf War surplus,10 factories,Elite,online now,rankings.php?subregion=per,The Federal Colonies,$14786 million,alliancestats.php?allianceid=1401,2778 Mbbl,Persia,1 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,8k active personnel,21 ships,Persian Gulf War surplus,15 factories,Poor,last online 50 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$14532 million,alliancestats.php?allianceid=1580,333 Mbbl,Persia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,111053 km 2,http://blocgame.com/stats.php?id=49526
Treehuggers,Treehugger,http://blocgame.com/alliancestats.php?allianceid=1594,254k active personnel,58 ships,Persian Gulf War surplus,21 factories,Good,last online 11 hours ago,rankings.php?subregion=egy,The Cartel,$14238 million,alliancestats.php?allianceid=1594,3740 Mbbl,Egypt,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,83104 km 2,http://blocgame.com/stats.php?id=42299
Fapman,Fapman,http://blocgame.com/alliancestats.php?allianceid=1393,222k active personnel,47 ships,Persian Gulf War surplus,13 factories,Elite,last online 24 hours ago,rankings.php?subregion=ara,BAMF,$14153 million,alliancestats.php?allianceid=1393,,Arabia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,93110 km 2,http://blocgame.com/stats.php?id=53748
Nueva Pilipinas,Angelo Manrique,http://blocgame.com/alliancestats.php?allianceid=1382,7k active personnel,11 ships,Almost Modern,6 factories,Good,last online 79 hours ago,rankings.php?subregion=pac,Non-Aligned Movement,$11758 million,alliancestats.php?allianceid=1382,,Pacific Rim,,,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,25261 km 2,http://blocgame.com/stats.php?id=53008
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,21 ships,Persian Gulf War surplus,11 factories,Standard,last online 4 hours ago,rankings.php?subregion=chi,BAMF,$13871 million,alliancestats.php?allianceid=1393,,China,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,44861 km 2,http://blocgame.com/stats.php?id=54760
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,137k active personnel,45 ships,Persian Gulf War surplus,5 factories,Elite,last online 9 hours ago,rankings.php?subregion=con,BAMF,$13836 million,alliancestats.php?allianceid=1393,,Southern Cone,1 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,43180 km 2,http://blocgame.com/stats.php?id=40443
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,99k active personnel,20 ships,Persian Gulf War surplus,8 factories,Good,last online 2 hours ago,rankings.php?subregion=chi,Wreckage brothers,$13654 million,alliancestats.php?allianceid=1599,,China,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,26803 km 2,http://blocgame.com/stats.php?id=39065
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,302k active personnel,34 ships,Advanced,13 factories,Good,last online 7 hours ago,rankings.php?subregion=ara,Wreckage brothers,$13636 million,alliancestats.php?allianceid=1599,,Arabia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,40091 km 2,http://blocgame.com/stats.php?id=52844
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,220k active personnel,38 ships,Persian Gulf War surplus,14 factories,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,$13625 million,alliancestats.php?allianceid=1580,3571 Mbbl,Persia,,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,63487 km 2,http://blocgame.com/stats.php?id=7511
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,189k active personnel,16 ships,Almost Modern,8 factories,Good,last online 7 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$13331 million,alliancestats.php?allianceid=1568,,Southern Cone,,,Very Powerful,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,151k active personnel,10 ships,Persian Gulf War surplus,8 factories,Elite,last online 5 hours ago,rankings.php?subregion=ara,BAMF,$13476 million,alliancestats.php?allianceid=1393,,Arabia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,44239 km 2,http://blocgame.com/stats.php?id=39037
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,192k active personnel,23 ships,Persian Gulf War surplus,10 factories,Elite,last online 18 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$13382 million,alliancestats.php?allianceid=1580,,Mesopotamia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,64978 km 2,http://blocgame.com/stats.php?id=52906
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,47 ships,Persian Gulf War surplus,9 factories,Elite,last online 12 hours ago,rankings.php?subregion=car,BAMF,$13207 million,alliancestats.php?allianceid=1393,,Caribbean,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228
Large Man,LargeMan,http://blocgame.com/alliancestats.php?allianceid=1599,211k active personnel,45 ships,Persian Gulf War surplus,12 factories,Good,last online 2 hours ago,rankings.php?subregion=egy,Wreckage brothers,$13230 million,alliancestats.php?allianceid=1599,3886 Mbbl,Egypt,30 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,52624 km 2,http://blocgame.com/stats.php?id=52836
Potatoland,ThePotatoGuy,http://blocgame.com/alliancestats.php?allianceid=1382,159k active personnel,32 ships,Almost Modern,9 factories,Elite,last online 14 hours ago,rankings.php?subregion=car,Non-Aligned Movement,$13227 million,alliancestats.php?allianceid=1382,,Caribbean,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,45507 km 2,http://blocgame.com/stats.php?id=53696
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,196k active personnel,28 ships,Almost Modern,9 factories,Good,last online 11 hours ago,rankings.php?subregion=pac,BAMF,$13117 million,alliancestats.php?allianceid=1393,,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839
Gandoria,zoneguy22,http://blocgame.com/alliancestats.php?allianceid=1568,188k active personnel,32 ships,Persian Gulf War surplus,5 factories,Elite,last online 9 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$12958 million,alliancestats.php?allianceid=1568,69 Mbbl,Gran Colombia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,19833 km 2,http://blocgame.com/stats.php?id=50771
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,83k active personnel,22 ships,Almost Modern,7 factories,Elite,last online 9 hours ago,rankings.php?subregion=eaf,Inter/pol/,$13120 million,alliancestats.php?allianceid=1644,,East Africa,,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,35402 km 2,http://blocgame.com/stats.php?id=49249
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,215k active personnel,12 ships,Almost Modern,10 factories,Standard,last online 16 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$13109 million,alliancestats.php?allianceid=1580,4056 Mbbl,Mesopotamia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,57655 km 2,http://blocgame.com/stats.php?id=56860
Kersumsos,Kersumsos,http://blocgame.com/alliancestats.php?allianceid=1393,243k active personnel,55 ships,Almost Modern,16 factories,Standard,online now,rankings.php?subregion=chi,BAMF,$12962 million,alliancestats.php?allianceid=1393,,China,,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,92823 km 2,http://blocgame.com/stats.php?id=46317
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,23 ships,Persian Gulf War surplus,6 factories,Good,last online 16 hours ago,rankings.php?subregion=atl,BAMF,$12848 million,alliancestats.php?allianceid=1393,,Atlas,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,31052 km 2,http://blocgame.com/stats.php?id=2570
Slavostan,Joe Tito-Hoxha,http://blocgame.com/alliancestats.php?allianceid=1595,176k active personnel,14 ships,Almost Modern,7 factories,Elite,last online 8 hours ago,rankings.php?subregion=sea,The High Council,$12879 million,alliancestats.php?allianceid=1595,,Indochina,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,25996 km 2,http://blocgame.com/stats.php?id=48188
karkkarkia,karkkark,http://blocgame.com/alliancestats.php?allianceid=1580,277k active personnel,23 ships,Persian Gulf War surplus,13 factories,Poor,last online 1 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$12599 million,alliancestats.php?allianceid=1580,,Indochina,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,79131 km 2,http://blocgame.com/stats.php?id=52816
Burlap,Stan Flightplan,http://blocgame.com/alliancestats.php?allianceid=1393,143k active personnel,17 ships,Almost Modern,5 factories,Good,last online 13 hours ago,rankings.php?subregion=sub,BAMF,$12885 million,alliancestats.php?allianceid=1393,,The Subcontinent,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,22699 km 2,http://blocgame.com/stats.php?id=54579
Almania,Almanich,http://blocgame.com/alliancestats.php?allianceid=1580,314k active personnel,35 ships,Almost Modern,16 factories,Elite,last online 12 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$12806 million,alliancestats.php?allianceid=1580,,China,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,37527 km 2,http://blocgame.com/stats.php?id=51725
Tyrantia,Malakal,http://blocgame.com/alliancestats.php?allianceid=1576,203k active personnel,51 ships,Persian Gulf War surplus,14 factories,Good,last online 8 hours ago,rankings.php?subregion=ind,The Last Phoenix,$12319 million,alliancestats.php?allianceid=1576,,East Indies,3 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,52251 km 2,http://blocgame.com/stats.php?id=40238
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,204k active personnel,4 ships,Almost Modern,14 factories,Good,online now,rankings.php?subregion=chi,BAMF,$15501 million,alliancestats.php?allianceid=1393,404 Mbbl,China,,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=chi,44497 km 2,http://blocgame.com/stats.php?id=56203
