country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor
Ultios,Noctis,http://blocgame.com/alliancestats.php?allianceid=1875,19k active personnel,2 ships,Second World War surplus,3 factories,Elite,last online 5 hours ago,rankings.php?subregion=pac,The Triad,$2671 million,alliancestats.php?allianceid=1875,Pacific Rim,Plentiful,Large,http://blocgame.com/rankings.php?subregion=pac,37346 km 2,http://blocgame.com/stats.php?id=59917,680 Mbbl,,
Good Sleep,Pupper,,7k active personnel,0 ships,Korean War surplus,2 factories,Standard,last online 76 hours ago,rankings.php?subregion=egy,,$2642 million,,Egypt,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=egy,15673 km 2,http://blocgame.com/stats.php?id=57001,,,
East Jakarta,torque,http://blocgame.com/alliancestats.php?allianceid=1595,100k active personnel,5 ships,Second World War surplus,3 factories,Poor,last online 9 hours ago,rankings.php?subregion=ind,The High Council,$2632 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,41474 km 2,http://blocgame.com/stats.php?id=59985,55 Mbbl,,
Third,Third Base,http://blocgame.com/alliancestats.php?allianceid=1600,7k active personnel,0 ships,Korean War surplus,None,Poor,last online 57 hours ago,rankings.php?subregion=chi,Nazi,$2592 million,alliancestats.php?allianceid=1600,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,13807 km 2,http://blocgame.com/stats.php?id=57271,,,
Boletaria,Geralt Dayne,http://blocgame.com/alliancestats.php?allianceid=1644,62k active personnel,11 ships,Vietnam War surplus,6 factories,Good,last online 13 hours ago,rankings.php?subregion=chi,Inter/pol/,$2589 million,alliancestats.php?allianceid=1644,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31993 km 2,http://blocgame.com/stats.php?id=56664,,,
SingSong,Anthem La La,http://blocgame.com/alliancestats.php?allianceid=1644,100k active personnel,8 ships,Korean War surplus,5 factories,Elite,last online 4 hours ago,rankings.php?subregion=pac,Inter/pol/,$2547 million,alliancestats.php?allianceid=1644,Pacific Rim,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=pac,27372 km 2,http://blocgame.com/stats.php?id=59602,,,10%
Glanvillia,Mr. James,http://blocgame.com/alliancestats.php?allianceid=1595,53k active personnel,2 ships,First World War surplus,3 factories,Good,last online 74 hours ago,rankings.php?subregion=car,The High Council,$2539 million,alliancestats.php?allianceid=1595,Caribbean,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=car,16500 km 2,http://blocgame.com/stats.php?id=59694,,,
Umen,Sheih Bahar Radzinow,http://blocgame.com/alliancestats.php?allianceid=1595,108k active personnel,7 ships,Korean War surplus,2 factories,Standard,last online 15 hours ago,rankings.php?subregion=egy,The High Council,$2530 million,alliancestats.php?allianceid=1595,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,28858 km 2,http://blocgame.com/stats.php?id=59300,,,
Homo Mono,Homo Mono,http://blocgame.com/alliancestats.php?allianceid=1580,104k active personnel,7 ships,Second World War surplus,4 factories,Good,last online 6 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$2523 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,26084 km 2,http://blocgame.com/stats.php?id=59108,,,
Esmair,muffjin,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,33 ships,Almost Modern,4 factories,Good,last online 25 hours ago,rankings.php?subregion=sea,BAMF,$2501 million,alliancestats.php?allianceid=1393,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,34026 km 2,http://blocgame.com/stats.php?id=40882,104 Mbbl,,
MightyDuckistan,Reginald D. Capote,http://blocgame.com/alliancestats.php?allianceid=1756,94k active personnel,7 ships,Korean War surplus,2 factories,Elite,last online 14 hours ago,rankings.php?subregion=gui,The Golden Company,$2479 million,alliancestats.php?allianceid=1756,Guinea,Untapped,Large,http://blocgame.com/rankings.php?subregion=gui,16067 km 2,http://blocgame.com/stats.php?id=57447,342 Mbbl,,
Azarious,Emperour Supremus,http://blocgame.com/alliancestats.php?allianceid=1835,6k active personnel,3 ships,First World War surplus,4 factories,Elite,online now,rankings.php?subregion=egy,SPQR,$2477 million,alliancestats.php?allianceid=1835,Egypt,Plentiful,Large,http://blocgame.com/rankings.php?subregion=egy,32949 km 2,http://blocgame.com/stats.php?id=59679,15266 Mbbl,,
Garrettia,Gmoney,http://blocgame.com/alliancestats.php?allianceid=1887,78k active personnel,5 ships,First World War surplus,3 factories,Poor,last online 4 hours ago,rankings.php?subregion=car,The Sons of Liberty,$2466 million,alliancestats.php?allianceid=1887,Caribbean,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=car,25516 km 2,http://blocgame.com/stats.php?id=59966,,,
Geli Kurd,Rando,http://blocgame.com/alliancestats.php?allianceid=1568,176k active personnel,22 ships,Advanced,7 factories,Elite,last online 16 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$2427 million,alliancestats.php?allianceid=1568,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,79838 km 2,http://blocgame.com/stats.php?id=47768,,,
big butts,thebigbiker,http://blocgame.com/alliancestats.php?allianceid=1869,10k active personnel,1 ships,Second World War surplus,3 factories,Good,last online 65 hours ago,rankings.php?subregion=chi,Da Bros,$2385 million,alliancestats.php?allianceid=1869,China,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=chi,15380 km 2,http://blocgame.com/stats.php?id=59863,,,
Cancer,Stolen,,10k active personnel,0 ships,First World War surplus,2 factories,Poor,last online 163 hours ago,rankings.php?subregion=per,,$2366 million,,Persia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=per,11459 km 2,http://blocgame.com/stats.php?id=58745,,,
EatMyButtonia,ZeLord,http://blocgame.com/alliancestats.php?allianceid=1827,9k active personnel,1 ships,Second World War surplus,3 factories,Standard,last online 64 hours ago,rankings.php?subregion=mes,UAA,$2350 million,alliancestats.php?allianceid=1827,Mesopotamia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=mes,7868 km 2,http://blocgame.com/stats.php?id=59299,3193 Mbbl,,
Afstrondis,Joseph Havilov,http://blocgame.com/alliancestats.php?allianceid=1835,14k active personnel,1 ships,Second World War surplus,2 factories,Good,last online 123 hours ago,rankings.php?subregion=sub,SPQR,$2349 million,alliancestats.php?allianceid=1835,The Subcontinent,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=sub,9062 km 2,http://blocgame.com/stats.php?id=59317,,,
Tyanra,SaffronMerchant,,55k active personnel,0 ships,First World War surplus,2 factories,Elite,last online 18 hours ago,rankings.php?subregion=sub,,$2332 million,,The Subcontinent,Untapped,Small,http://blocgame.com/rankings.php?subregion=sub,40237 km 2,http://blocgame.com/stats.php?id=60365,2939 Mbbl,,
Neo Annam,Hoc Tam Tinh,http://blocgame.com/alliancestats.php?allianceid=1580,40k active personnel,0 ships,Second World War surplus,2 factories,Elite,last online 5 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$2313 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sea,27934 km 2,http://blocgame.com/stats.php?id=56124,,,
Surda,Joel James,http://blocgame.com/alliancestats.php?allianceid=1568,125k active personnel,2 ships,First World War surplus,2 factories,Good,online now,rankings.php?subregion=ara,Brotherhood of Zion,$2299 million,alliancestats.php?allianceid=1568,Arabia,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=ara,24753 km 2,http://blocgame.com/stats.php?id=60084,13574 Mbbl,,
deztructions,ikillsthepussy,http://blocgame.com/alliancestats.php?allianceid=1595,13k active personnel,0 ships,First World War surplus,3 factories,Undisciplined Rabble,last online 6 hours ago,rankings.php?subregion=chi,The High Council,$2273 million,alliancestats.php?allianceid=1595,China,Plentiful,Large,http://blocgame.com/rankings.php?subregion=chi,21834 km 2,http://blocgame.com/stats.php?id=58597,90 Mbbl,,
Lectistol,zeig_101,http://blocgame.com/alliancestats.php?allianceid=1393,8k active personnel,0 ships,Second World War surplus,2 factories,Elite,last online 47 hours ago,rankings.php?subregion=ara,BAMF,$2268 million,alliancestats.php?allianceid=1393,Arabia,,None,http://blocgame.com/rankings.php?subregion=ara,8992 km 2,http://blocgame.com/stats.php?id=58433,,,
BOOGA AGA,BOOGA AGA,,10k active personnel,0 ships,Second World War surplus,1 factory,Elite,last online 9 hours ago,rankings.php?subregion=congo,,$2237 million,,Congo,,Large,http://blocgame.com/rankings.php?subregion=congo,11009 km 2,http://blocgame.com/stats.php?id=59609,,,
companues,aleexander,http://blocgame.com/alliancestats.php?allianceid=1382,30k active personnel,4 ships,Korean War surplus,5 factories,Good,last online 55 hours ago,rankings.php?subregion=egy,Non-Aligned Movement,$2222 million,alliancestats.php?allianceid=1382,Egypt,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=egy,22493 km 2,http://blocgame.com/stats.php?id=56115,,,
Nu Azia,President Ambrocio,http://blocgame.com/alliancestats.php?allianceid=1393,13k active personnel,0 ships,First World War surplus,2 factories,Good,last online 25 hours ago,rankings.php?subregion=pac,BAMF,$2219 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=pac,12565 km 2,http://blocgame.com/stats.php?id=59935,,1 Tons,
KrisKingdom,WelfareCapitalist,http://blocgame.com/alliancestats.php?allianceid=1880,55k active personnel,3 ships,First World War surplus,2 factories,Elite,last online 23 hours ago,rankings.php?subregion=mex,International Union,$2219 million,alliancestats.php?allianceid=1880,Mesoamerica,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=mex,32244 km 2,http://blocgame.com/stats.php?id=60002,165 Mbbl,,
Cumbag,Ginger_Ale70-1,http://blocgame.com/alliancestats.php?allianceid=1835,25k active personnel,2 ships,Second World War surplus,2 factories,Elite,last online 17 hours ago,rankings.php?subregion=ara,SPQR,$2214 million,alliancestats.php?allianceid=1835,Arabia,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=ara,16474 km 2,http://blocgame.com/stats.php?id=59123,9683 Mbbl,,
Burma,Wyatt McCc,http://blocgame.com/alliancestats.php?allianceid=1401,90k active personnel,2 ships,Korean War surplus,4 factories,Elite,last online 1 hours ago,rankings.php?subregion=ind,The Federal Colonies,$2200 million,alliancestats.php?allianceid=1401,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,20130 km 2,http://blocgame.com/stats.php?id=56151,,,
Al Shab,Zanian,http://blocgame.com/alliancestats.php?allianceid=1599,15k active personnel,7 ships,Second World War surplus,3 factories,Good,last online 7 hours ago,rankings.php?subregion=ara,Wreckage brothers,$2175 million,alliancestats.php?allianceid=1599,Arabia,,Powerful,http://blocgame.com/rankings.php?subregion=ara,24823 km 2,http://blocgame.com/stats.php?id=60037,,,
Mosul,Mosul,,6k active personnel,8 ships,Korean War surplus,4 factories,Undisciplined Rabble,last online 117 hours ago,rankings.php?subregion=mes,,$2172 million,,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,28627 km 2,http://blocgame.com/stats.php?id=56505,2640 Mbbl,,
Freemates,Imperiah,,4k active personnel,0 ships,Second World War surplus,2 factories,Good,last online 110 hours ago,rankings.php?subregion=per,,$2169 million,,Persia,Untapped,Large,http://blocgame.com/rankings.php?subregion=per,11746 km 2,http://blocgame.com/stats.php?id=59054,944 Mbbl,,
Aminia,WashNats,http://blocgame.com/alliancestats.php?allianceid=1644,138k active personnel,5 ships,Second World War surplus,2 factories,Standard,last online 2 hours ago,rankings.php?subregion=car,Inter/pol/,$2164 million,alliancestats.php?allianceid=1644,Caribbean,Near Depletion,Somewhat Large,http://blocgame.com/rankings.php?subregion=car,47633 km 2,http://blocgame.com/stats.php?id=59913,258 Mbbl,,
Amazonian Union,Hugo Chavez,http://blocgame.com/alliancestats.php?allianceid=1568,19k active personnel,6 ships,Second World War surplus,2 factories,Elite,last online 3 hours ago,rankings.php?subregion=ama,Brotherhood of Zion,$2149 million,alliancestats.php?allianceid=1568,Amazonia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ama,14785 km 2,http://blocgame.com/stats.php?id=59377,172 Mbbl,,
Fenix,fr33d0mpt,http://blocgame.com/alliancestats.php?allianceid=1580,34k active personnel,0 ships,First World War surplus,2 factories,Elite,last online 2 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$2143 million,alliancestats.php?allianceid=1580,China,,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,27494 km 2,http://blocgame.com/stats.php?id=58875,,,
islamisbad,kattwilliams,http://blocgame.com/alliancestats.php?allianceid=1580,7k active personnel,1 ships,First World War surplus,3 factories,Undisciplined Rabble,last online 6 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$2121 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Large,http://blocgame.com/rankings.php?subregion=per,30804 km 2,http://blocgame.com/stats.php?id=59233,2503 Mbbl,,
Honduras,Inferno666,http://blocgame.com/alliancestats.php?allianceid=1386,45k active personnel,0 ships,First World War surplus,3 factories,Elite,last online 2 hours ago,rankings.php?subregion=mex,Che Guevara League,$2117 million,alliancestats.php?allianceid=1386,Mesoamerica,Near Depletion,Small,http://blocgame.com/rankings.php?subregion=mex,26822 km 2,http://blocgame.com/stats.php?id=60291,,,
Yazu,Goobi,http://blocgame.com/alliancestats.php?allianceid=1568,138k active personnel,27 ships,Advanced,7 factories,Standard,last online 85 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$2102 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,97022 km 2,http://blocgame.com/stats.php?id=46519,,,
Cimmeria,Vladamiur,,10k active personnel,5 ships,Second World War surplus,2 factories,Good,last online 49 hours ago,rankings.php?subregion=mes,,$2100 million,,Mesopotamia,Plentiful,Large,http://blocgame.com/rankings.php?subregion=mes,10291 km 2,http://blocgame.com/stats.php?id=59769,,,
qwertyuiop,rumsods mom,http://blocgame.com/alliancestats.php?allianceid=1644,18k active personnel,0 ships,First World War surplus,2 factories,Elite,last online 27 hours ago,rankings.php?subregion=ara,Inter/pol/,$2099 million,alliancestats.php?allianceid=1644,Arabia,,None,http://blocgame.com/rankings.php?subregion=ara,11994 km 2,http://blocgame.com/stats.php?id=59451,,,
Yongjo,YongjoYang,http://blocgame.com/alliancestats.php?allianceid=1885,1k active personnel,0 ships,First World War surplus,1 factory,Good,last online 181 hours ago,rankings.php?subregion=pac,Yanggand-do Regime,$2073 million,alliancestats.php?allianceid=1885,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,16500 km 2,http://blocgame.com/stats.php?id=60088,,,
Markoviakia,Luako,http://blocgame.com/alliancestats.php?allianceid=1393,0k active personnel,0 ships,Korean War surplus,1 factory,Undisciplined Rabble,last online 5 hours ago,rankings.php?subregion=waf,BAMF,$2072 million,alliancestats.php?allianceid=1393,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,5310 km 2,http://blocgame.com/stats.php?id=57239,,,
Cenation,Sir Camelot,http://blocgame.com/alliancestats.php?allianceid=1595,7k active personnel,2 ships,Second World War surplus,2 factories,Elite,last online 6 hours ago,rankings.php?subregion=egy,The High Council,$2048 million,alliancestats.php?allianceid=1595,Egypt,,None,http://blocgame.com/rankings.php?subregion=egy,11449 km 2,http://blocgame.com/stats.php?id=59789,,,
Marijuana,Weed is Good the III,http://blocgame.com/alliancestats.php?allianceid=1580,56k active personnel,12 ships,Korean War surplus,6 factories,Undisciplined Rabble,last online 26 hours ago,rankings.php?subregion=car,Brotherhood of Nod,$2045 million,alliancestats.php?allianceid=1580,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,27742 km 2,http://blocgame.com/stats.php?id=56663,232 Mbbl,,
Hamshiretonland,Lord Hamshiretonburrough,http://blocgame.com/alliancestats.php?allianceid=1580,89k active personnel,4 ships,Almost Modern,4 factories,Standard,last online 5 hours ago,rankings.php?subregion=congo,Brotherhood of Nod,$2036 million,alliancestats.php?allianceid=1580,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,24870 km 2,http://blocgame.com/stats.php?id=58470,,1 Tons,
Jarhead,Jarhead99,http://blocgame.com/alliancestats.php?allianceid=1595,56k active personnel,1 ships,Second World War surplus,2 factories,Poor,last online 3 hours ago,rankings.php?subregion=ama,The High Council,$2029 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ama,16335 km 2,http://blocgame.com/stats.php?id=59874,128 Mbbl,,5%
West Congo,Warlord Hito,http://blocgame.com/alliancestats.php?allianceid=1761,8k active personnel,0 ships,First World War surplus,1 factory,Undisciplined Rabble,last online 73 hours ago,rankings.php?subregion=waf,Eastern Bloc,$2026 million,alliancestats.php?allianceid=1761,West Africa,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=waf,9360 km 2,http://blocgame.com/stats.php?id=57548,,,
Democratia,Captain Ahab,,40k active personnel,0 ships,Korean War surplus,1 factory,Standard,last online 22 hours ago,rankings.php?subregion=eaf,,$2020 million,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,19041 km 2,http://blocgame.com/stats.php?id=48192,,,
Orbistan,Supraultraplex,http://blocgame.com/alliancestats.php?allianceid=1835,44k active personnel,0 ships,Second World War surplus,1 factory,Standard,last online 122 hours ago,rankings.php?subregion=atl,SPQR,$2013 million,alliancestats.php?allianceid=1835,Atlas,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=42617,5607 Mbbl,,
Jurestist,truenova,http://blocgame.com/alliancestats.php?allianceid=1382,55k active personnel,0 ships,Second World War surplus,1 factory,Good,last online 115 hours ago,rankings.php?subregion=ind,Non-Aligned Movement,$1975 million,alliancestats.php?allianceid=1382,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,16335 km 2,http://blocgame.com/stats.php?id=59705,90 Mbbl,,
Butt Munch Land,Butt Munch,,20k active personnel,0 ships,Second World War surplus,1 factory,Standard,online now,rankings.php?subregion=mex,,$1972 million,,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,12176 km 2,http://blocgame.com/stats.php?id=58540,,,
007Terminator,Maddex-Anderson,http://blocgame.com/alliancestats.php?allianceid=1899,31k active personnel,1 ships,Second World War surplus,2 factories,Elite,online now,rankings.php?subregion=pac,ASEANG,$1911 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Small,http://blocgame.com/rankings.php?subregion=pac,12835 km 2,http://blocgame.com/stats.php?id=59907,148 Mbbl,,
Irillym,Vrhythmikz,http://blocgame.com/alliancestats.php?allianceid=1889,41k active personnel,0 ships,First World War surplus,1 factory,Good,last online 6 hours ago,rankings.php?subregion=per,DOOP,$1907 million,alliancestats.php?allianceid=1889,Persia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=per,22023 km 2,http://blocgame.com/stats.php?id=60133,9724 Mbbl,,
Darkstone,Trakel,http://blocgame.com/alliancestats.php?allianceid=1393,260k active personnel,6 ships,Almost Modern,11 factories,Good,last online 5 hours ago,rankings.php?subregion=pac,BAMF,$1900 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,85622 km 2,http://blocgame.com/stats.php?id=57176,,,
Struckmania,War Criminal,http://blocgame.com/alliancestats.php?allianceid=1595,77k active personnel,0 ships,Second World War surplus,3 factories,Elite,online now,rankings.php?subregion=mes,The High Council,$1886 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Large,http://blocgame.com/rankings.php?subregion=mes,27644 km 2,http://blocgame.com/stats.php?id=60019,8208 Mbbl,,5%
Morskoj,Herro Pree,http://blocgame.com/alliancestats.php?allianceid=1595,71k active personnel,0 ships,Second World War surplus,2 factories,Good,last online 7 hours ago,rankings.php?subregion=atl,The High Council,$1881 million,alliancestats.php?allianceid=1595,Atlas,,Small,http://blocgame.com/rankings.php?subregion=atl,16589 km 2,http://blocgame.com/stats.php?id=49148,6979 Mbbl,,
killthetraitor,Kill,,0k active personnel,0 ships,First World War surplus,1 factory,Undisciplined Rabble,last online 6 hours ago,rankings.php?subregion=ara,,$1865 million,,Arabia,Plentiful,None,http://blocgame.com/rankings.php?subregion=ara,10712 km 2,http://blocgame.com/stats.php?id=58938,,,
Dogenation,dodgingdoge,http://blocgame.com/alliancestats.php?allianceid=1595,4k active personnel,4 ships,Second World War surplus,2 factories,Undisciplined Rabble,last online 6 hours ago,rankings.php?subregion=per,The High Council,$1852 million,alliancestats.php?allianceid=1595,Persia,Plentiful,None,http://blocgame.com/rankings.php?subregion=per,6299 km 2,http://blocgame.com/stats.php?id=59174,2075 Mbbl,,
Europea,AugustReed,http://blocgame.com/alliancestats.php?allianceid=1835,99k active personnel,1 ships,Second World War surplus,3 factories,Good,online now,rankings.php?subregion=ara,SPQR,$1850 million,alliancestats.php?allianceid=1835,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,20125 km 2,http://blocgame.com/stats.php?id=59848,2670 Mbbl,,
Cypentia,Drudric,http://blocgame.com/alliancestats.php?allianceid=1889,3k active personnel,4 ships,Second World War surplus,2 factories,Elite,last online 4 hours ago,rankings.php?subregion=pac,DOOP,$1849 million,alliancestats.php?allianceid=1889,Pacific Rim,Depleted,Large,http://blocgame.com/rankings.php?subregion=pac,13763 km 2,http://blocgame.com/stats.php?id=59796,,,
Dai Nam,Minh Tran,,51k active personnel,4 ships,Second World War surplus,2 factories,Elite,last online 5 hours ago,rankings.php?subregion=sea,,$1843 million,,Indochina,Depleted,Somewhat Large,http://blocgame.com/rankings.php?subregion=sea,26508 km 2,http://blocgame.com/stats.php?id=56100,,,
So-Cal,Hotrod1977,http://blocgame.com/alliancestats.php?allianceid=1595,71k active personnel,4 ships,First World War surplus,2 factories,Standard,last online 24 hours ago,rankings.php?subregion=mex,The High Council,$1820 million,alliancestats.php?allianceid=1595,Mesoamerica,Untapped,Large,http://blocgame.com/rankings.php?subregion=mex,22123 km 2,http://blocgame.com/stats.php?id=59634,288 Mbbl,,
Samosa,Jewboy,http://blocgame.com/alliancestats.php?allianceid=1595,61k active personnel,0 ships,Second World War surplus,None,Good,last online 26 hours ago,rankings.php?subregion=ara,The High Council,$1797 million,alliancestats.php?allianceid=1595,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,20182 km 2,http://blocgame.com/stats.php?id=59258,,,
Ausdauer,Ricard Leopold,,8k active personnel,0 ships,Second World War surplus,1 factory,Undisciplined Rabble,last online 50 hours ago,rankings.php?subregion=sub,,$1781 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,484 km 2,http://blocgame.com/stats.php?id=54072,,,
Sanlucia,johnnylaw1990,http://blocgame.com/alliancestats.php?allianceid=1835,46k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 7 hours ago,rankings.php?subregion=ara,SPQR,$1764 million,alliancestats.php?allianceid=1835,Arabia,Near Depletion,Somewhat Large,http://blocgame.com/rankings.php?subregion=ara,25762 km 2,http://blocgame.com/stats.php?id=59921,,,
Kozakura,Tenrai,http://blocgame.com/alliancestats.php?allianceid=1595,12k active personnel,0 ships,First World War surplus,2 factories,Elite,last online 4 hours ago,rankings.php?subregion=pac,The High Council,$1752 million,alliancestats.php?allianceid=1595,Pacific Rim,Depleted,Meagre,http://blocgame.com/rankings.php?subregion=pac,29810 km 2,http://blocgame.com/stats.php?id=48894,218 Mbbl,,
Magna Bonom,Krull,http://blocgame.com/alliancestats.php?allianceid=1580,138k active personnel,13 ships,Korean War surplus,5 factories,Elite,last online 4 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,$1748 million,alliancestats.php?allianceid=1580,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,38520 km 2,http://blocgame.com/stats.php?id=59435,,,
Munchiopolis,Ginger_Ale69xxx,http://blocgame.com/alliancestats.php?allianceid=1756,137k active personnel,0 ships,Second World War surplus,2 factories,Standard,last online 17 hours ago,rankings.php?subregion=car,The Golden Company,$1729 million,alliancestats.php?allianceid=1756,Caribbean,Depleted,Mediocre,http://blocgame.com/rankings.php?subregion=car,20071 km 2,http://blocgame.com/stats.php?id=58992,622 Mbbl,,
Carpentaria,fuerza,http://blocgame.com/alliancestats.php?allianceid=1899,102k active personnel,0 ships,Second World War surplus,2 factories,Standard,last online 6 hours ago,rankings.php?subregion=ind,ASEANG,$1711 million,alliancestats.php?allianceid=1899,East Indies,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=ind,15654 km 2,http://blocgame.com/stats.php?id=59901,412 Mbbl,,
SINP\\\'A,SinpaYang,http://blocgame.com/alliancestats.php?allianceid=1885,6k active personnel,0 ships,First World War surplus,None,Good,last online 180 hours ago,rankings.php?subregion=pac,Yanggand-do Regime,$1691 million,alliancestats.php?allianceid=1885,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16834 km 2,http://blocgame.com/stats.php?id=60087,,,
Zorlockian,Zorlocka,http://blocgame.com/alliancestats.php?allianceid=1386,87k active personnel,15 ships,Second World War surplus,6 factories,Elite,last online 6 hours ago,rankings.php?subregion=per,Che Guevara League,$1689 million,alliancestats.php?allianceid=1386,Persia,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=per,44606 km 2,http://blocgame.com/stats.php?id=58422,,,
bagelbeater,Destroyer1200,http://blocgame.com/alliancestats.php?allianceid=1644,71k active personnel,2 ships,First World War surplus,2 factories,Elite,last online 2 hours ago,rankings.php?subregion=ara,Inter/pol/,$1683 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,26240 km 2,http://blocgame.com/stats.php?id=60136,,,
Brasil,Medici,http://blocgame.com/alliancestats.php?allianceid=1616,8k active personnel,0 ships,Second World War surplus,2 factories,Good,last online 31 hours ago,rankings.php?subregion=ama,None,$1681 million,alliancestats.php?allianceid=1616,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,17500 km 2,http://blocgame.com/stats.php?id=40332,338 Mbbl,,
Gora,Gora,http://blocgame.com/alliancestats.php?allianceid=1580,6k active personnel,0 ships,Korean War surplus,2 factories,Undisciplined Rabble,last online 25 hours ago,rankings.php?subregion=sub,Brotherhood of Nod,$1655 million,alliancestats.php?allianceid=1580,The Subcontinent,Plentiful,None,http://blocgame.com/rankings.php?subregion=sub,2776 km 2,http://blocgame.com/stats.php?id=54886,,,
Classia,Classic,http://blocgame.com/alliancestats.php?allianceid=1935,245k active personnel,3 ships,First World War surplus,3 factories,Standard,last online 5 hours ago,rankings.php?subregion=atl,O.P.E.N.,$1655 million,alliancestats.php?allianceid=1935,Atlas,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=atl,26861 km 2,http://blocgame.com/stats.php?id=60261,9941 Mbbl,,
Himachal,Shravan Kumar,http://blocgame.com/alliancestats.php?allianceid=1892,7k active personnel,1 ships,Second World War surplus,3 factories,Good,last online 160 hours ago,rankings.php?subregion=sub,Indian Confederation,$1621 million,alliancestats.php?allianceid=1892,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,34941 km 2,http://blocgame.com/stats.php?id=60150,,,
