country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,359k active personnel,68 ships,Advanced,Gandhi-like,15 factories,Good,online now,rankings.php?subregion=ind,The Federal Colonies,$24989 million,alliancestats.php?allianceid=1401,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,,
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,14 ships,Persian Gulf War surplus,Gandhi-like,23 factories,Good,last online 46 hours ago,rankings.php?subregion=chi,BAMF,$26023 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,44497 km 2,http://blocgame.com/stats.php?id=56203,,,
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,279k active personnel,51 ships,Advanced,Gandhi-like,12 factories,Elite,last online 18 hours ago,rankings.php?subregion=mex,The Federal Colonies,$24603 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249,,,45%
Kennethland,Kenneth,http://blocgame.com/alliancestats.php?allianceid=1568,436k active personnel,63 ships,Advanced,Gandhi-like,20 factories,Good,last online 2 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$24163 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,74296 km 2,http://blocgame.com/stats.php?id=47662,,,
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,100k active personnel,22 ships,Advanced,Gandhi-like,8 factories,Elite,last online 10 hours ago,rankings.php?subregion=pac,The Federal Colonies,$24649 million,alliancestats.php?allianceid=1401,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,,,
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,123k active personnel,44 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Elite,last online 6 hours ago,rankings.php?subregion=car,The Federal Colonies,$24193 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,23475 km 2,http://blocgame.com/stats.php?id=45853,,,
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,538k active personnel,13 ships,Persian Gulf War surplus,Gandhi-like,25 factories,Standard,last online 2 hours ago,rankings.php?subregion=chi,BAMF,$23563 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372,187 Mbbl,,
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,166k active personnel,0 ships,Advanced,Nice,15 factories,Standard,last online 7 hours ago,rankings.php?subregion=car,The Federal Colonies,$23943 million,alliancestats.php?allianceid=1401,Caribbean,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=car,45065 km 2,http://blocgame.com/stats.php?id=44573,294 Mbbl,,
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,319k active personnel,91 ships,Persian Gulf War surplus,Gandhi-like,16 factories,Elite,last online 28 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$22283 million,alliancestats.php?allianceid=1568,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,86699 km 2,http://blocgame.com/stats.php?id=4816,,,15%
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,298k active personnel,69 ships,Advanced,Gandhi-like,15 factories,Good,last online 7 hours ago,rankings.php?subregion=pac,BAMF,$22665 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,,,
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,244k active personnel,71 ships,Almost Modern,Gandhi-like,10 factories,Elite,last online 14 hours ago,rankings.php?subregion=ama,The High Council,$22179 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846,,2 Tons,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,221k active personnel,38 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Good,last online 19 hours ago,rankings.php?subregion=ama,BAMF,$22403 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650,,,
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,319k active personnel,12 ships,Advanced,Gandhi-like,14 factories,Good,online now,rankings.php?subregion=mes,Brotherhood of Nod,$21774 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,65440 km 2,http://blocgame.com/stats.php?id=56860,2335 Mbbl,,
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,419k active personnel,51 ships,Advanced,Gandhi-like,18 factories,Good,last online 3 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$21165 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440,,,
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=1393,426k active personnel,64 ships,Advanced,Gandhi-like,19 factories,Elite,online now,rankings.php?subregion=ama,BAMF,$21346 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,105627 km 2,http://blocgame.com/stats.php?id=45527,,,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,498k active personnel,45 ships,Advanced,Gandhi-like,22 factories,Elite,last online 29 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$20634 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,103286 km 2,http://blocgame.com/stats.php?id=49526,,3 Tons,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,204k active personnel,47 ships,Persian Gulf War surplus,Gandhi-like,12 factories,Elite,last online 4 hours ago,rankings.php?subregion=per,The Federal Colonies,$21273 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35248 km 2,http://blocgame.com/stats.php?id=48914,3094 Mbbl,,
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1595,8k active personnel,36 ships,Advanced,Angelic,15 factories,Undisciplined Rabble,last online 68 hours ago,rankings.php?subregion=waf,The High Council,$16600 million,alliancestats.php?allianceid=1595,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,85552 km 2,http://blocgame.com/stats.php?id=44479,,,
QonoS,Tmonsta,http://blocgame.com/alliancestats.php?allianceid=1595,292k active personnel,35 ships,Persian Gulf War surplus,Gandhi-like,16 factories,Good,online now,rankings.php?subregion=chi,The High Council,$20813 million,alliancestats.php?allianceid=1595,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,49825 km 2,http://blocgame.com/stats.php?id=44539,42 Mbbl,,45%
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,513k active personnel,18 ships,Advanced,Gandhi-like,24 factories,Elite,last online 2 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$20640 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,1714 Mbbl,1 Tons,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,7k active personnel,46 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Standard,last online 215 hours ago,rankings.php?subregion=per,The Federal Colonies,$17614 million,alliancestats.php?allianceid=1401,Persia,Untapped,Large,http://blocgame.com/rankings.php?subregion=per,30420 km 2,http://blocgame.com/stats.php?id=40311,,,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,168k active personnel,48 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Elite,last online 8 hours ago,rankings.php?subregion=ara,BAMF,$20463 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,,,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,196k active personnel,49 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Good,online now,rankings.php?subregion=mes,BAMF,$18951 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,24512 km 2,http://blocgame.com/stats.php?id=49652,461 Mbbl,,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,15 factories,Good,last online 16 hours ago,rankings.php?subregion=chi,BAMF,$20235 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,,,
Kajima,Angelus,http://blocgame.com/alliancestats.php?allianceid=1580,318k active personnel,39 ships,Persian Gulf War surplus,Gandhi-like,15 factories,Good,last online 13 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$19859 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48262 km 2,http://blocgame.com/stats.php?id=46908,,,
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,71 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$19434 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,79555 km 2,http://blocgame.com/stats.php?id=52349,,,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,386k active personnel,58 ships,Advanced,Gandhi-like,17 factories,Elite,last online 8 hours ago,rankings.php?subregion=per,Inter/pol/,$17745 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,87765 km 2,http://blocgame.com/stats.php?id=54220,3888 Mbbl,,
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,600k active personnel,90 ships,Advanced,Gandhi-like,22 factories,Good,online now,rankings.php?subregion=per,Brotherhood of Nod,$22489 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,153763 km 2,http://blocgame.com/stats.php?id=52362,4938 Mbbl,14 Tons,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,450k active personnel,61 ships,Advanced,Gandhi-like,16 factories,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,$17846 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,64179 km 2,http://blocgame.com/stats.php?id=7511,1329 Mbbl,,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,52 ships,Advanced,Gandhi-like,6 factories,Elite,last online 8 hours ago,rankings.php?subregion=atl,BAMF,$18699 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,30742 km 2,http://blocgame.com/stats.php?id=2570,,,5%
OnlyJuanOvue,BigGuyBane,http://blocgame.com/alliancestats.php?allianceid=1599,305k active personnel,60 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Elite,last online 1 hours ago,rankings.php?subregion=ara,Wreckage brothers,$17790 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,68339 km 2,http://blocgame.com/stats.php?id=52889,,1 Tons,
bro dude,guy man,http://blocgame.com/alliancestats.php?allianceid=1568,278k active personnel,50 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 30 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$17341 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,56539 km 2,http://blocgame.com/stats.php?id=49465,1109 Mbbl,,
Iranzamin,Lord of War,http://blocgame.com/alliancestats.php?allianceid=1644,192k active personnel,49 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Elite,last online 6 hours ago,rankings.php?subregion=per,Inter/pol/,$17742 million,alliancestats.php?allianceid=1644,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,49911 km 2,http://blocgame.com/stats.php?id=49556,,,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,55k active personnel,33 ships,Persian Gulf War surplus,Nice,8 factories,Good,last online 23 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$13405 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,51497 km 2,http://blocgame.com/stats.php?id=52906,,,
Kardazar,Mahmud Ali,http://blocgame.com/alliancestats.php?allianceid=1393,258k active personnel,45 ships,Persian Gulf War surplus,Gandhi-like,15 factories,Standard,last online 27 hours ago,rankings.php?subregion=ara,BAMF,$17888 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,32670 km 2,http://blocgame.com/stats.php?id=55305,2090 Mbbl,,
Peach,Tanaille,http://blocgame.com/alliancestats.php?allianceid=1393,440k active personnel,69 ships,Advanced,Gandhi-like,24 factories,Good,last online 1 hours ago,rankings.php?subregion=mes,BAMF,$19872 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,152255 km 2,http://blocgame.com/stats.php?id=54825,1098 Mbbl,,
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,298k active personnel,40 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Standard,last online 12 hours ago,rankings.php?subregion=pac,BAMF,$17054 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,,
Robots,stormbot28,http://blocgame.com/alliancestats.php?allianceid=1599,266k active personnel,46 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Good,last online 45 hours ago,rankings.php?subregion=car,Wreckage brothers,$16415 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,53756 km 2,http://blocgame.com/stats.php?id=40242,,,
Almania,Almanich,http://blocgame.com/alliancestats.php?allianceid=1580,315k active personnel,52 ships,Persian Gulf War surplus,Gandhi-like,18 factories,Good,last online 2 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$15928 million,alliancestats.php?allianceid=1580,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,37527 km 2,http://blocgame.com/stats.php?id=51725,,,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,280k active personnel,51 ships,Persian Gulf War surplus,Mad Dog,8 factories,Elite,last online 1 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$15733 million,alliancestats.php?allianceid=1568,Southern Cone,Depleted,Powerful,http://blocgame.com/rankings.php?subregion=con,37176 km 2,http://blocgame.com/stats.php?id=52275,167 Mbbl,,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,16k active personnel,16 ships,Persian Gulf War surplus,Normal,7 factories,Elite,last online 2 hours ago,rankings.php?subregion=ara,BAMF,$13827 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,34022 km 2,http://blocgame.com/stats.php?id=39037,,,
Skanonia,Beefy,http://blocgame.com/alliancestats.php?allianceid=1568,405k active personnel,51 ships,Advanced,Gandhi-like,20 factories,Poor,online now,rankings.php?subregion=con,Brotherhood of Zion,$18790 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,35061 km 2,http://blocgame.com/stats.php?id=44384,,,
Greekrules,General Humphreys,,408k active personnel,53 ships,Advanced,Gandhi-like,17 factories,Elite,last online 167 hours ago,rankings.php?subregion=ara,,$15837 million,,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,84983 km 2,http://blocgame.com/stats.php?id=43351,,,
Markovia,RDM HC,http://blocgame.com/alliancestats.php?allianceid=1401,238k active personnel,33 ships,Almost Modern,Nice,9 factories,Elite,online now,rankings.php?subregion=car,The Federal Colonies,$16118 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,38053 km 2,http://blocgame.com/stats.php?id=58369,,,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,376k active personnel,68 ships,Advanced,Gandhi-like,15 factories,Poor,last online 2 hours ago,rankings.php?subregion=ara,Wreckage brothers,$14773 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,41534 km 2,http://blocgame.com/stats.php?id=52844,,1 Tons,
The Deserted,Kamakazi Sunshine,http://blocgame.com/alliancestats.php?allianceid=1568,508k active personnel,87 ships,Advanced,Gandhi-like,22 factories,Elite,last online 4 hours ago,rankings.php?subregion=pac,Brotherhood of Zion,$16079 million,alliancestats.php?allianceid=1568,Pacific Rim,Depleted,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,137053 km 2,http://blocgame.com/stats.php?id=40459,403 Mbbl,,
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,262k active personnel,38 ships,Advanced,Gandhi-like,9 factories,Elite,online now,rankings.php?subregion=chi,Wreckage brothers,$15140 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31809 km 2,http://blocgame.com/stats.php?id=39065,,1 Tons,
TheDesertFox,DesertFox,http://blocgame.com/alliancestats.php?allianceid=1393,299k active personnel,44 ships,Persian Gulf War surplus,Gandhi-like,12 factories,Good,last online 12 hours ago,rankings.php?subregion=pac,BAMF,$15544 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,53252 km 2,http://blocgame.com/stats.php?id=52368,,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,5k active personnel,27 ships,Persian Gulf War surplus,Questionable,8 factories,Good,last online 343 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$14911 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=con,41837 km 2,http://blocgame.com/stats.php?id=40579,,,
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=1401,198k active personnel,51 ships,Advanced,Gandhi-like,8 factories,Good,last online 21 hours ago,rankings.php?subregion=mes,The Federal Colonies,$15715 million,alliancestats.php?allianceid=1401,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,25694 km 2,http://blocgame.com/stats.php?id=39070,,2 Tons,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,139k active personnel,15 ships,Persian Gulf War surplus,Gandhi-like,5 factories,Good,last online 5 hours ago,rankings.php?subregion=ind,Wreckage brothers,$15052 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,,
Paulandia,Cem Uzan,http://blocgame.com/alliancestats.php?allianceid=1644,390k active personnel,39 ships,Advanced,Gandhi-like,23 factories,Elite,last online 1 hours ago,rankings.php?subregion=mes,Inter/pol/,$17671 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,162522 km 2,http://blocgame.com/stats.php?id=55379,,,
Slavostan,Joe Tito-Hoxha,http://blocgame.com/alliancestats.php?allianceid=1393,164k active personnel,26 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Elite,last online 1 hours ago,rankings.php?subregion=sea,BAMF,$16041 million,alliancestats.php?allianceid=1393,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,26582 km 2,http://blocgame.com/stats.php?id=48188,,,
Arina,Hakir,http://blocgame.com/alliancestats.php?allianceid=1644,33k active personnel,32 ships,Almost Modern,Gandhi-like,5 factories,Undisciplined Rabble,last online 2 hours ago,rankings.php?subregion=ama,Inter/pol/,$13249 million,alliancestats.php?allianceid=1644,Amazonia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,26595 km 2,http://blocgame.com/stats.php?id=54480,,,
Large Man,LargeMan,http://blocgame.com/alliancestats.php?allianceid=1599,221k active personnel,42 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,online now,rankings.php?subregion=egy,Wreckage brothers,$15629 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,41707 km 2,http://blocgame.com/stats.php?id=52836,1729 Mbbl,1 Tons,
