country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,oil_reserves,region/_text,uranium,manpower,airforce,region,territory,pageUrl
Arsinoe,Sobek,http://blocgame.com/alliancestats.php?allianceid=1568,294k active personnel,52 ships,Persian Gulf War surplus,18 factories,Good,online now,rankings.php?subregion=egy,Brotherhood of Zion,$19744 million,alliancestats.php?allianceid=1568,9130 Mbbl,Egypt,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,76898 km 2,http://blocgame.com/stats.php?id=49868
Gertralia,Guillermicus,http://blocgame.com/alliancestats.php?allianceid=1568,146k active personnel,57 ships,Persian Gulf War surplus,14 factories,Elite,last online 3 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$19622 million,alliancestats.php?allianceid=1568,,Southern Cone,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,34928 km 2,http://blocgame.com/stats.php?id=45604
Yulai,SupremeSoviet,http://blocgame.com/alliancestats.php?allianceid=1393,292k active personnel,51 ships,Persian Gulf War surplus,20 factories,Good,last online 3 hours ago,rankings.php?subregion=pac,BAMF,$19516 million,alliancestats.php?allianceid=1393,,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,74906 km 2,http://blocgame.com/stats.php?id=53451
Cubania,General Fidelis,http://blocgame.com/alliancestats.php?allianceid=1393,116k active personnel,38 ships,Vietnam War surplus,14 factories,Elite,last online 3 hours ago,rankings.php?subregion=mex,BAMF,$19343 million,alliancestats.php?allianceid=1393,,Mesoamerica,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,41385 km 2,http://blocgame.com/stats.php?id=47349
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,148k active personnel,27 ships,Almost Modern,10 factories,Elite,last online 7 hours ago,rankings.php?subregion=ama,The High Council,$19051 million,alliancestats.php?allianceid=1595,,Amazonia,1 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846
Death1812,Death1812,http://blocgame.com/alliancestats.php?allianceid=1576,222k active personnel,59 ships,Persian Gulf War surplus,12 factories,Good,last online 31 hours ago,rankings.php?subregion=con,The Last Phoenix,$18947 million,alliancestats.php?allianceid=1576,,Southern Cone,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,35225 km 2,http://blocgame.com/stats.php?id=50027
LOCAI,Agumentic,http://blocgame.com/alliancestats.php?allianceid=1393,86k active personnel,51 ships,Persian Gulf War surplus,13 factories,Elite,last online 5 hours ago,rankings.php?subregion=saf,BAMF,$18859 million,alliancestats.php?allianceid=1393,,Southern Africa,,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,47483 km 2,http://blocgame.com/stats.php?id=53011
German Reich,Frederick III,http://blocgame.com/alliancestats.php?allianceid=1393,245k active personnel,51 ships,Persian Gulf War surplus,14 factories,Good,last online 26 hours ago,rankings.php?subregion=egy,BAMF,$18714 million,alliancestats.php?allianceid=1393,,Egypt,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,43821 km 2,http://blocgame.com/stats.php?id=49204
Briggs,General Armstrong,http://blocgame.com/alliancestats.php?allianceid=1568,168k active personnel,11 ships,Persian Gulf War surplus,12 factories,Elite,last online 6 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$18657 million,alliancestats.php?allianceid=1568,,Southern Cone,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,34230 km 2,http://blocgame.com/stats.php?id=53442
Iwasaki,Saeka Nogushi,http://blocgame.com/alliancestats.php?allianceid=1393,249k active personnel,36 ships,Persian Gulf War surplus,10 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,BAMF,$18435 million,alliancestats.php?allianceid=1393,,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,50704 km 2,http://blocgame.com/stats.php?id=52235
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,257k active personnel,51 ships,Persian Gulf War surplus,17 factories,Good,online now,rankings.php?subregion=congo,Brotherhood of Zion,$18264 million,alliancestats.php?allianceid=1568,,Congo,,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,416k active personnel,13 ships,Almost Modern,19 factories,Good,last online 7 hours ago,rankings.php?subregion=chi,BAMF,$18233 million,alliancestats.php?allianceid=1393,,China,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372
HCLI,Kasper Hekmatyar,http://blocgame.com/alliancestats.php?allianceid=1393,196k active personnel,18 ships,Persian Gulf War surplus,12 factories,Elite,last online 32 hours ago,rankings.php?subregion=chi,BAMF,$17913 million,alliancestats.php?allianceid=1393,620 Mbbl,China,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,27793 km 2,http://blocgame.com/stats.php?id=46030
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,280k active personnel,19 ships,Advanced,17 factories,Elite,last online 5 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$17759 million,alliancestats.php?allianceid=1568,,Caribbean,3 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,17 ships,Persian Gulf War surplus,12 factories,Elite,last online 61 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$17716 million,alliancestats.php?allianceid=1580,18 Mbbl,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268
Ardon,Frontrox,http://blocgame.com/alliancestats.php?allianceid=1393,140k active personnel,14 ships,Almost Modern,7 factories,Good,last online 6 hours ago,rankings.php?subregion=ind,BAMF,$17662 million,alliancestats.php?allianceid=1393,,East Indies,,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=ind,22437 km 2,http://blocgame.com/stats.php?id=43237
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,279k active personnel,51 ships,Persian Gulf War surplus,12 factories,Good,last online 8 hours ago,rankings.php?subregion=ind,The Federal Colonies,$17253 million,alliancestats.php?allianceid=1401,,East Indies,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375
Zanzabarland,Taza,http://blocgame.com/alliancestats.php?allianceid=1393,198k active personnel,51 ships,Persian Gulf War surplus,13 factories,Elite,last online 6 hours ago,rankings.php?subregion=per,BAMF,$17136 million,alliancestats.php?allianceid=1393,2936 Mbbl,Persia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,46416 km 2,http://blocgame.com/stats.php?id=40078
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,209k active personnel,14 ships,Advanced,9 factories,Elite,last online 4 hours ago,rankings.php?subregion=mex,The Federal Colonies,$16886 million,alliancestats.php?allianceid=1401,,Mesoamerica,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249
Kennethland,Kenneth,http://blocgame.com/alliancestats.php?allianceid=1568,195k active personnel,43 ships,Advanced,13 factories,Elite,last online 10 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$16496 million,alliancestats.php?allianceid=1568,,Gran Colombia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,70233 km 2,http://blocgame.com/stats.php?id=47662
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,877k active personnel,62 ships,Advanced,30 factories,Good,last online 6 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$16421 million,alliancestats.php?allianceid=1568,,China,2 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,112317 km 2,http://blocgame.com/stats.php?id=47945
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,238k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,last online 3 hours ago,rankings.php?subregion=sub,BAMF,$16148 million,alliancestats.php?allianceid=1393,,The Subcontinent,,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,42161 km 2,http://blocgame.com/stats.php?id=49792
Newfoundland,Gohlper,http://blocgame.com/alliancestats.php?allianceid=1644,6k active personnel,20 ships,Persian Gulf War surplus,8 factories,Elite,last online 97 hours ago,rankings.php?subregion=car,Inter/pol/,$15908 million,alliancestats.php?allianceid=1644,,Caribbean,,,Very Powerful,http://blocgame.com/rankings.php?subregion=car,24383 km 2,http://blocgame.com/stats.php?id=52486
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,289k active personnel,21 ships,Persian Gulf War surplus,19 factories,Standard,last online 56 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$15759 million,alliancestats.php?allianceid=1580,2359 Mbbl,Persia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,133263 km 2,http://blocgame.com/stats.php?id=49526
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,99k active personnel,33 ships,Almost Modern,8 factories,Elite,last online 13 hours ago,rankings.php?subregion=car,The Federal Colonies,$15705 million,alliancestats.php?allianceid=1401,,Caribbean,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853
Dovelantis,Kenneth Hon,http://blocgame.com/alliancestats.php?allianceid=1576,8k active personnel,30 ships,Almost Modern,12 factories,Good,last online 54 hours ago,rankings.php?subregion=pac,The Last Phoenix,$15640 million,alliancestats.php?allianceid=1576,,Pacific Rim,,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,33653 km 2,http://blocgame.com/stats.php?id=51767
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,102k active personnel,11 ships,Persian Gulf War surplus,5 factories,Good,last online 18 hours ago,rankings.php?subregion=pac,The Federal Colonies,$15637 million,alliancestats.php?allianceid=1401,,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,170k active personnel,20 ships,Persian Gulf War surplus,10 factories,Elite,last online 10 hours ago,rankings.php?subregion=mes,BAMF,$15382 million,alliancestats.php?allianceid=1393,363 Mbbl,Mesopotamia,1 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,24854 km 2,http://blocgame.com/stats.php?id=49652
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1644,74k active personnel,24 ships,Persian Gulf War surplus,10 factories,Elite,last online 1 hours ago,rankings.php?subregion=chi,Inter/pol/,$15287 million,alliancestats.php?allianceid=1644,,China,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,33818 km 2,http://blocgame.com/stats.php?id=39065
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,350k active personnel,18 ships,Persian Gulf War surplus,16 factories,Elite,last online 7 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$15133 million,alliancestats.php?allianceid=1568,2059 Mbbl,Atlas,1 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,279k active personnel,44 ships,Persian Gulf War surplus,10 factories,Elite,last online 1 hours ago,rankings.php?subregion=per,The Federal Colonies,$14691 million,alliancestats.php?allianceid=1401,3372 Mbbl,Persia,1 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,239k active personnel,0 ships,Persian Gulf War surplus,11 factories,Good,online now,rankings.php?subregion=car,The Federal Colonies,$14548 million,alliancestats.php?allianceid=1401,294 Mbbl,Caribbean,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,46443 km 2,http://blocgame.com/stats.php?id=44573
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,214k active personnel,51 ships,Persian Gulf War surplus,11 factories,Good,last online 2 hours ago,rankings.php?subregion=pac,BAMF,$14476 million,alliancestats.php?allianceid=1393,5 Mbbl,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1393,194k active personnel,51 ships,Persian Gulf War surplus,18 factories,Standard,last online 1 hours ago,rankings.php?subregion=waf,BAMF,$14056 million,alliancestats.php?allianceid=1393,,West Africa,,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,95830 km 2,http://blocgame.com/stats.php?id=44479
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,117k active personnel,15 ships,Persian Gulf War surplus,8 factories,Standard,last online 4 hours ago,rankings.php?subregion=ama,BAMF,$13791 million,alliancestats.php?allianceid=1393,,Amazonia,,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,196k active personnel,66 ships,Almost Modern,12 factories,Elite,last online 7 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$13743 million,alliancestats.php?allianceid=1568,,West Africa,,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,74752 km 2,http://blocgame.com/stats.php?id=4816
Pickles,Pickles,http://blocgame.com/alliancestats.php?allianceid=1594,3k active personnel,25 ships,Persian Gulf War surplus,8 factories,Elite,online now,rankings.php?subregion=sea,The Cartel,$13431 million,alliancestats.php?allianceid=1594,,Indochina,,,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,26085 km 2,http://blocgame.com/stats.php?id=42911
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=1401,219k active personnel,2 ships,Advanced,8 factories,Elite,last online 6 hours ago,rankings.php?subregion=mes,The Federal Colonies,$13425 million,alliancestats.php?allianceid=1401,,Mesopotamia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,25953 km 2,http://blocgame.com/stats.php?id=39070
karkkarkia,karkkark,http://blocgame.com/alliancestats.php?allianceid=1580,277k active personnel,23 ships,Persian Gulf War surplus,13 factories,Standard,last online 10 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$13169 million,alliancestats.php?allianceid=1580,,Indochina,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,79131 km 2,http://blocgame.com/stats.php?id=52816
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,242k active personnel,26 ships,Persian Gulf War surplus,10 factories,Good,last online 50 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$13042 million,alliancestats.php?allianceid=1580,,Mesopotamia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,63422 km 2,http://blocgame.com/stats.php?id=52906
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,127k active personnel,42 ships,Persian Gulf War surplus,5 factories,Elite,last online 6 hours ago,rankings.php?subregion=con,BAMF,$13004 million,alliancestats.php?allianceid=1393,,Southern Cone,1 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,43180 km 2,http://blocgame.com/stats.php?id=40443
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,162k active personnel,21 ships,Persian Gulf War surplus,6 factories,Good,last online 18 hours ago,rankings.php?subregion=atl,BAMF,$12905 million,alliancestats.php?allianceid=1393,,Atlas,,,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,31052 km 2,http://blocgame.com/stats.php?id=2570
Gandoria,zoneguy22,http://blocgame.com/alliancestats.php?allianceid=1568,178k active personnel,32 ships,Persian Gulf War surplus,5 factories,Elite,last online 5 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$12876 million,alliancestats.php?allianceid=1568,289 Mbbl,Gran Colombia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,19833 km 2,http://blocgame.com/stats.php?id=50771
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,264k active personnel,33 ships,Advanced,12 factories,Standard,last online 9 hours ago,rankings.php?subregion=ara,Wreckage brothers,$12801 million,alliancestats.php?allianceid=1599,,Arabia,,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,40091 km 2,http://blocgame.com/stats.php?id=52844
Slavostan,Joe Tito-Hoxha,http://blocgame.com/alliancestats.php?allianceid=1595,156k active personnel,14 ships,Almost Modern,7 factories,Elite,last online 2 hours ago,rankings.php?subregion=sea,The High Council,$12692 million,alliancestats.php?allianceid=1595,,Indochina,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,25996 km 2,http://blocgame.com/stats.php?id=48188
Almania,Almanich,http://blocgame.com/alliancestats.php?allianceid=1580,321k active personnel,35 ships,Almost Modern,14 factories,Good,last online 8 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$12689 million,alliancestats.php?allianceid=1580,,China,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,37527 km 2,http://blocgame.com/stats.php?id=51725
Large Man,LargeMan,http://blocgame.com/alliancestats.php?allianceid=1599,229k active personnel,44 ships,Persian Gulf War surplus,12 factories,Standard,last online 3 hours ago,rankings.php?subregion=egy,Wreckage brothers,$12584 million,alliancestats.php?allianceid=1599,93 Mbbl,Egypt,32 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,52624 km 2,http://blocgame.com/stats.php?id=52836
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1393,206k active personnel,43 ships,Persian Gulf War surplus,9 factories,Elite,last online 4 hours ago,rankings.php?subregion=car,BAMF,$12498 million,alliancestats.php?allianceid=1393,,Caribbean,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228
Rhod3sia,FreeMindInside,http://blocgame.com/alliancestats.php?allianceid=1568,274k active personnel,31 ships,Almost Modern,8 factories,Good,last online 12 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$12492 million,alliancestats.php?allianceid=1568,,Southern Africa,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,50846 km 2,http://blocgame.com/stats.php?id=52679
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,9k active personnel,22 ships,Almost Modern,7 factories,Elite,last online 3 hours ago,rankings.php?subregion=eaf,Inter/pol/,$12428 million,alliancestats.php?allianceid=1644,,East Africa,,,Meagre,http://blocgame.com/rankings.php?subregion=eaf,35402 km 2,http://blocgame.com/stats.php?id=49249
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,233k active personnel,6 ships,Almost Modern,10 factories,Standard,last online 10 hours ago,rankings.php?subregion=chi,BAMF,$12406 million,alliancestats.php?allianceid=1393,150 Mbbl,China,,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=chi,35221 km 2,http://blocgame.com/stats.php?id=56203
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,264k active personnel,41 ships,Persian Gulf War surplus,10 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$12396 million,alliancestats.php?allianceid=1580,,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,53147 km 2,http://blocgame.com/stats.php?id=35958
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,172k active personnel,42 ships,Almost Modern,7 factories,Elite,last online 16 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$12391 million,alliancestats.php?allianceid=1580,,Southern Cone,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,45423 km 2,http://blocgame.com/stats.php?id=40579
Ceti Alpha V,J. Dax,http://blocgame.com/alliancestats.php?allianceid=1595,140k active personnel,35 ships,Persian Gulf War surplus,7 factories,Elite,last online 7 hours ago,rankings.php?subregion=car,The High Council,$12381 million,alliancestats.php?allianceid=1595,,Caribbean,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,29426 km 2,http://blocgame.com/stats.php?id=51185
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,198k active personnel,28 ships,Almost Modern,8 factories,Good,last online 9 hours ago,rankings.php?subregion=pac,BAMF,$12351 million,alliancestats.php?allianceid=1393,,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,160k active personnel,49 ships,Almost Modern,9 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$12337 million,alliancestats.php?allianceid=1393,,Pacific Rim,,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,74664 km 2,http://blocgame.com/stats.php?id=52349
Kersumsos,Kersumsos,http://blocgame.com/alliancestats.php?allianceid=1393,200k active personnel,53 ships,Almost Modern,16 factories,Standard,last online 14 hours ago,rankings.php?subregion=chi,BAMF,$12273 million,alliancestats.php?allianceid=1393,,China,,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,92602 km 2,http://blocgame.com/stats.php?id=46317
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,86k active personnel,10 ships,Persian Gulf War surplus,7 factories,Elite,last online 2 hours ago,rankings.php?subregion=ara,BAMF,$12199 million,alliancestats.php?allianceid=1393,,Arabia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,44239 km 2,http://blocgame.com/stats.php?id=39037
Burlap,Stan Flightplan,http://blocgame.com/alliancestats.php?allianceid=1393,69k active personnel,12 ships,Almost Modern,5 factories,Good,last online 14 hours ago,rankings.php?subregion=sub,BAMF,$12101 million,alliancestats.php?allianceid=1393,,The Subcontinent,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,22699 km 2,http://blocgame.com/stats.php?id=54579
Asmern,Barrenja,http://blocgame.com/alliancestats.php?allianceid=1580,94k active personnel,32 ships,Almost Modern,8 factories,Elite,last online 15 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$12073 million,alliancestats.php?allianceid=1580,,China,,,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,28894 km 2,http://blocgame.com/stats.php?id=53700
Potatoland,ThePotatoGuy,http://blocgame.com/alliancestats.php?allianceid=1382,176k active personnel,28 ships,Almost Modern,9 factories,Elite,last online 9 hours ago,rankings.php?subregion=car,Non-Aligned Movement,$11972 million,alliancestats.php?allianceid=1382,,Caribbean,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,46430 km 2,http://blocgame.com/stats.php?id=53696
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,105k active personnel,35 ships,Persian Gulf War surplus,14 factories,Good,last online 8 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$11956 million,alliancestats.php?allianceid=1580,4429 Mbbl,Persia,,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=per,63487 km 2,http://blocgame.com/stats.php?id=7511
