country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,uranium,oil_reserves,reactor
Truinibad,Truin Andrest,http://blocgame.com/alliancestats.php?allianceid=1567,5k active personnel,99 ships,Advanced,30 factories,Elite,last online 21 hours ago,rankings.php?subregion=ara,ayyy lmao,$32770 million,alliancestats.php?allianceid=1567,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,151872 km 2,http://blocgame.com/stats.php?id=52331,,,
Olympia,Xasthur,http://blocgame.com/alliancestats.php?allianceid=1568,399k active personnel,71 ships,Advanced,19 factories,Elite,last online 8 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$30785 million,alliancestats.php?allianceid=1568,China,,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,45372 km 2,http://blocgame.com/stats.php?id=51354,,,
Minmaxia,Reanchi,http://blocgame.com/alliancestats.php?allianceid=1568,473k active personnel,43 ships,Advanced,25 factories,Elite,last online 3 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$27986 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,83200 km 2,http://blocgame.com/stats.php?id=40270,4 Tons,,
Skanonia,Beefy,http://blocgame.com/alliancestats.php?allianceid=1568,454k active personnel,51 ships,Persian Gulf War surplus,19 factories,Poor,last online 9 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$27251 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,28436 km 2,http://blocgame.com/stats.php?id=44384,,,
Best Syria,Bashar Hafez al-Assad,http://blocgame.com/alliancestats.php?allianceid=1599,401k active personnel,71 ships,Advanced,19 factories,Good,last online 7 hours ago,rankings.php?subregion=mes,Wreckage brothers,$26537 million,alliancestats.php?allianceid=1599,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,103042 km 2,http://blocgame.com/stats.php?id=52852,,3167 Mbbl,
Africanistan,Jacques Strahp,http://blocgame.com/alliancestats.php?allianceid=1568,29k active personnel,47 ships,Persian Gulf War surplus,12 factories,Elite,last online 26 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$26246 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,27075 km 2,http://blocgame.com/stats.php?id=40233,,,
Morjei,FlairWoW,http://blocgame.com/alliancestats.php?allianceid=1568,208k active personnel,50 ships,Advanced,18 factories,Good,online now,rankings.php?subregion=sea,Brotherhood of Zion,$25223 million,alliancestats.php?allianceid=1568,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,51927 km 2,http://blocgame.com/stats.php?id=53068,,,
Zanzabarland,Taza,http://blocgame.com/alliancestats.php?allianceid=1835,269k active personnel,51 ships,Persian Gulf War surplus,17 factories,Good,last online 3 hours ago,rankings.php?subregion=per,SPQR,$24708 million,alliancestats.php?allianceid=1835,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,53431 km 2,http://blocgame.com/stats.php?id=40078,,,
Cubania,General Fidelis,http://blocgame.com/alliancestats.php?allianceid=1393,131k active personnel,30 ships,Almost Modern,16 factories,Elite,last online 13 hours ago,rankings.php?subregion=mex,BAMF,$24669 million,alliancestats.php?allianceid=1393,Mesoamerica,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,40972 km 2,http://blocgame.com/stats.php?id=47349,,,
Yulai,SupremeSoviet,http://blocgame.com/alliancestats.php?allianceid=1393,302k active personnel,53 ships,Persian Gulf War surplus,22 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$24398 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,74906 km 2,http://blocgame.com/stats.php?id=53451,,,5%
LOCAI,Agumentic,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,51 ships,Advanced,14 factories,Good,online now,rankings.php?subregion=saf,BAMF,$24191 million,alliancestats.php?allianceid=1393,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,47483 km 2,http://blocgame.com/stats.php?id=53011,,,
Kennethland,Kenneth,http://blocgame.com/alliancestats.php?allianceid=1568,351k active personnel,56 ships,Advanced,16 factories,Good,last online 14 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$23699 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,74296 km 2,http://blocgame.com/stats.php?id=47662,,,
Coccoladia,Ernesto Caprone,http://blocgame.com/alliancestats.php?allianceid=1401,238k active personnel,71 ships,Persian Gulf War surplus,14 factories,Standard,last online 1 hours ago,rankings.php?subregion=car,The Federal Colonies,$23675 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,27330 km 2,http://blocgame.com/stats.php?id=40289,,,
Gertralia,Guillermicus,http://blocgame.com/alliancestats.php?allianceid=1568,186k active personnel,66 ships,Persian Gulf War surplus,15 factories,Elite,last online 3 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$23298 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,34928 km 2,http://blocgame.com/stats.php?id=45604,,,
Briggs,General Armstrong,http://blocgame.com/alliancestats.php?allianceid=1568,168k active personnel,11 ships,Advanced,14 factories,Elite,last online 15 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$23196 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,34230 km 2,http://blocgame.com/stats.php?id=53442,,,
German Reich,Frederick III,http://blocgame.com/alliancestats.php?allianceid=1835,240k active personnel,45 ships,Persian Gulf War surplus,15 factories,Elite,last online 10 hours ago,rankings.php?subregion=egy,SPQR,$22804 million,alliancestats.php?allianceid=1835,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,44421 km 2,http://blocgame.com/stats.php?id=49204,,2279 Mbbl,
Arsinoe,Sobek,http://blocgame.com/alliancestats.php?allianceid=1835,821k active personnel,57 ships,Advanced,21 factories,Elite,last online 18 hours ago,rankings.php?subregion=egy,SPQR,$22783 million,alliancestats.php?allianceid=1835,Egypt,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,76898 km 2,http://blocgame.com/stats.php?id=49868,,,
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,269k active personnel,77 ships,Almost Modern,14 factories,Elite,last online 3 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$22367 million,alliancestats.php?allianceid=1568,West Africa,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,86699 km 2,http://blocgame.com/stats.php?id=4816,,,10%
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,578k active personnel,76 ships,Advanced,40 factories,Good,last online 1 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$22024 million,alliancestats.php?allianceid=1568,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,135519 km 2,http://blocgame.com/stats.php?id=47945,4 Tons,,
HCLI,Kasper Hekmatyar,http://blocgame.com/alliancestats.php?allianceid=1393,125k active personnel,34 ships,Advanced,12 factories,Elite,last online 34 hours ago,rankings.php?subregion=chi,BAMF,$21906 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,27241 km 2,http://blocgame.com/stats.php?id=46030,,,
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=1393,445k active personnel,51 ships,Persian Gulf War surplus,19 factories,Elite,last online 9 hours ago,rankings.php?subregion=ama,BAMF,$21875 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,99560 km 2,http://blocgame.com/stats.php?id=45527,,,
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,285k active personnel,43 ships,Advanced,18 factories,Standard,online now,rankings.php?subregion=car,Brotherhood of Zion,$21472 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629,3 Tons,,
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,26 ships,Persian Gulf War surplus,12 factories,Elite,last online 10 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$20899 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268,,,
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,399k active personnel,51 ships,Advanced,17 factories,Good,last online 5 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$20726 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440,,,
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,458k active personnel,13 ships,Persian Gulf War surplus,20 factories,Good,last online 11 hours ago,rankings.php?subregion=chi,BAMF,$20663 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372,,,
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,253k active personnel,51 ships,Almost Modern,10 factories,Good,last online 14 hours ago,rankings.php?subregion=ama,The High Council,$20642 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846,1 Tons,,
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,305k active personnel,51 ships,Persian Gulf War surplus,16 factories,Good,last online 6 hours ago,rankings.php?subregion=sub,BAMF,$20286 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,46508 km 2,http://blocgame.com/stats.php?id=49792,,,
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,259k active personnel,52 ships,Advanced,13 factories,Good,last online 19 hours ago,rankings.php?subregion=ind,The Federal Colonies,$19988 million,alliancestats.php?allianceid=1401,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,,
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,229k active personnel,31 ships,Advanced,11 factories,Elite,last online 2 hours ago,rankings.php?subregion=mex,The Federal Colonies,$19964 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249,1 Tons,,40%
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,113k active personnel,42 ships,Almost Modern,8 factories,Elite,last online 18 hours ago,rankings.php?subregion=car,The Federal Colonies,$19587 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853,,,
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,100k active personnel,22 ships,Advanced,5 factories,Elite,last online 3 hours ago,rankings.php?subregion=pac,The Federal Colonies,$18768 million,alliancestats.php?allianceid=1401,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,,259 Mbbl,5%
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,14 ships,Almost Modern,17 factories,Good,last online 1 hours ago,rankings.php?subregion=chi,BAMF,$17978 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,44497 km 2,http://blocgame.com/stats.php?id=56203,,,
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,241k active personnel,12 ships,Persian Gulf War surplus,14 factories,Elite,online now,rankings.php?subregion=mes,Brotherhood of Nod,$17709 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,65193 km 2,http://blocgame.com/stats.php?id=56860,,,
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,230k active personnel,51 ships,Persian Gulf War surplus,13 factories,Good,last online 12 hours ago,rankings.php?subregion=pac,BAMF,$17654 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,1 Tons,,
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,450k active personnel,18 ships,Persian Gulf War surplus,21 factories,Standard,last online 8 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$17587 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,1 Tons,,
Iwasaki,Saeka Nogushi,http://blocgame.com/alliancestats.php?allianceid=1393,210k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,last online 9 hours ago,rankings.php?subregion=pac,BAMF,$17331 million,alliancestats.php?allianceid=1393,Pacific Rim,,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,49696 km 2,http://blocgame.com/stats.php?id=52235,,,
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,418k active personnel,65 ships,Advanced,15 factories,Elite,last online 5 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$17144 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,122025 km 2,http://blocgame.com/stats.php?id=52362,23 Tons,,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,167k active personnel,27 ships,Persian Gulf War surplus,8 factories,Elite,online now,rankings.php?subregion=ama,BAMF,$17108 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650,,,
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,130k active personnel,0 ships,Advanced,13 factories,Standard,online now,rankings.php?subregion=car,The Federal Colonies,$16789 million,alliancestats.php?allianceid=1401,Caribbean,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=car,45979 km 2,http://blocgame.com/stats.php?id=44573,,,
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1393,204k active personnel,56 ships,Advanced,19 factories,Elite,last online 8 hours ago,rankings.php?subregion=waf,BAMF,$16721 million,alliancestats.php?allianceid=1393,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,106871 km 2,http://blocgame.com/stats.php?id=44479,,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,219k active personnel,49 ships,Persian Gulf War surplus,9 factories,Elite,last online 1 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$16682 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,53322 km 2,http://blocgame.com/stats.php?id=40579,,,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,257k active personnel,25 ships,Persian Gulf War surplus,11 factories,Standard,online now,rankings.php?subregion=mes,BAMF,$16669 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,24459 km 2,http://blocgame.com/stats.php?id=49652,,,
Fapman,Fapman,http://blocgame.com/alliancestats.php?allianceid=1393,249k active personnel,53 ships,Advanced,14 factories,Elite,last online 6 hours ago,rankings.php?subregion=ara,BAMF,$16627 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,93456 km 2,http://blocgame.com/stats.php?id=53748,,3813 Mbbl,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,135k active personnel,26 ships,Persian Gulf War surplus,17 factories,Elite,last online 12 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$16411 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,103286 km 2,http://blocgame.com/stats.php?id=49526,1 Tons,,
Robots,stormbot28,http://blocgame.com/alliancestats.php?allianceid=1599,4k active personnel,17 ships,Almost Modern,11 factories,Elite,last online 4 hours ago,rankings.php?subregion=car,Wreckage brothers,$16334 million,alliancestats.php?allianceid=1599,Caribbean,,Very Powerful,http://blocgame.com/rankings.php?subregion=car,55045 km 2,http://blocgame.com/stats.php?id=40242,,,
Tyrantia,Malakal,http://blocgame.com/alliancestats.php?allianceid=1595,252k active personnel,51 ships,Persian Gulf War surplus,15 factories,Standard,online now,rankings.php?subregion=ind,The High Council,$15841 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,63676 km 2,http://blocgame.com/stats.php?id=40238,4 Tons,,
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,239k active personnel,55 ships,Persian Gulf War surplus,10 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,BAMF,$15821 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,79555 km 2,http://blocgame.com/stats.php?id=52349,,315 Mbbl,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,300k active personnel,43 ships,Persian Gulf War surplus,14 factories,Good,last online 12 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$15598 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,63487 km 2,http://blocgame.com/stats.php?id=7511,,,
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,286k active personnel,40 ships,Persian Gulf War surplus,12 factories,Good,last online 2 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$15580 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,62446 km 2,http://blocgame.com/stats.php?id=35958,,,
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,137k active personnel,50 ships,Persian Gulf War surplus,5 factories,Elite,last online 12 hours ago,rankings.php?subregion=con,BAMF,$15418 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,43180 km 2,http://blocgame.com/stats.php?id=40443,1 Tons,,
Potatoland,ThePotatoGuy,http://blocgame.com/alliancestats.php?allianceid=1382,189k active personnel,34 ships,Almost Modern,10 factories,Elite,last online 3 hours ago,rankings.php?subregion=car,Non-Aligned Movement,$15387 million,alliancestats.php?allianceid=1382,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,45507 km 2,http://blocgame.com/stats.php?id=53696,,,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,219k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,online now,rankings.php?subregion=per,The Federal Colonies,$15351 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914,,,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,217k active personnel,38 ships,Persian Gulf War surplus,10 factories,Good,last online 26 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$15329 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,64978 km 2,http://blocgame.com/stats.php?id=52906,,217 Mbbl,
durkastan,ned kelly,http://blocgame.com/alliancestats.php?allianceid=1580,183k active personnel,63 ships,Persian Gulf War surplus,22 factories,Elite,last online 5 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$15283 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,123679 km 2,http://blocgame.com/stats.php?id=40488,,6564 Mbbl,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,232k active personnel,28 ships,Persian Gulf War surplus,11 factories,Standard,last online 1 hours ago,rankings.php?subregion=chi,BAMF,$15240 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,,410 Mbbl,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,128k active personnel,33 ships,Persian Gulf War surplus,9 factories,Elite,last online 3 hours ago,rankings.php?subregion=ara,BAMF,$15227 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,,8195 Mbbl,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,219k active personnel,16 ships,Persian Gulf War surplus,8 factories,Elite,last online 16 hours ago,rankings.php?subregion=ara,BAMF,$15224 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,44239 km 2,http://blocgame.com/stats.php?id=39037,,2225 Mbbl,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,191k active personnel,22 ships,Persian Gulf War surplus,7 factories,Elite,last online 10 hours ago,rankings.php?subregion=eaf,Inter/pol/,$15112 million,alliancestats.php?allianceid=1644,East Africa,,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,35402 km 2,http://blocgame.com/stats.php?id=49249,1 Tons,,
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,319k active personnel,51 ships,Persian Gulf War surplus,16 factories,Elite,last online 3 hours ago,rankings.php?subregion=ara,BAMF,$15105 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,85841 km 2,http://blocgame.com/stats.php?id=43351,,2995 Mbbl,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,318k active personnel,53 ships,Advanced,13 factories,Poor,last online 11 hours ago,rankings.php?subregion=ara,Wreckage brothers,$14768 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,40091 km 2,http://blocgame.com/stats.php?id=52844,,2837 Mbbl,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,194k active personnel,55 ships,Persian Gulf War surplus,12 factories,Good,last online 23 hours ago,rankings.php?subregion=per,The Federal Colonies,$14716 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,37998 km 2,http://blocgame.com/stats.php?id=40311,,2318 Mbbl,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,268k active personnel,44 ships,Advanced,14 factories,Good,last online 15 hours ago,rankings.php?subregion=per,Inter/pol/,$14597 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,83689 km 2,http://blocgame.com/stats.php?id=54220,,,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1835,262k active personnel,51 ships,Persian Gulf War surplus,10 factories,Elite,last online 2 hours ago,rankings.php?subregion=car,SPQR,$14565 million,alliancestats.php?allianceid=1835,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,,,
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,28 ships,Persian Gulf War surplus,10 factories,Standard,last online 27 hours ago,rankings.php?subregion=pac,BAMF,$14358 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,176k active personnel,24 ships,Almost Modern,8 factories,Elite,last online 15 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$14014 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275,,,
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=1401,226k active personnel,22 ships,Advanced,8 factories,Good,last online 21 hours ago,rankings.php?subregion=mes,The Federal Colonies,$13997 million,alliancestats.php?allianceid=1401,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,25694 km 2,http://blocgame.com/stats.php?id=39070,,2532 Mbbl,
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,130k active personnel,20 ships,Persian Gulf War surplus,9 factories,Standard,last online 4 hours ago,rankings.php?subregion=chi,Wreckage brothers,$13911 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31809 km 2,http://blocgame.com/stats.php?id=39065,,,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,24 ships,Persian Gulf War surplus,6 factories,Good,last online 4 hours ago,rankings.php?subregion=atl,BAMF,$13871 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,31052 km 2,http://blocgame.com/stats.php?id=2570,,8357 Mbbl,5%
Bear Country,Kowalski,http://blocgame.com/alliancestats.php?allianceid=1580,111k active personnel,5 ships,Second World War surplus,3 factories,Elite,last online 7 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$13823 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=per,22521 km 2,http://blocgame.com/stats.php?id=54578,,2883 Mbbl,
South Grestin,Haenel,http://blocgame.com/alliancestats.php?allianceid=1580,197k active personnel,32 ships,Persian Gulf War surplus,8 factories,Good,last online 22 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$13778 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,34166 km 2,http://blocgame.com/stats.php?id=46163,,,5%
Bih,Fidel Baneo,http://blocgame.com/alliancestats.php?allianceid=1599,372k active personnel,40 ships,Persian Gulf War surplus,12 factories,Poor,last online 1 hours ago,rankings.php?subregion=mex,Wreckage brothers,$13751 million,alliancestats.php?allianceid=1599,Mesoamerica,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,102949 km 2,http://blocgame.com/stats.php?id=53791,,,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,142k active personnel,15 ships,Persian Gulf War surplus,5 factories,Good,last online 2 hours ago,rankings.php?subregion=ind,Wreckage brothers,$13666 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,,
QonoS,Tmonsta,http://blocgame.com/alliancestats.php?allianceid=1595,176k active personnel,32 ships,Persian Gulf War surplus,11 factories,Elite,online now,rankings.php?subregion=chi,The High Council,$13572 million,alliancestats.php?allianceid=1595,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,34576 km 2,http://blocgame.com/stats.php?id=44539,2 Tons,,30%
