country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium
Death1812,Death1812,http://blocgame.com/alliancestats.php?allianceid=1576,216k active personnel,59 ships,Persian Gulf War surplus,12 factories,Standard,last online 15 hours ago,rankings.php?subregion=con,The Last Phoenix,$18656 million,alliancestats.php?allianceid=1576,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,35225 km 2,http://blocgame.com/stats.php?id=50027,,
LOCAI,Agumentic,http://blocgame.com/alliancestats.php?allianceid=1393,86k active personnel,50 ships,Persian Gulf War surplus,13 factories,Elite,last online 1 hours ago,rankings.php?subregion=saf,BAMF,$18442 million,alliancestats.php?allianceid=1393,Southern Africa,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,47483 km 2,http://blocgame.com/stats.php?id=53011,,
German Reich,Frederick III,http://blocgame.com/alliancestats.php?allianceid=1393,245k active personnel,51 ships,Persian Gulf War surplus,14 factories,Elite,last online 6 hours ago,rankings.php?subregion=egy,BAMF,$18394 million,alliancestats.php?allianceid=1393,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,43821 km 2,http://blocgame.com/stats.php?id=49204,,
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,883k active personnel,62 ships,Advanced,29 factories,Good,last online 5 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$18327 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,111978 km 2,http://blocgame.com/stats.php?id=47945,,2 Tons
Briggs,General Armstrong,http://blocgame.com/alliancestats.php?allianceid=1568,168k active personnel,11 ships,Persian Gulf War surplus,12 factories,Elite,last online 3 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$18315 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,34230 km 2,http://blocgame.com/stats.php?id=53442,,
Iwasaki,Saeka Nogushi,http://blocgame.com/alliancestats.php?allianceid=1393,245k active personnel,35 ships,Persian Gulf War surplus,10 factories,Elite,online now,rankings.php?subregion=pac,BAMF,$18247 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,50704 km 2,http://blocgame.com/stats.php?id=52235,,
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,412k active personnel,13 ships,Almost Modern,19 factories,Elite,last online 5 hours ago,rankings.php?subregion=chi,BAMF,$18036 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372,,
HCLI,Kasper Hekmatyar,http://blocgame.com/alliancestats.php?allianceid=1393,196k active personnel,18 ships,Persian Gulf War surplus,12 factories,Elite,last online 4 hours ago,rankings.php?subregion=chi,BAMF,$17588 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,27793 km 2,http://blocgame.com/stats.php?id=46030,630 Mbbl,
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,17 ships,Persian Gulf War surplus,12 factories,Elite,last online 9 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$17471 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268,68 Mbbl,
Ardon,Frontrox,http://blocgame.com/alliancestats.php?allianceid=1393,140k active personnel,14 ships,Almost Modern,7 factories,Good,last online 4 hours ago,rankings.php?subregion=ind,BAMF,$17427 million,alliancestats.php?allianceid=1393,East Indies,,Powerful,http://blocgame.com/rankings.php?subregion=ind,22437 km 2,http://blocgame.com/stats.php?id=43237,,
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,275k active personnel,19 ships,Advanced,17 factories,Good,last online 8 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$17409 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629,,3 Tons
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,269k active personnel,50 ships,Persian Gulf War surplus,12 factories,Good,last online 5 hours ago,rankings.php?subregion=ind,The Federal Colonies,$17043 million,alliancestats.php?allianceid=1401,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,
Ekodebota,tfwqtp2tlgf|;3,http://blocgame.com/alliancestats.php?allianceid=1599,245k active personnel,56 ships,Advanced,15 factories,Elite,last online 2 hours ago,rankings.php?subregion=atl,Wreckage brothers,$16985 million,alliancestats.php?allianceid=1599,Atlas,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,81423 km 2,http://blocgame.com/stats.php?id=53422,,
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,266k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,last online 11 hours ago,rankings.php?subregion=sub,BAMF,$16958 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,41364 km 2,http://blocgame.com/stats.php?id=49792,,
Zanzabarland,Taza,http://blocgame.com/alliancestats.php?allianceid=1393,268k active personnel,51 ships,Persian Gulf War surplus,13 factories,Elite,last online 3 hours ago,rankings.php?subregion=per,BAMF,$16930 million,alliancestats.php?allianceid=1393,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,45030 km 2,http://blocgame.com/stats.php?id=40078,21 Mbbl,
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,209k active personnel,12 ships,Advanced,9 factories,Elite,last online 4 hours ago,rankings.php?subregion=mex,The Federal Colonies,$16671 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249,,
Kennethland,Kenneth,http://blocgame.com/alliancestats.php?allianceid=1568,208k active personnel,42 ships,Advanced,13 factories,Elite,last online 7 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$16279 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,69739 km 2,http://blocgame.com/stats.php?id=47662,,
Yulai,SupremeSoviet,http://blocgame.com/alliancestats.php?allianceid=1393,284k active personnel,51 ships,Persian Gulf War surplus,18 factories,Good,online now,rankings.php?subregion=pac,BAMF,$16235 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,67437 km 2,http://blocgame.com/stats.php?id=53451,,
Newfoundland,Gohlper,http://blocgame.com/alliancestats.php?allianceid=1644,40k active personnel,20 ships,Persian Gulf War surplus,8 factories,Elite,last online 45 hours ago,rankings.php?subregion=car,Inter/pol/,$15697 million,alliancestats.php?allianceid=1644,Caribbean,,Very Powerful,http://blocgame.com/rankings.php?subregion=car,24877 km 2,http://blocgame.com/stats.php?id=52486,,
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,113k active personnel,32 ships,Almost Modern,8 factories,Elite,last online 2 hours ago,rankings.php?subregion=car,The Federal Colonies,$15672 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853,,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,289k active personnel,21 ships,Persian Gulf War surplus,19 factories,Good,last online 4 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$15419 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,133263 km 2,http://blocgame.com/stats.php?id=49526,2854 Mbbl,
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,102k active personnel,11 ships,Persian Gulf War surplus,5 factories,Good,last online 15 hours ago,rankings.php?subregion=pac,The Federal Colonies,$15382 million,alliancestats.php?allianceid=1401,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,,
Dovelantis,Kenneth Hon,http://blocgame.com/alliancestats.php?allianceid=1576,50k active personnel,30 ships,Almost Modern,12 factories,Good,last online 2 hours ago,rankings.php?subregion=pac,The Last Phoenix,$15273 million,alliancestats.php?allianceid=1576,Pacific Rim,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=pac,33992 km 2,http://blocgame.com/stats.php?id=51767,,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,162k active personnel,20 ships,Persian Gulf War surplus,10 factories,Elite,last online 8 hours ago,rankings.php?subregion=mes,BAMF,$15135 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,24854 km 2,http://blocgame.com/stats.php?id=49652,453 Mbbl,1 Tons
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1644,181k active personnel,24 ships,Persian Gulf War surplus,10 factories,Elite,online now,rankings.php?subregion=chi,Inter/pol/,$15130 million,alliancestats.php?allianceid=1644,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,35204 km 2,http://blocgame.com/stats.php?id=39065,,
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,344k active personnel,18 ships,Persian Gulf War surplus,16 factories,Elite,last online 8 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$14936 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,2480 Mbbl,1 Tons
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,259k active personnel,44 ships,Persian Gulf War surplus,10 factories,Elite,last online 10 hours ago,rankings.php?subregion=per,The Federal Colonies,$14627 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914,3507 Mbbl,1 Tons
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,239k active personnel,0 ships,Persian Gulf War surplus,11 factories,Good,last online 11 hours ago,rankings.php?subregion=car,The Federal Colonies,$14438 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,46443 km 2,http://blocgame.com/stats.php?id=44573,294 Mbbl,
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,224k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,BAMF,$14220 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,40 Mbbl,
Svoboda,morro111,http://blocgame.com/alliancestats.php?allianceid=1568,10k active personnel,23 ships,Almost Modern,8 factories,Elite,last online 29 hours ago,rankings.php?subregion=eaf,Brotherhood of Zion,$14002 million,alliancestats.php?allianceid=1568,East Africa,,None,http://blocgame.com/rankings.php?subregion=eaf,19241 km 2,http://blocgame.com/stats.php?id=54397,,
Savannah,Watersfall,http://blocgame.com/alliancestats.php?allianceid=1576,10k active personnel,25 ships,Almost Modern,12 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,The Last Phoenix,$13837 million,alliancestats.php?allianceid=1576,Pacific Rim,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,54542 km 2,http://blocgame.com/stats.php?id=49817,,
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1393,200k active personnel,51 ships,Persian Gulf War surplus,18 factories,Good,last online 5 hours ago,rankings.php?subregion=waf,BAMF,$13691 million,alliancestats.php?allianceid=1393,West Africa,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,95688 km 2,http://blocgame.com/stats.php?id=44479,,
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,259k active personnel,51 ships,Persian Gulf War surplus,14 factories,Good,last online 7 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$13659 million,alliancestats.php?allianceid=1568,Congo,,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,54182 km 2,http://blocgame.com/stats.php?id=52440,,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,111k active personnel,15 ships,Persian Gulf War surplus,8 factories,Elite,last online 4 hours ago,rankings.php?subregion=ama,BAMF,$13512 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,35879 km 2,http://blocgame.com/stats.php?id=53650,,
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,196k active personnel,65 ships,Almost Modern,12 factories,Elite,last online 5 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$13496 million,alliancestats.php?allianceid=1568,West Africa,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,74752 km 2,http://blocgame.com/stats.php?id=4816,,
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=1401,219k active personnel,2 ships,Advanced,8 factories,Elite,last online 3 hours ago,rankings.php?subregion=mes,The Federal Colonies,$13329 million,alliancestats.php?allianceid=1401,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,25953 km 2,http://blocgame.com/stats.php?id=39070,,
karkkarkia,karkkark,http://blocgame.com/alliancestats.php?allianceid=1580,331k active personnel,21 ships,Persian Gulf War surplus,13 factories,Standard,online now,rankings.php?subregion=sea,Brotherhood of Nod,$13204 million,alliancestats.php?allianceid=1580,Indochina,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,79131 km 2,http://blocgame.com/stats.php?id=52816,,
Pickles,Pickles,http://blocgame.com/alliancestats.php?allianceid=1382,53k active personnel,27 ships,Almost Modern,7 factories,Elite,last online 3 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,$13079 million,alliancestats.php?allianceid=1382,Indochina,,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,26882 km 2,http://blocgame.com/stats.php?id=42911,,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,192k active personnel,20 ships,Persian Gulf War surplus,6 factories,Good,last online 1 hours ago,rankings.php?subregion=atl,BAMF,$12974 million,alliancestats.php?allianceid=1393,Atlas,,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,31052 km 2,http://blocgame.com/stats.php?id=2570,,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,242k active personnel,26 ships,Persian Gulf War surplus,10 factories,Elite,last online 9 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$12950 million,alliancestats.php?allianceid=1580,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,63422 km 2,http://blocgame.com/stats.php?id=52906,,
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,127k active personnel,41 ships,Almost Modern,5 factories,Elite,last online 47 hours ago,rankings.php?subregion=con,BAMF,$12864 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,43180 km 2,http://blocgame.com/stats.php?id=40443,,
Gandoria,zoneguy22,http://blocgame.com/alliancestats.php?allianceid=1568,178k active personnel,31 ships,Persian Gulf War surplus,5 factories,Elite,last online 4 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$12821 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,19833 km 2,http://blocgame.com/stats.php?id=50771,339 Mbbl,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,10k active personnel,22 ships,Almost Modern,8 factories,Elite,last online 5 hours ago,rankings.php?subregion=eaf,Inter/pol/,$12751 million,alliancestats.php?allianceid=1644,East Africa,,None,http://blocgame.com/rankings.php?subregion=eaf,38992 km 2,http://blocgame.com/stats.php?id=49249,,
Slavostan,Joe Tito-Hoxha,http://blocgame.com/alliancestats.php?allianceid=1595,186k active personnel,14 ships,Almost Modern,7 factories,Elite,last online 3 hours ago,rankings.php?subregion=sea,The High Council,$12701 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,25996 km 2,http://blocgame.com/stats.php?id=48188,,
Rhod3sia,FreeMindInside,http://blocgame.com/alliancestats.php?allianceid=1568,274k active personnel,31 ships,Almost Modern,8 factories,Good,last online 5 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$12693 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,50846 km 2,http://blocgame.com/stats.php?id=52679,,
Almania,Almanich,http://blocgame.com/alliancestats.php?allianceid=1580,307k active personnel,35 ships,Almost Modern,14 factories,Good,last online 4 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$12666 million,alliancestats.php?allianceid=1580,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,37527 km 2,http://blocgame.com/stats.php?id=51725,,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,256k active personnel,31 ships,Advanced,12 factories,Standard,last online 5 hours ago,rankings.php?subregion=ara,Wreckage brothers,$12569 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,40091 km 2,http://blocgame.com/stats.php?id=52844,,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1393,216k active personnel,42 ships,Persian Gulf War surplus,9 factories,Elite,last online 2 hours ago,rankings.php?subregion=car,BAMF,$12433 million,alliancestats.php?allianceid=1393,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,,
Ceti Alpha V,J. Dax,http://blocgame.com/alliancestats.php?allianceid=1595,166k active personnel,35 ships,Persian Gulf War surplus,7 factories,Elite,last online 17 hours ago,rankings.php?subregion=car,The High Council,$12402 million,alliancestats.php?allianceid=1595,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,29426 km 2,http://blocgame.com/stats.php?id=51185,,
Large Man,LargeMan,http://blocgame.com/alliancestats.php?allianceid=1599,239k active personnel,42 ships,Persian Gulf War surplus,12 factories,Good,online now,rankings.php?subregion=egy,Wreckage brothers,$12394 million,alliancestats.php?allianceid=1599,Egypt,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,52624 km 2,http://blocgame.com/stats.php?id=52836,268 Mbbl,24 Tons
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,231k active personnel,6 ships,Vietnam War surplus,10 factories,Standard,online now,rankings.php?subregion=chi,BAMF,$12329 million,alliancestats.php?allianceid=1393,China,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=chi,35221 km 2,http://blocgame.com/stats.php?id=56203,225 Mbbl,
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,198k active personnel,28 ships,Almost Modern,8 factories,Good,last online 4 hours ago,rankings.php?subregion=pac,BAMF,$12226 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,178k active personnel,41 ships,Almost Modern,7 factories,Elite,last online 4 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$12195 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,45053 km 2,http://blocgame.com/stats.php?id=40579,,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,98k active personnel,16 ships,Persian Gulf War surplus,3 factories,Elite,online now,rankings.php?subregion=ind,Wreckage brothers,$12032 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,18326 km 2,http://blocgame.com/stats.php?id=45936,,
Versail,Chairman,http://blocgame.com/alliancestats.php?allianceid=1644,9k active personnel,3 ships,Persian Gulf War surplus,4 factories,Elite,last online 3 hours ago,rankings.php?subregion=car,Inter/pol/,$11978 million,alliancestats.php?allianceid=1644,Caribbean,Untapped,Large,http://blocgame.com/rankings.php?subregion=car,20416 km 2,http://blocgame.com/stats.php?id=45646,,
Kersumsos,Kersumsos,http://blocgame.com/alliancestats.php?allianceid=1393,198k active personnel,52 ships,Almost Modern,16 factories,Good,last online 5 hours ago,rankings.php?subregion=chi,BAMF,$11955 million,alliancestats.php?allianceid=1393,China,Near Depletion,Powerful,http://blocgame.com/rankings.php?subregion=chi,92602 km 2,http://blocgame.com/stats.php?id=46317,,
Burlap,Stan Flightplan,http://blocgame.com/alliancestats.php?allianceid=1393,69k active personnel,12 ships,Almost Modern,5 factories,Good,last online 5 hours ago,rankings.php?subregion=sub,BAMF,$11954 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,22699 km 2,http://blocgame.com/stats.php?id=54579,,
durkastan,ned kelly,http://blocgame.com/alliancestats.php?allianceid=1580,221k active personnel,46 ships,Persian Gulf War surplus,20 factories,Good,last online 1 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$11954 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,121422 km 2,http://blocgame.com/stats.php?id=40488,,
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,264k active personnel,41 ships,Persian Gulf War surplus,10 factories,Elite,last online 6 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$11948 million,alliancestats.php?allianceid=1580,Pacific Rim,,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,53147 km 2,http://blocgame.com/stats.php?id=35958,,
