country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,uranium,oil_reserves,reactor
Boletaria,Geralt Dayne,http://blocgame.com/alliancestats.php?allianceid=1644,85k active personnel,11 ships,Vietnam War surplus,Gandhi-like,6 factories,Poor,last online 22 hours ago,rankings.php?subregion=chi,Inter/pol/,$2556 million,alliancestats.php?allianceid=1644,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31993 km 2,http://blocgame.com/stats.php?id=56664,,,
Bokerses,Kimbercolt,,115k active personnel,1 ships,Korean War surplus,Gandhi-like,6 factories,Good,last online 70 hours ago,rankings.php?subregion=egy,,$2658 million,,Egypt,Untapped,Small,http://blocgame.com/rankings.php?subregion=egy,35055 km 2,http://blocgame.com/stats.php?id=60634,,4077 Mbbl,
Jerung Hantu,Syark Land,http://blocgame.com/alliancestats.php?allianceid=1899,19k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 21 hours ago,rankings.php?subregion=ind,ASEANG,$2653 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60505,,,
Krovator Land,Kassim Fuentes,http://blocgame.com/alliancestats.php?allianceid=1595,22k active personnel,2 ships,Second World War surplus,Good,2 factories,Good,last online 12 hours ago,rankings.php?subregion=car,The High Council,$2631 million,alliancestats.php?allianceid=1595,Caribbean,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=car,33832 km 2,http://blocgame.com/stats.php?id=60722,,588 Mbbl,
joshyria,joshuagollaher,http://blocgame.com/alliancestats.php?allianceid=1393,5k active personnel,2 ships,Second World War surplus,Questionable,2 factories,Poor,last online 152 hours ago,rankings.php?subregion=atl,BAMF,$2529 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Small,http://blocgame.com/rankings.php?subregion=atl,9452 km 2,http://blocgame.com/stats.php?id=58162,,,
Esmair,muffjin,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,33 ships,Persian Gulf War surplus,Gandhi-like,4 factories,Good,last online 11 hours ago,rankings.php?subregion=sea,BAMF,$2519 million,alliancestats.php?allianceid=1393,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,34026 km 2,http://blocgame.com/stats.php?id=40882,,,
Cumbag,Ginger_Ale70-1,http://blocgame.com/alliancestats.php?allianceid=1835,5k active personnel,-1 ships,Second World War surplus,Isolated,3 factories,Elite,last online 3 hours ago,rankings.php?subregion=ara,SPQR,$2090 million,alliancestats.php?allianceid=1835,Arabia,,None,http://blocgame.com/rankings.php?subregion=ara,11382 km 2,http://blocgame.com/stats.php?id=59123,,,
Cebrene,Ares,http://blocgame.com/alliancestats.php?allianceid=1580,4k active personnel,0 ships,Second World War surplus,Questionable,None,Undisciplined Rabble,last online 27 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,$2480 million,alliancestats.php?allianceid=1580,Egypt,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=egy,5254 km 2,http://blocgame.com/stats.php?id=50488,,2876 Mbbl,
Umen,Sheih Bahar Radzinow,http://blocgame.com/alliancestats.php?allianceid=1595,86k active personnel,10 ships,Korean War surplus,Questionable,3 factories,Good,last online 72 hours ago,rankings.php?subregion=egy,The High Council,$2456 million,alliancestats.php?allianceid=1595,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,28858 km 2,http://blocgame.com/stats.php?id=59300,,14453 Mbbl,
Minmatarr,PapaSanJianSun,http://blocgame.com/alliancestats.php?allianceid=1950,3k active personnel,1 ships,Second World War surplus,Pariah,2 factories,Good,last online 26 hours ago,rankings.php?subregion=pac,TEST Alliance,$2427 million,alliancestats.php?allianceid=1950,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,7076 km 2,http://blocgame.com/stats.php?id=59483,,,
Gajah Mati,ayyub,http://blocgame.com/alliancestats.php?allianceid=1899,34k active personnel,2 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 108 hours ago,rankings.php?subregion=ind,ASEANG,$2574 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60540,,,
JK,Lavey,http://blocgame.com/alliancestats.php?allianceid=1580,0k active personnel,0 ships,First World War surplus,Questionable,1 factory,Undisciplined Rabble,last online 147 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$2445 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,11345 km 2,http://blocgame.com/stats.php?id=58602,,2210 Mbbl,
Tanah Malaya,Syahmi1089,http://blocgame.com/alliancestats.php?allianceid=1899,95k active personnel,8 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,rankings.php?subregion=ind,ASEANG,$2521 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=ind,32351 km 2,http://blocgame.com/stats.php?id=60385,,157 Mbbl,
yeeeet,yoloswaggins,,4k active personnel,0 ships,Second World War surplus,Questionable,2 factories,Good,last online 59 hours ago,rankings.php?subregion=egy,,$2450 million,,Egypt,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=egy,15720 km 2,http://blocgame.com/stats.php?id=59818,,2170 Mbbl,
sandakania,Ryan Kentang,http://blocgame.com/alliancestats.php?allianceid=1899,244k active personnel,9 ships,Second World War surplus,Gandhi-like,5 factories,Standard,last online 8 hours ago,rankings.php?subregion=ind,ASEANG,$2508 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,33124 km 2,http://blocgame.com/stats.php?id=60600,,,
NousAllons,SolomonSpade,http://blocgame.com/alliancestats.php?allianceid=1644,102k active personnel,5 ships,Korean War surplus,Good,4 factories,Good,last online 1 hours ago,rankings.php?subregion=mes,Inter/pol/,$2344 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,18945 km 2,http://blocgame.com/stats.php?id=58836,,,
Seinlandia,CosKramer,http://blocgame.com/alliancestats.php?allianceid=1595,70k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 2 hours ago,rankings.php?subregion=mex,The High Council,$2507 million,alliancestats.php?allianceid=1595,Mesoamerica,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=mex,30424 km 2,http://blocgame.com/stats.php?id=50309,,257 Mbbl,
Chicken&Chips,Dave Miles,http://blocgame.com/alliancestats.php?allianceid=1393,6k active personnel,1 ships,Korean War surplus,Gandhi-like,4 factories,Undisciplined Rabble,last online 8 hours ago,rankings.php?subregion=chi,BAMF,$2551 million,alliancestats.php?allianceid=1393,China,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=chi,38556 km 2,http://blocgame.com/stats.php?id=60847,,229 Mbbl,
Leoniaal,Depar,,5k active personnel,5 ships,First World War surplus,Questionable,3 factories,Standard,last online 23 hours ago,rankings.php?subregion=ara,,$1991 million,,Arabia,,None,http://blocgame.com/rankings.php?subregion=ara,10557 km 2,http://blocgame.com/stats.php?id=59619,,,
Pohon Beringin,iwanteben,http://blocgame.com/alliancestats.php?allianceid=1899,30k active personnel,4 ships,First World War surplus,Gandhi-like,3 factories,Elite,last online 117 hours ago,rankings.php?subregion=ind,ASEANG,$2485 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,20588 km 2,http://blocgame.com/stats.php?id=60744,,,
Malaysiastan,Pussiepounder,http://blocgame.com/alliancestats.php?allianceid=1580,83k active personnel,6 ships,Second World War surplus,Angelic,5 factories,Elite,last online 7 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$2726 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,51387 km 2,http://blocgame.com/stats.php?id=60911,,,
songsing,grace,http://blocgame.com/alliancestats.php?allianceid=1644,81k active personnel,5 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 100 hours ago,rankings.php?subregion=pac,Inter/pol/,$2397 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=pac,28653 km 2,http://blocgame.com/stats.php?id=60074,,,
Kedahan,Farhan,http://blocgame.com/alliancestats.php?allianceid=1899,50k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,rankings.php?subregion=ind,ASEANG,$2453 million,alliancestats.php?allianceid=1899,East Indies,Plentiful,Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60758,,316 Mbbl,5%
Aminia,WashNats,http://blocgame.com/alliancestats.php?allianceid=1393,45k active personnel,5 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 81 hours ago,rankings.php?subregion=car,BAMF,$2391 million,alliancestats.php?allianceid=1393,Caribbean,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=car,41958 km 2,http://blocgame.com/stats.php?id=59913,,,
Nueva Asia,Franco C. Manrique,http://blocgame.com/alliancestats.php?allianceid=1393,141k active personnel,5 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 15 hours ago,rankings.php?subregion=ara,BAMF,$2295 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,30903 km 2,http://blocgame.com/stats.php?id=60216,,9602 Mbbl,
Ublackistan,Ublackistan,http://blocgame.com/alliancestats.php?allianceid=1952,1k active personnel,6 ships,Second World War surplus,Pariah,3 factories,Undisciplined Rabble,last online 2 hours ago,rankings.php?subregion=per,The Eastern Sea,$2332 million,alliancestats.php?allianceid=1952,Persia,Near Depletion,None,http://blocgame.com/rankings.php?subregion=per,19822 km 2,http://blocgame.com/stats.php?id=59756,,3576 Mbbl,
Malaya Empire,EmperorAiman,http://blocgame.com/alliancestats.php?allianceid=1899,25k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 4 hours ago,rankings.php?subregion=ind,ASEANG,$2407 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60499,,,
Amazona,KarloSpa,,7k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 108 hours ago,rankings.php?subregion=ama,,$2406 million,,Amazonia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ama,21762 km 2,http://blocgame.com/stats.php?id=59861,,,
Kongasi,Din Diallo,http://blocgame.com/alliancestats.php?allianceid=1580,23k active personnel,3 ships,Second World War surplus,Angelic,2 factories,Elite,last online 95 hours ago,rankings.php?subregion=congo,Brotherhood of Nod,$2385 million,alliancestats.php?allianceid=1580,Congo,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=congo,11776 km 2,http://blocgame.com/stats.php?id=58832,,,
Sloth,Speedwardo,http://blocgame.com/alliancestats.php?allianceid=1576,6k active personnel,5 ships,Korean War surplus,Questionable,3 factories,Poor,last online 131 hours ago,rankings.php?subregion=eaf,The Last Phoenix,$2270 million,alliancestats.php?allianceid=1576,East Africa,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=eaf,5275 km 2,http://blocgame.com/stats.php?id=56328,,,
Russophia,Mikhail Putin,http://blocgame.com/alliancestats.php?allianceid=1568,9k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$1853 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,523 km 2,http://blocgame.com/stats.php?id=54426,,10934 Mbbl,
Cecoe,JamesK,,4k active personnel,0 ships,Second World War surplus,Questionable,None,Standard,last online 185 hours ago,rankings.php?subregion=con,,$2249 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,3545 km 2,http://blocgame.com/stats.php?id=57441,,,
Tanus,Hoovytaurus,http://blocgame.com/alliancestats.php?allianceid=1568,71k active personnel,0 ships,Second World War surplus,Nice,4 factories,Elite,last online 1 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$2354 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=car,37048 km 2,http://blocgame.com/stats.php?id=61059,,235 Mbbl,
Sana,twiceleader,http://blocgame.com/alliancestats.php?allianceid=1393,66k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 34 hours ago,rankings.php?subregion=chi,BAMF,$2320 million,alliancestats.php?allianceid=1393,China,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=chi,15692 km 2,http://blocgame.com/stats.php?id=60262,1 Tons,,
Grathalandia,GoodGuy447,,4k active personnel,0 ships,First World War surplus,Questionable,1 factory,Poor,last online 189 hours ago,rankings.php?subregion=per,,$2231 million,,Persia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=per,11009 km 2,http://blocgame.com/stats.php?id=60131,,1424 Mbbl,
ECPF,Schaapjoch,http://blocgame.com/alliancestats.php?allianceid=1595,64k active personnel,7 ships,Second World War surplus,Questionable,4 factories,Elite,last online 9 hours ago,rankings.php?subregion=eaf,The High Council,$2225 million,alliancestats.php?allianceid=1595,East Africa,,Large,http://blocgame.com/rankings.php?subregion=eaf,20573 km 2,http://blocgame.com/stats.php?id=60194,,237 Mbbl,
Malayland,saddamhusain,http://blocgame.com/alliancestats.php?allianceid=1899,22k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,rankings.php?subregion=ind,ASEANG,$2305 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Small,http://blocgame.com/rankings.php?subregion=ind,23571 km 2,http://blocgame.com/stats.php?id=60594,,724 Mbbl,
Akhlaken,GaGaK,http://blocgame.com/alliancestats.php?allianceid=1899,41k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Good,online now,rankings.php?subregion=ind,ASEANG,$2282 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,20803 km 2,http://blocgame.com/stats.php?id=60346,,,
Irillym,Vrhythmikz,http://blocgame.com/alliancestats.php?allianceid=1889,27k active personnel,2 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 5 hours ago,rankings.php?subregion=per,DOOP,$2238 million,alliancestats.php?allianceid=1889,Persia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=per,17205 km 2,http://blocgame.com/stats.php?id=60133,,,
Kumpa,roaraxes,,19k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Poor,last online 88 hours ago,rankings.php?subregion=sea,,$2283 million,,Indochina,Untapped,Large,http://blocgame.com/rankings.php?subregion=sea,25619 km 2,http://blocgame.com/stats.php?id=60792,,191 Mbbl,
U.S.S.P.R,Commissar_Potato,http://blocgame.com/alliancestats.php?allianceid=1393,60k active personnel,2 ships,Second World War surplus,Angelic,3 factories,Undisciplined Rabble,last online 13 hours ago,rankings.php?subregion=pac,BAMF,$2092 million,alliancestats.php?allianceid=1393,Pacific Rim,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=pac,29241 km 2,http://blocgame.com/stats.php?id=60172,,,
Nuketown,Blobby78,http://blocgame.com/alliancestats.php?allianceid=1595,43k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,rankings.php?subregion=egy,The High Council,$2713 million,alliancestats.php?allianceid=1595,Egypt,Near Depletion,Powerful,http://blocgame.com/rankings.php?subregion=egy,13010 km 2,http://blocgame.com/stats.php?id=59614,,7613 Mbbl,
Kanto,savage,http://blocgame.com/alliancestats.php?allianceid=1393,79k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 4 hours ago,rankings.php?subregion=sea,BAMF,$2134 million,alliancestats.php?allianceid=1393,Indochina,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=sea,19965 km 2,http://blocgame.com/stats.php?id=46050,,,
Magna Bonom,Krull,http://blocgame.com/alliancestats.php?allianceid=1580,158k active personnel,20 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 9 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,$2159 million,alliancestats.php?allianceid=1580,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,43027 km 2,http://blocgame.com/stats.php?id=59435,,5497 Mbbl,
RATHKEALE,Rathkeale,,9k active personnel,1 ships,Korean War surplus,Gandhi-like,None,Elite,last online 52 hours ago,rankings.php?subregion=mes,,$2229 million,,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,553 km 2,http://blocgame.com/stats.php?id=55636,1 Tons,2408 Mbbl,
Infernistan,Inferno JR,http://blocgame.com/alliancestats.php?allianceid=1932,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 11 hours ago,rankings.php?subregion=egy,African Socialism,$2225 million,alliancestats.php?allianceid=1932,Egypt,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=egy,22985 km 2,http://blocgame.com/stats.php?id=60304,,1369 Mbbl,
West Congo,Warlord Hito,http://blocgame.com/alliancestats.php?allianceid=1761,3k active personnel,0 ships,First World War surplus,Angelic,1 factory,Undisciplined Rabble,last online 113 hours ago,rankings.php?subregion=waf,Eastern Bloc,$2129 million,alliancestats.php?allianceid=1761,West Africa,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=waf,6435 km 2,http://blocgame.com/stats.php?id=57548,,,
kasturi,mt.lekiu,http://blocgame.com/alliancestats.php?allianceid=1899,20k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 10 hours ago,rankings.php?subregion=ind,ASEANG,$2208 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,16439 km 2,http://blocgame.com/stats.php?id=60887,,268 Mbbl,
RiveraZ,Tuan Muda RayyaN,http://blocgame.com/alliancestats.php?allianceid=1899,16k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 158 hours ago,rankings.php?subregion=ind,ASEANG,$2207 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20200 km 2,http://blocgame.com/stats.php?id=60849,,,
Mother America,Benners88,http://blocgame.com/alliancestats.php?allianceid=1595,31k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 4 hours ago,rankings.php?subregion=car,The High Council,$2184 million,alliancestats.php?allianceid=1595,Caribbean,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=60243,,132 Mbbl,
Fliyt-Plann,See-Ay Yeeh,http://blocgame.com/alliancestats.php?allianceid=1599,49k active personnel,6 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 11 hours ago,rankings.php?subregion=gui,Wreckage brothers,$2189 million,alliancestats.php?allianceid=1599,Guinea,,Large,http://blocgame.com/rankings.php?subregion=gui,20000 km 2,http://blocgame.com/stats.php?id=60953,,,
Suntat,lordhackers,http://blocgame.com/alliancestats.php?allianceid=1418,0k active personnel,0 ships,Second World War surplus,Nice,2 factories,Elite,last online 15 hours ago,rankings.php?subregion=sea,Asian Alliance,$2091 million,alliancestats.php?allianceid=1418,Indochina,Near Depletion,None,http://blocgame.com/rankings.php?subregion=sea,13766 km 2,http://blocgame.com/stats.php?id=60546,,,
Kesatuan lipan,Lipantidur,http://blocgame.com/alliancestats.php?allianceid=1899,33k active personnel,0 ships,First World War surplus,Gandhi-like,3 factories,Good,last online 7 hours ago,rankings.php?subregion=ind,ASEANG,$2160 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,22850 km 2,http://blocgame.com/stats.php?id=60459,,,
Malayo,Syafiq_mohd,http://blocgame.com/alliancestats.php?allianceid=1899,55k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 31 hours ago,rankings.php?subregion=ind,ASEANG,$2146 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,24035 km 2,http://blocgame.com/stats.php?id=60631,,184 Mbbl,
Markoviakia,Luako,http://blocgame.com/alliancestats.php?allianceid=1393,3k active personnel,0 ships,Korean War surplus,Good,1 factory,Undisciplined Rabble,last online 36 hours ago,rankings.php?subregion=waf,BAMF,$2034 million,alliancestats.php?allianceid=1393,West Africa,,None,http://blocgame.com/rankings.php?subregion=waf,5310 km 2,http://blocgame.com/stats.php?id=57239,,,
FaREiQ,fareiq,http://blocgame.com/alliancestats.php?allianceid=1899,46k active personnel,0 ships,First World War surplus,Isolated,4 factories,Standard,last online 18 hours ago,rankings.php?subregion=ind,ASEANG,$2114 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,28221 km 2,http://blocgame.com/stats.php?id=60369,,,
bakhang,cukobi,http://blocgame.com/alliancestats.php?allianceid=1899,55k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 11 hours ago,rankings.php?subregion=ind,ASEANG,$2102 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60485,,,
Banecat nation,Banecat,http://blocgame.com/alliancestats.php?allianceid=1644,79k active personnel,3 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 72 hours ago,rankings.php?subregion=waf,Inter/pol/,$2098 million,alliancestats.php?allianceid=1644,West Africa,Untapped,Large,http://blocgame.com/rankings.php?subregion=waf,22722 km 2,http://blocgame.com/stats.php?id=60248,,226 Mbbl,
Guild,The Journeyman,http://blocgame.com/alliancestats.php?allianceid=1616,4k active personnel,0 ships,Korean War surplus,Good,3 factories,Standard,last online 72 hours ago,rankings.php?subregion=mes,None,$2028 million,alliancestats.php?allianceid=1616,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,7175 km 2,http://blocgame.com/stats.php?id=56325,,,
The Jar,Mr.Pickles,http://blocgame.com/alliancestats.php?allianceid=1382,9k active personnel,0 ships,Second World War surplus,Normal,2 factories,Elite,last online 2 hours ago,rankings.php?subregion=gui,Non-Aligned Movement,$1939 million,alliancestats.php?allianceid=1382,Guinea,Near Depletion,None,http://blocgame.com/rankings.php?subregion=gui,22977 km 2,http://blocgame.com/stats.php?id=60355,,2177 Mbbl,
Spartan lsnd,Josepgreen,,13k active personnel,3 ships,Second World War surplus,Good,3 factories,Elite,last online 9 hours ago,rankings.php?subregion=atl,,$2058 million,,Atlas,,Small,http://blocgame.com/rankings.php?subregion=atl,13687 km 2,http://blocgame.com/stats.php?id=59652,,4366 Mbbl,
Mortar Head,Caffan,http://blocgame.com/alliancestats.php?allianceid=1899,39k active personnel,0 ships,Second World War surplus,Nice,2 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,ASEANG,$2113 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Small,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=60583,,62 Mbbl,
mamadom,g0rilla,http://blocgame.com/alliancestats.php?allianceid=1899,98k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 6 hours ago,rankings.php?subregion=ind,ASEANG,$2026 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=ind,20229 km 2,http://blocgame.com/stats.php?id=60522,,,5%
Giant Mechs,OiledDNA,http://blocgame.com/alliancestats.php?allianceid=1418,43k active personnel,0 ships,Second World War surplus,Angelic,2 factories,Good,last online 5 hours ago,rankings.php?subregion=pac,Asian Alliance,$2083 million,alliancestats.php?allianceid=1418,Pacific Rim,Untapped,Small,http://blocgame.com/rankings.php?subregion=pac,22755 km 2,http://blocgame.com/stats.php?id=60735,,540 Mbbl,
Memnon,EosDawn,http://blocgame.com/alliancestats.php?allianceid=1402,10k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 27 hours ago,rankings.php?subregion=per,,$2086 million,alliancestats.php?allianceid=1402,Persia,Untapped,Small,http://blocgame.com/rankings.php?subregion=per,13343 km 2,http://blocgame.com/stats.php?id=50503,,3584 Mbbl,
NONG\\\'S,emjayking,http://blocgame.com/alliancestats.php?allianceid=1595,24k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 92 hours ago,rankings.php?subregion=ama,The High Council,$2052 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ama,19800 km 2,http://blocgame.com/stats.php?id=60232,,,
KINGDOMTUM,RUBAH,http://blocgame.com/alliancestats.php?allianceid=1899,106k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 16 hours ago,rankings.php?subregion=ind,ASEANG,$2002 million,alliancestats.php?allianceid=1899,East Indies,Plentiful,Large,http://blocgame.com/rankings.php?subregion=ind,27431 km 2,http://blocgame.com/stats.php?id=60784,,216 Mbbl,
staminamina,nazayie,http://blocgame.com/alliancestats.php?allianceid=1899,9k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Good,online now,rankings.php?subregion=ind,ASEANG,$1726 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=ind,16500 km 2,http://blocgame.com/stats.php?id=60523,,402 Mbbl,
Infebiousness,infebious,http://blocgame.com/alliancestats.php?allianceid=1906,99k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,rankings.php?subregion=saf,UIN,$1976 million,alliancestats.php?allianceid=1906,Southern Africa,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=saf,45723 km 2,http://blocgame.com/stats.php?id=40302,,,
Burma,Wyatt McCc,http://blocgame.com/alliancestats.php?allianceid=1401,60k active personnel,2 ships,Korean War surplus,Angelic,4 factories,Standard,last online 81 hours ago,rankings.php?subregion=ind,The Federal Colonies,$1892 million,alliancestats.php?allianceid=1401,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,20130 km 2,http://blocgame.com/stats.php?id=56151,,,
Halab,Maalik,http://blocgame.com/alliancestats.php?allianceid=1568,10k active personnel,1 ships,Korean War surplus,Good,3 factories,Elite,last online 25 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$1626 million,alliancestats.php?allianceid=1568,Mesopotamia,,None,http://blocgame.com/rankings.php?subregion=mes,21790 km 2,http://blocgame.com/stats.php?id=56839,,,
Fastistan 2.0,St. Sanic,http://blocgame.com/alliancestats.php?allianceid=1568,158k active personnel,2 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 5 hours ago,rankings.php?subregion=gui,Brotherhood of Zion,$1911 million,alliancestats.php?allianceid=1568,Guinea,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gui,51122 km 2,http://blocgame.com/stats.php?id=59029,,6118 Mbbl,
Huangdi,Xian W�ng,http://blocgame.com/alliancestats.php?allianceid=1595,95k active personnel,0 ships,Korean War surplus,Angelic,2 factories,Elite,online now,rankings.php?subregion=chi,The High Council,$1985 million,alliancestats.php?allianceid=1595,China,Plentiful,Small,http://blocgame.com/rankings.php?subregion=chi,13446 km 2,http://blocgame.com/stats.php?id=59776,,,
