country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor
Coccoladia,Ernesto Caprone,http://blocgame.com/alliancestats.php?allianceid=1401,233k active personnel,71 ships,Persian Gulf War surplus,14 factories,Standard,last online 8 hours ago,rankings.php?subregion=car,The Federal Colonies,$25222 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,27330 km 2,http://blocgame.com/stats.php?id=40289,,,
Gertralia,Guillermicus,http://blocgame.com/alliancestats.php?allianceid=1568,186k active personnel,68 ships,Persian Gulf War surplus,15 factories,Elite,last online 8 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$25300 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,34928 km 2,http://blocgame.com/stats.php?id=45604,,,
Briggs,General Armstrong,http://blocgame.com/alliancestats.php?allianceid=1568,168k active personnel,11 ships,Advanced,15 factories,Elite,last online 10 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$25386 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,34230 km 2,http://blocgame.com/stats.php?id=53442,,,
Kennethland,Kenneth,http://blocgame.com/alliancestats.php?allianceid=1568,431k active personnel,59 ships,Advanced,17 factories,Good,last online 12 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$24365 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,74296 km 2,http://blocgame.com/stats.php?id=47662,,,
German Reich,Frederick III,http://blocgame.com/alliancestats.php?allianceid=1835,234k active personnel,52 ships,Advanced,15 factories,Elite,last online 9 hours ago,rankings.php?subregion=egy,SPQR,$24471 million,alliancestats.php?allianceid=1835,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,44421 km 2,http://blocgame.com/stats.php?id=49204,1447 Mbbl,,
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,698k active personnel,76 ships,Advanced,40 factories,Standard,last online 11 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$24086 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,135519 km 2,http://blocgame.com/stats.php?id=47945,,4 Tons,
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,339k active personnel,81 ships,Almost Modern,14 factories,Elite,last online 41 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$23521 million,alliancestats.php?allianceid=1568,West Africa,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,86699 km 2,http://blocgame.com/stats.php?id=4816,,,10%
HCLI,Kasper Hekmatyar,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,38 ships,Advanced,12 factories,Elite,last online 6 hours ago,rankings.php?subregion=chi,BAMF,$23366 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,27241 km 2,http://blocgame.com/stats.php?id=46030,,,
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,285k active personnel,43 ships,Advanced,18 factories,Poor,last online 10 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$23297 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629,,3 Tons,
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,26 ships,Persian Gulf War surplus,12 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$22340 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268,,,
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,499k active personnel,13 ships,Persian Gulf War surplus,22 factories,Good,last online 15 hours ago,rankings.php?subregion=chi,BAMF,$21676 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372,,,
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=1393,440k active personnel,59 ships,Advanced,19 factories,Elite,online now,rankings.php?subregion=ama,BAMF,$21287 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,99560 km 2,http://blocgame.com/stats.php?id=45527,,,
Arsinoe,Sobek,http://blocgame.com/alliancestats.php?allianceid=1835,1036k active personnel,66 ships,Advanced,22 factories,Elite,last online 4 hours ago,rankings.php?subregion=egy,SPQR,$21162 million,alliancestats.php?allianceid=1835,Egypt,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,76898 km 2,http://blocgame.com/stats.php?id=49868,,,
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,229k active personnel,37 ships,Advanced,11 factories,Elite,last online 9 hours ago,rankings.php?subregion=mex,The Federal Colonies,$21381 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249,,,45%
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,239k active personnel,52 ships,Advanced,14 factories,Standard,last online 1 hours ago,rankings.php?subregion=ind,The Federal Colonies,$21401 million,alliancestats.php?allianceid=1401,East Indies,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,,
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,253k active personnel,51 ships,Almost Modern,10 factories,Elite,last online 1 hours ago,rankings.php?subregion=ama,The High Council,$21102 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846,,1 Tons,
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,115k active personnel,45 ships,Almost Modern,8 factories,Good,last online 5 hours ago,rankings.php?subregion=car,The Federal Colonies,$21192 million,alliancestats.php?allianceid=1401,Caribbean,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853,,,
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,399k active personnel,51 ships,Advanced,17 factories,Good,last online 11 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$20878 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440,,,
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,305k active personnel,51 ships,Persian Gulf War surplus,16 factories,Good,last online 28 hours ago,rankings.php?subregion=sub,BAMF,$19936 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,46508 km 2,http://blocgame.com/stats.php?id=49792,,,
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,100k active personnel,22 ships,Advanced,8 factories,Good,last online 17 hours ago,rankings.php?subregion=pac,The Federal Colonies,$20234 million,alliancestats.php?allianceid=1401,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,29 Mbbl,,5%
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,14 ships,Almost Modern,18 factories,Good,last online 4 hours ago,rankings.php?subregion=chi,BAMF,$20030 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,44497 km 2,http://blocgame.com/stats.php?id=56203,,,
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,238k active personnel,51 ships,Advanced,13 factories,Good,last online 14 hours ago,rankings.php?subregion=pac,BAMF,$19176 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,,,
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,275k active personnel,12 ships,Advanced,14 factories,Standard,last online 3 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$19090 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,65193 km 2,http://blocgame.com/stats.php?id=56860,,,
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,74k active personnel,0 ships,Advanced,13 factories,Elite,online now,rankings.php?subregion=car,The Federal Colonies,$18915 million,alliancestats.php?allianceid=1401,Caribbean,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=car,45065 km 2,http://blocgame.com/stats.php?id=44573,,,
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,499k active personnel,18 ships,Persian Gulf War surplus,22 factories,Good,last online 15 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$18609 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,,1 Tons,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,175k active personnel,31 ships,Persian Gulf War surplus,9 factories,Good,last online 3 hours ago,rankings.php?subregion=ama,BAMF,$18432 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650,,,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,279k active personnel,34 ships,Persian Gulf War surplus,18 factories,Good,last online 7 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$18437 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,103286 km 2,http://blocgame.com/stats.php?id=49526,,1 Tons,
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1393,233k active personnel,60 ships,Advanced,19 factories,Good,last online 7 hours ago,rankings.php?subregion=waf,BAMF,$18403 million,alliancestats.php?allianceid=1393,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,106871 km 2,http://blocgame.com/stats.php?id=44479,,,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,321k active personnel,55 ships,Advanced,15 factories,Undisciplined Rabble,last online 9 hours ago,rankings.php?subregion=per,Inter/pol/,$18121 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,87765 km 2,http://blocgame.com/stats.php?id=54220,,,
Fapman,Fapman,http://blocgame.com/alliancestats.php?allianceid=1393,275k active personnel,49 ships,Advanced,15 factories,Good,last online 44 hours ago,rankings.php?subregion=ara,BAMF,$18173 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,93456 km 2,http://blocgame.com/stats.php?id=53748,4874 Mbbl,,
Robots,stormbot28,http://blocgame.com/alliancestats.php?allianceid=1599,123k active personnel,31 ships,Almost Modern,11 factories,Elite,last online 7 hours ago,rankings.php?subregion=car,Wreckage brothers,$16317 million,alliancestats.php?allianceid=1599,Caribbean,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=car,55959 km 2,http://blocgame.com/stats.php?id=40242,,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,235k active personnel,51 ships,Persian Gulf War surplus,10 factories,Elite,last online 57 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$17600 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,53322 km 2,http://blocgame.com/stats.php?id=40579,,,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,28 ships,Persian Gulf War surplus,11 factories,Elite,last online 2 hours ago,rankings.php?subregion=mes,BAMF,$17588 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,24759 km 2,http://blocgame.com/stats.php?id=49652,,,
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,518k active personnel,72 ships,Advanced,15 factories,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,$16919 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,122025 km 2,http://blocgame.com/stats.php?id=52362,,19 Tons,
Tyrantia,Malakal,http://blocgame.com/alliancestats.php?allianceid=1595,480k active personnel,51 ships,Persian Gulf War surplus,15 factories,Standard,last online 6 hours ago,rankings.php?subregion=ind,The High Council,$16710 million,alliancestats.php?allianceid=1595,East Indies,,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,63676 km 2,http://blocgame.com/stats.php?id=40238,,4 Tons,
Iwasaki,Saeka Nogushi,http://blocgame.com/alliancestats.php?allianceid=1393,198k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,online now,rankings.php?subregion=pac,BAMF,$16749 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,49696 km 2,http://blocgame.com/stats.php?id=52235,,,
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,239k active personnel,62 ships,Persian Gulf War surplus,10 factories,Elite,online now,rankings.php?subregion=pac,BAMF,$16816 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,79555 km 2,http://blocgame.com/stats.php?id=52349,3 Mbbl,,
Potatoland,ThePotatoGuy,http://blocgame.com/alliancestats.php?allianceid=1382,199k active personnel,39 ships,Almost Modern,10 factories,Elite,last online 18 hours ago,rankings.php?subregion=car,Non-Aligned Movement,$16823 million,alliancestats.php?allianceid=1382,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,45507 km 2,http://blocgame.com/stats.php?id=53696,,,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,149k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,online now,rankings.php?subregion=per,The Federal Colonies,$16814 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914,,,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,330k active personnel,51 ships,Persian Gulf War surplus,15 factories,Elite,last online 8 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$16413 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,63487 km 2,http://blocgame.com/stats.php?id=7511,,,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,40 ships,Persian Gulf War surplus,9 factories,Elite,last online 6 hours ago,rankings.php?subregion=ara,BAMF,$16557 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,7545 Mbbl,,
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,139k active personnel,53 ships,Persian Gulf War surplus,5 factories,Elite,last online 1 hours ago,rankings.php?subregion=con,BAMF,$16442 million,alliancestats.php?allianceid=1393,Southern Cone,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=con,41481 km 2,http://blocgame.com/stats.php?id=40443,,,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,227k active personnel,41 ships,Persian Gulf War surplus,10 factories,Poor,last online 154 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$16422 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,64978 km 2,http://blocgame.com/stats.php?id=52906,1781 Mbbl,,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,198k active personnel,60 ships,Persian Gulf War surplus,13 factories,Standard,last online 10 hours ago,rankings.php?subregion=per,The Federal Colonies,$16454 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,37998 km 2,http://blocgame.com/stats.php?id=40311,1876 Mbbl,,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,28 ships,Persian Gulf War surplus,12 factories,Standard,last online 12 hours ago,rankings.php?subregion=chi,BAMF,$16342 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,280 Mbbl,,
Kajima,Angelus,http://blocgame.com/alliancestats.php?allianceid=1580,258k active personnel,26 ships,Almost Modern,14 factories,Elite,last online 11 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$16304 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48262 km 2,http://blocgame.com/stats.php?id=46908,,,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,219k active personnel,16 ships,Persian Gulf War surplus,8 factories,Good,last online 25 hours ago,rankings.php?subregion=ara,BAMF,$15906 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,44239 km 2,http://blocgame.com/stats.php?id=39037,1505 Mbbl,,
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,319k active personnel,51 ships,Advanced,17 factories,Elite,last online 1 hours ago,rankings.php?subregion=ara,BAMF,$15854 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,85841 km 2,http://blocgame.com/stats.php?id=43351,4770 Mbbl,,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,190k active personnel,25 ships,Persian Gulf War surplus,8 factories,Good,last online 3 hours ago,rankings.php?subregion=eaf,Inter/pol/,$15809 million,alliancestats.php?allianceid=1644,East Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,35402 km 2,http://blocgame.com/stats.php?id=49249,,1 Tons,
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,286k active personnel,43 ships,Persian Gulf War surplus,12 factories,Standard,last online 49 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$15365 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,62446 km 2,http://blocgame.com/stats.php?id=35958,,,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,326k active personnel,59 ships,Advanced,14 factories,Undisciplined Rabble,online now,rankings.php?subregion=ara,Wreckage brothers,$15154 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,40091 km 2,http://blocgame.com/stats.php?id=52844,1303 Mbbl,,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1835,279k active personnel,52 ships,Persian Gulf War surplus,10 factories,Good,last online 2 hours ago,rankings.php?subregion=car,SPQR,$15200 million,alliancestats.php?allianceid=1835,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,,,
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,234k active personnel,24 ships,Persian Gulf War surplus,9 factories,Good,last online 1 hours ago,rankings.php?subregion=chi,Wreckage brothers,$15090 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31809 km 2,http://blocgame.com/stats.php?id=39065,,,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,36 ships,Persian Gulf War surplus,6 factories,Good,last online 18 hours ago,rankings.php?subregion=atl,BAMF,$15110 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,30742 km 2,http://blocgame.com/stats.php?id=2570,7811 Mbbl,,5%
bro dude,guy man,http://blocgame.com/alliancestats.php?allianceid=1568,228k active personnel,38 ships,Almost Modern,11 factories,Elite,last online 41 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$15017 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,56539 km 2,http://blocgame.com/stats.php?id=49465,,,
QonoS,Tmonsta,http://blocgame.com/alliancestats.php?allianceid=1595,244k active personnel,34 ships,Persian Gulf War surplus,11 factories,Good,online now,rankings.php?subregion=chi,The High Council,$14853 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,34576 km 2,http://blocgame.com/stats.php?id=44539,,2 Tons,30%
South Grestin,Haenel,http://blocgame.com/alliancestats.php?allianceid=1580,99k active personnel,30 ships,Persian Gulf War surplus,8 factories,Elite,last online 41 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$14655 million,alliancestats.php?allianceid=1580,Indochina,Depleted,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,33487 km 2,http://blocgame.com/stats.php?id=46163,,,5%
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,198k active personnel,33 ships,Almost Modern,8 factories,Good,last online 6 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$14761 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275,,,
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,224k active personnel,28 ships,Persian Gulf War surplus,10 factories,Good,last online 10 hours ago,rankings.php?subregion=pac,BAMF,$14792 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,,
OnlyJuanOvue,BigGuyBane,http://blocgame.com/alliancestats.php?allianceid=1599,211k active personnel,54 ships,Persian Gulf War surplus,13 factories,Elite,last online 6 hours ago,rankings.php?subregion=ara,Wreckage brothers,$14798 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,69726 km 2,http://blocgame.com/stats.php?id=52889,1558 Mbbl,,
durkastan,ned kelly,http://blocgame.com/alliancestats.php?allianceid=1580,238k active personnel,71 ships,Persian Gulf War surplus,23 factories,Elite,last online 3 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$14198 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,123989 km 2,http://blocgame.com/stats.php?id=40488,3964 Mbbl,,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,158k active personnel,15 ships,Persian Gulf War surplus,5 factories,Good,last online 2 hours ago,rankings.php?subregion=ind,Wreckage brothers,$14288 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,,
