country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_prod,oil_reserves,uranium,reactor
Molfrika,McMol,http://blocgame.com/alliancestats.php?allianceid=1580,80k active personnel,8 ships,Second World War surplus,Gandhi-like,5 factories,Elite,last online 145 hours ago,rankings.php?subregion=ama,Brotherhood of Nod,23 Hundred Tons per month,$6636 million,alliancestats.php?allianceid=1580,Amazonia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ama,44132 km 2,http://blocgame.com/stats.php?id=60920,21 Mbbl per month,,,5%
Marijuana,Weed is Good the III,http://blocgame.com/alliancestats.php?allianceid=1580,150k active personnel,13 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 13 hours ago,rankings.php?subregion=car,Brotherhood of Nod,43 Hundred Tons per month,$6610 million,alliancestats.php?allianceid=1580,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,32204 km 2,http://blocgame.com/stats.php?id=56663,22 Mbbl per month,,,
Horgrif,roxim teaga,http://blocgame.com/alliancestats.php?allianceid=1568,77k active personnel,1 ships,Almost Modern,Gandhi-like,4 factories,Good,last online 109 hours ago,rankings.php?subregion=ama,Brotherhood of Zion,15 Hundred Tons per month,$6575 million,alliancestats.php?allianceid=1568,Amazonia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ama,24126 km 2,http://blocgame.com/stats.php?id=55571,6 Mbbl per month,116 Mbbl,,
Reikland,Karl-Franz I,http://blocgame.com/alliancestats.php?allianceid=1595,114k active personnel,20 ships,Vietnam War surplus,Gandhi-like,3 factories,Good,online now,rankings.php?subregion=per,The High Council,12 Hundred Tons per month,$6545 million,alliancestats.php?allianceid=1595,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,16172 km 2,http://blocgame.com/stats.php?id=58781,14 Mbbl per month,6157 Mbbl,,
Rattown,Furfag Commanding,http://blocgame.com/alliancestats.php?allianceid=1393,501k active personnel,77 ships,Advanced,Gandhi-like,16 factories,Elite,last online 2 hours ago,rankings.php?subregion=mes,BAMF,61 Hundred Tons per month,$6519 million,alliancestats.php?allianceid=1393,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,94333 km 2,http://blocgame.com/stats.php?id=39062,104 Mbbl per month,,21 Tons,
Subcon,Sybalus,http://blocgame.com/alliancestats.php?allianceid=1580,89k active personnel,16 ships,Almost Modern,Gandhi-like,3 factories,Elite,online now,rankings.php?subregion=eaf,Brotherhood of Nod,9 Hundred Tons per month,$6517 million,alliancestats.php?allianceid=1580,East Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,9083 km 2,http://blocgame.com/stats.php?id=53099,9 Mbbl per month,156 Mbbl,,
Conferan,Cryptox,http://blocgame.com/alliancestats.php?allianceid=1595,182k active personnel,26 ships,Almost Modern,Normal,7 factories,Elite,last online 3 hours ago,rankings.php?subregion=ind,The High Council,15 Hundred Tons per month,$6481 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,46593 km 2,http://blocgame.com/stats.php?id=56710,9 Mbbl per month,,,
British Egypt,Montgomery,http://blocgame.com/alliancestats.php?allianceid=1393,306k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,7 factories,Good,online now,rankings.php?subregion=egy,BAMF,27 Hundred Tons per month,$6475 million,alliancestats.php?allianceid=1393,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,35356 km 2,http://blocgame.com/stats.php?id=45596,42 Mbbl per month,4514 Mbbl,,
Struckmania,War Criminal,http://blocgame.com/alliancestats.php?allianceid=1595,133k active personnel,3 ships,Korean War surplus,Gandhi-like,5 factories,Good,last online 35 hours ago,rankings.php?subregion=mes,The High Council,11 Hundred Tons per month,$6426 million,alliancestats.php?allianceid=1595,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,35579 km 2,http://blocgame.com/stats.php?id=60019,42 Mbbl per month,,,5%
Al Kebab,John Zoidberg,http://blocgame.com/alliancestats.php?allianceid=1393,125k active personnel,10 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 32 hours ago,rankings.php?subregion=mes,BAMF,15 Hundred Tons per month,$6416 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,35750 km 2,http://blocgame.com/stats.php?id=59392,25 Mbbl per month,,,
Reim,Azrael,http://blocgame.com/alliancestats.php?allianceid=1595,198k active personnel,27 ships,Almost Modern,Gandhi-like,7 factories,Good,last online 4 hours ago,rankings.php?subregion=pac,The High Council,46 Hundred Tons per month,$6402 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,39793 km 2,http://blocgame.com/stats.php?id=41073,10 Mbbl per month,,,
Kozakura,Tenrai,http://blocgame.com/alliancestats.php?allianceid=1595,118k active personnel,7 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 20 hours ago,rankings.php?subregion=pac,The High Council,30 Hundred Tons per month,$6282 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,30163 km 2,http://blocgame.com/stats.php?id=48894,19 Mbbl per month,,,
Nautique,wayneeconomist,http://blocgame.com/alliancestats.php?allianceid=1644,43k active personnel,14 ships,Almost Modern,Pariah,6 factories,Poor,last online 1 hours ago,rankings.php?subregion=sub,Inter/pol/,53 Hundred Tons per month,$6233 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,36336 km 2,http://blocgame.com/stats.php?id=58443,5 Mbbl per month,,1 Tons,
Amazonian Union,Hugo Chavez,http://blocgame.com/alliancestats.php?allianceid=1568,69k active personnel,10 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 17 hours ago,rankings.php?subregion=ama,Brotherhood of Zion,10 Hundred Tons per month,$6118 million,alliancestats.php?allianceid=1568,Amazonia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ama,17040 km 2,http://blocgame.com/stats.php?id=59377,,,,
Awesomeria,killbodies,http://blocgame.com/alliancestats.php?allianceid=1568,351k active personnel,51 ships,Almost Modern,Gandhi-like,15 factories,Elite,last online 20 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,105 Hundred Tons per month,$6103 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,80425 km 2,http://blocgame.com/stats.php?id=57755,15 Mbbl per month,,,
Etiwan,Latvu,http://blocgame.com/alliancestats.php?allianceid=1595,139k active personnel,12 ships,Korean War surplus,Gandhi-like,7 factories,Standard,online now,rankings.php?subregion=ama,The High Council,47 Hundred Tons per month,$6038 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,40628 km 2,http://blocgame.com/stats.php?id=60056,19 Mbbl per month,,,
king's landing,mannisbaratheon,http://blocgame.com/alliancestats.php?allianceid=1644,73k active personnel,24 ships,Persian Gulf War surplus,Gandhi-like,4 factories,Good,last online 20 hours ago,rankings.php?subregion=sub,Inter/pol/,11 Hundred Tons per month,$5956 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,39767 km 2,http://blocgame.com/stats.php?id=55616,10 Mbbl per month,,,
Maharashtra,Mao ze Bong,http://blocgame.com/alliancestats.php?allianceid=1393,96k active personnel,5 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 12 hours ago,rankings.php?subregion=sub,BAMF,17 Hundred Tons per month,$5924 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,33420 km 2,http://blocgame.com/stats.php?id=60180,14 Mbbl per month,208 Mbbl,,
ECPF,Schaapjoch,http://blocgame.com/alliancestats.php?allianceid=1595,42k active personnel,9 ships,Korean War surplus,Angelic,5 factories,Elite,last online 47 hours ago,rankings.php?subregion=eaf,The High Council,25 Hundred Tons per month,$5924 million,alliancestats.php?allianceid=1595,East Africa,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=eaf,26648 km 2,http://blocgame.com/stats.php?id=60194,28 Mbbl per month,,,
Waiwud Iwanem,Hasaki Enkou,http://blocgame.com/alliancestats.php?allianceid=1599,58k active personnel,9 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Good,last online 1 hours ago,rankings.php?subregion=ind,Wreckage brothers,30 Hundred Tons per month,$5923 million,alliancestats.php?allianceid=1599,East Indies,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,22802 km 2,http://blocgame.com/stats.php?id=54484,,,,
Snusers,Snuupy,http://blocgame.com/alliancestats.php?allianceid=1393,276k active personnel,20 ships,Persian Gulf War surplus,Good,25 factories,Elite,online now,rankings.php?subregion=chi,BAMF,90 Hundred Tons per month,$5906 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,145589 km 2,http://blocgame.com/stats.php?id=58336,5 Mbbl per month,29 Mbbl,,
Azhdahagate,Azhdaha_Panzer,http://blocgame.com/alliancestats.php?allianceid=1580,568k active personnel,51 ships,Advanced,Gandhi-like,28 factories,Good,last online 2 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,100 Hundred Tons per month,$5882 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,138376 km 2,http://blocgame.com/stats.php?id=52422,125 Mbbl per month,,21 Tons,
Newbish,Newbish,http://blocgame.com/alliancestats.php?allianceid=1568,131k active personnel,8 ships,Korean War surplus,Gandhi-like,5 factories,Good,last online 2 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,26 Hundred Tons per month,$5874 million,alliancestats.php?allianceid=1568,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,42011 km 2,http://blocgame.com/stats.php?id=59854,32 Mbbl per month,9788 Mbbl,,
New Nederlands,William Mohamad,http://blocgame.com/alliancestats.php?allianceid=1568,155k active personnel,11 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 3 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,10 Hundred Tons per month,$5847 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,48144 km 2,http://blocgame.com/stats.php?id=59454,50 Mbbl per month,19307 Mbbl,,
Jarhead,Jarhead99,http://blocgame.com/alliancestats.php?allianceid=1595,56k active personnel,1 ships,Korean War surplus,Angelic,2 factories,Good,last online 29 hours ago,rankings.php?subregion=ama,The High Council,20 Hundred Tons per month,$5826 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ama,16335 km 2,http://blocgame.com/stats.php?id=59874,14 Mbbl per month,,,5%
Thermonia,Aluminothermic,http://blocgame.com/alliancestats.php?allianceid=1644,185k active personnel,12 ships,Persian Gulf War surplus,Gandhi-like,7 factories,Elite,last online 1 hours ago,rankings.php?subregion=chi,Inter/pol/,25 Hundred Tons per month,$5754 million,alliancestats.php?allianceid=1644,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,22964 km 2,http://blocgame.com/stats.php?id=53567,20 Mbbl per month,,,
Kuviere,Jaywynne,http://blocgame.com/alliancestats.php?allianceid=1595,4k active personnel,11 ships,Korean War surplus,Normal,5 factories,Undisciplined Rabble,last online 97 hours ago,rankings.php?subregion=atl,The High Council,0 Hundred Tons per month,$5749 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,16863 km 2,http://blocgame.com/stats.php?id=58755,48 Mbbl per month,,,
Cena Nation WWE,John Cena of WWE,http://blocgame.com/alliancestats.php?allianceid=1644,179k active personnel,20 ships,Almost Modern,Gandhi-like,7 factories,Standard,last online 90 hours ago,rankings.php?subregion=egy,Inter/pol/,18 Hundred Tons per month,$5746 million,alliancestats.php?allianceid=1644,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,39085 km 2,http://blocgame.com/stats.php?id=55959,29 Mbbl per month,,,
Plob,plox,http://blocgame.com/alliancestats.php?allianceid=1580,199k active personnel,16 ships,Almost Modern,Gandhi-like,8 factories,Elite,last online 4 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,10 Hundred Tons per month,$5724 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,41101 km 2,http://blocgame.com/stats.php?id=58260,82 Mbbl per month,889 Mbbl,,
Clownaland,Clowny,http://blocgame.com/alliancestats.php?allianceid=1568,209k active personnel,2 ships,Advanced,Nice,7 factories,Standard,last online 7 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,21 Hundred Tons per month,$5696 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,67211 km 2,http://blocgame.com/stats.php?id=46942,5 Mbbl per month,,,
Dragon Stone,Mannis,http://blocgame.com/alliancestats.php?allianceid=1644,185k active personnel,29 ships,Persian Gulf War surplus,Gandhi-like,7 factories,Elite,last online 18 hours ago,rankings.php?subregion=sub,Inter/pol/,15 Hundred Tons per month,$5674 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,31486 km 2,http://blocgame.com/stats.php?id=54852,15 Mbbl per month,,,
DynamicMemes,mememan69,http://blocgame.com/alliancestats.php?allianceid=1580,158k active personnel,28 ships,Almost Modern,Gandhi-like,5 factories,Elite,last online 17 hours ago,rankings.php?subregion=saf,Brotherhood of Nod,17 Hundred Tons per month,$5621 million,alliancestats.php?allianceid=1580,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,25710 km 2,http://blocgame.com/stats.php?id=57005,11 Mbbl per month,,,5%
Tanus,Hoovytaurus,http://blocgame.com/alliancestats.php?allianceid=1568,74k active personnel,8 ships,Korean War surplus,Gandhi-like,6 factories,Elite,online now,rankings.php?subregion=car,Brotherhood of Zion,55 Hundred Tons per month,$5616 million,alliancestats.php?allianceid=1568,Caribbean,,Very Powerful,http://blocgame.com/rankings.php?subregion=car,39136 km 2,http://blocgame.com/stats.php?id=61059,15 Mbbl per month,,,
Romanovia,Dmitry Romanov,http://blocgame.com/alliancestats.php?allianceid=1393,107k active personnel,14 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 27 hours ago,rankings.php?subregion=mes,BAMF,8 Hundred Tons per month,$5605 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,28219 km 2,http://blocgame.com/stats.php?id=59571,9 Mbbl per month,1238 Mbbl,,
Sqynet,robosax,http://blocgame.com/alliancestats.php?allianceid=1568,489k active personnel,4 ships,Advanced,Angelic,8 factories,Elite,last online 6 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,61 Hundred Tons per month,$5587 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,98507 km 2,http://blocgame.com/stats.php?id=52255,25 Mbbl per month,,59 Tons,20%
Dijkstria,Wouter Dijkstra,http://blocgame.com/alliancestats.php?allianceid=1580,117k active personnel,8 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 1 hours ago,rankings.php?subregion=ama,Brotherhood of Nod,13 Hundred Tons per month,$5585 million,alliancestats.php?allianceid=1580,Amazonia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ama,37218 km 2,http://blocgame.com/stats.php?id=60835,11 Mbbl per month,,,
Nougat,Nougat Empire,,94k active personnel,11 ships,Almost Modern,Gandhi-like,3 factories,Standard,last online 27 hours ago,rankings.php?subregion=eaf,,30 Hundred Tons per month,$5567 million,,East Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,31457 km 2,http://blocgame.com/stats.php?id=51471,6 Mbbl per month,,,
woosha,blaatje,http://blocgame.com/alliancestats.php?allianceid=1644,487k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,16 factories,Standard,last online 1 hours ago,rankings.php?subregion=egy,Inter/pol/,48 Hundred Tons per month,$5541 million,alliancestats.php?allianceid=1644,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,93461 km 2,http://blocgame.com/stats.php?id=58158,101 Mbbl per month,,1 Tons,
Granola,Granola Empire,,87k active personnel,13 ships,Almost Modern,Normal,3 factories,Standard,last online 27 hours ago,rankings.php?subregion=waf,,28 Hundred Tons per month,$5512 million,,West Africa,Depleted,Large,http://blocgame.com/rankings.php?subregion=waf,18478 km 2,http://blocgame.com/stats.php?id=50172,15 Mbbl per month,,,
Nexustania,Rodger Ankle,http://blocgame.com/alliancestats.php?allianceid=1393,172k active personnel,2 ships,Vietnam War surplus,Gandhi-like,8 factories,Elite,last online 6 hours ago,rankings.php?subregion=mes,BAMF,20 Hundred Tons per month,$5510 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,55192 km 2,http://blocgame.com/stats.php?id=61345,50 Mbbl per month,,,
Geli Kurd,Rando,http://blocgame.com/alliancestats.php?allianceid=1568,218k active personnel,36 ships,Advanced,Gandhi-like,9 factories,Good,last online 129 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,35 Hundred Tons per month,$5501 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,80630 km 2,http://blocgame.com/stats.php?id=47768,70 Mbbl per month,2732 Mbbl,,
Honduras,Inferno666,http://blocgame.com/alliancestats.php?allianceid=1595,77k active personnel,9 ships,Second World War surplus,Angelic,3 factories,Good,last online 17 hours ago,rankings.php?subregion=mex,The High Council,23 Hundred Tons per month,$5462 million,alliancestats.php?allianceid=1595,Mesoamerica,Untapped,Large,http://blocgame.com/rankings.php?subregion=mex,19683 km 2,http://blocgame.com/stats.php?id=60291,13 Mbbl per month,,,
Kindred,Pendraggon,http://blocgame.com/alliancestats.php?allianceid=1644,216k active personnel,12 ships,Almost Modern,Gandhi-like,9 factories,Elite,last online 4 hours ago,rankings.php?subregion=pac,Inter/pol/,31 Hundred Tons per month,$5434 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,54201 km 2,http://blocgame.com/stats.php?id=58449,14 Mbbl per month,,,
Free Warriors,Milan Vond�ich,http://blocgame.com/alliancestats.php?allianceid=1595,69k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Standard,online now,rankings.php?subregion=saf,The High Council,5 Hundred Tons per month,$5363 million,alliancestats.php?allianceid=1595,Southern Africa,Untapped,Large,http://blocgame.com/rankings.php?subregion=saf,29080 km 2,http://blocgame.com/stats.php?id=60293,5 Mbbl per month,,,
switzerdouch,yaboimtndew,http://blocgame.com/alliancestats.php?allianceid=1595,8k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 119 hours ago,rankings.php?subregion=mex,The High Council,15 Hundred Tons per month,$5308 million,alliancestats.php?allianceid=1595,Mesoamerica,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=mex,13534 km 2,http://blocgame.com/stats.php?id=58997,10 Mbbl per month,,,
Alien Ant Farm,Smooth Criminal,http://blocgame.com/alliancestats.php?allianceid=1401,2k active personnel,11 ships,Almost Modern,Questionable,5 factories,Elite,last online 8 hours ago,rankings.php?subregion=ind,The Federal Colonies,64 Hundred Tons per month,$5296 million,alliancestats.php?allianceid=1401,East Indies,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,28342 km 2,http://blocgame.com/stats.php?id=58135,,,,
San Marcos,Calderon,http://blocgame.com/alliancestats.php?allianceid=1595,99k active personnel,11 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 73 hours ago,rankings.php?subregion=car,The High Council,13 Hundred Tons per month,$5267 million,alliancestats.php?allianceid=1595,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,37931 km 2,http://blocgame.com/stats.php?id=60158,7 Mbbl per month,,,
Ishtar,Magnus Magnus,http://blocgame.com/alliancestats.php?allianceid=1580,198k active personnel,41 ships,Almost Modern,Gandhi-like,8 factories,Elite,last online 4 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,20 Hundred Tons per month,$5262 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,29152 km 2,http://blocgame.com/stats.php?id=55882,36 Mbbl per month,,,
Romiia,The Great Tiberius III,http://blocgame.com/alliancestats.php?allianceid=1393,79k active personnel,5 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 10 hours ago,rankings.php?subregion=sub,BAMF,21 Hundred Tons per month,$5170 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=sub,31075 km 2,http://blocgame.com/stats.php?id=60242,13 Mbbl per month,168 Mbbl,,
New Vilnius,Żeligowski,http://blocgame.com/alliancestats.php?allianceid=1966,89k active personnel,13 ships,Korean War surplus,Normal,5 factories,Standard,online now,rankings.php?subregion=pac,Lithuanian Coalition,37 Hundred Tons per month,$5153 million,alliancestats.php?allianceid=1966,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,47219 km 2,http://blocgame.com/stats.php?id=61514,15 Mbbl per month,117 Mbbl,,
Maskettia,qqqqq,http://blocgame.com/alliancestats.php?allianceid=1599,2013k active personnel,52 ships,Advanced,Gandhi-like,20 factories,Good,last online 10 hours ago,rankings.php?subregion=ara,Wreckage brothers,33 Hundred Tons per month,$5128 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,75100 km 2,http://blocgame.com/stats.php?id=52872,35 Mbbl per month,,,
Selayang,mhmz89,http://blocgame.com/alliancestats.php?allianceid=1899,184k active personnel,3 ships,Korean War surplus,Gandhi-like,4 factories,Standard,last online 7 hours ago,rankings.php?subregion=ind,Aseang MMP,12 Hundred Tons per month,$5114 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,Meagre,http://blocgame.com/rankings.php?subregion=ind,29275 km 2,http://blocgame.com/stats.php?id=60642,15 Mbbl per month,137 Mbbl,,
Gillen,Gillen,http://blocgame.com/alliancestats.php?allianceid=1580,58k active personnel,0 ships,Second World War surplus,Nice,5 factories,Poor,last online 85 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,9 Hundred Tons per month,$5109 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,17027 km 2,http://blocgame.com/stats.php?id=54335,17 Mbbl per month,,,
Krovator Land,Kassim Fuentes,http://blocgame.com/alliancestats.php?allianceid=1595,51k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 25 hours ago,rankings.php?subregion=car,The High Council,16 Hundred Tons per month,$4973 million,alliancestats.php?allianceid=1595,Caribbean,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=car,33630 km 2,http://blocgame.com/stats.php?id=60722,13 Mbbl per month,440 Mbbl,,
Yummy Foods,iiruka,http://blocgame.com/alliancestats.php?allianceid=1382,419k active personnel,51 ships,Advanced,Gandhi-like,20 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,Non-Aligned Movement,150 Hundred Tons per month,$4970 million,alliancestats.php?allianceid=1382,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,123721 km 2,http://blocgame.com/stats.php?id=54376,50 Mbbl per month,,,
Shining Sun,Wladyslaw Gomulka,http://blocgame.com/alliancestats.php?allianceid=1966,76k active personnel,5 ships,Second World War surplus,Angelic,5 factories,Elite,last online 1 hours ago,rankings.php?subregion=saf,Lithuanian Coalition,39 Hundred Tons per month,$4959 million,alliancestats.php?allianceid=1966,Southern Africa,Untapped,Large,http://blocgame.com/rankings.php?subregion=saf,46901 km 2,http://blocgame.com/stats.php?id=61511,33 Mbbl per month,355 Mbbl,,
Hamshiretonland,Lord Hamshiretonburrough,http://blocgame.com/alliancestats.php?allianceid=1580,175k active personnel,11 ships,Almost Modern,Gandhi-like,7 factories,Standard,last online 22 hours ago,rankings.php?subregion=congo,Brotherhood of Nod,20 Hundred Tons per month,$4956 million,alliancestats.php?allianceid=1580,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,24870 km 2,http://blocgame.com/stats.php?id=58470,4 Mbbl per month,1092 Mbbl,,
Boomtown,Rataca1000,http://blocgame.com/alliancestats.php?allianceid=1595,144k active personnel,8 ships,Almost Modern,Nice,2 factories,Elite,last online 6 hours ago,rankings.php?subregion=chi,The High Council,1 Hundred Tons per month,$4938 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,1967 km 2,http://blocgame.com/stats.php?id=50054,2 Mbbl per month,,,
Gīlān,Kuchik Gul,http://blocgame.com/alliancestats.php?allianceid=1580,117k active personnel,-1 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 9 hours ago,rankings.php?subregion=per,Brotherhood of Nod,5 Hundred Tons per month,$4936 million,alliancestats.php?allianceid=1580,Persia,,Very Powerful,http://blocgame.com/rankings.php?subregion=per,1848 km 2,http://blocgame.com/stats.php?id=54430,3 Mbbl per month,1313 Mbbl,,
Ketroyla,Erolvant,http://blocgame.com/alliancestats.php?allianceid=1580,46k active personnel,9 ships,Vietnam War surplus,Questionable,3 factories,Poor,last online 6 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,7 Hundred Tons per month,$4910 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,15692 km 2,http://blocgame.com/stats.php?id=55951,6 Mbbl per month,,,
Jerung Hantu,Syark Land,http://blocgame.com/alliancestats.php?allianceid=1899,45k active personnel,7 ships,Korean War surplus,Angelic,3 factories,Elite,last online 5 hours ago,rankings.php?subregion=ind,Aseang MMP,9 Hundred Tons per month,$4881 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=ind,20099 km 2,http://blocgame.com/stats.php?id=60505,6 Mbbl per month,,,
Beausch�n,canadianghetto,http://blocgame.com/alliancestats.php?allianceid=1568,156k active personnel,13 ships,Vietnam War surplus,Gandhi-like,4 factories,Elite,last online 3 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,12 Hundred Tons per month,$4853 million,alliancestats.php?allianceid=1568,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,31335 km 2,http://blocgame.com/stats.php?id=59455,19 Mbbl per month,,,
Alamo,linksith,http://blocgame.com/alliancestats.php?allianceid=1595,8k active personnel,3 ships,Vietnam War surplus,Good,3 factories,Undisciplined Rabble,last online 30 hours ago,rankings.php?subregion=mes,The High Council,6 Hundred Tons per month,$4835 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,11767 km 2,http://blocgame.com/stats.php?id=40536,19 Mbbl per month,5607 Mbbl,,
