country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,uranium,oil_reserves,reactor
HCLI,Kasper Hekmatyar,http://blocgame.com/alliancestats.php?allianceid=1393,196k active personnel,28 ships,Advanced,12 factories,Good,last online 47 hours ago,rankings.php?subregion=chi,BAMF,$20365 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,27793 km 2,http://blocgame.com/stats.php?id=46030,,,
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,353k active personnel,51 ships,Advanced,17 factories,Standard,last online 5 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$20230 million,alliancestats.php?allianceid=1568,Congo,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440,,192 Mbbl,
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,433k active personnel,13 ships,Persian Gulf War surplus,19 factories,Elite,online now,rankings.php?subregion=chi,BAMF,$19762 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372,,,
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,22 ships,Persian Gulf War surplus,12 factories,Elite,online now,rankings.php?subregion=pac,Brotherhood of Nod,$19748 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268,,,
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,694k active personnel,73 ships,Advanced,35 factories,Standard,online now,rankings.php?subregion=chi,Brotherhood of Zion,$19593 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,117925 km 2,http://blocgame.com/stats.php?id=47945,4 Tons,,
Iwasaki,Saeka Nogushi,http://blocgame.com/alliancestats.php?allianceid=1393,249k active personnel,46 ships,Persian Gulf War surplus,11 factories,Elite,last online 17 hours ago,rankings.php?subregion=pac,BAMF,$19489 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,50704 km 2,http://blocgame.com/stats.php?id=52235,,,
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,279k active personnel,51 ships,Advanced,12 factories,Standard,last online 5 hours ago,rankings.php?subregion=ind,The Federal Colonies,$19003 million,alliancestats.php?allianceid=1401,East Indies,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,18 Mbbl,
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,229k active personnel,26 ships,Advanced,11 factories,Good,last online 1 hours ago,rankings.php?subregion=mex,The Federal Colonies,$18661 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249,1 Tons,,35%
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,91k active personnel,40 ships,Almost Modern,8 factories,Elite,last online 10 hours ago,rankings.php?subregion=car,The Federal Colonies,$18070 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853,,,
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,100k active personnel,11 ships,Advanced,5 factories,Elite,last online 9 hours ago,rankings.php?subregion=pac,The Federal Colonies,$17636 million,alliancestats.php?allianceid=1401,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,,420 Mbbl,5%
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,438k active personnel,18 ships,Persian Gulf War surplus,19 factories,Good,online now,rankings.php?subregion=atl,Brotherhood of Zion,$16690 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,1 Tons,,
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1835,180k active personnel,51 ships,Advanced,19 factories,Good,last online 13 hours ago,rankings.php?subregion=waf,SPQR,$16497 million,alliancestats.php?allianceid=1835,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,106871 km 2,http://blocgame.com/stats.php?id=44479,,110 Mbbl,
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,327k active personnel,65 ships,Advanced,15 factories,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,$16523 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,122025 km 2,http://blocgame.com/stats.php?id=52362,27 Tons,,
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,291k active personnel,46 ships,Persian Gulf War surplus,12 factories,Elite,last online 9 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$16328 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,61438 km 2,http://blocgame.com/stats.php?id=35958,,,
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,258k active personnel,5 ships,Almost Modern,15 factories,Poor,online now,rankings.php?subregion=chi,BAMF,$16308 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,44497 km 2,http://blocgame.com/stats.php?id=56203,,,
Death1812,Death1812,http://blocgame.com/alliancestats.php?allianceid=1576,9k active personnel,35 ships,Persian Gulf War surplus,9 factories,Standard,last online 163 hours ago,rankings.php?subregion=con,The Last Phoenix,$16228 million,alliancestats.php?allianceid=1576,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,27918 km 2,http://blocgame.com/stats.php?id=50027,,,
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,51 ships,Persian Gulf War surplus,13 factories,Good,last online 3 hours ago,rankings.php?subregion=pac,BAMF,$16170 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,,,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,197k active personnel,24 ships,Persian Gulf War surplus,10 factories,Good,last online 5 hours ago,rankings.php?subregion=mes,BAMF,$15928 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,24459 km 2,http://blocgame.com/stats.php?id=49652,1 Tons,,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,154k active personnel,20 ships,Persian Gulf War surplus,8 factories,Good,last online 4 hours ago,rankings.php?subregion=ama,BAMF,$15951 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650,,,
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,261k active personnel,0 ships,Advanced,13 factories,Standard,last online 3 hours ago,rankings.php?subregion=car,The Federal Colonies,$15846 million,alliancestats.php?allianceid=1401,Caribbean,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=car,46443 km 2,http://blocgame.com/stats.php?id=44573,,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,219k active personnel,47 ships,Almost Modern,9 factories,Elite,last online 3 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$15762 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,53322 km 2,http://blocgame.com/stats.php?id=40579,,,
Fapman,Fapman,http://blocgame.com/alliancestats.php?allianceid=1393,238k active personnel,47 ships,Persian Gulf War surplus,13 factories,Good,last online 2 hours ago,rankings.php?subregion=ara,BAMF,$15159 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,93110 km 2,http://blocgame.com/stats.php?id=53748,,4038 Mbbl,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,239k active personnel,51 ships,Persian Gulf War surplus,10 factories,Elite,last online 5 hours ago,rankings.php?subregion=per,The Federal Colonies,$14871 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914,1 Tons,,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,295k active personnel,43 ships,Persian Gulf War surplus,14 factories,Elite,last online 27 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$14611 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,63487 km 2,http://blocgame.com/stats.php?id=7511,,,
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,137k active personnel,48 ships,Persian Gulf War surplus,5 factories,Elite,last online 4 hours ago,rankings.php?subregion=con,BAMF,$14507 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,43180 km 2,http://blocgame.com/stats.php?id=40443,1 Tons,,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,8k active personnel,21 ships,Persian Gulf War surplus,15 factories,Elite,last online 2 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$14524 million,alliancestats.php?allianceid=1580,Persia,Near Depletion,Small,http://blocgame.com/rankings.php?subregion=per,103286 km 2,http://blocgame.com/stats.php?id=49526,,1731 Mbbl,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,191k active personnel,10 ships,Persian Gulf War surplus,8 factories,Elite,last online 44 hours ago,rankings.php?subregion=ara,BAMF,$14337 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,44239 km 2,http://blocgame.com/stats.php?id=39037,,3053 Mbbl,
Bih,Fidel Baneo,http://blocgame.com/alliancestats.php?allianceid=1599,352k active personnel,34 ships,Persian Gulf War surplus,12 factories,Good,last online 2 hours ago,rankings.php?subregion=mex,Wreckage brothers,$14304 million,alliancestats.php?allianceid=1599,Mesoamerica,,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,99767 km 2,http://blocgame.com/stats.php?id=53791,,,
Tyrantia,Malakal,http://blocgame.com/alliancestats.php?allianceid=1595,192k active personnel,38 ships,Persian Gulf War surplus,15 factories,Standard,online now,rankings.php?subregion=ind,The High Council,$14338 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,59667 km 2,http://blocgame.com/stats.php?id=40238,3 Tons,,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,207k active personnel,32 ships,Persian Gulf War surplus,10 factories,Elite,last online 9 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$14226 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,64978 km 2,http://blocgame.com/stats.php?id=52906,,1367 Mbbl,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,83k active personnel,22 ships,Persian Gulf War surplus,7 factories,Elite,last online 22 hours ago,rankings.php?subregion=eaf,Inter/pol/,$14151 million,alliancestats.php?allianceid=1644,East Africa,,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,35402 km 2,http://blocgame.com/stats.php?id=49249,,,
Potatoland,ThePotatoGuy,http://blocgame.com/alliancestats.php?allianceid=1382,199k active personnel,32 ships,Almost Modern,10 factories,Elite,last online 4 hours ago,rankings.php?subregion=car,Non-Aligned Movement,$14122 million,alliancestats.php?allianceid=1382,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,45507 km 2,http://blocgame.com/stats.php?id=53696,,,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,256k active personnel,41 ships,Advanced,13 factories,Undisciplined Rabble,last online 6 hours ago,rankings.php?subregion=ara,Wreckage brothers,$14030 million,alliancestats.php?allianceid=1599,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,40091 km 2,http://blocgame.com/stats.php?id=52844,,4194 Mbbl,
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,237k active personnel,12 ships,Persian Gulf War surplus,11 factories,Standard,last online 3 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$13920 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,57655 km 2,http://blocgame.com/stats.php?id=56860,,,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1393,224k active personnel,50 ships,Persian Gulf War surplus,9 factories,Good,online now,rankings.php?subregion=car,BAMF,$13866 million,alliancestats.php?allianceid=1393,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,,140 Mbbl,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,88k active personnel,27 ships,Persian Gulf War surplus,8 factories,Elite,last online 9 hours ago,rankings.php?subregion=ara,BAMF,$13752 million,alliancestats.php?allianceid=1393,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,,913 Mbbl,
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,319k active personnel,38 ships,Persian Gulf War surplus,15 factories,Elite,last online 8 hours ago,rankings.php?subregion=ara,BAMF,$13732 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,85502 km 2,http://blocgame.com/stats.php?id=43351,,4858 Mbbl,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,199k active personnel,20 ships,Almost Modern,8 factories,Good,last online 1 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$13564 million,alliancestats.php?allianceid=1568,Southern Cone,,Very Powerful,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275,,,
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,28 ships,Almost Modern,10 factories,Standard,online now,rankings.php?subregion=pac,BAMF,$13526 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,193k active personnel,30 ships,Advanced,14 factories,Elite,last online 1 hours ago,rankings.php?subregion=per,Inter/pol/,$13388 million,alliancestats.php?allianceid=1644,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,83239 km 2,http://blocgame.com/stats.php?id=54220,,,
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=1401,202k active personnel,12 ships,Advanced,8 factories,Elite,online now,rankings.php?subregion=mes,The Federal Colonies,$13275 million,alliancestats.php?allianceid=1401,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,25694 km 2,http://blocgame.com/stats.php?id=39070,,2946 Mbbl,
Kersumsos,Kersumsos,http://blocgame.com/alliancestats.php?allianceid=1393,307k active personnel,55 ships,Almost Modern,16 factories,Undisciplined Rabble,last online 11 hours ago,rankings.php?subregion=chi,BAMF,$13140 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,92823 km 2,http://blocgame.com/stats.php?id=46317,,,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,170k active personnel,51 ships,Persian Gulf War surplus,11 factories,Good,last online 8 hours ago,rankings.php?subregion=per,The Federal Colonies,$13248 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,37998 km 2,http://blocgame.com/stats.php?id=40311,,2709 Mbbl,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,23 ships,Persian Gulf War surplus,6 factories,Good,last online 13 hours ago,rankings.php?subregion=atl,BAMF,$13115 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,31052 km 2,http://blocgame.com/stats.php?id=2570,,3541 Mbbl,5%
Burlap,Stan Flightplan,http://blocgame.com/alliancestats.php?allianceid=1393,119k active personnel,19 ships,Almost Modern,5 factories,Good,last online 8 hours ago,rankings.php?subregion=sub,BAMF,$13024 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,22699 km 2,http://blocgame.com/stats.php?id=54579,,,
Almania,Almanich,http://blocgame.com/alliancestats.php?allianceid=1580,324k active personnel,36 ships,Almost Modern,16 factories,Standard,online now,rankings.php?subregion=chi,Brotherhood of Nod,$12926 million,alliancestats.php?allianceid=1580,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,37527 km 2,http://blocgame.com/stats.php?id=51725,,,
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,225k active personnel,52 ships,Almost Modern,9 factories,Elite,online now,rankings.php?subregion=pac,BAMF,$12874 million,alliancestats.php?allianceid=1393,Pacific Rim,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=pac,75422 km 2,http://blocgame.com/stats.php?id=52349,,591 Mbbl,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,142k active personnel,14 ships,Persian Gulf War surplus,5 factories,Good,last online 6 hours ago,rankings.php?subregion=ind,Wreckage brothers,$12887 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,,
Gandoria,zoneguy22,http://blocgame.com/alliancestats.php?allianceid=1568,160k active personnel,32 ships,Persian Gulf War surplus,5 factories,Elite,last online 13 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$12838 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,19833 km 2,http://blocgame.com/stats.php?id=50771,,,
