country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,uranium,region,territory,pageUrl,oil_reserves,reactor
Seinlandia,CosKramer,http://blocgame.com/alliancestats.php?allianceid=1595,70k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 18 hours ago,rankings.php?subregion=mex,The High Council,$2327 million,alliancestats.php?allianceid=1595,Mesoamerica,Plentiful,Mediocre,,http://blocgame.com/rankings.php?subregion=mex,30424 km 2,http://blocgame.com/stats.php?id=50309,293 Mbbl,
Russophia,Mikhail Putin,http://blocgame.com/alliancestats.php?allianceid=1568,50k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$2303 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Large,,http://blocgame.com/rankings.php?subregion=ara,627 km 2,http://blocgame.com/stats.php?id=54426,13120 Mbbl,
Ublackistan,Ublackistan,http://blocgame.com/alliancestats.php?allianceid=1952,1k active personnel,6 ships,Second World War surplus,Pariah,3 factories,Undisciplined Rabble,online now,rankings.php?subregion=per,The Eastern Sea,$2298 million,alliancestats.php?allianceid=1952,Persia,Near Depletion,None,,http://blocgame.com/rankings.php?subregion=per,19822 km 2,http://blocgame.com/stats.php?id=59756,3692 Mbbl,
songsing,grace,http://blocgame.com/alliancestats.php?allianceid=1644,81k active personnel,5 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 58 hours ago,rankings.php?subregion=pac,Inter/pol/,$2285 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=pac,28653 km 2,http://blocgame.com/stats.php?id=60074,,
Chicken&Chips,Dave Miles,http://blocgame.com/alliancestats.php?allianceid=1393,6k active personnel,1 ships,Korean War surplus,Gandhi-like,4 factories,Undisciplined Rabble,last online 10 hours ago,rankings.php?subregion=chi,BAMF,$2275 million,alliancestats.php?allianceid=1393,China,,Powerful,,http://blocgame.com/rankings.php?subregion=chi,38556 km 2,http://blocgame.com/stats.php?id=60847,317 Mbbl,
Aminia,WashNats,http://blocgame.com/alliancestats.php?allianceid=1393,45k active personnel,5 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 38 hours ago,rankings.php?subregion=car,BAMF,$2265 million,alliancestats.php?allianceid=1393,Caribbean,Near Depletion,Mediocre,,http://blocgame.com/rankings.php?subregion=car,41958 km 2,http://blocgame.com/stats.php?id=59913,,
Cecoe,JamesK,,6k active personnel,0 ships,Second World War surplus,Good,None,Standard,last online 143 hours ago,rankings.php?subregion=con,,$2257 million,,Southern Cone,Untapped,None,,http://blocgame.com/rankings.php?subregion=con,3545 km 2,http://blocgame.com/stats.php?id=57441,,
Pohon Beringin,iwanteben,http://blocgame.com/alliancestats.php?allianceid=1899,30k active personnel,4 ships,First World War surplus,Gandhi-like,3 factories,Elite,last online 75 hours ago,rankings.php?subregion=ind,ASEANG,$2245 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,,http://blocgame.com/rankings.php?subregion=ind,20588 km 2,http://blocgame.com/stats.php?id=60744,,
deztructions,ikillsthepussy,http://blocgame.com/alliancestats.php?allianceid=1595,10k active personnel,0 ships,First World War surplus,Gandhi-like,3 factories,Undisciplined Rabble,last online 162 hours ago,rankings.php?subregion=chi,The High Council,$2233 million,alliancestats.php?allianceid=1595,China,Untapped,Large,,http://blocgame.com/rankings.php?subregion=chi,15012 km 2,http://blocgame.com/stats.php?id=58597,,
Grathalandia,GoodGuy447,,6k active personnel,0 ships,First World War surplus,Normal,1 factory,Standard,last online 147 hours ago,rankings.php?subregion=per,,$2232 million,,Persia,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=per,11009 km 2,http://blocgame.com/stats.php?id=60131,1481 Mbbl,
Sloth,Speedwardo,http://blocgame.com/alliancestats.php?allianceid=1576,8k active personnel,5 ships,Korean War surplus,Good,3 factories,Poor,last online 88 hours ago,rankings.php?subregion=eaf,The Last Phoenix,$2219 million,alliancestats.php?allianceid=1576,East Africa,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=eaf,5275 km 2,http://blocgame.com/stats.php?id=56328,,
Kedahan,Farhan,http://blocgame.com/alliancestats.php?allianceid=1899,34k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 24 hours ago,rankings.php?subregion=ind,ASEANG,$2218 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60758,352 Mbbl,5%
ECPF,Schaapjoch,http://blocgame.com/alliancestats.php?allianceid=1595,57k active personnel,5 ships,Second World War surplus,Normal,4 factories,Elite,last online 11 hours ago,rankings.php?subregion=eaf,The High Council,$2214 million,alliancestats.php?allianceid=1595,East Africa,,Large,,http://blocgame.com/rankings.php?subregion=eaf,20314 km 2,http://blocgame.com/stats.php?id=60194,289 Mbbl,
Malaya Empire,EmperorAiman,http://blocgame.com/alliancestats.php?allianceid=1899,25k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 7 hours ago,rankings.php?subregion=ind,ASEANG,$2193 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60499,,
Amazona,KarloSpa,http://blocgame.com/alliancestats.php?allianceid=1835,7k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 65 hours ago,rankings.php?subregion=ama,SPQR,$2187 million,alliancestats.php?allianceid=1835,Amazonia,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=ama,21762 km 2,http://blocgame.com/stats.php?id=59861,,
TerapBuduLipis,SyedRazi,http://blocgame.com/alliancestats.php?allianceid=1595,104k active personnel,0 ships,Second World War surplus,Normal,4 factories,Good,online now,rankings.php?subregion=ind,The High Council,$2186 million,alliancestats.php?allianceid=1595,East Indies,Near Depletion,Somewhat Large,,http://blocgame.com/rankings.php?subregion=ind,31544 km 2,http://blocgame.com/stats.php?id=60513,87 Mbbl,
Kanto,savage,http://blocgame.com/alliancestats.php?allianceid=1393,78k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 103 hours ago,rankings.php?subregion=sea,BAMF,$2170 million,alliancestats.php?allianceid=1393,Indochina,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=sea,19446 km 2,http://blocgame.com/stats.php?id=46050,,
Kongasi,Din Diallo,http://blocgame.com/alliancestats.php?allianceid=1580,23k active personnel,3 ships,Second World War surplus,Good,2 factories,Elite,last online 52 hours ago,rankings.php?subregion=congo,Brotherhood of Nod,$2166 million,alliancestats.php?allianceid=1580,Congo,Near Depletion,Mediocre,,http://blocgame.com/rankings.php?subregion=congo,11776 km 2,http://blocgame.com/stats.php?id=58832,11 Mbbl,
Sana,twiceleader,http://blocgame.com/alliancestats.php?allianceid=1393,60k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 6 hours ago,rankings.php?subregion=chi,BAMF,$2151 million,alliancestats.php?allianceid=1393,China,Plentiful,Mediocre,1 Tons,http://blocgame.com/rankings.php?subregion=chi,15692 km 2,http://blocgame.com/stats.php?id=60262,25 Mbbl,
Suntat,lordhackers,http://blocgame.com/alliancestats.php?allianceid=1418,7k active personnel,0 ships,Second World War surplus,Good,2 factories,Elite,last online 28 hours ago,rankings.php?subregion=sea,Asian Alliance,$2151 million,alliancestats.php?allianceid=1418,Indochina,Near Depletion,None,,http://blocgame.com/rankings.php?subregion=sea,13905 km 2,http://blocgame.com/stats.php?id=60546,,
Magna Bonom,Krull,http://blocgame.com/alliancestats.php?allianceid=1580,158k active personnel,19 ships,Korean War surplus,Gandhi-like,6 factories,Elite,online now,rankings.php?subregion=egy,Brotherhood of Nod,$2141 million,alliancestats.php?allianceid=1580,Egypt,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,43027 km 2,http://blocgame.com/stats.php?id=59435,5657 Mbbl,
Tanus,Hoovytaurus,http://blocgame.com/alliancestats.php?allianceid=1568,71k active personnel,0 ships,Second World War surplus,Nice,4 factories,Elite,online now,rankings.php?subregion=car,Brotherhood of Zion,$2140 million,alliancestats.php?allianceid=1568,Caribbean,Plentiful,Mediocre,,http://blocgame.com/rankings.php?subregion=car,36807 km 2,http://blocgame.com/stats.php?id=61059,295 Mbbl,
Kebabis,Sultan Kebab,,14k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 159 hours ago,rankings.php?subregion=ara,,$2135 million,,Arabia,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=ara,20500 km 2,http://blocgame.com/stats.php?id=60765,,
Irillym,Vrhythmikz,http://blocgame.com/alliancestats.php?allianceid=1889,27k active personnel,1 ships,Finest of the 19th century,Gandhi-like,2 factories,Elite,online now,rankings.php?subregion=per,DOOP,$2120 million,alliancestats.php?allianceid=1889,Persia,Untapped,Small,,http://blocgame.com/rankings.php?subregion=per,17205 km 2,http://blocgame.com/stats.php?id=60133,,
U.S.S.P.R,Commissar_Potato,http://blocgame.com/alliancestats.php?allianceid=1393,53k active personnel,2 ships,Second World War surplus,Good,3 factories,Poor,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$2118 million,alliancestats.php?allianceid=1393,Pacific Rim,Plentiful,Powerful,,http://blocgame.com/rankings.php?subregion=pac,28989 km 2,http://blocgame.com/stats.php?id=60172,,
CTSKRR,CTSKRR,http://blocgame.com/alliancestats.php?allianceid=1595,8k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 161 hours ago,rankings.php?subregion=chi,The High Council,$2117 million,alliancestats.php?allianceid=1595,China,Untapped,Small,,http://blocgame.com/rankings.php?subregion=chi,16254 km 2,http://blocgame.com/stats.php?id=60811,140 Mbbl,
West Congo,Warlord Hito,http://blocgame.com/alliancestats.php?allianceid=1761,3k active personnel,0 ships,First World War surplus,Good,1 factory,Undisciplined Rabble,last online 71 hours ago,rankings.php?subregion=waf,Eastern Bloc,$2115 million,alliancestats.php?allianceid=1761,West Africa,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=waf,6435 km 2,http://blocgame.com/stats.php?id=57548,,
Akhlaken,GaGaK,http://blocgame.com/alliancestats.php?allianceid=1899,63k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 24 hours ago,rankings.php?subregion=ind,ASEANG,$2094 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=ind,20803 km 2,http://blocgame.com/stats.php?id=60346,,
Malayland,saddamhusain,http://blocgame.com/alliancestats.php?allianceid=1899,22k active personnel,1 ships,Second World War surplus,Nice,2 factories,Elite,last online 11 hours ago,rankings.php?subregion=ind,ASEANG,$2091 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=ind,23571 km 2,http://blocgame.com/stats.php?id=60594,761 Mbbl,
Tanah Malaya,Syahmi1089,http://blocgame.com/alliancestats.php?allianceid=1899,66k active personnel,7 ships,Second World War surplus,Angelic,3 factories,Good,last online 32 hours ago,rankings.php?subregion=ind,ASEANG,$2063 million,alliancestats.php?allianceid=1899,East Indies,,Large,,http://blocgame.com/rankings.php?subregion=ind,30105 km 2,http://blocgame.com/stats.php?id=60385,,
Kumpa,roaraxes,http://blocgame.com/alliancestats.php?allianceid=1835,52k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Poor,last online 46 hours ago,rankings.php?subregion=sea,SPQR,$2062 million,alliancestats.php?allianceid=1835,Indochina,Untapped,Large,,http://blocgame.com/rankings.php?subregion=sea,26138 km 2,http://blocgame.com/stats.php?id=60792,251 Mbbl,
Dogenation,dodgingdoge,http://blocgame.com/alliancestats.php?allianceid=1595,5k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 163 hours ago,rankings.php?subregion=per,The High Council,$2059 million,alliancestats.php?allianceid=1595,Persia,Untapped,Small,,http://blocgame.com/rankings.php?subregion=per,6299 km 2,http://blocgame.com/stats.php?id=59174,,
Nuketown,Blobby78,http://blocgame.com/alliancestats.php?allianceid=1595,43k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 12 hours ago,rankings.php?subregion=egy,The High Council,$2049 million,alliancestats.php?allianceid=1595,Egypt,Near Depletion,Large,,http://blocgame.com/rankings.php?subregion=egy,12906 km 2,http://blocgame.com/stats.php?id=59614,5467 Mbbl,
Markoviakia,Luako,http://blocgame.com/alliancestats.php?allianceid=1393,3k active personnel,0 ships,Korean War surplus,Normal,1 factory,Undisciplined Rabble,last online 21 hours ago,rankings.php?subregion=waf,BAMF,$2031 million,alliancestats.php?allianceid=1393,West Africa,,None,,http://blocgame.com/rankings.php?subregion=waf,5310 km 2,http://blocgame.com/stats.php?id=57239,,
RATHKEALE,Rathkeale,,9k active personnel,1 ships,Korean War surplus,Gandhi-like,None,Elite,last online 9 hours ago,rankings.php?subregion=mes,,$2029 million,,Mesopotamia,Untapped,Meagre,1 Tons,http://blocgame.com/rankings.php?subregion=mes,553 km 2,http://blocgame.com/stats.php?id=55636,2424 Mbbl,
Infernistan,Inferno JR,http://blocgame.com/alliancestats.php?allianceid=1932,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 12 hours ago,rankings.php?subregion=egy,African Socialism,$2029 million,alliancestats.php?allianceid=1932,Egypt,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=egy,22685 km 2,http://blocgame.com/stats.php?id=60304,1413 Mbbl,
Guild,The Journeyman,http://blocgame.com/alliancestats.php?allianceid=1616,4k active personnel,0 ships,Korean War surplus,Questionable,3 factories,Standard,last online 30 hours ago,rankings.php?subregion=mes,None,$2009 million,alliancestats.php?allianceid=1616,Mesopotamia,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=mes,7175 km 2,http://blocgame.com/stats.php?id=56325,,
Mother America,Benners88,http://blocgame.com/alliancestats.php?allianceid=1595,31k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 20 hours ago,rankings.php?subregion=car,The High Council,$1988 million,alliancestats.php?allianceid=1595,Caribbean,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=60243,152 Mbbl,
kasturi,mt.lekiu,http://blocgame.com/alliancestats.php?allianceid=1899,20k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,rankings.php?subregion=ind,ASEANG,$1988 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=ind,16439 km 2,http://blocgame.com/stats.php?id=60887,312 Mbbl,
RiveraZ,Tuan Muda RayyaN,http://blocgame.com/alliancestats.php?allianceid=1899,16k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 115 hours ago,rankings.php?subregion=ind,ASEANG,$1987 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=ind,20200 km 2,http://blocgame.com/stats.php?id=60849,,
mamadom,g0rilla,http://blocgame.com/alliancestats.php?allianceid=1899,99k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 4 hours ago,rankings.php?subregion=ind,ASEANG,$1970 million,alliancestats.php?allianceid=1899,East Indies,,Mediocre,,http://blocgame.com/rankings.php?subregion=ind,20229 km 2,http://blocgame.com/stats.php?id=60522,,5%
Burma,Wyatt McCc,http://blocgame.com/alliancestats.php?allianceid=1401,60k active personnel,2 ships,Korean War surplus,Nice,4 factories,Standard,last online 39 hours ago,rankings.php?subregion=ind,The Federal Colonies,$1968 million,alliancestats.php?allianceid=1401,East Indies,Plentiful,Somewhat Large,,http://blocgame.com/rankings.php?subregion=ind,20130 km 2,http://blocgame.com/stats.php?id=56151,,
Spartan lsnd,Josepgreen,http://blocgame.com/alliancestats.php?allianceid=1835,13k active personnel,3 ships,Second World War surplus,Nice,3 factories,Elite,last online 6 hours ago,rankings.php?subregion=atl,SPQR,$1962 million,alliancestats.php?allianceid=1835,Atlas,,Small,,http://blocgame.com/rankings.php?subregion=atl,13687 km 2,http://blocgame.com/stats.php?id=59652,4422 Mbbl,
Kesatuan lipan,Lipantidur,http://blocgame.com/alliancestats.php?allianceid=1899,49k active personnel,0 ships,First World War surplus,Gandhi-like,3 factories,Good,online now,rankings.php?subregion=ind,ASEANG,$1958 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=ind,23080 km 2,http://blocgame.com/stats.php?id=60459,,
Banecat nation,Banecat,http://blocgame.com/alliancestats.php?allianceid=1644,79k active personnel,3 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 30 hours ago,rankings.php?subregion=waf,Inter/pol/,$1956 million,alliancestats.php?allianceid=1644,West Africa,Untapped,Large,,http://blocgame.com/rankings.php?subregion=waf,22722 km 2,http://blocgame.com/stats.php?id=60248,246 Mbbl,
bakhang,cukobi,http://blocgame.com/alliancestats.php?allianceid=1899,95k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Standard,online now,rankings.php?subregion=ind,ASEANG,$1956 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60485,,
The Jar,Mr.Pickles,http://blocgame.com/alliancestats.php?allianceid=1382,57k active personnel,0 ships,Second World War surplus,Questionable,2 factories,Elite,last online 2 hours ago,rankings.php?subregion=gui,Non-Aligned Movement,$1948 million,alliancestats.php?allianceid=1382,Guinea,Near Depletion,Mediocre,,http://blocgame.com/rankings.php?subregion=gui,23236 km 2,http://blocgame.com/stats.php?id=60355,2209 Mbbl,
FaREiQ,fareiq,http://blocgame.com/alliancestats.php?allianceid=1899,46k active personnel,0 ships,First World War surplus,Mad Dog,4 factories,Good,last online 2 hours ago,rankings.php?subregion=ind,ASEANG,$1948 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=ind,28221 km 2,http://blocgame.com/stats.php?id=60369,,
Malayo,Syafiq_mohd,http://blocgame.com/alliancestats.php?allianceid=1899,55k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,rankings.php?subregion=ind,ASEANG,$1940 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,,http://blocgame.com/rankings.php?subregion=ind,24035 km 2,http://blocgame.com/stats.php?id=60631,216 Mbbl,
Fliyt-Plann,See-Ay Yeeh,http://blocgame.com/alliancestats.php?allianceid=1599,15k active personnel,4 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 29 hours ago,rankings.php?subregion=gui,Wreckage brothers,$1937 million,alliancestats.php?allianceid=1599,Guinea,Untapped,Large,,http://blocgame.com/rankings.php?subregion=gui,20000 km 2,http://blocgame.com/stats.php?id=60953,,
Fastistan 2.0,St. Sanic,http://blocgame.com/alliancestats.php?allianceid=1568,159k active personnel,2 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 14 hours ago,rankings.php?subregion=gui,Brotherhood of Zion,$1931 million,alliancestats.php?allianceid=1568,Guinea,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=gui,51122 km 2,http://blocgame.com/stats.php?id=59029,6150 Mbbl,
KINGDOMTUM,RUBAH,http://blocgame.com/alliancestats.php?allianceid=1899,106k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,rankings.php?subregion=ind,ASEANG,$1916 million,alliancestats.php?allianceid=1899,East Indies,,Large,,http://blocgame.com/rankings.php?subregion=ind,27431 km 2,http://blocgame.com/stats.php?id=60784,268 Mbbl,
Giant Mechs,OiledDNA,http://blocgame.com/alliancestats.php?allianceid=1418,43k active personnel,0 ships,Second World War surplus,Nice,2 factories,Elite,last online 5 hours ago,rankings.php?subregion=pac,Asian Alliance,$1909 million,alliancestats.php?allianceid=1418,Pacific Rim,Untapped,Small,,http://blocgame.com/rankings.php?subregion=pac,22755 km 2,http://blocgame.com/stats.php?id=60735,248 Mbbl,
Mortar Head,Caffan,http://blocgame.com/alliancestats.php?allianceid=1899,35k active personnel,0 ships,Second World War surplus,Normal,2 factories,Elite,last online 7 hours ago,rankings.php?subregion=pac,ASEANG,$1899 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Small,,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=60583,98 Mbbl,
Jerai,muadz.zulkar9,http://blocgame.com/alliancestats.php?allianceid=1899,173k active personnel,3 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 149 hours ago,rankings.php?subregion=ind,ASEANG,$1896 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=ind,42920 km 2,http://blocgame.com/stats.php?id=60621,,
NONG\\\'S,emjayking,http://blocgame.com/alliancestats.php?allianceid=1595,24k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 50 hours ago,rankings.php?subregion=ama,The High Council,$1876 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=ama,19800 km 2,http://blocgame.com/stats.php?id=60232,,
staminamina,nazayie,http://blocgame.com/alliancestats.php?allianceid=1899,28k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,rankings.php?subregion=ind,ASEANG,$1862 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,Mediocre,,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60523,207 Mbbl,
Democritusius,JonahBuist,,6k active personnel,0 ships,Finest of the 19th century,Questionable,1 factory,Undisciplined Rabble,last online 55 hours ago,rankings.php?subregion=per,,$1850 million,,Persia,Untapped,None,,http://blocgame.com/rankings.php?subregion=per,11460 km 2,http://blocgame.com/stats.php?id=60416,1610 Mbbl,
Halab,Maalik,http://blocgame.com/alliancestats.php?allianceid=1568,18k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$1847 million,alliancestats.php?allianceid=1568,Mesopotamia,Near Depletion,Mediocre,,http://blocgame.com/rankings.php?subregion=mes,26412 km 2,http://blocgame.com/stats.php?id=56839,,
Huangdi,Xian W�ng,,79k active personnel,0 ships,Korean War surplus,Gandhi-like,2 factories,Elite,online now,rankings.php?subregion=chi,,$1843 million,,China,Untapped,Small,,http://blocgame.com/rankings.php?subregion=chi,13187 km 2,http://blocgame.com/stats.php?id=59776,,
DeathGods,devin59320,http://blocgame.com/alliancestats.php?allianceid=1935,38k active personnel,0 ships,First World War surplus,Gandhi-like,3 factories,Elite,last online 7 hours ago,rankings.php?subregion=chi,O.P.E.N.,$1837 million,alliancestats.php?allianceid=1935,China,,Mediocre,,http://blocgame.com/rankings.php?subregion=chi,14766 km 2,http://blocgame.com/stats.php?id=60287,,
PasirDuaButir,Col. von Strauffenberg,http://blocgame.com/alliancestats.php?allianceid=1899,73k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 7 hours ago,rankings.php?subregion=ind,ASEANG,$1837 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=ind,16172 km 2,http://blocgame.com/stats.php?id=60754,254 Mbbl,
Kalathana,mdmie,http://blocgame.com/alliancestats.php?allianceid=1899,105k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 3 hours ago,rankings.php?subregion=ind,ASEANG,$1827 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,21500 km 2,http://blocgame.com/stats.php?id=60514,288 Mbbl,
prussianiss,TracyMorgan,http://blocgame.com/alliancestats.php?allianceid=1595,8k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 174 hours ago,rankings.php?subregion=chi,The High Council,$1826 million,alliancestats.php?allianceid=1595,China,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=chi,26276 km 2,http://blocgame.com/stats.php?id=59222,,
kodiang,tester2,http://blocgame.com/alliancestats.php?allianceid=1899,105k active personnel,1 ships,Second World War surplus,Questionable,3 factories,Standard,last online 3 hours ago,rankings.php?subregion=pac,ASEANG,$1816 million,alliancestats.php?allianceid=1899,Pacific Rim,Depleted,Large,,http://blocgame.com/rankings.php?subregion=pac,25941 km 2,http://blocgame.com/stats.php?id=60531,,
FreeEastAfrica,Blanqui,http://blocgame.com/alliancestats.php?allianceid=1932,63k active personnel,5 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 31 hours ago,rankings.php?subregion=eaf,African Socialism,$1805 million,alliancestats.php?allianceid=1932,East Africa,Untapped,Small,,http://blocgame.com/rankings.php?subregion=eaf,23258 km 2,http://blocgame.com/stats.php?id=60412,524 Mbbl,
Jambongan,Jambongan,http://blocgame.com/alliancestats.php?allianceid=1899,65k active personnel,0 ships,First World War surplus,Gandhi-like,3 factories,Poor,last online 26 hours ago,rankings.php?subregion=ind,ASEANG,$1804 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Small,,http://blocgame.com/rankings.php?subregion=ind,23073 km 2,http://blocgame.com/stats.php?id=60807,,
RUUM,RAYMONDSKY,http://blocgame.com/alliancestats.php?allianceid=1899,68k active personnel,1 ships,First World War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,ASEANG,$1796 million,alliancestats.php?allianceid=1899,Pacific Rim,Plentiful,Mediocre,,http://blocgame.com/rankings.php?subregion=pac,25309 km 2,http://blocgame.com/stats.php?id=60543,,
Free Vietnam,dragonexis99,http://blocgame.com/alliancestats.php?allianceid=1401,53k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 32 hours ago,rankings.php?subregion=sea,The Federal Colonies,$1782 million,alliancestats.php?allianceid=1401,Indochina,Untapped,Small,,http://blocgame.com/rankings.php?subregion=sea,25860 km 2,http://blocgame.com/stats.php?id=60426,394 Mbbl,
Catarax,Xarax93,http://blocgame.com/alliancestats.php?allianceid=1923,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 159 hours ago,rankings.php?subregion=ind,Walawalawala,$1779 million,alliancestats.php?allianceid=1923,East Indies,Untapped,None,,http://blocgame.com/rankings.php?subregion=ind,14711 km 2,http://blocgame.com/stats.php?id=60761,,
malays only,amril3036,http://blocgame.com/alliancestats.php?allianceid=1899,38k active personnel,2 ships,First World War surplus,Angelic,2 factories,Standard,last online 5 hours ago,rankings.php?subregion=sea,ASEANG,$1775 million,alliancestats.php?allianceid=1899,Indochina,,Mediocre,,http://blocgame.com/rankings.php?subregion=sea,18739 km 2,http://blocgame.com/stats.php?id=60591,,
Novi Sad,Serbian Gamer,http://blocgame.com/alliancestats.php?allianceid=1393,5k active personnel,0 ships,Second World War surplus,Isolated,2 factories,Elite,online now,rankings.php?subregion=egy,BAMF,$1775 million,alliancestats.php?allianceid=1393,Egypt,Plentiful,Mediocre,,http://blocgame.com/rankings.php?subregion=egy,19545 km 2,http://blocgame.com/stats.php?id=60752,9470 Mbbl,
Aquitastan,LongDukDong,,9k active personnel,0 ships,Second World War surplus,Questionable,None,Good,last online 173 hours ago,rankings.php?subregion=ara,,$1773 million,,Arabia,Untapped,None,,http://blocgame.com/rankings.php?subregion=ara,13750 km 2,http://blocgame.com/stats.php?id=59321,5633 Mbbl,
