country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,oil_reserves,region/_text,uranium,manpower,airforce,region,territory,pageUrl
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=1393,430k active personnel,51 ships,Persian Gulf War surplus,18 factories,Elite,last online 2 hours ago,rankings.php?subregion=ama,BAMF,$21715 million,alliancestats.php?allianceid=1393,,Amazonia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,99560 km 2,http://blocgame.com/stats.php?id=45527
Best Syria,Bashar Hafez al-Assad,http://blocgame.com/alliancestats.php?allianceid=1599,359k active personnel,51 ships,Persian Gulf War surplus,15 factories,Elite,online now,rankings.php?subregion=mes,Wreckage brothers,$21721 million,alliancestats.php?allianceid=1599,,Mesopotamia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,85275 km 2,http://blocgame.com/stats.php?id=52852
LOCAI,Agumentic,http://blocgame.com/alliancestats.php?allianceid=1393,98k active personnel,51 ships,Persian Gulf War surplus,14 factories,Elite,last online 6 hours ago,rankings.php?subregion=saf,BAMF,$21603 million,alliancestats.php?allianceid=1393,,Southern Africa,,,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,47483 km 2,http://blocgame.com/stats.php?id=53011
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,218k active personnel,51 ships,Almost Modern,10 factories,Elite,last online 4 hours ago,rankings.php?subregion=ama,The High Council,$20973 million,alliancestats.php?allianceid=1595,,Amazonia,1 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846
Gertralia,Guillermicus,http://blocgame.com/alliancestats.php?allianceid=1568,176k active personnel,60 ships,Persian Gulf War surplus,14 factories,Elite,last online 17 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$20986 million,alliancestats.php?allianceid=1568,,Southern Cone,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,34928 km 2,http://blocgame.com/stats.php?id=45604
Briggs,General Armstrong,http://blocgame.com/alliancestats.php?allianceid=1568,168k active personnel,11 ships,Persian Gulf War surplus,13 factories,Elite,last online 6 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$20936 million,alliancestats.php?allianceid=1568,,Southern Cone,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,34230 km 2,http://blocgame.com/stats.php?id=53442
Ekodebota,tfwqtp2tlgf|;3,http://blocgame.com/alliancestats.php?allianceid=1599,233k active personnel,71 ships,Advanced,21 factories,Elite,last online 2 hours ago,rankings.php?subregion=atl,Wreckage brothers,$24358 million,alliancestats.php?allianceid=1599,4285 Mbbl,Atlas,3 Tons,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,99168 km 2,http://blocgame.com/stats.php?id=53422
German Reich,Frederick III,http://blocgame.com/alliancestats.php?allianceid=1393,230k active personnel,45 ships,Persian Gulf War surplus,15 factories,Good,last online 30 hours ago,rankings.php?subregion=egy,BAMF,$20785 million,alliancestats.php?allianceid=1393,,Egypt,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,44421 km 2,http://blocgame.com/stats.php?id=49204
Minmaxia,Reanchi,http://blocgame.com/alliancestats.php?allianceid=1568,349k active personnel,39 ships,Advanced,15 factories,Elite,last online 4 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$20578 million,alliancestats.php?allianceid=1568,9875 Mbbl,Mesopotamia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,47249 km 2,http://blocgame.com/stats.php?id=40270
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,197k active personnel,72 ships,Almost Modern,14 factories,Elite,last online 19 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$20488 million,alliancestats.php?allianceid=1568,68 Mbbl,West Africa,,,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,86699 km 2,http://blocgame.com/stats.php?id=4816
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,281k active personnel,51 ships,Persian Gulf War surplus,14 factories,Good,last online 28 hours ago,rankings.php?subregion=sub,BAMF,$20219 million,alliancestats.php?allianceid=1393,272 Mbbl,The Subcontinent,,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,46508 km 2,http://blocgame.com/stats.php?id=49792
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,285k active personnel,31 ships,Advanced,17 factories,Elite,last online 25 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$19982 million,alliancestats.php?allianceid=1568,,Caribbean,3 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629
HCLI,Kasper Hekmatyar,http://blocgame.com/alliancestats.php?allianceid=1393,196k active personnel,27 ships,Advanced,12 factories,Elite,last online 32 hours ago,rankings.php?subregion=chi,BAMF,$19950 million,alliancestats.php?allianceid=1393,556 Mbbl,China,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,27793 km 2,http://blocgame.com/stats.php?id=46030
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,329k active personnel,51 ships,Persian Gulf War surplus,17 factories,Undisciplined Rabble,last online 10 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$19917 million,alliancestats.php?allianceid=1568,,Congo,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440
Iwasaki,Saeka Nogushi,http://blocgame.com/alliancestats.php?allianceid=1393,249k active personnel,46 ships,Persian Gulf War surplus,10 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$19616 million,alliancestats.php?allianceid=1393,,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,50704 km 2,http://blocgame.com/stats.php?id=52235
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,433k active personnel,13 ships,Persian Gulf War surplus,19 factories,Elite,last online 1 hours ago,rankings.php?subregion=chi,BAMF,$19489 million,alliancestats.php?allianceid=1393,,China,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,20 ships,Persian Gulf War surplus,12 factories,Elite,last online 15 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$19398 million,alliancestats.php?allianceid=1580,231 Mbbl,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,684k active personnel,73 ships,Advanced,35 factories,Standard,last online 1 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$19179 million,alliancestats.php?allianceid=1568,373 Mbbl,China,4 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,117925 km 2,http://blocgame.com/stats.php?id=47945
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,279k active personnel,51 ships,Advanced,12 factories,Standard,last online 1 hours ago,rankings.php?subregion=ind,The Federal Colonies,$18755 million,alliancestats.php?allianceid=1401,,East Indies,,,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375
Death1812,Death1812,http://blocgame.com/alliancestats.php?allianceid=1576,9k active personnel,35 ships,Persian Gulf War surplus,9 factories,Standard,last online 76 hours ago,rankings.php?subregion=con,The Last Phoenix,$15617 million,alliancestats.php?allianceid=1576,,Southern Cone,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,27918 km 2,http://blocgame.com/stats.php?id=50027
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,229k active personnel,23 ships,Advanced,10 factories,Elite,last online 7 hours ago,rankings.php?subregion=mex,The Federal Colonies,$18324 million,alliancestats.php?allianceid=1401,,Mesoamerica,1 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1393,189k active personnel,55 ships,Advanced,19 factories,Good,online now,rankings.php?subregion=waf,BAMF,$17654 million,alliancestats.php?allianceid=1393,,West Africa,,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,106871 km 2,http://blocgame.com/stats.php?id=44479
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,91k active personnel,38 ships,Almost Modern,8 factories,Good,last online 16 hours ago,rankings.php?subregion=car,The Federal Colonies,$17600 million,alliancestats.php?allianceid=1401,,Caribbean,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,102k active personnel,11 ships,Advanced,5 factories,Elite,last online 19 hours ago,rankings.php?subregion=pac,The Federal Colonies,$17276 million,alliancestats.php?allianceid=1401,,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,438k active personnel,18 ships,Persian Gulf War surplus,19 factories,Elite,last online 1 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$16417 million,alliancestats.php?allianceid=1568,4440 Mbbl,Atlas,1 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,276k active personnel,65 ships,Advanced,15 factories,Standard,online now,rankings.php?subregion=per,Brotherhood of Nod,$16156 million,alliancestats.php?allianceid=1580,2434 Mbbl,Persia,28 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,122025 km 2,http://blocgame.com/stats.php?id=52362
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,291k active personnel,44 ships,Persian Gulf War surplus,12 factories,Elite,last online 13 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$16052 million,alliancestats.php?allianceid=1580,,Pacific Rim,,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,61438 km 2,http://blocgame.com/stats.php?id=35958
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,234k active personnel,4 ships,Almost Modern,15 factories,Standard,last online 11 hours ago,rankings.php?subregion=chi,BAMF,$15910 million,alliancestats.php?allianceid=1393,204 Mbbl,China,,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=chi,44497 km 2,http://blocgame.com/stats.php?id=56203
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,177k active personnel,20 ships,Persian Gulf War surplus,10 factories,Elite,online now,rankings.php?subregion=mes,BAMF,$15793 million,alliancestats.php?allianceid=1393,2675 Mbbl,Mesopotamia,1 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,24459 km 2,http://blocgame.com/stats.php?id=49652
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,51 ships,Persian Gulf War surplus,13 factories,Good,last online 7 hours ago,rankings.php?subregion=pac,BAMF,$15725 million,alliancestats.php?allianceid=1393,,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212
Ceti Alpha V,J. Dax,http://blocgame.com/alliancestats.php?allianceid=1595,224k active personnel,57 ships,Persian Gulf War surplus,11 factories,Elite,last online 1 hours ago,rankings.php?subregion=car,The High Council,$14174 million,alliancestats.php?allianceid=1595,,Caribbean,,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=car,56104 km 2,http://blocgame.com/stats.php?id=51185
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,149k active personnel,19 ships,Persian Gulf War surplus,8 factories,Good,last online 3 hours ago,rankings.php?subregion=ama,BAMF,$15578 million,alliancestats.php?allianceid=1393,,Amazonia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,269k active personnel,0 ships,Persian Gulf War surplus,13 factories,Good,last online 3 hours ago,rankings.php?subregion=car,The Federal Colonies,$15538 million,alliancestats.php?allianceid=1401,294 Mbbl,Caribbean,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,46443 km 2,http://blocgame.com/stats.php?id=44573
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,219k active personnel,45 ships,Almost Modern,9 factories,Elite,last online 6 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$15483 million,alliancestats.php?allianceid=1580,,Southern Cone,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,53322 km 2,http://blocgame.com/stats.php?id=40579
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,69k active personnel,21 ships,Persian Gulf War surplus,15 factories,Elite,last online 7 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$14818 million,alliancestats.php?allianceid=1580,2434 Mbbl,Persia,,Depleted,Very Powerful,http://blocgame.com/rankings.php?subregion=per,104329 km 2,http://blocgame.com/stats.php?id=49526
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,259k active personnel,51 ships,Persian Gulf War surplus,10 factories,Elite,last online 1 hours ago,rankings.php?subregion=per,The Federal Colonies,$14836 million,alliancestats.php?allianceid=1401,2508 Mbbl,Persia,1 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914
Fapman,Fapman,http://blocgame.com/alliancestats.php?allianceid=1393,238k active personnel,47 ships,Persian Gulf War surplus,13 factories,Good,last online 13 hours ago,rankings.php?subregion=ara,BAMF,$14739 million,alliancestats.php?allianceid=1393,,Arabia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,93110 km 2,http://blocgame.com/stats.php?id=53748
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,137k active personnel,46 ships,Persian Gulf War surplus,5 factories,Elite,last online 5 hours ago,rankings.php?subregion=con,BAMF,$14231 million,alliancestats.php?allianceid=1393,,Southern Cone,1 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,43180 km 2,http://blocgame.com/stats.php?id=40443
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,245k active personnel,39 ships,Persian Gulf War surplus,14 factories,Elite,last online 10 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$14231 million,alliancestats.php?allianceid=1580,3181 Mbbl,Persia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,63487 km 2,http://blocgame.com/stats.php?id=7511
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,44k active personnel,20 ships,Persian Gulf War surplus,8 factories,Elite,last online 1 hours ago,rankings.php?subregion=chi,Wreckage brothers,$12163 million,alliancestats.php?allianceid=1599,,China,,,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,26008 km 2,http://blocgame.com/stats.php?id=39065
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,179k active personnel,10 ships,Persian Gulf War surplus,8 factories,Elite,last online 15 hours ago,rankings.php?subregion=ara,BAMF,$13999 million,alliancestats.php?allianceid=1393,,Arabia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,44239 km 2,http://blocgame.com/stats.php?id=39037
Bih,Fidel Baneo,http://blocgame.com/alliancestats.php?allianceid=1599,202k active personnel,16 ships,Persian Gulf War surplus,12 factories,Standard,last online 4 hours ago,rankings.php?subregion=mex,Wreckage brothers,$13995 million,alliancestats.php?allianceid=1599,,Mesoamerica,,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,98102 km 2,http://blocgame.com/stats.php?id=53791
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,292k active personnel,39 ships,Advanced,13 factories,Poor,online now,rankings.php?subregion=ara,Wreckage brothers,$13912 million,alliancestats.php?allianceid=1599,,Arabia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,40091 km 2,http://blocgame.com/stats.php?id=52844
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,202k active personnel,29 ships,Persian Gulf War surplus,10 factories,Good,last online 13 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$13876 million,alliancestats.php?allianceid=1580,,Mesopotamia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,64978 km 2,http://blocgame.com/stats.php?id=52906
Tyrantia,Malakal,http://blocgame.com/alliancestats.php?allianceid=1595,215k active personnel,34 ships,Persian Gulf War surplus,15 factories,Good,last online 8 hours ago,rankings.php?subregion=ind,The High Council,$13864 million,alliancestats.php?allianceid=1595,,East Indies,3 Tons,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,59667 km 2,http://blocgame.com/stats.php?id=40238
Potatoland,ThePotatoGuy,http://blocgame.com/alliancestats.php?allianceid=1382,189k active personnel,32 ships,Almost Modern,10 factories,Elite,last online 11 hours ago,rankings.php?subregion=car,Non-Aligned Movement,$13747 million,alliancestats.php?allianceid=1382,,Caribbean,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,45507 km 2,http://blocgame.com/stats.php?id=53696
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,83k active personnel,22 ships,Persian Gulf War surplus,7 factories,Elite,last online 5 hours ago,rankings.php?subregion=eaf,Inter/pol/,$13736 million,alliancestats.php?allianceid=1644,,East Africa,,,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,35402 km 2,http://blocgame.com/stats.php?id=49249
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,48 ships,Persian Gulf War surplus,9 factories,Elite,last online 4 hours ago,rankings.php?subregion=car,BAMF,$13607 million,alliancestats.php?allianceid=1393,,Caribbean,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,229k active personnel,12 ships,Persian Gulf War surplus,11 factories,Standard,online now,rankings.php?subregion=mes,Brotherhood of Nod,$13588 million,alliancestats.php?allianceid=1580,3356 Mbbl,Mesopotamia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,57655 km 2,http://blocgame.com/stats.php?id=56860
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,179k active personnel,19 ships,Almost Modern,8 factories,Good,last online 32 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$13305 million,alliancestats.php?allianceid=1568,,Southern Cone,,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,28 ships,Almost Modern,10 factories,Standard,last online 18 hours ago,rankings.php?subregion=pac,BAMF,$13373 million,alliancestats.php?allianceid=1393,,Pacific Rim,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839
Kersumsos,Kersumsos,http://blocgame.com/alliancestats.php?allianceid=1393,277k active personnel,55 ships,Almost Modern,16 factories,Poor,last online 15 hours ago,rankings.php?subregion=chi,BAMF,$13191 million,alliancestats.php?allianceid=1393,,China,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,92823 km 2,http://blocgame.com/stats.php?id=46317
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,299k active personnel,34 ships,Persian Gulf War surplus,15 factories,Elite,last online 25 hours ago,rankings.php?subregion=ara,BAMF,$13329 million,alliancestats.php?allianceid=1393,,Arabia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,85502 km 2,http://blocgame.com/stats.php?id=43351
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,78k active personnel,26 ships,Persian Gulf War surplus,8 factories,Elite,last online 17 hours ago,rankings.php?subregion=ara,BAMF,$13254 million,alliancestats.php?allianceid=1393,,Arabia,,,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484
Slavostan,Joe Tito-Hoxha,http://blocgame.com/alliancestats.php?allianceid=1595,186k active personnel,16 ships,Almost Modern,7 factories,Elite,last online 3 hours ago,rankings.php?subregion=sea,The High Council,$11792 million,alliancestats.php?allianceid=1595,285 Mbbl,Indochina,,,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,26529 km 2,http://blocgame.com/stats.php?id=48188
Burlap,Stan Flightplan,http://blocgame.com/alliancestats.php?allianceid=1393,143k active personnel,18 ships,Almost Modern,5 factories,Good,last online 56 hours ago,rankings.php?subregion=sub,BAMF,$13015 million,alliancestats.php?allianceid=1393,,The Subcontinent,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,22699 km 2,http://blocgame.com/stats.php?id=54579
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,23 ships,Persian Gulf War surplus,6 factories,Good,last online 44 hours ago,rankings.php?subregion=atl,BAMF,$12975 million,alliancestats.php?allianceid=1393,,Atlas,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,31052 km 2,http://blocgame.com/stats.php?id=2570
Gandoria,zoneguy22,http://blocgame.com/alliancestats.php?allianceid=1568,188k active personnel,32 ships,Persian Gulf War surplus,5 factories,Elite,last online 8 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$12916 million,alliancestats.php?allianceid=1568,,Gran Colombia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,19833 km 2,http://blocgame.com/stats.php?id=50771
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,158k active personnel,26 ships,Advanced,14 factories,Elite,last online 12 hours ago,rankings.php?subregion=per,Inter/pol/,$13012 million,alliancestats.php?allianceid=1644,902 Mbbl,Persia,,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=per,83239 km 2,http://blocgame.com/stats.php?id=54220
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=1401,186k active personnel,2 ships,Advanced,8 factories,Elite,last online 9 hours ago,rankings.php?subregion=mes,The Federal Colonies,$13002 million,alliancestats.php?allianceid=1401,,Mesopotamia,,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,25694 km 2,http://blocgame.com/stats.php?id=39070
Almania,Almanich,http://blocgame.com/alliancestats.php?allianceid=1580,324k active personnel,36 ships,Almost Modern,15 factories,Standard,last online 2 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$12869 million,alliancestats.php?allianceid=1580,,China,,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,37527 km 2,http://blocgame.com/stats.php?id=51725
