country,leader,alliance,army_size,navy,reactor,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Tamarlania,Vagrant,The High Council,269k active personnel,1 ships,5%,First World War surplus,Nice,5 factories,Standard,last online 2 hours ago,35 Hundred Tons per month,61 Mbbl per month,Free Market,$1831 million,4380 Mbbl; 61 Mbbl,Near Depletion,Powerful,Mesopotamia,United States,39945 km 2,http://blocgame.com/stats.php?id=61626,
Platypus Island,Mark0Polo,SPQR,55k active personnel,0 ships,,First World War surplus,Nice,2 factories,Elite,last online 2 hours ago,23 Hundred Tons per month,20 Mbbl per month,Central Planning,$1768 million,661 Mbbl; 20 Mbbl,Untapped,Mediocre,Indochina,Soviet Union,29623 km 2,http://blocgame.com/stats.php?id=63909,
Tuonela,Beelzebub,The Order,54k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,online now,25 Hundred Tons per month,2 Mbbl per month,Central Planning,$1616 million,382 Mbbl; 2 Mbbl,Untapped,Somewhat Large,The Subcontinent,Soviet Union,39557 km 2,http://blocgame.com/stats.php?id=389,
Newsoka,E Mark,The High Council,50k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 17 hours ago,21 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$1576 million,189 Mbbl,Plentiful,Mediocre,Indochina,United States,22726 km 2,http://blocgame.com/stats.php?id=63105,
Morovistan,Gustave Bergher,The High Council,59k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 6 hours ago,16 Hundred Tons per month,13 Mbbl per month,Central Planning,$1549 million,3557 Mbbl; 13 Mbbl,Plentiful,Mediocre,Mesopotamia,Soviet Union,27224 km 2,http://blocgame.com/stats.php?id=62905,
Rome Reloaded,Tiberius Ceaser,SPQR,58k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 1 hours ago,24 Hundred Tons per month,8 Mbbl per month,Central Planning,$1543 million,6732 Mbbl,,Meagre,Mesopotamia,Soviet Union,15370 km 2,http://blocgame.com/stats.php?id=1421,1 Tons
Jebawka,Shetay,The Order,78k active personnel,0 ships,,Second World War surplus,Angelic,2 factories,Standard,last online 4 hours ago,11 Hundred Tons per month,10 Mbbl per month,Free Market,$1455 million,2739 Mbbl,Untapped,Small,Arabia,United States,27114 km 2,http://blocgame.com/stats.php?id=54304,
Ekodebota,tfwqtp2tlgf|;3,The High Council,58k active personnel,0 ships,,Second World War surplus,Nice,1 factory,Poor,last online 2 hours ago,25 Hundred Tons per month,12 Mbbl per month,Central Planning,$1399 million,2720 Mbbl; 12 Mbbl,Untapped,Powerful,Atlas,Soviet Union,30805 km 2,http://blocgame.com/stats.php?id=53422,
temasik,lawrence,,6k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 9 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$1385 million,2 Mbbl,Untapped,Mediocre,East Indies,United States,15693 km 2,http://blocgame.com/stats.php?id=62827,
Femtonesia,1101,Comintern,59k active personnel,0 ships,,First World War surplus,Good,1 factory,Standard,last online 2 hours ago,35 Hundred Tons per month,5 Mbbl per month,Central Planning,$1350 million,175 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,37683 km 2,http://blocgame.com/stats.php?id=63083,
Feffiopia,Serloks,Divine League,61k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,16 Hundred Tons per month,6 Mbbl per month,Central Planning,$1316 million,185 Mbbl,,Mediocre,The Subcontinent,Soviet Union,23099 km 2,http://blocgame.com/stats.php?id=46505,
Asians,bigyihsuan,The High Council,54k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 8 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1315 million,354 Mbbl; 2 Mbbl,Plentiful,Meagre,Pacific Rim,Neutral,16667 km 2,http://blocgame.com/stats.php?id=41551,
constania,Comrade,Divine League,37k active personnel,0 ships,,Second World War surplus,Nice,1 factory,Elite,online now,13 Hundred Tons per month,6 Mbbl per month,Central Planning,$1313 million,183 Mbbl; 6 Mbbl,Untapped,Somewhat Large,Congo,Soviet Union,17509 km 2,http://blocgame.com/stats.php?id=62606,
German Empire,Frederick the Great,SPQR,38k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Good,last online 4 hours ago,14 Hundred Tons per month,7 Mbbl per month,Central Planning,$1312 million,4391 Mbbl,Untapped,Large,Egypt,Soviet Union,27600 km 2,http://blocgame.com/stats.php?id=63053,
Biji Kurdistan,Myron2point0,Comintern,59k active personnel,0 ships,,Second World War surplus,Normal,1 factory,Good,last online 4 hours ago,10 Hundred Tons per month,10 Mbbl per month,Central Planning,$1310 million,3654 Mbbl; 10 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,25072 km 2,http://blocgame.com/stats.php?id=52906,
Cyleia,Silas Adar,The Order,81k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,11 Hundred Tons per month,6 Mbbl per month,Free Market,$1309 million,528 Mbbl; 6 Mbbl,,Large,Mesoamerica,United States,28634 km 2,http://blocgame.com/stats.php?id=62784,
Uzbekistanstan,Shaikh Zayer,The Order,59k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,online now,29 Hundred Tons per month,4 Mbbl per month,Free Market,$1279 million,498 Mbbl,Untapped,Mediocre,Congo,United States,38272 km 2,http://blocgame.com/stats.php?id=47207,
Morjei,FlairWoW,Brotherhood of Zion,58k active personnel,0 ships,,First World War surplus,Gandhi-like,3 factories,Standard,last online 8 hours ago,23 Hundred Tons per month,3 Mbbl per month,Central Planning,$1257 million,109 Mbbl; 3 Mbbl,Untapped,Mediocre,Indochina,Soviet Union,41483 km 2,http://blocgame.com/stats.php?id=53068,
Lorigan,Lorigan,The High Council,49k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,16 Hundred Tons per month,8 Mbbl per month,Central Planning,$1243 million,393 Mbbl; 8 Mbbl,Untapped,Mediocre,Amazonia,Soviet Union,36653 km 2,http://blocgame.com/stats.php?id=59787,
VinnyNation,VinnyRuler,Brotherhood of Zion,47k active personnel,0 ships,,Second World War surplus,Good,1 factory,Good,last online 7 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$1236 million,323 Mbbl; 4 Mbbl,Plentiful,Small,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,
Ivalice,Nighthawk571,Interpol,55k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Good,last online 13 hours ago,18 Hundred Tons per month,16 Mbbl per month,Central Planning,$1234 million,2747 Mbbl; 16 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,35726 km 2,http://blocgame.com/stats.php?id=63060,
Cirno,jc99,The Federal Colonies,78k active personnel,0 ships,,First World War surplus,Gandhi-like,3 factories,Elite,last online 5 hours ago,33 Hundred Tons per month,2 Mbbl per month,Free Market,$1219 million,280 Mbbl,Untapped,Mediocre,Caribbean,United States,39052 km 2,http://blocgame.com/stats.php?id=43375,
Russophia,Mikhail Putin,SPQR,3k active personnel,0 ships,,Second World War surplus,Isolated,None,Elite,last online 3 hours ago,3 Hundred Tons per month,6 Mbbl per month,Central Planning,$1216 million,3074 Mbbl; 6 Mbbl,,None,Arabia,Soviet Union,9550 km 2,http://blocgame.com/stats.php?id=54426,
South Uganda,Dr. Idi Amin,Brotherhood of Zion,99k active personnel,2 ships,,Second World War surplus,Good,2 factories,Elite,online now,30 Hundred Tons per month,5 Mbbl per month,Central Planning,$1212 million,427 Mbbl; 5 Mbbl,Untapped,Large,Southern Africa,Soviet Union,39393 km 2,http://blocgame.com/stats.php?id=63128,
al-Bahrayn,dbdb,The Order,58k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Good,online now,7 Hundred Tons per month,8 Mbbl per month,Central Planning,$1202 million,1133 Mbbl; 8 Mbbl,Untapped,Large,Mesopotamia,Soviet Union,32888 km 2,http://blocgame.com/stats.php?id=59775,
Shambala,Feranon,Brotherhood of Nod,30k active personnel,0 ships,,Second World War surplus,Angelic,1 factory,Elite,last online 3 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$1199 million,235 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,31241 km 2,http://blocgame.com/stats.php?id=41268,1 Tons
LOCAI,Agumentic,Brotherhood of Zion,39k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 4 hours ago,8 Hundred Tons per month,3 Mbbl per month,Free Market,$1197 million,188 Mbbl; 3 Mbbl,Untapped,Large,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,
Tamil Kingdom,Chola I,Brotherhood of Zion,97k active personnel,0 ships,,Second World War surplus,Gandhi-like,3 factories,Elite,last online 11 hours ago,46 Hundred Tons per month,7 Mbbl per month,Central Planning,$1190 million,437 Mbbl; 7 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,50031 km 2,http://blocgame.com/stats.php?id=60964,1 Tons
BongoBongoBongo,oBerry,The Order,39k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,1 factory,Elite,last online 15 hours ago,25 Hundred Tons per month,5 Mbbl per month,Central Planning,$1181 million,256 Mbbl; 5 Mbbl,Untapped,Mediocre,Congo,Soviet Union,20923 km 2,http://blocgame.com/stats.php?id=63942,
ZAMENTA,ShAh FAr HAn,The Order,80k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 3 hours ago,11 Hundred Tons per month,7 Mbbl per month,Central Planning,$1177 million,305 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Pacific Rim,Soviet Union,42596 km 2,http://blocgame.com/stats.php?id=61998,1 Tons
bakhang,cukobi,The Order,63k active personnel,2 ships,,First World War surplus,Gandhi-like,2 factories,Poor,last online 5 hours ago,18 Hundred Tons per month,10 Mbbl per month,Central Planning,$1172 million,1365 Mbbl; 10 Mbbl,Untapped,Large,Atlas,Soviet Union,40085 km 2,http://blocgame.com/stats.php?id=60485,
Markovia,RDM HC,The Federal Colonies,59k active personnel,1 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,online now,16 Hundred Tons per month,9 Mbbl per month,Free Market,$1166 million,507 Mbbl; 9 Mbbl,Untapped,Somewhat Large,Caribbean,United States,39075 km 2,http://blocgame.com/stats.php?id=58369,
Zeon Alliance,Char Aznable,The High Council,50k active personnel,6 ships,,First World War surplus,Gandhi-like,2 factories,Elite,last online 13 hours ago,7 Hundred Tons per month,7 Mbbl per month,Free Market,$1166 million,297 Mbbl; 7 Mbbl,Untapped,Powerful,Pacific Rim,United States,30895 km 2,http://blocgame.com/stats.php?id=62248,1 Tons
the Haunted,thedrunkenarchitect,Brotherhood of Zion,53k active personnel,0 ships,,First World War surplus,Good,2 factories,Standard,last online 2 hours ago,25 Hundred Tons per month,4 Mbbl per month,Central Planning,$1165 million,526 Mbbl; 4 Mbbl,Plentiful,Large,Southern Africa,Soviet Union,35990 km 2,http://blocgame.com/stats.php?id=63020,
Junovia,dontworryaboutit,Interpol,13k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,8 Hundred Tons per month,3 Mbbl per month,Free Market,$1163 million,129 Mbbl; 3 Mbbl,Plentiful,Mediocre,Pacific Rim,Neutral,19517 km 2,http://blocgame.com/stats.php?id=63088,
Sepidajistan,Shah Squid,Al-Qassam Brigades,38k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$1156 million,3766 Mbbl; 3 Mbbl,Plentiful,Small,Atlas,Soviet Union,15382 km 2,http://blocgame.com/stats.php?id=59462,
Malaysia.,Tuanku Adam Zhafri,PIRATES,9k active personnel,0 ships,,First World War surplus,Normal,3 factories,Good,last online 11 hours ago,10 Hundred Tons per month,9 Mbbl per month,Mixed Economy,$1155 million,256 Mbbl; 9 Mbbl,Near Depletion,None,East Indies,Neutral,28861 km 2,http://blocgame.com/stats.php?id=63032,
Senglia,mreid2112,Farmington Brigade,7k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 144 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$1153 million,2 Mbbl,Untapped,Meagre,Indochina,Soviet Union,9288 km 2,http://blocgame.com/stats.php?id=62920,
Worthless Sand,Spirit of Saddam Hussein,Brotherhood of Nod,18k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 7 hours ago,14 Hundred Tons per month,4 Mbbl per month,Central Planning,$1150 million,3683 Mbbl; 4 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=63192,
Cameronia,Cameron Saxonson,Che Guevara League,42k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,online now,16 Hundred Tons per month,9 Mbbl per month,Central Planning,$1145 million,419 Mbbl; 9 Mbbl,Untapped,Mediocre,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,
Tyanra,SaffronMerchant,SPQR,69k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,16 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1137 million,1551 Mbbl; 2 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,34788 km 2,http://blocgame.com/stats.php?id=60365,
Surakistahn,Harry Drewer,,7k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Poor,last online 140 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$1136 million,1366 Mbbl,Untapped,Meagre,Mesopotamia,Neutral,7645 km 2,http://blocgame.com/stats.php?id=46090,
North Nubia,Sean Tony,,99k active personnel,1 ships,,First World War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,26 Hundred Tons per month,10 Mbbl per month,Central Planning,$1124 million,182 Mbbl; 10 Mbbl,Plentiful,Small,Congo,Soviet Union,20943 km 2,http://blocgame.com/stats.php?id=63084,
Conferan,Cryptox,The High Council,81k active personnel,1 ships,,Second World War surplus,Gandhi-like,2 factories,Good,last online 4 hours ago,13 Hundred Tons per month,6 Mbbl per month,Central Planning,$1123 million,507 Mbbl,Untapped,Powerful,East Indies,Soviet Union,41457 km 2,http://blocgame.com/stats.php?id=56710,1 Tons
Lubekran,septima,Interpol,36k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 4 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$1116 million,91 Mbbl; 3 Mbbl,Untapped,Mediocre,Indochina,Soviet Union,11120 km 2,http://blocgame.com/stats.php?id=62568,
Mzab,Cuma Thurman,Brotherhood of Nod,59k active personnel,1 ships,,Second World War surplus,Pariah,2 factories,Good,last online 3 hours ago,15 Hundred Tons per month,12 Mbbl per month,Central Planning,$1110 million,4452 Mbbl; 12 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,37073 km 2,http://blocgame.com/stats.php?id=63775,
Hansetica,Svan,The Order,39k active personnel,1 ships,,Second World War surplus,Angelic,2 factories,Elite,last online 5 hours ago,15 Hundred Tons per month,6 Mbbl per month,Central Planning,$1109 million,331 Mbbl; 6 Mbbl,,Mediocre,China,Soviet Union,25637 km 2,http://blocgame.com/stats.php?id=63390,
Kyranistan,Michael Hussain,Comintern,38k active personnel,0 ships,,First World War surplus,Questionable,1 factory,Elite,last online 2 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$1102 million,6014 Mbbl; 7 Mbbl,Near Depletion,Large,Persia,Soviet Union,22732 km 2,http://blocgame.com/stats.php?id=61263,
Potatopia,DoomPotato,Brotherhood of Zion,59k active personnel,0 ships,,Second World War surplus,Angelic,1 factory,Elite,last online 4 hours ago,7 Hundred Tons per month,13 Mbbl per month,Central Planning,$1099 million,5066 Mbbl; 13 Mbbl,Plentiful,Very Powerful,Egypt,Soviet Union,29105 km 2,http://blocgame.com/stats.php?id=54037,
fetiwert,raja adam iskandar,The Federal Colonies,10k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 8 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$1099 million,,Untapped,None,East Indies,Soviet Union,9360 km 2,http://blocgame.com/stats.php?id=63124,
Etiwan,Latvu,The High Council,37k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,18 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$1085 million,401 Mbbl,Untapped,Mediocre,Amazonia,United States,27420 km 2,http://blocgame.com/stats.php?id=60056,
Sintra,Daniel Lima,The Order,67k active personnel,0 ships,,Finest of the 19th century,Angelic,1 factory,Elite,last online 1 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$1085 million,334 Mbbl; 4 Mbbl,Near Depletion,Mediocre,Caribbean,Soviet Union,26324 km 2,http://blocgame.com/stats.php?id=63167,
Texastan,Rebel Lord,Interpol,68k active personnel,2 ships,,Second World War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,20 Hundred Tons per month,21 Mbbl per month,Central Planning,$1083 million,5347 Mbbl; 21 Mbbl,Plentiful,Mediocre,Mesopotamia,Soviet Union,46476 km 2,http://blocgame.com/stats.php?id=58149,
CTSKRR,CTSKRR,The High Council,59k active personnel,1 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 1 hours ago,8 Hundred Tons per month,8 Mbbl per month,Central Planning,$1081 million,238 Mbbl; 8 Mbbl,,Large,China,Soviet Union,20237 km 2,http://blocgame.com/stats.php?id=60811,
Pan-demo-nium,Raja,The Order,25k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 94 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$1080 million,184 Mbbl; 2 Mbbl,,Somewhat Large,The Subcontinent,Soviet Union,18189 km 2,http://blocgame.com/stats.php?id=63195,
Hitlerwasright,Louis C Cuck,The Order,22k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,21 Hundred Tons per month,16 Mbbl per month,Free Market,$1074 million,2434 Mbbl,Depleted,None,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,
Alamo,linksith,The United Nations,6k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Poor,last online 8 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1070 million,4051 Mbbl,Untapped,None,Mesopotamia,United States,10790 km 2,http://blocgame.com/stats.php?id=40536,
Glubistan,Glub,SPQR,52k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 2 hours ago,20 Hundred Tons per month,11 Mbbl per month,Central Planning,$1066 million,1586 Mbbl; 11 Mbbl,Plentiful,Mediocre,Arabia,Soviet Union,22469 km 2,http://blocgame.com/stats.php?id=63027,
Zinlandia,Alaah,Che Guevara League,59k active personnel,0 ships,,First World War surplus,Nice,1 factory,Good,last online 3 hours ago,29 Hundred Tons per month,5 Mbbl per month,Central Planning,$1055 million,48 Mbbl,Untapped,Somewhat Large,Amazonia,Soviet Union,42254 km 2,http://blocgame.com/stats.php?id=45831,
Haxeltopia,Haxel,,10k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 163 hours ago,5 Hundred Tons per month,5 Mbbl per month,Free Market,$1054 million,,Untapped,None,Caribbean,United States,9360 km 2,http://blocgame.com/stats.php?id=63063,
Lombardy,Aistulf,The Order,67k active personnel,1 ships,,Second World War surplus,Angelic,2 factories,Good,online now,20 Hundred Tons per month,11 Mbbl per month,Free Market,$1044 million,6689 Mbbl; 11 Mbbl,Untapped,Mediocre,Persia,United States,42645 km 2,http://blocgame.com/stats.php?id=63882,
Krasnyyikistan,JohnTheGreat,Comintern,68k active personnel,1 ships,,First World War surplus,Angelic,2 factories,Good,online now,7 Hundred Tons per month,11 Mbbl per month,Free Market,$1040 million,3767 Mbbl,Untapped,Large,Arabia,Soviet Union,28415 km 2,http://blocgame.com/stats.php?id=50209,
Honesty,Fury,SPQR,9k active personnel,0 ships,,Finest of the 19th century,Normal,None,Undisciplined Rabble,last online 2 hours ago,11 Hundred Tons per month,,Free Market,$1035 million,,Plentiful,None,Mesopotamia,United States,9174 km 2,http://blocgame.com/stats.php?id=62094,
Gulam,Galak,PIRATES,41k active personnel,4 ships,,First World War surplus,Isolated,2 factories,Elite,last online 3 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$1035 million,417 Mbbl; 5 Mbbl,Near Depletion,Mediocre,Pacific Rim,Neutral,29354 km 2,http://blocgame.com/stats.php?id=63645,
Leinad,bloodywaffles12,The United Nations,9k active personnel,1 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 1 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$1033 million,101 Mbbl; 5 Mbbl,Untapped,Large,China,Soviet Union,20307 km 2,http://blocgame.com/stats.php?id=59332,
Valtania,Kelvin D. Makumbi,,71k active personnel,2 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 1 hours ago,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$1030 million,202 Mbbl; 7 Mbbl,Untapped,Mediocre,Mesoamerica,Soviet Union,28457 km 2,http://blocgame.com/stats.php?id=62525,
Brunstovia,Zat Other Guy,Interpol,36k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,8 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1030 million,248 Mbbl; 2 Mbbl,Depleted,Meagre,China,United States,13078 km 2,http://blocgame.com/stats.php?id=62648,
Bendover,Mike Hawk,Farmington Brigade,10k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 100 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$1025 million,149 Mbbl; 1 Mbbl,Untapped,None,East Indies,Soviet Union,11005 km 2,http://blocgame.com/stats.php?id=62897,
Derse Moon,Jack Noir,The Order,79k active personnel,11 ships,,Second World War surplus,Isolated,5 factories,Elite,online now,40 Hundred Tons per month,40 Mbbl per month,Free Market,$1025 million,21457 Mbbl,,Very Powerful,Egypt,United States,69401 km 2,http://blocgame.com/stats.php?id=62965,
Argon,Argus,Interpol,45k active personnel,4 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 4 hours ago,20 Hundred Tons per month,27 Mbbl per month,Central Planning,$1021 million,2654 Mbbl; 27 Mbbl,Untapped,Somewhat Large,Atlas,Soviet Union,40872 km 2,http://blocgame.com/stats.php?id=57323,
SOPF,Johnathinski Weston,Farmington Brigade,2k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 98 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$1021 million,224 Mbbl; 4 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,19336 km 2,http://blocgame.com/stats.php?id=62841,
Civilia,Sir_Ranger,Al-Qassam Brigades,60k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Poor,last online 4 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$1016 million,2 Mbbl,Near Depletion,None,China,Neutral,9175 km 2,http://blocgame.com/stats.php?id=62017,
Batu putih,Harzan,The Federal Colonies,32k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 5 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$1015 million,195 Mbbl,Near Depletion,Small,East Indies,Soviet Union,10551 km 2,http://blocgame.com/stats.php?id=61926,
Yummy Foods,iiruka,Interpol,113k active personnel,2 ships,,Second World War surplus,Gandhi-like,3 factories,Elite,online now,47 Hundred Tons per month,1 Mbbl per month,Free Market,$1012 million,75 Mbbl,Untapped,Large,Pacific Rim,United States,41667 km 2,http://blocgame.com/stats.php?id=54376,
Guadianstan,Guadian Bakar,Followers of Guadian,12k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,13 Hundred Tons per month,6 Mbbl per month,Central Planning,$1012 million,229 Mbbl,,Mediocre,Gran Colombia,Soviet Union,20815 km 2,http://blocgame.com/stats.php?id=63250,
Leche,ElHombreLeche,,9k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 142 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$1009 million,2040 Mbbl; 5 Mbbl,Untapped,Mediocre,Persia,Soviet Union,21803 km 2,http://blocgame.com/stats.php?id=62425,
Robots,stormbot28,Interpol,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 144 hours ago,8 Hundred Tons per month,,Free Market,$1008 million,,Untapped,Mediocre,Caribbean,United States,13613 km 2,http://blocgame.com/stats.php?id=40242,
Shining Sun,Wladyslaw Gomulka,Lithuanian Coalition,42k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,16 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$1005 million,69 Mbbl,Untapped,Mediocre,Southern Africa,Soviet Union,18382 km 2,http://blocgame.com/stats.php?id=61511,
Nueva Galicia,FedericoDionisi,Che Guevara League,11k active personnel,0 ships,,Second World War surplus,Gandhi-like,None,Elite,last online 53 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$1004 million,83 Mbbl; 2 Mbbl,Untapped,Somewhat Large,Southern Cone,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=60349,
kobisbunga,kobis,Brotherhood of Nod,29k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 13 hours ago,5 Hundred Tons per month,3 Mbbl per month,Free Market,$1003 million,178 Mbbl; 3 Mbbl,Untapped,Small,East Indies,United States,16335 km 2,http://blocgame.com/stats.php?id=61609,
whitmanistan,slim,The Order,62k active personnel,3 ships,,Second World War surplus,Gandhi-like,2 factories,Good,last online 3 hours ago,13 Hundred Tons per month,5 Mbbl per month,Free Market,$1002 million,5055 Mbbl; 5 Mbbl,Untapped,Somewhat Large,Mesopotamia,United States,42008 km 2,http://blocgame.com/stats.php?id=36344,
Jerung Hantu,Syark Land,PIRATES,36k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 4 hours ago,6 Hundred Tons per month,4 Mbbl per month,Free Market,$998 million,1571 Mbbl,Near Depletion,Small,Arabia,United States,19167 km 2,http://blocgame.com/stats.php?id=60505,
raja_png,DiDi27,,19k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 15 hours ago,8 Hundred Tons per month,5 Mbbl per month,Central Planning,$997 million,169 Mbbl; 5 Mbbl,Untapped,None,Pacific Rim,Soviet Union,7570 km 2,http://blocgame.com/stats.php?id=62000,
Junoma,VicReyes,SPQR,30k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,10 Hundred Tons per month,2 Mbbl per month,Free Market,$996 million,386 Mbbl; 2 Mbbl,Untapped,Somewhat Large,Southern Cone,United States,34086 km 2,http://blocgame.com/stats.php?id=40349,
DFWEFWEF,dmc5,Interpol,40k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,online now,8 Hundred Tons per month,6 Mbbl per month,Central Planning,$994 million,5001 Mbbl; 6 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,35376 km 2,http://blocgame.com/stats.php?id=55118,
