country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
Raja Udang,Mario,PIRATES,60k active personnel,7 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 7 hours ago,18 Hundred Tons per month,8 Mbbl per month,Free Market,$4094 million,45 Mbbl; 8 Mbbl,Near Depletion,Mediocre,Pacific Rim,Soviet Union,37190 km 2,http://blocgame.com/stats.php?id=61754,,
TheDarkSide,LordVader,The Fallen,11k active personnel,3 ships,Vietnam War surplus,Gandhi-like,3 factories,Poor,last online 2 hours ago,27 Hundred Tons per month,4 Mbbl per month,Central Planning,$4055 million,932 Mbbl; 4 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,79376 km 2,http://blocgame.com/stats.php?id=63139,,
Platypus Island,Mark0Polo,SPQR,266k active personnel,8 ships,Second World War surplus,Gandhi-like,5 factories,Undisciplined Rabble,online now,40 Hundred Tons per month,21 Mbbl per month,Central Planning,$3943 million,21 Mbbl,,Very Powerful,Indochina,Soviet Union,49204 km 2,http://blocgame.com/stats.php?id=63909,,
Morovistan,Gustave Bergher,SPQR,78k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Standard,last online 16 hours ago,22 Hundred Tons per month,18 Mbbl per month,Central Planning,$3858 million,5265 Mbbl; 18 Mbbl,Untapped,Powerful,Mesopotamia,Soviet Union,31247 km 2,http://blocgame.com/stats.php?id=62905,,
Sovngarde,Farron47,The Order,96k active personnel,9 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 5 hours ago,33 Hundred Tons per month,8 Mbbl per month,Central Planning,$3804 million,541 Mbbl; 8 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,47137 km 2,http://blocgame.com/stats.php?id=62626,,
USSR,CommissarBrian,The Order,99k active personnel,0 ships,Korean War surplus,Gandhi-like,7 factories,Elite,last online 5 hours ago,39 Hundred Tons per month,8 Mbbl per month,Central Planning,$3775 million,75 Mbbl; 8 Mbbl,Untapped,Mediocre,China,Soviet Union,48847 km 2,http://blocgame.com/stats.php?id=54182,,
Jemut,iwaniman/Ferozz,PIRATES,82k active personnel,8 ships,Second World War surplus,Mad Dog,5 factories,Elite,last online 6 hours ago,27 Hundred Tons per month,17 Mbbl per month,Mixed Economy,$3764 million,152 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,45108 km 2,http://blocgame.com/stats.php?id=61811,,
Tuonela,Beelzebub,The Order,105k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Elite,online now,40 Hundred Tons per month,3 Mbbl per month,Central Planning,$3686 million,305 Mbbl; 3 Mbbl,Untapped,Very Powerful,The Subcontinent,Soviet Union,45310 km 2,http://blocgame.com/stats.php?id=389,,
Conferan,Cryptox,The Fallen,113k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 3 hours ago,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$3681 million,320 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,54575 km 2,http://blocgame.com/stats.php?id=56710,,
LOCAI,Agumentic,Brotherhood of Nod,59k active personnel,3 ships,Korean War surplus,Gandhi-like,4 factories,Elite,online now,12 Hundred Tons per month,6 Mbbl per month,Free Market,$3649 million,220 Mbbl; 6 Mbbl,Untapped,Very Powerful,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,1 Tons,
Mirah,Filzah,The Order,127k active personnel,11 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 2 hours ago,25 Hundred Tons per month,12 Mbbl per month,Central Planning,$3578 million,459 Mbbl; 12 Mbbl,Untapped,Powerful,China,Soviet Union,29729 km 2,http://blocgame.com/stats.php?id=64191,,
Skekenhouse,Kraast,The Order,126k active personnel,5 ships,Korean War surplus,Angelic,4 factories,Standard,online now,38 Hundred Tons per month,16 Mbbl per month,Central Planning,$3539 million,5501 Mbbl; 16 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,67191 km 2,http://blocgame.com/stats.php?id=62962,,
Ken no Taiyou,Hikari,The Order,67k active personnel,6 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 1 hours ago,9 Hundred Tons per month,35 Mbbl per month,Central Planning,$3440 million,2666 Mbbl; 35 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,32081 km 2,http://blocgame.com/stats.php?id=64029,,
Uzbekistanstan,Shaikh Zayer,The Order,99k active personnel,3 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 2 hours ago,55 Hundred Tons per month,5 Mbbl per month,Free Market,$3425 million,285 Mbbl,Untapped,Large,Congo,United States,42881 km 2,http://blocgame.com/stats.php?id=47207,,
Aasyria,David al-Assad,The Order,118k active personnel,9 ships,Second World War surplus,Gandhi-like,4 factories,Poor,last online 1 hours ago,35 Hundred Tons per month,17 Mbbl per month,Central Planning,$3412 million,3921 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,45142 km 2,http://blocgame.com/stats.php?id=60967,,
Junoma,VicReyes,Steel Brotherhood,94k active personnel,4 ships,Second World War surplus,Angelic,3 factories,Elite,online now,23 Hundred Tons per month,5 Mbbl per month,Free Market,$3395 million,382 Mbbl,Untapped,Powerful,Southern Cone,United States,45582 km 2,http://blocgame.com/stats.php?id=40349,2 Tons,
Lorigan,Lorigan,The Hetairoi Guild,84k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 3 hours ago,29 Hundred Tons per month,8 Mbbl per month,Central Planning,$3386 million,383 Mbbl; 8 Mbbl,Untapped,Large,Amazonia,Soviet Union,41898 km 2,http://blocgame.com/stats.php?id=59787,,
Rome Reloaded,Tiberius Ceaser,SPQR,54k active personnel,5 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 10 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$3318 million,4726 Mbbl,Near Depletion,Large,Mesopotamia,Soviet Union,12961 km 2,http://blocgame.com/stats.php?id=1421,,
VinnyNation,VinnyRuler,Brotherhood of Nod,47k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,online now,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$3261 million,356 Mbbl; 6 Mbbl,Untapped,Somewhat Large,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
Cirno,jc99,The Federal Colonies,158k active personnel,4 ships,Second World War surplus,Gandhi-like,7 factories,Poor,last online 2 hours ago,34 Hundred Tons per month,2 Mbbl per month,Free Market,$3257 million,220 Mbbl,Untapped,Large,Caribbean,United States,41625 km 2,http://blocgame.com/stats.php?id=43375,1 Tons,
Coccoladia,Ernesto Caprone,The Federal Colonies,38k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 1 hours ago,22 Hundred Tons per month,2 Mbbl per month,Central Planning,$3240 million,34 Mbbl; 2 Mbbl,Untapped,Very Powerful,Caribbean,Soviet Union,27057 km 2,http://blocgame.com/stats.php?id=40289,,
Kosan,Whitearcher8,The Order,84k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 5 hours ago,20 Hundred Tons per month,10 Mbbl per month,Central Planning,$3221 million,6489 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,34556 km 2,http://blocgame.com/stats.php?id=59227,,
Hitlerwasright,Louis C Cuck,The Order,98k active personnel,5 ships,Korean War surplus,Angelic,4 factories,Elite,last online 4 hours ago,35 Hundred Tons per month,25 Mbbl per month,Free Market,$3198 million,9795 Mbbl,Untapped,Powerful,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,,
