country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor,reputation,rm_prod,oil_prod
Songtan,generosity,,25k active personnel,0 ships,First World War surplus,None,Standard,last online 73 hours ago,rankings.php?subregion=ara,,$318 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=57664,1466 Mbbl; 2 Mbbl,,,Nice,4 Hundred Tons per month,2 Mbbl per month
Terengganu,Farysa,http://blocgame.com/alliancestats.php?allianceid=2039,35k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 1 hours ago,rankings.php?subregion=ind,The High Council,$318 million,alliancestats.php?allianceid=2039,East Indies,Untapped,Small,http://blocgame.com/rankings.php?subregion=ind,20200 km 2,http://blocgame.com/stats.php?id=60615,294 Mbbl; 3 Mbbl,,,Nice,3 Hundred Tons per month,3 Mbbl per month
Pasir Dua Butir,Rocky Malaya,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,First World War surplus,1 factory,Standard,last online 21 hours ago,rankings.php?subregion=ind,The Order,$318 million,alliancestats.php?allianceid=2045,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60687,249 Mbbl; 3 Mbbl,,,Angelic,4 Hundred Tons per month,3 Mbbl per month
awanghitam,awanghitam,http://blocgame.com/alliancestats.php?allianceid=2039,38k active personnel,0 ships,First World War surplus,1 factory,Undisciplined Rabble,last online 1 hours ago,rankings.php?subregion=ind,The High Council,$318 million,alliancestats.php?allianceid=2039,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60739,134 Mbbl; 1 Mbbl,,,Angelic,8 Hundred Tons per month,1 Mbbl per month
Kedahan,Farhan,,29k active personnel,0 ships,First World War surplus,1 factory,Standard,last online 18 hours ago,rankings.php?subregion=ind,,$318 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60758,73 Mbbl,,,Normal,3 Hundred Tons per month,2 Mbbl per month
ADAMLAND,adamharez,,21k active personnel,0 ships,First World War surplus,1 factory,Elite,online now,rankings.php?subregion=ara,,$318 million,,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=60764,8394 Mbbl; 5 Mbbl,,,Angelic,4 Hundred Tons per month,5 Mbbl per month
southern myr,shaher91,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 27 hours ago,rankings.php?subregion=ind,,$318 million,,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60804,465 Mbbl; 1 Mbbl,,,Good,3 Hundred Tons per month,1 Mbbl per month
Strath,Finn Hunter,http://blocgame.com/alliancestats.php?allianceid=2045,40k active personnel,0 ships,First World War surplus,None,Standard,last online 9 hours ago,rankings.php?subregion=con,The Order,$318 million,alliancestats.php?allianceid=2045,Southern Cone,Untapped,Small,http://blocgame.com/rankings.php?subregion=con,20398 km 2,http://blocgame.com/stats.php?id=61471,1 Mbbl,,,Angelic,9 Hundred Tons per month,1 Mbbl per month
publika,Gladiator,,22k active personnel,0 ships,First World War surplus,None,Poor,last online 9 hours ago,rankings.php?subregion=pac,,$318 million,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62345,189 Mbbl; 1 Mbbl,,,Angelic,3 Hundred Tons per month,1 Mbbl per month
Labuair,Kultur mayor,,9k active personnel,0 ships,First World War surplus,None,Elite,last online 76 hours ago,rankings.php?subregion=sea,,$318 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,13477 km 2,http://blocgame.com/stats.php?id=62573,89 Mbbl; 1 Mbbl,,,Angelic,3 Hundred Tons per month,1 Mbbl per month
Plzcom,Ted Cruz al shami,,4k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 91 hours ago,rankings.php?subregion=mes,,$318 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,19602 km 2,http://blocgame.com/stats.php?id=63115,3742 Mbbl; 1 Mbbl,,,Nice,2 Hundred Tons per month,1 Mbbl per month
Olivera,Karl Liebknecht,,10k active personnel,0 ships,Finest of the 19th century,None,Elite,last online 45 hours ago,rankings.php?subregion=gra,,$318 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,16335 km 2,http://blocgame.com/stats.php?id=63174,349 Mbbl; 1 Mbbl,,,Nice,3 Hundred Tons per month,1 Mbbl per month
Sordidia,RogueandaScoundrel,http://blocgame.com/alliancestats.php?allianceid=2045,21k active personnel,0 ships,Finest of the 19th century,None,Elite,last online 5 hours ago,rankings.php?subregion=car,The Order,$318 million,alliancestats.php?allianceid=2045,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20788 km 2,http://blocgame.com/stats.php?id=63203,60 Mbbl,,,Mad Dog,5 Hundred Tons per month,2 Mbbl per month
Olut,Vittusaatana,http://blocgame.com/alliancestats.php?allianceid=2058,27k active personnel,0 ships,First World War surplus,None,Elite,last online 5 hours ago,rankings.php?subregion=atl,Al-Qassam Brigades,$318 million,alliancestats.php?allianceid=2058,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=63682,3692 Mbbl; 2 Mbbl,,,Good,4 Hundred Tons per month,2 Mbbl per month
TrumpCity,Ronald mcTrump,,20k active personnel,0 ships,First World War surplus,None,Standard,last online 13 hours ago,rankings.php?subregion=car,,$318 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=63769,,,,Good,4 Hundred Tons per month,1 Mbbl per month
pandoria,panzer4h,,16k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 54 hours ago,rankings.php?subregion=gui,,$317 million,,Guinea,Untapped,None,http://blocgame.com/rankings.php?subregion=gui,19800 km 2,http://blocgame.com/stats.php?id=40381,,,,Good,2 Hundred Tons per month,
kurdastan,stax,http://blocgame.com/alliancestats.php?allianceid=2048,29k active personnel,0 ships,First World War surplus,None,Elite,last online 17 hours ago,rankings.php?subregion=per,Brotherhood of Zion,$317 million,alliancestats.php?allianceid=2048,Persia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=per,20398 km 2,http://blocgame.com/stats.php?id=44907,3355 Mbbl; 2 Mbbl,,,Nice,2 Hundred Tons per month,2 Mbbl per month
Boomtown,Rataca1000,http://blocgame.com/alliancestats.php?allianceid=2039,25k active personnel,0 ships,First World War surplus,None,Elite,last online 16 hours ago,rankings.php?subregion=chi,The High Council,$317 million,alliancestats.php?allianceid=2039,China,Untapped,Small,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=50054,318 Mbbl,,,Angelic,4 Hundred Tons per month,
Atikana,Shaqzilla,,11k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 71 hours ago,rankings.php?subregion=ara,,$317 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,19800 km 2,http://blocgame.com/stats.php?id=56212,,,,Nice,2 Hundred Tons per month,
Bolshevikistan,S.D.Plessken,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 69 hours ago,rankings.php?subregion=congo,,$317 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=60189,100 Mbbl; 2 Mbbl,,,Nice,3 Hundred Tons per month,2 Mbbl per month
Elos,Panzerfan,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 18 hours ago,rankings.php?subregion=saf,,$317 million,,Southern Africa,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=61127,309 Mbbl; 1 Mbbl,,,Nice,3 Hundred Tons per month,1 Mbbl per month
Arabstan,AxanderTheGreat,http://blocgame.com/alliancestats.php?allianceid=2064,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 4 hours ago,rankings.php?subregion=mes,SPQR,$317 million,alliancestats.php?allianceid=2064,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=61659,,,,Angelic,2 Hundred Tons per month,
Republic Malaya,gerilatimur,,20k active personnel,0 ships,First World War surplus,None,Good,last online 16 hours ago,rankings.php?subregion=ind,,$317 million,,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61889,407 Mbbl; 1 Mbbl,,,Angelic,2 Hundred Tons per month,1 Mbbl per month
Lempo danea,Heri kiswanto,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 62 hours ago,rankings.php?subregion=sea,,$317 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=61893,,,,Angelic,2 Hundred Tons per month,
Nameck,Picko,http://blocgame.com/alliancestats.php?allianceid=2042,39k active personnel,0 ships,First World War surplus,1 factory,Good,last online 3 hours ago,rankings.php?subregion=ara,Interpol,$317 million,alliancestats.php?allianceid=2042,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,23615 km 2,http://blocgame.com/stats.php?id=61968,4645 Mbbl; 5 Mbbl,,,Angelic,5 Hundred Tons per month,5 Mbbl per month
XNSBG,President XNSBG,,8k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 98 hours ago,rankings.php?subregion=chi,,$317 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16172 km 2,http://blocgame.com/stats.php?id=62137,,,,Angelic,2 Hundred Tons per month,
Highlands,Valestorm,http://blocgame.com/alliancestats.php?allianceid=2054,10k active personnel,0 ships,First World War surplus,None,Standard,last online 51 hours ago,rankings.php?subregion=per,TheAccountantRevenge,$317 million,alliancestats.php?allianceid=2054,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=62669,2599 Mbbl; 2 Mbbl,,,Angelic,7 Hundred Tons per month,2 Mbbl per month
SAUDI OPEC,OPEC,http://blocgame.com/alliancestats.php?allianceid=2049,20k active personnel,0 ships,Finest of the 19th century,None,Elite,last online 58 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$317 million,alliancestats.php?allianceid=2049,Arabia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=62838,1130 Mbbl,,,Nice,3 Hundred Tons per month,7 Mbbl per month
Zejoria,Essola,,23k active personnel,0 ships,First World War surplus,None,Elite,last online 47 hours ago,rankings.php?subregion=eaf,,$317 million,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,19602 km 2,http://blocgame.com/stats.php?id=63422,,,,Nice,2 Hundred Tons per month,
Mandaloria,Captain Canaris,,7k active personnel,0 ships,First World War surplus,None,Elite,last online 69 hours ago,rankings.php?subregion=car,,$317 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,19602 km 2,http://blocgame.com/stats.php?id=63455,,,,Nice,2 Hundred Tons per month,
UzFuckIstan,JoeMama,,5k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 69 hours ago,rankings.php?subregion=car,,$317 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,19602 km 2,http://blocgame.com/stats.php?id=63492,,,,Nice,2 Hundred Tons per month,
Novi,ELITE INBOUND,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 69 hours ago,rankings.php?subregion=saf,,$317 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=63493,1 Mbbl,,,Nice,3 Hundred Tons per month,1 Mbbl per month
Neu Thulea,BloodWing155,http://blocgame.com/alliancestats.php?allianceid=2045,25k active personnel,0 ships,First World War surplus,None,Elite,last online 50 hours ago,rankings.php?subregion=pac,The Order,$317 million,alliancestats.php?allianceid=2045,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63505,1 Mbbl,,,Good,3 Hundred Tons per month,1 Mbbl per month
Northwest Front,Jaredar,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 68 hours ago,rankings.php?subregion=mex,,$317 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=63507,1 Mbbl,,,Nice,4 Hundred Tons per month,1 Mbbl per month
Jebac,Commie Bear,,22k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 68 hours ago,rankings.php?subregion=pac,,$317 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63521,,,,Nice,2 Hundred Tons per month,
Trumpanime,SpiderPiggie,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 43 hours ago,rankings.php?subregion=congo,,$317 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=63544,,,,Nice,4 Hundred Tons per month,1 Mbbl per month
Jenania,Nacks,,11k active personnel,0 ships,First World War surplus,None,Elite,last online 1 hours ago,rankings.php?subregion=congo,,$317 million,,Congo,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=congo,19602 km 2,http://blocgame.com/stats.php?id=63554,,,,Normal,4 Hundred Tons per month,
Celtic Frontier,Franklin Allen,,17k active personnel,0 ships,First World War surplus,None,Standard,last online 2 hours ago,rankings.php?subregion=congo,,$317 million,,Congo,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=congo,19800 km 2,http://blocgame.com/stats.php?id=63577,,,,Normal,4 Hundred Tons per month,
GH&G,danielzi,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 65 hours ago,rankings.php?subregion=chi,,$317 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63606,1 Mbbl,,,Nice,3 Hundred Tons per month,1 Mbbl per month
akuman,akuen,http://blocgame.com/alliancestats.php?allianceid=2084,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 44 hours ago,rankings.php?subregion=pac,The Khilafah,$317 million,alliancestats.php?allianceid=2084,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63624,165 Mbbl,,,Nice,3 Hundred Tons per month,
Fresh Memes,MemeLord,,22k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 59 hours ago,rankings.php?subregion=chi,,$317 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63646,,,,Nice,2 Hundred Tons per month,
kuci,kiki,,5k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 12 hours ago,rankings.php?subregion=ind,,$317 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,19602 km 2,http://blocgame.com/stats.php?id=63755,,,,Normal,3 Hundred Tons per month,1 Mbbl per month
Tahitoa,mrmrlol,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 58 hours ago,rankings.php?subregion=sea,,$316 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=42388,,,,Nice,3 Hundred Tons per month,
Orange Julius,5dollarcheezit,http://blocgame.com/alliancestats.php?allianceid=2039,27k active personnel,0 ships,First World War surplus,None,Elite,online now,rankings.php?subregion=eaf,The High Council,$316 million,alliancestats.php?allianceid=2039,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=46049,265 Mbbl; 4 Mbbl,,,Nice,5 Hundred Tons per month,4 Mbbl per month
WAC,Wikid99,,15k active personnel,0 ships,Finest of the 19th century,None,Good,last online 50 hours ago,rankings.php?subregion=con,,$316 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,19602 km 2,http://blocgame.com/stats.php?id=48792,,,,Questionable,2 Hundred Tons per month,
Hedjaz,Abdul Wahhab,http://blocgame.com/alliancestats.php?allianceid=2058,8k active personnel,0 ships,Finest of the 19th century,None,Elite,last online 64 hours ago,rankings.php?subregion=mes,Al-Qassam Brigades,$316 million,alliancestats.php?allianceid=2058,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16337 km 2,http://blocgame.com/stats.php?id=49882,,,,Angelic,2 Hundred Tons per month,
Rosmansor,Dr Mahathir,,1k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 85 hours ago,rankings.php?subregion=ind,,$316 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,19602 km 2,http://blocgame.com/stats.php?id=51616,,,,Nice,2 Hundred Tons per month,
venua,bilbo swaggins,http://blocgame.com/alliancestats.php?allianceid=2038,25k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 15 hours ago,rankings.php?subregion=gra,Che Guevara League,$316 million,alliancestats.php?allianceid=2038,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=54363,69 Mbbl,,,Good,4 Hundred Tons per month,2 Mbbl per month
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=2064,10k active personnel,0 ships,First World War surplus,None,Standard,last online 23 hours ago,rankings.php?subregion=chi,SPQR,$316 million,alliancestats.php?allianceid=2064,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=56203,454 Mbbl; 1 Mbbl,,,Angelic,7 Hundred Tons per month,1 Mbbl per month
Orthodox,sofonias2000100,,9k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 105 hours ago,rankings.php?subregion=congo,,$316 million,,Congo,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=congo,16172 km 2,http://blocgame.com/stats.php?id=62946,2 Mbbl,,,Nice,2 Hundred Tons per month,2 Mbbl per month
State of Islam,Abu Muhammad Al-Adnani,,4k active personnel,0 ships,First World War surplus,None,Elite,last online 94 hours ago,rankings.php?subregion=mes,,$316 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,19406 km 2,http://blocgame.com/stats.php?id=63099,,,,Nice,2 Hundred Tons per month,
Halgurd,DerImperator,,7k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 88 hours ago,rankings.php?subregion=mes,,$316 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16335 km 2,http://blocgame.com/stats.php?id=63129,,,,Nice,2 Hundred Tons per month,
Yourmother,JanuszKoranMekka,,8k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 65 hours ago,rankings.php?subregion=ara,,$316 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=63147,2101 Mbbl,,,Nice,3 Hundred Tons per month,3 Mbbl per month
GhostNation,GhostMan,,20k active personnel,0 ships,Finest of the 19th century,None,Good,last online 14 hours ago,rankings.php?subregion=ama,,$316 million,,Amazonia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=63589,476 Mbbl; 1 Mbbl,,,Pariah,3 Hundred Tons per month,1 Mbbl per month
Utopiareally,Benevolent Dictator,,22k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 15 hours ago,rankings.php?subregion=per,,$316 million,,Persia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=per,20594 km 2,http://blocgame.com/stats.php?id=63590,2520 Mbbl; 4 Mbbl,,,Normal,2 Hundred Tons per month,4 Mbbl per month
Al Rapenistan,vauhtijuha,http://blocgame.com/alliancestats.php?allianceid=2058,25k active personnel,0 ships,First World War surplus,None,Elite,last online 56 hours ago,rankings.php?subregion=ara,Al-Qassam Brigades,$316 million,alliancestats.php?allianceid=2058,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=63678,,,,Good,2 Hundred Tons per month,
Germanic Africa,Dirk Aust,,3k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 54 hours ago,rankings.php?subregion=eaf,,$316 million,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,19602 km 2,http://blocgame.com/stats.php?id=63720,,,,Good,2 Hundred Tons per month,
gitgud,Xx420blaz31txX,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 45 hours ago,rankings.php?subregion=ara,,$316 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=63729,2115 Mbbl,,,Good,2 Hundred Tons per month,3 Mbbl per month
rikkistan,rikk,http://blocgame.com/alliancestats.php?allianceid=2045,23k active personnel,0 ships,Finest of the 19th century,None,Elite,last online 29 hours ago,rankings.php?subregion=waf,The Order,$316 million,alliancestats.php?allianceid=2045,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,20398 km 2,http://blocgame.com/stats.php?id=63735,,,,Normal,2 Hundred Tons per month,
Vonozola,fnox,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 83 hours ago,rankings.php?subregion=gra,,$315 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=189,,,,Nice,2 Hundred Tons per month,
Groryland,Grorious Reader,,30k active personnel,0 ships,Finest of the 19th century,None,Undisciplined Rabble,last online 57 hours ago,rankings.php?subregion=sub,,$315 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=332,1 Mbbl,,,Good,3 Hundred Tons per month,1 Mbbl per month
stormageddon,striller,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 94 hours ago,rankings.php?subregion=sub,,$315 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=364,,,,Nice,2 Hundred Tons per month,
Gensokyo,DrKourin,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 100 hours ago,rankings.php?subregion=pac,,$315 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=5212,,,,Angelic,2 Hundred Tons per month,
The Kebabtopol,Ghaddafini,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 90 hours ago,rankings.php?subregion=sea,,$315 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=40117,,,,Angelic,2 Hundred Tons per month,
Britanistan,Rehepapi,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 37 hours ago,rankings.php?subregion=ara,,$315 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=40271,,,,Good,2 Hundred Tons per month,
WubWubWub,MAYDAY,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 129 hours ago,rankings.php?subregion=sea,,$315 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=40672,,,,Angelic,2 Hundred Tons per month,
Vrystaat,FunVake,http://blocgame.com/alliancestats.php?allianceid=2087,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 39 hours ago,rankings.php?subregion=saf,Executive Outcomes,$315 million,alliancestats.php?allianceid=2087,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=41030,,,,Good,2 Hundred Tons per month,
Genocidia,wolf2686,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 10 hours ago,rankings.php?subregion=chi,,$315 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=41291,48 Mbbl; 1 Mbbl,1 Tons,,Good,4 Hundred Tons per month,1 Mbbl per month
Artoquas,Dr. Quaz,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 50 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=41429,,,,Nice,2 Hundred Tons per month,
Volpone,Dodes,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 83 hours ago,rankings.php?subregion=sea,,$315 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=41445,,,,Nice,2 Hundred Tons per month,
Retardia,tot547,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 16 hours ago,rankings.php?subregion=pac,,$315 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=41553,,,,Good,2 Hundred Tons per month,
Argos,Arkadios,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 126 hours ago,rankings.php?subregion=chi,,$315 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=43443,,,,Angelic,2 Hundred Tons per month,
Kulu,Dragonknight,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 86 hours ago,rankings.php?subregion=chi,,$315 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=43537,,,,Nice,2 Hundred Tons per month,
Falk,Seth,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 101 hours ago,rankings.php?subregion=pac,,$315 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=43574,,,,Angelic,2 Hundred Tons per month,
Pie,bunny232,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 89 hours ago,rankings.php?subregion=egy,,$315 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=43666,6933 Mbbl; 1 Mbbl,,,Nice,3 Hundred Tons per month,1 Mbbl per month
Para,Paradiziac,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 82 hours ago,rankings.php?subregion=car,,$315 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=45380,,,,Nice,2 Hundred Tons per month,
dane,josen,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 135 hours ago,rankings.php?subregion=car,,$315 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=45877,,,,Angelic,2 Hundred Tons per month,
Guldania,WiseApple,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 36 hours ago,rankings.php?subregion=pac,,$315 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=45986,,,,Good,2 Hundred Tons per month,
Andalusia,Michaelion,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 45 hours ago,rankings.php?subregion=pac,,$315 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=46668,,,,Angelic,2 Hundred Tons per month,
