country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
sandakania,Ryan Kentang,Brotherhood of Zion,36k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 12 hours ago,10 Hundred Tons per month,3 Mbbl per month,Free Market,$583 million,522 Mbbl,Untapped,Somewhat Large,,East Indies,United States,34382 km 2,http://blocgame.com/stats.php?id=60600
Cyleia,Silas Adar,The Order,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 6 hours ago,4 Hundred Tons per month,4 Mbbl per month,Free Market,$583 million,615 Mbbl; 4 Mbbl,Untapped,Mediocre,,Mesoamerica,United States,23515 km 2,http://blocgame.com/stats.php?id=62784
Almania,Almanich,Brotherhood of Nod,47k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 7 hours ago,2 Hundred Tons per month,,Central Planning,$581 million,,Untapped,Small,,China,Soviet Union,34423 km 2,http://blocgame.com/stats.php?id=51725
Rhodistan,stalkerfriend,Freedom Legion,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 129 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$580 million,2189 Mbbl,Untapped,None,,Egypt,United States,13751 km 2,http://blocgame.com/stats.php?id=41052
Jam,pbjam,Brotherhood of Nod,42k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,8 Hundred Tons per month,1 Mbbl per month,Central Planning,$580 million,498 Mbbl,Untapped,Meagre,,East Indies,Soviet Union,27328 km 2,http://blocgame.com/stats.php?id=56490
Northmarch,Elroy,PIRATES,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,last online 6 hours ago,12 Hundred Tons per month,,Central Planning,$579 million,19 Mbbl,Untapped,None,,Caribbean,Soviet Union,22046 km 2,http://blocgame.com/stats.php?id=41629
Selja,Whalenator,Brotherhood of Nod,38k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,last online 1 hours ago,3 Hundred Tons per month,7 Mbbl per month,Central Planning,$579 million,3674 Mbbl; 7 Mbbl,Untapped,Meagre,,Persia,Soviet Union,31646 km 2,http://blocgame.com/stats.php?id=63172
Savannah,Watersfall,The United Nations,53k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$577 million,67 Mbbl,Untapped,Small,,Pacific Rim,Soviet Union,29545 km 2,http://blocgame.com/stats.php?id=49817
jongos,barros,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 31 hours ago,4 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$577 million,14 Mbbl; 3 Mbbl,Untapped,None,,East Indies,Neutral,9455 km 2,http://blocgame.com/stats.php?id=61892
Yourmother,JanuszKoranMekka,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 163 hours ago,3 Hundred Tons per month,3 Mbbl per month,Free Market,$577 million,2074 Mbbl,Untapped,None,,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63147
Large Man,LargeMan,Al-Qassam Brigades,51k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,6 Hundred Tons per month,5 Mbbl per month,Central Planning,$576 million,5918 Mbbl; 5 Mbbl,Untapped,Mediocre,,Egypt,Soviet Union,35795 km 2,http://blocgame.com/stats.php?id=52836
FreakTopia,Remington Steel,The Order,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 9 hours ago,10 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$575 million,816 Mbbl,Untapped,Small,,The Subcontinent,United States,36066 km 2,http://blocgame.com/stats.php?id=45527
Sepidajistan,Shah Squid,Al-Qassam Brigades,2k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 33 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$575 million,3814 Mbbl; 2 Mbbl,Untapped,None,,Atlas,Soviet Union,15851 km 2,http://blocgame.com/stats.php?id=59462
Kekistonia,Mad Dog Mattis,The Order,37k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,online now,9 Hundred Tons per month,8 Mbbl per month,Central Planning,$575 million,2694 Mbbl,Untapped,Small,,Atlas,Soviet Union,31122 km 2,http://blocgame.com/stats.php?id=63476
Tyrantia,Malakal,The High Council,42k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 6 hours ago,19 Hundred Tons per month,10 Mbbl per month,Central Planning,$574 million,5117 Mbbl; 10 Mbbl,Untapped,Mediocre,,Arabia,Soviet Union,37335 km 2,http://blocgame.com/stats.php?id=40238
Cameronia,Cameron Saxonson,Che Guevara League,16k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Poor,last online 9 hours ago,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$574 million,544 Mbbl; 6 Mbbl,Untapped,None,,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688
Cubania,General Fidelis,The Order,33k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$572 million,153 Mbbl; 5 Mbbl,Untapped,Meagre,1 Tons,Mesoamerica,Soviet Union,33764 km 2,http://blocgame.com/stats.php?id=47349
constania,Comrade,Divine League,35k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,online now,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$572 million,260 Mbbl; 3 Mbbl,,Small,,Congo,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=62606
Conrad,Waled,Al-Qassam Brigades,29k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,10 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$572 million,5029 Mbbl,Near Depletion,Mediocre,,Egypt,United States,23085 km 2,http://blocgame.com/stats.php?id=62640
Spooktune,Spookwave,Brotherhood of Zion,29k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 2 hours ago,9 Hundred Tons per month,4 Mbbl per month,Central Planning,$571 million,441 Mbbl; 4 Mbbl,Untapped,Mediocre,,China,Soviet Union,31316 km 2,http://blocgame.com/stats.php?id=62983
Hatmistan,Pertti II,Al-Qassam Brigades,54k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 9 hours ago,5 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$570 million,2105 Mbbl; 3 Mbbl,Untapped,Mediocre,,Atlas,Soviet Union,31263 km 2,http://blocgame.com/stats.php?id=46162
North Nubia,Sean Tony,/Pol/acks,22k active personnel,0 ships,First World War surplus,Good,1 factory,Elite,last online 2 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$565 million,267 Mbbl; 2 Mbbl,Plentiful,Meagre,,Congo,Soviet Union,20371 km 2,http://blocgame.com/stats.php?id=63084
Pastafarianism,.swf,The Delian League,14k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 153 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$565 million,80 Mbbl; 1 Mbbl,Untapped,None,,East Africa,United States,16335 km 2,http://blocgame.com/stats.php?id=63165
FlySoGood,ycheez,Brotherhood of Zion,56k active personnel,0 ships,First World War surplus,Angelic,1 factory,Standard,online now,12 Hundred Tons per month,11 Mbbl per month,Free Market,$564 million,1984 Mbbl,Untapped,Mediocre,,Atlas,United States,32944 km 2,http://blocgame.com/stats.php?id=54541
Fumakila,ahjibgor,Brotherhood of Nod,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 110 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$564 million,315 Mbbl,Untapped,None,,East Indies,United States,16335 km 2,http://blocgame.com/stats.php?id=62139
Swagvila,Saddam Hussgay,Divine League,40k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 4 hours ago,6 Hundred Tons per month,,Central Planning,$563 million,23 Mbbl,Untapped,Mediocre,,China,Soviet Union,27635 km 2,http://blocgame.com/stats.php?id=45990
Moltandia,Aldrin,,5k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 165 hours ago,2 Hundred Tons per month,,Central Planning,$562 million,,Untapped,None,,Gran Colombia,Neutral,16500 km 2,http://blocgame.com/stats.php?id=63572
Crapostan,King Guamba,Brotherhood of Nod,30k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Elite,last online 6 hours ago,5 Hundred Tons per month,5 Mbbl per month,Central Planning,$561 million,6634 Mbbl; 5 Mbbl,Untapped,Mediocre,,Mesopotamia,Neutral,30564 km 2,http://blocgame.com/stats.php?id=44789
kurdastan,stax,Brotherhood of Zion,37k active personnel,0 ships,First World War surplus,Good,1 factory,Elite,last online 2 hours ago,7 Hundred Tons per month,10 Mbbl per month,Central Planning,$561 million,3301 Mbbl; 10 Mbbl,Untapped,Meagre,,Persia,Soviet Union,32210 km 2,http://blocgame.com/stats.php?id=44907
Ferma,President Jacobo Vincenzo,Brotherhood of Zion,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,16 Hundred Tons per month,,Free Market,$561 million,178 Mbbl,Untapped,Large,,Southern Cone,United States,27656 km 2,http://blocgame.com/stats.php?id=58784
Tyanra,SaffronMerchant,SPQR,34k active personnel,0 ships,First World War surplus,Nice,1 factory,Standard,last online 8 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$561 million,1216 Mbbl; 2 Mbbl,Untapped,Small,,The Subcontinent,Soviet Union,31608 km 2,http://blocgame.com/stats.php?id=60365
place in asia,Fomalhaut,The Order,41k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Good,last online 24 hours ago,4 Hundred Tons per month,5 Mbbl per month,Central Planning,$561 million,172 Mbbl; 5 Mbbl,Untapped,None,,Pacific Rim,Neutral,28606 km 2,http://blocgame.com/stats.php?id=63538
Shekel Land,Sheklesteinthefourth,The Order,36k active personnel,0 ships,First World War surplus,Good,None,Elite,online now,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$560 million,4867 Mbbl; 3 Mbbl,Untapped,Mediocre,,Egypt,Soviet Union,32663 km 2,http://blocgame.com/stats.php?id=54689
Briggs,General Armstrong,Brotherhood of Zion,54k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,10 Hundred Tons per month,1 Mbbl per month,Free Market,$559 million,392 Mbbl,Untapped,Meagre,,Southern Cone,United States,30721 km 2,http://blocgame.com/stats.php?id=53442
Batu putih,Harzan,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 49 hours ago,6 Hundred Tons per month,4 Mbbl per month,Central Planning,$558 million,375 Mbbl,Untapped,Meagre,,East Indies,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=61926
Tandak,jimmyyus,PIRATES,41k active personnel,0 ships,First World War surplus,Angelic,1 factory,Standard,last online 6 hours ago,4 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$557 million,4623 Mbbl; 6 Mbbl,Untapped,Mediocre,,Egypt,United States,24645 km 2,http://blocgame.com/stats.php?id=62201
Communistutopia,Bill Broskis,The Order,31k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$556 million,4149 Mbbl; 3 Mbbl,Untapped,Meagre,,Persia,Soviet Union,28014 km 2,http://blocgame.com/stats.php?id=49796
Cyrodill,Tihomir,The Order,48k active personnel,1 ships,First World War surplus,Nice,4 factories,Elite,last online 5 hours ago,30 Hundred Tons per month,40 Mbbl per month,Free Market,$556 million,5424 Mbbl,Untapped,Powerful,1 Tons,Mesopotamia,United States,40296 km 2,http://blocgame.com/stats.php?id=53759
Ballzinga,Carejo,The Order,38k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,online now,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$556 million,339 Mbbl,Plentiful,Small,,Guinea,Soviet Union,31004 km 2,http://blocgame.com/stats.php?id=63397
Skirr,frap129,Brotherhood of Nod,24k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 27 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$555 million,4623 Mbbl; 4 Mbbl,Untapped,Mediocre,,Mesopotamia,Soviet Union,27278 km 2,http://blocgame.com/stats.php?id=35744
the Haunted,thedrunkenarchitect,Brotherhood of Zion,33k active personnel,0 ships,First World War surplus,Good,1 factory,Elite,last online 8 hours ago,8 Hundred Tons per month,4 Mbbl per month,Central Planning,$554 million,342 Mbbl; 4 Mbbl,Untapped,Somewhat Large,,Southern Africa,Soviet Union,30400 km 2,http://blocgame.com/stats.php?id=63020
Monk-E,leemuchacha,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 129 hours ago,3 Hundred Tons per month,3 Mbbl per month,Central Planning,$553 million,3 Mbbl,Untapped,Meagre,,Atlas,Neutral,16172 km 2,http://blocgame.com/stats.php?id=62754
Wielkopl,taikuh,Che Guevara League,24k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 6 hours ago,17 Hundred Tons per month,,Central Planning,$552 million,53 Mbbl,Untapped,Meagre,,Caribbean,Soviet Union,33192 km 2,http://blocgame.com/stats.php?id=42376
Lepkonia,Raguixxx,Interpol,30k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,online now,14 Hundred Tons per month,5 Mbbl per month,Central Planning,$552 million,132 Mbbl; 5 Mbbl,Untapped,Mediocre,,Southern Cone,Soviet Union,33651 km 2,http://blocgame.com/stats.php?id=55854
Biji Kurdistan,Myron2point0,Comintern,37k active personnel,0 ships,First World War surplus,Angelic,None,Good,online now,8 Hundred Tons per month,9 Mbbl per month,Central Planning,$551 million,3394 Mbbl; 9 Mbbl,Untapped,Mediocre,,Mesopotamia,Soviet Union,20182 km 2,http://blocgame.com/stats.php?id=52906
Radimostan,ondralukas,The Federal Colonies,12k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 137 hours ago,6 Hundred Tons per month,1 Mbbl per month,Central Planning,$550 million,147 Mbbl; 1 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,19212 km 2,http://blocgame.com/stats.php?id=62926
Bosnistan,JosipBrozDidNothingWrong,,2k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 9 hours ago,8 Hundred Tons per month,8 Mbbl per month,Central Planning,$549 million,3206 Mbbl; 8 Mbbl,Untapped,None,,Arabia,Soviet Union,13613 km 2,http://blocgame.com/stats.php?id=63423
Alexandrastan,TWAIN,Brotherhood of Nod,39k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 7 hours ago,8 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$548 million,2108 Mbbl; 4 Mbbl,Untapped,Meagre,,Mesopotamia,United States,28361 km 2,http://blocgame.com/stats.php?id=39070
OurTown,StarlightGlimmer,The Order,38k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 2 hours ago,21 Hundred Tons per month,16 Mbbl per month,Central Planning,$547 million,3792 Mbbl,Untapped,Mediocre,,Persia,Soviet Union,34823 km 2,http://blocgame.com/stats.php?id=51681
Lolesco,Lolesco,The Order,39k active personnel,0 ships,First World War surplus,Questionable,1 factory,Standard,last online 3 hours ago,11 Hundred Tons per month,7 Mbbl per month,Free Market,$545 million,1787 Mbbl; 7 Mbbl,Untapped,Mediocre,,Mesopotamia,United States,33072 km 2,http://blocgame.com/stats.php?id=48289
Hejaaz,Umar,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 157 hours ago,2 Hundred Tons per month,,Mixed Economy,$545 million,,Untapped,None,,Mesopotamia,Neutral,13343 km 2,http://blocgame.com/stats.php?id=58497
Aaass,Lets see,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 148 hours ago,2 Hundred Tons per month,,Free Market,$545 million,,Untapped,None,,Arabia,Neutral,13890 km 2,http://blocgame.com/stats.php?id=63745
Clown Station,Honke,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 146 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$545 million,,Untapped,None,,Egypt,United States,13613 km 2,http://blocgame.com/stats.php?id=63749
Mongolstan,Khan,Brotherhood of Zion,47k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 6 hours ago,16 Hundred Tons per month,3 Mbbl per month,Central Planning,$543 million,517 Mbbl; 3 Mbbl,Untapped,Mediocre,,China,Soviet Union,33209 km 2,http://blocgame.com/stats.php?id=47945
Zinlandia,Alaah,Che Guevara League,61k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 6 hours ago,14 Hundred Tons per month,3 Mbbl per month,Central Planning,$542 million,73 Mbbl,Untapped,Mediocre,,Amazonia,Soviet Union,31719 km 2,http://blocgame.com/stats.php?id=45831
nation name,alysdexia,Interpol,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 13 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$542 million,1780 Mbbl; 5 Mbbl,Untapped,Meagre,1 Tons,Mesopotamia,United States,28928 km 2,http://blocgame.com/stats.php?id=49652
Latveria,Doom,The High Council,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 12 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$542 million,2 Mbbl,Untapped,None,,Mesopotamia,United States,20195 km 2,http://blocgame.com/stats.php?id=57009
Fongelesia,Fong,,29k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,9 Hundred Tons per month,2 Mbbl per month,Free Market,$542 million,417 Mbbl,Untapped,Small,,Pacific Rim,United States,19946 km 2,http://blocgame.com/stats.php?id=63041
fetiwert,raja adam iskandar,The Federal Colonies,0k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 16 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$542 million,,Untapped,None,,East Indies,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=63124
