country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,reactor,uranium
North Nubia,Sean Tony,N.S.D.A.P,118k active personnel,1 ships,Finest of the 19th century,Gandhi-like,3 factories,Good,online now,28 Hundred Tons per month,10 Mbbl per month,Central Planning,$1795 million,117 Mbbl; 10 Mbbl,Plentiful,Mediocre,Congo,Soviet Union,28700 km 2,http://blocgame.com/stats.php?id=63084,,
Feffiopia,Serloks,The Divine Council,66k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 7 hours ago,24 Hundred Tons per month,8 Mbbl per month,Central Planning,$1780 million,458 Mbbl,,Somewhat Large,The Subcontinent,Soviet Union,24983 km 2,http://blocgame.com/stats.php?id=46505,,
Jebawka,Shetay,The Order,82k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Poor,last online 3 hours ago,11 Hundred Tons per month,10 Mbbl per month,Free Market,$1771 million,3141 Mbbl,Untapped,Small,Arabia,United States,28705 km 2,http://blocgame.com/stats.php?id=54304,,
constania,Comrade,The Divine Council,37k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 29 hours ago,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$1762 million,112 Mbbl; 7 Mbbl,Untapped,Large,Congo,Soviet Union,17509 km 2,http://blocgame.com/stats.php?id=62606,,
VinnyNation,VinnyRuler,Brotherhood of Nod,47k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$1758 million,279 Mbbl; 4 Mbbl,Untapped,Small,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
LOCAI,Agumentic,Brotherhood of Nod,39k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,10 Hundred Tons per month,4 Mbbl per month,Free Market,$1735 million,391 Mbbl; 4 Mbbl,Untapped,Very Powerful,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,,
Sovngarde,Farron47,The Order,50k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 7 hours ago,21 Hundred Tons per month,5 Mbbl per month,Central Planning,$1728 million,581 Mbbl; 5 Mbbl,Untapped,Large,East Indies,Soviet Union,40749 km 2,http://blocgame.com/stats.php?id=62626,,
South Uganda,Dr. Idi Amin,The Divine Council,133k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 6 hours ago,36 Hundred Tons per month,5 Mbbl per month,Central Planning,$1718 million,492 Mbbl; 5 Mbbl,Untapped,Large,Southern Africa,Soviet Union,41306 km 2,http://blocgame.com/stats.php?id=63128,,
Alamo,linksith,The United Nations,48k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 12 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1707 million,4388 Mbbl,Untapped,Mediocre,Mesopotamia,United States,16148 km 2,http://blocgame.com/stats.php?id=40536,,
Uzbekistanstan,Shaikh Zayer,The Order,73k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 8 hours ago,40 Hundred Tons per month,5 Mbbl per month,Free Market,$1694 million,449 Mbbl,Untapped,Somewhat Large,Congo,United States,38272 km 2,http://blocgame.com/stats.php?id=47207,,
Shambala,Feranon,Brotherhood of Nod,58k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,15 Hundred Tons per month,5 Mbbl per month,Central Planning,$1690 million,180 Mbbl; 5 Mbbl,Untapped,Somewhat Large,Pacific Rim,Soviet Union,31241 km 2,http://blocgame.com/stats.php?id=41268,,1 Tons
Morjei,FlairWoW,The Divine Council,74k active personnel,0 ships,First World War surplus,Gandhi-like,3 factories,Good,online now,29 Hundred Tons per month,3 Mbbl per month,Central Planning,$1658 million,86 Mbbl; 3 Mbbl,Untapped,Large,Indochina,Soviet Union,42900 km 2,http://blocgame.com/stats.php?id=53068,,
whitmanistan,slim,The Order,70k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Good,online now,15 Hundred Tons per month,7 Mbbl per month,Free Market,$1649 million,5234 Mbbl; 7 Mbbl,Untapped,Large,Mesopotamia,United States,51923 km 2,http://blocgame.com/stats.php?id=36344,,
Asians,bigyihsuan,The Divine Council,58k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 1 hours ago,9 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$1644 million,322 Mbbl; 4 Mbbl,Untapped,Meagre,Pacific Rim,United States,16870 km 2,http://blocgame.com/stats.php?id=41551,,
Biji Kurdistan,Myron2point0,Comintern,54k active personnel,0 ships,Second World War surplus,Good,1 factory,Elite,last online 9 hours ago,10 Hundred Tons per month,10 Mbbl per month,Central Planning,$1630 million,3544 Mbbl; 10 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,24574 km 2,http://blocgame.com/stats.php?id=52906,,1 Tons
Hansetica,Svan,,39k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 104 hours ago,17 Hundred Tons per month,7 Mbbl per month,Central Planning,$1612 million,256 Mbbl; 7 Mbbl,Untapped,Mediocre,China,Soviet Union,25637 km 2,http://blocgame.com/stats.php?id=63390,,
Sintra,Daniel Lima,The Order,77k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,18 Hundred Tons per month,11 Mbbl per month,Central Planning,$1604 million,290 Mbbl; 11 Mbbl,Near Depletion,Somewhat Large,Caribbean,Soviet Union,32286 km 2,http://blocgame.com/stats.php?id=63167,,
Sepidajistan,Shah Squid,Al-Qassam Brigades,38k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 15 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$1600 million,3733 Mbbl; 3 Mbbl,Untapped,Somewhat Large,Atlas,Soviet Union,15382 km 2,http://blocgame.com/stats.php?id=59462,,
Cirno,jc99,The Federal Colonies,118k active personnel,3 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 9 hours ago,34 Hundred Tons per month,2 Mbbl per month,Free Market,$1598 million,258 Mbbl,Plentiful,Mediocre,Caribbean,United States,39052 km 2,http://blocgame.com/stats.php?id=43375,,1 Tons
Cyleia,Silas Adar,The Order,6k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 48 hours ago,11 Hundred Tons per month,6 Mbbl per month,Free Market,$1598 million,462 Mbbl; 6 Mbbl,,Mediocre,Mesoamerica,United States,27219 km 2,http://blocgame.com/stats.php?id=62784,,
Batu putih,Harzan,The Federal Colonies,56k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 14 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$1592 million,140 Mbbl,Near Depletion,Large,East Indies,Soviet Union,10850 km 2,http://blocgame.com/stats.php?id=61926,,
Glubistan,Glub,SPQR,78k active personnel,1 ships,Second World War surplus,Good,2 factories,Undisciplined Rabble,last online 9 hours ago,25 Hundred Tons per month,13 Mbbl per month,Central Planning,$1585 million,1767 Mbbl; 13 Mbbl,Plentiful,Somewhat Large,Arabia,Soviet Union,23779 km 2,http://blocgame.com/stats.php?id=63027,,
Cameronia,Cameron Saxonson,Che Guevara League,50k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 15 hours ago,17 Hundred Tons per month,9 Mbbl per month,Central Planning,$1571 million,320 Mbbl; 9 Mbbl,Untapped,Mediocre,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,,
Harezland,Adam harez,The Order,9k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,10 Hundred Tons per month,9 Mbbl per month,Central Planning,$1562 million,521 Mbbl; 9 Mbbl,Untapped,Mediocre,Pacific Rim,Neutral,20186 km 2,http://blocgame.com/stats.php?id=60587,,
KingBding,King B,The Order,32k active personnel,2 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 9 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$1562 million,308 Mbbl; 3 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,25752 km 2,http://blocgame.com/stats.php?id=63205,,
pelle,pelle,The Order,65k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 12 hours ago,32 Hundred Tons per month,5 Mbbl per month,Central Planning,$1539 million,499 Mbbl; 5 Mbbl,Untapped,Very Powerful,China,Soviet Union,47331 km 2,http://blocgame.com/stats.php?id=52372,,
Almania,Almanich,Brotherhood of Nod,54k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 6 hours ago,2 Hundred Tons per month,,Central Planning,$1529 million,142 Mbbl,Untapped,Very Powerful,China,Soviet Union,48605 km 2,http://blocgame.com/stats.php?id=51725,,
Ivalice,Nighthawk571,Interpol,79k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Standard,online now,23 Hundred Tons per month,20 Mbbl per month,Central Planning,$1529 million,2539 Mbbl; 20 Mbbl,Plentiful,Mediocre,Arabia,Soviet Union,35726 km 2,http://blocgame.com/stats.php?id=63060,,
BongoBongoBongo,oBerry,The Order,71k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 7 hours ago,40 Hundred Tons per month,11 Mbbl per month,Central Planning,$1525 million,151 Mbbl; 11 Mbbl,Plentiful,Mediocre,Congo,Soviet Union,20923 km 2,http://blocgame.com/stats.php?id=63942,,
Hitlerwasright,Louis C Cuck,The Order,52k active personnel,0 ships,Second World War surplus,Good,2 factories,Good,online now,30 Hundred Tons per month,23 Mbbl per month,Free Market,$1517 million,6704 Mbbl,Depleted,Mediocre,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,,
Conferan,Cryptox,The Divine Council,110k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,13 Hundred Tons per month,6 Mbbl per month,Central Planning,$1512 million,455 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,44291 km 2,http://blocgame.com/stats.php?id=56710,,1 Tons
Zeon Alliance,Char Aznable,The Divine Council,70k active personnel,6 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,7 Hundred Tons per month,7 Mbbl per month,Free Market,$1507 million,240 Mbbl; 7 Mbbl,Untapped,Very Powerful,Pacific Rim,United States,32806 km 2,http://blocgame.com/stats.php?id=62248,,1 Tons
Lorigan,Lorigan,The Divine Council,65k active personnel,0 ships,Second World War surplus,Nice,2 factories,Elite,online now,17 Hundred Tons per month,8 Mbbl per month,Central Planning,$1498 million,305 Mbbl; 8 Mbbl,Plentiful,Mediocre,Amazonia,Soviet Union,37423 km 2,http://blocgame.com/stats.php?id=59787,,
Junovia,dontworryaboutit,Interpol,45k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,online now,21 Hundred Tons per month,5 Mbbl per month,Free Market,$1491 million,516 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,Neutral,19517 km 2,http://blocgame.com/stats.php?id=63088,,
Mzab,Cuma Thurman,Brotherhood of Nod,74k active personnel,3 ships,Second World War surplus,Normal,3 factories,Elite,online now,18 Hundred Tons per month,16 Mbbl per month,Central Planning,$1489 million,4303 Mbbl; 16 Mbbl,Untapped,Large,Atlas,Soviet Union,37073 km 2,http://blocgame.com/stats.php?id=63775,,
Russophia,Mikhail Putin,SPQR,7k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 74 hours ago,3 Hundred Tons per month,8 Mbbl per month,Central Planning,$1483 million,2057 Mbbl; 8 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,6567 km 2,http://blocgame.com/stats.php?id=54426,,
the Haunted,thedrunkenarchitect,The Order,59k active personnel,1 ships,Second World War surplus,Normal,2 factories,Good,last online 4 hours ago,27 Hundred Tons per month,4 Mbbl per month,Central Planning,$1476 million,482 Mbbl; 4 Mbbl,Untapped,Powerful,Southern Africa,Soviet Union,35990 km 2,http://blocgame.com/stats.php?id=63020,,
Leinad,bloodywaffles12,The United Nations,11k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Undisciplined Rabble,last online 15 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$1461 million,46 Mbbl; 5 Mbbl,Plentiful,Large,China,Soviet Union,20307 km 2,http://blocgame.com/stats.php?id=59332,,
shair,shair,Al-Qassam Brigades,48k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$1460 million,296 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,40972 km 2,http://blocgame.com/stats.php?id=62199,,
Coccoladia,Ernesto Caprone,The Federal Colonies,39k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 10 hours ago,19 Hundred Tons per month,2 Mbbl per month,Central Planning,$1454 million,100 Mbbl; 2 Mbbl,Untapped,Somewhat Large,Caribbean,Soviet Union,27057 km 2,http://blocgame.com/stats.php?id=40289,,
Junoma,VicReyes,Steel Brotherhood,37k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 7 hours ago,15 Hundred Tons per month,4 Mbbl per month,Free Market,$1453 million,365 Mbbl; 4 Mbbl,Untapped,Somewhat Large,Southern Cone,United States,35924 km 2,http://blocgame.com/stats.php?id=40349,,
Kosan,Whitearcher8,The Divine Council,58k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 11 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$1452 million,5250 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,27276 km 2,http://blocgame.com/stats.php?id=59227,,
Markovia,RDM HC,The Federal Colonies,78k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 3 hours ago,21 Hundred Tons per month,11 Mbbl per month,Free Market,$1441 million,391 Mbbl; 11 Mbbl,Untapped,Large,Caribbean,United States,39510 km 2,http://blocgame.com/stats.php?id=58369,,
Yummy Foods,iiruka,Interpol,132k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Good,online now,56 Hundred Tons per month,2 Mbbl per month,Free Market,$1440 million,195 Mbbl,Untapped,Large,Pacific Rim,United States,48007 km 2,http://blocgame.com/stats.php?id=54376,,
durkastan,ned kelly,SPQR,54k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,24 Hundred Tons per month,19 Mbbl per month,Free Market,$1438 million,2886 Mbbl,Untapped,Mediocre,Arabia,United States,35354 km 2,http://blocgame.com/stats.php?id=40488,,
Nueva Galicia,FedericoDionisi,Che Guevara League,18k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Standard,last online 29 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$1424 million,61 Mbbl; 2 Mbbl,Untapped,Large,Southern Cone,Soviet Union,19743 km 2,http://blocgame.com/stats.php?id=60349,,
Aasyria,David al-Assad,The Order,58k active personnel,2 ships,First World War surplus,Normal,2 factories,Good,last online 3 hours ago,21 Hundred Tons per month,12 Mbbl per month,Central Planning,$1418 million,3605 Mbbl,,Very Powerful,Mesopotamia,Soviet Union,38933 km 2,http://blocgame.com/stats.php?id=60967,,
Ekodebota,tfwqtp2tlgf|;3,The Divine Council,50k active personnel,0 ships,Second World War surplus,Angelic,2 factories,Poor,online now,29 Hundred Tons per month,13 Mbbl per month,Central Planning,$1414 million,2578 Mbbl; 13 Mbbl,Untapped,Very Powerful,Atlas,Soviet Union,30805 km 2,http://blocgame.com/stats.php?id=53422,,
Crimea,Hayro Khan,The United Nations,38k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 19 hours ago,13 Hundred Tons per month,7 Mbbl per month,Central Planning,$1411 million,3620 Mbbl; 7 Mbbl,Untapped,Meagre,Atlas,Soviet Union,31646 km 2,http://blocgame.com/stats.php?id=2570,,
TheDarkSide,LordVader,The Divine Council,62k active personnel,4 ships,Second World War surplus,Angelic,2 factories,Good,online now,27 Hundred Tons per month,2 Mbbl per month,Central Planning,$1411 million,532 Mbbl; 2 Mbbl,Near Depletion,Very Powerful,East Indies,Soviet Union,53378 km 2,http://blocgame.com/stats.php?id=63139,,
Giant Mechs,OiledDNA,The Divine Council,81k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$1409 million,368 Mbbl; 5 Mbbl,,Mediocre,Pacific Rim,Soviet Union,31543 km 2,http://blocgame.com/stats.php?id=60735,,
Brunstovia,Zat Other Guy,Interpol,22k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 10 hours ago,10 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$1406 million,401 Mbbl; 3 Mbbl,,Meagre,China,United States,12948 km 2,http://blocgame.com/stats.php?id=62648,,
SOPF,Johnathinski Weston,The United Nations,37k active personnel,0 ships,Second World War surplus,Angelic,1 factory,Good,last online 36 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$1401 million,143 Mbbl; 4 Mbbl,Untapped,Large,East Indies,Soviet Union,16114 km 2,http://blocgame.com/stats.php?id=62841,,
bakhang,cukobi,The Order,71k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Poor,last online 2 hours ago,23 Hundred Tons per month,12 Mbbl per month,Central Planning,$1400 million,1241 Mbbl; 12 Mbbl,Untapped,Large,Atlas,Soviet Union,40085 km 2,http://blocgame.com/stats.php?id=60485,,
Anonymity,Anomalous300,The Order,100k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,31 Hundred Tons per month,15 Mbbl per month,Central Planning,$1399 million,1234 Mbbl; 15 Mbbl,Untapped,Small,Arabia,Soviet Union,25911 km 2,http://blocgame.com/stats.php?id=63103,,
Syphirious,Doxal,Interpol,56k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 11 hours ago,30 Hundred Tons per month,28 Mbbl per month,Central Planning,$1396 million,3955 Mbbl; 28 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,47643 km 2,http://blocgame.com/stats.php?id=59670,,
Surakistahn,Harry Drewer,,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 125 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$1394 million,940 Mbbl,Untapped,Meagre,Mesopotamia,Neutral,5257 km 2,http://blocgame.com/stats.php?id=46090,,
Eastasia,accounts being deleted,The United Nations,68k active personnel,0 ships,Second World War surplus,Angelic,1 factory,Good,last online 3 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$1394 million,851 Mbbl; 2 Mbbl,,Small,Pacific Rim,Soviet Union,25435 km 2,http://blocgame.com/stats.php?id=63527,,
Tandak,jimmyyus,PIRATES,6k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,18 Hundred Tons per month,12 Mbbl per month,Free Market,$1388 million,4236 Mbbl; 12 Mbbl,Plentiful,Large,Egypt,United States,17842 km 2,http://blocgame.com/stats.php?id=62201,,
Lubekran,septima,Interpol,15k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 27 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$1383 million,37 Mbbl; 5 Mbbl,Untapped,Somewhat Large,Indochina,Soviet Union,9175 km 2,http://blocgame.com/stats.php?id=62568,,
HARDGAY♂,mits,The Order,68k active personnel,1 ships,First World War surplus,Gandhi-like,3 factories,Elite,online now,28 Hundred Tons per month,8 Mbbl per month,Central Planning,$1383 million,278 Mbbl; 8 Mbbl,Untapped,Somewhat Large,Pacific Rim,Soviet Union,42294 km 2,http://blocgame.com/stats.php?id=63324,,
al-Bahrayn,dbdb,The Order,98k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,online now,9 Hundred Tons per month,10 Mbbl per month,Central Planning,$1382 million,1041 Mbbl; 10 Mbbl,Untapped,Large,Mesopotamia,Soviet Union,32888 km 2,http://blocgame.com/stats.php?id=59775,,
Tamil Kingdom,Chola I,The Order,150k active personnel,2 ships,Second World War surplus,Angelic,4 factories,Good,last online 10 hours ago,46 Hundred Tons per month,7 Mbbl per month,Central Planning,$1375 million,407 Mbbl; 7 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,53732 km 2,http://blocgame.com/stats.php?id=60964,,1 Tons
Latveria,Doom,The Divine Council,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 169 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1368 million,2 Mbbl,Untapped,None,Mesopotamia,United States,13747 km 2,http://blocgame.com/stats.php?id=57009,,
Guadianstan,Guadian Bakar,Steel Brotherhood,60k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,online now,13 Hundred Tons per month,7 Mbbl per month,Central Planning,$1359 million,123 Mbbl,Plentiful,Mediocre,Gran Colombia,Soviet Union,17084 km 2,http://blocgame.com/stats.php?id=63250,,
Wafflonia,Stellarwaffle,SPQR,78k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 3 hours ago,14 Hundred Tons per month,9 Mbbl per month,Central Planning,$1350 million,4143 Mbbl; 9 Mbbl,Plentiful,Mediocre,Egypt,Soviet Union,36938 km 2,http://blocgame.com/stats.php?id=63064,,
Potatopia,DoomPotato,Brotherhood of Nod,59k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 9 hours ago,9 Hundred Tons per month,13 Mbbl per month,Central Planning,$1349 million,4923 Mbbl; 13 Mbbl,Untapped,Very Powerful,Egypt,Soviet Union,29105 km 2,http://blocgame.com/stats.php?id=54037,,
Johor,Helmi Omar,The Khilafah,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 14 hours ago,9 Hundred Tons per month,5 Mbbl per month,Central Planning,$1340 million,40 Mbbl; 5 Mbbl,Untapped,Somewhat Large,Pacific Rim,Neutral,18050 km 2,http://blocgame.com/stats.php?id=60442,,
Zinlandia,Alaah,Che Guevara League,96k active personnel,0 ships,Second World War surplus,Pariah,1 factory,Good,last online 3 hours ago,37 Hundred Tons per month,5 Mbbl per month,Central Planning,$1336 million,366 Mbbl,Untapped,Mediocre,Amazonia,Soviet Union,47723 km 2,http://blocgame.com/stats.php?id=45831,,
Ferma,President Jacobo Vincenzo,The Order,49k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,online now,25 Hundred Tons per month,,Free Market,$1333 million,178 Mbbl,Untapped,Large,Southern Cone,United States,27656 km 2,http://blocgame.com/stats.php?id=58784,,
Drelinka,Catheline lebran,SPQR,15k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 11 hours ago,4 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$1331 million,1447 Mbbl,Untapped,Meagre,Persia,Neutral,6124 km 2,http://blocgame.com/stats.php?id=61556,,
Alexandrastan,TWAIN,Brotherhood of Nod,47k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 3 hours ago,10 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$1328 million,1988 Mbbl; 6 Mbbl,Untapped,Mediocre,Mesopotamia,United States,28361 km 2,http://blocgame.com/stats.php?id=39070,,
mani,mani,SPQR,10k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,8 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$1327 million,169 Mbbl,Untapped,Mediocre,Persia,Neutral,6320 km 2,http://blocgame.com/stats.php?id=62912,,
Etiwan,Latvu,The Divine Council,30k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,19 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$1323 million,357 Mbbl,,Mediocre,Amazonia,United States,27056 km 2,http://blocgame.com/stats.php?id=60056,,
Khuzestan,Georgy Zhukov,The Federal Colonies,59k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,13 Hundred Tons per month,9 Mbbl per month,Central Planning,$1322 million,2437 Mbbl; 9 Mbbl,Untapped,Powerful,Persia,Soviet Union,41083 km 2,http://blocgame.com/stats.php?id=48914,,1 Tons
