country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
Carbonear,Wolfie,Interpol,17k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,online now,16 Hundred Tons per month,4 Mbbl per month,Free Market,$508 million,72 Mbbl,Untapped,Meagre,,West Africa,Neutral,19330 km 2,http://blocgame.com/stats.php?id=63657
Bluegene/Q,ChevalierCavac,The High Council,39k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 4 hours ago,9 Hundred Tons per month,10 Mbbl per month,Central Planning,$485 million,3023 Mbbl; 10 Mbbl,Untapped,Mediocre,,Arabia,Soviet Union,30287 km 2,http://blocgame.com/stats.php?id=61506
Iranzamin,Lord of War,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 111 hours ago,2 Hundred Tons per month,,Mixed Economy,$506 million,,Untapped,Small,,Persia,Neutral,13343 km 2,http://blocgame.com/stats.php?id=49556
Genowia,ThePole,The High Council,38k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,online now,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$476 million,326 Mbbl; 4 Mbbl,Untapped,Somewhat Large,,Pacific Rim,Soviet Union,31139 km 2,http://blocgame.com/stats.php?id=50839
Magna Bonom,Krull,Brotherhood of Nod,51k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 9 hours ago,8 Hundred Tons per month,8 Mbbl per month,Central Planning,$485 million,4822 Mbbl; 8 Mbbl,Untapped,Very Powerful,,Egypt,Soviet Union,27000 km 2,http://blocgame.com/stats.php?id=59435
Zalkanir,Delkamar,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 52 hours ago,3 Hundred Tons per month,,Central Planning,$511 million,,,None,,China,Neutral,10790 km 2,http://blocgame.com/stats.php?id=62483
Oteco,tropho,Che Guevara League,31k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 11 hours ago,3 Hundred Tons per month,,Central Planning,$456 million,112 Mbbl,Untapped,Small,,Gran Colombia,Soviet Union,34028 km 2,http://blocgame.com/stats.php?id=64006
Parsistan,PrinceOfPersia,Al-Qassam Brigades,37k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,4 Hundred Tons per month,8 Mbbl per month,Central Planning,$477 million,4851 Mbbl; 8 Mbbl,Plentiful,Meagre,,Persia,Soviet Union,34004 km 2,http://blocgame.com/stats.php?id=58128
Harezland,Adam harez,The Order,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,last online 11 hours ago,6 Hundred Tons per month,8 Mbbl per month,Central Planning,$505 million,443 Mbbl; 8 Mbbl,Untapped,Small,,Pacific Rim,Neutral,20389 km 2,http://blocgame.com/stats.php?id=60587
Oileum,Ihei,The High Council,19k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,9 Hundred Tons per month,6 Mbbl per month,Central Planning,$495 million,3553 Mbbl; 6 Mbbl,Untapped,Mediocre,,Mesopotamia,Soviet Union,30995 km 2,http://blocgame.com/stats.php?id=63070
East Nubia,Tony Johnson,The Order,27k active personnel,0 ships,Second World War surplus,Isolated,1 factory,Standard,last online 3 hours ago,11 Hundred Tons per month,3 Mbbl per month,Central Planning,$483 million,212 Mbbl,Untapped,Mediocre,,Congo,Soviet Union,33067 km 2,http://blocgame.com/stats.php?id=63663
Pokok Sena,bobit2,The Order,53k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 1 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$507 million,464 Mbbl,Untapped,Meagre,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63144
Justice,Tommy Scrumptious,Brotherhood of Nod,31k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,6 Hundred Tons per month,4 Mbbl per month,Central Planning,$479 million,3816 Mbbl,,Mediocre,,Mesopotamia,Soviet Union,24143 km 2,http://blocgame.com/stats.php?id=62975
Iron Islands,Theon,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 88 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$514 million,70 Mbbl; 1 Mbbl,Untapped,Meagre,,Mesoamerica,Soviet Union,10790 km 2,http://blocgame.com/stats.php?id=62815
Crusader State,John Paul II,Lithuanian Coalition,8k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 117 hours ago,5 Hundred Tons per month,3 Mbbl per month,Free Market,$520 million,2868 Mbbl,Untapped,Small,,Mesopotamia,United States,15790 km 2,http://blocgame.com/stats.php?id=62988
Mesopotamiaa,The JC,Brotherhood of Nod,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 14 hours ago,7 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$493 million,4895 Mbbl; 3 Mbbl,Untapped,None,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63058
Genocidia,wolf2686,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 3 hours ago,7 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$515 million,22 Mbbl; 1 Mbbl,Untapped,Meagre,,China,United States,13477 km 2,http://blocgame.com/stats.php?id=41291
Kapitan,Kapitan,The Federal Colonies,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 17 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$494 million,64 Mbbl; 3 Mbbl,Untapped,None,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61709
Aminichina,doublepedaldylan,,21k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 4 hours ago,6 Hundred Tons per month,1 Mbbl per month,Central Planning,$484 million,408 Mbbl; 1 Mbbl,Untapped,Meagre,,Indochina,Soviet Union,18642 km 2,http://blocgame.com/stats.php?id=56720
Best Istan,Glorious Leader,Brotherhood of Zion,70k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,online now,2 Hundred Tons per month,,Central Planning,$470 million,,Plentiful,Meagre,,China,Neutral,16246 km 2,http://blocgame.com/stats.php?id=40577
Aincrad,veemon,,5k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 78 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$506 million,802 Mbbl; 1 Mbbl,Untapped,None,,China,Neutral,19800 km 2,http://blocgame.com/stats.php?id=50267
Ira,TheCatOfTens,The Order,34k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 18 hours ago,23 Hundred Tons per month,6 Mbbl per month,Free Market,$464 million,185 Mbbl,Untapped,Mediocre,,Congo,United States,32065 km 2,http://blocgame.com/stats.php?id=62332
Rararaland,Whiskertoes,The Order,35k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 4 hours ago,5 Hundred Tons per month,6 Mbbl per month,Central Planning,$469 million,5514 Mbbl; 6 Mbbl,Untapped,Mediocre,,Arabia,Soviet Union,29388 km 2,http://blocgame.com/stats.php?id=49272
Shiba,Dogtown33,Interpol,32k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 2 hours ago,15 Hundred Tons per month,6 Mbbl per month,Central Planning,$495 million,6 Mbbl,Plentiful,None,,Pacific Rim,Soviet Union,19564 km 2,http://blocgame.com/stats.php?id=56250
subse7en,subse7en,The Order,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 10 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$497 million,46 Mbbl; 5 Mbbl,Plentiful,Meagre,,Pacific Rim,Soviet Union,18570 km 2,http://blocgame.com/stats.php?id=61112
nanas,nanas batu,The High Council,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,13 Hundred Tons per month,3 Mbbl per month,Central Planning,$486 million,198 Mbbl; 3 Mbbl,Untapped,Small,,East Indies,Neutral,23828 km 2,http://blocgame.com/stats.php?id=61809
Zorin,NeroRPG,The High Council,17k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 8 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$488 million,2 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=59970
Psilocybis,Lysergix,Brotherhood of Nod,24k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 5 hours ago,7 Hundred Tons per month,6 Mbbl per month,Central Planning,$481 million,1373 Mbbl; 6 Mbbl,Untapped,Meagre,,Persia,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=62795
Ghost,Kaali,The Order,46k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,7 Hundred Tons per month,9 Mbbl per month,Free Market,$467 million,4563 Mbbl,Untapped,Mediocre,,Arabia,United States,28031 km 2,http://blocgame.com/stats.php?id=63068
Celtic Nations,BigWilly526,Brotherhood of Nod,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 17 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$481 million,2470 Mbbl; 6 Mbbl,Untapped,Small,,Persia,Soviet Union,27924 km 2,http://blocgame.com/stats.php?id=7511
PolandThePower,PolandThePower44,Brotherhood of Nod,31k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,online now,8 Hundred Tons per month,5 Mbbl per month,Central Planning,$493 million,2254 Mbbl; 5 Mbbl,Untapped,Small,,Mesopotamia,Neutral,30446 km 2,http://blocgame.com/stats.php?id=58217
Nuketown,Blobby78,The High Council,55k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 2 hours ago,6 Hundred Tons per month,6 Mbbl per month,Central Planning,$481 million,6774 Mbbl; 6 Mbbl,Untapped,Mediocre,,Egypt,Soviet Union,35665 km 2,http://blocgame.com/stats.php?id=59614
Octobia,Octo,The Federal Colonies,55k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 1 hours ago,5 Hundred Tons per month,6 Mbbl per month,Central Planning,$464 million,3214 Mbbl; 6 Mbbl,Untapped,Small,,Arabia,Soviet Union,31862 km 2,http://blocgame.com/stats.php?id=61272
natangape,tina,The Order,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 4 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$491 million,24 Mbbl; 3 Mbbl,Untapped,Meagre,,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=61600
Ninawa,YaBoiSaddam,SPQR,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 135 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$501 million,1935 Mbbl; 1 Mbbl,Untapped,Meagre,,Mesopotamia,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=62953
Borneon,orangsigat,PIRATES,130k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Poor,online now,15 Hundred Tons per month,7 Mbbl per month,Central Planning,$494 million,314 Mbbl; 7 Mbbl,Plentiful,Mediocre,,Caribbean,Soviet Union,26958 km 2,http://blocgame.com/stats.php?id=61947
The Cafeteria,Matt the radar technician,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 113 hours ago,4 Hundred Tons per month,,Central Planning,$505 million,280 Mbbl,Untapped,None,,Pacific Rim,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=62884
Aratana Kibo,Yuno,,7k active personnel,0 ships,Finest of the 19th century,Good,1 factory,Standard,last online 14 hours ago,8 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$504 million,233 Mbbl; 2 Mbbl,Untapped,Meagre,,Southern Africa,Neutral,22300 km 2,http://blocgame.com/stats.php?id=63197
Zilverland,Prohor,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 118 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$504 million,70 Mbbl,Untapped,None,,Gran Colombia,Neutral,13613 km 2,http://blocgame.com/stats.php?id=63603
Novi Sad,Serbian Gamer,The High Council,70k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 7 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$482 million,2810 Mbbl; 3 Mbbl,Plentiful,Mediocre,,Egypt,Soviet Union,24063 km 2,http://blocgame.com/stats.php?id=60752
Much War,Dan The Magic Man,The Order,61k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 4 hours ago,10 Hundred Tons per month,8 Mbbl per month,Central Planning,$464 million,2790 Mbbl; 8 Mbbl,Plentiful,Small,,Mesopotamia,Soviet Union,32713 km 2,http://blocgame.com/stats.php?id=61645
AfganiBoy,CrazyDima,The United Nations,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 23 hours ago,2 Hundred Tons per month,,Free Market,$500 million,,Untapped,None,,Mesopotamia,Neutral,13613 km 2,http://blocgame.com/stats.php?id=62098
Cyrenia,Cyrenia,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 172 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$485 million,2260 Mbbl,Untapped,None,,Arabia,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=63008
Snusers,Snuupy,The Order,91k active personnel,6 ships,Second World War surplus,Normal,4 factories,Good,online now,40 Hundred Tons per month,3 Mbbl per month,Free Market,$459 million,2710 Mbbl,,Very Powerful,,The Subcontinent,United States,39422 km 2,http://blocgame.com/stats.php?id=58336
Isackingz,Isack Militoniyers,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 54 hours ago,2 Hundred Tons per month,,Mixed Economy,$492 million,84 Mbbl,Untapped,None,,China,Neutral,13477 km 2,http://blocgame.com/stats.php?id=58865
Dondang Sayang,Cempaka Sari,PIRATES,38k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 10 hours ago,3 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$489 million,123 Mbbl; 8 Mbbl,,None,,East Indies,United States,13477 km 2,http://blocgame.com/stats.php?id=60628
Enterlia,Zimbab,,7k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 140 hours ago,5 Hundred Tons per month,1 Mbbl per month,Free Market,$493 million,77 Mbbl; 1 Mbbl,Untapped,None,,Pacific Rim,Neutral,16010 km 2,http://blocgame.com/stats.php?id=63283
alko,kaden,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 162 hours ago,2 Hundred Tons per month,,Free Market,$496 million,835 Mbbl,Untapped,None,,Persia,United States,16010 km 2,http://blocgame.com/stats.php?id=63649
Liang Dynasty,Golden Lion,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 128 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$496 million,1 Mbbl,Untapped,None,,China,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=63762
Karat,TankGun,The Federal Colonies,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 22 hours ago,3 Hundred Tons per month,,Free Market,$469 million,,Untapped,None,,Caribbean,United States,27656 km 2,http://blocgame.com/stats.php?id=45853
Translandia,5Six,Brotherhood of Zion,38k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 16 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$444 million,135 Mbbl; 5 Mbbl,Untapped,Small,,Pacific Rim,Soviet Union,28667 km 2,http://blocgame.com/stats.php?id=46112
Nueva Pilipinas,Angelo Manrique,The High Council,40k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 6 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$468 million,317 Mbbl; 3 Mbbl,Untapped,Small,,Pacific Rim,Soviet Union,22553 km 2,http://blocgame.com/stats.php?id=53008
FIFA,Seff Blatter,Che Guevara League,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 43 hours ago,8 Hundred Tons per month,,Mixed Economy,$473 million,,Untapped,None,,Amazonia,Soviet Union,23828 km 2,http://blocgame.com/stats.php?id=56829
Lyon,Corpsegrinder,Brotherhood of Zion,34k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 37 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$478 million,317 Mbbl; 3 Mbbl,Untapped,None,,Gran Colombia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=57382
Langgarpura,neocon,The Order,36k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,6 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$476 million,181 Mbbl,Untapped,Small,,East Indies,Neutral,23665 km 2,http://blocgame.com/stats.php?id=60629
Boomtown,Rataca1000,The High Council,31k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 6 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$465 million,294 Mbbl; 2 Mbbl,Untapped,Mediocre,,China,Soviet Union,26085 km 2,http://blocgame.com/stats.php?id=50054
Cancer,Stolen,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,3 Hundred Tons per month,4 Mbbl per month,Central Planning,$476 million,3504 Mbbl; 4 Mbbl,Untapped,None,,Persia,Neutral,10790 km 2,http://blocgame.com/stats.php?id=58745
carefree,solematemy,The Order,27k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,7 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$497 million,263 Mbbl; 4 Mbbl,Untapped,Small,,East Indies,Neutral,16172 km 2,http://blocgame.com/stats.php?id=61669
La Patria,Torralba,,10k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 88 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$488 million,254 Mbbl; 1 Mbbl,Untapped,Meagre,,China,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=62066
