country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,reactor,uranium
Uzbekistanstan,Shaikh Zayer,The Order,89k active personnel,9 ships,Korean War surplus,Gandhi-like,6 factories,Elite,last online 4 hours ago,61 Hundred Tons per month,6 Mbbl per month,Free Market,$5209 million,201 Mbbl,Untapped,Powerful,Congo,United States,42281 km 2,http://blocgame.com/stats.php?id=47207,,
Ferma,President Jacobo Vincenzo,The Order,9k active personnel,7 ships,Vietnam War surplus,Gandhi-like,3 factories,Good,last online 4 hours ago,25 Hundred Tons per month,,Free Market,$5156 million,266 Mbbl,,Meagre,Southern Cone,United States,40611 km 2,http://blocgame.com/stats.php?id=58784,,
Cubania,General Fidelis,The Order,130k active personnel,4 ships,Vietnam War surplus,Gandhi-like,8 factories,Good,online now,60 Hundred Tons per month,18 Mbbl per month,Central Planning,$4973 million,18 Mbbl,Untapped,Very Powerful,Mesoamerica,Soviet Union,61756 km 2,http://blocgame.com/stats.php?id=47349,,
Cirno,jc99,The Federal Colonies,187k active personnel,12 ships,Korean War surplus,Gandhi-like,8 factories,Poor,last online 13 hours ago,34 Hundred Tons per month,2 Mbbl per month,Central Planning,$4963 million,148 Mbbl,Untapped,Very Powerful,Caribbean,Soviet Union,41625 km 2,http://blocgame.com/stats.php?id=43375,,
Hitlerwasright,Louis C Cuck,The Order,138k active personnel,11 ships,Vietnam War surplus,Gandhi-like,6 factories,Good,last online 3 hours ago,35 Hundred Tons per month,25 Mbbl per month,Free Market,$4946 million,8895 Mbbl,,Very Powerful,Arabia,United States,33337 km 2,http://blocgame.com/stats.php?id=59621,,
SettingMoon,Hawk,The Order,36k active personnel,12 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 3 hours ago,16 Hundred Tons per month,5 Mbbl per month,Central Planning,$4925 million,192 Mbbl; 5 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,18007 km 2,http://blocgame.com/stats.php?id=62839,,
Asians,bigyihsuan,The Order,89k active personnel,2 ships,Second World War surplus,Axis of Evil,3 factories,Good,last online 1 hours ago,10 Hundred Tons per month,5 Mbbl per month,Free Market,$4869 million,27 Mbbl,Untapped,Large,Pacific Rim,United States,8474 km 2,http://blocgame.com/stats.php?id=41551,,
Lorigan,Lorigan,Interpol,158k active personnel,6 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 2 hours ago,29 Hundred Tons per month,10 Mbbl per month,Central Planning,$4851 million,83 Mbbl; 10 Mbbl,Untapped,Powerful,Amazonia,Soviet Union,43631 km 2,http://blocgame.com/stats.php?id=59787,,
Brutish Empire,DarkyDonno,Brotherhood of Nod,99k active personnel,0 ships,Korean War surplus,Gandhi-like,6 factories,Elite,last online 3 hours ago,33 Hundred Tons per month,14 Mbbl per month,Central Planning,$4797 million,332 Mbbl; 14 Mbbl,Untapped,Large,China,Soviet Union,32549 km 2,http://blocgame.com/stats.php?id=57265,,
Arabic Union,Comrade Izy,The Order,119k active personnel,1 ships,Korean War surplus,Angelic,3 factories,Good,last online 3 hours ago,28 Hundred Tons per month,13 Mbbl per month,Central Planning,$4756 million,4824 Mbbl; 13 Mbbl,,Powerful,Mesopotamia,Soviet Union,52319 km 2,http://blocgame.com/stats.php?id=59855,,
VinnyNation,VinnyRuler,Brotherhood of Nod,71k active personnel,3 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 12 hours ago,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$4736 million,104 Mbbl; 7 Mbbl,Untapped,Large,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
Tanah Malaya,Syahmi1089,PIRATES,70k active personnel,11 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 4 hours ago,15 Hundred Tons per month,11 Mbbl per month,Free Market,$4680 million,1131 Mbbl,Untapped,Very Powerful,Arabia,United States,21409 km 2,http://blocgame.com/stats.php?id=60385,,
KingBding,King B,The Order,40k active personnel,6 ships,Korean War surplus,Gandhi-like,3 factories,Poor,last online 57 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$4663 million,101 Mbbl; 3 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,24989 km 2,http://blocgame.com/stats.php?id=63205,,
Ekodebota,tfwqtp2tlgf|;3,Interpol,139k active personnel,11 ships,Vietnam War surplus,Gandhi-like,6 factories,Good,last online 4 hours ago,41 Hundred Tons per month,19 Mbbl per month,Central Planning,$4653 million,10268 Mbbl; 19 Mbbl,Untapped,Very Powerful,Atlas,Soviet Union,48510 km 2,http://blocgame.com/stats.php?id=53422,,1 Tons
Crayola,baker greg,The Order,158k active personnel,2 ships,Second World War surplus,Gandhi-like,6 factories,Standard,last online 9 hours ago,33 Hundred Tons per month,27 Mbbl per month,Central Planning,$4579 million,4076 Mbbl; 27 Mbbl,Untapped,Very Powerful,Egypt,United States,60719 km 2,http://blocgame.com/stats.php?id=63958,,
Crimea,Hayro Khan,The Order,98k active personnel,8 ships,Vietnam War surplus,Gandhi-like,4 factories,Good,last online 3 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$4553 million,4069 Mbbl; 12 Mbbl,Untapped,Very Powerful,Atlas,Soviet Union,31017 km 2,http://blocgame.com/stats.php?id=2570,,
Opallia,Opal,The Order,119k active personnel,15 ships,Korean War surplus,Nice,4 factories,Elite,last online 2 hours ago,38 Hundred Tons per month,6 Mbbl per month,Free Market,$4532 million,231 Mbbl,Untapped,Very Powerful,Mesoamerica,United States,55026 km 2,http://blocgame.com/stats.php?id=63666,,1 Tons
Kosan,Whitearcher8,The Order,136k active personnel,9 ships,Vietnam War surplus,Gandhi-like,4 factories,Elite,online now,30 Hundred Tons per month,10 Mbbl per month,Central Planning,$4530 million,6129 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,34556 km 2,http://blocgame.com/stats.php?id=59227,,
Zanyslavia,Zany Animal,The Order,90k active personnel,6 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 2 hours ago,33 Hundred Tons per month,16 Mbbl per month,Central Planning,$4525 million,2163 Mbbl; 16 Mbbl,Plentiful,Very Powerful,Persia,Soviet Union,27310 km 2,http://blocgame.com/stats.php?id=41452,,
Pan-demo-nium,Raja,The Order,109k active personnel,8 ships,Korean War surplus,Gandhi-like,6 factories,Standard,last online 2 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$4520 million,447 Mbbl; 2 Mbbl,Plentiful,Large,The Subcontinent,Neutral,27757 km 2,http://blocgame.com/stats.php?id=63195,,
Lepkonia,Raguixxx,Interpol,59k active personnel,8 ships,Korean War surplus,Axis of Evil,4 factories,Good,last online 5 hours ago,45 Hundred Tons per month,11 Mbbl per month,Central Planning,$4511 million,11 Mbbl,Untapped,Very Powerful,Southern Cone,Soviet Union,55683 km 2,http://blocgame.com/stats.php?id=55854,,1 Tons
Honduras,Inferno666,Pact of Red October,40k active personnel,3 ships,Korean War surplus,Nice,None,Elite,last online 1 hours ago,28 Hundred Tons per month,13 Mbbl per month,Central Planning,$4487 million,13 Mbbl,Near Depletion,None,Mesoamerica,Soviet Union,39517 km 2,http://blocgame.com/stats.php?id=60291,,
Puerto Libre,Jose Ramon Rodriguez III,The Federal Colonies,78k active personnel,8 ships,Vietnam War surplus,Angelic,3 factories,Elite,last online 6 hours ago,33 Hundred Tons per month,,Free Market,$4415 million,,Untapped,Very Powerful,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=61883,,
Psilocybis,Lysergix,Brotherhood of Nod,40k active personnel,10 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 6 hours ago,19 Hundred Tons per month,10 Mbbl per month,Central Planning,$4371 million,4636 Mbbl; 10 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=62795,,
Junovia,dontworryaboutit,Interpol,76k active personnel,9 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 48 hours ago,24 Hundred Tons per month,7 Mbbl per month,Free Market,$4353 million,52 Mbbl; 7 Mbbl,Untapped,Powerful,Pacific Rim,Neutral,20884 km 2,http://blocgame.com/stats.php?id=63088,,
Deagle Nation!,Jace Connors,Brotherhood of Nod,168k active personnel,10 ships,Korean War surplus,Gandhi-like,9 factories,Standard,online now,42 Hundred Tons per month,42 Mbbl per month,Central Planning,$4336 million,3712 Mbbl; 42 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,65270 km 2,http://blocgame.com/stats.php?id=63100,,
Niggerito,Jejomar Binay,SPQR,146k active personnel,8 ships,Korean War surplus,Angelic,6 factories,Good,last online 2 hours ago,42 Hundred Tons per month,6 Mbbl per month,Free Market,$4327 million,503 Mbbl,Untapped,Very Powerful,East Indies,United States,53168 km 2,http://blocgame.com/stats.php?id=63087,,
Salama�a,Bacardi,The Order,51k active personnel,0 ships,Second World War surplus,Axis of Evil,3 factories,Standard,last online 5 hours ago,23 Hundred Tons per month,8 Mbbl per month,Central Planning,$4326 million,,Untapped,Large,Southern Cone,Soviet Union,30108 km 2,http://blocgame.com/stats.php?id=63383,,1 Tons
Ivalice,Nighthawk571,Interpol,106k active personnel,5 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 1 hours ago,41 Hundred Tons per month,29 Mbbl per month,Central Planning,$4322 million,2184 Mbbl; 29 Mbbl,Plentiful,Very Powerful,Arabia,Soviet Union,49746 km 2,http://blocgame.com/stats.php?id=63060,,
Huangdi,Xian W�ng,Interpol,66k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,11 Hundred Tons per month,7 Mbbl per month,Free Market,$4281 million,116 Mbbl; 7 Mbbl,Untapped,Somewhat Large,China,United States,22229 km 2,http://blocgame.com/stats.php?id=59776,,
Ken no Taiyou,Hikari,The Order,78k active personnel,10 ships,Second World War surplus,Gandhi-like,5 factories,Elite,last online 7 hours ago,13 Hundred Tons per month,33 Mbbl per month,Mixed Economy,$4277 million,1459 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,32399 km 2,http://blocgame.com/stats.php?id=64029,,
Kilij,Yatagan,The Order,99k active personnel,11 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 8 hours ago,25 Hundred Tons per month,15 Mbbl per month,Free Market,$4261 million,4673 Mbbl; 15 Mbbl,Untapped,Powerful,Mesopotamia,Neutral,26660 km 2,http://blocgame.com/stats.php?id=63687,,
Mirah,Filzah,The Order,11k active personnel,14 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 10 hours ago,26 Hundred Tons per month,12 Mbbl per month,Mixed Economy,$4256 million,20 Mbbl; 12 Mbbl,Near Depletion,Mediocre,China,Soviet Union,28227 km 2,http://blocgame.com/stats.php?id=64191,,
Johor,Helmi Omar,PIRATES,80k active personnel,10 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 2 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$4242 million,243 Mbbl; 6 Mbbl,Untapped,Powerful,Pacific Rim,Neutral,19061 km 2,http://blocgame.com/stats.php?id=60442,,
Reim,Azrael,SPQR,138k active personnel,13 ships,Korean War surplus,Gandhi-like,4 factories,Standard,last online 6 hours ago,40 Hundred Tons per month,13 Mbbl per month,Central Planning,$4226 million,236 Mbbl; 13 Mbbl,Plentiful,Very Powerful,Pacific Rim,Soviet Union,61628 km 2,http://blocgame.com/stats.php?id=41073,,
Lombardy,Aistulf,The Order,115k active personnel,9 ships,Korean War surplus,Gandhi-like,6 factories,Poor,online now,20 Hundred Tons per month,40 Mbbl per month,Central Planning,$4205 million,6739 Mbbl; 40 Mbbl,Plentiful,Very Powerful,Persia,Soviet Union,52149 km 2,http://blocgame.com/stats.php?id=63882,,
Violent Vegans,SnakeBombs,Interpol,112k active personnel,11 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 6 hours ago,45 Hundred Tons per month,18 Mbbl per month,Mixed Economy,$4201 million,5380 Mbbl; 18 Mbbl,Untapped,Very Powerful,Atlas,Soviet Union,49738 km 2,http://blocgame.com/stats.php?id=48869,,
Alexandrastan,TWAIN,Brotherhood of Nod,59k active personnel,2 ships,Vietnam War surplus,Gandhi-like,4 factories,Good,last online 3 hours ago,11 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$4172 million,1536 Mbbl; 7 Mbbl,Untapped,Powerful,Mesopotamia,United States,28361 km 2,http://blocgame.com/stats.php?id=39070,,
Giant Mechs,OiledDNA,The Order,80k active personnel,0 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 9 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$4162 million,297 Mbbl; 5 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,25790 km 2,http://blocgame.com/stats.php?id=60735,,
Sintra,Daniel Lima,The Order,60k active personnel,6 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 7 hours ago,36 Hundred Tons per month,19 Mbbl per month,Central Planning,$4144 million,124 Mbbl; 19 Mbbl,Untapped,Large,Caribbean,Soviet Union,34775 km 2,http://blocgame.com/stats.php?id=63167,,1 Tons
whitmanistan,slim,The Order,75k active personnel,13 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 2 hours ago,21 Hundred Tons per month,14 Mbbl per month,Free Market,$4129 million,6535 Mbbl; 14 Mbbl,Plentiful,Very Powerful,Mesopotamia,United States,64850 km 2,http://blocgame.com/stats.php?id=36344,,
DFWEFWEF,dmc5,Interpol,67k active personnel,10 ships,Korean War surplus,Isolated,4 factories,Elite,last online 7 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$4114 million,6801 Mbbl; 6 Mbbl,Untapped,Large,Arabia,Soviet Union,57093 km 2,http://blocgame.com/stats.php?id=55118,,
Zorin,NeroRPG,Interpol,38k active personnel,2 ships,Korean War surplus,Gandhi-like,2 factories,Elite,online now,15 Hundred Tons per month,9 Mbbl per month,Central Planning,$4110 million,213 Mbbl; 9 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,12767 km 2,http://blocgame.com/stats.php?id=59970,,
Eastern Eagle,MetaIndigo,Brotherhood of Nod,63k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 10 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$4100 million,5 Mbbl,Untapped,Very Powerful,The Subcontinent,Soviet Union,15693 km 2,http://blocgame.com/stats.php?id=63045,,
Tamil Kingdom,Chola I,The Order,213k active personnel,21 ships,Almost Modern,Gandhi-like,8 factories,Standard,last online 8 hours ago,50 Hundred Tons per month,7 Mbbl per month,Central Planning,$4097 million,1096 Mbbl; 7 Mbbl,Untapped,Very Powerful,The Subcontinent,Soviet Union,80242 km 2,http://blocgame.com/stats.php?id=60964,,
Errvistan,ERRV2,The Order,10k active personnel,5 ships,Second World War surplus,Isolated,2 factories,Good,last online 2 hours ago,20 Hundred Tons per month,10 Mbbl per month,Central Planning,$4090 million,353 Mbbl; 10 Mbbl,Depleted,Small,Gran Colombia,Soviet Union,31916 km 2,http://blocgame.com/stats.php?id=64330,,
al-Bahrayn,dbdb,The Order,98k active personnel,12 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 5 hours ago,24 Hundred Tons per month,20 Mbbl per month,Central Planning,$4089 million,5701 Mbbl; 20 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,39405 km 2,http://blocgame.com/stats.php?id=59775,,
Krasnyyikistan,JohnTheGreat,Socialist Arab Union,120k active personnel,11 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,12 Hundred Tons per month,11 Mbbl per month,Central Planning,$4087 million,2441 Mbbl; 11 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,19823 km 2,http://blocgame.com/stats.php?id=50209,,
Northmarch,Elroy,PIRATES,72k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 33 hours ago,8 Hundred Tons per month,,Central Planning,$4062 million,13 Mbbl,Untapped,Very Powerful,Caribbean,United States,6302 km 2,http://blocgame.com/stats.php?id=41629,,
Junoma,VicReyes,,1k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 55 hours ago,23 Hundred Tons per month,5 Mbbl per month,Free Market,$4041 million,35 Mbbl,Untapped,Very Powerful,Southern Cone,United States,17964 km 2,http://blocgame.com/stats.php?id=40349,,
Khuzestan,Georgy Zhukov,The Federal Colonies,119k active personnel,6 ships,Korean War surplus,Nice,5 factories,Elite,online now,22 Hundred Tons per month,15 Mbbl per month,Central Planning,$4027 million,2423 Mbbl; 15 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,42240 km 2,http://blocgame.com/stats.php?id=48914,,
Glubistan,Glub,SPQR,139k active personnel,4 ships,Vietnam War surplus,Nice,5 factories,Poor,online now,26 Hundred Tons per month,14 Mbbl per month,Central Planning,$4020 million,1656 Mbbl; 14 Mbbl,,Very Powerful,Arabia,Soviet Union,33967 km 2,http://blocgame.com/stats.php?id=63027,,
raja_png,DiDi27,PIRATES,39k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 68 hours ago,2 Hundred Tons per month,4 Mbbl per month,Central Planning,$4005 million,418 Mbbl; 4 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,4136 km 2,http://blocgame.com/stats.php?id=62000,,
Southern Africa,TheMaster_ZA,The Order,116k active personnel,11 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 11 hours ago,40 Hundred Tons per month,6 Mbbl per month,Central Planning,$4004 million,,Untapped,Powerful,Southern Africa,Soviet Union,51933 km 2,http://blocgame.com/stats.php?id=48410,,
Syphirious,Doxal,Interpol,95k active personnel,10 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 13 hours ago,40 Hundred Tons per month,29 Mbbl per month,Central Planning,$3986 million,3402 Mbbl; 29 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,57639 km 2,http://blocgame.com/stats.php?id=59670,,
Dess,Raktai,The Order,112k active personnel,11 ships,Korean War surplus,Angelic,9 factories,Poor,online now,48 Hundred Tons per month,3 Mbbl per month,Free Market,$3968 million,64 Mbbl,Near Depletion,Large,Pacific Rim,United States,83995 km 2,http://blocgame.com/stats.php?id=63586,,
Psychotropia,President_Bloodmoney,Brotherhood of Nod,199k active personnel,18 ships,Korean War surplus,Gandhi-like,9 factories,Elite,last online 5 hours ago,47 Hundred Tons per month,16 Mbbl per month,Central Planning,$3963 million,196 Mbbl; 16 Mbbl,Untapped,Very Powerful,East Africa,Soviet Union,52097 km 2,http://blocgame.com/stats.php?id=64125,,
oliverhard,oliver hardwick,The Order,58k active personnel,5 ships,Korean War surplus,Gandhi-like,5 factories,Good,last online 8 hours ago,25 Hundred Tons per month,14 Mbbl per month,Central Planning,$3962 million,1810 Mbbl; 14 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,31819 km 2,http://blocgame.com/stats.php?id=53822,,
Skekenhouse,Kraast,The Order,122k active personnel,7 ships,Vietnam War surplus,Gandhi-like,5 factories,Poor,online now,50 Hundred Tons per month,50 Mbbl per month,Central Planning,$3956 million,4631 Mbbl; 50 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,69477 km 2,http://blocgame.com/stats.php?id=62962,,
Chicken rice,Ador hitler,PIRATES,51k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 11 hours ago,16 Hundred Tons per month,15 Mbbl per month,Central Planning,$3924 million,155 Mbbl; 15 Mbbl,Untapped,Powerful,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61750,,
kweensnkans,Jamal T.Ice cube,,38k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Good,last online 130 hours ago,7 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$3912 million,2795 Mbbl,Untapped,Mediocre,Egypt,United States,17149 km 2,http://blocgame.com/stats.php?id=63345,,
Baden,Spectral.Knight,SPQR,145k active personnel,1 ships,Vietnam War surplus,Gandhi-like,4 factories,Good,last online 5 hours ago,27 Hundred Tons per month,5 Mbbl per month,Central Planning,$3881 million,424 Mbbl; 5 Mbbl,Untapped,Large,East Indies,Soviet Union,42081 km 2,http://blocgame.com/stats.php?id=48684,,
Boro,Speedy13,The Order,51k active personnel,9 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 9 hours ago,18 Hundred Tons per month,10 Mbbl per month,Central Planning,$3834 million,278 Mbbl; 10 Mbbl,Near Depletion,Very Powerful,Caribbean,Neutral,31188 km 2,http://blocgame.com/stats.php?id=59257,,
One Star,Neku,Interpol,58k active personnel,7 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 12 hours ago,4 Hundred Tons per month,4 Mbbl per month,Free Market,$3809 million,3458 Mbbl,Untapped,Very Powerful,Persia,United States,27506 km 2,http://blocgame.com/stats.php?id=57783,,
Langgarpura,neocon,The Order,95k active personnel,4 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,10 Hundred Tons per month,8 Mbbl per month,Central Planning,$3806 million,210 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,31143 km 2,http://blocgame.com/stats.php?id=60629,,
Shekel Land,Sheklesteinthefourth,The Order,118k active personnel,12 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 4 hours ago,34 Hundred Tons per month,19 Mbbl per month,Central Planning,$3782 million,8833 Mbbl; 19 Mbbl,Untapped,Very Powerful,Egypt,Soviet Union,59831 km 2,http://blocgame.com/stats.php?id=54689,,
Mmhat,Homermustdie,Interpol,63k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 12 hours ago,14 Hundred Tons per month,2 Mbbl per month,Central Planning,$3780 million,11 Mbbl; 2 Mbbl,,Very Powerful,Amazonia,Soviet Union,22257 km 2,http://blocgame.com/stats.php?id=45846,,
Treehouse,Number One,Interpol,49k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 12 hours ago,6 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$3760 million,141 Mbbl; 3 Mbbl,Untapped,Very Powerful,Indochina,United States,14366 km 2,http://blocgame.com/stats.php?id=58889,,
New Luzon,Chester E. Marquez,The Order,94k active personnel,11 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 3 hours ago,12 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$3758 million,4473 Mbbl,Untapped,Large,Egypt,Neutral,36192 km 2,http://blocgame.com/stats.php?id=63066,,
the murloc,grant,,98k active personnel,16 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 25 hours ago,12 Hundred Tons per month,4 Mbbl per month,Central Planning,$3749 million,136 Mbbl; 4 Mbbl,Untapped,Very Powerful,Gran Colombia,Soviet Union,23637 km 2,http://blocgame.com/stats.php?id=63727,,
Eastasia,accounts being deleted,The Order,106k active personnel,9 ships,Vietnam War surplus,Gandhi-like,4 factories,Elite,online now,12 Hundred Tons per month,7 Mbbl per month,Central Planning,$3736 million,570 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,35599 km 2,http://blocgame.com/stats.php?id=63527,,
