country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,reactor,uranium
BongoBongoBongo,oBerry,The Order,59k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 9 hours ago,35 Hundred Tons per month,10 Mbbl per month,Central Planning,$1393 million,205 Mbbl; 10 Mbbl,Plentiful,Mediocre,Congo,Soviet Union,20923 km 2,http://blocgame.com/stats.php?id=63942,,
Ivalice,Nighthawk571,Interpol,59k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,online now,23 Hundred Tons per month,20 Mbbl per month,Central Planning,$1383 million,2639 Mbbl; 20 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,35726 km 2,http://blocgame.com/stats.php?id=63060,,
Cameronia,Cameron Saxonson,Che Guevara League,48k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 6 hours ago,17 Hundred Tons per month,9 Mbbl per month,Central Planning,$1367 million,365 Mbbl; 9 Mbbl,Untapped,Mediocre,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,,
KingBding,King B,The Order,32k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 7 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$1363 million,323 Mbbl; 3 Mbbl,Untapped,Powerful,Southern Africa,Soviet Union,25752 km 2,http://blocgame.com/stats.php?id=63205,,
Hansetica,Svan,The Order,39k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 52 hours ago,17 Hundred Tons per month,7 Mbbl per month,Central Planning,$1363 million,291 Mbbl; 7 Mbbl,Untapped,Mediocre,China,Soviet Union,25637 km 2,http://blocgame.com/stats.php?id=63390,,
Kosan,Whitearcher8,The High Council,59k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$1355 million,5265 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,27276 km 2,http://blocgame.com/stats.php?id=59227,,
Batu putih,Harzan,The Federal Colonies,42k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 11 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$1355 million,165 Mbbl,Near Depletion,Somewhat Large,East Indies,Soviet Union,10750 km 2,http://blocgame.com/stats.php?id=61926,,
South Uganda,Dr. Idi Amin,The High Council,119k active personnel,5 ships,Second World War surplus,Angelic,3 factories,Elite,last online 3 hours ago,30 Hundred Tons per month,5 Mbbl per month,Central Planning,$1354 million,397 Mbbl; 5 Mbbl,Untapped,Large,Southern Africa,Soviet Union,39393 km 2,http://blocgame.com/stats.php?id=63128,,
Lubekran,septima,Interpol,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 2 hours ago,11 Hundred Tons per month,4 Mbbl per month,Central Planning,$1351 million,71 Mbbl; 4 Mbbl,Untapped,Somewhat Large,Indochina,Soviet Union,11009 km 2,http://blocgame.com/stats.php?id=62568,,
Junovia,dontworryaboutit,Interpol,33k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,online now,14 Hundred Tons per month,5 Mbbl per month,Free Market,$1345 million,541 Mbbl; 5 Mbbl,Plentiful,Mediocre,Pacific Rim,Neutral,19517 km 2,http://blocgame.com/stats.php?id=63088,,
CTSKRR,CTSKRR,The High Council,76k active personnel,3 ships,Second World War surplus,Axis of Evil,2 factories,Standard,last online 6 hours ago,10 Hundred Tons per month,8 Mbbl per month,Central Planning,$1336 million,190 Mbbl; 8 Mbbl,Untapped,Somewhat Large,China,Soviet Union,21019 km 2,http://blocgame.com/stats.php?id=60811,,
the Haunted,thedrunkenarchitect,The Order,59k active personnel,1 ships,Second World War surplus,Nice,2 factories,Good,last online 5 hours ago,27 Hundred Tons per month,4 Mbbl per month,Central Planning,$1318 million,502 Mbbl; 4 Mbbl,Untapped,Large,Southern Africa,Soviet Union,35990 km 2,http://blocgame.com/stats.php?id=63020,,
Conferan,Cryptox,The High Council,95k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,online now,13 Hundred Tons per month,6 Mbbl per month,Central Planning,$1312 million,485 Mbbl,Untapped,Powerful,East Indies,Soviet Union,42731 km 2,http://blocgame.com/stats.php?id=56710,,1 Tons
Zinlandia,Alaah,Che Guevara League,61k active personnel,0 ships,Second World War surplus,Angelic,1 factory,Standard,last online 1 hours ago,37 Hundred Tons per month,5 Mbbl per month,Central Planning,$1309 million,391 Mbbl,Plentiful,Mediocre,Amazonia,Soviet Union,47178 km 2,http://blocgame.com/stats.php?id=45831,,
Alamo,linksith,The United Nations,32k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 9 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1306 million,4039 Mbbl,Untapped,Mediocre,Mesopotamia,United States,11371 km 2,http://blocgame.com/stats.php?id=40536,,
al-Bahrayn,dbdb,The Order,88k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,8 Hundred Tons per month,8 Mbbl per month,Central Planning,$1306 million,1085 Mbbl; 8 Mbbl,Untapped,Large,Mesopotamia,Soviet Union,32888 km 2,http://blocgame.com/stats.php?id=59775,,
ZAMENTA,ShAh FAr HAn,The Order,80k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Standard,last online 32 hours ago,14 Hundred Tons per month,8 Mbbl per month,Central Planning,$1306 million,428 Mbbl; 8 Mbbl,Untapped,Somewhat Large,Pacific Rim,Soviet Union,44184 km 2,http://blocgame.com/stats.php?id=61998,,1 Tons
Pan-demo-nium,Raja,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 171 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$1305 million,172 Mbbl; 2 Mbbl,Untapped,Somewhat Large,The Subcontinent,Soviet Union,18189 km 2,http://blocgame.com/stats.php?id=63195,,
Etiwan,Latvu,The High Council,57k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 5 hours ago,19 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$1303 million,377 Mbbl,Untapped,Mediocre,Amazonia,United States,27420 km 2,http://blocgame.com/stats.php?id=60056,,
Markovia,RDM HC,The Federal Colonies,74k active personnel,2 ships,Second World War surplus,Angelic,2 factories,Elite,online now,21 Hundred Tons per month,11 Mbbl per month,Free Market,$1301 million,446 Mbbl; 11 Mbbl,Untapped,Large,Caribbean,United States,39310 km 2,http://blocgame.com/stats.php?id=58369,,
Harezland,Adam harez,The Order,28k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 20 hours ago,9 Hundred Tons per month,9 Mbbl per month,Central Planning,$1297 million,298 Mbbl; 9 Mbbl,Untapped,Mediocre,Pacific Rim,Neutral,20389 km 2,http://blocgame.com/stats.php?id=60587,,
Mzab,Cuma Thurman,Brotherhood of Nod,63k active personnel,2 ships,Second World War surplus,Isolated,2 factories,Elite,last online 9 hours ago,17 Hundred Tons per month,13 Mbbl per month,Central Planning,$1297 million,4376 Mbbl; 13 Mbbl,Untapped,Somewhat Large,Atlas,Soviet Union,37073 km 2,http://blocgame.com/stats.php?id=63775,,
Yummy Foods,iiruka,Interpol,119k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Elite,online now,55 Hundred Tons per month,2 Mbbl per month,Free Market,$1294 million,115 Mbbl,Untapped,Large,Pacific Rim,United States,45784 km 2,http://blocgame.com/stats.php?id=54376,,
bakhang,cukobi,The Order,63k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 11 hours ago,20 Hundred Tons per month,12 Mbbl per month,Central Planning,$1292 million,1301 Mbbl; 12 Mbbl,Untapped,Large,Atlas,Soviet Union,40085 km 2,http://blocgame.com/stats.php?id=60485,,
Jerung Hantu,Syark Land,PIRATES,36k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 11 hours ago,6 Hundred Tons per month,5 Mbbl per month,Free Market,$1291 million,1545 Mbbl,Near Depletion,Mediocre,Arabia,United States,19167 km 2,http://blocgame.com/stats.php?id=60505,,
Hitlerwasright,Louis C Cuck,The Order,34k active personnel,0 ships,Second World War surplus,Isolated,2 factories,Elite,last online 8 hours ago,25 Hundred Tons per month,20 Mbbl per month,Free Market,$1290 million,2329 Mbbl,Depleted,Mediocre,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,,
raja_png,DiDi27,PIRATES,2k active personnel,0 ships,First World War surplus,Nice,1 factory,Standard,last online 10 hours ago,8 Hundred Tons per month,5 Mbbl per month,Central Planning,$1289 million,139 Mbbl; 5 Mbbl,Depleted,Small,Pacific Rim,Soviet Union,7274 km 2,http://blocgame.com/stats.php?id=62000,,
durkastan,ned kelly,SPQR,58k active personnel,1 ships,Second World War surplus,Angelic,2 factories,Elite,last online 9 hours ago,24 Hundred Tons per month,19 Mbbl per month,Free Market,$1274 million,2981 Mbbl,Untapped,Mediocre,Arabia,United States,35232 km 2,http://blocgame.com/stats.php?id=40488,,
Smyrno,Mallow,The Order,56k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 3 hours ago,15 Hundred Tons per month,12 Mbbl per month,Central Planning,$1258 million,9517 Mbbl,Untapped,Large,Arabia,Soviet Union,44721 km 2,http://blocgame.com/stats.php?id=62960,,
Leinad,bloodywaffles12,The United Nations,1k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 6 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$1257 million,71 Mbbl; 5 Mbbl,Untapped,Large,China,Soviet Union,20307 km 2,http://blocgame.com/stats.php?id=59332,,
Zeon Alliance,Char Aznable,The High Council,70k active personnel,6 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 18 hours ago,7 Hundred Tons per month,7 Mbbl per month,Free Market,$1249 million,255 Mbbl; 7 Mbbl,Untapped,Very Powerful,Pacific Rim,United States,31004 km 2,http://blocgame.com/stats.php?id=62248,,1 Tons
Potatopia,DoomPotato,Brotherhood of Nod,59k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 5 hours ago,7 Hundred Tons per month,13 Mbbl per month,Central Planning,$1231 million,4988 Mbbl; 13 Mbbl,Untapped,Very Powerful,Egypt,Soviet Union,29105 km 2,http://blocgame.com/stats.php?id=54037,,
Lombardy,Aistulf,The Order,58k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Standard,online now,20 Hundred Tons per month,16 Mbbl per month,Free Market,$1229 million,6900 Mbbl; 16 Mbbl,Untapped,Mediocre,Persia,United States,43955 km 2,http://blocgame.com/stats.php?id=63882,,
Nueva Galicia,FedericoDionisi,Che Guevara League,28k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 27 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$1228 million,71 Mbbl; 2 Mbbl,Untapped,Somewhat Large,Southern Cone,Soviet Union,19743 km 2,http://blocgame.com/stats.php?id=60349,,
Coccoladia,Ernesto Caprone,The Federal Colonies,39k active personnel,0 ships,Second World War surplus,Nice,1 factory,Standard,last online 7 hours ago,19 Hundred Tons per month,2 Mbbl per month,Central Planning,$1225 million,110 Mbbl; 2 Mbbl,Untapped,Mediocre,Caribbean,Soviet Union,27057 km 2,http://blocgame.com/stats.php?id=40289,,
Brunstovia,Zat Other Guy,Interpol,22k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,10 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1211 million,415 Mbbl; 2 Mbbl,Near Depletion,Meagre,China,United States,12948 km 2,http://blocgame.com/stats.php?id=62648,,
pelle,pelle,The Order,57k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 6 hours ago,29 Hundred Tons per month,4 Mbbl per month,Central Planning,$1208 million,498 Mbbl; 4 Mbbl,Untapped,Very Powerful,China,Soviet Union,46119 km 2,http://blocgame.com/stats.php?id=52372,,
Vanan,Esler,The Order,99k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 4 hours ago,30 Hundred Tons per month,4 Mbbl per month,Central Planning,$1201 million,326 Mbbl; 4 Mbbl,,Somewhat Large,Congo,Soviet Union,40778 km 2,http://blocgame.com/stats.php?id=63339,,
Tandak,jimmyyus,PIRATES,33k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 1 hours ago,14 Hundred Tons per month,12 Mbbl per month,Free Market,$1200 million,4296 Mbbl; 12 Mbbl,Untapped,Somewhat Large,Egypt,United States,18204 km 2,http://blocgame.com/stats.php?id=62201,,
Utopiareally,Benevolent Dictator,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 182 hours ago,2 Hundred Tons per month,4 Mbbl per month,Central Planning,$1197 million,1356 Mbbl; 4 Mbbl,Untapped,Meagre,Persia,Soviet Union,13117 km 2,http://blocgame.com/stats.php?id=63590,,
whitmanistan,slim,The Order,62k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,15 Hundred Tons per month,5 Mbbl per month,Free Market,$1189 million,5077 Mbbl; 5 Mbbl,Untapped,Somewhat Large,Mesopotamia,United States,46985 km 2,http://blocgame.com/stats.php?id=36344,,
Tyanra,SaffronMerchant,SPQR,42k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,online now,19 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$1189 million,1520 Mbbl; 8 Mbbl,,Mediocre,The Subcontinent,Soviet Union,33420 km 2,http://blocgame.com/stats.php?id=60365,,
Senglia,mreid2112,Farmington Brigade,8k active personnel,0 ships,Second World War surplus,Normal,1 factory,Standard,last online 61 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1188 million,2 Mbbl,Untapped,Meagre,Indochina,Neutral,7740 km 2,http://blocgame.com/stats.php?id=62920,,
TerapBuduLipis,SyedRazi,The High Council,58k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,17 Hundred Tons per month,6 Mbbl per month,Central Planning,$1177 million,205 Mbbl; 6 Mbbl,Untapped,Powerful,Indochina,Soviet Union,43867 km 2,http://blocgame.com/stats.php?id=60513,,1 Tons
Bendover,Mike Hawk,Farmington Brigade,8k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 57 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$1175 million,119 Mbbl; 1 Mbbl,Untapped,None,East Indies,Soviet Union,9080 km 2,http://blocgame.com/stats.php?id=62897,,
Northmarch,Elroy,PIRATES,74k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 1 hours ago,17 Hundred Tons per month,,Central Planning,$1171 million,14 Mbbl,Plentiful,Mediocre,Caribbean,United States,14709 km 2,http://blocgame.com/stats.php?id=41629,,
Vorcs,Aiman Nizam,PIRATES,97k active personnel,5 ships,Second World War surplus,Angelic,2 factories,Elite,last online 8 hours ago,12 Hundred Tons per month,8 Mbbl per month,Central Planning,$1170 million,362 Mbbl; 8 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,36163 km 2,http://blocgame.com/stats.php?id=61955,,
Anonymity,Anomalous300,The Order,100k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 6 hours ago,31 Hundred Tons per month,13 Mbbl per month,Central Planning,$1165 million,1302 Mbbl; 13 Mbbl,,Small,Arabia,Soviet Union,24860 km 2,http://blocgame.com/stats.php?id=63103,,
Tamil Kingdom,Chola I,,148k active personnel,1 ships,Second World War surplus,Angelic,4 factories,Good,last online 6 hours ago,46 Hundred Tons per month,7 Mbbl per month,Central Planning,$1164 million,395 Mbbl; 7 Mbbl,Untapped,Small,The Subcontinent,Soviet Union,51399 km 2,http://blocgame.com/stats.php?id=60964,,1 Tons
Russophia,Mikhail Putin,SPQR,7k active personnel,0 ships,Second World War surplus,Nice,None,Elite,last online 22 hours ago,3 Hundred Tons per month,8 Mbbl per month,Central Planning,$1163 million,2097 Mbbl; 8 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,6567 km 2,http://blocgame.com/stats.php?id=54426,,
Crimea,Hayro Khan,The United Nations,38k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,13 Hundred Tons per month,7 Mbbl per month,Central Planning,$1162 million,3655 Mbbl; 7 Mbbl,Untapped,None,Atlas,Soviet Union,31646 km 2,http://blocgame.com/stats.php?id=2570,,
Derse Moon,Jack Noir,The Order,89k active personnel,11 ships,Korean War surplus,Good,5 factories,Elite,last online 1 hours ago,70 Hundred Tons per month,50 Mbbl per month,Free Market,$1160 million,22117 Mbbl,,Very Powerful,Egypt,United States,72999 km 2,http://blocgame.com/stats.php?id=62965,,
Johor,Helmi Omar,The Khilafah,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 9 hours ago,9 Hundred Tons per month,5 Mbbl per month,Central Planning,$1156 million,65 Mbbl; 5 Mbbl,Untapped,Somewhat Large,Pacific Rim,Neutral,17750 km 2,http://blocgame.com/stats.php?id=60442,,
Shining Sun,Wladyslaw Gomulka,Lithuanian Coalition,52k active personnel,0 ships,Second World War surplus,Good,1 factory,Standard,last online 9 hours ago,17 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$1153 million,39 Mbbl,Depleted,Somewhat Large,Southern Africa,Soviet Union,17310 km 2,http://blocgame.com/stats.php?id=61511,,
Argon,Argus,Interpol,45k active personnel,5 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 3 hours ago,22 Hundred Tons per month,27 Mbbl per month,Central Planning,$1150 million,2492 Mbbl; 27 Mbbl,Untapped,Large,Atlas,Soviet Union,40872 km 2,http://blocgame.com/stats.php?id=57323,,
