country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
Tuonela,Beelzebub,The Order,115k active personnel,9 ships,Korean War surplus,Gandhi-like,6 factories,Elite,online now,45 Hundred Tons per month,3 Mbbl per month,Central Planning,$5428 million,303 Mbbl; 3 Mbbl,Untapped,Very Powerful,The Subcontinent,Soviet Union,49257 km 2,http://blocgame.com/stats.php?id=389,,
Jemut,iwaniman/Ferozz,PIRATES,80k active personnel,8 ships,Korean War surplus,Questionable,7 factories,Good,online now,27 Hundred Tons per month,17 Mbbl per month,Central Planning,$5382 million,245 Mbbl,Untapped,Very Powerful,East Indies,Neutral,52870 km 2,http://blocgame.com/stats.php?id=61811,,
Platypus Island,Mark0Polo,SPQR,9k active personnel,5 ships,Second World War surplus,Normal,7 factories,Good,last online 12 hours ago,40 Hundred Tons per month,21 Mbbl per month,Mixed Economy,$5260 million,21 Mbbl,Near Depletion,None,Indochina,Neutral,73174 km 2,http://blocgame.com/stats.php?id=63909,,
USSR,CommissarBrian,The Order,48k active personnel,0 ships,Korean War surplus,Gandhi-like,9 factories,Good,last online 1 hours ago,39 Hundred Tons per month,9 Mbbl per month,Central Planning,$5033 million,107 Mbbl; 9 Mbbl,Untapped,Powerful,China,Soviet Union,47876 km 2,http://blocgame.com/stats.php?id=54182,,
Markovia,RDM HC,The Federal Colonies,139k active personnel,11 ships,Korean War surplus,Gandhi-like,5 factories,Elite,online now,37 Hundred Tons per month,17 Mbbl per month,Free Market,$4968 million,132 Mbbl; 17 Mbbl,Untapped,Very Powerful,Caribbean,United States,44019 km 2,http://blocgame.com/stats.php?id=58369,,
Ferma,President Jacobo Vincenzo,The Order,86k active personnel,7 ships,Vietnam War surplus,Axis of Evil,3 factories,Good,online now,25 Hundred Tons per month,,Free Market,$4924 million,266 Mbbl,Untapped,Large,Southern Cone,United States,40611 km 2,http://blocgame.com/stats.php?id=58784,,
Sovngarde,Farron47,The Order,5k active personnel,14 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 4 hours ago,35 Hundred Tons per month,8 Mbbl per month,Central Planning,$4845 million,363 Mbbl; 8 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,42257 km 2,http://blocgame.com/stats.php?id=62626,,
LOCAI,Agumentic,Brotherhood of Nod,79k active personnel,6 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 3 hours ago,12 Hundred Tons per month,7 Mbbl per month,Free Market,$4818 million,95 Mbbl; 7 Mbbl,Untapped,Very Powerful,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,,
Morovistan,Gustave Bergher,SPQR,98k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Poor,last online 43 hours ago,23 Hundred Tons per month,19 Mbbl per month,Central Planning,$4784 million,4887 Mbbl; 19 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,31247 km 2,http://blocgame.com/stats.php?id=62905,,
Lorigan,Lorigan,Interpol,78k active personnel,3 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 1 hours ago,29 Hundred Tons per month,8 Mbbl per month,Central Planning,$4525 million,223 Mbbl; 8 Mbbl,Untapped,Large,Amazonia,Soviet Union,43631 km 2,http://blocgame.com/stats.php?id=59787,,
Uzbekistanstan,Shaikh Zayer,The Order,89k active personnel,7 ships,Korean War surplus,Gandhi-like,5 factories,Elite,online now,57 Hundred Tons per month,5 Mbbl per month,Free Market,$4409 million,185 Mbbl,Untapped,Very Powerful,Congo,United States,42453 km 2,http://blocgame.com/stats.php?id=47207,,
Coccoladia,Ernesto Caprone,The Federal Colonies,59k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 5 hours ago,22 Hundred Tons per month,2 Mbbl per month,Central Planning,$4375 million,2 Mbbl,Untapped,Very Powerful,Caribbean,Soviet Union,27057 km 2,http://blocgame.com/stats.php?id=40289,,
temasik,lawrence,SPQR,11k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$4327 million,437 Mbbl,Near Depletion,Small,East Indies,United States,9637 km 2,http://blocgame.com/stats.php?id=62827,,
Rome Reloaded,Tiberius Ceaser,SPQR,54k active personnel,7 ships,Korean War surplus,Gandhi-like,2 factories,Good,online now,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$4258 million,4486 Mbbl,,Very Powerful,Mesopotamia,Soviet Union,12961 km 2,http://blocgame.com/stats.php?id=1421,,
Cirno,jc99,The Federal Colonies,138k active personnel,10 ships,Second World War surplus,Gandhi-like,8 factories,Standard,last online 2 hours ago,34 Hundred Tons per month,2 Mbbl per month,Central Planning,$4255 million,180 Mbbl,Untapped,Very Powerful,Caribbean,Soviet Union,41625 km 2,http://blocgame.com/stats.php?id=43375,1 Tons,
Conferan,Cryptox,The Order,178k active personnel,7 ships,Korean War surplus,Angelic,4 factories,Elite,online now,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$4243 million,195 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,61230 km 2,http://blocgame.com/stats.php?id=56710,,
Shambala,Feranon,Brotherhood of Nod,79k active personnel,4 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 3 hours ago,15 Hundred Tons per month,5 Mbbl per month,Central Planning,$4180 million,480 Mbbl; 5 Mbbl,Untapped,Powerful,Pacific Rim,Soviet Union,29711 km 2,http://blocgame.com/stats.php?id=41268,,5%
TheDarkSide,LordVader,Misanthropics,17k active personnel,11 ships,Vietnam War surplus,Gandhi-like,3 factories,Undisciplined Rabble,last online 5 hours ago,24 Hundred Tons per month,4 Mbbl per month,Central Planning,$4141 million,572 Mbbl; 4 Mbbl,Untapped,Very Powerful,East Indies,Neutral,52055 km 2,http://blocgame.com/stats.php?id=63139,,
Hitlerwasright,Louis C Cuck,The Order,118k active personnel,8 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 6 hours ago,35 Hundred Tons per month,25 Mbbl per month,Free Market,$4139 million,9295 Mbbl,Untapped,Very Powerful,Arabia,United States,33337 km 2,http://blocgame.com/stats.php?id=59621,,
Niggerito,Jejomar Binay,SPQR,130k active personnel,5 ships,Second World War surplus,Gandhi-like,5 factories,Good,online now,41 Hundred Tons per month,5 Mbbl per month,Free Market,$4139 million,149 Mbbl,Untapped,Very Powerful,East Indies,United States,53168 km 2,http://blocgame.com/stats.php?id=63087,,
Reim,Azrael,SPQR,98k active personnel,11 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 1 hours ago,32 Hundred Tons per month,11 Mbbl per month,Central Planning,$4128 million,423 Mbbl; 11 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,61628 km 2,http://blocgame.com/stats.php?id=41073,,
VinnyNation,VinnyRuler,Brotherhood of Nod,71k active personnel,2 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 3 hours ago,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$4100 million,216 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
Cubania,General Fidelis,The Order,116k active personnel,4 ships,Korean War surplus,Gandhi-like,7 factories,Good,last online 16 hours ago,59 Hundred Tons per month,18 Mbbl per month,Central Planning,$4099 million,18 Mbbl,Untapped,Very Powerful,Mesoamerica,Soviet Union,61756 km 2,http://blocgame.com/stats.php?id=47349,,
Aminichina,doublepedaldylan,The Order,62k active personnel,5 ships,Second World War surplus,Nice,2 factories,Good,last online 5 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$4039 million,891 Mbbl; 5 Mbbl,Untapped,Large,Indochina,Soviet Union,27064 km 2,http://blocgame.com/stats.php?id=56720,,
Kosan,Whitearcher8,The Order,123k active personnel,5 ships,Vietnam War surplus,Gandhi-like,4 factories,Elite,last online 5 hours ago,30 Hundred Tons per month,10 Mbbl per month,Central Planning,$4026 million,6289 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,34556 km 2,http://blocgame.com/stats.php?id=59227,,
