country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
USSR,CommissarBrian,The Order,79k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 5 hours ago,37 Hundred Tons per month,8 Mbbl per month,Central Planning,$2110 million,235 Mbbl; 8 Mbbl,,Small,China,Soviet Union,47029 km 2,http://blocgame.com/stats.php?id=54182,,
German Empire,Frederick the Great,SPQR,74k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Poor,online now,14 Hundred Tons per month,7 Mbbl per month,Central Planning,$2085 million,4237 Mbbl,Untapped,Powerful,Egypt,Soviet Union,27337 km 2,http://blocgame.com/stats.php?id=63053,,
Tamarlania,Vagrant,The Divine Council,143k active personnel,9 ships,First World War surplus,Good,5 factories,Elite,last online 7 hours ago,63 Hundred Tons per month,62 Mbbl per month,Free Market,$2083 million,5278 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,53657 km 2,http://blocgame.com/stats.php?id=61626,,5%
Almania,Almanich,Brotherhood of Nod,41k active personnel,0 ships,Second World War surplus,Questionable,3 factories,Good,online now,2 Hundred Tons per month,,Central Planning,$2074 million,171 Mbbl,Plentiful,Very Powerful,China,Soviet Union,52163 km 2,http://blocgame.com/stats.php?id=51725,,
Southern Africa,TheMaster_ZA,The Order,66k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 7 hours ago,32 Hundred Tons per month,5 Mbbl per month,Central Planning,$2052 million,205 Mbbl,Untapped,Large,Southern Africa,Soviet Union,49553 km 2,http://blocgame.com/stats.php?id=48410,,
Newsoka,E Mark,The Divine Council,50k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,29 Hundred Tons per month,11 Mbbl per month,Mixed Economy,$2052 million,644 Mbbl,Untapped,Mediocre,Indochina,United States,24874 km 2,http://blocgame.com/stats.php?id=63105,,
Hitlerwasright,Louis C Cuck,The Order,58k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Good,online now,35 Hundred Tons per month,25 Mbbl per month,Free Market,$2047 million,10345 Mbbl,Near Depletion,Somewhat Large,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,,
Junovia,dontworryaboutit,Interpol,50k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,24 Hundred Tons per month,7 Mbbl per month,Free Market,$2034 million,458 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,Neutral,21094 km 2,http://blocgame.com/stats.php?id=63088,,
Morjei,FlairWoW,The Divine Council,74k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 5 hours ago,34 Hundred Tons per month,4 Mbbl per month,Central Planning,$2026 million,44 Mbbl; 4 Mbbl,Untapped,Large,Indochina,Soviet Union,42900 km 2,http://blocgame.com/stats.php?id=53068,,
SOPF,Johnathinski Weston,The United Nations,63k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 55 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$2010 million,125 Mbbl; 4 Mbbl,Untapped,Somewhat Large,East Indies,Soviet Union,18244 km 2,http://blocgame.com/stats.php?id=62841,,
Coccoladia,Ernesto Caprone,The Federal Colonies,39k active personnel,1 ships,Second World War surplus,Angelic,2 factories,Standard,last online 6 hours ago,21 Hundred Tons per month,2 Mbbl per month,Central Planning,$1999 million,78 Mbbl; 2 Mbbl,Untapped,Large,Caribbean,Soviet Union,27057 km 2,http://blocgame.com/stats.php?id=40289,,
KingBding,King B,The Order,32k active personnel,3 ships,Second World War surplus,Nice,2 factories,Elite,last online 3 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$1990 million,275 Mbbl; 3 Mbbl,Plentiful,Very Powerful,Southern Africa,Soviet Union,25241 km 2,http://blocgame.com/stats.php?id=63205,,
Cameronia,Cameron Saxonson,Steel Brotherhood,60k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 4 hours ago,19 Hundred Tons per month,10 Mbbl per month,Central Planning,$1981 million,408 Mbbl; 10 Mbbl,Untapped,Large,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,,
Asians,bigyihsuan,The Divine Council,28k active personnel,-1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 5 hours ago,11 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$1971 million,245 Mbbl; 5 Mbbl,Plentiful,Mediocre,Pacific Rim,United States,16191 km 2,http://blocgame.com/stats.php?id=41551,,
Bendover,Mike Hawk,Farmington Brigade,6k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 177 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$1959 million,137 Mbbl; 2 Mbbl,Untapped,None,East Indies,Soviet Union,7492 km 2,http://blocgame.com/stats.php?id=62897,,
Feffiopia,Serloks,The Divine Council,66k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,33 Hundred Tons per month,10 Mbbl per month,Central Planning,$1956 million,352 Mbbl,Untapped,Powerful,The Subcontinent,Soviet Union,24983 km 2,http://blocgame.com/stats.php?id=46505,,
Harezland,Adam harez,The Order,51k active personnel,1 ships,First World War surplus,Gandhi-like,3 factories,Good,last online 6 hours ago,11 Hundred Tons per month,10 Mbbl per month,Central Planning,$1956 million,329 Mbbl; 10 Mbbl,Plentiful,Somewhat Large,Pacific Rim,Neutral,16752 km 2,http://blocgame.com/stats.php?id=60587,,
Cirno,jc99,The Federal Colonies,138k active personnel,3 ships,Second World War surplus,Gandhi-like,5 factories,Standard,last online 2 hours ago,34 Hundred Tons per month,2 Mbbl per month,Free Market,$1951 million,236 Mbbl,Untapped,Large,Caribbean,United States,39052 km 2,http://blocgame.com/stats.php?id=43375,1 Tons,
nanas,nanas batu,The Divine Council,8k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 5 hours ago,20 Hundred Tons per month,6 Mbbl per month,Central Planning,$1942 million,108 Mbbl; 6 Mbbl,,Small,East Indies,Neutral,31173 km 2,http://blocgame.com/stats.php?id=61809,,
Mzab,Cuma Thurman,Brotherhood of Nod,85k active personnel,4 ships,Second World War surplus,Normal,2 factories,Elite,last online 5 hours ago,24 Hundred Tons per month,16 Mbbl per month,Central Planning,$1929 million,4127 Mbbl; 16 Mbbl,Untapped,Large,Atlas,Soviet Union,38257 km 2,http://blocgame.com/stats.php?id=63775,,
durkastan,ned kelly,SPQR,62k active personnel,6 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 7 hours ago,26 Hundred Tons per month,22 Mbbl per month,Mixed Economy,$1926 million,2910 Mbbl,Untapped,Mediocre,Arabia,United States,36464 km 2,http://blocgame.com/stats.php?id=40488,,
Hansetica,Svan,,10k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 103 hours ago,18 Hundred Tons per month,8 Mbbl per month,Central Planning,$1919 million,135 Mbbl; 8 Mbbl,Untapped,Meagre,China,Soviet Union,20320 km 2,http://blocgame.com/stats.php?id=63390,,
Femtonesia,1101,Comintern,6k active personnel,0 ships,First World War surplus,Questionable,1 factory,Elite,last online 31 hours ago,42 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$1912 million,48 Mbbl; 6 Mbbl,,Mediocre,Pacific Rim,Neutral,27217 km 2,http://blocgame.com/stats.php?id=63083,,
North Nubia,Sean Tony,N.S.D.A.P,57k active personnel,0 ships,First World War surplus,Gandhi-like,3 factories,Elite,last online 4 hours ago,28 Hundred Tons per month,10 Mbbl per month,Central Planning,$1904 million,7 Mbbl; 10 Mbbl,Plentiful,Mediocre,Congo,Soviet Union,28630 km 2,http://blocgame.com/stats.php?id=63084,,
Russophia,Mikhail Putin,SPQR,8k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 8 hours ago,3 Hundred Tons per month,8 Mbbl per month,Central Planning,$1894 million,1631 Mbbl; 8 Mbbl,Untapped,Large,Arabia,Soviet Union,5473 km 2,http://blocgame.com/stats.php?id=54426,,
south nation,presiden tote,PIRATES,50k active personnel,1 ships,First World War surplus,Normal,2 factories,Good,last online 5 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$1893 million,491 Mbbl; 7 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,43993 km 2,http://blocgame.com/stats.php?id=61911,,
Conrad,Waled,SPQR,54k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 7 hours ago,20 Hundred Tons per month,16 Mbbl per month,Central Planning,$1879 million,4592 Mbbl; 16 Mbbl,Near Depletion,Large,Egypt,Soviet Union,16722 km 2,http://blocgame.com/stats.php?id=62640,1 Tons,
Glubistan,Glub,SPQR,78k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Poor,last online 1 hours ago,25 Hundred Tons per month,13 Mbbl per month,Central Planning,$1866 million,1624 Mbbl; 13 Mbbl,Untapped,Large,Arabia,Soviet Union,23779 km 2,http://blocgame.com/stats.php?id=63027,,
Ivalice,Nighthawk571,Interpol,79k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,26 Hundred Tons per month,24 Mbbl per month,Central Planning,$1859 million,2306 Mbbl; 24 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,35726 km 2,http://blocgame.com/stats.php?id=63060,,
South Uganda,Dr. Idi Amin,The Divine Council,169k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,40 Hundred Tons per month,6 Mbbl per month,Central Planning,$1857 million,426 Mbbl; 6 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,41306 km 2,http://blocgame.com/stats.php?id=63128,,
Texastan,Rebel Lord,Interpol,90k active personnel,5 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 3 hours ago,23 Hundred Tons per month,24 Mbbl per month,Central Planning,$1852 million,6689 Mbbl; 24 Mbbl,Untapped,Powerful,Mesopotamia,Soviet Union,51939 km 2,http://blocgame.com/stats.php?id=58149,,
Sepidajistan,Shah Squid,Al-Qassam Brigades,44k active personnel,0 ships,Second World War surplus,Good,1 factory,Elite,last online 1 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$1847 million,3700 Mbbl; 3 Mbbl,,Large,Atlas,Soviet Union,14198 km 2,http://blocgame.com/stats.php?id=59462,,
Manturia-Korea,Maosecond,,80k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,18 Hundred Tons per month,4 Mbbl per month,Free Market,$1841 million,222 Mbbl,,Mediocre,China,United States,20066 km 2,http://blocgame.com/stats.php?id=64188,,
Markovia,RDM HC,The Federal Colonies,88k active personnel,4 ships,Second World War surplus,Angelic,3 factories,Elite,online now,24 Hundred Tons per month,12 Mbbl per month,Free Market,$1838 million,614 Mbbl; 12 Mbbl,Untapped,Powerful,Caribbean,United States,39510 km 2,http://blocgame.com/stats.php?id=58369,,
Lothl�rien,Galadriel,,146k active personnel,11 ships,Second World War surplus,Angelic,8 factories,Elite,online now,30 Hundred Tons per month,30 Mbbl per month,Free Market,$1836 million,11397 Mbbl; 30 Mbbl,Near Depletion,Powerful,Atlas,United States,29507 km 2,http://blocgame.com/stats.php?id=64165,,
Crimea,Hayro Khan,The Order,58k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 1 hours ago,17 Hundred Tons per month,11 Mbbl per month,Central Planning,$1833 million,3518 Mbbl; 11 Mbbl,Near Depletion,Mediocre,Atlas,Soviet Union,31017 km 2,http://blocgame.com/stats.php?id=2570,,
Zeon Alliance,Char Aznable,The Divine Council,80k active personnel,6 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 12 hours ago,7 Hundred Tons per month,7 Mbbl per month,Free Market,$1832 million,237 Mbbl; 7 Mbbl,Untapped,Very Powerful,Pacific Rim,United States,33932 km 2,http://blocgame.com/stats.php?id=62248,1 Tons,
Jebawka,Shetay,The Order,89k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 11 hours ago,14 Hundred Tons per month,10 Mbbl per month,Free Market,$1798 million,3031 Mbbl,Untapped,Mediocre,Arabia,United States,28692 km 2,http://blocgame.com/stats.php?id=54304,,
Ken no Taiyou,Hikari,The Order,38k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,9 Hundred Tons per month,29 Mbbl per month,Central Planning,$1795 million,1360 Mbbl; 29 Mbbl,Untapped,Large,Persia,Soviet Union,30155 km 2,http://blocgame.com/stats.php?id=64029,,
Nueva Galicia,FedericoDionisi,Che Guevara League,30k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,online now,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$1793 million,39 Mbbl; 2 Mbbl,Untapped,Large,Southern Cone,Soviet Union,19743 km 2,http://blocgame.com/stats.php?id=60349,,
Mmhat,Homermustdie,The Divine Council,38k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,14 Hundred Tons per month,2 Mbbl per month,Free Market,$1787 million,141 Mbbl; 2 Mbbl,Untapped,Mediocre,Amazonia,United States,20400 km 2,http://blocgame.com/stats.php?id=45846,,
Kekistonia,Mad Dog Mattis,The Order,65k active personnel,4 ships,First World War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,21 Hundred Tons per month,12 Mbbl per month,Central Planning,$1785 million,8922 Mbbl,Untapped,Large,Atlas,Soviet Union,45330 km 2,http://blocgame.com/stats.php?id=63476,,
Alexandrastan,TWAIN,Brotherhood of Nod,47k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Standard,online now,10 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$1779 million,1922 Mbbl; 6 Mbbl,Untapped,Somewhat Large,Mesopotamia,United States,28361 km 2,http://blocgame.com/stats.php?id=39070,,
the Haunted,thedrunkenarchitect,The Order,82k active personnel,3 ships,Second World War surplus,Normal,3 factories,Elite,last online 4 hours ago,28 Hundred Tons per month,4 Mbbl per month,Central Planning,$1779 million,438 Mbbl; 4 Mbbl,,Very Powerful,Southern Africa,Soviet Union,36676 km 2,http://blocgame.com/stats.php?id=63020,,
Lorigan,Lorigan,The Divine Council,59k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Good,online now,23 Hundred Tons per month,8 Mbbl per month,Central Planning,$1777 million,217 Mbbl; 8 Mbbl,Untapped,Mediocre,Amazonia,Soviet Union,37619 km 2,http://blocgame.com/stats.php?id=59787,,
Drelinka,Catheline lebran,SPQR,32k active personnel,0 ships,First World War surplus,Pariah,1 factory,Elite,last online 5 hours ago,4 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$1776 million,1359 Mbbl,Untapped,Small,Persia,Soviet Union,6063 km 2,http://blocgame.com/stats.php?id=61556,,
Johor,Helmi Omar,The Khilafah,22k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 8 hours ago,9 Hundred Tons per month,5 Mbbl per month,Central Planning,$1774 million,5 Mbbl,Near Depletion,Mediocre,Pacific Rim,Neutral,16006 km 2,http://blocgame.com/stats.php?id=60442,,
shair,shair,Al-Qassam Brigades,30k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 5 hours ago,30 Hundred Tons per month,11 Mbbl per month,Central Planning,$1774 million,171 Mbbl,Untapped,Large,East Indies,Soviet Union,40972 km 2,http://blocgame.com/stats.php?id=62199,,
Ferma,President Jacobo Vincenzo,The Order,55k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 4 hours ago,25 Hundred Tons per month,,Free Market,$1764 million,178 Mbbl,Untapped,Large,Southern Cone,United States,27656 km 2,http://blocgame.com/stats.php?id=58784,,
Valtania,Kelvin D. Makumbi,The Federal Colonies,121k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 4 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$1761 million,71 Mbbl; 12 Mbbl,Near Depletion,Large,Mesoamerica,Soviet Union,36276 km 2,http://blocgame.com/stats.php?id=62525,,
Syphirious,Doxal,Interpol,78k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 10 hours ago,32 Hundred Tons per month,28 Mbbl per month,Central Planning,$1760 million,4105 Mbbl; 28 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,52073 km 2,http://blocgame.com/stats.php?id=59670,,
Kyranistan,Michael Hussain,,7k active personnel,0 ships,First World War surplus,Questionable,2 factories,Elite,last online 13 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1757 million,4061 Mbbl; 2 Mbbl,Untapped,Large,Persia,Neutral,16821 km 2,http://blocgame.com/stats.php?id=61263,,
Krakozhia,Ilyich,Interpol,78k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 7 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$1753 million,75 Mbbl; 3 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,27286 km 2,http://blocgame.com/stats.php?id=39065,,
Mingland,mpetersen,Brotherhood of Nod,95k active personnel,5 ships,First World War surplus,Angelic,3 factories,Elite,last online 2 hours ago,26 Hundred Tons per month,11 Mbbl per month,Central Planning,$1752 million,423 Mbbl; 11 Mbbl,Plentiful,Powerful,Southern Africa,Soviet Union,26003 km 2,http://blocgame.com/stats.php?id=63922,,
Giant Mechs,OiledDNA,The Divine Council,78k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$1751 million,350 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,34029 km 2,http://blocgame.com/stats.php?id=60735,,
Brutish Empire,DarkyDonno,SPQR,78k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,18 Hundred Tons per month,7 Mbbl per month,Central Planning,$1744 million,122 Mbbl; 7 Mbbl,Near Depletion,Somewhat Large,China,Soviet Union,31174 km 2,http://blocgame.com/stats.php?id=57265,,
Thair,Tacoonastick,The Order,24k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 3 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$1744 million,425 Mbbl; 5 Mbbl,Near Depletion,Large,Congo,Soviet Union,10465 km 2,http://blocgame.com/stats.php?id=60955,,
Reim,Azrael,The Divine Council,79k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$1743 million,379 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Pacific Rim,Soviet Union,51273 km 2,http://blocgame.com/stats.php?id=41073,,
CTSKRR,CTSKRR,The Divine Council,18k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Undisciplined Rabble,last online 10 hours ago,11 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$1741 million,315 Mbbl; 8 Mbbl,Plentiful,Mediocre,China,Soviet Union,14979 km 2,http://blocgame.com/stats.php?id=60811,,
Mesopotamia,Arcturus,The Order,78k active personnel,1 ships,Second World War surplus,Isolated,3 factories,Standard,last online 9 hours ago,20 Hundred Tons per month,13 Mbbl per month,Free Market,$1735 million,5847 Mbbl,Plentiful,Mediocre,Mesopotamia,United States,36248 km 2,http://blocgame.com/stats.php?id=42045,,
Etiwan,Latvu,The Divine Council,9k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 27 hours ago,19 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$1731 million,309 Mbbl,Untapped,Mediocre,Amazonia,United States,24305 km 2,http://blocgame.com/stats.php?id=60056,,
Petai Belalang,zulhasr39689,PIRATES,106k active personnel,11 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 1 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$1726 million,232 Mbbl; 5 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,22313 km 2,http://blocgame.com/stats.php?id=60767,,
Cyleia,Silas Adar,,6k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 61 hours ago,11 Hundred Tons per month,6 Mbbl per month,Free Market,$1726 million,212 Mbbl; 6 Mbbl,Untapped,Mediocre,Mesoamerica,United States,15440 km 2,http://blocgame.com/stats.php?id=62784,,
