country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
Aasyria,David al-Assad,The Order,118k active personnel,9 ships,Second World War surplus,Gandhi-like,4 factories,Poor,online now,35 Hundred Tons per month,17 Mbbl per month,Central Planning,$3382 million,3938 Mbbl,Plentiful,Very Powerful,Mesopotamia,Soviet Union,45142 km 2,http://blocgame.com/stats.php?id=60967,,
Uzbekistanstan,Shaikh Zayer,The Order,99k active personnel,3 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 20 hours ago,53 Hundred Tons per month,5 Mbbl per month,Free Market,$3378 million,290 Mbbl,Untapped,Large,Congo,United States,42881 km 2,http://blocgame.com/stats.php?id=47207,,
Junoma,VicReyes,Steel Brotherhood,97k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 9 hours ago,23 Hundred Tons per month,5 Mbbl per month,Free Market,$3356 million,387 Mbbl,Untapped,Powerful,Southern Cone,United States,45159 km 2,http://blocgame.com/stats.php?id=40349,2 Tons,
Rome Reloaded,Tiberius Ceaser,SPQR,54k active personnel,5 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 6 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$3271 million,4738 Mbbl,Depleted,Large,Mesopotamia,Soviet Union,12961 km 2,http://blocgame.com/stats.php?id=1421,,
VinnyNation,VinnyRuler,Brotherhood of Nod,47k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 15 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$3215 million,362 Mbbl; 6 Mbbl,Untapped,Somewhat Large,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
Cirno,jc99,The Federal Colonies,158k active personnel,4 ships,Second World War surplus,Gandhi-like,7 factories,Poor,last online 3 hours ago,34 Hundred Tons per month,2 Mbbl per month,Free Market,$3214 million,222 Mbbl,Untapped,Large,Caribbean,United States,41625 km 2,http://blocgame.com/stats.php?id=43375,1 Tons,
Coccoladia,Ernesto Caprone,The Federal Colonies,38k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 7 hours ago,22 Hundred Tons per month,2 Mbbl per month,Central Planning,$3183 million,36 Mbbl; 2 Mbbl,Untapped,Powerful,Caribbean,Soviet Union,27057 km 2,http://blocgame.com/stats.php?id=40289,,
Kosan,Whitearcher8,The Order,84k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,20 Hundred Tons per month,10 Mbbl per month,Central Planning,$3176 million,6499 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,34556 km 2,http://blocgame.com/stats.php?id=59227,,
Hitlerwasright,Louis C Cuck,The Order,98k active personnel,5 ships,Korean War surplus,Nice,4 factories,Elite,online now,35 Hundred Tons per month,25 Mbbl per month,Free Market,$3149 million,9820 Mbbl,Untapped,Powerful,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,,
nanas,nanas batu,The Fallen,81k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$3075 million,178 Mbbl; 7 Mbbl,Plentiful,Large,East Indies,Neutral,25719 km 2,http://blocgame.com/stats.php?id=61809,,
Leinad,bloodywaffles12,The Order,38k active personnel,1 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 1 hours ago,19 Hundred Tons per month,12 Mbbl per month,Central Planning,$3060 million,482 Mbbl; 12 Mbbl,Untapped,Large,China,Soviet Union,21542 km 2,http://blocgame.com/stats.php?id=59332,,
Asians,bigyihsuan,The Fallen,10k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 19 hours ago,11 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$3056 million,69 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,United States,9093 km 2,http://blocgame.com/stats.php?id=41551,,
Shambala,Feranon,Brotherhood of Nod,79k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Elite,online now,15 Hundred Tons per month,5 Mbbl per month,Central Planning,$3046 million,585 Mbbl; 5 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,29711 km 2,http://blocgame.com/stats.php?id=41268,,5%
whitmanistan,slim,The Order,133k active personnel,5 ships,Korean War surplus,Gandhi-like,6 factories,Standard,last online 1 hours ago,17 Hundred Tons per month,9 Mbbl per month,Free Market,$3022 million,6491 Mbbl; 9 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,60991 km 2,http://blocgame.com/stats.php?id=36344,,
Batu putih,Harzan,The Federal Colonies,23k active personnel,3 ships,Second World War surplus,Angelic,3 factories,Elite,last online 15 hours ago,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$2995 million,159 Mbbl,Near Depletion,Somewhat Large,East Indies,Soviet Union,7389 km 2,http://blocgame.com/stats.php?id=61926,,
Harezland,Adam harez,The Order,46k active personnel,4 ships,First World War surplus,Gandhi-like,3 factories,Elite,last online 9 hours ago,11 Hundred Tons per month,10 Mbbl per month,Central Planning,$2973 million,119 Mbbl; 10 Mbbl,Untapped,Mediocre,Pacific Rim,Neutral,17200 km 2,http://blocgame.com/stats.php?id=60587,,
Markovia,RDM HC,The Federal Colonies,118k active personnel,7 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 4 hours ago,32 Hundred Tons per month,14 Mbbl per month,Free Market,$2966 million,345 Mbbl; 14 Mbbl,Untapped,Very Powerful,Caribbean,United States,40901 km 2,http://blocgame.com/stats.php?id=58369,,
Brutish Empire,DarkyDonno,Brotherhood of Nod,99k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,29 Hundred Tons per month,12 Mbbl per month,Central Planning,$2961 million,382 Mbbl; 12 Mbbl,Untapped,Large,China,Soviet Union,33209 km 2,http://blocgame.com/stats.php?id=57265,,
KingBding,King B,The Order,68k active personnel,7 ships,Second World War surplus,Angelic,3 factories,Good,last online 17 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$2900 million,212 Mbbl; 3 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,25241 km 2,http://blocgame.com/stats.php?id=63205,,
Byzantium,The Wolf,Steel Brotherhood,120k active personnel,4 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 6 hours ago,37 Hundred Tons per month,14 Mbbl per month,Free Market,$2890 million,6144 Mbbl,Near Depletion,Very Powerful,Mesopotamia,United States,42219 km 2,http://blocgame.com/stats.php?id=41125,,
Southern Africa,TheMaster_ZA,The Order,114k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 1 hours ago,39 Hundred Tons per month,6 Mbbl per month,Central Planning,$2870 million,110 Mbbl,Untapped,Large,Southern Africa,Soviet Union,51321 km 2,http://blocgame.com/stats.php?id=48410,,
Asiana,El_Xanatos,The Hetairoi Guild,3k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 10 hours ago,34 Hundred Tons per month,7 Mbbl per month,Central Planning,$2863 million,228 Mbbl; 7 Mbbl,Untapped,Mediocre,Indochina,Soviet Union,57504 km 2,http://blocgame.com/stats.php?id=62221,,
Alamo,linksith,SPQR,78k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 38 hours ago,11 Hundred Tons per month,5 Mbbl per month,Free Market,$2858 million,4302 Mbbl,Untapped,Large,Mesopotamia,United States,16148 km 2,http://blocgame.com/stats.php?id=40536,,
Eastasia,accounts being deleted,The Order,88k active personnel,3 ships,Korean War surplus,Questionable,3 factories,Elite,last online 3 hours ago,12 Hundred Tons per month,7 Mbbl per month,Central Planning,$2856 million,828 Mbbl; 7 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,34570 km 2,http://blocgame.com/stats.php?id=63527,,
Lorigan,Lorigan,The Hetairoi Guild,99k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 11 hours ago,29 Hundred Tons per month,8 Mbbl per month,Central Planning,$2848 million,391 Mbbl; 8 Mbbl,Untapped,Large,Amazonia,Soviet Union,39713 km 2,http://blocgame.com/stats.php?id=59787,,
Mzab,Cuma Thurman,Steel Brotherhood,90k active personnel,0 ships,Second World War surplus,Pariah,4 factories,Elite,last online 1 hours ago,28 Hundred Tons per month,16 Mbbl per month,Mixed Economy,$2839 million,3791 Mbbl; 16 Mbbl,Plentiful,Somewhat Large,Atlas,Soviet Union,38538 km 2,http://blocgame.com/stats.php?id=63775,,5%
Crimea,Hayro Khan,The Order,94k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 15 hours ago,17 Hundred Tons per month,11 Mbbl per month,Central Planning,$2830 million,3287 Mbbl; 11 Mbbl,Near Depletion,Powerful,Atlas,Soviet Union,31017 km 2,http://blocgame.com/stats.php?id=2570,,
Cameronia,Cameron Saxonson,Steel Brotherhood,64k active personnel,3 ships,Second World War surplus,Nice,3 factories,Elite,online now,19 Hundred Tons per month,10 Mbbl per month,Central Planning,$2829 million,198 Mbbl; 10 Mbbl,Untapped,Large,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,,
Salama�a,Bacardi,The Order,68k active personnel,0 ships,Korean War surplus,Nice,2 factories,Good,last online 26 hours ago,23 Hundred Tons per month,8 Mbbl per month,Central Planning,$2818 million,53 Mbbl,Untapped,Large,Southern Cone,Soviet Union,23972 km 2,http://blocgame.com/stats.php?id=63383,,
Sepidajistan,Shah Squid,Steel Brotherhood,39k active personnel,0 ships,Second World War surplus,Angelic,2 factories,Elite,last online 2 hours ago,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$2814 million,3655 Mbbl; 2 Mbbl,Untapped,Powerful,Atlas,Soviet Union,13917 km 2,http://blocgame.com/stats.php?id=59462,,
Deagle Nation!,Jace Connors,Brotherhood of Nod,130k active personnel,2 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 1 hours ago,23 Hundred Tons per month,28 Mbbl per month,Central Planning,$2813 million,3649 Mbbl; 28 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,52910 km 2,http://blocgame.com/stats.php?id=63100,,
Mesopotamia,Arcturus,The Order,98k active personnel,6 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 4 hours ago,24 Hundred Tons per month,16 Mbbl per month,Free Market,$2803 million,5730 Mbbl,Untapped,Somewhat Large,Mesopotamia,United States,37057 km 2,http://blocgame.com/stats.php?id=42045,,
Conrad,Waled,SPQR,108k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 3 hours ago,22 Hundred Tons per month,16 Mbbl per month,Central Planning,$2787 million,4584 Mbbl; 16 Mbbl,,Large,Egypt,Soviet Union,19465 km 2,http://blocgame.com/stats.php?id=62640,,5%
North Nubia,Sean Tony,SPQR,54k active personnel,1 ships,First World War surplus,Gandhi-like,5 factories,Poor,last online 1 hours ago,28 Hundred Tons per month,10 Mbbl per month,Central Planning,$2755 million,10 Mbbl,Plentiful,Small,Congo,Soviet Union,24722 km 2,http://blocgame.com/stats.php?id=63084,,
Giant Mechs,OiledDNA,The Order,50k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 3 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$2747 million,167 Mbbl; 5 Mbbl,Plentiful,Large,Pacific Rim,Soviet Union,25790 km 2,http://blocgame.com/stats.php?id=60735,,
Junovia,dontworryaboutit,Interpol,72k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 9 hours ago,24 Hundred Tons per month,7 Mbbl per month,Free Market,$2735 million,311 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,Neutral,20884 km 2,http://blocgame.com/stats.php?id=63088,,
Mmhat,Homermustdie,The Hetairoi Guild,5k active personnel,0 ships,Second World War surplus,Questionable,2 factories,Elite,last online 12 hours ago,14 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$2723 million,99 Mbbl; 2 Mbbl,Untapped,Large,Amazonia,Soviet Union,19599 km 2,http://blocgame.com/stats.php?id=45846,,
Newsoka,E Mark,The Hetairoi Guild,7k active personnel,1 ships,Second World War surplus,Nice,2 factories,Elite,last online 58 hours ago,33 Hundred Tons per month,17 Mbbl per month,Mixed Economy,$2723 million,306 Mbbl,,None,Indochina,Neutral,22565 km 2,http://blocgame.com/stats.php?id=63105,,
Johor,Helmi Omar,PIRATES,59k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$2700 million,37 Mbbl; 6 Mbbl,Near Depletion,Large,Pacific Rim,Neutral,17541 km 2,http://blocgame.com/stats.php?id=60442,,
temasik,lawrence,SPQR,25k active personnel,4 ships,Second World War surplus,Good,2 factories,Elite,last online 4 hours ago,4 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$2700 million,461 Mbbl; 4 Mbbl,,Mediocre,East Indies,United States,10820 km 2,http://blocgame.com/stats.php?id=62827,,
SettingMoon,Hawk,The Order,36k active personnel,4 ships,Second World War surplus,Angelic,2 factories,Elite,online now,16 Hundred Tons per month,5 Mbbl per month,Central Planning,$2700 million,377 Mbbl; 5 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,18007 km 2,http://blocgame.com/stats.php?id=62839,,
Krakozhia,Ilyich,Interpol,118k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 10 hours ago,20 Hundred Tons per month,4 Mbbl per month,Central Planning,$2688 million,503 Mbbl; 4 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,28409 km 2,http://blocgame.com/stats.php?id=39065,,
The NLR,Darknight,The Order,107k active personnel,10 ships,Korean War surplus,Gandhi-like,4 factories,Good,online now,66 Hundred Tons per month,5 Mbbl per month,Central Planning,$2685 million,66 Mbbl; 5 Mbbl,Untapped,Very Powerful,Congo,Soviet Union,58133 km 2,http://blocgame.com/stats.php?id=49701,,
south nation,presiden tote,PIRATES,90k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Good,online now,13 Hundred Tons per month,10 Mbbl per month,Central Planning,$2681 million,401 Mbbl; 10 Mbbl,Near Depletion,Large,Pacific Rim,Soviet Union,42484 km 2,http://blocgame.com/stats.php?id=61911,,
Psilocybis,Lysergix,Brotherhood of Nod,38k active personnel,6 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 37 hours ago,12 Hundred Tons per month,8 Mbbl per month,Central Planning,$2664 million,4967 Mbbl; 8 Mbbl,Untapped,Large,Persia,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=62795,,
Biji Kurdistan,Myron2point0,Brotherhood of Nod,100k active personnel,0 ships,Korean War surplus,Angelic,1 factory,Elite,last online 6 hours ago,10 Hundred Tons per month,10 Mbbl per month,Central Planning,$2648 million,3425 Mbbl; 10 Mbbl,Depleted,Very Powerful,Mesopotamia,Soviet Union,19417 km 2,http://blocgame.com/stats.php?id=52906,,
Puerto Libre,Jose Ramon Rodriguez III,The Federal Colonies,50k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 12 hours ago,20 Hundred Tons per month,13 Mbbl per month,Free Market,$2626 million,400 Mbbl,Untapped,Very Powerful,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=61883,1 Tons,
Reim,Azrael,SPQR,99k active personnel,7 ships,Korean War surplus,Gandhi-like,3 factories,Good,online now,24 Hundred Tons per month,10 Mbbl per month,Central Planning,$2618 million,263 Mbbl; 10 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,58923 km 2,http://blocgame.com/stats.php?id=41073,,
Crayola,baker greg,The Order,113k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 1 hours ago,30 Hundred Tons per month,9 Mbbl per month,Free Market,$2615 million,3266 Mbbl,Plentiful,Large,Egypt,United States,52047 km 2,http://blocgame.com/stats.php?id=63958,,
Psychotropia,President_Bloodmoney,Brotherhood of Nod,139k active personnel,9 ships,Second World War surplus,Gandhi-like,5 factories,Elite,last online 9 hours ago,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$2615 million,354 Mbbl; 7 Mbbl,Untapped,Very Powerful,East Africa,Soviet Union,41297 km 2,http://blocgame.com/stats.php?id=64125,,
TerapBuduLipis,SyedRazi,The Fallen,86k active personnel,5 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 1 hours ago,20 Hundred Tons per month,7 Mbbl per month,Central Planning,$2611 million,144 Mbbl; 7 Mbbl,Untapped,Powerful,Indochina,Soviet Union,53928 km 2,http://blocgame.com/stats.php?id=60513,1 Tons,
Rhod3sia,FreeMindInside,The Order,141k active personnel,5 ships,Korean War surplus,Gandhi-like,5 factories,Standard,online now,39 Hundred Tons per month,5 Mbbl per month,Central Planning,$2598 million,77 Mbbl; 5 Mbbl,,Very Powerful,Southern Africa,Soviet Union,35940 km 2,http://blocgame.com/stats.php?id=52679,,
Tamarlania,Vagrant,The Order,159k active personnel,31 ships,Second World War surplus,Gandhi-like,8 factories,Elite,last online 1 hours ago,74 Hundred Tons per month,67 Mbbl per month,Free Market,$2594 million,4136 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,59217 km 2,http://blocgame.com/stats.php?id=61626,,5%
Ferma,President Jacobo Vincenzo,The Order,78k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Good,online now,25 Hundred Tons per month,,Free Market,$2593 million,178 Mbbl,Untapped,Large,Southern Cone,United States,27656 km 2,http://blocgame.com/stats.php?id=58784,,
Jebawka,Shetay,The Order,95k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,21 Hundred Tons per month,10 Mbbl per month,Free Market,$2580 million,3778 Mbbl,Untapped,Very Powerful,Arabia,United States,35052 km 2,http://blocgame.com/stats.php?id=54304,,
Thair,Tacoonastick,The Order,28k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 15 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$2580 million,320 Mbbl; 5 Mbbl,Plentiful,Large,Congo,Soviet Union,10465 km 2,http://blocgame.com/stats.php?id=60955,,
Pan-demo-nium,Raja,The Fallen,71k active personnel,1 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 1 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$2561 million,241 Mbbl; 2 Mbbl,,Large,The Subcontinent,Soviet Union,21720 km 2,http://blocgame.com/stats.php?id=63195,,
Khuzestan,Georgy Zhukov,The Federal Colonies,99k active personnel,2 ships,Second World War surplus,Angelic,3 factories,Elite,last online 8 hours ago,22 Hundred Tons per month,10 Mbbl per month,Central Planning,$2550 million,2851 Mbbl; 10 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,42240 km 2,http://blocgame.com/stats.php?id=48914,2 Tons,
Alexandrastan,TWAIN,Brotherhood of Nod,59k active personnel,2 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 18 hours ago,11 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$2549 million,1795 Mbbl; 7 Mbbl,Untapped,Large,Mesopotamia,United States,28361 km 2,http://blocgame.com/stats.php?id=39070,,
Eleuthera,Gamb,Dictators United,7k active personnel,1 ships,Second World War surplus,Good,3 factories,Elite,online now,35 Hundred Tons per month,17 Mbbl per month,Central Planning,$2547 million,386 Mbbl; 17 Mbbl,Untapped,Very Powerful,Caribbean,Soviet Union,28537 km 2,http://blocgame.com/stats.php?id=63029,,
Glubistan,Glub,SPQR,118k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Standard,online now,25 Hundred Tons per month,13 Mbbl per month,Central Planning,$2542 million,1513 Mbbl; 13 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,24486 km 2,http://blocgame.com/stats.php?id=63027,,
Cubania,General Fidelis,The Order,91k active personnel,4 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 7 hours ago,48 Hundred Tons per month,14 Mbbl per month,Central Planning,$2541 million,17 Mbbl; 14 Mbbl,Plentiful,Very Powerful,Mesoamerica,Soviet Union,57000 km 2,http://blocgame.com/stats.php?id=47349,,
Lubekran,septima,Interpol,55k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$2529 million,332 Mbbl; 5 Mbbl,Untapped,Large,Indochina,Soviet Union,6615 km 2,http://blocgame.com/stats.php?id=62568,,
New Luzon,Chester E. Marquez,The Order,90k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 9 hours ago,8 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$2520 million,4794 Mbbl,Plentiful,Somewhat Large,Egypt,Neutral,36192 km 2,http://blocgame.com/stats.php?id=63066,,
kweensnkans,Jamal T.Ice cube,,42k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 46 hours ago,7 Hundred Tons per month,4 Mbbl per month,Free Market,$2518 million,2943 Mbbl,Plentiful,Mediocre,Egypt,United States,16911 km 2,http://blocgame.com/stats.php?id=63345,,
Nueva Galicia,FedericoDionisi,Che Guevara League,2k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 73 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$2514 million,3 Mbbl,Untapped,Powerful,Southern Cone,Soviet Union,15648 km 2,http://blocgame.com/stats.php?id=60349,,
Lombardy,Aistulf,The Order,86k active personnel,1 ships,Korean War surplus,Angelic,4 factories,Standard,online now,20 Hundred Tons per month,19 Mbbl per month,Free Market,$2509 million,7663 Mbbl,Plentiful,Powerful,Persia,United States,51308 km 2,http://blocgame.com/stats.php?id=63882,,
Niggerito,Jejomar Binay,SPQR,140k active personnel,5 ships,Second World War surplus,Gandhi-like,5 factories,Good,last online 1 hours ago,31 Hundred Tons per month,5 Mbbl per month,Free Market,$2503 million,230 Mbbl,Untapped,Powerful,East Indies,United States,44861 km 2,http://blocgame.com/stats.php?id=63087,,
Sintra,Daniel Lima,The Order,85k active personnel,7 ships,First World War surplus,Gandhi-like,3 factories,Good,last online 3 hours ago,24 Hundred Tons per month,13 Mbbl per month,Central Planning,$2485 million,385 Mbbl; 13 Mbbl,Untapped,Large,Caribbean,Soviet Union,35838 km 2,http://blocgame.com/stats.php?id=63167,,
Almania,Almanich,Brotherhood of Nod,99k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Elite,online now,2 Hundred Tons per month,,Central Planning,$2483 million,193 Mbbl,Plentiful,Very Powerful,China,Soviet Union,53586 km 2,http://blocgame.com/stats.php?id=51725,,
Deklain,Otis,The Hetairoi Guild,33k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 21 hours ago,24 Hundred Tons per month,7 Mbbl per month,Central Planning,$2465 million,451 Mbbl; 7 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,33515 km 2,http://blocgame.com/stats.php?id=57066,,
Syphirious,Doxal,Interpol,74k active personnel,6 ships,Korean War surplus,Angelic,3 factories,Good,last online 10 hours ago,39 Hundred Tons per month,28 Mbbl per month,Central Planning,$2461 million,3824 Mbbl; 28 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,54857 km 2,http://blocgame.com/stats.php?id=59670,,
