country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
Platypus Island,Mark0Polo,SPQR,100k active personnel,9 ships,Korean War surplus,Gandhi-like,7 factories,Good,last online 2 hours ago,40 Hundred Tons per month,21 Mbbl per month,Central Planning,$5426 million,60 Mbbl; 21 Mbbl,Untapped,Very Powerful,Indochina,Soviet Union,73174 km 2,http://blocgame.com/stats.php?id=63909,,
Tuonela,Beelzebub,The Order,109k active personnel,4 ships,Korean War surplus,Questionable,5 factories,Elite,last online 5 hours ago,44 Hundred Tons per month,3 Mbbl per month,Central Planning,$5046 million,324 Mbbl; 3 Mbbl,Untapped,Very Powerful,The Subcontinent,Soviet Union,49257 km 2,http://blocgame.com/stats.php?id=389,,
Sovngarde,Farron47,The Order,9k active personnel,13 ships,Korean War surplus,Angelic,5 factories,Good,last online 6 hours ago,35 Hundred Tons per month,8 Mbbl per month,Central Planning,$4852 million,497 Mbbl; 8 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,50708 km 2,http://blocgame.com/stats.php?id=62626,,
Markovia,RDM HC,The Federal Colonies,129k active personnel,10 ships,Korean War surplus,Nice,4 factories,Elite,last online 2 hours ago,37 Hundred Tons per month,17 Mbbl per month,Free Market,$4715 million,251 Mbbl; 17 Mbbl,Untapped,Very Powerful,Caribbean,United States,44019 km 2,http://blocgame.com/stats.php?id=58369,,
TheDarkSide,LordVader,Misanthropics,8k active personnel,11 ships,Vietnam War surplus,Gandhi-like,3 factories,Undisciplined Rabble,online now,25 Hundred Tons per month,4 Mbbl per month,Central Planning,$4692 million,718 Mbbl; 4 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,62466 km 2,http://blocgame.com/stats.php?id=63139,,
USSR,CommissarBrian,The Order,99k active personnel,0 ships,Korean War surplus,Gandhi-like,8 factories,Good,last online 30 hours ago,39 Hundred Tons per month,9 Mbbl per month,Central Planning,$4555 million,170 Mbbl; 9 Mbbl,Untapped,Large,China,Soviet Union,48847 km 2,http://blocgame.com/stats.php?id=54182,,
Morovistan,Gustave Bergher,SPQR,78k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Standard,last online 123 hours ago,23 Hundred Tons per month,19 Mbbl per month,Central Planning,$4483 million,5020 Mbbl; 19 Mbbl,Untapped,Powerful,Mesopotamia,Soviet Union,31247 km 2,http://blocgame.com/stats.php?id=62905,,
LOCAI,Agumentic,Brotherhood of Nod,79k active personnel,3 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 11 hours ago,12 Hundred Tons per month,6 Mbbl per month,Free Market,$4398 million,142 Mbbl; 6 Mbbl,Untapped,Very Powerful,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,,
Lorigan,Lorigan,Steel Brotherhood,103k active personnel,1 ships,Second World War surplus,Angelic,4 factories,Elite,last online 20 hours ago,29 Hundred Tons per month,8 Mbbl per month,Central Planning,$4352 million,279 Mbbl; 8 Mbbl,Untapped,Large,Amazonia,Soviet Union,44071 km 2,http://blocgame.com/stats.php?id=59787,,
Jemut,iwaniman/Ferozz,PIRATES,126k active personnel,8 ships,Korean War surplus,Gandhi-like,6 factories,Elite,last online 5 hours ago,27 Hundred Tons per month,17 Mbbl per month,Mixed Economy,$4346 million,286 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,45619 km 2,http://blocgame.com/stats.php?id=61811,,
Conferan,Cryptox,The Order,144k active personnel,4 ships,Korean War surplus,Angelic,4 factories,Good,online now,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$4233 million,244 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,61230 km 2,http://blocgame.com/stats.php?id=56710,,
Reim,Azrael,SPQR,78k active personnel,10 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,27 Hundred Tons per month,11 Mbbl per month,Central Planning,$4084 million,126 Mbbl; 11 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,61628 km 2,http://blocgame.com/stats.php?id=41073,,
Uzbekistanstan,Shaikh Zayer,The Order,99k active personnel,3 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 8 hours ago,57 Hundred Tons per month,5 Mbbl per month,Free Market,$4064 million,220 Mbbl,Untapped,Very Powerful,Congo,United States,42881 km 2,http://blocgame.com/stats.php?id=47207,,
Coccoladia,Ernesto Caprone,The Federal Colonies,43k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 9 hours ago,22 Hundred Tons per month,2 Mbbl per month,Central Planning,$3992 million,8 Mbbl; 2 Mbbl,Untapped,Very Powerful,Caribbean,Soviet Union,27057 km 2,http://blocgame.com/stats.php?id=40289,,
Rome Reloaded,Tiberius Ceaser,SPQR,54k active personnel,6 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 11 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$3929 million,4570 Mbbl,,Very Powerful,Mesopotamia,Soviet Union,12961 km 2,http://blocgame.com/stats.php?id=1421,,
Ken no Taiyou,Hikari,The Order,59k active personnel,6 ships,Second World War surplus,Gandhi-like,5 factories,Elite,last online 6 hours ago,12 Hundred Tons per month,33 Mbbl per month,Free Market,$3874 million,2218 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,32081 km 2,http://blocgame.com/stats.php?id=64029,,
Cirno,jc99,The Federal Colonies,138k active personnel,9 ships,Second World War surplus,Gandhi-like,8 factories,Poor,online now,34 Hundred Tons per month,2 Mbbl per month,Free Market,$3873 million,194 Mbbl,Untapped,Very Powerful,Caribbean,United States,41625 km 2,http://blocgame.com/stats.php?id=43375,1 Tons,
temasik,lawrence,SPQR,17k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Good,online now,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$3868 million,465 Mbbl,,Mediocre,East Indies,United States,10031 km 2,http://blocgame.com/stats.php?id=62827,,
Ferma,President Jacobo Vincenzo,The Order,96k active personnel,7 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 14 hours ago,25 Hundred Tons per month,,Free Market,$3837 million,237 Mbbl,Untapped,Large,Southern Cone,United States,35333 km 2,http://blocgame.com/stats.php?id=58784,3 Tons,
