country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
Hitlerwasright,Louis C Cuck,The Order,98k active personnel,8 ships,Korean War surplus,Gandhi-like,4 factories,Elite,online now,35 Hundred Tons per month,25 Mbbl per month,Free Market,$3296 million,9745 Mbbl,Untapped,Very Powerful,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,,
Conrad,Waled,SPQR,91k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 4 hours ago,25 Hundred Tons per month,16 Mbbl per month,Central Planning,$3271 million,5010 Mbbl; 16 Mbbl,,Powerful,Egypt,Soviet Union,22781 km 2,http://blocgame.com/stats.php?id=62640,,5%
Batu putih,Harzan,The Federal Colonies,3k active personnel,3 ships,Second World War surplus,Nice,3 factories,Elite,last online 13 hours ago,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$3249 million,138 Mbbl,Depleted,Large,East Indies,Soviet Union,7350 km 2,http://blocgame.com/stats.php?id=61926,,
Leinad,bloodywaffles12,The Order,38k active personnel,1 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 7 hours ago,19 Hundred Tons per month,12 Mbbl per month,Central Planning,$3216 million,446 Mbbl; 12 Mbbl,Untapped,Large,China,Soviet Union,21542 km 2,http://blocgame.com/stats.php?id=59332,,
nanas,nanas batu,The Fallen,80k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$3207 million,157 Mbbl; 7 Mbbl,,Mediocre,East Indies,Neutral,25462 km 2,http://blocgame.com/stats.php?id=61809,,
Shambala,Feranon,Brotherhood of Nod,79k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,15 Hundred Tons per month,5 Mbbl per month,Central Planning,$3201 million,570 Mbbl; 5 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,29711 km 2,http://blocgame.com/stats.php?id=41268,,5%
Cubania,General Fidelis,The Order,99k active personnel,4 ships,Korean War surplus,Gandhi-like,4 factories,Standard,last online 3 hours ago,50 Hundred Tons per month,14 Mbbl per month,Central Planning,$3179 million,127 Mbbl; 14 Mbbl,Untapped,Very Powerful,Mesoamerica,Soviet Union,61756 km 2,http://blocgame.com/stats.php?id=47349,,
Harezland,Adam harez,The Order,66k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 3 hours ago,11 Hundred Tons per month,10 Mbbl per month,Central Planning,$3119 million,89 Mbbl; 10 Mbbl,,Somewhat Large,Pacific Rim,Neutral,17200 km 2,http://blocgame.com/stats.php?id=60587,,
Brutish Empire,DarkyDonno,Brotherhood of Nod,99k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,29 Hundred Tons per month,12 Mbbl per month,Central Planning,$3090 million,346 Mbbl; 12 Mbbl,Untapped,Large,China,Soviet Union,33209 km 2,http://blocgame.com/stats.php?id=57265,,
Markovia,RDM HC,The Federal Colonies,118k active personnel,8 ships,Second World War surplus,Gandhi-like,4 factories,Elite,online now,36 Hundred Tons per month,16 Mbbl per month,Free Market,$3086 million,299 Mbbl; 16 Mbbl,Untapped,Very Powerful,Caribbean,United States,40901 km 2,http://blocgame.com/stats.php?id=58369,,
whitmanistan,slim,The Order,137k active personnel,6 ships,Korean War surplus,Gandhi-like,6 factories,Standard,last online 16 hours ago,17 Hundred Tons per month,9 Mbbl per month,Free Market,$3046 million,6464 Mbbl; 9 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,60991 km 2,http://blocgame.com/stats.php?id=36344,,
KingBding,King B,The Order,68k active personnel,7 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 48 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$3032 million,203 Mbbl; 3 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,25241 km 2,http://blocgame.com/stats.php?id=63205,,
Glubistan,Glub,SPQR,108k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Poor,online now,25 Hundred Tons per month,13 Mbbl per month,Central Planning,$3013 million,2113 Mbbl; 13 Mbbl,Plentiful,Very Powerful,Arabia,Soviet Union,33967 km 2,http://blocgame.com/stats.php?id=63027,,
temasik,lawrence,SPQR,28k active personnel,1 ships,Second World War surplus,Angelic,2 factories,Elite,last online 6 hours ago,4 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$2989 million,449 Mbbl; 4 Mbbl,Near Depletion,Small,East Indies,United States,10811 km 2,http://blocgame.com/stats.php?id=62827,,
Newsoka,E Mark,The Hetairoi Guild,7k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 89 hours ago,33 Hundred Tons per month,17 Mbbl per month,Mixed Economy,$2983 million,255 Mbbl,,None,Indochina,Neutral,22565 km 2,http://blocgame.com/stats.php?id=63105,,
Sepidajistan,Shah Squid,Steel Brotherhood,39k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$2982 million,3649 Mbbl; 3 Mbbl,Untapped,Powerful,Atlas,Soviet Union,13917 km 2,http://blocgame.com/stats.php?id=59462,,
Alamo,linksith,SPQR,78k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 17 hours ago,11 Hundred Tons per month,5 Mbbl per month,Free Market,$2963 million,4287 Mbbl,Untapped,Large,Mesopotamia,United States,16148 km 2,http://blocgame.com/stats.php?id=40536,,
Crimea,Hayro Khan,The Order,98k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 6 hours ago,17 Hundred Tons per month,11 Mbbl per month,Central Planning,$2950 million,3254 Mbbl; 11 Mbbl,Near Depletion,Powerful,Atlas,Soviet Union,31017 km 2,http://blocgame.com/stats.php?id=2570,,
Cameronia,Cameron Saxonson,Steel Brotherhood,64k active personnel,3 ships,Second World War surplus,Angelic,3 factories,Good,online now,19 Hundred Tons per month,10 Mbbl per month,Central Planning,$2948 million,168 Mbbl; 10 Mbbl,Untapped,Powerful,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,,
Southern Africa,TheMaster_ZA,The Order,130k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Elite,online now,39 Hundred Tons per month,6 Mbbl per month,Central Planning,$2946 million,92 Mbbl,Untapped,Large,Southern Africa,Soviet Union,51321 km 2,http://blocgame.com/stats.php?id=48410,,
Salama�a,Bacardi,The Order,78k active personnel,0 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 28 hours ago,23 Hundred Tons per month,8 Mbbl per month,Central Planning,$2935 million,29 Mbbl,Untapped,Large,Southern Cone,Soviet Union,23972 km 2,http://blocgame.com/stats.php?id=63383,,
Mesopotamia,Arcturus,The Order,110k active personnel,7 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 2 hours ago,24 Hundred Tons per month,16 Mbbl per month,Free Market,$2923 million,5682 Mbbl,Plentiful,Large,Mesopotamia,United States,37057 km 2,http://blocgame.com/stats.php?id=42045,,
Giant Mechs,OiledDNA,The Order,60k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 8 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$2907 million,152 Mbbl; 5 Mbbl,Plentiful,Large,Pacific Rim,Soviet Union,25790 km 2,http://blocgame.com/stats.php?id=60735,,
Byzantium,The Wolf,Steel Brotherhood,58k active personnel,4 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 12 hours ago,37 Hundred Tons per month,14 Mbbl per month,Free Market,$2894 million,6102 Mbbl,Depleted,Very Powerful,Mesopotamia,United States,40558 km 2,http://blocgame.com/stats.php?id=41125,,
Eastasia,accounts being deleted,The Order,88k active personnel,3 ships,Korean War surplus,Good,3 factories,Elite,online now,12 Hundred Tons per month,7 Mbbl per month,Central Planning,$2886 million,807 Mbbl; 7 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,34570 km 2,http://blocgame.com/stats.php?id=63527,,
Johor,Helmi Omar,PIRATES,59k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$2865 million,19 Mbbl; 6 Mbbl,,Large,Pacific Rim,Neutral,18441 km 2,http://blocgame.com/stats.php?id=60442,,
SettingMoon,Hawk,The Order,36k active personnel,4 ships,Second World War surplus,Angelic,2 factories,Elite,last online 5 hours ago,16 Hundred Tons per month,5 Mbbl per month,Central Planning,$2865 million,362 Mbbl; 5 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,18007 km 2,http://blocgame.com/stats.php?id=62839,,
Junovia,dontworryaboutit,Interpol,72k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,24 Hundred Tons per month,7 Mbbl per month,Free Market,$2852 million,290 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,Neutral,20884 km 2,http://blocgame.com/stats.php?id=63088,,
Psilocybis,Lysergix,Brotherhood of Nod,38k active personnel,7 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 5 hours ago,12 Hundred Tons per month,9 Mbbl per month,Central Planning,$2811 million,4943 Mbbl; 9 Mbbl,Untapped,Powerful,Persia,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=62795,,
Mzab,Cuma Thurman,Steel Brotherhood,82k active personnel,0 ships,Second World War surplus,Mad Dog,4 factories,Good,last online 4 hours ago,28 Hundred Tons per month,16 Mbbl per month,Mixed Economy,$2810 million,3743 Mbbl; 16 Mbbl,,Small,Atlas,Soviet Union,38153 km 2,http://blocgame.com/stats.php?id=63775,,5%
Neechanville,Overlord-kun,Steel Brotherhood,85k active personnel,3 ships,Second World War surplus,Nice,2 factories,Elite,online now,21 Hundred Tons per month,6 Mbbl per month,Central Planning,$2809 million,337 Mbbl; 6 Mbbl,Untapped,Large,Gran Colombia,Soviet Union,31286 km 2,http://blocgame.com/stats.php?id=63023,,
Deagle Nation!,Jace Connors,Brotherhood of Nod,138k active personnel,2 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 7 hours ago,23 Hundred Tons per month,28 Mbbl per month,Central Planning,$2807 million,3565 Mbbl; 28 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,52910 km 2,http://blocgame.com/stats.php?id=63100,,
Puerto Libre,Jose Ramon Rodriguez III,The Federal Colonies,56k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 5 hours ago,20 Hundred Tons per month,13 Mbbl per month,Free Market,$2785 million,361 Mbbl,Untapped,Very Powerful,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=61883,1 Tons,
Ivalice,Nighthawk571,Interpol,78k active personnel,2 ships,Korean War surplus,Gandhi-like,4 factories,Good,online now,31 Hundred Tons per month,27 Mbbl per month,Central Planning,$2784 million,2214 Mbbl; 27 Mbbl,Plentiful,Large,Arabia,Soviet Union,40256 km 2,http://blocgame.com/stats.php?id=63060,,
Krakozhia,Ilyich,Interpol,122k active personnel,2 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 4 hours ago,20 Hundred Tons per month,5 Mbbl per month,Central Planning,$2744 million,489 Mbbl; 5 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,28409 km 2,http://blocgame.com/stats.php?id=39065,,
Psychotropia,President_Bloodmoney,Brotherhood of Nod,139k active personnel,10 ships,Second World War surplus,Gandhi-like,5 factories,Good,online now,23 Hundred Tons per month,7 Mbbl per month,Central Planning,$2733 million,333 Mbbl; 7 Mbbl,Untapped,Very Powerful,East Africa,Soviet Union,41297 km 2,http://blocgame.com/stats.php?id=64125,,
Thair,Tacoonastick,The Order,28k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$2722 million,305 Mbbl; 5 Mbbl,Untapped,Large,Congo,Soviet Union,10465 km 2,http://blocgame.com/stats.php?id=60955,,
Ferma,President Jacobo Vincenzo,The Order,78k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,25 Hundred Tons per month,,Free Market,$2713 million,178 Mbbl,Untapped,Large,Southern Cone,United States,27656 km 2,http://blocgame.com/stats.php?id=58784,,
Petai Belalang,zulhasr39689,PIRATES,100k active personnel,21 ships,Korean War surplus,Nice,4 factories,Good,last online 2 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$2708 million,147 Mbbl; 5 Mbbl,Untapped,Powerful,East Indies,Soviet Union,38153 km 2,http://blocgame.com/stats.php?id=60767,,
south nation,presiden tote,PIRATES,90k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 9 hours ago,14 Hundred Tons per month,11 Mbbl per month,Central Planning,$2699 million,370 Mbbl; 11 Mbbl,Near Depletion,Large,Pacific Rim,Soviet Union,42484 km 2,http://blocgame.com/stats.php?id=61911,,
Lubekran,septima,Interpol,55k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 16 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$2697 million,317 Mbbl; 5 Mbbl,Untapped,Large,Indochina,Soviet Union,6615 km 2,http://blocgame.com/stats.php?id=62568,,
The NLR,Darknight,The Order,111k active personnel,11 ships,Korean War surplus,Gandhi-like,4 factories,Standard,last online 4 hours ago,66 Hundred Tons per month,5 Mbbl per month,Central Planning,$2692 million,51 Mbbl; 5 Mbbl,Untapped,Very Powerful,Congo,Soviet Union,58133 km 2,http://blocgame.com/stats.php?id=49701,,
Crayola,baker greg,The Order,121k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Standard,online now,30 Hundred Tons per month,9 Mbbl per month,Free Market,$2684 million,3239 Mbbl,Plentiful,Large,Egypt,United States,52047 km 2,http://blocgame.com/stats.php?id=63958,,
Khuzestan,Georgy Zhukov,The Federal Colonies,99k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 6 hours ago,22 Hundred Tons per month,10 Mbbl per month,Central Planning,$2667 million,2821 Mbbl; 10 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,42240 km 2,http://blocgame.com/stats.php?id=48914,2 Tons,
Alexandrastan,TWAIN,Brotherhood of Nod,59k active personnel,2 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,11 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$2648 million,1774 Mbbl; 7 Mbbl,Untapped,Large,Mesopotamia,United States,28361 km 2,http://blocgame.com/stats.php?id=39070,,
Tamarlania,Vagrant,The Order,149k active personnel,34 ships,Korean War surplus,Gandhi-like,8 factories,Elite,online now,74 Hundred Tons per month,67 Mbbl per month,Free Market,$2648 million,3935 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,59217 km 2,http://blocgame.com/stats.php?id=61626,,5%
Biji Kurdistan,Myron2point0,Brotherhood of Nod,100k active personnel,0 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,10 Hundred Tons per month,10 Mbbl per month,Central Planning,$2636 million,3395 Mbbl; 10 Mbbl,Near Depletion,Very Powerful,Mesopotamia,Soviet Union,19417 km 2,http://blocgame.com/stats.php?id=52906,,
Reim,Azrael,SPQR,91k active personnel,8 ships,Second World War surplus,Angelic,3 factories,Good,online now,25 Hundred Tons per month,11 Mbbl per month,Central Planning,$2633 million,231 Mbbl; 11 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,59103 km 2,http://blocgame.com/stats.php?id=41073,,
Rhod3sia,FreeMindInside,The Order,141k active personnel,5 ships,Korean War surplus,Gandhi-like,5 factories,Standard,last online 1 hours ago,39 Hundred Tons per month,5 Mbbl per month,Central Planning,$2628 million,62 Mbbl; 5 Mbbl,,Very Powerful,Southern Africa,Soviet Union,35940 km 2,http://blocgame.com/stats.php?id=52679,,
kweensnkans,Jamal T.Ice cube,,43k active personnel,0 ships,Korean War surplus,Angelic,1 factory,Elite,online now,7 Hundred Tons per month,4 Mbbl per month,Free Market,$2626 million,2931 Mbbl,Untapped,Mediocre,Egypt,United States,17001 km 2,http://blocgame.com/stats.php?id=63345,,
New Luzon,Chester E. Marquez,The Order,90k active personnel,4 ships,Korean War surplus,Gandhi-like,3 factories,Elite,online now,8 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$2622 million,4776 Mbbl,Untapped,Somewhat Large,Egypt,Neutral,36192 km 2,http://blocgame.com/stats.php?id=63066,,
TerapBuduLipis,SyedRazi,The Fallen,78k active personnel,5 ships,Korean War surplus,Gandhi-like,4 factories,Good,online now,20 Hundred Tons per month,7 Mbbl per month,Central Planning,$2619 million,123 Mbbl; 7 Mbbl,Untapped,Powerful,Indochina,Soviet Union,53928 km 2,http://blocgame.com/stats.php?id=60513,1 Tons,
Lombardy,Aistulf,The Order,94k active personnel,1 ships,Korean War surplus,Angelic,5 factories,Poor,online now,20 Hundred Tons per month,19 Mbbl per month,Free Market,$2607 million,7606 Mbbl,Plentiful,Powerful,Persia,United States,51308 km 2,http://blocgame.com/stats.php?id=63882,,
Jebawka,Shetay,The Order,103k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 7 hours ago,21 Hundred Tons per month,10 Mbbl per month,Free Market,$2599 million,3748 Mbbl,Untapped,Very Powerful,Arabia,United States,35052 km 2,http://blocgame.com/stats.php?id=54304,,
CTSKRR,CTSKRR,The Hetairoi Guild,31k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 7 hours ago,11 Hundred Tons per month,8 Mbbl per month,Central Planning,$2599 million,61 Mbbl; 8 Mbbl,Plentiful,Somewhat Large,China,Soviet Union,10611 km 2,http://blocgame.com/stats.php?id=60811,,
Pan-demo-nium,Raja,The Fallen,92k active personnel,2 ships,Second World War surplus,Angelic,4 factories,Good,online now,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$2595 million,235 Mbbl; 2 Mbbl,Depleted,Mediocre,The Subcontinent,Neutral,21288 km 2,http://blocgame.com/stats.php?id=63195,,
Deklain,Otis,The Hetairoi Guild,6k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 52 hours ago,24 Hundred Tons per month,7 Mbbl per month,Central Planning,$2589 million,430 Mbbl; 7 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,32849 km 2,http://blocgame.com/stats.php?id=57066,,
Eastern Eagle,MetaIndigo,Brotherhood of Nod,78k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 10 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$2587 million,101 Mbbl; 5 Mbbl,Untapped,Powerful,The Subcontinent,Soviet Union,16011 km 2,http://blocgame.com/stats.php?id=63045,,
Zanyslavia,Zany Animal,The Order,8k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 3 hours ago,24 Hundred Tons per month,12 Mbbl per month,Central Planning,$2572 million,2596 Mbbl; 12 Mbbl,,Somewhat Large,Persia,Soviet Union,27310 km 2,http://blocgame.com/stats.php?id=41452,,
Niggerito,Jejomar Binay,SPQR,123k active personnel,5 ships,Second World War surplus,Gandhi-like,5 factories,Good,online now,31 Hundred Tons per month,5 Mbbl per month,Free Market,$2571 million,215 Mbbl,Untapped,Powerful,East Indies,United States,45149 km 2,http://blocgame.com/stats.php?id=63087,,
Smyrno,Mallow,Steel Brotherhood,216k active personnel,6 ships,Korean War surplus,Gandhi-like,2 factories,Good,online now,23 Hundred Tons per month,12 Mbbl per month,Central Planning,$2570 million,9408 Mbbl,Plentiful,Large,Arabia,Soviet Union,54459 km 2,http://blocgame.com/stats.php?id=62960,,
