country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,oil_prod,gdp,alliance/_source,oil_reserves,region/_text,manpower,airforce,region,territory,pageUrl,uranium
Demokina,Commander Markez,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 110 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$330 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=59383,
Dondang Sayang,Cempaka Sari,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 44 hours ago,rankings.php?subregion=ind,,3 Hundred Tons per month,8 Mbbl per month,$330 million,,226 Mbbl; 8 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,16335 km 2,http://blocgame.com/stats.php?id=60628,
Buchepalia,ubiqa,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Elite,last online 10 hours ago,rankings.php?subregion=car,,9 Hundred Tons per month,3 Mbbl per month,$330 million,,225 Mbbl,Caribbean,Plentiful,None,http://blocgame.com/rankings.php?subregion=car,19206 km 2,http://blocgame.com/stats.php?id=60734,
shair,shair,http://blocgame.com/alliancestats.php?allianceid=2058,34k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 6 hours ago,rankings.php?subregion=ind,Al-Qassam Brigades,6 Hundred Tons per month,4 Mbbl per month,$330 million,alliancestats.php?allianceid=2058,337 Mbbl,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,19406 km 2,http://blocgame.com/stats.php?id=62199,
nogoriden2,nogoriden2,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 9 hours ago,rankings.php?subregion=sea,,8 Hundred Tons per month,3 Mbbl per month,$330 million,,392 Mbbl; 3 Mbbl,Indochina,Untapped,Small,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=62787,
LiKala,WonguruChan,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 119 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$330 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63465,
Abiffia,Maka Draka,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 119 hours ago,rankings.php?subregion=waf,,2 Hundred Tons per month,,$330 million,,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=63467,
DeusVult,Adolf1488,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 119 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$330 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=63473,
nignog empire,djs00x,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 119 hours ago,rankings.php?subregion=waf,,2 Hundred Tons per month,,$330 million,,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=63480,
Cucknada,ACockOnTheLoose,http://blocgame.com/alliancestats.php?allianceid=2045,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 119 hours ago,rankings.php?subregion=chi,The Order,2 Hundred Tons per month,,$330 million,alliancestats.php?allianceid=2045,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63495,
Whitopia,chairman garrison,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 118 hours ago,rankings.php?subregion=saf,,3 Hundred Tons per month,,$330 million,,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=63502,
Bushland,President of the DPRB,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 118 hours ago,rankings.php?subregion=saf,,2 Hundred Tons per month,,$330 million,,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=63506,
Liges,Phoca,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 119 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,1 Mbbl per month,$330 million,,2128 Mbbl; 1 Mbbl,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=63509,
suhdude,Asuhdude,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 119 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,1 Mbbl per month,$330 million,,434 Mbbl; 1 Mbbl,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=63510,
Sapistan,Sappler,http://blocgame.com/alliancestats.php?allianceid=2064,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 118 hours ago,rankings.php?subregion=mes,SPQR,3 Hundred Tons per month,1 Mbbl per month,$330 million,alliancestats.php?allianceid=2064,1675 Mbbl; 1 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=63514,
Tyndale,Hastings,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 118 hours ago,rankings.php?subregion=congo,,2 Hundred Tons per month,,$330 million,,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=63519,
Keku,Sevirak,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 118 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$330 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=63520,
Rudnium,Ivllivs Rvdnicae,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 118 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,,$330 million,,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=63528,
rodas,rodas,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 118 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$330 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=63529,
Dorsia,Patrick Bateman,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 118 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,,$330 million,,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=63534,
Hoxhaism,EnverHoxha,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 117 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$330 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63552,
Aporia,Tedin,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 117 hours ago,rankings.php?subregion=waf,,2 Hundred Tons per month,,$330 million,,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=63556,
Czechnology,Tobione,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 117 hours ago,rankings.php?subregion=sub,,4 Hundred Tons per month,,$330 million,,155 Mbbl,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=63559,
Top KeKtopolis,myDEEKjumbo,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 117 hours ago,rankings.php?subregion=congo,The Order,2 Hundred Tons per month,,$330 million,alliancestats.php?allianceid=2045,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=63560,
Constantinoko,duchessnoko,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 117 hours ago,rankings.php?subregion=saf,,2 Hundred Tons per month,,$330 million,,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=63579,
Sudenland,SturmGrenadier,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 116 hours ago,rankings.php?subregion=ama,,3 Hundred Tons per month,,$330 million,,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=63580,
Erembard,Siegfried Kircheis,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 116 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$330 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63581,
Guy Sebastian,Die4Guy2003,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 116 hours ago,rankings.php?subregion=pac,,3 Hundred Tons per month,1 Mbbl per month,$330 million,,1 Mbbl,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63582,
Kokand,Cuckmoud Achmesligedjad,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 116 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,,$330 million,,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=63591,
Lydonia,Alexander Lyndon,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 115 hours ago,rankings.php?subregion=car,,3 Hundred Tons per month,1 Mbbl per month,$330 million,,1 Mbbl,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=63602,
Las Colonias,Alexander125,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 113 hours ago,rankings.php?subregion=con,,3 Hundred Tons per month,,$330 million,,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=63629,
Khonka,khonka,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 113 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$330 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63630,
ellinia,Grendel,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 112 hours ago,rankings.php?subregion=waf,,2 Hundred Tons per month,,$330 million,,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=63632,
Reichistan,Adolf Critler,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 109 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$330 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=63648,
Checks,check66,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 109 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$330 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=63650,
Cuckoldry,Chairman Safir,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 108 hours ago,rankings.php?subregion=sea,,3 Hundred Tons per month,,$330 million,,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=63653,
Seanland Isles,MustardMan72,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 109 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$330 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63654,
Anime is cancer,MetroZoo,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 109 hours ago,rankings.php?subregion=con,,2 Hundred Tons per month,,$330 million,,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=63655,
Pembunuh,Kepek,http://blocgame.com/alliancestats.php?allianceid=2069,20k active personnel,0 ships,First World War surplus,Nice,None,Undisciplined Rabble,last online 1 hours ago,rankings.php?subregion=atl,PIRATES,3 Hundred Tons per month,3 Mbbl per month,$330 million,alliancestats.php?allianceid=2069,1287 Mbbl; 3 Mbbl,Atlas,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=atl,16500 km 2,http://blocgame.com/stats.php?id=63737,
Vaska,Emma,http://blocgame.com/alliancestats.php?allianceid=2096,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 13 hours ago,rankings.php?subregion=saf,Vask Alliance,3 Hundred Tons per month,1 Mbbl per month,$330 million,alliancestats.php?allianceid=2096,,Southern Africa,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=63792,
Bernie,nymetsfan,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 51 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,,$330 million,,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=63902,
New Croatia,Julian Herdem,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 123 hours ago,rankings.php?subregion=gra,,2 Hundred Tons per month,,$329 million,,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,16172 km 2,http://blocgame.com/stats.php?id=41054,
Hasting,President Austin,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 84 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$329 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=53965,
Verubia,klendow,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 131 hours ago,rankings.php?subregion=ama,,2 Hundred Tons per month,,$329 million,,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,16335 km 2,http://blocgame.com/stats.php?id=55036,
Humanitas,Komodin17,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 129 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,,$329 million,,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=59597,
Newbish,Newbish,http://blocgame.com/alliancestats.php?allianceid=2050,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 9 hours ago,rankings.php?subregion=mes,Divine League,4 Hundred Tons per month,3 Mbbl per month,$329 million,alliancestats.php?allianceid=2050,4281 Mbbl; 3 Mbbl,Mesopotamia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=mes,23665 km 2,http://blocgame.com/stats.php?id=59854,
Hephaestus,Saints,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 10 hours ago,rankings.php?subregion=gui,,2 Hundred Tons per month,1 Mbbl per month,$329 million,,339 Mbbl; 1 Mbbl,Guinea,Untapped,None,http://blocgame.com/rankings.php?subregion=gui,20000 km 2,http://blocgame.com/stats.php?id=60310,
Untauzbek,Al Najibun Razaq,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 48 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$329 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60535,
Harezland,Adam harez,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,online now,rankings.php?subregion=pac,The Order,5 Hundred Tons per month,4 Mbbl per month,$329 million,alliancestats.php?allianceid=2045,499 Mbbl; 4 Mbbl,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20389 km 2,http://blocgame.com/stats.php?id=60587,
Subaland,khodeq,,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 70 hours ago,rankings.php?subregion=ind,,3 Hundred Tons per month,1 Mbbl per month,$329 million,,,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62574,
