country,leader,alliance,army_size,navy,reactor,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Limefrogs,Limefrog,,10k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 66 hours ago,16 Hundred Tons per month,5 Mbbl per month,Free Market,$621 million,5 Mbbl,Untapped,Small,Pacific Rim,Neutral,11121 km 2,http://blocgame.com/stats.php?id=61881,
Borneon,orangsigat,PIRATES,90k active personnel,2 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 10 hours ago,19 Hundred Tons per month,9 Mbbl per month,Central Planning,$621 million,270 Mbbl; 9 Mbbl,Untapped,Mediocre,Caribbean,Soviet Union,26958 km 2,http://blocgame.com/stats.php?id=61947,
Kornian,Premier Warlord Bush,,9k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 116 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$621 million,,Untapped,Meagre,Congo,United States,11231 km 2,http://blocgame.com/stats.php?id=63705,
Lepkonia,Raguixxx,Interpol,27k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,online now,21 Hundred Tons per month,9 Mbbl per month,Central Planning,$620 million,54 Mbbl; 9 Mbbl,Untapped,Somewhat Large,Southern Cone,Soviet Union,33889 km 2,http://blocgame.com/stats.php?id=55854,
Uzbekistan.,Ittin,Brotherhood of Nod,70k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,online now,12 Hundred Tons per month,6 Mbbl per month,Central Planning,$618 million,2842 Mbbl; 6 Mbbl,,Mediocre,Persia,Soviet Union,35700 km 2,http://blocgame.com/stats.php?id=59590,
Smoking Bandit,RENTAKA,,18k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 107 hours ago,4 Hundred Tons per month,6 Mbbl per month,Central Planning,$618 million,1758 Mbbl; 6 Mbbl,Near Depletion,Somewhat Large,Egypt,Soviet Union,14864 km 2,http://blocgame.com/stats.php?id=60611,
Dromund Kaas,Arkahm,,23k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 27 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$618 million,259 Mbbl; 2 Mbbl,Near Depletion,Small,Congo,Neutral,11951 km 2,http://blocgame.com/stats.php?id=62191,
shair,shair,Al-Qassam Brigades,37k active personnel,0 ships,,First World War surplus,Pariah,2 factories,Elite,last online 1 hours ago,7 Hundred Tons per month,6 Mbbl per month,Central Planning,$618 million,286 Mbbl,Untapped,Small,East Indies,Soviet Union,31155 km 2,http://blocgame.com/stats.php?id=62199,
Burke Tome,Haggashed,Brotherhood of Nod,48k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 22 hours ago,13 Hundred Tons per month,9 Mbbl per month,Free Market,$618 million,3174 Mbbl,Untapped,Somewhat Large,Mesopotamia,United States,20000 km 2,http://blocgame.com/stats.php?id=63028,
TrumpCity,Ronald mcTrump,,7k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 106 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$618 million,158 Mbbl,Untapped,Meagre,Caribbean,Neutral,13077 km 2,http://blocgame.com/stats.php?id=63769,
Weast America,Prince Pluto Nash,Brotherhood of Zion,39k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,4 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$617 million,5139 Mbbl; 4 Mbbl,Untapped,Somewhat Large,Persia,United States,30251 km 2,http://blocgame.com/stats.php?id=55778,
Afrikizonia,MacSlothur,African Union,50k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 22 hours ago,9 Hundred Tons per month,4 Mbbl per month,Central Planning,$617 million,151 Mbbl,Untapped,Meagre,East Africa,Soviet Union,30995 km 2,http://blocgame.com/stats.php?id=63138,
Bluegene/Q,ChevalierCavac,The High Council,41k active personnel,1 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,online now,9 Hundred Tons per month,10 Mbbl per month,Central Planning,$616 million,2963 Mbbl; 10 Mbbl,Untapped,Somewhat Large,Arabia,Soviet Union,33037 km 2,http://blocgame.com/stats.php?id=61506,
Aswiara,faezseven,,6k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Poor,last online 174 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$616 million,196 Mbbl; 1 Mbbl,Untapped,None,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=61935,
Mesopotamiaa,The JC,Brotherhood of Nod,20k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Poor,last online 6 hours ago,8 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$616 million,4877 Mbbl; 3 Mbbl,Untapped,None,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63058,
SemutHitam,JohnCool,,9k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 26 hours ago,9 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$615 million,555 Mbbl,Untapped,Small,Indochina,Neutral,10899 km 2,http://blocgame.com/stats.php?id=62379,
place in asia,Fomalhaut,The Order,29k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 37 hours ago,4 Hundred Tons per month,5 Mbbl per month,Central Planning,$615 million,117 Mbbl; 5 Mbbl,Plentiful,Meagre,Pacific Rim,Neutral,28226 km 2,http://blocgame.com/stats.php?id=63538,
Whitey,Knee Grow,Brotherhood of Zion,59k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 5 hours ago,19 Hundred Tons per month,10 Mbbl per month,Free Market,$614 million,5305 Mbbl; 10 Mbbl,Plentiful,Somewhat Large,Egypt,United States,31103 km 2,http://blocgame.com/stats.php?id=4816,
Llorxye,qiffahsy,PIRATES,53k active personnel,0 ships,,Second World War surplus,Angelic,1 factory,Standard,last online 5 hours ago,10 Hundred Tons per month,3 Mbbl per month,Central Planning,$614 million,36 Mbbl; 3 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,23828 km 2,http://blocgame.com/stats.php?id=61688,
kurdastan,stax,Brotherhood of Zion,59k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,20 Hundred Tons per month,18 Mbbl per month,Central Planning,$613 million,6306 Mbbl; 18 Mbbl,Untapped,Large,Persia,Soviet Union,34497 km 2,http://blocgame.com/stats.php?id=44907,
Dnindu nuff,ayylmao3932,,3k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Standard,last online 15 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$613 million,113 Mbbl; 2 Mbbl,Untapped,Meagre,Southern Africa,Soviet Union,10898 km 2,http://blocgame.com/stats.php?id=63469,
Ceannesburg,theorange0,Brotherhood of Zion,38k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 13 hours ago,14 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$612 million,26 Mbbl,Untapped,Mediocre,Mesoamerica,United States,23765 km 2,http://blocgame.com/stats.php?id=56500,
Puerto Libre,Jose Ramon Rodriguez III,The Federal Colonies,36k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 10 hours ago,12 Hundred Tons per month,4 Mbbl per month,Free Market,$610 million,58 Mbbl,Untapped,Large,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=61883,
Chaos county,Chavo,The United Nations,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,8 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$609 million,3554 Mbbl,Untapped,Mediocre,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=49736,
Gandoria,zoneguy22,Brotherhood of Zion,23k active personnel,0 ships,,Second World War surplus,Gandhi-like,None,Elite,last online 17 hours ago,7 Hundred Tons per month,,Central Planning,$609 million,,Untapped,None,Gran Colombia,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=50771,
Cartenesia,hexagon,,10k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Poor,last online 108 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$609 million,,Untapped,None,Pacific Rim,Neutral,11345 km 2,http://blocgame.com/stats.php?id=58994,
kodiang,tester2,The United Nations,40k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Good,last online 11 hours ago,13 Hundred Tons per month,6 Mbbl per month,Free Market,$609 million,462 Mbbl,Untapped,Mediocre,Pacific Rim,United States,27844 km 2,http://blocgame.com/stats.php?id=60531,
Tiny Island,Rojan,,21k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 47 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$609 million,192 Mbbl; 2 Mbbl,Untapped,None,Pacific Rim,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=63412,
Foundation,Danzo,Brotherhood of Zion,59k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 9 hours ago,15 Hundred Tons per month,1 Mbbl per month,Central Planning,$607 million,390 Mbbl; 1 Mbbl,Untapped,Large,China,Neutral,27130 km 2,http://blocgame.com/stats.php?id=46870,1 Tons
ADAMLAND,adamharez,The Order,19k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 11 hours ago,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$607 million,8268 Mbbl; 7 Mbbl,Untapped,Mediocre,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60764,
Selja,Whalenator,Brotherhood of Nod,18k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,1 factory,Undisciplined Rabble,last online 12 hours ago,3 Hundred Tons per month,7 Mbbl per month,Central Planning,$607 million,3597 Mbbl; 7 Mbbl,Untapped,Meagre,Persia,Soviet Union,31646 km 2,http://blocgame.com/stats.php?id=63172,
PEWDIEPIE,HANFAN1,,9k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 169 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$607 million,1 Mbbl,Untapped,None,East Africa,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=63789,
Mingland,mpetersen,Brotherhood of Zion,24k active personnel,0 ships,,First World War surplus,Good,1 factory,Elite,last online 5 hours ago,9 Hundred Tons per month,4 Mbbl per month,Central Planning,$607 million,268 Mbbl; 4 Mbbl,,None,Southern Africa,Soviet Union,26329 km 2,http://blocgame.com/stats.php?id=63922,
Safavid Persia,Abbas,The Order,40k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 4 hours ago,7 Hundred Tons per month,7 Mbbl per month,Free Market,$605 million,2351 Mbbl,Untapped,Mediocre,Persia,United States,22769 km 2,http://blocgame.com/stats.php?id=63199,
Poz Loads,Souvlakian,,7k active personnel,0 ships,,Second World War surplus,Gandhi-like,None,Good,last online 38 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$605 million,2141 Mbbl,Untapped,Meagre,Egypt,United States,13343 km 2,http://blocgame.com/stats.php?id=63399,
Expugno,Ectarlars,Divine League,9k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Good,last online 145 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$604 million,350 Mbbl; 1 Mbbl,Untapped,None,Congo,Neutral,16335 km 2,http://blocgame.com/stats.php?id=51420,
Hatmistan,Pertti II,Al-Qassam Brigades,34k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,5 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$603 million,2072 Mbbl; 3 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,31263 km 2,http://blocgame.com/stats.php?id=46162,
Mongolstan,Khan,Brotherhood of Zion,67k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 11 hours ago,22 Hundred Tons per month,4 Mbbl per month,Central Planning,$603 million,531 Mbbl; 4 Mbbl,Untapped,Large,China,Soviet Union,36625 km 2,http://blocgame.com/stats.php?id=47945,
SAUDI OPEC,OPEC,Brotherhood of Nod,7k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 107 hours ago,3 Hundred Tons per month,7 Mbbl per month,Free Market,$602 million,823 Mbbl,Untapped,Meagre,Arabia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=62838,
Justice,Tommy Scrumptious,Brotherhood of Nod,31k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 22 hours ago,6 Hundred Tons per month,5 Mbbl per month,Central Planning,$602 million,4194 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,27059 km 2,http://blocgame.com/stats.php?id=62975,
Parameswara,brownmy,Brotherhood of Nod,32k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 7 hours ago,6 Hundred Tons per month,,Free Market,$601 million,23 Mbbl,Plentiful,None,Indochina,United States,24079 km 2,http://blocgame.com/stats.php?id=56360,
Salama�a,Bacardi,Che Guevara League,25k active personnel,0 ships,,First World War surplus,Nice,1 factory,Elite,last online 21 hours ago,9 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$601 million,23 Mbbl,Untapped,Meagre,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63383,
Casopia,Nathaniel Baker,The Order,21k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 10 hours ago,9 Hundred Tons per month,4 Mbbl per month,Central Planning,$601 million,178 Mbbl; 4 Mbbl,,Small,Gran Colombia,Neutral,15851 km 2,http://blocgame.com/stats.php?id=63500,
Kapitan,Kapitan,The Federal Colonies,5k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Undisciplined Rabble,last online 6 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$599 million,46 Mbbl; 3 Mbbl,Untapped,None,East Indies,Soviet Union,19406 km 2,http://blocgame.com/stats.php?id=61709,
harimau kl,harmidi,PIRATES,9k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 74 hours ago,11 Hundred Tons per month,13 Mbbl per month,Central Planning,$599 million,1654 Mbbl; 13 Mbbl,,Small,Arabia,Neutral,12691 km 2,http://blocgame.com/stats.php?id=62369,
VinyRuler,VinyTanker,,7k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 15 hours ago,2 Hundred Tons per month,,Central Planning,$598 million,,Untapped,None,Indochina,Neutral,11345 km 2,http://blocgame.com/stats.php?id=59709,
Sana,twiceleader,,29k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 4 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$598 million,83 Mbbl; 1 Mbbl,Untapped,Meagre,China,Neutral,23245 km 2,http://blocgame.com/stats.php?id=60262,
Kyranistan,Michael Hussain,Comintern,19k active personnel,0 ships,,First World War surplus,Isolated,1 factory,Good,last online 7 hours ago,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$598 million,6002 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Persia,Soviet Union,21228 km 2,http://blocgame.com/stats.php?id=61263,
Shariastan,Taqiyyabro,,8k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 164 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$598 million,2236 Mbbl,Untapped,None,Atlas,United States,16335 km 2,http://blocgame.com/stats.php?id=63574,
NMZ,Hally,Brotherhood of Zion,38k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 5 hours ago,12 Hundred Tons per month,1 Mbbl per month,Central Planning,$597 million,75 Mbbl; 1 Mbbl,Untapped,Large,China,Soviet Union,34903 km 2,http://blocgame.com/stats.php?id=51877,
subse7en,subse7en,The Order,60k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 11 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$597 million,562 Mbbl; 5 Mbbl,,Mediocre,Pacific Rim,Soviet Union,18570 km 2,http://blocgame.com/stats.php?id=61112,
TheAccountants,TheAccountant13,TheAccountantRevenge,9k active personnel,0 ships,,First World War surplus,Angelic,None,Good,last online 5 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$596 million,1609 Mbbl; 2 Mbbl,Untapped,None,Persia,Neutral,7723 km 2,http://blocgame.com/stats.php?id=62517,
Oileum,Ihei,The High Council,19k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 28 hours ago,10 Hundred Tons per month,7 Mbbl per month,Central Planning,$596 million,3514 Mbbl; 7 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,30995 km 2,http://blocgame.com/stats.php?id=63070,
Ballzinga,Carejo,The Order,48k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,online now,17 Hundred Tons per month,5 Mbbl per month,Central Planning,$596 million,284 Mbbl,Untapped,Large,Guinea,Soviet Union,31610 km 2,http://blocgame.com/stats.php?id=63397,
DARFA,Warf,,35k active personnel,0 ships,,Second World War surplus,Gandhi-like,None,Elite,last online 20 hours ago,3 Hundred Tons per month,4 Mbbl per month,Central Planning,$594 million,3067 Mbbl; 4 Mbbl,Near Depletion,Mediocre,Atlas,Soviet Union,18561 km 2,http://blocgame.com/stats.php?id=62213,
Farsland,Kyrre Aleisun,,28k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 16 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$594 million,3054 Mbbl; 2 Mbbl,Near Depletion,None,Persia,Soviet Union,13210 km 2,http://blocgame.com/stats.php?id=63782,
MakanBudak,amirulfaizal,The Order,15k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 13 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$593 million,164 Mbbl; 3 Mbbl,Untapped,Small,East Indies,Neutral,7959 km 2,http://blocgame.com/stats.php?id=60748,
Norwegia,Thornir,,53k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 2 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$592 million,3011 Mbbl,,Mediocre,Atlas,Soviet Union,16977 km 2,http://blocgame.com/stats.php?id=30,
Tendong,kijang,,13k active personnel,0 ships,,First World War surplus,Nice,None,Standard,last online 11 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$592 million,,Untapped,None,Pacific Rim,Soviet Union,9267 km 2,http://blocgame.com/stats.php?id=62178,
Nerdia,TheKyu,Brotherhood of Nod,39k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,25 Hundred Tons per month,15 Mbbl per month,Free Market,$591 million,426 Mbbl,Untapped,Mediocre,Caribbean,United States,36949 km 2,http://blocgame.com/stats.php?id=56451,
Scarlet Moon,Barbarossa Rugner,,9k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Poor,last online 174 hours ago,2 Hundred Tons per month,,Central Planning,$591 million,,Untapped,None,Southern Africa,Neutral,13475 km 2,http://blocgame.com/stats.php?id=62758,
Shanghai,Lon Dyo,The Order,36k active personnel,0 ships,,First World War surplus,Good,1 factory,Elite,last online 4 hours ago,8 Hundred Tons per month,4 Mbbl per month,Central Planning,$591 million,241 Mbbl; 4 Mbbl,Untapped,Mediocre,China,Soviet Union,36150 km 2,http://blocgame.com/stats.php?id=63118,
Boomtown,Rataca1000,The High Council,31k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 2 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$590 million,348 Mbbl; 2 Mbbl,Untapped,Mediocre,China,Soviet Union,30152 km 2,http://blocgame.com/stats.php?id=50054,
Cyrodill,Tihomir,The Order,88k active personnel,1 ships,,Second World War surplus,Gandhi-like,4 factories,Elite,online now,35 Hundred Tons per month,45 Mbbl per month,Mixed Economy,$590 million,5561 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,43018 km 2,http://blocgame.com/stats.php?id=53759,1 Tons
Alanies,Alany,The Order,57k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 13 hours ago,10 Hundred Tons per month,7 Mbbl per month,Central Planning,$590 million,2214 Mbbl; 7 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,28993 km 2,http://blocgame.com/stats.php?id=54617,
\\\'Nam,Ben DerHover,,40k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 13 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$590 million,497 Mbbl; 3 Mbbl,,None,East Indies,Soviet Union,19869 km 2,http://blocgame.com/stats.php?id=62900,
Boukachkistan,boukachka,,9k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 125 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$589 million,2743 Mbbl; 3 Mbbl,Untapped,Small,Arabia,Soviet Union,13750 km 2,http://blocgame.com/stats.php?id=45051,
zioland,zionhar,,4k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 19 hours ago,2 Hundred Tons per month,,Mixed Economy,$589 million,,Untapped,None,Pacific Rim,Neutral,16172 km 2,http://blocgame.com/stats.php?id=56893,
Guerilla,mohdirfan,,27k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Poor,last online 124 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$589 million,130 Mbbl; 2 Mbbl,Untapped,None,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61854,
Ghost Shark,Sharky,PIRATES,48k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Good,online now,5 Hundred Tons per month,4 Mbbl per month,Free Market,$589 million,248 Mbbl,Untapped,Mediocre,East Indies,United States,28185 km 2,http://blocgame.com/stats.php?id=63863,
Nandos Banter,Peterfile,,3k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Poor,last online 56 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$587 million,2482 Mbbl; 1 Mbbl,Untapped,None,Arabia,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=53672,
Pahang Power,Kerol,PIRATES,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 8 hours ago,8 Hundred Tons per month,4 Mbbl per month,Free Market,$587 million,265 Mbbl,Untapped,Mediocre,East Indies,United States,27165 km 2,http://blocgame.com/stats.php?id=60578,
Endau,Syazwanjalil,PIRATES,5k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Poor,online now,10 Hundred Tons per month,8 Mbbl per month,Free Market,$587 million,455 Mbbl,,Mediocre,East Indies,United States,17527 km 2,http://blocgame.com/stats.php?id=61932,
Dzhokhar,tb12rm,Interpol,32k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 158 hours ago,3 Hundred Tons per month,,Free Market,$586 million,,Untapped,Small,Indochina,United States,19800 km 2,http://blocgame.com/stats.php?id=55519,
methamphetamine,UDIN88,The Federal Colonies,28k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 21 hours ago,9 Hundred Tons per month,9 Mbbl per month,Central Planning,$586 million,256 Mbbl; 9 Mbbl,Untapped,Somewhat Large,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61702,
Do,King Luck,Kingdom Of Do,7k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 163 hours ago,2 Hundred Tons per month,,Free Market,$586 million,,Untapped,None,Caribbean,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=63952,
British Egypt,Montgomery,Brotherhood of Nod,52k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 5 hours ago,4 Hundred Tons per month,5 Mbbl per month,Central Planning,$585 million,2081 Mbbl; 5 Mbbl,Untapped,Mediocre,Egypt,Soviet Union,36903 km 2,http://blocgame.com/stats.php?id=45596,
Khebabistan,Khebab,The United Nations,39k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,online now,13 Hundred Tons per month,15 Mbbl per month,Mixed Economy,$585 million,3532 Mbbl,Untapped,Meagre,Arabia,Neutral,23102 km 2,http://blocgame.com/stats.php?id=51401,
Jam,pbjam,Brotherhood of Nod,45k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,13 Hundred Tons per month,1 Mbbl per month,Central Planning,$585 million,487 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,27622 km 2,http://blocgame.com/stats.php?id=56490,
Kukulala,Unkel,The High Council,8k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 135 hours ago,8 Hundred Tons per month,4 Mbbl per month,Free Market,$584 million,341 Mbbl,Untapped,Mediocre,Indochina,United States,26360 km 2,http://blocgame.com/stats.php?id=60796,
Tuaran,Sufrie,,31k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 15 hours ago,14 Hundred Tons per month,10 Mbbl per month,Central Planning,$584 million,273 Mbbl,Untapped,Meagre,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=61828,
Egoria,Evil_sethoss,Che Guevara League,7k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 5 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$583 million,2 Mbbl,Untapped,Meagre,Mesoamerica,Soviet Union,11008 km 2,http://blocgame.com/stats.php?id=54726,
Skywalker,War Raven,The United Nations,19k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 165 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$583 million,4708 Mbbl; 7 Mbbl,Untapped,None,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=57844,
Pemakan Dunia,P3M4k4N 2Nia,PIRATES,83k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Poor,last online 8 hours ago,13 Hundred Tons per month,6 Mbbl per month,Central Planning,$583 million,365 Mbbl; 6 Mbbl,Untapped,Mediocre,East Indies,Neutral,29429 km 2,http://blocgame.com/stats.php?id=61189,
Free Trade,InfernoVortex,Interpol,39k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 177 hours ago,5 Hundred Tons per month,,Mixed Economy,$582 million,,Untapped,Mediocre,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=55017,
Zorin,NeroRPG,The High Council,18k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 26 hours ago,3 Hundred Tons per month,3 Mbbl per month,Central Planning,$582 million,3 Mbbl,Plentiful,None,Pacific Rim,Soviet Union,19406 km 2,http://blocgame.com/stats.php?id=59970,
ThePonyslayers,TheManHanoi,Brotherhood of Zion,22k active personnel,0 ships,,First World War surplus,Nice,1 factory,Elite,last online 1 hours ago,17 Hundred Tons per month,2 Mbbl per month,Central Planning,$580 million,81 Mbbl; 2 Mbbl,Untapped,Mediocre,Southern Africa,Soviet Union,27330 km 2,http://blocgame.com/stats.php?id=54547,1 Tons
Deagle Nation!,Jace Connors,Brotherhood of Nod,56k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,1 factory,Elite,online now,9 Hundred Tons per month,11 Mbbl per month,Central Planning,$580 million,2594 Mbbl; 11 Mbbl,,Mediocre,Arabia,Soviet Union,37722 km 2,http://blocgame.com/stats.php?id=63100,
The Boer,Joe Soap,The Order,45k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Good,last online 15 hours ago,11 Hundred Tons per month,2 Mbbl per month,Free Market,$579 million,881 Mbbl,Untapped,Meagre,Southern Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=55355,
