country,leader,alliance,army_size,navy,reactor,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Mangkok,MangkukHayun,The High Council,60k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,10 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$798 million,168 Mbbl,Untapped,Mediocre,East Indies,Neutral,42418 km 2,http://blocgame.com/stats.php?id=62210,
Thermonia,Aluminothermic,The Order,53k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,7 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$796 million,4580 Mbbl,Untapped,Mediocre,Mesopotamia,United States,27128 km 2,http://blocgame.com/stats.php?id=53567,
Capital letter,aidilomar,NOVA ASEAN,10k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 166 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$796 million,284 Mbbl,Untapped,Small,Pacific Rim,United States,13210 km 2,http://blocgame.com/stats.php?id=61795,
Pokok Sena,bobit2,The Order,43k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Poor,last online 1 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$795 million,444 Mbbl,Untapped,Meagre,East Indies,Soviet Union,19900 km 2,http://blocgame.com/stats.php?id=63144,
Kosan,Whitearcher8,The High Council,59k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$793 million,4526 Mbbl,Untapped,Large,Arabia,Soviet Union,23055 km 2,http://blocgame.com/stats.php?id=59227,
Sungai Dinding,Raja Hitam,The Federal Colonies,8k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 143 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$793 million,178 Mbbl; 1 Mbbl,Untapped,None,East Indies,Neutral,16172 km 2,http://blocgame.com/stats.php?id=61946,
Yazu,Goobi,Brotherhood of Zion,56k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,online now,21 Hundred Tons per month,17 Mbbl per month,Central Planning,$792 million,4252 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,41802 km 2,http://blocgame.com/stats.php?id=46519,1 Tons
Sqynet,robosax,Brotherhood of Zion,62k active personnel,0 ships,,Second World War surplus,Angelic,1 factory,Elite,online now,24 Hundred Tons per month,1 Mbbl per month,Central Planning,$792 million,50 Mbbl; 1 Mbbl,Untapped,Very Powerful,Southern Africa,Neutral,42732 km 2,http://blocgame.com/stats.php?id=52255,
Treehouse,Number One,The High Council,30k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,6 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$792 million,437 Mbbl; 3 Mbbl,Untapped,Small,Indochina,United States,20036 km 2,http://blocgame.com/stats.php?id=58889,
NationalFreedom,Muhammad Ali,Brotherhood of Nod,30k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,1 factory,Poor,online now,10 Hundred Tons per month,,Free Market,$791 million,421 Mbbl,Plentiful,Meagre,Mesopotamia,United States,23355 km 2,http://blocgame.com/stats.php?id=62085,
Guerilla 97,Mohd Syakir Irfan,The Federal Colonies,30k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 172 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$790 million,151 Mbbl; 2 Mbbl,Untapped,None,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62872,
Lemonstan,Lemon,Brotherhood of Nod,57k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 11 hours ago,15 Hundred Tons per month,7 Mbbl per month,Central Planning,$789 million,5200 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Persia,Soviet Union,35395 km 2,http://blocgame.com/stats.php?id=40048,
Cartenesia,hexagon,,10k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Poor,last online 156 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$789 million,,Untapped,None,Pacific Rim,Neutral,11345 km 2,http://blocgame.com/stats.php?id=58994,
Kornian,Premier Warlord Bush,,2k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 14 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$789 million,,Untapped,Meagre,Congo,United States,11119 km 2,http://blocgame.com/stats.php?id=63705,
Lingoria,Pecheneg,The Order,4k active personnel,1 ships,,First World War surplus,Axis of Evil,2 factories,Elite,last online 9 hours ago,16 Hundred Tons per month,12 Mbbl per month,Free Market,$787 million,7550 Mbbl; 12 Mbbl,,Large,Persia,United States,19728 km 2,http://blocgame.com/stats.php?id=63770,
Smyrno,Mallow,The Order,51k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,9 Hundred Tons per month,10 Mbbl per month,Central Planning,$786 million,8724 Mbbl,Untapped,Somewhat Large,Arabia,Soviet Union,37724 km 2,http://blocgame.com/stats.php?id=62960,
Gulam,Galak,PIRATES,51k active personnel,2 ships,,First World War surplus,Nice,2 factories,Good,last online 5 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$786 million,392 Mbbl; 5 Mbbl,,Mediocre,Pacific Rim,Soviet Union,28137 km 2,http://blocgame.com/stats.php?id=63645,1 Tons
FlySoGood,ycheez,Brotherhood of Zion,44k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,online now,23 Hundred Tons per month,15 Mbbl per month,Free Market,$785 million,2437 Mbbl,Untapped,Somewhat Large,Atlas,United States,39577 km 2,http://blocgame.com/stats.php?id=54541,
PolandThePower,PolandThePower44,Brotherhood of Nod,43k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Poor,last online 18 hours ago,9 Hundred Tons per month,5 Mbbl per month,Central Planning,$785 million,2204 Mbbl; 5 Mbbl,Untapped,Small,Mesopotamia,Neutral,30446 km 2,http://blocgame.com/stats.php?id=58217,
AfganiBoy,CrazyDima,The United Nations,20k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,1 factory,Undisciplined Rabble,online now,10 Hundred Tons per month,,Free Market,$785 million,,Plentiful,None,Mesopotamia,United States,11345 km 2,http://blocgame.com/stats.php?id=62098,
����������,������ �������,The High Council,39k active personnel,0 ships,,Second World War surplus,Angelic,1 factory,Good,online now,17 Hundred Tons per month,4 Mbbl per month,Central Planning,$784 million,312 Mbbl; 4 Mbbl,Untapped,Somewhat Large,Gran Colombia,Soviet Union,33414 km 2,http://blocgame.com/stats.php?id=54626,
Eastern Eagle,MetaIndigo,Brotherhood of Zion,31k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,10 Hundred Tons per month,3 Mbbl per month,Central Planning,$784 million,301 Mbbl; 3 Mbbl,Untapped,Small,The Subcontinent,Soviet Union,16011 km 2,http://blocgame.com/stats.php?id=63045,
Limefrogs,Limefrog,,10k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 114 hours ago,16 Hundred Tons per month,5 Mbbl per month,Free Market,$783 million,5 Mbbl,Untapped,Small,Pacific Rim,Neutral,11121 km 2,http://blocgame.com/stats.php?id=61881,
Fongelesia,Fong,The High Council,26k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 11 hours ago,14 Hundred Tons per month,4 Mbbl per month,Free Market,$783 million,326 Mbbl,Untapped,Somewhat Large,Pacific Rim,United States,19691 km 2,http://blocgame.com/stats.php?id=63041,
Kyranistan,Michael Hussain,Comintern,38k active personnel,0 ships,,First World War surplus,Questionable,1 factory,Good,last online 5 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$781 million,5974 Mbbl; 7 Mbbl,Near Depletion,Somewhat Large,Persia,Soviet Union,21125 km 2,http://blocgame.com/stats.php?id=61263,
Conwolves,Sinz,Brotherhood of Zion,40k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 23 hours ago,10 Hundred Tons per month,13 Mbbl per month,Central Planning,$780 million,3517 Mbbl; 13 Mbbl,Untapped,None,Arabia,Neutral,25758 km 2,http://blocgame.com/stats.php?id=50890,
carefree,solematemy,The Order,61k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 4 hours ago,10 Hundred Tons per month,9 Mbbl per month,Central Planning,$779 million,502 Mbbl; 9 Mbbl,Untapped,Somewhat Large,East Indies,Neutral,16172 km 2,http://blocgame.com/stats.php?id=61669,
Mont Blanc,Tesco,,9k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Undisciplined Rabble,online now,6 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$650 million,685 Mbbl; 8 Mbbl,,None,Arabia,Soviet Union,7200 km 2,http://blocgame.com/stats.php?id=62644,
Olivera,Karl Liebknecht,Che Guevara League,15k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 9 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$779 million,469 Mbbl; 4 Mbbl,Near Depletion,Small,Gran Colombia,Soviet Union,10577 km 2,http://blocgame.com/stats.php?id=63174,
Safavid Persia,Abbas,The Order,33k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,12 Hundred Tons per month,7 Mbbl per month,Free Market,$779 million,3119 Mbbl,Untapped,Mediocre,Persia,United States,28659 km 2,http://blocgame.com/stats.php?id=63199,
Zen killer,Jermainecrazy2157,The High Council,65k active personnel,0 ships,,First World War surplus,Isolated,2 factories,Elite,last online 7 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$778 million,347 Mbbl; 5 Mbbl,Untapped,Small,Pacific Rim,Soviet Union,34648 km 2,http://blocgame.com/stats.php?id=63107,
fjortonattio8,fiveonesix,The Order,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,online now,17 Hundred Tons per month,5 Mbbl per month,Free Market,$778 million,153 Mbbl,Untapped,Somewhat Large,Gran Colombia,United States,18602 km 2,http://blocgame.com/stats.php?id=63413,
Large Man,LargeMan,Al-Qassam Brigades,59k active personnel,1 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 10 hours ago,8 Hundred Tons per month,8 Mbbl per month,Central Planning,$776 million,6442 Mbbl; 8 Mbbl,Untapped,Very Powerful,Egypt,Soviet Union,42645 km 2,http://blocgame.com/stats.php?id=52836,
Eastasia,accounts being deleted,The United Nations,34k active personnel,0 ships,,Second World War surplus,Gandhi-like,None,Good,last online 47 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$776 million,355 Mbbl; 2 Mbbl,Untapped,Small,Pacific Rim,Soviet Union,21175 km 2,http://blocgame.com/stats.php?id=63527,
Southern Africa,TheMaster_ZA,The Order,39k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,18 Hundred Tons per month,3 Mbbl per month,Central Planning,$775 million,210 Mbbl,Untapped,Mediocre,Southern Africa,Soviet Union,40607 km 2,http://blocgame.com/stats.php?id=48410,
Jemut,iwaniman/Ferozz,PIRATES,69k active personnel,0 ships,,Second World War surplus,Gandhi-like,3 factories,Elite,last online 5 hours ago,15 Hundred Tons per month,13 Mbbl per month,Central Planning,$775 million,168 Mbbl; 13 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,34345 km 2,http://blocgame.com/stats.php?id=61811,
The Hegemony,Peter Wiggin,Interpol,2k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$774 million,100 Mbbl; 2 Mbbl,Near Depletion,Meagre,Gran Colombia,United States,13387 km 2,http://blocgame.com/stats.php?id=40840,
Burlmenia,Nathan Barlow,Che Guevara League,31k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 15 hours ago,8 Hundred Tons per month,,Central Planning,$774 million,,Untapped,Meagre,Amazonia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=57957,
SettingMoon,Hawk,The United Nations,38k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,online now,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$774 million,47 Mbbl; 2 Mbbl,,Mediocre,East Indies,Soviet Union,16807 km 2,http://blocgame.com/stats.php?id=62839,
Puella-Magia,Emily,Comintern,28k active personnel,0 ships,,Second World War surplus,Normal,1 factory,Elite,last online 2 hours ago,12 Hundred Tons per month,10 Mbbl per month,Central Planning,$773 million,823 Mbbl; 10 Mbbl,Untapped,Mediocre,Persia,Soviet Union,24292 km 2,http://blocgame.com/stats.php?id=35958,
USSR,CommissarBrian,The Order,37k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,last online 5 hours ago,28 Hundred Tons per month,3 Mbbl per month,Central Planning,$771 million,343 Mbbl; 3 Mbbl,Plentiful,Small,China,Soviet Union,36931 km 2,http://blocgame.com/stats.php?id=54182,
Tiny Island,Rojan,,19k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 23 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$771 million,184 Mbbl; 2 Mbbl,Untapped,None,Pacific Rim,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=63412,
Laurence,Frezzerbloom,Brotherhood of Nod,54k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 18 hours ago,10 Hundred Tons per month,7 Mbbl per month,Central Planning,$770 million,3105 Mbbl; 7 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,23990 km 2,http://blocgame.com/stats.php?id=49637,
DZ Djeich,StratoDZ,Al-Qassam Brigades,47k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 1 hours ago,11 Hundred Tons per month,7 Mbbl per month,Central Planning,$770 million,3118 Mbbl; 7 Mbbl,Untapped,Small,Atlas,Soviet Union,18191 km 2,http://blocgame.com/stats.php?id=61408,
Aeter,Anima6778,The Order,55k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,13 Hundred Tons per month,4 Mbbl per month,Central Planning,$769 million,541 Mbbl; 4 Mbbl,Untapped,Meagre,Congo,Soviet Union,36680 km 2,http://blocgame.com/stats.php?id=61960,
Turbanistan,eromer2,The Order,50k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 17 hours ago,15 Hundred Tons per month,3 Mbbl per month,Central Planning,$768 million,670 Mbbl; 3 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,30082 km 2,http://blocgame.com/stats.php?id=63007,
Black Widow,Protego,The Order,58k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,online now,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$767 million,4917 Mbbl; 7 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,34594 km 2,http://blocgame.com/stats.php?id=62290,1 Tons
Savannah,Watersfall,The United Nations,89k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,online now,21 Hundred Tons per month,2 Mbbl per month,Central Planning,$766 million,37 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,34828 km 2,http://blocgame.com/stats.php?id=49817,
fotamorgana,nadim,,6k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Poor,last online 10 hours ago,2 Hundred Tons per month,,Central Planning,$762 million,,Untapped,None,East Indies,United States,9175 km 2,http://blocgame.com/stats.php?id=62833,
Iraqi Empire,Labib6,The United Nations,33k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 13 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$761 million,1147 Mbbl; 4 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,22658 km 2,http://blocgame.com/stats.php?id=50058,
XDXDXD,MalaysianMaster,Brotherhood of Zion,51k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,8 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$760 million,3561 Mbbl; 6 Mbbl,Untapped,Small,Mesopotamia,Soviet Union,16791 km 2,http://blocgame.com/stats.php?id=61521,
South Minnesota,Generalissimo Alpun,Che Guevara League,23k active personnel,0 ships,,First World War surplus,Nice,1 factory,Elite,online now,5 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$760 million,44 Mbbl,,Meagre,Gran Colombia,Soviet Union,10949 km 2,http://blocgame.com/stats.php?id=63460,
Opallia,Opal,The Order,66k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,17 Hundred Tons per month,3 Mbbl per month,Free Market,$760 million,330 Mbbl,Untapped,Mediocre,Mesoamerica,United States,34948 km 2,http://blocgame.com/stats.php?id=63666,
Aryana,Williarsk,Che Guevara League,26k active personnel,0 ships,,Second World War surplus,Nice,1 factory,Elite,online now,15 Hundred Tons per month,4 Mbbl per month,Central Planning,$758 million,435 Mbbl; 4 Mbbl,Near Depletion,Small,Gran Colombia,Soviet Union,16790 km 2,http://blocgame.com/stats.php?id=2313,
Emerzonland,Togarius,Comintern,5k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 58 hours ago,6 Hundred Tons per month,2 Mbbl per month,Free Market,$758 million,1458 Mbbl,,Meagre,Atlas,Neutral,9083 km 2,http://blocgame.com/stats.php?id=61204,
harimau kl,harmidi,PIRATES,9k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 123 hours ago,11 Hundred Tons per month,13 Mbbl per month,Central Planning,$758 million,1602 Mbbl; 13 Mbbl,,Small,Arabia,Neutral,12691 km 2,http://blocgame.com/stats.php?id=62369,
shair,shair,Al-Qassam Brigades,27k active personnel,0 ships,,Second World War surplus,Normal,2 factories,Elite,last online 2 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$754 million,258 Mbbl,Untapped,Small,East Indies,Soviet Union,33345 km 2,http://blocgame.com/stats.php?id=62199,
Boukachkistan,boukachka,,9k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 173 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$753 million,2731 Mbbl; 3 Mbbl,Untapped,Small,Arabia,Soviet Union,13750 km 2,http://blocgame.com/stats.php?id=45051,
Bantersciz,Banterscnizzle Cuperpatch,ISIS,44k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 7 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$753 million,,,Somewhat Large,Southern Africa,United States,10683 km 2,http://blocgame.com/stats.php?id=63604,
Aratana Kibo,Yuno,,7k active personnel,0 ships,,Finest of the 19th century,Angelic,1 factory,Elite,last online 8 hours ago,10 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$750 million,145 Mbbl; 2 Mbbl,Untapped,Meagre,Southern Africa,Soviet Union,15180 km 2,http://blocgame.com/stats.php?id=63197,
CubeHead,waveform,SPQR,20k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 14 hours ago,12 Hundred Tons per month,5 Mbbl per month,Free Market,$749 million,2682 Mbbl,Untapped,Meagre,Mesopotamia,United States,31321 km 2,http://blocgame.com/stats.php?id=63001,
Spooktune,Spookwave,Brotherhood of Zion,66k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,online now,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$746 million,419 Mbbl; 5 Mbbl,Plentiful,Large,China,Soviet Union,33957 km 2,http://blocgame.com/stats.php?id=62983,
ADAMLAND,adamharez,The Order,38k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 11 hours ago,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$743 million,8240 Mbbl; 7 Mbbl,,Small,Arabia,Neutral,19800 km 2,http://blocgame.com/stats.php?id=60764,
Tron,Tron5,Brotherhood of Zion,59k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$742 million,383 Mbbl; 5 Mbbl,Untapped,Small,Congo,Soviet Union,35274 km 2,http://blocgame.com/stats.php?id=62967,1 Tons
kuci,kiki,,8k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 61 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$740 million,,Untapped,None,East Indies,Neutral,7801 km 2,http://blocgame.com/stats.php?id=63755,
Byzantium,The Wolf,The United Nations,52k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,online now,21 Hundred Tons per month,13 Mbbl per month,Free Market,$738 million,4992 Mbbl,Plentiful,Large,Mesopotamia,United States,33379 km 2,http://blocgame.com/stats.php?id=41125,
Dondang Sayang,Cempaka Sari,PIRATES,26k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Poor,last online 9 hours ago,15 Hundred Tons per month,9 Mbbl per month,Mixed Economy,$738 million,41 Mbbl; 9 Mbbl,Untapped,None,East Indies,United States,13477 km 2,http://blocgame.com/stats.php?id=60628,
Pooland,kurwa,Brotherhood of Zion,63k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 7 hours ago,19 Hundred Tons per month,11 Mbbl per month,Central Planning,$735 million,2294 Mbbl; 11 Mbbl,Plentiful,Powerful,Atlas,Soviet Union,39790 km 2,http://blocgame.com/stats.php?id=49295,
Free Vietnam,dragonexis99,SPQR,28k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 7 hours ago,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$735 million,78 Mbbl; 6 Mbbl,,Mediocre,Indochina,Neutral,23189 km 2,http://blocgame.com/stats.php?id=60426,
Russostan,Artyom Strugatsky,,8k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 116 hours ago,3 Hundred Tons per month,3 Mbbl per month,Central Planning,$735 million,2402 Mbbl; 3 Mbbl,Untapped,Meagre,Mesopotamia,Soviet Union,11231 km 2,http://blocgame.com/stats.php?id=63078,
natangape,tina,The Order,8k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 14 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$734 million,3 Mbbl,Untapped,Meagre,East Indies,United States,16500 km 2,http://blocgame.com/stats.php?id=61600,
Mmhat,Homermustdie,The High Council,18k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,11 Hundred Tons per month,2 Mbbl per month,Free Market,$733 million,189 Mbbl; 2 Mbbl,Untapped,Small,Amazonia,United States,20400 km 2,http://blocgame.com/stats.php?id=45846,
Beausch�n,canadianghetto,Brotherhood of Zion,10k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 159 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$733 million,1418 Mbbl; 2 Mbbl,Untapped,None,Arabia,Neutral,11231 km 2,http://blocgame.com/stats.php?id=59455,
Ghost Shark,Sharky,PIRATES,50k active personnel,3 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 1 hours ago,5 Hundred Tons per month,4 Mbbl per month,Free Market,$732 million,239 Mbbl,Plentiful,Somewhat Large,East Indies,United States,31419 km 2,http://blocgame.com/stats.php?id=63863,
Japanesia,Egor Kruglov,,33k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 4 hours ago,8 Hundred Tons per month,2 Mbbl per month,Central Planning,$731 million,54 Mbbl; 2 Mbbl,,Large,Pacific Rim,Soviet Union,11367 km 2,http://blocgame.com/stats.php?id=61097,
Conrad,Waled,,14k active personnel,0 ships,,Second World War surplus,Angelic,1 factory,Good,online now,17 Hundred Tons per month,16 Mbbl per month,Mixed Economy,$730 million,5541 Mbbl,Near Depletion,Mediocre,Egypt,United States,15561 km 2,http://blocgame.com/stats.php?id=62640,
Ralu,Ramar,The High Council,41k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,online now,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$729 million,379 Mbbl; 4 Mbbl,Untapped,Mediocre,Amazonia,United States,24123 km 2,http://blocgame.com/stats.php?id=59527,
MakanBudak,amirulfaizal,The Order,25k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Poor,last online 25 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$729 million,152 Mbbl; 3 Mbbl,Untapped,Mediocre,East Indies,Neutral,7959 km 2,http://blocgame.com/stats.php?id=60748,
jongos,barros,,7k active personnel,0 ships,,First World War surplus,Axis of Evil,None,Standard,last online 8 hours ago,4 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$729 million,3 Mbbl,Untapped,None,East Indies,Neutral,5418 km 2,http://blocgame.com/stats.php?id=61892,
Derpkins,Mr. Derp,,7k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 119 hours ago,2 Hundred Tons per month,,Mixed Economy,$726 million,,Untapped,None,Pacific Rim,Neutral,9266 km 2,http://blocgame.com/stats.php?id=59737,
Llorxye,qiffahsy,PIRATES,53k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 9 hours ago,10 Hundred Tons per month,3 Mbbl per month,Central Planning,$726 million,24 Mbbl; 3 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,25193 km 2,http://blocgame.com/stats.php?id=61688,
Krakozhia,Ilyich,Interpol,78k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Poor,online now,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$725 million,143 Mbbl; 3 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,25999 km 2,http://blocgame.com/stats.php?id=39065,
malapetaka,bolawei9,The High Council,15k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 4 hours ago,5 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$725 million,14 Mbbl,Untapped,Small,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60813,
TheAccountants,TheAccountant13,TheAccountantRevenge,9k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 53 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$725 million,1601 Mbbl; 2 Mbbl,Untapped,None,Persia,Neutral,7723 km 2,http://blocgame.com/stats.php?id=62517,
Slavostan,Joe Tito-Hoxha,Interpol,21k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 23 hours ago,6 Hundred Tons per month,1 Mbbl per month,Central Planning,$723 million,70 Mbbl; 1 Mbbl,Untapped,Meagre,Indochina,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=48188,
Terengganu,Farysa,The High Council,51k active personnel,2 ships,,First World War surplus,Gandhi-like,2 factories,Good,online now,6 Hundred Tons per month,5 Mbbl per month,Central Planning,$723 million,305 Mbbl; 5 Mbbl,Untapped,Large,East Indies,Soviet Union,32791 km 2,http://blocgame.com/stats.php?id=60615,
Poz Loads,Souvlakian,,1k active personnel,0 ships,,Second World War surplus,Gandhi-like,None,Good,last online 45 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$722 million,2137 Mbbl,,None,Egypt,United States,12948 km 2,http://blocgame.com/stats.php?id=63399,
Guerilla,mohdirfan,,27k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Poor,last online 172 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$721 million,122 Mbbl; 2 Mbbl,Untapped,None,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61854,
