country,leader,alliance,army_size,navy,reactor,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Jebawka,Shetay,The Order,62k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 3 hours ago,8 Hundred Tons per month,9 Mbbl per month,Free Market,$946 million,2212 Mbbl,Untapped,Meagre,Arabia,United States,22140 km 2,http://blocgame.com/stats.php?id=54304,
Asians,bigyihsuan,The High Council,31k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 55 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$943 million,374 Mbbl; 2 Mbbl,Untapped,None,Pacific Rim,Neutral,16667 km 2,http://blocgame.com/stats.php?id=41551,
German Empire,Frederick the Great,SPQR,38k active personnel,0 ships,,Second World War surplus,Angelic,1 factory,Good,last online 3 hours ago,14 Hundred Tons per month,5 Mbbl per month,Central Planning,$928 million,4443 Mbbl,Untapped,Large,Egypt,Soviet Union,27600 km 2,http://blocgame.com/stats.php?id=63053,
Mzab,Cuma Thurman,Brotherhood of Zion,50k active personnel,0 ships,,First World War surplus,Normal,1 factory,Good,online now,11 Hundred Tons per month,9 Mbbl per month,Central Planning,$919 million,4566 Mbbl; 9 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,36773 km 2,http://blocgame.com/stats.php?id=63775,
Cyleia,Silas Adar,The Order,39k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,6 Hundred Tons per month,5 Mbbl per month,Free Market,$904 million,580 Mbbl; 5 Mbbl,Untapped,Somewhat Large,Mesoamerica,United States,28634 km 2,http://blocgame.com/stats.php?id=62784,
temasik,lawrence,,14k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 13 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$902 million,2 Mbbl,Untapped,Mediocre,East Indies,United States,16172 km 2,http://blocgame.com/stats.php?id=62827,
Morjei,FlairWoW,Brotherhood of Zion,38k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,16 Hundred Tons per month,3 Mbbl per month,Central Planning,$900 million,122 Mbbl; 3 Mbbl,Untapped,Mediocre,Indochina,Soviet Union,39862 km 2,http://blocgame.com/stats.php?id=53068,
VinnyNation,VinnyRuler,Brotherhood of Zion,47k active personnel,0 ships,,Second World War surplus,Pariah,1 factory,Good,last online 1 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$889 million,363 Mbbl; 4 Mbbl,,None,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,
Cirno,jc99,The Federal Colonies,58k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,25 Hundred Tons per month,2 Mbbl per month,Free Market,$883 million,300 Mbbl,Untapped,Small,Caribbean,United States,39052 km 2,http://blocgame.com/stats.php?id=43375,
Derse Moon,Jack Noir,The Order,49k active personnel,8 ships,,Second World War surplus,Nice,5 factories,Elite,last online 5 hours ago,40 Hundred Tons per month,40 Mbbl per month,Free Market,$876 million,21337 Mbbl,Plentiful,Very Powerful,Egypt,United States,60501 km 2,http://blocgame.com/stats.php?id=62965,
Gobi,Saint Gobi,Brotherhood of Zion,37k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 18 hours ago,10 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$872 million,431 Mbbl,Untapped,Mediocre,Congo,United States,24905 km 2,http://blocgame.com/stats.php?id=61919,
Markovia,RDM HC,The Federal Colonies,69k active personnel,0 ships,,First World War surplus,Good,1 factory,Elite,online now,11 Hundred Tons per month,5 Mbbl per month,Free Market,$865 million,452 Mbbl; 5 Mbbl,Untapped,Mediocre,Caribbean,United States,36134 km 2,http://blocgame.com/stats.php?id=58369,
The NLR,Darknight,Divine League,54k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,online now,39 Hundred Tons per month,3 Mbbl per month,Central Planning,$862 million,125 Mbbl; 3 Mbbl,Untapped,Large,Congo,Soviet Union,40989 km 2,http://blocgame.com/stats.php?id=49701,
Newsoka,E Mark,The High Council,38k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Standard,last online 1 hours ago,18 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$861 million,272 Mbbl,,Mediocre,Indochina,United States,19298 km 2,http://blocgame.com/stats.php?id=63105,
LOCAI,Agumentic,Brotherhood of Zion,25k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 1 hours ago,7 Hundred Tons per month,2 Mbbl per month,Free Market,$855 million,214 Mbbl; 2 Mbbl,Untapped,Somewhat Large,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,
Uzbekistanstan,Shaikh Zayer,The Order,39k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,last online 3 hours ago,20 Hundred Tons per month,3 Mbbl per month,Free Market,$852 million,536 Mbbl,Untapped,Mediocre,Congo,United States,36651 km 2,http://blocgame.com/stats.php?id=47207,
ZAMENTA,ShAh FAr HAn,The Order,58k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 17 hours ago,10 Hundred Tons per month,7 Mbbl per month,Central Planning,$851 million,345 Mbbl; 7 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,39122 km 2,http://blocgame.com/stats.php?id=61998,
al-Bahrayn,dbdb,The Order,54k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$845 million,927 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Mesopotamia,Soviet Union,30107 km 2,http://blocgame.com/stats.php?id=59775,
Shambala,Feranon,Brotherhood of Nod,20k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$843 million,279 Mbbl; 3 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,31241 km 2,http://blocgame.com/stats.php?id=41268,
Ivalice,Nighthawk571,Interpol,39k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,12 Hundred Tons per month,11 Mbbl per month,Central Planning,$842 million,2398 Mbbl; 11 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,33781 km 2,http://blocgame.com/stats.php?id=63060,
Conferan,Cryptox,The High Council,79k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$829 million,545 Mbbl,Untapped,Large,East Indies,Soviet Union,37659 km 2,http://blocgame.com/stats.php?id=56710,1 Tons
Memiaya,MrRoth,Che Guevara League,58k active personnel,0 ships,,Second World War surplus,Good,1 factory,Standard,last online 3 hours ago,20 Hundred Tons per month,4 Mbbl per month,Central Planning,$827 million,555 Mbbl; 4 Mbbl,Plentiful,Large,Caribbean,Soviet Union,45699 km 2,http://blocgame.com/stats.php?id=62980,1 Tons
OnlyJuanOvue,BigGuyBane,,7k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Poor,last online 175 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$819 million,1562 Mbbl,Untapped,None,Arabia,Soviet Union,11120 km 2,http://blocgame.com/stats.php?id=52889,
Asiana,El_Xanatos,The High Council,47k active personnel,0 ships,,First World War surplus,Nice,1 factory,Good,online now,19 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$819 million,159 Mbbl; 4 Mbbl,Plentiful,Small,Indochina,Soviet Union,39087 km 2,http://blocgame.com/stats.php?id=62221,
Valtania,Kelvin D. Makumbi,,73k active personnel,0 ships,,First World War surplus,Angelic,2 factories,Standard,last online 5 hours ago,14 Hundred Tons per month,5 Mbbl per month,Central Planning,$818 million,260 Mbbl; 5 Mbbl,Untapped,Mediocre,Mesoamerica,Soviet Union,27818 km 2,http://blocgame.com/stats.php?id=62525,
Mesopotamia,Arcturus,The Order,59k active personnel,0 ships,,First World War surplus,Nice,1 factory,Good,last online 5 hours ago,13 Hundred Tons per month,9 Mbbl per month,Free Market,$817 million,2173 Mbbl,Untapped,Mediocre,Mesopotamia,United States,35274 km 2,http://blocgame.com/stats.php?id=42045,
Batu putih,Harzan,The Federal Colonies,9k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$813 million,286 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=61926,
mani,mani,SPQR,9k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 16 hours ago,8 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$813 million,444 Mbbl,Untapped,Small,Persia,Neutral,11139 km 2,http://blocgame.com/stats.php?id=62912,
Communistutopia,Bill Broskis,The Order,56k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,14 Hundred Tons per month,9 Mbbl per month,Central Planning,$812 million,4816 Mbbl; 9 Mbbl,Untapped,Small,Persia,Soviet Union,32240 km 2,http://blocgame.com/stats.php?id=49796,
Contra Mundi,Johnny,Brotherhood of Nod,10k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 177 hours ago,9 Hundred Tons per month,7 Mbbl per month,Central Planning,$812 million,3571 Mbbl,Untapped,None,Mesopotamia,Soviet Union,24625 km 2,http://blocgame.com/stats.php?id=62976,
Savannah,Watersfall,The United Nations,71k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,online now,14 Hundred Tons per month,2 Mbbl per month,Central Planning,$809 million,53 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,34833 km 2,http://blocgame.com/stats.php?id=49817,
Wafflonia,Stellarwaffle,SPQR,44k active personnel,0 ships,,First World War surplus,Pariah,1 factory,Elite,last online 2 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$807 million,4181 Mbbl; 6 Mbbl,Untapped,Mediocre,Egypt,Soviet Union,32849 km 2,http://blocgame.com/stats.php?id=63064,
FreakTopia,Remington Steel,The Order,60k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 7 hours ago,23 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$804 million,1146 Mbbl,Plentiful,Small,The Subcontinent,United States,42295 km 2,http://blocgame.com/stats.php?id=45527,
Yummy Foods,iiruka,Interpol,87k active personnel,1 ships,,Second World War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,30 Hundred Tons per month,1 Mbbl per month,Free Market,$803 million,85 Mbbl,Untapped,Somewhat Large,Pacific Rim,United States,38251 km 2,http://blocgame.com/stats.php?id=54376,
Zinlandia,Alaah,Che Guevara League,53k active personnel,0 ships,,First World War surplus,Nice,1 factory,Standard,last online 1 hours ago,18 Hundred Tons per month,5 Mbbl per month,Central Planning,$802 million,82 Mbbl,Plentiful,Somewhat Large,Amazonia,Soviet Union,39560 km 2,http://blocgame.com/stats.php?id=45831,
Eisen,Balthazaar,The Order,35k active personnel,0 ships,,First World War surplus,Nice,1 factory,Elite,last online 2 hours ago,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$802 million,366 Mbbl; 7 Mbbl,Untapped,Large,China,Soviet Union,45380 km 2,http://blocgame.com/stats.php?id=53566,
Tamil Kingdom,Chola I,Brotherhood of Zion,60k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 6 hours ago,32 Hundred Tons per month,7 Mbbl per month,Central Planning,$802 million,265 Mbbl; 7 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,42405 km 2,http://blocgame.com/stats.php?id=60964,
TheDarkSide,LordVader,The Federal Colonies,35k active personnel,0 ships,,Second World War surplus,Nice,1 factory,Good,last online 5 hours ago,16 Hundred Tons per month,1 Mbbl per month,Central Planning,$802 million,408 Mbbl; 1 Mbbl,Plentiful,Large,East Indies,Soviet Union,41556 km 2,http://blocgame.com/stats.php?id=63139,
Cameronia,Cameron Saxonson,Che Guevara League,24k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,13 Hundred Tons per month,6 Mbbl per month,Central Planning,$800 million,502 Mbbl; 6 Mbbl,Untapped,None,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,
Sepidajistan,Shah Squid,Al-Qassam Brigades,21k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$798 million,3796 Mbbl; 3 Mbbl,,Meagre,Atlas,Soviet Union,15382 km 2,http://blocgame.com/stats.php?id=59462,
Hansetica,Svan,The Order,33k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 5 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$798 million,29 Mbbl; 4 Mbbl,Untapped,None,China,Soviet Union,26686 km 2,http://blocgame.com/stats.php?id=63390,
Robots,stormbot28,Interpol,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 29 hours ago,8 Hundred Tons per month,,Free Market,$796 million,,Untapped,Mediocre,Caribbean,United States,13613 km 2,http://blocgame.com/stats.php?id=40242,
Ambon,Chalkface,The Order,45k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,last online 3 hours ago,17 Hundred Tons per month,5 Mbbl per month,Central Planning,$795 million,499 Mbbl; 5 Mbbl,,Mediocre,Pacific Rim,Soviet Union,35612 km 2,http://blocgame.com/stats.php?id=42744,
Malaysia.,Tuanku Adam Zhafri,PIRATES,51k active personnel,0 ships,,First World War surplus,Mad Dog,2 factories,Good,last online 3 hours ago,9 Hundred Tons per month,8 Mbbl per month,Central Planning,$794 million,345 Mbbl; 8 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,26647 km 2,http://blocgame.com/stats.php?id=63032,
Tandak,jimmyyus,PIRATES,35k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 2 hours ago,8 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$791 million,5286 Mbbl; 7 Mbbl,Untapped,Mediocre,Egypt,United States,21892 km 2,http://blocgame.com/stats.php?id=62201,
Pan-demo-nium,Raja,The Order,25k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Elite,last online 1 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$785 million,204 Mbbl; 2 Mbbl,Near Depletion,Mediocre,The Subcontinent,Soviet Union,18189 km 2,http://blocgame.com/stats.php?id=63195,
Almania,Almanich,Brotherhood of Nod,47k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 4 hours ago,2 Hundred Tons per month,,Central Planning,$783 million,50 Mbbl,Untapped,Mediocre,China,Soviet Union,39384 km 2,http://blocgame.com/stats.php?id=51725,
Feffiopia,Serloks,Divine League,39k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 3 hours ago,15 Hundred Tons per month,5 Mbbl per month,Central Planning,$780 million,243 Mbbl,,Meagre,The Subcontinent,Soviet Union,21000 km 2,http://blocgame.com/stats.php?id=46505,
Glubistan,Glub,SPQR,32k active personnel,0 ships,,First World War surplus,Questionable,None,Undisciplined Rabble,last online 8 hours ago,14 Hundred Tons per month,7 Mbbl per month,Central Planning,$776 million,1683 Mbbl; 7 Mbbl,Plentiful,Small,Arabia,Neutral,22469 km 2,http://blocgame.com/stats.php?id=63027,
Lyranistan,Lyranistan,Brotherhood of Nod,46k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,online now,20 Hundred Tons per month,15 Mbbl per month,Central Planning,$775 million,2710 Mbbl; 15 Mbbl,Untapped,Large,Mesopotamia,Soviet Union,39228 km 2,http://blocgame.com/stats.php?id=56860,
constania,Comrade,Divine League,35k active personnel,0 ships,,First World War surplus,Normal,1 factory,Elite,online now,10 Hundred Tons per month,3 Mbbl per month,Central Planning,$775 million,239 Mbbl; 3 Mbbl,Plentiful,Mediocre,Congo,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=62606,
Tyanra,SaffronMerchant,SPQR,34k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,15 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$771 million,1208 Mbbl; 2 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,33183 km 2,http://blocgame.com/stats.php?id=60365,
Conwolves,Sinz,Brotherhood of Zion,38k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,10 Hundred Tons per month,7 Mbbl per month,Central Planning,$770 million,3603 Mbbl; 7 Mbbl,Untapped,Meagre,Arabia,Neutral,26018 km 2,http://blocgame.com/stats.php?id=50890,
Fongelesia,Fong,,43k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 6 hours ago,13 Hundred Tons per month,3 Mbbl per month,Free Market,$770 million,424 Mbbl,Untapped,Mediocre,Pacific Rim,United States,24351 km 2,http://blocgame.com/stats.php?id=63041,
Lorigan,Lorigan,The High Council,37k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Good,last online 10 hours ago,11 Hundred Tons per month,8 Mbbl per month,Central Planning,$768 million,374 Mbbl; 8 Mbbl,Untapped,Mediocre,Amazonia,Soviet Union,34495 km 2,http://blocgame.com/stats.php?id=59787,
Krasnyyikistan,JohnTheGreat,Comintern,60k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 2 hours ago,7 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$764 million,3872 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,26091 km 2,http://blocgame.com/stats.php?id=50209,
Leinad,bloodywaffles12,The United Nations,53k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Poor,last online 5 hours ago,9 Hundred Tons per month,3 Mbbl per month,Central Planning,$764 million,148 Mbbl; 3 Mbbl,Plentiful,Small,China,Soviet Union,20307 km 2,http://blocgame.com/stats.php?id=59332,
Thunderclap,LittleRedKing,,9k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Poor,last online 146 hours ago,4 Hundred Tons per month,,Central Planning,$758 million,,Untapped,None,East Indies,Neutral,13613 km 2,http://blocgame.com/stats.php?id=63156,
Texastan,Rebel Lord,Interpol,60k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 7 hours ago,19 Hundred Tons per month,20 Mbbl per month,Central Planning,$757 million,3709 Mbbl; 20 Mbbl,,Small,Mesopotamia,Soviet Union,39702 km 2,http://blocgame.com/stats.php?id=58149,
The Marintinia,Edington,,8k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 19 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$756 million,12 Mbbl; 4 Mbbl,Untapped,Mediocre,Southern Cone,Soviet Union,17623 km 2,http://blocgame.com/stats.php?id=61912,
Senglia,mreid2112,Farmington Brigade,2k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 29 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$755 million,2 Mbbl,Untapped,Meagre,Indochina,Soviet Union,11145 km 2,http://blocgame.com/stats.php?id=62920,
Artimba,Scepticus,,9k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Poor,last online 179 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$753 million,774 Mbbl,Untapped,Meagre,Persia,Neutral,13477 km 2,http://blocgame.com/stats.php?id=63600,
Antah_Berantah,zonda,,7k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 155 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$750 million,282 Mbbl; 1 Mbbl,Untapped,Small,East Indies,Soviet Union,12948 km 2,http://blocgame.com/stats.php?id=62247,
QonoS,Tmonsta,The High Council,48k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Poor,last online 1 hours ago,14 Hundred Tons per month,5 Mbbl per month,Central Planning,$749 million,114 Mbbl; 5 Mbbl,Plentiful,Mediocre,China,Soviet Union,37242 km 2,http://blocgame.com/stats.php?id=44539,
Kyranistan,Michael Hussain,Brotherhood of Nod,3k active personnel,0 ships,,First World War surplus,Pariah,1 factory,Undisciplined Rabble,last online 4 hours ago,7 Hundred Tons per month,8 Mbbl per month,Central Planning,$747 million,8680 Mbbl; 8 Mbbl,,Somewhat Large,Persia,Soviet Union,30567 km 2,http://blocgame.com/stats.php?id=61263,
raja_png,DiDi27,,11k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 4 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$746 million,291 Mbbl; 3 Mbbl,Untapped,None,Pacific Rim,Soviet Union,11009 km 2,http://blocgame.com/stats.php?id=62000,
fetiwert,raja adam iskandar,The Federal Colonies,5k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Poor,last online 16 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$743 million,,Untapped,None,East Indies,Soviet Union,11231 km 2,http://blocgame.com/stats.php?id=63124,
Prometheus,Jefferson,Brotherhood of Zion,48k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,online now,16 Hundred Tons per month,3 Mbbl per month,Free Market,$742 million,400 Mbbl,,Meagre,Caribbean,United States,31916 km 2,http://blocgame.com/stats.php?id=56022,
Worthless Sand,Spirit of Saddam Hussein,Brotherhood of Nod,19k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 2 hours ago,10 Hundred Tons per month,3 Mbbl per month,Central Planning,$740 million,3720 Mbbl; 3 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63192,
axmbest,amsyah80,,6k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 165 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$738 million,192 Mbbl; 2 Mbbl,Untapped,Meagre,Pacific Rim,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=61772,
Zuyazayuza,Zuyazayuza,Brotherhood of Zion,73k active personnel,2 ships,,First World War surplus,Angelic,2 factories,Good,last online 1 hours ago,16 Hundred Tons per month,2 Mbbl per month,Free Market,$737 million,336 Mbbl,Untapped,Mediocre,Caribbean,United States,41314 km 2,http://blocgame.com/stats.php?id=62470,
Dess,Raktai,The Order,59k active personnel,0 ships,,Second World War surplus,Angelic,2 factories,Standard,online now,10 Hundred Tons per month,4 Mbbl per month,Free Market,$737 million,202 Mbbl,Untapped,Meagre,Pacific Rim,United States,31724 km 2,http://blocgame.com/stats.php?id=63586,
North Nubia,Sean Tony,The United Nations,25k active personnel,1 ships,,Second World War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,16 Hundred Tons per month,2 Mbbl per month,Central Planning,$736 million,250 Mbbl; 2 Mbbl,,Mediocre,Congo,Soviet Union,20349 km 2,http://blocgame.com/stats.php?id=63084,
Utopiastan,SilmAlpha,The High Council,39k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 4 hours ago,22 Hundred Tons per month,6 Mbbl per month,Central Planning,$735 million,1301 Mbbl; 6 Mbbl,Untapped,Small,Guinea,Soviet Union,38584 km 2,http://blocgame.com/stats.php?id=56876,
Pooland,kurwa,Brotherhood of Zion,39k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,17 Hundred Tons per month,9 Mbbl per month,Central Planning,$733 million,2374 Mbbl; 9 Mbbl,Untapped,Large,Atlas,Soviet Union,39790 km 2,http://blocgame.com/stats.php?id=49295,
