country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Obamanation,Randall D. Blythe,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 133 hours ago,2 Hundred Tons per month,,Free Market,$337 million,,Untapped,None,Persia,Soviet Union,16010 km 2,http://blocgame.com/stats.php?id=63395,
fety,nev39.mj,,7k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 126 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$337 million,228 Mbbl; 1 Mbbl,Untapped,None,Congo,Neutral,16010 km 2,http://blocgame.com/stats.php?id=63610,
kuci,kiki,,9k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 74 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$337 million,,Untapped,None,East Indies,Neutral,13613 km 2,http://blocgame.com/stats.php?id=63755,
KelabuAsap,kelam,The High Council,46k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 12 hours ago,9 Hundred Tons per month,9 Mbbl per month,Central Planning,$336 million,589 Mbbl; 9 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,23698 km 2,http://blocgame.com/stats.php?id=60664,
Libertariania,Aliencreature,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 131 hours ago,3 Hundred Tons per month,,Free Market,$336 million,,Untapped,None,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63470,
9crowns,cuban9,The Order,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 112 hours ago,3 Hundred Tons per month,,Free Market,$336 million,401 Mbbl,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63571,
Olut,Vittusaatana,Al-Qassam Brigades,32k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 33 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$336 million,3670 Mbbl; 4 Mbbl,Untapped,Meagre,Atlas,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63682,
TrumpCity,Ronald mcTrump,,4k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 8 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$336 million,263 Mbbl,,Meagre,Caribbean,Neutral,19212 km 2,http://blocgame.com/stats.php?id=63769,
Bixnoodia,King Abdi,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 96 hours ago,2 Hundred Tons per month,,Free Market,$336 million,,Untapped,None,Congo,United States,16335 km 2,http://blocgame.com/stats.php?id=63793,
Bernie,nymetsfan,,9k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 63 hours ago,2 Hundred Tons per month,,Mixed Economy,$336 million,,Untapped,None,Atlas,Neutral,19800 km 2,http://blocgame.com/stats.php?id=63902,
Reality,fujisyugi,The High Council,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 7 hours ago,8 Hundred Tons per month,5 Mbbl per month,Central Planning,$335 million,192 Mbbl; 5 Mbbl,Untapped,None,Southern Africa,Soviet Union,23828 km 2,http://blocgame.com/stats.php?id=53029,
Akihabara,KawaiiKrusader,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 101 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$335 million,189 Mbbl; 1 Mbbl,Untapped,Meagre,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=53845,
Untauzbek,Al Najibun Razaq,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 60 hours ago,2 Hundred Tons per month,,Mixed Economy,$335 million,,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60535,
Elos,Panzerfan,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 8 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$335 million,303 Mbbl; 1 Mbbl,Untapped,Meagre,Southern Africa,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61127,
Lupiin,Fluffwuff,The Order,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 82 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$335 million,218 Mbbl,Untapped,Meagre,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63533,
GH&G,danielzi,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 127 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$335 million,1 Mbbl,Untapped,None,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63606,
akuman,akuen,The Khilafah,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 105 hours ago,3 Hundred Tons per month,,Central Planning,$335 million,165 Mbbl,Untapped,None,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63624,
Fresh Memes,MemeLord,,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 121 hours ago,2 Hundred Tons per month,,Central Planning,$335 million,,Untapped,None,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63646,
Brohan,Brodolf_shitler,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 96 hours ago,2 Hundred Tons per month,4 Mbbl per month,Central Planning,$334 million,2119 Mbbl; 4 Mbbl,Untapped,None,Persia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=40340,
Rez,Quasimodo,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 95 hours ago,2 Hundred Tons per month,,Mixed Economy,$334 million,,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=41436,
Merrowholt,B. Summers,The High Council,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 90 hours ago,2 Hundred Tons per month,,Mixed Economy,$334 million,,Untapped,None,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=54923,
Songtan,generosity,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 135 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$334 million,1454 Mbbl; 2 Mbbl,Untapped,None,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=57664,
pengkalan chepa,sultan pali,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,online now,2 Hundred Tons per month,,Mixed Economy,$334 million,242 Mbbl,Untapped,None,East Indies,Neutral,16500 km 2,http://blocgame.com/stats.php?id=60742,
johoreansouth,afiqaffendy615,PIRATES,32k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 5 hours ago,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$334 million,103 Mbbl; 2 Mbbl,Untapped,Meagre,The Subcontinent,Soviet Union,24086 km 2,http://blocgame.com/stats.php?id=61895,
Citizens,ProfDaishor,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 162 hours ago,2 Hundred Tons per month,,Free Market,$334 million,,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63040,
AtlasCorp,Sandreniner,,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$334 million,383 Mbbl; 4 Mbbl,Untapped,Meagre,Caribbean,Soviet Union,23430 km 2,http://blocgame.com/stats.php?id=63122,
Nahua,LukKhrueng,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 95 hours ago,2 Hundred Tons per month,,Central Planning,$334 million,,Untapped,None,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63153,
DankPranks,Patton6969_420,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 111 hours ago,3 Hundred Tons per month,,Free Market,$334 million,,Untapped,Meagre,Indochina,United States,16335 km 2,http://blocgame.com/stats.php?id=63398,
WeWuz,OfficerDarrenWilson,SPQR,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 34 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$334 million,4555 Mbbl,Untapped,None,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63547,
Rapost,Praetornicus,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 120 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$334 million,1358 Mbbl,Untapped,None,Mesopotamia,United States,16172 km 2,http://blocgame.com/stats.php?id=63660,
Vaska,Emma,Vask Alliance,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 1 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$334 million,,Untapped,Meagre,Southern Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=63792,
Vrystaat,FunVake,Executive Outcomes,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 101 hours ago,2 Hundred Tons per month,,Mixed Economy,$333 million,,Untapped,None,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=41030,
South Port,Targe,,5k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 1 hours ago,2 Hundred Tons per month,,Mixed Economy,$333 million,,Untapped,None,Indochina,Neutral,19406 km 2,http://blocgame.com/stats.php?id=42637,
Casa del Nolano,jnolat09,The Order,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 2 hours ago,3 Hundred Tons per month,,Free Market,$333 million,294 Mbbl,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=45936,
Guldania,WiseApple,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 98 hours ago,2 Hundred Tons per month,,Mixed Economy,$333 million,,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=45986,
Felineistan,Catassium,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 79 hours ago,2 Hundred Tons per month,,Central Planning,$333 million,,Untapped,None,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=53970,
Panamastan,Fleetfoot,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 101 hours ago,2 Hundred Tons per month,,Mixed Economy,$333 million,,Untapped,None,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=54395,
Nigerian Scams,Alyusi Islassis,The Order,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 110 hours ago,2 Hundred Tons per month,,Mixed Economy,$333 million,,Untapped,None,West Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62857,
Sanguar,ElectralLove,The Khilafah,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 84 hours ago,4 Hundred Tons per month,,Central Planning,$333 million,,Untapped,Meagre,East Indies,Soviet Union,16010 km 2,http://blocgame.com/stats.php?id=63075,
Douchistan,McDouchebag,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 114 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$333 million,2303 Mbbl; 1 Mbbl,Untapped,None,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63347,
420Istan,orflarg,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 133 hours ago,2 Hundred Tons per month,,Free Market,$333 million,,Untapped,None,Amazonia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63370,
Klan,RysioZKlanu,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 102 hours ago,2 Hundred Tons per month,,Central Planning,$333 million,,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63768,
Carteles,Miss Senza,,2k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 15 hours ago,2 Hundred Tons per month,,Free Market,$333 million,,Untapped,None,Mesoamerica,Neutral,19602 km 2,http://blocgame.com/stats.php?id=63771,
Chris Cooper,Tyrant Myrrr,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 48 hours ago,2 Hundred Tons per month,,Central Planning,$333 million,,Untapped,None,Pacific Rim,Neutral,19900 km 2,http://blocgame.com/stats.php?id=63790,
pooperheds,Yung Peanuts,,20k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Standard,last online 41 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$333 million,,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63903,
"Dude, bro",MickyMouse1,,8k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 60 hours ago,2 Hundred Tons per month,,Central Planning,$333 million,,Untapped,None,China,Neutral,19602 km 2,http://blocgame.com/stats.php?id=63911,
Swedeinstan,The_Real_Taylor_Swift,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 37 hours ago,2 Hundred Tons per month,,Mixed Economy,$332 million,,Untapped,None,Arabia,Neutral,13477 km 2,http://blocgame.com/stats.php?id=39005,
maxico,nms642,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 100 hours ago,2 Hundred Tons per month,,Free Market,$332 million,,Untapped,None,Caribbean,Neutral,13343 km 2,http://blocgame.com/stats.php?id=62437,
Subaland,khodeq,,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 82 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$332 million,,Untapped,Meagre,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62574,
nogoriden2,nogoriden2,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 3 hours ago,9 Hundred Tons per month,3 Mbbl per month,Central Planning,$332 million,389 Mbbl; 3 Mbbl,Untapped,Mediocre,Indochina,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62787,
OnePiece,AkiManang,,23k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 17 hours ago,3 Hundred Tons per month,3 Mbbl per month,Central Planning,$332 million,6390 Mbbl,Untapped,Small,Persia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63126,
Wankmuffin,tempcunt,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 2 hours ago,6 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$332 million,425 Mbbl; 2 Mbbl,Untapped,None,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63325,
Tanda,yobob2,The Unknown,26k active personnel,0 ships,First World War surplus,Nice,None,Poor,last online 2 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$332 million,1 Mbbl,Untapped,Meagre,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63885,
Zetland,a sticky heresy,,7k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 63 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$331 million,1 Mbbl,Untapped,None,Arabia,Neutral,19602 km 2,http://blocgame.com/stats.php?id=44930,
Dragon Stone,Mannis,Interpol,38k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 2 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$331 million,347 Mbbl; 2 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=54852,
Bunga Malaya,Tun Adam Z,,15k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,last online 31 hours ago,2 Hundred Tons per month,,Mixed Economy,$331 million,,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61824,
Angles,Badman,SPQR,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 17 hours ago,2 Hundred Tons per month,,Free Market,$331 million,,Untapped,None,Mesopotamia,United States,20000 km 2,http://blocgame.com/stats.php?id=62095,
shair,shair,Al-Qassam Brigades,34k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 4 hours ago,6 Hundred Tons per month,4 Mbbl per month,Central Planning,$331 million,333 Mbbl,Untapped,Meagre,East Indies,Soviet Union,19406 km 2,http://blocgame.com/stats.php?id=62199,
Koscierzyna,rootikins,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 164 hours ago,2 Hundred Tons per month,,Free Market,$331 million,291 Mbbl,Untapped,None,Pacific Rim,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63011,
Nespera,Pope Paul XXXVI,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 134 hours ago,2 Hundred Tons per month,,Free Market,$331 million,,Untapped,None,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63270,
Erpland,Stomana,The Order,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 39 hours ago,3 Hundred Tons per month,2 Mbbl per month,Free Market,$331 million,345 Mbbl,Untapped,Mediocre,Southern Cone,United States,20000 km 2,http://blocgame.com/stats.php?id=63448,
GAK-+,KingGakoffical,GAK,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 30 hours ago,3 Hundred Tons per month,,Mixed Economy,$331 million,367 Mbbl,Untapped,None,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63767,
Rebel Scum,Swipa,,2k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 42 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$331 million,2173 Mbbl; 1 Mbbl,Untapped,None,Arabia,Neutral,19602 km 2,http://blocgame.com/stats.php?id=63844,
Funistan,Evequill,,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 48 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$330 million,1 Mbbl,Untapped,Meagre,The Subcontinent,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=8311,
Kolechia,President Jorji,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 112 hours ago,2 Hundred Tons per month,,Mixed Economy,$330 million,,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=40339,
Loathing,King Ralph XI,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 66 hours ago,2 Hundred Tons per month,,Mixed Economy,$330 million,,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=43034,
Bkostia,BKosti,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 119 hours ago,2 Hundred Tons per month,,Mixed Economy,$330 million,,Untapped,None,Amazonia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=43831,
Casterly Rock,TywinLannister,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 63 hours ago,2 Hundred Tons per month,,Mixed Economy,$330 million,,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=51029,
Masterdom,LichMaster98,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 71 hours ago,2 Hundred Tons per month,,Mixed Economy,$330 million,,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=51785,
Europoid,Dena,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 119 hours ago,2 Hundred Tons per month,,Central Planning,$330 million,,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=54540,
Kharniastan,GamerAddict7,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 71 hours ago,2 Hundred Tons per month,,Free Market,$330 million,,Untapped,None,Atlas,Neutral,20000 km 2,http://blocgame.com/stats.php?id=55678,
Nowy Europa,Jorge Pedraboa,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 120 hours ago,2 Hundred Tons per month,,Mixed Economy,$330 million,,Untapped,None,Amazonia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=57151,
Daun Pisang,Shahidan,Divine League,22k active personnel,0 ships,First World War surplus,Good,1 factory,Good,last online 11 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$330 million,338 Mbbl; 2 Mbbl,Untapped,None,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=60607,
Buchepalia,ubiqa,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Elite,online now,9 Hundred Tons per month,3 Mbbl per month,Free Market,$330 million,222 Mbbl,Plentiful,None,Caribbean,United States,19206 km 2,http://blocgame.com/stats.php?id=60734,
MakanBudak,amirulfaizal,The Order,5k active personnel,0 ships,Finest of the 19th century,Nice,None,Poor,last online 6 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$330 million,272 Mbbl; 2 Mbbl,Untapped,Meagre,East Indies,Neutral,11459 km 2,http://blocgame.com/stats.php?id=60748,
Ikeland,ike the freakin awesome,,7k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 66 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$330 million,313 Mbbl; 1 Mbbl,Untapped,Meagre,China,Soviet Union,15850 km 2,http://blocgame.com/stats.php?id=62694,
Texcola,Chemaphex,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 133 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$330 million,1 Mbbl,Untapped,Meagre,East Indies,Neutral,16335 km 2,http://blocgame.com/stats.php?id=62737,
Dubsistan,Kek Almighty,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 134 hours ago,2 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$330 million,1777 Mbbl; 3 Mbbl,Untapped,None,Egypt,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=63300,
AlanGalaxy,AlanGalaxy,When you eat food,4k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 107 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$330 million,278 Mbbl; 1 Mbbl,Untapped,None,China,United States,19212 km 2,http://blocgame.com/stats.php?id=63456,
Thanatos,voightyutani,,10k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 114 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$330 million,1 Mbbl,Untapped,None,Congo,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63513,
Great America,Tonald Drump,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 120 hours ago,2 Hundred Tons per month,,Free Market,$330 million,,Untapped,None,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63664,
Malacia,Xian,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 120 hours ago,2 Hundred Tons per month,,Central Planning,$330 million,,Untapped,None,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63667,
Sukhotai,Raekwon,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 119 hours ago,2 Hundred Tons per month,,Free Market,$330 million,,Untapped,None,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63677,
CumFuck,Celtic God,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 118 hours ago,3 Hundred Tons per month,,Mixed Economy,$330 million,,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63690,
Aleinzeh,Ayyhmed Lmaoo,Al-Qassam Brigades,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 118 hours ago,2 Hundred Tons per month,,Mixed Economy,$330 million,,Untapped,None,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63692,
Drumpf,Drumpf,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 116 hours ago,5 Hundred Tons per month,,Free Market,$330 million,,Untapped,None,West Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63716,
Paceberg,bmp46,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 113 hours ago,2 Hundred Tons per month,,Mixed Economy,$330 million,,Untapped,None,Amazonia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63728,
TheBird,Ragebird,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 113 hours ago,2 Hundred Tons per month,,Central Planning,$330 million,,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63736,
Rebublica,VFisEPIC,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 110 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$330 million,461 Mbbl; 1 Mbbl,Untapped,None,Guinea,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63739,
Kangbok,Mank Demes,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 112 hours ago,2 Hundred Tons per month,,Central Planning,$330 million,,Untapped,None,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63743,
Ploxocon,BMRMike,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 108 hours ago,2 Hundred Tons per month,,Free Market,$330 million,,Untapped,None,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63751,
Sophex,sophex,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 71 hours ago,2 Hundred Tons per month,,Mixed Economy,$330 million,,Untapped,None,Atlas,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63877,
Belmontia,Belmonter,,8k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 71 hours ago,2 Hundred Tons per month,,Free Market,$330 million,,Untapped,None,Congo,Neutral,19800 km 2,http://blocgame.com/stats.php?id=63878,
Avkalan,Avalon011,,10k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 71 hours ago,2 Hundred Tons per month,,Central Planning,$330 million,,Untapped,None,China,Neutral,19800 km 2,http://blocgame.com/stats.php?id=63879,
Kouvostoliitto,Pavel22,,12k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 66 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$330 million,3062 Mbbl; 1 Mbbl,Untapped,None,Egypt,Neutral,19800 km 2,http://blocgame.com/stats.php?id=63895,
CNL,Kylie Noelle,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 15 hours ago,2 Hundred Tons per month,,Mixed Economy,$330 million,,Untapped,None,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63900,
MLG 420 Gamers,BanterFC,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 63 hours ago,2 Hundred Tons per month,,Mixed Economy,$330 million,,Untapped,None,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63904,
Nlggerola,Charles DeMagne,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 63 hours ago,2 Hundred Tons per month,,Mixed Economy,$330 million,,Untapped,None,Persia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63905,
Jerunco,analie,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 61 hours ago,2 Hundred Tons per month,,Central Planning,$330 million,,Untapped,None,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63907,
Pahd,Chalmer,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 50 hours ago,2 Hundred Tons per month,,Central Planning,$330 million,,Untapped,None,Egypt,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63927,
