country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
whitmanistan,slim,The Order,52k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 10 hours ago,10 Hundred Tons per month,5 Mbbl per month,Free Market,$480 million,2739 Mbbl; 5 Mbbl,Plentiful,Mediocre,Mesopotamia,United States,30329 km 2,http://blocgame.com/stats.php?id=36344,
Krakozhia,Ilyich,Interpol,58k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 1 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$480 million,179 Mbbl; 2 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,23665 km 2,http://blocgame.com/stats.php?id=39065,
Amazonian Union,Hugo Chavez,Brotherhood of Zion,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 18 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$480 million,93 Mbbl,Untapped,Meagre,Amazonia,United States,19998 km 2,http://blocgame.com/stats.php?id=59377,
Tanus,Hoovytaurus,Brotherhood of Zion,32k active personnel,0 ships,First World War surplus,Nice,None,Good,online now,7 Hundred Tons per month,2 Mbbl per month,Free Market,$480 million,61 Mbbl,Untapped,Mediocre,Caribbean,United States,32325 km 2,http://blocgame.com/stats.php?id=61059,
Mys glory,Mhanes27,The Order,40k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$480 million,417 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,20470 km 2,http://blocgame.com/stats.php?id=62396,
Liszonia,Liszon,,42k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,6 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$480 million,4562 Mbbl; 5 Mbbl,Plentiful,Mediocre,Atlas,Soviet Union,21657 km 2,http://blocgame.com/stats.php?id=62783,
hiddenvillage,uzumaki975,The High Council,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 107 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$479 million,31 Mbbl,Untapped,None,The Subcontinent,Soviet Union,13343 km 2,http://blocgame.com/stats.php?id=61796,
Dromund Kaas,Arkahm,,18k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 4 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$479 million,275 Mbbl; 2 Mbbl,Untapped,Small,Congo,Neutral,12818 km 2,http://blocgame.com/stats.php?id=62191,
Atyrauistan,Falchion,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 50 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$479 million,2 Mbbl,Untapped,None,Persia,Neutral,11231 km 2,http://blocgame.com/stats.php?id=62764,
fotamorgana,nadim,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 77 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$479 million,1 Mbbl,Untapped,None,East Indies,United States,13477 km 2,http://blocgame.com/stats.php?id=62833,
Justice,Tommy Scrumptious,Brotherhood of Nod,31k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Elite,last online 29 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$479 million,3824 Mbbl,Untapped,Small,Mesopotamia,Soviet Union,24386 km 2,http://blocgame.com/stats.php?id=62975,
Utopiareally,Benevolent Dictator,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,last online 109 hours ago,2 Hundred Tons per month,4 Mbbl per month,Central Planning,$479 million,2056 Mbbl; 4 Mbbl,Untapped,Meagre,Persia,Soviet Union,19269 km 2,http://blocgame.com/stats.php?id=63590,
Waifus,Ferris,Che Guevara League,38k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 35 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$478 million,313 Mbbl; 1 Mbbl,Untapped,Mediocre,Caribbean,Soviet Union,26358 km 2,http://blocgame.com/stats.php?id=40157,
Bluegene/Q,ChevalierCavac,The High Council,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,9 Hundred Tons per month,10 Mbbl per month,Central Planning,$478 million,3043 Mbbl; 10 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,30287 km 2,http://blocgame.com/stats.php?id=61506,
Neechanville,Overlord-kun,,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 20 hours ago,5 Hundred Tons per month,,Central Planning,$478 million,,,Meagre,Gran Colombia,Soviet Union,16171 km 2,http://blocgame.com/stats.php?id=63023,
Osia,Chairman Nippon,Brotherhood of Zion,28k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,online now,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$477 million,347 Mbbl,,Meagre,China,Soviet Union,33770 km 2,http://blocgame.com/stats.php?id=40431,
Beausch�n,canadianghetto,Brotherhood of Zion,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 15 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$477 million,1730 Mbbl; 2 Mbbl,Untapped,None,Arabia,Neutral,13477 km 2,http://blocgame.com/stats.php?id=59455,
Cenation,Sir Camelot,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 167 hours ago,2 Hundred Tons per month,,Central Planning,$477 million,,Untapped,None,Egypt,Neutral,16335 km 2,http://blocgame.com/stats.php?id=59789,
Costa Bravo,trifolium,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 139 hours ago,2 Hundred Tons per month,,Central Planning,$477 million,,Untapped,None,Caribbean,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63889,
woosha,blaatje,The United Nations,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 25 hours ago,8 Hundred Tons per month,11 Mbbl per month,Central Planning,$476 million,1417 Mbbl; 11 Mbbl,Untapped,None,Egypt,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=58158,
Sillot,Come Pienso,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 50 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$476 million,1 Mbbl,Untapped,None,Arabia,Soviet Union,13613 km 2,http://blocgame.com/stats.php?id=61621,
johoreansouth,afiqaffendy615,PIRATES,21k active personnel,0 ships,First World War surplus,Angelic,1 factory,Poor,last online 7 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$476 million,91 Mbbl; 2 Mbbl,Untapped,None,The Subcontinent,Soviet Union,30765 km 2,http://blocgame.com/stats.php?id=61895,
East Nubia,Tony Johnson,The Order,27k active personnel,0 ships,First World War surplus,Pariah,1 factory,Standard,last online 3 hours ago,10 Hundred Tons per month,3 Mbbl per month,Central Planning,$476 million,218 Mbbl,Plentiful,Small,Congo,Soviet Union,33067 km 2,http://blocgame.com/stats.php?id=63663,
Chaos county,Chavo,The United Nations,44k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 19 hours ago,6 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$475 million,3586 Mbbl,Untapped,Mediocre,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=49736,
Walmart,Jeddy,Interpol,52k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,18 Hundred Tons per month,6 Mbbl per month,Central Planning,$475 million,204 Mbbl; 6 Mbbl,Untapped,Mediocre,China,Soviet Union,30667 km 2,http://blocgame.com/stats.php?id=57903,1 Tons
Akhlaken,GaGaK,Aseang MMP,8k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 149 hours ago,8 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$475 million,308 Mbbl,Untapped,Meagre,East Indies,United States,16172 km 2,http://blocgame.com/stats.php?id=60346,
Novigrad,Vizimir the Just,Brotherhood of Nod,33k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Elite,last online 160 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$475 million,5434 Mbbl; 2 Mbbl,Untapped,Meagre,Egypt,Soviet Union,23796 km 2,http://blocgame.com/stats.php?id=62757,
Best Istan,Glorious Leader,,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 51 hours ago,2 Hundred Tons per month,,Central Planning,$474 million,,Untapped,None,China,Neutral,16010 km 2,http://blocgame.com/stats.php?id=40577,
Hugo Boss,Lucius:^),,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 167 hours ago,5 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$474 million,,Untapped,None,Southern Cone,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=63525,
Bantersciz,Banterscnizzle Cuperpatch,,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 36 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$474 million,21 Mbbl,Untapped,Small,Southern Africa,United States,13613 km 2,http://blocgame.com/stats.php?id=63604,
Rararaland,Whiskertoes,The Order,35k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 4 hours ago,5 Hundred Tons per month,6 Mbbl per month,Central Planning,$473 million,5526 Mbbl; 6 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,29388 km 2,http://blocgame.com/stats.php?id=49272,
Gandoria,zoneguy22,Brotherhood of Zion,13k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 16 hours ago,7 Hundred Tons per month,,Central Planning,$473 million,,Untapped,None,Gran Colombia,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=50771,
Homo Mono,Homo Mono,Brotherhood of Nod,31k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 20 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$473 million,353 Mbbl; 2 Mbbl,Untapped,Small,Arabia,Soviet Union,23500 km 2,http://blocgame.com/stats.php?id=59108,
Octobia,Octo,The Federal Colonies,55k active personnel,0 ships,First World War surplus,Good,None,Good,online now,5 Hundred Tons per month,6 Mbbl per month,Central Planning,$473 million,3226 Mbbl; 6 Mbbl,Untapped,Small,Arabia,Soviet Union,31862 km 2,http://blocgame.com/stats.php?id=61272,
Middlewest,BigBross,The Khilafah,63k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,online now,3 Hundred Tons per month,2 Mbbl per month,Free Market,$473 million,3149 Mbbl; 2 Mbbl,,Mediocre,Mesopotamia,Neutral,16183 km 2,http://blocgame.com/stats.php?id=63635,
Ceannesburg,theorange0,Brotherhood of Zion,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,12 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$472 million,74 Mbbl,Untapped,Mediocre,Mesoamerica,United States,23765 km 2,http://blocgame.com/stats.php?id=56500,
kinabalu,fatimah,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 17 hours ago,9 Hundred Tons per month,17 Mbbl per month,Central Planning,$472 million,3050 Mbbl,Untapped,None,Arabia,Neutral,11120 km 2,http://blocgame.com/stats.php?id=62887,
Drunken Retards,Some Drunken Retard,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 176 hours ago,3 Hundred Tons per month,5 Mbbl per month,Central Planning,$472 million,1255 Mbbl; 5 Mbbl,Untapped,None,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63612,
Chongministan,Restrepo,The Order,39k active personnel,0 ships,Stone Age,Good,1 factory,Standard,last online 2 hours ago,7 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$471 million,2950 Mbbl; 4 Mbbl,Untapped,Small,Persia,United States,31752 km 2,http://blocgame.com/stats.php?id=63388,
ZumbaZumbi,PakuPakis,,38k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 5 hours ago,22 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$470 million,215 Mbbl; 2 Mbbl,,None,Southern Africa,United States,9267 km 2,http://blocgame.com/stats.php?id=61482,
venganza,screw,The High Council,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 64 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$469 million,272 Mbbl; 1 Mbbl,Untapped,Meagre,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62143,
The Boer,Joe Soap,The Order,25k active personnel,0 ships,First World War surplus,Normal,1 factory,Elite,last online 11 hours ago,11 Hundred Tons per month,2 Mbbl per month,Free Market,$468 million,415 Mbbl,Untapped,Meagre,Southern Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=55355,
Kedahan,Farhan,,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 61 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$468 million,40 Mbbl,Untapped,None,East Indies,United States,16335 km 2,http://blocgame.com/stats.php?id=60758,
Snusers,Snuupy,The Order,61k active personnel,4 ships,Second World War surplus,Questionable,4 factories,Elite,online now,40 Hundred Tons per month,5 Mbbl per month,Free Market,$467 million,2716 Mbbl,,Very Powerful,The Subcontinent,United States,39422 km 2,http://blocgame.com/stats.php?id=58336,
Parit Sayang,Penghulu Seman,,47k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 3 hours ago,22 Hundred Tons per month,9 Mbbl per month,Free Market,$467 million,283 Mbbl; 9 Mbbl,Untapped,Mediocre,East Indies,United States,30830 km 2,http://blocgame.com/stats.php?id=60573,
HARDGAY♂,mits,The Order,51k active personnel,0 ships,First World War surplus,Nice,1 factory,Standard,online now,15 Hundred Tons per month,4 Mbbl per month,Central Planning,$467 million,375 Mbbl; 4 Mbbl,,Meagre,Pacific Rim,Soviet Union,25933 km 2,http://blocgame.com/stats.php?id=63324,
Zaporozhia,Mykola Derevyanko,The Order,6k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 67 hours ago,5 Hundred Tons per month,4 Mbbl per month,Free Market,$467 million,2348 Mbbl,Untapped,None,Mesopotamia,Neutral,19269 km 2,http://blocgame.com/stats.php?id=63393,
Much War,Dan The Magic Man,The Order,41k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 7 hours ago,9 Hundred Tons per month,8 Mbbl per month,Central Planning,$466 million,2806 Mbbl; 8 Mbbl,Untapped,Small,Mesopotamia,Soviet Union,32968 km 2,http://blocgame.com/stats.php?id=61645,
N'vear,Czar Jakola,,2k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 68 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$465 million,610 Mbbl; 1 Mbbl,Untapped,None,Caribbean,Soviet Union,16011 km 2,http://blocgame.com/stats.php?id=51690,
Tok Jembal,Lady H,The Order,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,8 Hundred Tons per month,9 Mbbl per month,Mixed Economy,$463 million,2167 Mbbl; 9 Mbbl,Untapped,Small,Arabia,Neutral,26627 km 2,http://blocgame.com/stats.php?id=60840,
Oileum,Ihei,The High Council,19k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 11 hours ago,9 Hundred Tons per month,5 Mbbl per month,Central Planning,$463 million,3564 Mbbl; 5 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,30995 km 2,http://blocgame.com/stats.php?id=63070,
Redpills,Usamadolph Goldstein Xin,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 169 hours ago,2 Hundred Tons per month,,Mixed Economy,$463 million,,Untapped,None,Egypt,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63679,
Vanaheim,Nickius BigDickius,The Order,65k active personnel,0 ships,First World War surplus,Good,1 factory,Standard,last online 6 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$463 million,190 Mbbl; 2 Mbbl,Plentiful,Mediocre,Southern Africa,United States,26615 km 2,http://blocgame.com/stats.php?id=63832,
Boomtown,Rataca1000,The High Council,31k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 5 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$461 million,298 Mbbl; 2 Mbbl,Untapped,Small,China,Soviet Union,25687 km 2,http://blocgame.com/stats.php?id=50054,
Aminichina,doublepedaldylan,,26k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,6 Hundred Tons per month,1 Mbbl per month,Central Planning,$461 million,410 Mbbl; 1 Mbbl,Untapped,Small,Indochina,Soviet Union,18830 km 2,http://blocgame.com/stats.php?id=56720,
Karat,TankGun,The Federal Colonies,37k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,3 Hundred Tons per month,,Free Market,$460 million,,Untapped,None,Caribbean,United States,27656 km 2,http://blocgame.com/stats.php?id=45853,
Pura Cendana,Tun Nila Utama,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 168 hours ago,2 Hundred Tons per month,,Mixed Economy,$460 million,,Untapped,Meagre,Arabia,United States,13210 km 2,http://blocgame.com/stats.php?id=61462,
Wick,goku69587,The High Council,18k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 22 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$460 million,1 Mbbl,Untapped,Meagre,Arabia,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=62241,
Addin-territory,Addin,PIRATES,20k active personnel,0 ships,First World War surplus,Questionable,1 factory,Good,last online 10 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$460 million,139 Mbbl,Untapped,Small,Caribbean,Soviet Union,23736 km 2,http://blocgame.com/stats.php?id=62712,
Psilocybis,Lysergix,Brotherhood of Nod,24k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,7 Hundred Tons per month,6 Mbbl per month,Central Planning,$460 million,1385 Mbbl; 6 Mbbl,Plentiful,Meagre,Persia,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=62795,
Mesopotamiaa,The JC,Brotherhood of Nod,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 9 hours ago,7 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$460 million,4901 Mbbl; 3 Mbbl,Untapped,None,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63058,
Ralu,Ramar,The High Council,41k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 16 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$459 million,423 Mbbl; 2 Mbbl,Untapped,Meagre,Amazonia,United States,24123 km 2,http://blocgame.com/stats.php?id=59527,
Celtic Nations,BigWilly526,Brotherhood of Nod,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$458 million,2482 Mbbl; 6 Mbbl,Untapped,Small,Persia,Soviet Union,27924 km 2,http://blocgame.com/stats.php?id=7511,
Clownaland,Clowny,Brotherhood of Zion,37k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 12 hours ago,11 Hundred Tons per month,1 Mbbl per month,Central Planning,$458 million,69 Mbbl; 1 Mbbl,Untapped,Meagre,Congo,Neutral,32611 km 2,http://blocgame.com/stats.php?id=46942,
dingoland,dudleydukeofdingos,,31k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 2 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$458 million,4147 Mbbl; 2 Mbbl,Untapped,Small,Egypt,Soviet Union,20201 km 2,http://blocgame.com/stats.php?id=62266,
SemutHitam,JohnCool,,41k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,8 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$458 million,206 Mbbl,,Mediocre,Indochina,Neutral,13477 km 2,http://blocgame.com/stats.php?id=62379,
Begnion,Lehran,Interpol,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 162 hours ago,2 Hundred Tons per month,,Central Planning,$457 million,,Untapped,Small,Guinea,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=49586,
nanas,nanas batu,The High Council,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,12 Hundred Tons per month,3 Mbbl per month,Central Planning,$457 million,204 Mbbl; 3 Mbbl,Untapped,Small,East Indies,Neutral,23828 km 2,http://blocgame.com/stats.php?id=61809,
666,janne666tuhoaja,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 142 hours ago,4 Hundred Tons per month,,Central Planning,$457 million,,Untapped,None,Guinea,Neutral,16667 km 2,http://blocgame.com/stats.php?id=63881,
Weeksy,Andyrewwer,The United Nations,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 26 hours ago,13 Hundred Tons per month,2 Mbbl per month,Central Planning,$456 million,429 Mbbl; 2 Mbbl,Untapped,Mediocre,China,Soviet Union,27052 km 2,http://blocgame.com/stats.php?id=43381,
Andalusia,Michaelion,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 178 hours ago,2 Hundred Tons per month,,Free Market,$456 million,,Untapped,None,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=46668,
Spartan lsnd,Josepgreen,Brotherhood of Nod,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 168 hours ago,5 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$456 million,4024 Mbbl; 3 Mbbl,Untapped,Meagre,Atlas,Soviet Union,24094 km 2,http://blocgame.com/stats.php?id=59652,
Buchepalia,ubiqa,Brotherhood of Zion,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 2 hours ago,10 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$456 million,195 Mbbl,,Small,Caribbean,United States,19206 km 2,http://blocgame.com/stats.php?id=60734,
Sordidia,RogueandaScoundrel,The Order,9k active personnel,0 ships,Finest of the 19th century,Axis of Evil,1 factory,Elite,online now,10 Hundred Tons per month,2 Mbbl per month,Central Planning,$451 million,36 Mbbl,Plentiful,Meagre,Caribbean,Soviet Union,27140 km 2,http://blocgame.com/stats.php?id=63203,
Curonia,Luke-ms,The Order,40k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 22 hours ago,5 Hundred Tons per month,2 Mbbl per month,Free Market,$456 million,393 Mbbl; 2 Mbbl,Untapped,Mediocre,Southern Cone,United States,27330 km 2,http://blocgame.com/stats.php?id=63639,
Iranzamin,Lord of War,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 87 hours ago,2 Hundred Tons per month,,Mixed Economy,$455 million,,Untapped,Small,Persia,Neutral,13343 km 2,http://blocgame.com/stats.php?id=49556,
HCLI COG Div,Silphiel,Brotherhood of Zion,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 3 hours ago,8 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$455 million,280 Mbbl; 1 Mbbl,Untapped,Small,Congo,Neutral,27061 km 2,http://blocgame.com/stats.php?id=54510,
FIFA,Seff Blatter,Che Guevara League,30k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 19 hours ago,8 Hundred Tons per month,,Mixed Economy,$455 million,,Untapped,None,Amazonia,Soviet Union,23828 km 2,http://blocgame.com/stats.php?id=56829,
Kapitan,Kapitan,The Federal Colonies,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 5 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$455 million,70 Mbbl; 3 Mbbl,Untapped,None,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61709,
Carbonear,Wolfie,Interpol,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 16 hours ago,13 Hundred Tons per month,2 Mbbl per month,Free Market,$455 million,80 Mbbl,Untapped,None,West Africa,Neutral,19330 km 2,http://blocgame.com/stats.php?id=63657,
Kersumsos,Kersumsos,The Order,33k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 6 hours ago,5 Hundred Tons per month,14 Mbbl per month,Central Planning,$454 million,5201 Mbbl; 14 Mbbl,Untapped,Small,Egypt,Soviet Union,27369 km 2,http://blocgame.com/stats.php?id=46317,
Fapman,Fapman,The Order,51k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Elite,last online 2 hours ago,10 Hundred Tons per month,13 Mbbl per month,Mixed Economy,$454 million,4763 Mbbl,Plentiful,Small,Arabia,Soviet Union,30567 km 2,http://blocgame.com/stats.php?id=53748,
Harezland,Adam harez,The Order,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,last online 10 hours ago,6 Hundred Tons per month,7 Mbbl per month,Central Planning,$454 million,459 Mbbl; 7 Mbbl,Untapped,Small,Pacific Rim,Neutral,20389 km 2,http://blocgame.com/stats.php?id=60587,
Greater Israel,Mr. Benjamin Netanyahu,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 167 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$454 million,1407 Mbbl; 1 Mbbl,Untapped,None,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63681,
Gondolastan,Gondolastan,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 161 hours ago,2 Hundred Tons per month,,Central Planning,$454 million,,Untapped,None,Amazonia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63738,
Langgarpura,neocon,The Order,36k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,6 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$453 million,189 Mbbl,Untapped,Small,East Indies,Neutral,23665 km 2,http://blocgame.com/stats.php?id=60629,
Titiwangsa,Orga,PIRATES,55k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,5 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$453 million,141 Mbbl; 3 Mbbl,Plentiful,Mediocre,East Indies,United States,19897 km 2,http://blocgame.com/stats.php?id=61596,1 Tons
Pentastan,Magpie,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 175 hours ago,4 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$453 million,3 Mbbl,Untapped,None,Persia,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=63583,
Farsland,Kyrre Aleisun,,2k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 11 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$453 million,3683 Mbbl; 2 Mbbl,Untapped,None,Persia,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=63782,
MumbosMountain,Mumbo Jumbo,The United Nations,45k active personnel,0 ships,Second World War surplus,Nice,1 factory,Good,last online 2 hours ago,7 Hundred Tons per month,3 Mbbl per month,Free Market,$452 million,205 Mbbl,Untapped,Mediocre,Mesoamerica,United States,26899 km 2,http://blocgame.com/stats.php?id=54444,
Adrianopolis,XAdrianT,Brotherhood of Zion,60k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,14 Hundred Tons per month,7 Mbbl per month,Free Market,$452 million,2680 Mbbl,Untapped,Mediocre,Arabia,United States,27330 km 2,http://blocgame.com/stats.php?id=55912,
