country,leader,alliance,army_size,navy,reactor,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Uzbekistanstan,Shaikh Zayer,The Order,39k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,online now,20 Hundred Tons per month,3 Mbbl per month,Free Market,$832 million,539 Mbbl,Untapped,Mediocre,Congo,United States,36651 km 2,http://blocgame.com/stats.php?id=47207,
LOCAI,Agumentic,Brotherhood of Zion,25k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 5 hours ago,7 Hundred Tons per month,2 Mbbl per month,Free Market,$832 million,216 Mbbl; 2 Mbbl,Untapped,Somewhat Large,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,
Conferan,Cryptox,The High Council,79k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$828 million,551 Mbbl,Untapped,Large,East Indies,Soviet Union,37659 km 2,http://blocgame.com/stats.php?id=56710,
Memiaya,MrRoth,Che Guevara League,52k active personnel,0 ships,,Second World War surplus,Good,1 factory,Standard,last online 6 hours ago,20 Hundred Tons per month,3 Mbbl per month,Central Planning,$824 million,559 Mbbl; 3 Mbbl,Untapped,Large,Caribbean,Soviet Union,45699 km 2,http://blocgame.com/stats.php?id=62980,1 Tons
al-Bahrayn,dbdb,The Order,38k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 11 hours ago,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$823 million,934 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Mesopotamia,Soviet Union,30107 km 2,http://blocgame.com/stats.php?id=59775,
Ivalice,Nighthawk571,Interpol,39k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,11 Hundred Tons per month,11 Mbbl per month,Central Planning,$821 million,2409 Mbbl; 11 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,33781 km 2,http://blocgame.com/stats.php?id=63060,
Shambala,Feranon,Brotherhood of Nod,20k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 15 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$817 million,282 Mbbl; 3 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,31241 km 2,http://blocgame.com/stats.php?id=41268,
Asiana,El_Xanatos,The High Council,47k active personnel,0 ships,,First World War surplus,Nice,1 factory,Good,online now,19 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$816 million,163 Mbbl; 4 Mbbl,Plentiful,Small,Indochina,Soviet Union,39087 km 2,http://blocgame.com/stats.php?id=62221,
Biji Kurdistan,Myron2point0,Comintern,39k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 15 hours ago,9 Hundred Tons per month,9 Mbbl per month,Central Planning,$815 million,3340 Mbbl; 9 Mbbl,Untapped,Large,Mesopotamia,Soviet Union,20712 km 2,http://blocgame.com/stats.php?id=52906,
Mesopotamia,Arcturus,The Order,59k active personnel,0 ships,,First World War surplus,Nice,1 factory,Good,last online 4 hours ago,12 Hundred Tons per month,8 Mbbl per month,Free Market,$811 million,2181 Mbbl,Plentiful,Mediocre,Mesopotamia,United States,35274 km 2,http://blocgame.com/stats.php?id=42045,
Savannah,Watersfall,The United Nations,78k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,online now,12 Hundred Tons per month,2 Mbbl per month,Central Planning,$811 million,55 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,34261 km 2,http://blocgame.com/stats.php?id=49817,
Newsoka,E Mark,The High Council,10k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 11 hours ago,18 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$808 million,282 Mbbl,Untapped,Small,Indochina,United States,19186 km 2,http://blocgame.com/stats.php?id=63105,
Wafflonia,Stellarwaffle,SPQR,44k active personnel,0 ships,,First World War surplus,Pariah,1 factory,Elite,last online 6 hours ago,9 Hundred Tons per month,6 Mbbl per month,Central Planning,$806 million,4187 Mbbl; 6 Mbbl,Untapped,Mediocre,Egypt,Soviet Union,32849 km 2,http://blocgame.com/stats.php?id=63064,
FreakTopia,Remington Steel,The Order,54k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 7 hours ago,23 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$805 million,1156 Mbbl,Untapped,Small,The Subcontinent,United States,42295 km 2,http://blocgame.com/stats.php?id=45527,
Yummy Foods,iiruka,Interpol,87k active personnel,1 ships,,Second World War surplus,Gandhi-like,3 factories,Elite,last online 6 hours ago,30 Hundred Tons per month,1 Mbbl per month,Free Market,$805 million,86 Mbbl,Plentiful,Somewhat Large,Pacific Rim,United States,38251 km 2,http://blocgame.com/stats.php?id=54376,
Communistutopia,Bill Broskis,The Order,46k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 8 hours ago,9 Hundred Tons per month,5 Mbbl per month,Central Planning,$802 million,4825 Mbbl; 5 Mbbl,Untapped,Small,Persia,Soviet Union,32240 km 2,http://blocgame.com/stats.php?id=49796,
Valtania,Kelvin D. Makumbi,,76k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 9 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$796 million,265 Mbbl; 5 Mbbl,Untapped,Mediocre,Mesoamerica,Soviet Union,27676 km 2,http://blocgame.com/stats.php?id=62525,
Ausmasia,Harzan15,,5k active personnel,0 ships,,First World War surplus,Nice,None,Good,last online 11 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$795 million,138 Mbbl; 2 Mbbl,Untapped,Mediocre,Indochina,Soviet Union,10899 km 2,http://blocgame.com/stats.php?id=61817,
Ambon,Chalkface,The Order,43k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,last online 6 hours ago,16 Hundred Tons per month,5 Mbbl per month,Central Planning,$794 million,504 Mbbl; 5 Mbbl,,Mediocre,Pacific Rim,Soviet Union,35612 km 2,http://blocgame.com/stats.php?id=42744,
Jebawka,Shetay,The Order,62k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,8 Hundred Tons per month,9 Mbbl per month,Free Market,$792 million,2050 Mbbl,Untapped,Meagre,Arabia,United States,20378 km 2,http://blocgame.com/stats.php?id=54304,
Almania,Almanich,Brotherhood of Nod,47k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,2 Hundred Tons per month,,Central Planning,$784 million,50 Mbbl,Untapped,Mediocre,China,Soviet Union,39384 km 2,http://blocgame.com/stats.php?id=51725,
Robots,stormbot28,Interpol,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 15 hours ago,8 Hundred Tons per month,,Free Market,$772 million,,Untapped,Mediocre,Caribbean,United States,13613 km 2,http://blocgame.com/stats.php?id=40242,
OnlyJuanOvue,BigGuyBane,,7k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Poor,last online 161 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$771 million,1564 Mbbl,Untapped,None,Arabia,Soviet Union,11120 km 2,http://blocgame.com/stats.php?id=52889,
Lyranistan,Lyranistan,Brotherhood of Nod,42k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,online now,20 Hundred Tons per month,14 Mbbl per month,Central Planning,$771 million,2724 Mbbl; 14 Mbbl,Untapped,Large,Mesopotamia,Soviet Union,39228 km 2,http://blocgame.com/stats.php?id=56860,
Hansetica,Svan,The Order,33k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 15 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$769 million,33 Mbbl; 4 Mbbl,Untapped,None,China,Soviet Union,26686 km 2,http://blocgame.com/stats.php?id=63390,
Contra Mundi,Johnny,Brotherhood of Nod,10k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 163 hours ago,9 Hundred Tons per month,7 Mbbl per month,Central Planning,$767 million,3578 Mbbl,Untapped,None,Mesopotamia,Soviet Union,24625 km 2,http://blocgame.com/stats.php?id=62976,
Cameronia,Cameron Saxonson,Che Guevara League,24k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 16 hours ago,12 Hundred Tons per month,6 Mbbl per month,Central Planning,$765 million,508 Mbbl; 6 Mbbl,Untapped,None,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,
mani,mani,SPQR,9k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,8 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$763 million,448 Mbbl,Untapped,Small,Persia,Neutral,11139 km 2,http://blocgame.com/stats.php?id=62912,
Sepidajistan,Shah Squid,Al-Qassam Brigades,19k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 5 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$761 million,3799 Mbbl; 3 Mbbl,Plentiful,Meagre,Atlas,Soviet Union,15693 km 2,http://blocgame.com/stats.php?id=59462,
Texastan,Rebel Lord,Interpol,63k active personnel,0 ships,,Second World War surplus,Angelic,2 factories,Good,online now,19 Hundred Tons per month,20 Mbbl per month,Central Planning,$759 million,3729 Mbbl; 20 Mbbl,,Small,Mesopotamia,Soviet Union,39394 km 2,http://blocgame.com/stats.php?id=58149,
Batu putih,Harzan,The Federal Colonies,9k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,6 Hundred Tons per month,4 Mbbl per month,Central Planning,$759 million,290 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=61926,
Tandak,jimmyyus,PIRATES,21k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 21 hours ago,7 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$752 million,5293 Mbbl; 6 Mbbl,Untapped,Mediocre,Egypt,United States,21892 km 2,http://blocgame.com/stats.php?id=62201,
Tyanra,SaffronMerchant,SPQR,32k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Good,last online 13 hours ago,15 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$751 million,1210 Mbbl; 2 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,33183 km 2,http://blocgame.com/stats.php?id=60365,
Fongelesia,Fong,,43k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,13 Hundred Tons per month,3 Mbbl per month,Free Market,$747 million,427 Mbbl,Untapped,Mediocre,Pacific Rim,United States,24351 km 2,http://blocgame.com/stats.php?id=63041,
Krasnyyikistan,JohnTheGreat,Comintern,60k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,online now,7 Hundred Tons per month,10 Mbbl per month,Free Market,$745 million,3882 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,26091 km 2,http://blocgame.com/stats.php?id=50209,
constania,Comrade,Divine League,35k active personnel,0 ships,,First World War surplus,Good,1 factory,Good,last online 8 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$743 million,242 Mbbl; 3 Mbbl,Plentiful,Mediocre,Congo,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=62606,
Leinad,bloodywaffles12,The United Nations,11k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 18 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$742 million,151 Mbbl; 3 Mbbl,Untapped,Small,China,Soviet Union,20307 km 2,http://blocgame.com/stats.php?id=59332,
Glubistan,Glub,SPQR,28k active personnel,0 ships,,First World War surplus,Questionable,None,Undisciplined Rabble,online now,14 Hundred Tons per month,7 Mbbl per month,Central Planning,$742 million,1690 Mbbl; 7 Mbbl,Plentiful,Small,Arabia,Neutral,22469 km 2,http://blocgame.com/stats.php?id=63027,
Kyranistan,Michael Hussain,Brotherhood of Nod,46k active personnel,0 ships,,First World War surplus,Questionable,1 factory,Standard,last online 3 hours ago,7 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$739 million,8688 Mbbl; 8 Mbbl,Near Depletion,Somewhat Large,Persia,Soviet Union,31501 km 2,http://blocgame.com/stats.php?id=61263,
Dess,Raktai,The Order,58k active personnel,0 ships,,Second World War surplus,Angelic,2 factories,Standard,last online 5 hours ago,9 Hundred Tons per month,4 Mbbl per month,Free Market,$739 million,206 Mbbl,Untapped,Meagre,Pacific Rim,United States,31600 km 2,http://blocgame.com/stats.php?id=63586,
North Nubia,Sean Tony,The United Nations,27k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 17 hours ago,16 Hundred Tons per month,2 Mbbl per month,Central Planning,$738 million,252 Mbbl; 2 Mbbl,Untapped,Meagre,Congo,Soviet Union,20097 km 2,http://blocgame.com/stats.php?id=63084,
Lorigan,Lorigan,The High Council,39k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Good,last online 3 hours ago,11 Hundred Tons per month,8 Mbbl per month,Central Planning,$737 million,382 Mbbl; 8 Mbbl,Untapped,Mediocre,Amazonia,Soviet Union,34495 km 2,http://blocgame.com/stats.php?id=59787,
Zuyazayuza,Zuyazayuza,Brotherhood of Zion,81k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Good,online now,16 Hundred Tons per month,2 Mbbl per month,Free Market,$737 million,338 Mbbl,Untapped,Mediocre,Caribbean,United States,41120 km 2,http://blocgame.com/stats.php?id=62470,
Lombardy,Aistulf,The Order,51k active personnel,0 ships,,First World War surplus,Good,2 factories,Standard,last online 1 hours ago,16 Hundred Tons per month,10 Mbbl per month,Free Market,$736 million,6264 Mbbl; 10 Mbbl,Untapped,Mediocre,Persia,United States,39662 km 2,http://blocgame.com/stats.php?id=63882,
Lolesco,Lolesco,The Order,39k active personnel,0 ships,,First World War surplus,Normal,1 factory,Standard,last online 1 hours ago,15 Hundred Tons per month,10 Mbbl per month,Free Market,$733 million,2846 Mbbl; 10 Mbbl,Untapped,Mediocre,Mesopotamia,United States,38652 km 2,http://blocgame.com/stats.php?id=48289,
Utopiastan,SilmAlpha,The High Council,39k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Elite,last online 3 hours ago,21 Hundred Tons per month,6 Mbbl per month,Central Planning,$732 million,1307 Mbbl; 6 Mbbl,Untapped,Small,Guinea,Soviet Union,38584 km 2,http://blocgame.com/stats.php?id=56876,
QonoS,Tmonsta,The High Council,46k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 6 hours ago,14 Hundred Tons per month,5 Mbbl per month,Central Planning,$730 million,119 Mbbl; 5 Mbbl,Plentiful,Mediocre,China,Soviet Union,37242 km 2,http://blocgame.com/stats.php?id=44539,
Feffiopia,Serloks,Divine League,39k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 1 hours ago,14 Hundred Tons per month,4 Mbbl per month,Central Planning,$728 million,247 Mbbl,,Meagre,The Subcontinent,Soviet Union,21000 km 2,http://blocgame.com/stats.php?id=46505,
Pooland,kurwa,Brotherhood of Zion,39k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,16 Hundred Tons per month,9 Mbbl per month,Central Planning,$728 million,2383 Mbbl; 9 Mbbl,Untapped,Large,Atlas,Soviet Union,39790 km 2,http://blocgame.com/stats.php?id=49295,
Arabic Union,Comrade Izy,Brotherhood of Zion,93k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Poor,last online 18 hours ago,7 Hundred Tons per month,12 Mbbl per month,Central Planning,$724 million,3830 Mbbl; 12 Mbbl,Plentiful,Meagre,Mesopotamia,Soviet Union,37643 km 2,http://blocgame.com/stats.php?id=59855,
Thunderclap,LittleRedKing,,9k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Poor,last online 132 hours ago,4 Hundred Tons per month,,Central Planning,$721 million,,Untapped,None,East Indies,Neutral,13613 km 2,http://blocgame.com/stats.php?id=63156,
The Marintinia,Edington,,23k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 6 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$719 million,16 Mbbl; 4 Mbbl,Untapped,Mediocre,Southern Cone,Soviet Union,17980 km 2,http://blocgame.com/stats.php?id=61912,
Olympia,Xasthur,Brotherhood of Zion,58k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 9 hours ago,7 Hundred Tons per month,1 Mbbl per month,Central Planning,$715 million,120 Mbbl; 1 Mbbl,Untapped,Large,China,Soviet Union,29499 km 2,http://blocgame.com/stats.php?id=51354,
Artimba,Scepticus,,9k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Poor,last online 166 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$713 million,775 Mbbl,Untapped,Meagre,Persia,Neutral,13477 km 2,http://blocgame.com/stats.php?id=63600,
KaleCepo,sultan lee,The High Council,89k active personnel,1 ships,,First World War surplus,Gandhi-like,3 factories,Good,last online 3 hours ago,32 Hundred Tons per month,13 Mbbl per month,Free Market,$710 million,939 Mbbl,Untapped,Large,East Indies,United States,47626 km 2,http://blocgame.com/stats.php?id=60711,
Honesty,Fury,SPQR,3k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Poor,last online 11 hours ago,10 Hundred Tons per month,,Free Market,$710 million,,Untapped,None,Mesopotamia,United States,11119 km 2,http://blocgame.com/stats.php?id=62094,
Antah_Berantah,zonda,,7k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 142 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$710 million,283 Mbbl; 1 Mbbl,Untapped,Small,East Indies,Soviet Union,12948 km 2,http://blocgame.com/stats.php?id=62247,
Zeon Alliance,Char Aznable,The High Council,40k active personnel,3 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 3 hours ago,7 Hundred Tons per month,7 Mbbl per month,Free Market,$707 million,54 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,United States,29079 km 2,http://blocgame.com/stats.php?id=62248,
New Caucasus,Cotton Luther,Brotherhood of Zion,53k active personnel,0 ships,,Second World War surplus,Angelic,1 factory,Elite,last online 1 hours ago,9 Hundred Tons per month,2 Mbbl per month,Free Market,$705 million,279 Mbbl,Untapped,Somewhat Large,Southern Africa,United States,27860 km 2,http://blocgame.com/stats.php?id=4392,
Tanah Malaya,Syahmi1089,PIRATES,50k active personnel,0 ships,,First World War surplus,Isolated,2 factories,Elite,last online 1 hours ago,7 Hundred Tons per month,8 Mbbl per month,Free Market,$703 million,1678 Mbbl,,Large,Arabia,United States,24804 km 2,http://blocgame.com/stats.php?id=60385,
Spooktune,Spookwave,Brotherhood of Zion,39k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 16 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$703 million,464 Mbbl; 4 Mbbl,Untapped,Somewhat Large,China,Soviet Union,33957 km 2,http://blocgame.com/stats.php?id=62983,
Deklain,Otis,The High Council,30k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 10 hours ago,12 Hundred Tons per month,3 Mbbl per month,Central Planning,$701 million,170 Mbbl; 3 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,33853 km 2,http://blocgame.com/stats.php?id=57066,
Senglia,mreid2112,Farmington Brigade,8k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 15 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$701 million,2 Mbbl,Untapped,Meagre,Indochina,Soviet Union,11257 km 2,http://blocgame.com/stats.php?id=62920,
Worthless Sand,Spirit of Saddam Hussein,Brotherhood of Nod,19k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 2 hours ago,10 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$699 million,3723 Mbbl; 3 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63192,
