country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
morelia,lemambanglemai8621,,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 6 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$361 million,437 Mbbl; 3 Mbbl,Untapped,Mediocre,Caribbean,Soviet Union,20405 km 2,http://blocgame.com/stats.php?id=61850,
Sea13,Seaman,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 27 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$361 million,240 Mbbl,Untapped,Meagre,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62117,
Anonymity,Anomalous300,,21k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 21 hours ago,9 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$361 million,1606 Mbbl; 5 Mbbl,,Small,Arabia,Neutral,19118 km 2,http://blocgame.com/stats.php?id=63103,
Synan,Synan,The Order,25k active personnel,0 ships,First World War surplus,Good,None,Good,last online 4 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$361 million,342 Mbbl; 1 Mbbl,Near Depletion,Meagre,Mesoamerica,Soviet Union,17389 km 2,http://blocgame.com/stats.php?id=63584,
Yimern,yimmya,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 158 hours ago,2 Hundred Tons per month,,Mixed Economy,$361 million,,Untapped,None,Caribbean,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63614,
Raizar,Far-Han,,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 51 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$360 million,416 Mbbl; 2 Mbbl,Untapped,Small,The Subcontinent,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62443,
ARABOBIA,King Boobooboobsies,,6k active personnel,0 ships,First World War surplus,Angelic,None,Undisciplined Rabble,last online 2 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$360 million,1822 Mbbl; 4 Mbbl,,None,Arabia,Neutral,19406 km 2,http://blocgame.com/stats.php?id=62683,
Jayshkabar,Sir Aaron,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 171 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$360 million,,Untapped,None,The Subcontinent,United States,20000 km 2,http://blocgame.com/stats.php?id=63551,
Vrijstaat Congo,Wunwun,The Order,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 74 hours ago,5 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$360 million,205 Mbbl; 1 Mbbl,Untapped,None,Congo,Neutral,21170 km 2,http://blocgame.com/stats.php?id=63562,
gibmedat,racewarnow,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 149 hours ago,6 Hundred Tons per month,1 Mbbl per month,Free Market,$360 million,,Untapped,Meagre,Southern Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=63575,
Angel Nation,angelgirl1998,Angel Alliance,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 98 hours ago,2 Hundred Tons per month,,Free Market,$360 million,232 Mbbl,Untapped,None,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63800,
The Deserted,Kamakazi Sunshine,Brotherhood of Zion,2k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 65 hours ago,9 Hundred Tons per month,3 Mbbl per month,Central Planning,$359 million,273 Mbbl,Plentiful,None,Pacific Rim,Soviet Union,18987 km 2,http://blocgame.com/stats.php?id=40459,
Seinlandia,CosKramer,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 150 hours ago,2 Hundred Tons per month,,Central Planning,$359 million,,Untapped,None,Mesoamerica,Neutral,16335 km 2,http://blocgame.com/stats.php?id=50309,
Killmaim,Dave Killmaim,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 153 hours ago,2 Hundred Tons per month,,Central Planning,$359 million,,Untapped,None,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=52370,
Untauzbek,Al Najibun Razaq,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 111 hours ago,2 Hundred Tons per month,,Mixed Economy,$359 million,,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60535,
carefree,solematemy,The Order,11k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,7 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$359 million,279 Mbbl; 4 Mbbl,Untapped,Small,East Indies,Neutral,16172 km 2,http://blocgame.com/stats.php?id=61669,
Aaronafeltz,Alex the Red,Che Guevara League,37k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,online now,9 Hundred Tons per month,2 Mbbl per month,Central Planning,$359 million,459 Mbbl; 2 Mbbl,Untapped,Large,Southern Cone,Soviet Union,23908 km 2,http://blocgame.com/stats.php?id=61758,
rio de la plata,karl franz,Lithuanian Coalition,23k active personnel,0 ships,First World War surplus,Normal,1 factory,Standard,last online 17 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$359 million,111 Mbbl,Near Depletion,None,Southern Cone,Soviet Union,15179 km 2,http://blocgame.com/stats.php?id=63051,
Armados,John Marshall,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 154 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$359 million,3223 Mbbl; 1 Mbbl,Untapped,None,Mesopotamia,Neutral,19602 km 2,http://blocgame.com/stats.php?id=63293,
fezland,zhaas123,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 115 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$359 million,1 Mbbl,Untapped,None,Indochina,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63887,
Sulon Grande,Sulon the Defiler,Brotherhood of Nod,31k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 18 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$358 million,4834 Mbbl; 1 Mbbl,Untapped,Small,Atlas,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61038,
BaniMelayu,PlayboyMelayu,,11k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 1 hours ago,2 Hundred Tons per month,3 Mbbl per month,Central Planning,$358 million,8 Mbbl; 3 Mbbl,Near Depletion,None,The Subcontinent,United States,12545 km 2,http://blocgame.com/stats.php?id=61862,
Vethuovania,Tragar,,29k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,7 Hundred Tons per month,,Mixed Economy,$358 million,,Untapped,None,Indochina,United States,20000 km 2,http://blocgame.com/stats.php?id=62334,
Rhuer,Ha1000,,1k active personnel,0 ships,Finest of the 19th century,Questionable,1 factory,Undisciplined Rabble,last online 37 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$358 million,3717 Mbbl,Untapped,Meagre,Arabia,Neutral,22825 km 2,http://blocgame.com/stats.php?id=63913,
RacRus,Rascals,PIRATES,29k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 4 hours ago,3 Hundred Tons per month,,Central Planning,$358 million,64 Mbbl,Untapped,Meagre,East Africa,United States,23962 km 2,http://blocgame.com/stats.php?id=64072,
morning-wood,MLGXDD360ElcHaPo,,28k active personnel,0 ships,Finest of the 19th century,Normal,None,Poor,last online 25 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$358 million,32 Mbbl; 1 Mbbl,Untapped,None,East Indies,Soviet Union,22504 km 2,http://blocgame.com/stats.php?id=64074,
Poundtown,FLAKT,Brotherhood of Zion,37k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$357 million,537 Mbbl; 1 Mbbl,Untapped,None,East Africa,Soviet Union,23429 km 2,http://blocgame.com/stats.php?id=39066,
pandoria,panzer4h,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 167 hours ago,2 Hundred Tons per month,,Mixed Economy,$357 million,,Untapped,None,Guinea,Neutral,16172 km 2,http://blocgame.com/stats.php?id=40381,
Skhrimm,Ept24I5,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 48 hours ago,2 Hundred Tons per month,,Mixed Economy,$357 million,,Untapped,None,China,Neutral,13477 km 2,http://blocgame.com/stats.php?id=54756,
East Jakarta,torque,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Poor,last online 39 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$357 million,57 Mbbl; 2 Mbbl,Untapped,Meagre,East Indies,Soviet Union,16143 km 2,http://blocgame.com/stats.php?id=59985,
ileristanistan,TheLongFootOfTheLaw,The Order,37k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 6 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$357 million,451 Mbbl; 3 Mbbl,Untapped,Small,China,Soviet Union,27330 km 2,http://blocgame.com/stats.php?id=63622,
The Leaf,DonaldTremp,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 78 hours ago,2 Hundred Tons per month,,Mixed Economy,$356 million,,Untapped,None,Arabia,Neutral,11008 km 2,http://blocgame.com/stats.php?id=59290,
East Black Rock,Shiro Shirogane,The High Council,50k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 143 hours ago,3 Hundred Tons per month,,Central Planning,$356 million,,Untapped,None,Pacific Rim,Soviet Union,20200 km 2,http://blocgame.com/stats.php?id=60120,
kodiang,tester2,The United Nations,32k active personnel,0 ships,First World War surplus,Good,1 factory,Good,last online 2 hours ago,8 Hundred Tons per month,4 Mbbl per month,Free Market,$356 million,436 Mbbl,Plentiful,Small,Pacific Rim,United States,24288 km 2,http://blocgame.com/stats.php?id=60531,
Ireldan,QDAWG,,10k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 1 hours ago,2 Hundred Tons per month,,Central Planning,$356 million,,Untapped,None,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64011,
Groryland,Grorious Reader,,30k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 170 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$355 million,1 Mbbl,Untapped,None,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=332,
BOOP,TRIGGERED,,25k active personnel,0 ships,Finest of the 19th century,Normal,None,Elite,last online 2 hours ago,4 Hundred Tons per month,,Mixed Economy,$355 million,27 Mbbl,Untapped,None,China,Soviet Union,23890 km 2,http://blocgame.com/stats.php?id=58737,
Baconstate,Xeon,The High Council,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 148 hours ago,2 Hundred Tons per month,,Mixed Economy,$355 million,187 Mbbl,Untapped,Meagre,Mesoamerica,United States,20000 km 2,http://blocgame.com/stats.php?id=62116,
semerah padi,azrilahm,,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 2 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$355 million,107 Mbbl; 3 Mbbl,Untapped,Mediocre,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62389,
Safavid Persia,Abbas,The Order,40k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,6 Hundred Tons per month,3 Mbbl per month,Free Market,$355 million,2082 Mbbl,Plentiful,Mediocre,Persia,United States,19269 km 2,http://blocgame.com/stats.php?id=63199,
Americastan,von_schtirlitz,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 91 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$355 million,2190 Mbbl; 2 Mbbl,Untapped,Meagre,Mesopotamia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63485,
Krelmia,Krelm,,10k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 48 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$355 million,87 Mbbl,Untapped,None,Caribbean,Neutral,19800 km 2,http://blocgame.com/stats.php?id=63947,
Popsiciles,catndaxfire,Brotherhood of Nod,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 161 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$354 million,4569 Mbbl; 2 Mbbl,Untapped,None,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=40495,
Kotasinga,Stalin VI,The Order,26k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 2 hours ago,8 Hundred Tons per month,1 Mbbl per month,Central Planning,$354 million,1 Mbbl,,Small,Congo,Soviet Union,18642 km 2,http://blocgame.com/stats.php?id=60448,
Greco-Hetalia,Vladamir Ulyvich,Che Guevara League,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 152 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$354 million,103 Mbbl; 2 Mbbl,Untapped,Meagre,Mesoamerica,Soviet Union,15690 km 2,http://blocgame.com/stats.php?id=62060,
blanco,finalsolution,The Order,41k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,5 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$354 million,3967 Mbbl,Untapped,Meagre,Arabia,United States,24241 km 2,http://blocgame.com/stats.php?id=63245,
pau,1.5pi,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 172 hours ago,2 Hundred Tons per month,,Central Planning,$354 million,,Untapped,None,Arabia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63644,
Bodd,Todd Bodd,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 148 hours ago,2 Hundred Tons per month,,Free Market,$354 million,,Untapped,None,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=63780,
Berg,Snake10,,34k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 37 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$354 million,1562 Mbbl,Plentiful,None,Mesopotamia,Neutral,16472 km 2,http://blocgame.com/stats.php?id=63914,
America,Superman,Divine League,29k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,online now,5 Hundred Tons per month,,Mixed Economy,$353 million,,Untapped,None,West Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=40167,
Veganism,VeganDictator,,14k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 20 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$353 million,277 Mbbl; 1 Mbbl,Untapped,Small,Amazonia,Soviet Union,13207 km 2,http://blocgame.com/stats.php?id=46041,
Agostino,Augusto,The Order,51k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Standard,last online 17 hours ago,4 Hundred Tons per month,7 Mbbl per month,Central Planning,$353 million,4243 Mbbl; 7 Mbbl,Untapped,None,Atlas,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=60229,
Lahanation,Sahanation,The Federal Colonies,5k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 19 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$353 million,138 Mbbl; 2 Mbbl,Untapped,Meagre,East Indies,Neutral,16667 km 2,http://blocgame.com/stats.php?id=60391,
MADAFAKA,RUBAH2,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 125 hours ago,2 Hundred Tons per month,,Central Planning,$353 million,,Untapped,None,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=61035,
Willacoochiepop,Fawn Dell Maibalz,Farmington Brigade,7k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 48 hours ago,3 Hundred Tons per month,,Central Planning,$353 million,,Untapped,None,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62992,
Eleuthera,Gamb,420 Empire,3k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 12 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$353 million,343 Mbbl; 4 Mbbl,Plentiful,Mediocre,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63029,
Democrastan,Demochi,,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 1 hours ago,7 Hundred Tons per month,3 Mbbl per month,Free Market,$353 million,417 Mbbl,Untapped,Small,West Africa,United States,16172 km 2,http://blocgame.com/stats.php?id=63132,
Gran Corrupci�n,TheJackal,The Order,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 2 hours ago,6 Hundred Tons per month,1 Mbbl per month,Central Planning,$353 million,240 Mbbl; 1 Mbbl,Untapped,Mediocre,Gran Colombia,Neutral,23483 km 2,http://blocgame.com/stats.php?id=63605,
JesusChrist,The_Magic_Jesus,,53k active personnel,0 ships,Finest of the 19th century,Nice,None,Undisciplined Rabble,last online 118 hours ago,6 Hundred Tons per month,1 Mbbl per month,Free Market,$352 million,118 Mbbl,,None,Mesoamerica,Soviet Union,16667 km 2,http://blocgame.com/stats.php?id=63312,
Wooumo,Demonic_Prince,,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 113 hours ago,4 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$351 million,298 Mbbl; 3 Mbbl,Untapped,Meagre,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=51095,
Kondominium,AdamKarolczak,Lithuanian Coalition,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,17 Hundred Tons per month,14 Mbbl per month,Free Market,$351 million,895 Mbbl; 14 Mbbl,Untapped,Mediocre,Arabia,United States,22964 km 2,http://blocgame.com/stats.php?id=61576,
The Abarat,John Mischeif,,14k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 52 hours ago,6 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$350 million,2 Mbbl,Untapped,None,Arabia,United States,19800 km 2,http://blocgame.com/stats.php?id=40068,
Bourbon Island,Gypsy Danger,Brotherhood of Zion,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 25 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$350 million,3196 Mbbl; 4 Mbbl,Untapped,Meagre,Egypt,Soviet Union,19217 km 2,http://blocgame.com/stats.php?id=41247,
Masterdom,LichMaster98,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 121 hours ago,2 Hundred Tons per month,,Mixed Economy,$350 million,,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=51785,
Kharniastan,GamerAddict7,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 121 hours ago,2 Hundred Tons per month,,Free Market,$350 million,,Untapped,None,Atlas,Neutral,20000 km 2,http://blocgame.com/stats.php?id=55678,
Neegus,Dildoge,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 41 hours ago,2 Hundred Tons per month,,Mixed Economy,$350 million,,Untapped,None,Congo,Neutral,13477 km 2,http://blocgame.com/stats.php?id=59491,
Selayang,mhmz89,PIRATES,32k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 58 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$350 million,451 Mbbl; 1 Mbbl,Plentiful,Meagre,East Indies,Neutral,19604 km 2,http://blocgame.com/stats.php?id=60642,
Raja Udang,Mario,PIRATES,50k active personnel,0 ships,First World War surplus,Normal,1 factory,Good,last online 3 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$350 million,296 Mbbl; 2 Mbbl,,Small,Pacific Rim,Soviet Union,22783 km 2,http://blocgame.com/stats.php?id=61754,
AloqStaq,zulhasr39680,SPQR,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,online now,5 Hundred Tons per month,6 Mbbl per month,Central Planning,$350 million,2196 Mbbl; 6 Mbbl,Untapped,Somewhat Large,Atlas,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62186,
Slothman,Slothman,African Union,32k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 34 hours ago,5 Hundred Tons per month,,Central Planning,$350 million,175 Mbbl,Untapped,None,East Africa,Neutral,22915 km 2,http://blocgame.com/stats.php?id=62376,
Chistriania,Chistrian,The United Nations,8k active personnel,0 ships,Finest of the 19th century,Angelic,None,Elite,last online 93 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$350 million,280 Mbbl,,Meagre,Southern Cone,Neutral,20109 km 2,http://blocgame.com/stats.php?id=63264,
Burger,Kilo132,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 183 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$350 million,1 Mbbl,Untapped,None,Southern Cone,United States,20000 km 2,http://blocgame.com/stats.php?id=63371,
DinduNuffin,Illuminati0nn,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 147 hours ago,3 Hundred Tons per month,,Central Planning,$350 million,,Untapped,Meagre,Congo,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63474,
El Habibica,Habib the Magnificent,El Ausbrigia,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 134 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$350 million,1 Mbbl,Untapped,None,Southern Cone,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63613,
Vaska,Emma,Vask Alliance,12k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 51 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$350 million,,Untapped,Meagre,Southern Africa,United States,19602 km 2,http://blocgame.com/stats.php?id=63792,
CNL,Kylie Noelle,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 65 hours ago,2 Hundred Tons per month,,Mixed Economy,$350 million,,Untapped,None,Caribbean,Neutral,19800 km 2,http://blocgame.com/stats.php?id=63900,
Swadia,SonnyJack,The Order,43k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 9 hours ago,10 Hundred Tons per month,9 Mbbl per month,Free Market,$349 million,5251 Mbbl,Untapped,Somewhat Large,Arabia,United States,27165 km 2,http://blocgame.com/stats.php?id=40011,
Boukachkistan,boukachka,,9k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 7 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$349 million,3324 Mbbl; 3 Mbbl,Untapped,Small,Arabia,Soviet Union,16665 km 2,http://blocgame.com/stats.php?id=45051,
Giant Mechs,OiledDNA,The High Council,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 2 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$349 million,157 Mbbl; 2 Mbbl,,None,Pacific Rim,Soviet Union,22739 km 2,http://blocgame.com/stats.php?id=60735,
saiya,saiya,,28k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$349 million,2092 Mbbl; 5 Mbbl,,Meagre,Arabia,Soviet Union,19166 km 2,http://blocgame.com/stats.php?id=61785,
Falamata,Hansfuergo,The Federal Colonies,37k active personnel,0 ships,First World War surplus,Nice,1 factory,Standard,last online 11 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$349 million,110 Mbbl; 5 Mbbl,Untapped,Meagre,Gran Colombia,Soviet Union,27530 km 2,http://blocgame.com/stats.php?id=62057,
tony,sgtandrade2019,The Order,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 36 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$349 million,1 Mbbl,Untapped,Small,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62876,
Sector 6,porkcannon,The Order,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 5 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$349 million,397 Mbbl; 2 Mbbl,Untapped,Small,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63362,
Bernie_Sanders,Adolf_Mussolini,The Order,31k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 4 hours ago,5 Hundred Tons per month,5 Mbbl per month,Central Planning,$349 million,1207 Mbbl; 5 Mbbl,Plentiful,Small,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63432,
Subcarpathia,Munmen,Divine League,26k active personnel,0 ships,First World War surplus,Good,1 factory,Good,last online 2 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$349 million,2946 Mbbl,Untapped,Meagre,Arabia,United States,20200 km 2,http://blocgame.com/stats.php?id=63976,
Swadiland,Narza,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 152 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$348 million,290 Mbbl,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=54228,
Skywalker,War Raven,The United Nations,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 48 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$348 million,4778 Mbbl; 7 Mbbl,Untapped,None,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=57844,
yeeeet,yoloswaggins,,5k active personnel,0 ships,First World War surplus,Angelic,None,Undisciplined Rabble,last online 1 hours ago,2 Hundred Tons per month,,Mixed Economy,$348 million,,Untapped,Meagre,Egypt,Neutral,11231 km 2,http://blocgame.com/stats.php?id=59818,
Octobia,Octo,The Federal Colonies,57k active personnel,0 ships,First World War surplus,Good,None,Good,online now,5 Hundred Tons per month,6 Mbbl per month,Central Planning,$348 million,3026 Mbbl; 6 Mbbl,Untapped,Meagre,Arabia,Soviet Union,25059 km 2,http://blocgame.com/stats.php?id=61272,
Yeezonia,mrbruiser,African Union,40k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 7 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$348 million,2 Mbbl,Untapped,None,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62602,
Kota Tinggi,ainyzrul,Che Guevara League,41k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 19 hours ago,6 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$348 million,362 Mbbl,Untapped,Meagre,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63120,
Tanda,yobob2,The Unknown,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 48 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$348 million,1 Mbbl,Untapped,Meagre,Pacific Rim,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=63885,
Mestsdgd,Hans,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 72 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$347 million,394 Mbbl; 1 Mbbl,Untapped,None,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=41651,
New Burgundy,Magnato,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 96 hours ago,2 Hundred Tons per month,,Central Planning,$347 million,,Untapped,None,Amazonia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=48181,
