country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
Platypus Island,Mark0Polo,SPQR,100k active personnel,9 ships,Korean War surplus,Gandhi-like,7 factories,Good,last online 2 hours ago,40 Hundred Tons per month,21 Mbbl per month,Central Planning,$5447 million,81 Mbbl; 21 Mbbl,Untapped,Very Powerful,Indochina,Soviet Union,73174 km 2,http://blocgame.com/stats.php?id=63909,,
Tuonela,Beelzebub,The Order,119k active personnel,4 ships,Korean War surplus,Normal,5 factories,Elite,online now,44 Hundred Tons per month,3 Mbbl per month,Central Planning,$4990 million,327 Mbbl; 3 Mbbl,Untapped,Very Powerful,The Subcontinent,Soviet Union,49257 km 2,http://blocgame.com/stats.php?id=389,,
Sovngarde,Farron47,The Order,9k active personnel,13 ships,Korean War surplus,Nice,5 factories,Good,online now,35 Hundred Tons per month,8 Mbbl per month,Central Planning,$4739 million,505 Mbbl; 8 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,50708 km 2,http://blocgame.com/stats.php?id=62626,,
Markovia,RDM HC,The Federal Colonies,129k active personnel,10 ships,Korean War surplus,Good,4 factories,Elite,online now,37 Hundred Tons per month,17 Mbbl per month,Free Market,$4679 million,268 Mbbl; 17 Mbbl,Untapped,Very Powerful,Caribbean,United States,44019 km 2,http://blocgame.com/stats.php?id=58369,,
TheDarkSide,LordVader,Misanthropics,8k active personnel,11 ships,Vietnam War surplus,Gandhi-like,3 factories,Undisciplined Rabble,online now,25 Hundred Tons per month,4 Mbbl per month,Central Planning,$4620 million,722 Mbbl; 4 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,62466 km 2,http://blocgame.com/stats.php?id=63139,,
USSR,CommissarBrian,The Order,99k active personnel,0 ships,Korean War surplus,Gandhi-like,8 factories,Good,last online 24 hours ago,39 Hundred Tons per month,9 Mbbl per month,Central Planning,$4491 million,179 Mbbl; 9 Mbbl,Untapped,Large,China,Soviet Union,48847 km 2,http://blocgame.com/stats.php?id=54182,,
Morovistan,Gustave Bergher,SPQR,78k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Standard,last online 117 hours ago,23 Hundred Tons per month,19 Mbbl per month,Central Planning,$4435 million,5039 Mbbl; 19 Mbbl,Untapped,Powerful,Mesopotamia,Soviet Union,31247 km 2,http://blocgame.com/stats.php?id=62905,,
LOCAI,Agumentic,Brotherhood of Nod,79k active personnel,3 ships,Korean War surplus,Angelic,5 factories,Elite,last online 5 hours ago,12 Hundred Tons per month,6 Mbbl per month,Free Market,$4338 million,148 Mbbl; 6 Mbbl,Untapped,Very Powerful,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,,
Lorigan,Lorigan,Steel Brotherhood,103k active personnel,1 ships,Second World War surplus,Angelic,4 factories,Elite,last online 13 hours ago,29 Hundred Tons per month,8 Mbbl per month,Central Planning,$4324 million,287 Mbbl; 8 Mbbl,Untapped,Large,Amazonia,Soviet Union,44071 km 2,http://blocgame.com/stats.php?id=59787,,
Jemut,iwaniman/Ferozz,PIRATES,126k active personnel,8 ships,Korean War surplus,Gandhi-like,6 factories,Elite,last online 7 hours ago,27 Hundred Tons per month,17 Mbbl per month,Mixed Economy,$4306 million,303 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,45619 km 2,http://blocgame.com/stats.php?id=61811,,
