country,leader,alliance,army_size,navy,reactor,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Ralu,Ramar,The High Council,41k active personnel,0 ships,,First World War surplus,Nice,None,Good,last online 1 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$612 million,403 Mbbl; 4 Mbbl,Untapped,Mediocre,Amazonia,United States,24123 km 2,http://blocgame.com/stats.php?id=59527,
Dromund Kaas,Arkahm,,25k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 7 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$612 million,263 Mbbl; 2 Mbbl,Depleted,Small,Congo,Neutral,12071 km 2,http://blocgame.com/stats.php?id=62191,
Silverra,chohakkai,PIRATES,35k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 11 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$611 million,59 Mbbl,Plentiful,Meagre,East Indies,United States,16172 km 2,http://blocgame.com/stats.php?id=61729,
West Pacific,Thunder Eagle,The Khilafah,26k active personnel,0 ships,,Second World War surplus,Gandhi-like,None,Standard,last online 7 hours ago,6 Hundred Tons per month,1 Mbbl per month,Central Planning,$610 million,378 Mbbl; 1 Mbbl,Untapped,Mediocre,Pacific Rim,Neutral,13343 km 2,http://blocgame.com/stats.php?id=62429,
SAUDI OPEC,OPEC,Brotherhood of Nod,2k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 87 hours ago,3 Hundred Tons per month,7 Mbbl per month,Free Market,$610 million,1004 Mbbl,Untapped,Meagre,Arabia,Neutral,19406 km 2,http://blocgame.com/stats.php?id=62838,
Sandniggeristan,King Negro,The Order,8k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 77 hours ago,5 Hundred Tons per month,6 Mbbl per month,Central Planning,$610 million,3610 Mbbl; 6 Mbbl,Untapped,Somewhat Large,Mesopotamia,Soviet Union,20191 km 2,http://blocgame.com/stats.php?id=63365,
Bubupooka,Princess Rahalia,Brotherhood of Zion,38k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,online now,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$609 million,84 Mbbl; 3 Mbbl,Untapped,Large,Southern Africa,Soviet Union,19837 km 2,http://blocgame.com/stats.php?id=44960,
Socialand,Free Party,,9k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Poor,last online 172 hours ago,3 Hundred Tons per month,3 Mbbl per month,Central Planning,$609 million,252 Mbbl; 3 Mbbl,Untapped,None,Gran Colombia,Neutral,16500 km 2,http://blocgame.com/stats.php?id=58655,
Magical Horses,Tzafety,Divine League,50k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,17 Hundred Tons per month,13 Mbbl per month,Central Planning,$608 million,3435 Mbbl; 13 Mbbl,Plentiful,Mediocre,Arabia,Soviet Union,35981 km 2,http://blocgame.com/stats.php?id=51070,
San Palomino,Akiravo,The Order,51k active personnel,1 ships,,First World War surplus,Normal,2 factories,Good,last online 2 hours ago,11 Hundred Tons per month,16 Mbbl per month,Free Market,$608 million,4443 Mbbl,Untapped,Mediocre,Persia,United States,40374 km 2,http://blocgame.com/stats.php?id=51103,
Amazonian Union,Hugo Chavez,Brotherhood of Zion,36k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,1 factory,Good,online now,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$607 million,66 Mbbl,Untapped,Meagre,Amazonia,United States,16665 km 2,http://blocgame.com/stats.php?id=59377,
Jerung Hantu,Syark Land,PIRATES,10k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 5 hours ago,6 Hundred Tons per month,4 Mbbl per month,Free Market,$607 million,1603 Mbbl,,Small,Arabia,United States,19167 km 2,http://blocgame.com/stats.php?id=60505,
Llorxye,qiffahsy,PIRATES,45k active personnel,0 ships,,Second World War surplus,Nice,1 factory,Standard,last online 2 hours ago,10 Hundred Tons per month,3 Mbbl per month,Central Planning,$606 million,42 Mbbl; 3 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,23828 km 2,http://blocgame.com/stats.php?id=61688,
Lepkonia,Raguixxx,Interpol,27k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 12 hours ago,20 Hundred Tons per month,8 Mbbl per month,Central Planning,$605 million,72 Mbbl; 8 Mbbl,Untapped,Somewhat Large,Southern Cone,Soviet Union,33889 km 2,http://blocgame.com/stats.php?id=55854,
Wick,goku69587,The High Council,18k active personnel,0 ships,,First World War surplus,Nice,None,Good,last online 23 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$603 million,3541 Mbbl; 2 Mbbl,Untapped,Meagre,Arabia,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=62241,
Red Crazyguy,Red Crazyguy,,5k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 37 hours ago,8 Hundred Tons per month,6 Mbbl per month,Central Planning,$603 million,136 Mbbl; 6 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,16043 km 2,http://blocgame.com/stats.php?id=62314,
South Minnesota,Generalissimo Alpun,,5k active personnel,0 ships,,First World War surplus,Nice,1 factory,Good,last online 18 hours ago,5 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$603 million,62 Mbbl,,Meagre,Gran Colombia,Neutral,10949 km 2,http://blocgame.com/stats.php?id=63460,
South Park,cartman,Brotherhood of Zion,35k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,6 Hundred Tons per month,2 Mbbl per month,Free Market,$602 million,559 Mbbl,Untapped,Mediocre,Caribbean,United States,30374 km 2,http://blocgame.com/stats.php?id=228,
Cyrodill,Tihomir,The Order,80k active personnel,1 ships,,Second World War surplus,Gandhi-like,4 factories,Elite,online now,30 Hundred Tons per month,40 Mbbl per month,Free Market,$602 million,5646 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,43018 km 2,http://blocgame.com/stats.php?id=53759,1 Tons
Subcon,Sybalus,Brotherhood of Nod,34k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 50 hours ago,6 Hundred Tons per month,,Central Planning,$601 million,96 Mbbl,Untapped,Small,East Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=53099,
Afrikizonia,MacSlothur,African Union,50k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,9 Hundred Tons per month,4 Mbbl per month,Central Planning,$601 million,159 Mbbl,Untapped,Meagre,East Africa,Soviet Union,30995 km 2,http://blocgame.com/stats.php?id=63138,
Shanghai,Lon Dyo,The Order,36k active personnel,0 ships,,First World War surplus,Normal,1 factory,Elite,last online 9 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$600 million,249 Mbbl; 4 Mbbl,Untapped,Small,China,Soviet Union,36150 km 2,http://blocgame.com/stats.php?id=63118,
PolandThePower,PolandThePower44,Brotherhood of Nod,31k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 26 hours ago,9 Hundred Tons per month,5 Mbbl per month,Central Planning,$599 million,2234 Mbbl; 5 Mbbl,Untapped,Small,Mesopotamia,Neutral,30446 km 2,http://blocgame.com/stats.php?id=58217,
johoreansouth,afiqaffendy615,PIRATES,30k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$599 million,59 Mbbl; 4 Mbbl,Untapped,Meagre,The Subcontinent,Soviet Union,28496 km 2,http://blocgame.com/stats.php?id=61895,
Hatmistan,Pertti II,Al-Qassam Brigades,44k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 26 hours ago,5 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$597 million,2078 Mbbl; 3 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,31263 km 2,http://blocgame.com/stats.php?id=46162,
Shiba,Dogtown33,Interpol,46k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,online now,16 Hundred Tons per month,8 Mbbl per month,Central Planning,$597 million,8 Mbbl,Plentiful,Mediocre,Pacific Rim,Soviet Union,19564 km 2,http://blocgame.com/stats.php?id=56250,
Rockstead,ArMaGeDdOn,The Order,41k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 6 hours ago,10 Hundred Tons per month,3 Mbbl per month,Central Planning,$597 million,332 Mbbl; 3 Mbbl,Untapped,Meagre,Pacific Rim,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=62622,
Selja,Whalenator,Brotherhood of Nod,22k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,1 factory,Undisciplined Rabble,last online 24 hours ago,3 Hundred Tons per month,7 Mbbl per month,Central Planning,$597 million,3611 Mbbl; 7 Mbbl,Untapped,Meagre,Persia,Soviet Union,31646 km 2,http://blocgame.com/stats.php?id=63172,
NMZ,Hally,Brotherhood of Zion,38k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 7 hours ago,10 Hundred Tons per month,1 Mbbl per month,Central Planning,$596 million,77 Mbbl; 1 Mbbl,Untapped,Mediocre,China,Soviet Union,34903 km 2,http://blocgame.com/stats.php?id=51877,
DZ Djeich,StratoDZ,Al-Qassam Brigades,27k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 3 hours ago,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$596 million,3157 Mbbl; 6 Mbbl,Untapped,Meagre,Atlas,Soviet Union,18191 km 2,http://blocgame.com/stats.php?id=61408,
Bluegene/Q,ChevalierCavac,The High Council,41k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,last online 7 hours ago,9 Hundred Tons per month,10 Mbbl per month,Central Planning,$595 million,2983 Mbbl; 10 Mbbl,Untapped,Somewhat Large,Arabia,Soviet Union,33037 km 2,http://blocgame.com/stats.php?id=61506,
fotamorgana,nadim,,8k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Poor,last online 35 hours ago,2 Hundred Tons per month,,Central Planning,$595 million,,Untapped,None,East Indies,United States,11120 km 2,http://blocgame.com/stats.php?id=62833,
East Jakarta,torque,,7k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Poor,last online 136 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$594 million,41 Mbbl; 2 Mbbl,Untapped,Meagre,East Indies,Soviet Union,16143 km 2,http://blocgame.com/stats.php?id=59985,
Weast America,Prince Pluto Nash,Brotherhood of Zion,39k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 7 hours ago,4 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$592 million,5147 Mbbl; 4 Mbbl,Untapped,Somewhat Large,Persia,United States,30251 km 2,http://blocgame.com/stats.php?id=55778,
Romiia,The Great Tiberius III,,33k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 6 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$592 million,343 Mbbl; 2 Mbbl,Untapped,Meagre,The Subcontinent,Soviet Union,24028 km 2,http://blocgame.com/stats.php?id=60242,
Meiji,HiroShiro,The Order,44k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 3 hours ago,9 Hundred Tons per month,6 Mbbl per month,Central Planning,$592 million,623 Mbbl,Untapped,Small,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63464,
Kekislovakia,Sam Kekington,,30k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 96 hours ago,10 Hundred Tons per month,3 Mbbl per month,Free Market,$590 million,129 Mbbl,Untapped,Mediocre,Mesoamerica,United States,27330 km 2,http://blocgame.com/stats.php?id=63511,
Jam,pbjam,Brotherhood of Nod,45k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,online now,12 Hundred Tons per month,1 Mbbl per month,Central Planning,$589 million,489 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,27528 km 2,http://blocgame.com/stats.php?id=56490,
Mingland,mpetersen,Brotherhood of Zion,36k active personnel,0 ships,,First World War surplus,Normal,1 factory,Elite,online now,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$589 million,275 Mbbl; 3 Mbbl,,None,Southern Africa,Soviet Union,26594 km 2,http://blocgame.com/stats.php?id=63922,
The Leaf,DonaldTremp,,10k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Poor,last online 175 hours ago,2 Hundred Tons per month,,Mixed Economy,$588 million,,Untapped,None,Arabia,Neutral,11008 km 2,http://blocgame.com/stats.php?id=59290,
Pemakan Dunia,P3M4k4N 2Nia,PIRATES,83k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 7 hours ago,12 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$588 million,377 Mbbl,Untapped,Mediocre,East Indies,Neutral,29429 km 2,http://blocgame.com/stats.php?id=61189,
La Patria,Torralba,,10k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 140 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$588 million,250 Mbbl; 1 Mbbl,Untapped,Meagre,China,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=62066,
Jovian,Jupiter Donglin,,8k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 140 hours ago,3 Hundred Tons per month,2 Mbbl per month,Free Market,$588 million,270 Mbbl,Untapped,Meagre,Guinea,Neutral,12948 km 2,http://blocgame.com/stats.php?id=63512,
Mmhat,Homermustdie,The High Council,18k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 13 hours ago,7 Hundred Tons per month,2 Mbbl per month,Free Market,$587 million,201 Mbbl; 2 Mbbl,Untapped,Small,Amazonia,United States,20400 km 2,http://blocgame.com/stats.php?id=45846,
Borneon,orangsigat,PIRATES,100k active personnel,1 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 1 hours ago,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$587 million,286 Mbbl; 7 Mbbl,Untapped,Mediocre,Caribbean,Soviet Union,26958 km 2,http://blocgame.com/stats.php?id=61947,
Justice,Tommy Scrumptious,Brotherhood of Nod,31k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,6 Hundred Tons per month,5 Mbbl per month,Central Planning,$587 million,4204 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,27059 km 2,http://blocgame.com/stats.php?id=62975,
HARDGAY♂,mits,The Order,47k active personnel,0 ships,,First World War surplus,Normal,1 factory,Elite,last online 2 hours ago,16 Hundred Tons per month,5 Mbbl per month,Central Planning,$587 million,349 Mbbl; 5 Mbbl,Plentiful,Small,Pacific Rim,Soviet Union,28098 km 2,http://blocgame.com/stats.php?id=63324,
S�l,BabaWanga,Lithuanian Coalition,22k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 6 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$586 million,49 Mbbl; 3 Mbbl,Untapped,Somewhat Large,Southern Africa,Soviet Union,23846 km 2,http://blocgame.com/stats.php?id=61589,
Deagle Nation!,Jace Connors,Brotherhood of Nod,56k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,1 factory,Elite,last online 14 hours ago,9 Hundred Tons per month,11 Mbbl per month,Central Planning,$586 million,2616 Mbbl; 11 Mbbl,,Mediocre,Arabia,Soviet Union,37137 km 2,http://blocgame.com/stats.php?id=63100,
Dongo Congo,monicalman0821,,38k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Poor,last online 113 hours ago,7 Hundred Tons per month,2 Mbbl per month,Free Market,$586 million,458 Mbbl,Untapped,Meagre,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63671,
Pahang Power,Kerol,PIRATES,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 6 hours ago,8 Hundred Tons per month,4 Mbbl per month,Free Market,$585 million,273 Mbbl,Untapped,Mediocre,East Indies,United States,27165 km 2,http://blocgame.com/stats.php?id=60578,
Nerdia,TheKyu,Brotherhood of Nod,39k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,25 Hundred Tons per month,15 Mbbl per month,Free Market,$584 million,456 Mbbl,Untapped,Mediocre,Caribbean,United States,36949 km 2,http://blocgame.com/stats.php?id=56451,
New Nederlands,William Mohamad,Brotherhood of Zion,8k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 168 hours ago,2 Hundred Tons per month,4 Mbbl per month,Free Market,$584 million,2080 Mbbl; 4 Mbbl,Untapped,None,Arabia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=59454,
Derpkins,Mr. Derp,,9k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Poor,last online 51 hours ago,2 Hundred Tons per month,,Mixed Economy,$584 million,,Untapped,None,Pacific Rim,Neutral,11231 km 2,http://blocgame.com/stats.php?id=59737,
CubeHead,waveform,SPQR,20k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,10 Hundred Tons per month,5 Mbbl per month,Free Market,$584 million,2712 Mbbl,Untapped,Meagre,Mesopotamia,United States,31321 km 2,http://blocgame.com/stats.php?id=63001,
Capital letter,aidilomar,NOVA ASEAN,10k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 98 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$583 million,296 Mbbl,Untapped,Small,Pacific Rim,United States,13210 km 2,http://blocgame.com/stats.php?id=61795,
Genocidia,wolf2686,The High Council,10k active personnel,0 ships,,Second World War surplus,Gandhi-like,None,Elite,online now,7 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$582 million,15 Mbbl; 1 Mbbl,Untapped,Meagre,China,United States,11120 km 2,http://blocgame.com/stats.php?id=41291,
Burlmenia,Nathan Barlow,Che Guevara League,31k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 42 hours ago,7 Hundred Tons per month,,Central Planning,$582 million,,Untapped,Meagre,Amazonia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=57957,
Toron,Ragnar Gojie,,6k active personnel,0 ships,,Finest of the 19th century,Nice,None,Undisciplined Rabble,last online 8 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$582 million,14 Mbbl; 2 Mbbl,Untapped,None,China,Neutral,6502 km 2,http://blocgame.com/stats.php?id=63275,
Dondang Sayang,Cempaka Sari,PIRATES,38k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 10 hours ago,4 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$581 million,91 Mbbl; 8 Mbbl,Plentiful,None,East Indies,United States,13477 km 2,http://blocgame.com/stats.php?id=60628,
DARFA,Warf,,50k active personnel,0 ships,,Second World War surplus,Angelic,None,Elite,online now,3 Hundred Tons per month,4 Mbbl per month,Central Planning,$581 million,3075 Mbbl; 4 Mbbl,Depleted,Mediocre,Atlas,Soviet Union,18937 km 2,http://blocgame.com/stats.php?id=62213,
Burke Tome,Haggashed,Brotherhood of Nod,48k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,13 Hundred Tons per month,9 Mbbl per month,Free Market,$579 million,3192 Mbbl,Untapped,Somewhat Large,Mesopotamia,United States,20000 km 2,http://blocgame.com/stats.php?id=63028,
Alorian,Azril91,,7k active personnel,0 ships,,First World War surplus,Nice,None,Good,last online 3 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$578 million,133 Mbbl; 5 Mbbl,Untapped,Meagre,Pacific Rim,Soviet Union,10899 km 2,http://blocgame.com/stats.php?id=61749,
Solentia,Cracov,Brotherhood of Zion,8k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 25 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$578 million,155 Mbbl; 2 Mbbl,Untapped,Meagre,Caribbean,Neutral,16172 km 2,http://blocgame.com/stats.php?id=62639,
Addin-territory,Addin,PIRATES,3k active personnel,0 ships,,First World War surplus,Normal,1 factory,Good,last online 1 hours ago,12 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$578 million,150 Mbbl,Untapped,Mediocre,Caribbean,Soviet Union,25808 km 2,http://blocgame.com/stats.php?id=62712,
Olivera,Karl Liebknecht,Che Guevara League,9k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 1 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$578 million,493 Mbbl; 4 Mbbl,,Meagre,Gran Colombia,Soviet Union,10790 km 2,http://blocgame.com/stats.php?id=63174,
Iwo Jima,Tadamichi Kuribayashi,The Order,66k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,14 Hundred Tons per month,4 Mbbl per month,Central Planning,$578 million,485 Mbbl; 4 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,35460 km 2,http://blocgame.com/stats.php?id=63259,
Chaos county,Chavo,The United Nations,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,7 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$577 million,3562 Mbbl,Untapped,Mediocre,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=49736,
New Wadowice,anone2137,,43k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,online now,11 Hundred Tons per month,7 Mbbl per month,Central Planning,$577 million,1496 Mbbl; 7 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,34095 km 2,http://blocgame.com/stats.php?id=61637,
subse7en,subse7en,The Order,62k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 14 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$576 million,26 Mbbl; 5 Mbbl,,Mediocre,Pacific Rim,Soviet Union,18570 km 2,http://blocgame.com/stats.php?id=61112,
Gandoria,zoneguy22,Brotherhood of Zion,23k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 45 hours ago,7 Hundred Tons per month,,Central Planning,$575 million,,Untapped,None,Gran Colombia,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=50771,
Awesomeria,killbodies,Brotherhood of Zion,59k active personnel,0 ships,,First World War surplus,Angelic,2 factories,Good,last online 1 hours ago,25 Hundred Tons per month,10 Mbbl per month,Central Planning,$575 million,347 Mbbl; 10 Mbbl,Untapped,Small,Congo,Soviet Union,34910 km 2,http://blocgame.com/stats.php?id=57755,
kodiang,tester2,The United Nations,40k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Good,last online 13 hours ago,13 Hundred Tons per month,5 Mbbl per month,Free Market,$575 million,474 Mbbl,Untapped,Mediocre,Pacific Rim,United States,27844 km 2,http://blocgame.com/stats.php?id=60531,
New Granada,Huey Long,The Order,54k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 18 hours ago,12 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$575 million,281 Mbbl,Untapped,Large,Southern Cone,United States,27493 km 2,http://blocgame.com/stats.php?id=63401,
Cancer,Stolen,The Order,7k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 6 hours ago,3 Hundred Tons per month,5 Mbbl per month,Central Planning,$574 million,3486 Mbbl; 5 Mbbl,Untapped,None,Persia,Neutral,10790 km 2,http://blocgame.com/stats.php?id=58745,
Beausch�n,canadianghetto,Brotherhood of Zion,10k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Poor,last online 91 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$574 million,1430 Mbbl; 2 Mbbl,Untapped,None,Arabia,Neutral,11231 km 2,http://blocgame.com/stats.php?id=59455,
Nameck,Picko,Interpol,59k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 11 hours ago,10 Hundred Tons per month,12 Mbbl per month,Central Planning,$574 million,8712 Mbbl; 12 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,30303 km 2,http://blocgame.com/stats.php?id=61968,
Ghost Shark,Sharky,PIRATES,54k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Elite,last online 5 hours ago,5 Hundred Tons per month,4 Mbbl per month,Free Market,$574 million,256 Mbbl,Untapped,Mediocre,East Indies,United States,27591 km 2,http://blocgame.com/stats.php?id=63863,
OurTown,StarlightGlimmer,The Order,58k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Poor,last online 20 hours ago,21 Hundred Tons per month,16 Mbbl per month,Central Planning,$573 million,3648 Mbbl,Untapped,Large,Persia,Soviet Union,34823 km 2,http://blocgame.com/stats.php?id=51681,
Aratana Kibo,Yuno,,9k active personnel,0 ships,,Finest of the 19th century,Good,1 factory,Elite,last online 2 hours ago,10 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$573 million,187 Mbbl; 2 Mbbl,Untapped,Meagre,Southern Africa,Neutral,18398 km 2,http://blocgame.com/stats.php?id=63197,
Crayola,baker greg,The Order,61k active personnel,0 ships,,First World War surplus,Good,1 factory,Poor,online now,11 Hundred Tons per month,6 Mbbl per month,Free Market,$572 million,1340 Mbbl,Untapped,Mediocre,Egypt,United States,30861 km 2,http://blocgame.com/stats.php?id=63958,
Ceannesburg,theorange0,Brotherhood of Zion,38k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 27 hours ago,13 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$571 million,38 Mbbl,Untapped,Mediocre,Mesoamerica,United States,23765 km 2,http://blocgame.com/stats.php?id=56500,
Sungai Dinding,Raja Hitam,The Federal Colonies,8k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 75 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$571 million,184 Mbbl; 1 Mbbl,Untapped,None,East Indies,Neutral,16172 km 2,http://blocgame.com/stats.php?id=61946,
Eleuthera,Gamb,420 Empire,22k active personnel,0 ships,,First World War surplus,Normal,1 factory,Elite,last online 1 hours ago,14 Hundred Tons per month,6 Mbbl per month,Central Planning,$571 million,299 Mbbl; 6 Mbbl,Plentiful,Mediocre,Caribbean,Soviet Union,25960 km 2,http://blocgame.com/stats.php?id=63029,
Mesopotamiaa,The JC,Brotherhood of Nod,20k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Poor,last online 14 hours ago,7 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$571 million,4883 Mbbl; 3 Mbbl,Untapped,None,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63058,
Razgriskm,Tordus Stahl,Divine League,53k active personnel,0 ships,,First World War surplus,Nice,1 factory,Standard,last online 5 hours ago,11 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$570 million,16 Mbbl; 2 Mbbl,,Small,West Africa,United States,23740 km 2,http://blocgame.com/stats.php?id=63117,
Pilkington,Aura Dawn,,9k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Poor,last online 178 hours ago,2 Hundred Tons per month,,Mixed Economy,$567 million,,Untapped,None,China,Neutral,16335 km 2,http://blocgame.com/stats.php?id=48624,
The Shitposters,The Pez,The Order,42k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Good,online now,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$567 million,8 Mbbl,Untapped,Mediocre,Caribbean,Soviet Union,27493 km 2,http://blocgame.com/stats.php?id=63636,
