country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
Platypus Island,Mark0Polo,SPQR,100k active personnel,9 ships,Second World War surplus,Axis of Evil,7 factories,Good,last online 5 hours ago,40 Hundred Tons per month,21 Mbbl per month,Central Planning,$5408 million,39 Mbbl; 21 Mbbl,Untapped,Very Powerful,Indochina,Soviet Union,73174 km 2,http://blocgame.com/stats.php?id=63909,,
Tuonela,Beelzebub,The Order,111k active personnel,7 ships,Korean War surplus,Normal,6 factories,Elite,last online 5 hours ago,44 Hundred Tons per month,3 Mbbl per month,Central Planning,$5100 million,321 Mbbl; 3 Mbbl,Untapped,Very Powerful,The Subcontinent,Soviet Union,49257 km 2,http://blocgame.com/stats.php?id=389,,
Sovngarde,Farron47,The Order,9k active personnel,13 ships,Korean War surplus,Gandhi-like,5 factories,Good,last online 5 hours ago,35 Hundred Tons per month,8 Mbbl per month,Central Planning,$4999 million,489 Mbbl; 8 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,50708 km 2,http://blocgame.com/stats.php?id=62626,,
TheDarkSide,LordVader,Misanthropics,8k active personnel,11 ships,Vietnam War surplus,Gandhi-like,3 factories,Undisciplined Rabble,online now,25 Hundred Tons per month,4 Mbbl per month,Central Planning,$4760 million,714 Mbbl; 4 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,62466 km 2,http://blocgame.com/stats.php?id=63139,,
Markovia,RDM HC,The Federal Colonies,129k active personnel,11 ships,Korean War surplus,Nice,4 factories,Elite,online now,37 Hundred Tons per month,17 Mbbl per month,Free Market,$4751 million,234 Mbbl; 17 Mbbl,Untapped,Very Powerful,Caribbean,United States,44019 km 2,http://blocgame.com/stats.php?id=58369,,
USSR,CommissarBrian,The Order,99k active personnel,0 ships,Korean War surplus,Gandhi-like,8 factories,Good,last online 52 hours ago,39 Hundred Tons per month,9 Mbbl per month,Central Planning,$4620 million,161 Mbbl; 9 Mbbl,Untapped,Large,China,Soviet Union,48847 km 2,http://blocgame.com/stats.php?id=54182,,
Morovistan,Gustave Bergher,SPQR,78k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Standard,last online 146 hours ago,23 Hundred Tons per month,19 Mbbl per month,Central Planning,$4531 million,5001 Mbbl; 19 Mbbl,Untapped,Powerful,Mesopotamia,Soviet Union,31247 km 2,http://blocgame.com/stats.php?id=62905,,
LOCAI,Agumentic,Brotherhood of Nod,79k active personnel,3 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 10 hours ago,12 Hundred Tons per month,6 Mbbl per month,Free Market,$4458 million,136 Mbbl; 6 Mbbl,Untapped,Very Powerful,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,,
Jemut,iwaniman/Ferozz,PIRATES,134k active personnel,8 ships,Korean War surplus,Gandhi-like,6 factories,Elite,last online 2 hours ago,27 Hundred Tons per month,17 Mbbl per month,Mixed Economy,$4384 million,269 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,45619 km 2,http://blocgame.com/stats.php?id=61811,,
Lorigan,Lorigan,Steel Brotherhood,103k active personnel,3 ships,Second World War surplus,Angelic,4 factories,Elite,last online 17 hours ago,29 Hundred Tons per month,8 Mbbl per month,Central Planning,$4380 million,271 Mbbl; 8 Mbbl,Untapped,Large,Amazonia,Soviet Union,44071 km 2,http://blocgame.com/stats.php?id=59787,,
