country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,reactor,uranium
nanas,nanas batu,The Divine Council,39k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 5 hours ago,20 Hundred Tons per month,5 Mbbl per month,Central Planning,$2147 million,149 Mbbl; 5 Mbbl,Near Depletion,Mediocre,East Indies,Neutral,37784 km 2,http://blocgame.com/stats.php?id=61809,,
VinnyNation,VinnyRuler,Brotherhood of Nod,47k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 7 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$2143 million,247 Mbbl; 4 Mbbl,Untapped,Small,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
Sintra,Daniel Lima,The Order,107k active personnel,2 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 5 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$2095 million,198 Mbbl; 12 Mbbl,,Mediocre,Caribbean,Soviet Union,35838 km 2,http://blocgame.com/stats.php?id=63167,,
constania,Comrade,The Divine Council,61k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 4 hours ago,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$2080 million,56 Mbbl; 7 Mbbl,Untapped,Large,Congo,Soviet Union,17509 km 2,http://blocgame.com/stats.php?id=62606,,
Almania,Almanich,Brotherhood of Nod,72k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 4 hours ago,2 Hundred Tons per month,,Central Planning,$2079 million,171 Mbbl,Untapped,Very Powerful,China,Soviet Union,52827 km 2,http://blocgame.com/stats.php?id=51725,,
German Empire,Frederick the Great,SPQR,106k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Poor,last online 25 hours ago,14 Hundred Tons per month,7 Mbbl per month,Central Planning,$2052 million,4258 Mbbl,Untapped,Powerful,Egypt,Soviet Union,27613 km 2,http://blocgame.com/stats.php?id=63053,,
Shambala,Feranon,Brotherhood of Nod,58k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,15 Hundred Tons per month,5 Mbbl per month,Central Planning,$2042 million,140 Mbbl; 5 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,31241 km 2,http://blocgame.com/stats.php?id=41268,5%,
Aasyria,David al-Assad,The Order,58k active personnel,3 ships,First World War surplus,Good,3 factories,Good,online now,22 Hundred Tons per month,15 Mbbl per month,Central Planning,$2042 million,3637 Mbbl,Plentiful,Very Powerful,Mesopotamia,Soviet Union,42439 km 2,http://blocgame.com/stats.php?id=60967,,
Alamo,linksith,The United Nations,60k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,9 Hundred Tons per month,2 Mbbl per month,Free Market,$2005 million,4372 Mbbl,Untapped,Mediocre,Mesopotamia,United States,16148 km 2,http://blocgame.com/stats.php?id=40536,,
Rome Reloaded,Tiberius Ceaser,SPQR,49k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,online now,26 Hundred Tons per month,11 Mbbl per month,Central Planning,$2001 million,6546 Mbbl,,Mediocre,Mesopotamia,Soviet Union,15413 km 2,http://blocgame.com/stats.php?id=1421,,1 Tons
Tamarlania,Vagrant,The Divine Council,162k active personnel,9 ships,First World War surplus,Normal,5 factories,Elite,last online 5 hours ago,62 Hundred Tons per month,62 Mbbl per month,Free Market,$1999 million,4467 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,50718 km 2,http://blocgame.com/stats.php?id=61626,5%,
USSR,CommissarBrian,The Order,59k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 5 hours ago,33 Hundred Tons per month,8 Mbbl per month,Central Planning,$1980 million,259 Mbbl; 8 Mbbl,Untapped,Small,China,Soviet Union,47029 km 2,http://blocgame.com/stats.php?id=54182,,
North Nubia,Sean Tony,N.S.D.A.P,112k active personnel,2 ships,First World War surplus,Gandhi-like,3 factories,Good,last online 14 hours ago,28 Hundred Tons per month,10 Mbbl per month,Central Planning,$1949 million,37 Mbbl; 10 Mbbl,Untapped,Mediocre,Congo,Soviet Union,29211 km 2,http://blocgame.com/stats.php?id=63084,,
Junovia,dontworryaboutit,Interpol,50k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 6 hours ago,24 Hundred Tons per month,7 Mbbl per month,Free Market,$1947 million,479 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,Neutral,21094 km 2,http://blocgame.com/stats.php?id=63088,,
whitmanistan,slim,The Order,78k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Good,online now,17 Hundred Tons per month,9 Mbbl per month,Free Market,$1941 million,5463 Mbbl; 9 Mbbl,Untapped,Large,Mesopotamia,United States,55691 km 2,http://blocgame.com/stats.php?id=36344,,
Sepidajistan,Shah Squid,Al-Qassam Brigades,39k active personnel,0 ships,Second World War surplus,Nice,1 factory,Elite,online now,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$1926 million,3709 Mbbl; 3 Mbbl,Plentiful,Large,Atlas,Soviet Union,14778 km 2,http://blocgame.com/stats.php?id=59462,,
TheDarkSide,LordVader,The Divine Council,118k active personnel,5 ships,Korean War surplus,Gandhi-like,2 factories,Standard,online now,28 Hundred Tons per month,2 Mbbl per month,Central Planning,$1923 million,697 Mbbl; 2 Mbbl,,Very Powerful,East Indies,Soviet Union,56405 km 2,http://blocgame.com/stats.php?id=63139,,
Feffiopia,Serloks,The Divine Council,66k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 7 hours ago,31 Hundred Tons per month,10 Mbbl per month,Central Planning,$1920 million,382 Mbbl,Plentiful,Large,The Subcontinent,Soviet Union,24983 km 2,http://blocgame.com/stats.php?id=46505,,
durkastan,ned kelly,SPQR,62k active personnel,5 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 14 hours ago,26 Hundred Tons per month,22 Mbbl per month,Free Market,$1911 million,2976 Mbbl,Untapped,Mediocre,Arabia,United States,36464 km 2,http://blocgame.com/stats.php?id=40488,,
Morjei,FlairWoW,The Divine Council,74k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 1 hours ago,32 Hundred Tons per month,4 Mbbl per month,Central Planning,$1904 million,56 Mbbl; 4 Mbbl,Untapped,Large,Indochina,Soviet Union,42900 km 2,http://blocgame.com/stats.php?id=53068,,
Hitlerwasright,Louis C Cuck,The Order,58k active personnel,0 ships,Korean War surplus,Gandhi-like,2 factories,Elite,online now,35 Hundred Tons per month,25 Mbbl per month,Free Market,$1900 million,10420 Mbbl,Near Depletion,Mediocre,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,,
SOPF,Johnathinski Weston,The United Nations,63k active personnel,0 ships,Second World War surplus,Nice,1 factory,Good,last online 12 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$1893 million,137 Mbbl; 4 Mbbl,Plentiful,Somewhat Large,East Indies,Soviet Union,18244 km 2,http://blocgame.com/stats.php?id=62841,,
south nation,presiden tote,PIRATES,78k active personnel,3 ships,First World War surplus,Nice,2 factories,Good,online now,7 Hundred Tons per month,6 Mbbl per month,Central Planning,$1888 million,510 Mbbl; 6 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,44437 km 2,http://blocgame.com/stats.php?id=61911,,
Cameronia,Cameron Saxonson,Che Guevara League,60k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 12 hours ago,18 Hundred Tons per month,10 Mbbl per month,Central Planning,$1879 million,241 Mbbl; 10 Mbbl,Untapped,Large,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,,
Kosan,Whitearcher8,The Divine Council,58k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,16 Hundred Tons per month,6 Mbbl per month,Central Planning,$1874 million,5491 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,31414 km 2,http://blocgame.com/stats.php?id=59227,,
KingBding,King B,The Order,32k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 16 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$1864 million,284 Mbbl; 3 Mbbl,,Very Powerful,Southern Africa,Soviet Union,25241 km 2,http://blocgame.com/stats.php?id=63205,,
Cirno,jc99,The Federal Colonies,138k active personnel,3 ships,Second World War surplus,Gandhi-like,5 factories,Standard,last online 13 hours ago,34 Hundred Tons per month,2 Mbbl per month,Free Market,$1855 million,242 Mbbl,Untapped,Somewhat Large,Caribbean,United States,39052 km 2,http://blocgame.com/stats.php?id=43375,,1 Tons
South Uganda,Dr. Idi Amin,The Divine Council,164k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 6 hours ago,40 Hundred Tons per month,6 Mbbl per month,Central Planning,$1854 million,444 Mbbl; 6 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,41306 km 2,http://blocgame.com/stats.php?id=63128,,
Coccoladia,Ernesto Caprone,The Federal Colonies,39k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 10 hours ago,20 Hundred Tons per month,2 Mbbl per month,Central Planning,$1846 million,84 Mbbl; 2 Mbbl,Untapped,Large,Caribbean,Soviet Union,27057 km 2,http://blocgame.com/stats.php?id=40289,,
Zeon Alliance,Char Aznable,The Divine Council,80k active personnel,6 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,7 Hundred Tons per month,7 Mbbl per month,Free Market,$1835 million,258 Mbbl; 7 Mbbl,Untapped,Very Powerful,Pacific Rim,United States,33932 km 2,http://blocgame.com/stats.php?id=62248,,1 Tons
Bendover,Mike Hawk,Farmington Brigade,6k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 133 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$1817 million,143 Mbbl; 2 Mbbl,Untapped,None,East Indies,Soviet Union,7492 km 2,http://blocgame.com/stats.php?id=62897,,
Texastan,Rebel Lord,Interpol,90k active personnel,5 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 2 hours ago,23 Hundred Tons per month,23 Mbbl per month,Central Planning,$1816 million,6760 Mbbl; 23 Mbbl,Plentiful,Large,Mesopotamia,Soviet Union,51939 km 2,http://blocgame.com/stats.php?id=58149,,
Lubekran,septima,Interpol,4k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,14 Hundred Tons per month,5 Mbbl per month,Central Planning,$1815 million,5 Mbbl,Untapped,Large,Indochina,Soviet Union,8994 km 2,http://blocgame.com/stats.php?id=62568,,
Mzab,Cuma Thurman,Brotherhood of Nod,83k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,23 Hundred Tons per month,16 Mbbl per month,Central Planning,$1814 million,4175 Mbbl; 16 Mbbl,Untapped,Somewhat Large,Atlas,Soviet Union,37677 km 2,http://blocgame.com/stats.php?id=63775,,
Glubistan,Glub,SPQR,78k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Poor,last online 5 hours ago,25 Hundred Tons per month,13 Mbbl per month,Central Planning,$1792 million,1663 Mbbl; 13 Mbbl,Untapped,Somewhat Large,Arabia,Soviet Union,23779 km 2,http://blocgame.com/stats.php?id=63027,,
Jebawka,Shetay,The Order,83k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 8 hours ago,14 Hundred Tons per month,10 Mbbl per month,Free Market,$1786 million,3061 Mbbl,Untapped,Mediocre,Arabia,United States,28692 km 2,http://blocgame.com/stats.php?id=54304,,
Harezland,Adam harez,The Order,39k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Good,online now,11 Hundred Tons per month,10 Mbbl per month,Central Planning,$1784 million,359 Mbbl; 10 Mbbl,Plentiful,Somewhat Large,Pacific Rim,Neutral,16704 km 2,http://blocgame.com/stats.php?id=60587,,
Conrad,Waled,SPQR,46k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,18 Hundred Tons per month,16 Mbbl per month,Central Planning,$1779 million,4640 Mbbl,,Large,Egypt,Soviet Union,15922 km 2,http://blocgame.com/stats.php?id=62640,,1 Tons
Lothl�rien,Galadriel,,98k active personnel,11 ships,Second World War surplus,Gandhi-like,7 factories,Elite,last online 4 hours ago,27 Hundred Tons per month,27 Mbbl per month,Free Market,$1778 million,3953 Mbbl; 27 Mbbl,Plentiful,Large,Atlas,United States,27531 km 2,http://blocgame.com/stats.php?id=64165,,
Jerung Hantu,Syark Land,PIRATES,49k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,6 Hundred Tons per month,7 Mbbl per month,Free Market,$1773 million,1208 Mbbl,,Somewhat Large,Arabia,United States,15814 km 2,http://blocgame.com/stats.php?id=60505,,
Cyleia,Silas Adar,,1k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 18 hours ago,11 Hundred Tons per month,6 Mbbl per month,Free Market,$1765 million,275 Mbbl; 6 Mbbl,Untapped,Mediocre,Mesoamerica,United States,18527 km 2,http://blocgame.com/stats.php?id=62784,,
Ivalice,Nighthawk571,Interpol,79k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,25 Hundred Tons per month,22 Mbbl per month,Central Planning,$1757 million,2374 Mbbl; 22 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,35726 km 2,http://blocgame.com/stats.php?id=63060,,
Brunstovia,Zat Other Guy,Interpol,22k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 30 hours ago,11 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$1752 million,377 Mbbl; 3 Mbbl,Plentiful,Small,China,United States,12948 km 2,http://blocgame.com/stats.php?id=62648,,
Syphirious,Doxal,Interpol,64k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 11 hours ago,32 Hundred Tons per month,28 Mbbl per month,Central Planning,$1737 million,4189 Mbbl; 28 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,52073 km 2,http://blocgame.com/stats.php?id=59670,,
Asians,bigyihsuan,The Divine Council,8k active personnel,-1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 8 hours ago,11 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$1735 million,260 Mbbl; 5 Mbbl,Untapped,Small,Pacific Rim,United States,16191 km 2,http://blocgame.com/stats.php?id=41551,,
Conferan,Cryptox,The Divine Council,93k active personnel,2 ships,Second World War surplus,Good,2 factories,Good,online now,18 Hundred Tons per month,6 Mbbl per month,Central Planning,$1733 million,407 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,45278 km 2,http://blocgame.com/stats.php?id=56710,,1 Tons
Crimea,Hayro Khan,The Order,58k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 5 hours ago,16 Hundred Tons per month,10 Mbbl per month,Central Planning,$1731 million,3551 Mbbl; 10 Mbbl,Near Depletion,Small,Atlas,Soviet Union,31017 km 2,http://blocgame.com/stats.php?id=2570,,
the Haunted,thedrunkenarchitect,The Order,79k active personnel,3 ships,Second World War surplus,Nice,2 factories,Standard,last online 8 hours ago,27 Hundred Tons per month,4 Mbbl per month,Central Planning,$1724 million,450 Mbbl; 4 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,36095 km 2,http://blocgame.com/stats.php?id=63020,,
Markovia,RDM HC,The Federal Colonies,78k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,24 Hundred Tons per month,12 Mbbl per month,Free Market,$1717 million,650 Mbbl; 12 Mbbl,Untapped,Large,Caribbean,United States,39510 km 2,http://blocgame.com/stats.php?id=58369,,
Valtania,Kelvin D. Makumbi,The Federal Colonies,121k active personnel,4 ships,Second World War surplus,Nice,3 factories,Poor,last online 3 hours ago,17 Hundred Tons per month,12 Mbbl per month,Central Planning,$1715 million,107 Mbbl; 12 Mbbl,Near Depletion,Large,Mesoamerica,Soviet Union,36276 km 2,http://blocgame.com/stats.php?id=62525,,
Russophia,Mikhail Putin,SPQR,8k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 5 hours ago,3 Hundred Tons per month,8 Mbbl per month,Central Planning,$1714 million,1655 Mbbl; 8 Mbbl,Untapped,Large,Arabia,Soviet Union,5473 km 2,http://blocgame.com/stats.php?id=54426,,
Southern Africa,TheMaster_ZA,The Order,63k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 7 hours ago,32 Hundred Tons per month,5 Mbbl per month,Central Planning,$1713 million,196 Mbbl,Untapped,Large,Southern Africa,Soviet Union,47219 km 2,http://blocgame.com/stats.php?id=48410,,
Nueva Galicia,FedericoDionisi,Che Guevara League,30k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 35 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$1697 million,45 Mbbl; 2 Mbbl,Untapped,Large,Southern Cone,Soviet Union,19743 km 2,http://blocgame.com/stats.php?id=60349,,
Junoma,VicReyes,Steel Brotherhood,39k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,online now,16 Hundred Tons per month,4 Mbbl per month,Free Market,$1696 million,455 Mbbl,Untapped,Large,Southern Cone,United States,35924 km 2,http://blocgame.com/stats.php?id=40349,,
Lorigan,Lorigan,The Divine Council,59k active personnel,0 ships,Second World War surplus,Angelic,2 factories,Good,last online 6 hours ago,23 Hundred Tons per month,8 Mbbl per month,Central Planning,$1695 million,241 Mbbl; 8 Mbbl,Untapped,Mediocre,Amazonia,Soviet Union,37619 km 2,http://blocgame.com/stats.php?id=59787,,
Hansetica,Svan,The Order,10k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 60 hours ago,18 Hundred Tons per month,8 Mbbl per month,Central Planning,$1692 million,159 Mbbl; 8 Mbbl,Untapped,Meagre,China,Soviet Union,20320 km 2,http://blocgame.com/stats.php?id=63390,,
shair,shair,Al-Qassam Brigades,30k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,online now,30 Hundred Tons per month,11 Mbbl per month,Central Planning,$1690 million,204 Mbbl,Untapped,Somewhat Large,East Indies,Soviet Union,40972 km 2,http://blocgame.com/stats.php?id=62199,,
Drelinka,Catheline lebran,SPQR,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 8 hours ago,4 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$1685 million,1383 Mbbl,Untapped,Small,Persia,Neutral,6063 km 2,http://blocgame.com/stats.php?id=61556,,
Eastasia,accounts being deleted,The United Nations,59k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$1681 million,832 Mbbl; 3 Mbbl,Untapped,Meagre,Pacific Rim,Soviet Union,27203 km 2,http://blocgame.com/stats.php?id=63527,,
Zinlandia,Alaah,Che Guevara League,21k active personnel,0 ships,Second World War surplus,Normal,2 factories,Elite,last online 2 hours ago,38 Hundred Tons per month,5 Mbbl per month,Central Planning,$1680 million,394 Mbbl,Plentiful,Somewhat Large,Amazonia,Soviet Union,51341 km 2,http://blocgame.com/stats.php?id=45831,,
Ghost Shark,Sharky,PIRATES,64k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 6 hours ago,10 Hundred Tons per month,6 Mbbl per month,Free Market,$1676 million,194 Mbbl,Untapped,Large,East Indies,United States,39738 km 2,http://blocgame.com/stats.php?id=63863,,
Johor,Helmi Omar,The Khilafah,44k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 7 hours ago,9 Hundred Tons per month,5 Mbbl per month,Central Planning,$1660 million,5 Mbbl,,Mediocre,Pacific Rim,Neutral,16660 km 2,http://blocgame.com/stats.php?id=60442,,
Alexandrastan,TWAIN,Brotherhood of Nod,47k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Standard,last online 5 hours ago,10 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$1656 million,1940 Mbbl; 6 Mbbl,Untapped,Somewhat Large,Mesopotamia,United States,28361 km 2,http://blocgame.com/stats.php?id=39070,,
pelle,pelle,The Order,80k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 11 hours ago,37 Hundred Tons per month,5 Mbbl per month,Central Planning,$1650 million,459 Mbbl; 5 Mbbl,Untapped,Very Powerful,China,Soviet Union,47331 km 2,http://blocgame.com/stats.php?id=52372,,
Leinad,bloodywaffles12,,23k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 15 hours ago,11 Hundred Tons per month,7 Mbbl per month,Central Planning,$1645 million,357 Mbbl; 7 Mbbl,Plentiful,Large,China,Soviet Union,16587 km 2,http://blocgame.com/stats.php?id=59332,,
Mmhat,Homermustdie,The Divine Council,38k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 8 hours ago,14 Hundred Tons per month,2 Mbbl per month,Free Market,$1643 million,147 Mbbl; 2 Mbbl,Untapped,Mediocre,Amazonia,United States,20400 km 2,http://blocgame.com/stats.php?id=45846,,
Ferma,President Jacobo Vincenzo,The Order,59k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,25 Hundred Tons per month,,Free Market,$1640 million,178 Mbbl,Untapped,Large,Southern Cone,United States,27656 km 2,http://blocgame.com/stats.php?id=58784,,
Petai Belalang,zulhasr39689,PIRATES,62k active personnel,8 ships,Second World War surplus,Gandhi-like,4 factories,Good,online now,12 Hundred Tons per month,4 Mbbl per month,Central Planning,$1640 million,244 Mbbl; 4 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,21813 km 2,http://blocgame.com/stats.php?id=60767,,
Rhod3sia,FreeMindInside,The Order,60k active personnel,1 ships,Second World War surplus,Nice,3 factories,Good,online now,33 Hundred Tons per month,3 Mbbl per month,Central Planning,$1635 million,179 Mbbl; 3 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,34691 km 2,http://blocgame.com/stats.php?id=52679,,
Krakozhia,Ilyich,Interpol,78k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,online now,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$1633 million,84 Mbbl; 3 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,27286 km 2,http://blocgame.com/stats.php?id=39065,,
BongoBongoBongo,oBerry,The Order,85k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,online now,40 Hundred Tons per month,11 Mbbl per month,Central Planning,$1626 million,63 Mbbl; 11 Mbbl,Plentiful,Somewhat Large,Congo,Soviet Union,20923 km 2,http://blocgame.com/stats.php?id=63942,,
Thair,Tacoonastick,The Order,28k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Poor,last online 9 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$1624 million,437 Mbbl; 4 Mbbl,Near Depletion,Mediocre,Congo,Soviet Union,10465 km 2,http://blocgame.com/stats.php?id=60955,,
Tandak,jimmyyus,PIRATES,89k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Poor,online now,18 Hundred Tons per month,12 Mbbl per month,Free Market,$1618 million,3550 Mbbl; 12 Mbbl,Depleted,Large,Egypt,United States,16073 km 2,http://blocgame.com/stats.php?id=62201,,
