country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,reactor,uranium
Tuonela,Beelzebub,The Order,64k active personnel,2 ships,Second World War surplus,Angelic,2 factories,Elite,online now,30 Hundred Tons per month,2 Mbbl per month,Central Planning,$2678 million,380 Mbbl; 2 Mbbl,Untapped,Large,The Subcontinent,Soviet Union,44874 km 2,http://blocgame.com/stats.php?id=389,,
Platypus Island,Mark0Polo,SPQR,55k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Standard,online now,40 Hundred Tons per month,21 Mbbl per month,Central Planning,$2653 million,363 Mbbl; 21 Mbbl,Untapped,Large,Indochina,Soviet Union,29623 km 2,http://blocgame.com/stats.php?id=63909,,
Asians,bigyihsuan,The Divine Council,2k active personnel,-1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 1 hours ago,11 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$2460 million,381 Mbbl; 5 Mbbl,,Small,Pacific Rim,United States,23314 km 2,http://blocgame.com/stats.php?id=41551,,
Kyranistan,Michael Hussain,Comintern,60k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,online now,12 Hundred Tons per month,12 Mbbl per month,Central Planning,$2353 million,5875 Mbbl; 12 Mbbl,Near Depletion,Large,Persia,Soviet Union,25332 km 2,http://blocgame.com/stats.php?id=61263,,
Morovistan,Gustave Bergher,The Divine Council,59k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 19 hours ago,18 Hundred Tons per month,13 Mbbl per month,Central Planning,$2292 million,3323 Mbbl; 13 Mbbl,Untapped,Large,Mesopotamia,Soviet Union,27224 km 2,http://blocgame.com/stats.php?id=62905,,
Sovngarde,Farron47,The Order,82k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 5 hours ago,25 Hundred Tons per month,6 Mbbl per month,Central Planning,$2249 million,615 Mbbl; 6 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,43266 km 2,http://blocgame.com/stats.php?id=62626,,
temasik,lawrence,SPQR,39k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 21 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$2213 million,927 Mbbl; 4 Mbbl,,Mediocre,East Indies,United States,19295 km 2,http://blocgame.com/stats.php?id=62827,,
Uzbekistanstan,Shaikh Zayer,The Order,79k active personnel,3 ships,Second World War surplus,Angelic,3 factories,Elite,last online 1 hours ago,42 Hundred Tons per month,5 Mbbl per month,Free Market,$2203 million,415 Mbbl,Untapped,Large,Congo,United States,42881 km 2,http://blocgame.com/stats.php?id=47207,,
Raja Udang,Mario,PIRATES,77k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 6 hours ago,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$2167 million,205 Mbbl; 7 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,40801 km 2,http://blocgame.com/stats.php?id=61754,,
Femtonesia,1101,Comintern,44k active personnel,2 ships,First World War surplus,Good,2 factories,Elite,online now,42 Hundred Tons per month,6 Mbbl per month,Central Planning,$2126 million,81 Mbbl; 6 Mbbl,Near Depletion,Mediocre,Pacific Rim,Soviet Union,33625 km 2,http://blocgame.com/stats.php?id=63083,,
