country,leader,alliance,army_size,navy,reactor,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Senglia,mreid2112,Farmington Brigade,7k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 153 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$1201 million,2 Mbbl,Untapped,Meagre,Indochina,Soviet Union,9288 km 2,http://blocgame.com/stats.php?id=62920,
Sepidajistan,Shah Squid,Al-Qassam Brigades,38k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 9 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$1196 million,3763 Mbbl; 3 Mbbl,Plentiful,Small,Atlas,Soviet Union,15382 km 2,http://blocgame.com/stats.php?id=59462,
Zeon Alliance,Char Aznable,The High Council,50k active personnel,6 ships,,First World War surplus,Gandhi-like,2 factories,Good,online now,7 Hundred Tons per month,7 Mbbl per month,Free Market,$1195 million,290 Mbbl; 7 Mbbl,Untapped,Powerful,Pacific Rim,United States,30895 km 2,http://blocgame.com/stats.php?id=62248,1 Tons
Surakistahn,Harry Drewer,,7k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Poor,last online 5 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$995 million,1138 Mbbl,Untapped,Meagre,Mesopotamia,Neutral,6308 km 2,http://blocgame.com/stats.php?id=46090,
Junovia,dontworryaboutit,Interpol,13k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,11 Hundred Tons per month,5 Mbbl per month,Free Market,$1194 million,566 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,Neutral,19517 km 2,http://blocgame.com/stats.php?id=63088,
Worthless Sand,Spirit of Saddam Hussein,Brotherhood of Nod,18k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Poor,last online 5 hours ago,14 Hundred Tons per month,4 Mbbl per month,Central Planning,$1194 million,3679 Mbbl; 4 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=63192,
bakhang,cukobi,The Order,63k active personnel,2 ships,,First World War surplus,Gandhi-like,2 factories,Poor,last online 13 hours ago,18 Hundred Tons per month,10 Mbbl per month,Central Planning,$1192 million,1355 Mbbl; 10 Mbbl,Untapped,Large,Atlas,Soviet Union,40085 km 2,http://blocgame.com/stats.php?id=60485,
the Haunted,thedrunkenarchitect,Brotherhood of Zion,53k active personnel,0 ships,,First World War surplus,Good,2 factories,Standard,last online 6 hours ago,25 Hundred Tons per month,4 Mbbl per month,Central Planning,$1190 million,522 Mbbl; 4 Mbbl,Untapped,Large,Southern Africa,Soviet Union,35990 km 2,http://blocgame.com/stats.php?id=63020,
Markovia,RDM HC,The Federal Colonies,59k active personnel,1 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,last online 3 hours ago,19 Hundred Tons per month,10 Mbbl per month,Free Market,$1184 million,497 Mbbl; 10 Mbbl,Untapped,Somewhat Large,Caribbean,United States,39075 km 2,http://blocgame.com/stats.php?id=58369,
Tamil Kingdom,Chola I,Brotherhood of Zion,97k active personnel,0 ships,,Second World War surplus,Gandhi-like,3 factories,Elite,last online 19 hours ago,46 Hundred Tons per month,7 Mbbl per month,Central Planning,$1184 million,430 Mbbl; 7 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,50031 km 2,http://blocgame.com/stats.php?id=60964,1 Tons
Cameronia,Cameron Saxonson,Che Guevara League,42k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,16 Hundred Tons per month,9 Mbbl per month,Central Planning,$1180 million,410 Mbbl; 9 Mbbl,Untapped,Mediocre,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,
ZAMENTA,ShAh FAr HAn,The Order,80k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 11 hours ago,11 Hundred Tons per month,7 Mbbl per month,Central Planning,$1170 million,298 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Pacific Rim,Soviet Union,42596 km 2,http://blocgame.com/stats.php?id=61998,1 Tons
North Nubia,Sean Tony,,99k active personnel,1 ships,,First World War surplus,Gandhi-like,3 factories,Good,last online 9 hours ago,26 Hundred Tons per month,10 Mbbl per month,Central Planning,$1164 million,172 Mbbl; 10 Mbbl,Plentiful,Small,Congo,Soviet Union,20943 km 2,http://blocgame.com/stats.php?id=63084,
Malaysia.,Tuanku Adam Zhafri,PIRATES,9k active personnel,0 ships,,First World War surplus,Good,3 factories,Good,last online 19 hours ago,10 Hundred Tons per month,9 Mbbl per month,Mixed Economy,$1161 million,247 Mbbl; 9 Mbbl,Near Depletion,None,East Indies,Neutral,28861 km 2,http://blocgame.com/stats.php?id=63032,
Lubekran,septima,Interpol,36k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,online now,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$1156 million,88 Mbbl; 3 Mbbl,Untapped,Mediocre,Indochina,Soviet Union,11120 km 2,http://blocgame.com/stats.php?id=62568,
Tyanra,SaffronMerchant,SPQR,69k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,16 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1153 million,1549 Mbbl; 2 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,34788 km 2,http://blocgame.com/stats.php?id=60365,
Kyranistan,Michael Hussain,Comintern,38k active personnel,0 ships,,First World War surplus,Questionable,1 factory,Good,online now,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$1149 million,6007 Mbbl; 7 Mbbl,Near Depletion,Large,Persia,Soviet Union,22732 km 2,http://blocgame.com/stats.php?id=61263,
Hansetica,Svan,The Order,39k active personnel,1 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,last online 6 hours ago,15 Hundred Tons per month,6 Mbbl per month,Central Planning,$1142 million,325 Mbbl; 6 Mbbl,,Mediocre,China,Soviet Union,25637 km 2,http://blocgame.com/stats.php?id=63390,
Mzab,Cuma Thurman,Brotherhood of Nod,59k active personnel,1 ships,,Second World War surplus,Isolated,2 factories,Good,last online 4 hours ago,15 Hundred Tons per month,12 Mbbl per month,Central Planning,$1141 million,4440 Mbbl; 12 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,37073 km 2,http://blocgame.com/stats.php?id=63775,
Etiwan,Latvu,The High Council,41k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,18 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$1124 million,397 Mbbl,Untapped,Mediocre,Amazonia,United States,27420 km 2,http://blocgame.com/stats.php?id=60056,
Conferan,Cryptox,The High Council,85k active personnel,1 ships,,Second World War surplus,Angelic,2 factories,Good,online now,13 Hundred Tons per month,6 Mbbl per month,Central Planning,$1315 million,515 Mbbl,Untapped,Powerful,East Indies,Soviet Union,42731 km 2,http://blocgame.com/stats.php?id=56710,1 Tons
CTSKRR,CTSKRR,The High Council,59k active personnel,1 ships,,Second World War surplus,Gandhi-like,2 factories,Poor,last online 10 hours ago,8 Hundred Tons per month,8 Mbbl per month,Central Planning,$1122 million,230 Mbbl; 8 Mbbl,,Large,China,Soviet Union,20237 km 2,http://blocgame.com/stats.php?id=60811,
Potatopia,DoomPotato,Brotherhood of Zion,59k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 4 hours ago,7 Hundred Tons per month,13 Mbbl per month,Central Planning,$1121 million,5053 Mbbl; 13 Mbbl,Plentiful,Very Powerful,Egypt,Soviet Union,29105 km 2,http://blocgame.com/stats.php?id=54037,
Sintra,Daniel Lima,The Order,67k active personnel,0 ships,,Finest of the 19th century,Angelic,1 factory,Elite,last online 3 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$1119 million,329 Mbbl; 5 Mbbl,Near Depletion,Mediocre,Caribbean,Soviet Union,26324 km 2,http://blocgame.com/stats.php?id=63167,
Pan-demo-nium,Raja,The Order,25k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 102 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$1115 million,182 Mbbl; 2 Mbbl,,Somewhat Large,The Subcontinent,Soviet Union,18189 km 2,http://blocgame.com/stats.php?id=63195,
Alamo,linksith,The United Nations,6k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Poor,online now,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1110 million,4049 Mbbl,Untapped,None,Mesopotamia,United States,10790 km 2,http://blocgame.com/stats.php?id=40536,
Hitlerwasright,Louis C Cuck,The Order,22k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,21 Hundred Tons per month,16 Mbbl per month,Free Market,$1105 million,2418 Mbbl,Near Depletion,None,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,
Glubistan,Glub,SPQR,52k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,online now,20 Hundred Tons per month,11 Mbbl per month,Central Planning,$1091 million,1575 Mbbl; 11 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,22469 km 2,http://blocgame.com/stats.php?id=63027,
Texastan,Rebel Lord,Interpol,68k active personnel,2 ships,,Second World War surplus,Gandhi-like,3 factories,Good,last online 3 hours ago,20 Hundred Tons per month,21 Mbbl per month,Central Planning,$1081 million,5326 Mbbl; 21 Mbbl,Plentiful,Mediocre,Mesopotamia,Soviet Union,46476 km 2,http://blocgame.com/stats.php?id=58149,
Bendover,Mike Hawk,Farmington Brigade,10k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 108 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$1079 million,148 Mbbl; 1 Mbbl,Untapped,None,East Indies,Soviet Union,11005 km 2,http://blocgame.com/stats.php?id=62897,
Batu putih,Harzan,The Federal Colonies,42k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$1078 million,190 Mbbl,Near Depletion,Mediocre,East Indies,Soviet Union,10551 km 2,http://blocgame.com/stats.php?id=61926,
Leinad,bloodywaffles12,The United Nations,9k active personnel,1 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 10 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$1068 million,96 Mbbl; 5 Mbbl,Untapped,Large,China,Soviet Union,20307 km 2,http://blocgame.com/stats.php?id=59332,
Zinlandia,Alaah,Che Guevara League,59k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Good,last online 7 hours ago,29 Hundred Tons per month,5 Mbbl per month,Central Planning,$1067 million,43 Mbbl,Untapped,Somewhat Large,Amazonia,Soviet Union,42254 km 2,http://blocgame.com/stats.php?id=45831,
Honesty,Fury,SPQR,9k active personnel,0 ships,,Finest of the 19th century,Normal,None,Undisciplined Rabble,last online 10 hours ago,11 Hundred Tons per month,,Free Market,$1066 million,,Untapped,None,Mesopotamia,United States,9174 km 2,http://blocgame.com/stats.php?id=62094,
Guadianstan,Guadian Bakar,Followers of Guadian,12k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,13 Hundred Tons per month,6 Mbbl per month,Central Planning,$1065 million,223 Mbbl,Plentiful,Mediocre,Gran Colombia,Soviet Union,20815 km 2,http://blocgame.com/stats.php?id=63250,
Russophia,Mikhail Putin,SPQR,8k active personnel,0 ships,,Second World War surplus,Questionable,None,Elite,last online 1 hours ago,3 Hundred Tons per month,7 Mbbl per month,Central Planning,$1063 million,2555 Mbbl; 7 Mbbl,Plentiful,None,Arabia,Soviet Union,7959 km 2,http://blocgame.com/stats.php?id=54426,
raja_png,DiDi27,,19k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 23 hours ago,8 Hundred Tons per month,5 Mbbl per month,Central Planning,$1059 million,164 Mbbl; 5 Mbbl,Untapped,None,Pacific Rim,Soviet Union,7570 km 2,http://blocgame.com/stats.php?id=62000,
kobisbunga,kobis,Brotherhood of Nod,29k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,5 Hundred Tons per month,3 Mbbl per month,Free Market,$1056 million,175 Mbbl; 3 Mbbl,Untapped,Small,East Indies,United States,16335 km 2,http://blocgame.com/stats.php?id=61609,
Leche,ElHombreLeche,,9k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 150 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$1056 million,2035 Mbbl; 5 Mbbl,Untapped,Mediocre,Persia,Soviet Union,21803 km 2,http://blocgame.com/stats.php?id=62425,
Brunstovia,Zat Other Guy,Interpol,36k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 9 hours ago,8 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1056 million,246 Mbbl; 2 Mbbl,Near Depletion,Meagre,China,United States,13078 km 2,http://blocgame.com/stats.php?id=62648,
Almania,Almanich,Brotherhood of Nod,45k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,online now,2 Hundred Tons per month,,Central Planning,$1053 million,80 Mbbl,Untapped,Large,China,Soviet Union,42148 km 2,http://blocgame.com/stats.php?id=51725,
Valtania,Kelvin D. Makumbi,,71k active personnel,2 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 10 hours ago,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$1052 million,195 Mbbl; 7 Mbbl,Untapped,Mediocre,Mesoamerica,Soviet Union,28457 km 2,http://blocgame.com/stats.php?id=62525,
Gulam,Galak,PIRATES,54k active personnel,4 ships,,Second World War surplus,Questionable,1 factory,Good,online now,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$1052 million,412 Mbbl; 5 Mbbl,Depleted,Small,Pacific Rim,Neutral,29354 km 2,http://blocgame.com/stats.php?id=63645,
Krasnyyikistan,JohnTheGreat,Comintern,80k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 2 hours ago,7 Hundred Tons per month,11 Mbbl per month,Free Market,$1048 million,3756 Mbbl,Untapped,Large,Arabia,Soviet Union,28415 km 2,http://blocgame.com/stats.php?id=50209,
Jerung Hantu,Syark Land,PIRATES,36k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 5 hours ago,6 Hundred Tons per month,4 Mbbl per month,Free Market,$1047 million,1567 Mbbl,Near Depletion,Small,Arabia,United States,19167 km 2,http://blocgame.com/stats.php?id=60505,
Harezland,Adam harez,The Order,18k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,last online 10 hours ago,8 Hundred Tons per month,8 Mbbl per month,Central Planning,$1045 million,339 Mbbl; 8 Mbbl,Untapped,Mediocre,Pacific Rim,Neutral,20389 km 2,http://blocgame.com/stats.php?id=60587,
Argon,Argus,Interpol,45k active personnel,4 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 12 hours ago,20 Hundred Tons per month,27 Mbbl per month,Central Planning,$1040 million,2627 Mbbl; 27 Mbbl,Untapped,Somewhat Large,Atlas,Soviet Union,40872 km 2,http://blocgame.com/stats.php?id=57323,
Shining Sun,Wladyslaw Gomulka,Lithuanian Coalition,42k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 13 hours ago,16 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$1040 million,64 Mbbl,Untapped,Mediocre,Southern Africa,Soviet Union,18382 km 2,http://blocgame.com/stats.php?id=61511,
Lombardy,Aistulf,The Order,67k active personnel,1 ships,,Second World War surplus,Gandhi-like,2 factories,Good,last online 6 hours ago,20 Hundred Tons per month,11 Mbbl per month,Free Market,$1040 million,6678 Mbbl; 11 Mbbl,Untapped,Mediocre,Persia,United States,42645 km 2,http://blocgame.com/stats.php?id=63882,
Nueva Galicia,FedericoDionisi,Che Guevara League,34k active personnel,0 ships,,Second World War surplus,Gandhi-like,None,Good,last online 5 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$1038 million,81 Mbbl; 2 Mbbl,,Somewhat Large,Southern Cone,Soviet Union,19743 km 2,http://blocgame.com/stats.php?id=60349,
Civilia,Sir_Ranger,Al-Qassam Brigades,60k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Poor,last online 13 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$1038 million,2 Mbbl,Near Depletion,None,China,Neutral,9175 km 2,http://blocgame.com/stats.php?id=62017,
Olympia,Xasthur,Brotherhood of Nod,72k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,16 Hundred Tons per month,3 Mbbl per month,Central Planning,$1030 million,174 Mbbl; 3 Mbbl,Untapped,Large,China,Soviet Union,35747 km 2,http://blocgame.com/stats.php?id=51354,
Coccoladia,Ernesto Caprone,The Federal Colonies,28k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 10 hours ago,19 Hundred Tons per month,2 Mbbl per month,Central Planning,$1028 million,120 Mbbl; 2 Mbbl,Untapped,Meagre,Caribbean,Soviet Union,27330 km 2,http://blocgame.com/stats.php?id=40289,
Robots,stormbot28,Interpol,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 152 hours ago,8 Hundred Tons per month,,Free Market,$1024 million,,Untapped,Mediocre,Caribbean,United States,13613 km 2,http://blocgame.com/stats.php?id=40242,
Derse Moon,Jack Noir,The Order,79k active personnel,11 ships,,Second World War surplus,Questionable,5 factories,Elite,last online 5 hours ago,40 Hundred Tons per month,40 Mbbl per month,Free Market,$1021 million,21417 Mbbl,,Very Powerful,Egypt,United States,69401 km 2,http://blocgame.com/stats.php?id=62965,
Johor,Helmi Omar,The Khilafah,46k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,8 Hundred Tons per month,5 Mbbl per month,Central Planning,$1017 million,90 Mbbl; 5 Mbbl,Untapped,Somewhat Large,Pacific Rim,Neutral,17750 km 2,http://blocgame.com/stats.php?id=60442,
Junoma,VicReyes,SPQR,37k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,10 Hundred Tons per month,2 Mbbl per month,Free Market,$1014 million,384 Mbbl; 2 Mbbl,Untapped,Somewhat Large,Southern Cone,United States,33945 km 2,http://blocgame.com/stats.php?id=40349,
DFWEFWEF,dmc5,Interpol,40k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,online now,8 Hundred Tons per month,6 Mbbl per month,Central Planning,$1014 million,4995 Mbbl; 6 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,35376 km 2,http://blocgame.com/stats.php?id=55118,
