country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
Ferma,President Jacobo Vincenzo,The Order,96k active personnel,7 ships,Korean War surplus,Gandhi-like,3 factories,Elite,online now,25 Hundred Tons per month,,Free Market,$3585 million,237 Mbbl,Untapped,Large,Southern Cone,United States,35333 km 2,http://blocgame.com/stats.php?id=58784,3 Tons,
Coccoladia,Ernesto Caprone,The Federal Colonies,38k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 9 hours ago,22 Hundred Tons per month,2 Mbbl per month,Central Planning,$3582 million,22 Mbbl; 2 Mbbl,Untapped,Very Powerful,Caribbean,Soviet Union,27057 km 2,http://blocgame.com/stats.php?id=40289,,
Lorigan,Lorigan,Steel Brotherhood,93k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 1 hours ago,29 Hundred Tons per month,8 Mbbl per month,Central Planning,$3573 million,335 Mbbl; 8 Mbbl,Untapped,Large,Amazonia,Soviet Union,41898 km 2,http://blocgame.com/stats.php?id=59787,,
TheDarkSide,LordVader,Misanthropics,85k active personnel,6 ships,Vietnam War surplus,Gandhi-like,3 factories,Standard,last online 4 hours ago,27 Hundred Tons per month,4 Mbbl per month,Central Planning,$3559 million,754 Mbbl; 4 Mbbl,Near Depletion,Very Powerful,East Indies,Soviet Union,66267 km 2,http://blocgame.com/stats.php?id=63139,,
VinnyNation,VinnyRuler,Brotherhood of Nod,47k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 16 hours ago,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$3544 million,314 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
Aasyria,David al-Assad,The Order,138k active personnel,10 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 1 hours ago,35 Hundred Tons per month,17 Mbbl per month,Central Planning,$3542 million,3819 Mbbl,Plentiful,Very Powerful,Mesopotamia,Soviet Union,45142 km 2,http://blocgame.com/stats.php?id=60967,,
Cirno,jc99,The Federal Colonies,158k active personnel,6 ships,Second World War surplus,Gandhi-like,8 factories,Standard,last online 2 hours ago,34 Hundred Tons per month,2 Mbbl per month,Free Market,$3525 million,208 Mbbl,Untapped,Powerful,Caribbean,United States,41625 km 2,http://blocgame.com/stats.php?id=43375,1 Tons,
Hitlerwasright,Louis C Cuck,The Order,98k active personnel,8 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 9 hours ago,35 Hundred Tons per month,25 Mbbl per month,Free Market,$3481 million,9645 Mbbl,Untapped,Very Powerful,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,,
Kosan,Whitearcher8,The Order,97k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Elite,online now,20 Hundred Tons per month,10 Mbbl per month,Central Planning,$3479 million,6429 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,34556 km 2,http://blocgame.com/stats.php?id=59227,,
Leinad,bloodywaffles12,The Order,38k active personnel,1 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 27 hours ago,19 Hundred Tons per month,12 Mbbl per month,Central Planning,$3446 million,398 Mbbl; 12 Mbbl,Untapped,Powerful,China,Soviet Union,21542 km 2,http://blocgame.com/stats.php?id=59332,,
Skekenhouse,Kraast,The Order,136k active personnel,5 ships,Korean War surplus,Gandhi-like,5 factories,Poor,last online 1 hours ago,38 Hundred Tons per month,16 Mbbl per month,Central Planning,$3430 million,5405 Mbbl; 16 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,67191 km 2,http://blocgame.com/stats.php?id=62962,,
Shambala,Feranon,Brotherhood of Nod,79k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,15 Hundred Tons per month,5 Mbbl per month,Central Planning,$3417 million,550 Mbbl; 5 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,29711 km 2,http://blocgame.com/stats.php?id=41268,,5%
Newsoka,E Mark,The Hetairoi Guild,7k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 132 hours ago,33 Hundred Tons per month,17 Mbbl per month,Mixed Economy,$3392 million,187 Mbbl,Plentiful,None,Indochina,Neutral,22565 km 2,http://blocgame.com/stats.php?id=63105,,
Reim,Azrael,SPQR,91k active personnel,9 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,25 Hundred Tons per month,11 Mbbl per month,Central Planning,$3355 million,194 Mbbl; 11 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,60662 km 2,http://blocgame.com/stats.php?id=41073,,
Cubania,General Fidelis,The Order,99k active personnel,4 ships,Korean War surplus,Gandhi-like,5 factories,Standard,last online 15 hours ago,52 Hundred Tons per month,15 Mbbl per month,Central Planning,$3351 million,68 Mbbl; 15 Mbbl,Untapped,Very Powerful,Mesoamerica,Soviet Union,61756 km 2,http://blocgame.com/stats.php?id=47349,,
Harezland,Adam harez,The Order,40k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 12 hours ago,11 Hundred Tons per month,10 Mbbl per month,Central Planning,$3280 million,49 Mbbl; 10 Mbbl,Plentiful,Somewhat Large,Pacific Rim,Neutral,17028 km 2,http://blocgame.com/stats.php?id=60587,,
Conrad,Waled,SPQR,87k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 23 hours ago,27 Hundred Tons per month,16 Mbbl per month,Central Planning,$3270 million,4946 Mbbl; 16 Mbbl,Untapped,Powerful,Egypt,Soviet Union,22781 km 2,http://blocgame.com/stats.php?id=62640,,5%
Brutish Empire,DarkyDonno,Brotherhood of Nod,99k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 13 hours ago,29 Hundred Tons per month,12 Mbbl per month,Central Planning,$3262 million,298 Mbbl; 12 Mbbl,Untapped,Large,China,Soviet Union,33209 km 2,http://blocgame.com/stats.php?id=57265,,
nanas,nanas batu,,54k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$3242 million,129 Mbbl; 7 Mbbl,,Meagre,East Indies,Neutral,25208 km 2,http://blocgame.com/stats.php?id=61809,,
KingBding,King B,The Order,68k active personnel,7 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 91 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$3208 million,191 Mbbl; 3 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,25241 km 2,http://blocgame.com/stats.php?id=63205,,
Sepidajistan,Shah Squid,Steel Brotherhood,12k active personnel,0 ships,Second World War surplus,Questionable,2 factories,Elite,last online 4 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$3182 million,3637 Mbbl; 3 Mbbl,,Powerful,Atlas,Soviet Union,13370 km 2,http://blocgame.com/stats.php?id=59462,,
Crimea,Hayro Khan,The Order,98k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 6 hours ago,17 Hundred Tons per month,11 Mbbl per month,Central Planning,$3118 million,3210 Mbbl; 11 Mbbl,,Very Powerful,Atlas,Soviet Union,31017 km 2,http://blocgame.com/stats.php?id=2570,,
Alamo,linksith,SPQR,78k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 40 hours ago,11 Hundred Tons per month,6 Mbbl per month,Free Market,$3103 million,4263 Mbbl,Untapped,Powerful,Mesopotamia,United States,16148 km 2,http://blocgame.com/stats.php?id=40536,,
Cameronia,Cameron Saxonson,Steel Brotherhood,66k active personnel,4 ships,Second World War surplus,Mad Dog,3 factories,Elite,last online 2 hours ago,19 Hundred Tons per month,10 Mbbl per month,Central Planning,$3097 million,128 Mbbl; 10 Mbbl,Plentiful,Powerful,Southern Cone,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=62688,,
Johor,Helmi Omar,PIRATES,59k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 4 hours ago,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$3085 million,423 Mbbl; 6 Mbbl,,Large,Pacific Rim,Neutral,19041 km 2,http://blocgame.com/stats.php?id=60442,,
SettingMoon,Hawk,The Order,36k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 4 hours ago,16 Hundred Tons per month,5 Mbbl per month,Central Planning,$3085 million,342 Mbbl; 5 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,18007 km 2,http://blocgame.com/stats.php?id=62839,,
Giant Mechs,OiledDNA,The Order,58k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 13 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$3083 million,132 Mbbl; 5 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,25790 km 2,http://blocgame.com/stats.php?id=60735,,
whitmanistan,slim,The Order,127k active personnel,7 ships,Korean War surplus,Gandhi-like,6 factories,Standard,last online 11 hours ago,17 Hundred Tons per month,9 Mbbl per month,Free Market,$3073 million,6428 Mbbl; 9 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,61548 km 2,http://blocgame.com/stats.php?id=36344,,
Glubistan,Glub,SPQR,98k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Poor,online now,25 Hundred Tons per month,13 Mbbl per month,Central Planning,$3064 million,2061 Mbbl; 13 Mbbl,Plentiful,Very Powerful,Arabia,Soviet Union,33967 km 2,http://blocgame.com/stats.php?id=63027,,
ADAMLAND,adamharez,The Order,42k active personnel,4 ships,First World War surplus,Gandhi-like,4 factories,Elite,last online 12 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$3061 million,6620 Mbbl; 7 Mbbl,Near Depletion,Large,Arabia,Neutral,16407 km 2,http://blocgame.com/stats.php?id=60764,,
Junoma,VicReyes,Steel Brotherhood,9k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 2 hours ago,23 Hundred Tons per month,5 Mbbl per month,Free Market,$3053 million,293 Mbbl,Untapped,Powerful,Southern Cone,United States,38385 km 2,http://blocgame.com/stats.php?id=40349,,
Mesopotamia,Arcturus,The Order,104k active personnel,7 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 23 hours ago,24 Hundred Tons per month,16 Mbbl per month,Free Market,$3053 million,5618 Mbbl,Untapped,Large,Mesopotamia,United States,37057 km 2,http://blocgame.com/stats.php?id=42045,,
Asians,bigyihsuan,The Order,29k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 6 hours ago,11 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$3050 million,27 Mbbl; 5 Mbbl,Plentiful,Mediocre,Pacific Rim,United States,7354 km 2,http://blocgame.com/stats.php?id=41551,,
Southern Africa,TheMaster_ZA,The Order,138k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Elite,online now,40 Hundred Tons per month,6 Mbbl per month,Central Planning,$3042 million,68 Mbbl,Untapped,Large,Southern Africa,Soviet Union,51321 km 2,http://blocgame.com/stats.php?id=48410,,
Junovia,dontworryaboutit,Interpol,76k active personnel,7 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 13 hours ago,24 Hundred Tons per month,7 Mbbl per month,Free Market,$3009 million,262 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,Neutral,20884 km 2,http://blocgame.com/stats.php?id=63088,,
Psilocybis,Lysergix,Brotherhood of Nod,38k active personnel,7 ships,Korean War surplus,Gandhi-like,2 factories,Elite,online now,12 Hundred Tons per month,9 Mbbl per month,Central Planning,$3007 million,4907 Mbbl; 9 Mbbl,Untapped,Powerful,Persia,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=62795,,
Puerto Libre,Jose Ramon Rodriguez III,The Federal Colonies,68k active personnel,4 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,20 Hundred Tons per month,13 Mbbl per month,Free Market,$2990 million,309 Mbbl,Untapped,Very Powerful,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=61883,1 Tons,
Mzab,Cuma Thurman,Steel Brotherhood,10k active personnel,0 ships,Second World War surplus,Questionable,4 factories,Good,last online 21 hours ago,28 Hundred Tons per month,16 Mbbl per month,Mixed Economy,$2967 million,3679 Mbbl; 16 Mbbl,,Meagre,Atlas,Soviet Union,36652 km 2,http://blocgame.com/stats.php?id=63775,,5%
Texastan,Rebel Lord,Interpol,134k active personnel,7 ships,Korean War surplus,Gandhi-like,5 factories,Good,online now,29 Hundred Tons per month,24 Mbbl per month,Central Planning,$2954 million,6665 Mbbl; 24 Mbbl,,Very Powerful,Mesopotamia,Soviet Union,52370 km 2,http://blocgame.com/stats.php?id=58149,,
Byzantium,The Wolf,Steel Brotherhood,44k active personnel,5 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 1 hours ago,37 Hundred Tons per month,14 Mbbl per month,Free Market,$2938 million,6046 Mbbl,Near Depletion,Very Powerful,Mesopotamia,Neutral,39355 km 2,http://blocgame.com/stats.php?id=41125,,
pelle,pelle,The Order,131k active personnel,1 ships,Korean War surplus,Gandhi-like,4 factories,Standard,last online 7 hours ago,53 Hundred Tons per month,7 Mbbl per month,Central Planning,$2929 million,784 Mbbl; 7 Mbbl,Untapped,Very Powerful,China,Soviet Union,55085 km 2,http://blocgame.com/stats.php?id=52372,,
Eastasia,accounts being deleted,The Order,92k active personnel,5 ships,Korean War surplus,Gandhi-like,3 factories,Elite,online now,12 Hundred Tons per month,7 Mbbl per month,Central Planning,$2922 million,779 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Pacific Rim,Soviet Union,34570 km 2,http://blocgame.com/stats.php?id=63527,,
Thair,Tacoonastick,The Order,28k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 21 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$2896 million,285 Mbbl; 5 Mbbl,Untapped,Large,Congo,Soviet Union,10465 km 2,http://blocgame.com/stats.php?id=60955,,
Psychotropia,President_Bloodmoney,Brotherhood of Nod,139k active personnel,11 ships,Second World War surplus,Gandhi-like,5 factories,Good,last online 15 hours ago,23 Hundred Tons per month,7 Mbbl per month,Central Planning,$2889 million,305 Mbbl; 7 Mbbl,Untapped,Very Powerful,East Africa,Soviet Union,41297 km 2,http://blocgame.com/stats.php?id=64125,,
Lubekran,septima,Interpol,65k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 10 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$2887 million,297 Mbbl; 5 Mbbl,Untapped,Large,Indochina,Soviet Union,6615 km 2,http://blocgame.com/stats.php?id=62568,,
Zanyslavia,Zany Animal,The Order,8k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 5 hours ago,26 Hundred Tons per month,12 Mbbl per month,Central Planning,$2885 million,2548 Mbbl; 12 Mbbl,,Somewhat Large,Persia,Soviet Union,27310 km 2,http://blocgame.com/stats.php?id=41452,,
Khuzestan,Georgy Zhukov,The Federal Colonies,99k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 1 hours ago,22 Hundred Tons per month,10 Mbbl per month,Central Planning,$2826 million,2781 Mbbl; 10 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,42240 km 2,http://blocgame.com/stats.php?id=48914,2 Tons,
Ivalice,Nighthawk571,Interpol,90k active personnel,2 ships,Korean War surplus,Gandhi-like,5 factories,Good,last online 3 hours ago,31 Hundred Tons per month,27 Mbbl per month,Central Planning,$2816 million,2106 Mbbl; 27 Mbbl,Plentiful,Large,Arabia,Soviet Union,40256 km 2,http://blocgame.com/stats.php?id=63060,,
CTSKRR,CTSKRR,The Hetairoi Guild,27k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 28 hours ago,11 Hundred Tons per month,8 Mbbl per month,Central Planning,$2796 million,29 Mbbl; 8 Mbbl,Untapped,Somewhat Large,China,Soviet Union,10814 km 2,http://blocgame.com/stats.php?id=60811,,
Krakozhia,Ilyich,Interpol,138k active personnel,2 ships,Korean War surplus,Gandhi-like,4 factories,Good,online now,20 Hundred Tons per month,5 Mbbl per month,Central Planning,$2795 million,469 Mbbl; 5 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,28409 km 2,http://blocgame.com/stats.php?id=39065,,
Salama�a,Bacardi,The Order,80k active personnel,0 ships,Korean War surplus,Nice,2 factories,Standard,last online 9 hours ago,23 Hundred Tons per month,8 Mbbl per month,Central Planning,$2792 million,,,Large,Southern Cone,Soviet Union,23692 km 2,http://blocgame.com/stats.php?id=63383,,
Deagle Nation!,Jace Connors,Brotherhood of Nod,140k active personnel,3 ships,Korean War surplus,Gandhi-like,6 factories,Elite,last online 3 hours ago,23 Hundred Tons per month,31 Mbbl per month,Central Planning,$2791 million,3444 Mbbl; 31 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,53307 km 2,http://blocgame.com/stats.php?id=63100,,
Alexandrastan,TWAIN,Brotherhood of Nod,59k active personnel,2 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 18 hours ago,11 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$2784 million,1746 Mbbl; 7 Mbbl,Untapped,Large,Mesopotamia,United States,28361 km 2,http://blocgame.com/stats.php?id=39070,,
South Park,cartman,SPQR,89k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Good,online now,19 Hundred Tons per month,7 Mbbl per month,Free Market,$2770 million,411 Mbbl,Untapped,Very Powerful,Caribbean,United States,44738 km 2,http://blocgame.com/stats.php?id=228,,
kweensnkans,Jamal T.Ice cube,,43k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Elite,last online 43 hours ago,7 Hundred Tons per month,4 Mbbl per month,Free Market,$2770 million,2915 Mbbl,Untapped,Mediocre,Egypt,United States,17001 km 2,http://blocgame.com/stats.php?id=63345,,
Eastern Eagle,MetaIndigo,Brotherhood of Nod,78k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 40 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$2763 million,81 Mbbl; 5 Mbbl,Untapped,Powerful,The Subcontinent,Soviet Union,16011 km 2,http://blocgame.com/stats.php?id=63045,,
New Luzon,Chester E. Marquez,The Order,90k active personnel,5 ships,Korean War surplus,Gandhi-like,3 factories,Elite,online now,8 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$2758 million,4752 Mbbl,Untapped,Somewhat Large,Egypt,Neutral,36192 km 2,http://blocgame.com/stats.php?id=63066,,
Lombardy,Aistulf,The Order,86k active personnel,1 ships,Korean War surplus,Angelic,5 factories,Poor,online now,20 Hundred Tons per month,19 Mbbl per month,Free Market,$2749 million,7530 Mbbl,Plentiful,Very Powerful,Persia,United States,51308 km 2,http://blocgame.com/stats.php?id=63882,,
Tamarlania,Vagrant,The Order,149k active personnel,37 ships,Korean War surplus,Gandhi-like,8 factories,Good,last online 15 hours ago,74 Hundred Tons per month,67 Mbbl per month,Free Market,$2748 million,3667 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,59217 km 2,http://blocgame.com/stats.php?id=61626,,5%
johoreansouth,afiqaffendy615,PIRATES,123k active personnel,11 ships,Korean War surplus,Angelic,5 factories,Elite,last online 11 hours ago,33 Hundred Tons per month,13 Mbbl per month,Central Planning,$2745 million,535 Mbbl; 13 Mbbl,Untapped,Very Powerful,The Subcontinent,Soviet Union,51629 km 2,http://blocgame.com/stats.php?id=61895,,
Neechanville,Overlord-kun,Steel Brotherhood,75k active personnel,3 ships,Second World War surplus,Mad Dog,2 factories,Elite,last online 2 hours ago,21 Hundred Tons per month,6 Mbbl per month,Central Planning,$2744 million,313 Mbbl; 6 Mbbl,Untapped,Large,Gran Colombia,Soviet Union,31988 km 2,http://blocgame.com/stats.php?id=63023,,
Petai Belalang,zulhasr39689,PIRATES,90k active personnel,21 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 1 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$2724 million,127 Mbbl; 5 Mbbl,Untapped,Powerful,East Indies,Soviet Union,38753 km 2,http://blocgame.com/stats.php?id=60767,,
The NLR,Darknight,The Order,125k active personnel,13 ships,Vietnam War surplus,Gandhi-like,4 factories,Standard,online now,67 Hundred Tons per month,5 Mbbl per month,Central Planning,$2695 million,31 Mbbl; 5 Mbbl,Untapped,Very Powerful,Congo,Soviet Union,58133 km 2,http://blocgame.com/stats.php?id=49701,,
Parameswara,brownmy,Brotherhood of Nod,106k active personnel,1 ships,Korean War surplus,Angelic,5 factories,Standard,online now,15 Hundred Tons per month,4 Mbbl per month,Free Market,$2695 million,201 Mbbl,Untapped,Very Powerful,Indochina,United States,36193 km 2,http://blocgame.com/stats.php?id=56360,,
south nation,presiden tote,PIRATES,90k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 26 hours ago,14 Hundred Tons per month,11 Mbbl per month,Central Planning,$2695 million,816 Mbbl; 11 Mbbl,,Large,Pacific Rim,Soviet Union,42484 km 2,http://blocgame.com/stats.php?id=61911,,
Sintra,Daniel Lima,The Order,48k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 5 hours ago,25 Hundred Tons per month,15 Mbbl per month,Central Planning,$2668 million,285 Mbbl; 15 Mbbl,Depleted,Somewhat Large,Caribbean,Soviet Union,34775 km 2,http://blocgame.com/stats.php?id=63167,1 Tons,
Niggerito,Jejomar Binay,SPQR,123k active personnel,5 ships,Second World War surplus,Gandhi-like,5 factories,Good,last online 1 hours ago,32 Hundred Tons per month,5 Mbbl per month,Free Market,$2665 million,195 Mbbl,Untapped,Powerful,East Indies,United States,45149 km 2,http://blocgame.com/stats.php?id=63087,,
Rhod3sia,FreeMindInside,The Order,126k active personnel,5 ships,Korean War surplus,Gandhi-like,5 factories,Good,online now,39 Hundred Tons per month,5 Mbbl per month,Central Planning,$2655 million,42 Mbbl; 5 Mbbl,Plentiful,Very Powerful,Southern Africa,Soviet Union,35940 km 2,http://blocgame.com/stats.php?id=52679,,
Nueva Galicia,FedericoDionisi,Che Guevara League,7k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 147 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$2633 million,3 Mbbl,Untapped,Powerful,Southern Cone,Soviet Union,13040 km 2,http://blocgame.com/stats.php?id=60349,,
