country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
Ken no Taiyou,Hikari,The Order,69k active personnel,6 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 12 hours ago,9 Hundred Tons per month,35 Mbbl per month,Central Planning,$3698 million,2491 Mbbl; 35 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,32081 km 2,http://blocgame.com/stats.php?id=64029,,
Mirah,Filzah,The Order,127k active personnel,11 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 6 hours ago,25 Hundred Tons per month,12 Mbbl per month,Central Planning,$3683 million,399 Mbbl; 12 Mbbl,Untapped,Very Powerful,China,Soviet Union,29729 km 2,http://blocgame.com/stats.php?id=64191,,
Conferan,Cryptox,The Order,119k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Good,online now,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$3670 million,285 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,54575 km 2,http://blocgame.com/stats.php?id=56710,,
Uzbekistanstan,Shaikh Zayer,The Order,99k active personnel,3 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 13 hours ago,57 Hundred Tons per month,5 Mbbl per month,Free Market,$3660 million,260 Mbbl,Untapped,Very Powerful,Congo,United States,42881 km 2,http://blocgame.com/stats.php?id=47207,,
Junoma,VicReyes,Steel Brotherhood,88k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 4 hours ago,23 Hundred Tons per month,5 Mbbl per month,Free Market,$3592 million,357 Mbbl,Untapped,Powerful,Southern Cone,United States,46062 km 2,http://blocgame.com/stats.php?id=40349,3 Tons,
Rome Reloaded,Tiberius Ceaser,SPQR,54k active personnel,6 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$3553 million,4666 Mbbl,Near Depletion,Powerful,Mesopotamia,Soviet Union,12961 km 2,http://blocgame.com/stats.php?id=1421,,
Lorigan,Lorigan,Steel Brotherhood,93k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 7 hours ago,29 Hundred Tons per month,8 Mbbl per month,Central Planning,$3541 million,343 Mbbl; 8 Mbbl,Plentiful,Large,Amazonia,Soviet Union,41898 km 2,http://blocgame.com/stats.php?id=59787,,
Coccoladia,Ernesto Caprone,The Federal Colonies,38k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 2 hours ago,22 Hundred Tons per month,2 Mbbl per month,Central Planning,$3525 million,24 Mbbl; 2 Mbbl,Untapped,Very Powerful,Caribbean,Soviet Union,27057 km 2,http://blocgame.com/stats.php?id=40289,,
Aasyria,David al-Assad,The Order,138k active personnel,10 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 12 hours ago,35 Hundred Tons per month,17 Mbbl per month,Central Planning,$3522 million,3836 Mbbl,Plentiful,Very Powerful,Mesopotamia,Soviet Union,45142 km 2,http://blocgame.com/stats.php?id=60967,,
VinnyNation,VinnyRuler,Brotherhood of Nod,47k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 9 hours ago,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$3495 million,321 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
Cirno,jc99,The Federal Colonies,158k active personnel,6 ships,Second World War surplus,Gandhi-like,8 factories,Poor,last online 5 hours ago,34 Hundred Tons per month,2 Mbbl per month,Free Market,$3478 million,210 Mbbl,Untapped,Powerful,Caribbean,United States,41625 km 2,http://blocgame.com/stats.php?id=43375,1 Tons,
TheDarkSide,LordVader,Misanthropics,85k active personnel,6 ships,Vietnam War surplus,Angelic,3 factories,Standard,last online 1 hours ago,27 Hundred Tons per month,4 Mbbl per month,Central Planning,$3469 million,758 Mbbl; 4 Mbbl,Near Depletion,Very Powerful,East Indies,Soviet Union,66267 km 2,http://blocgame.com/stats.php?id=63139,,
Skekenhouse,Kraast,The Order,136k active personnel,5 ships,Korean War surplus,Angelic,5 factories,Standard,last online 5 hours ago,38 Hundred Tons per month,16 Mbbl per month,Central Planning,$3452 million,5421 Mbbl; 16 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,67191 km 2,http://blocgame.com/stats.php?id=62962,,
Kosan,Whitearcher8,The Order,97k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,20 Hundred Tons per month,10 Mbbl per month,Central Planning,$3438 million,6439 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,34556 km 2,http://blocgame.com/stats.php?id=59227,,
Hitlerwasright,Louis C Cuck,The Order,98k active personnel,8 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 2 hours ago,35 Hundred Tons per month,25 Mbbl per month,Free Market,$3433 million,9670 Mbbl,Untapped,Very Powerful,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,,
Leinad,bloodywaffles12,The Order,38k active personnel,1 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 20 hours ago,19 Hundred Tons per month,12 Mbbl per month,Central Planning,$3387 million,410 Mbbl; 12 Mbbl,Untapped,Powerful,China,Soviet Union,21542 km 2,http://blocgame.com/stats.php?id=59332,,
Shambala,Feranon,Brotherhood of Nod,79k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 4 hours ago,15 Hundred Tons per month,5 Mbbl per month,Central Planning,$3363 million,555 Mbbl; 5 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,29711 km 2,http://blocgame.com/stats.php?id=41268,,5%
Reim,Azrael,SPQR,91k active personnel,9 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 12 hours ago,25 Hundred Tons per month,11 Mbbl per month,Central Planning,$3349 million,205 Mbbl; 11 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,60662 km 2,http://blocgame.com/stats.php?id=41073,,
Newsoka,E Mark,The Hetairoi Guild,7k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 125 hours ago,33 Hundred Tons per month,17 Mbbl per month,Mixed Economy,$3311 million,204 Mbbl,Plentiful,None,Indochina,Neutral,22565 km 2,http://blocgame.com/stats.php?id=63105,,
Cubania,General Fidelis,The Order,99k active personnel,4 ships,Korean War surplus,Gandhi-like,5 factories,Standard,last online 8 hours ago,52 Hundred Tons per month,15 Mbbl per month,Central Planning,$3305 million,83 Mbbl; 15 Mbbl,Untapped,Very Powerful,Mesoamerica,Soviet Union,61756 km 2,http://blocgame.com/stats.php?id=47349,,
Conrad,Waled,SPQR,87k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 16 hours ago,27 Hundred Tons per month,16 Mbbl per month,Central Planning,$3270 million,4962 Mbbl; 16 Mbbl,Plentiful,Powerful,Egypt,Soviet Union,22781 km 2,http://blocgame.com/stats.php?id=62640,,5%
Harezland,Adam harez,The Order,40k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 5 hours ago,11 Hundred Tons per month,10 Mbbl per month,Central Planning,$3238 million,59 Mbbl; 10 Mbbl,Plentiful,Somewhat Large,Pacific Rim,Neutral,17028 km 2,http://blocgame.com/stats.php?id=60587,,
nanas,nanas batu,,59k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 3 hours ago,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$3237 million,136 Mbbl; 7 Mbbl,,Meagre,East Indies,Neutral,25208 km 2,http://blocgame.com/stats.php?id=61809,,
Brutish Empire,DarkyDonno,Brotherhood of Nod,99k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 6 hours ago,29 Hundred Tons per month,12 Mbbl per month,Central Planning,$3219 million,310 Mbbl; 12 Mbbl,Untapped,Large,China,Soviet Union,33209 km 2,http://blocgame.com/stats.php?id=57265,,
KingBding,King B,The Order,68k active personnel,7 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 84 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$3164 million,194 Mbbl; 3 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,25241 km 2,http://blocgame.com/stats.php?id=63205,,
Sepidajistan,Shah Squid,Steel Brotherhood,13k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 4 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$3140 million,3640 Mbbl; 3 Mbbl,Plentiful,Powerful,Atlas,Soviet Union,13505 km 2,http://blocgame.com/stats.php?id=59462,,
Crimea,Hayro Khan,The Order,98k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 10 hours ago,17 Hundred Tons per month,11 Mbbl per month,Central Planning,$3076 million,3221 Mbbl; 11 Mbbl,,Very Powerful,Atlas,Soviet Union,31017 km 2,http://blocgame.com/stats.php?id=2570,,
Alamo,linksith,SPQR,78k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 33 hours ago,11 Hundred Tons per month,6 Mbbl per month,Free Market,$3068 million,4269 Mbbl,Untapped,Powerful,Mesopotamia,United States,16148 km 2,http://blocgame.com/stats.php?id=40536,,
whitmanistan,slim,The Order,127k active personnel,7 ships,Korean War surplus,Gandhi-like,6 factories,Standard,last online 3 hours ago,17 Hundred Tons per month,9 Mbbl per month,Free Market,$3067 million,6437 Mbbl; 9 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,61548 km 2,http://blocgame.com/stats.php?id=36344,,
Cameronia,Cameron Saxonson,Steel Brotherhood,56k active personnel,4 ships,Second World War surplus,Questionable,3 factories,Elite,last online 11 hours ago,19 Hundred Tons per month,10 Mbbl per month,Central Planning,$3064 million,138 Mbbl; 10 Mbbl,Plentiful,Powerful,Southern Cone,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=62688,,
Glubistan,Glub,SPQR,98k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Poor,online now,25 Hundred Tons per month,13 Mbbl per month,Central Planning,$3054 million,2074 Mbbl; 13 Mbbl,Plentiful,Very Powerful,Arabia,Soviet Union,33967 km 2,http://blocgame.com/stats.php?id=63027,,
Giant Mechs,OiledDNA,The Order,58k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 5 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$3039 million,137 Mbbl; 5 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,25790 km 2,http://blocgame.com/stats.php?id=60735,,
Johor,Helmi Omar,PIRATES,59k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 4 hours ago,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$3030 million,429 Mbbl; 6 Mbbl,,Large,Pacific Rim,Neutral,18741 km 2,http://blocgame.com/stats.php?id=60442,,
SettingMoon,Hawk,The Order,36k active personnel,5 ships,Second World War surplus,Angelic,2 factories,Elite,last online 17 hours ago,16 Hundred Tons per month,5 Mbbl per month,Central Planning,$3030 million,347 Mbbl; 5 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,18007 km 2,http://blocgame.com/stats.php?id=62839,,
Mesopotamia,Arcturus,The Order,104k active personnel,7 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 16 hours ago,24 Hundred Tons per month,16 Mbbl per month,Free Market,$3023 million,5634 Mbbl,Untapped,Large,Mesopotamia,United States,37057 km 2,http://blocgame.com/stats.php?id=42045,,
ADAMLAND,adamharez,The Order,42k active personnel,4 ships,First World War surplus,Gandhi-like,4 factories,Elite,last online 5 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$3020 million,6627 Mbbl; 7 Mbbl,Near Depletion,Large,Arabia,Neutral,16407 km 2,http://blocgame.com/stats.php?id=60764,,
Southern Africa,TheMaster_ZA,The Order,138k active personnel,1 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 17 hours ago,40 Hundred Tons per month,6 Mbbl per month,Central Planning,$3018 million,74 Mbbl,Untapped,Large,Southern Africa,Soviet Union,51321 km 2,http://blocgame.com/stats.php?id=48410,,
Asians,bigyihsuan,,19k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 15 hours ago,11 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$2971 million,32 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,United States,7354 km 2,http://blocgame.com/stats.php?id=41551,,
Junovia,dontworryaboutit,Interpol,76k active personnel,7 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 5 hours ago,24 Hundred Tons per month,7 Mbbl per month,Free Market,$2970 million,269 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,Neutral,20884 km 2,http://blocgame.com/stats.php?id=63088,,
Psilocybis,Lysergix,Brotherhood of Nod,38k active personnel,7 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 23 hours ago,12 Hundred Tons per month,9 Mbbl per month,Central Planning,$2958 million,4916 Mbbl; 9 Mbbl,Untapped,Powerful,Persia,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=62795,,
Texastan,Rebel Lord,Interpol,134k active personnel,7 ships,Korean War surplus,Gandhi-like,5 factories,Good,last online 5 hours ago,29 Hundred Tons per month,24 Mbbl per month,Central Planning,$2957 million,6689 Mbbl; 24 Mbbl,,Very Powerful,Mesopotamia,Soviet Union,52370 km 2,http://blocgame.com/stats.php?id=58149,,
Puerto Libre,Jose Ramon Rodriguez III,The Federal Colonies,64k active personnel,4 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 6 hours ago,20 Hundred Tons per month,13 Mbbl per month,Free Market,$2941 million,322 Mbbl,Untapped,Very Powerful,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=61883,1 Tons,
pelle,pelle,The Order,131k active personnel,1 ships,Korean War surplus,Gandhi-like,4 factories,Standard,online now,53 Hundred Tons per month,7 Mbbl per month,Central Planning,$2933 million,791 Mbbl; 7 Mbbl,Untapped,Very Powerful,China,Soviet Union,55085 km 2,http://blocgame.com/stats.php?id=52372,,
Mzab,Cuma Thurman,Steel Brotherhood,27k active personnel,0 ships,Second World War surplus,Questionable,4 factories,Good,last online 14 hours ago,28 Hundred Tons per month,16 Mbbl per month,Mixed Economy,$2925 million,3695 Mbbl; 16 Mbbl,,Meagre,Atlas,Soviet Union,37022 km 2,http://blocgame.com/stats.php?id=63775,,5%
Byzantium,The Wolf,Steel Brotherhood,44k active personnel,5 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 16 hours ago,37 Hundred Tons per month,14 Mbbl per month,Free Market,$2923 million,6060 Mbbl,Depleted,Very Powerful,Mesopotamia,Neutral,39355 km 2,http://blocgame.com/stats.php?id=41125,,
Eastasia,accounts being deleted,The Order,92k active personnel,5 ships,Korean War surplus,Angelic,3 factories,Elite,last online 1 hours ago,12 Hundred Tons per month,7 Mbbl per month,Central Planning,$2914 million,786 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Pacific Rim,Soviet Union,34570 km 2,http://blocgame.com/stats.php?id=63527,,
Salama�a,Bacardi,The Order,73k active personnel,0 ships,Korean War surplus,Nice,2 factories,Good,last online 2 hours ago,23 Hundred Tons per month,8 Mbbl per month,Central Planning,$2901 million,5 Mbbl,,Large,Southern Cone,Soviet Union,23692 km 2,http://blocgame.com/stats.php?id=63383,,
Thair,Tacoonastick,The Order,28k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 14 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$2854 million,290 Mbbl; 5 Mbbl,Untapped,Large,Congo,Soviet Union,10465 km 2,http://blocgame.com/stats.php?id=60955,,
Psychotropia,President_Bloodmoney,Brotherhood of Nod,139k active personnel,11 ships,Second World War surplus,Gandhi-like,5 factories,Good,last online 8 hours ago,23 Hundred Tons per month,7 Mbbl per month,Central Planning,$2850 million,312 Mbbl; 7 Mbbl,Untapped,Very Powerful,East Africa,Soviet Union,41297 km 2,http://blocgame.com/stats.php?id=64125,,
Lubekran,septima,Interpol,65k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$2843 million,302 Mbbl; 5 Mbbl,Untapped,Large,Indochina,Soviet Union,6615 km 2,http://blocgame.com/stats.php?id=62568,,
Ferma,President Jacobo Vincenzo,The Order,92k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 7 hours ago,25 Hundred Tons per month,,Free Market,$2831 million,178 Mbbl,Untapped,Large,Southern Cone,United States,27656 km 2,http://blocgame.com/stats.php?id=58784,,
Zanyslavia,Zany Animal,The Order,8k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,26 Hundred Tons per month,12 Mbbl per month,Central Planning,$2813 million,2560 Mbbl; 12 Mbbl,,Somewhat Large,Persia,Soviet Union,27310 km 2,http://blocgame.com/stats.php?id=41452,,
Ivalice,Nighthawk571,Interpol,90k active personnel,2 ships,Korean War surplus,Gandhi-like,5 factories,Good,online now,31 Hundred Tons per month,27 Mbbl per month,Central Planning,$2808 million,2133 Mbbl; 27 Mbbl,Plentiful,Large,Arabia,Soviet Union,40256 km 2,http://blocgame.com/stats.php?id=63060,,
Deagle Nation!,Jace Connors,Brotherhood of Nod,140k active personnel,3 ships,Korean War surplus,Angelic,6 factories,Elite,last online 3 hours ago,23 Hundred Tons per month,31 Mbbl per month,Central Planning,$2797 million,3475 Mbbl; 31 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,53307 km 2,http://blocgame.com/stats.php?id=63100,,
Khuzestan,Georgy Zhukov,The Federal Colonies,99k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 3 hours ago,22 Hundred Tons per month,10 Mbbl per month,Central Planning,$2786 million,2791 Mbbl; 10 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,42240 km 2,http://blocgame.com/stats.php?id=48914,2 Tons,
Krakozhia,Ilyich,Interpol,138k active personnel,2 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 5 hours ago,20 Hundred Tons per month,5 Mbbl per month,Central Planning,$2785 million,474 Mbbl; 5 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,28409 km 2,http://blocgame.com/stats.php?id=39065,,
Neechanville,Overlord-kun,Steel Brotherhood,75k active personnel,3 ships,Second World War surplus,Good,2 factories,Elite,last online 10 hours ago,21 Hundred Tons per month,6 Mbbl per month,Central Planning,$2764 million,319 Mbbl; 6 Mbbl,Untapped,Large,Gran Colombia,Soviet Union,31988 km 2,http://blocgame.com/stats.php?id=63023,,
Alexandrastan,TWAIN,Brotherhood of Nod,59k active personnel,2 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 11 hours ago,11 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$2750 million,1753 Mbbl; 7 Mbbl,Untapped,Large,Mesopotamia,United States,28361 km 2,http://blocgame.com/stats.php?id=39070,,
South Park,cartman,SPQR,79k active personnel,3 ships,Second World War surplus,Angelic,3 factories,Elite,last online 8 hours ago,19 Hundred Tons per month,7 Mbbl per month,Free Market,$2749 million,418 Mbbl,Untapped,Very Powerful,Caribbean,United States,44738 km 2,http://blocgame.com/stats.php?id=228,,
CTSKRR,CTSKRR,The Hetairoi Guild,27k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 21 hours ago,11 Hundred Tons per month,8 Mbbl per month,Central Planning,$2749 million,37 Mbbl; 8 Mbbl,Untapped,Somewhat Large,China,Soviet Union,10814 km 2,http://blocgame.com/stats.php?id=60811,,
kweensnkans,Jamal T.Ice cube,,43k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Elite,last online 36 hours ago,7 Hundred Tons per month,4 Mbbl per month,Free Market,$2734 million,2919 Mbbl,Untapped,Mediocre,Egypt,United States,17001 km 2,http://blocgame.com/stats.php?id=63345,,
Crayola,baker greg,The Order,121k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 3 hours ago,30 Hundred Tons per month,9 Mbbl per month,Central Planning,$2731 million,3212 Mbbl; 9 Mbbl,Untapped,Powerful,Egypt,United States,52459 km 2,http://blocgame.com/stats.php?id=63958,,
New Luzon,Chester E. Marquez,The Order,90k active personnel,5 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 5 hours ago,8 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$2724 million,4758 Mbbl,Untapped,Somewhat Large,Egypt,Neutral,36192 km 2,http://blocgame.com/stats.php?id=63066,,
Petai Belalang,zulhasr39689,PIRATES,100k active personnel,21 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 17 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$2720 million,132 Mbbl; 5 Mbbl,Untapped,Powerful,East Indies,Soviet Union,38453 km 2,http://blocgame.com/stats.php?id=60767,,
Tamarlania,Vagrant,The Order,149k active personnel,37 ships,Korean War surplus,Gandhi-like,8 factories,Good,last online 7 hours ago,74 Hundred Tons per month,67 Mbbl per month,Free Market,$2720 million,3734 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,59217 km 2,http://blocgame.com/stats.php?id=61626,,5%
johoreansouth,afiqaffendy615,PIRATES,123k active personnel,11 ships,Korean War surplus,Angelic,5 factories,Elite,last online 4 hours ago,33 Hundred Tons per month,13 Mbbl per month,Central Planning,$2719 million,548 Mbbl; 13 Mbbl,Untapped,Very Powerful,The Subcontinent,Soviet Union,51629 km 2,http://blocgame.com/stats.php?id=61895,,
Eastern Eagle,MetaIndigo,Brotherhood of Nod,78k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 32 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$2719 million,86 Mbbl; 5 Mbbl,Untapped,Powerful,The Subcontinent,Soviet Union,16011 km 2,http://blocgame.com/stats.php?id=63045,,
Lombardy,Aistulf,The Order,92k active personnel,1 ships,Korean War surplus,Angelic,5 factories,Standard,online now,20 Hundred Tons per month,19 Mbbl per month,Free Market,$2714 million,7549 Mbbl,Plentiful,Very Powerful,Persia,United States,51308 km 2,http://blocgame.com/stats.php?id=63882,,
south nation,presiden tote,PIRATES,90k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 19 hours ago,14 Hundred Tons per month,11 Mbbl per month,Central Planning,$2699 million,827 Mbbl; 11 Mbbl,,Large,Pacific Rim,Soviet Union,42484 km 2,http://blocgame.com/stats.php?id=61911,,
The NLR,Darknight,The Order,125k active personnel,12 ships,Vietnam War surplus,Gandhi-like,4 factories,Standard,last online 9 hours ago,67 Hundred Tons per month,5 Mbbl per month,Central Planning,$2695 million,36 Mbbl; 5 Mbbl,Untapped,Very Powerful,Congo,Soviet Union,58133 km 2,http://blocgame.com/stats.php?id=49701,,
Sintra,Daniel Lima,The Order,58k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 15 hours ago,25 Hundred Tons per month,15 Mbbl per month,Central Planning,$2655 million,300 Mbbl; 15 Mbbl,,Large,Caribbean,Soviet Union,35126 km 2,http://blocgame.com/stats.php?id=63167,1 Tons,
Rhod3sia,FreeMindInside,The Order,136k active personnel,5 ships,Korean War surplus,Gandhi-like,5 factories,Elite,online now,39 Hundred Tons per month,5 Mbbl per month,Central Planning,$2649 million,47 Mbbl; 5 Mbbl,Plentiful,Very Powerful,Southern Africa,Soviet Union,35940 km 2,http://blocgame.com/stats.php?id=52679,,
Niggerito,Jejomar Binay,SPQR,123k active personnel,5 ships,Second World War surplus,Gandhi-like,5 factories,Good,online now,31 Hundred Tons per month,5 Mbbl per month,Free Market,$2640 million,200 Mbbl,Untapped,Powerful,East Indies,United States,45149 km 2,http://blocgame.com/stats.php?id=63087,,
Biji Kurdistan,Myron2point0,Brotherhood of Nod,74k active personnel,1 ships,Korean War surplus,Good,2 factories,Elite,last online 4 hours ago,10 Hundred Tons per month,10 Mbbl per month,Central Planning,$2625 million,3365 Mbbl; 10 Mbbl,Near Depletion,Very Powerful,Mesopotamia,Soviet Union,20127 km 2,http://blocgame.com/stats.php?id=52906,,
