country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,reactor,uranium
Kosan,Whitearcher8,The Order,136k active personnel,8 ships,Vietnam War surplus,Gandhi-like,4 factories,Elite,last online 4 hours ago,30 Hundred Tons per month,10 Mbbl per month,Central Planning,$4437 million,6159 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,34556 km 2,http://blocgame.com/stats.php?id=59227,,
Crimea,Hayro Khan,The Order,98k active personnel,5 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 18 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$4406 million,4105 Mbbl; 12 Mbbl,Untapped,Very Powerful,Atlas,Soviet Union,31017 km 2,http://blocgame.com/stats.php?id=2570,,
Lepkonia,Raguixxx,Interpol,89k active personnel,7 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 1 hours ago,45 Hundred Tons per month,11 Mbbl per month,Central Planning,$4388 million,22 Mbbl; 11 Mbbl,Untapped,Very Powerful,Southern Cone,Soviet Union,55683 km 2,http://blocgame.com/stats.php?id=55854,,
Zanyslavia,Zany Animal,The Order,82k active personnel,6 ships,Korean War surplus,Gandhi-like,3 factories,Good,online now,31 Hundred Tons per month,14 Mbbl per month,Central Planning,$4386 million,2205 Mbbl; 14 Mbbl,Plentiful,Very Powerful,Persia,Soviet Union,27310 km 2,http://blocgame.com/stats.php?id=41452,,
Honduras,Inferno666,Pact of Red October,46k active personnel,3 ships,Korean War surplus,Angelic,1 factory,Good,last online 39 hours ago,28 Hundred Tons per month,13 Mbbl per month,Central Planning,$4373 million,20 Mbbl; 13 Mbbl,,None,Mesoamerica,Soviet Union,41137 km 2,http://blocgame.com/stats.php?id=60291,,
Deagle Nation!,Jace Connors,Brotherhood of Nod,162k active personnel,9 ships,Korean War surplus,Gandhi-like,8 factories,Standard,online now,42 Hundred Tons per month,42 Mbbl per month,Central Planning,$4345 million,3838 Mbbl; 42 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,65270 km 2,http://blocgame.com/stats.php?id=63100,,
Johor,Helmi Omar,PIRATES,85k active personnel,9 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$4319 million,261 Mbbl; 6 Mbbl,Untapped,Large,Pacific Rim,Neutral,19061 km 2,http://blocgame.com/stats.php?id=60442,,
Mirah,Filzah,The Order,11k active personnel,14 ships,Korean War surplus,Nice,3 factories,Good,last online 1 hours ago,26 Hundred Tons per month,12 Mbbl per month,Mixed Economy,$4296 million,56 Mbbl; 12 Mbbl,Near Depletion,Small,China,Soviet Union,28227 km 2,http://blocgame.com/stats.php?id=64191,,
Niggerito,Jejomar Binay,SPQR,136k active personnel,8 ships,Korean War surplus,Gandhi-like,6 factories,Good,last online 1 hours ago,42 Hundred Tons per month,6 Mbbl per month,Free Market,$4273 million,521 Mbbl,Untapped,Very Powerful,East Indies,United States,53168 km 2,http://blocgame.com/stats.php?id=63087,,
Puerto Libre,Jose Ramon Rodriguez III,The Federal Colonies,78k active personnel,8 ships,Vietnam War surplus,Gandhi-like,3 factories,Good,last online 12 hours ago,27 Hundred Tons per month,,Free Market,$4268 million,,Untapped,Very Powerful,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=61883,,1 Tons
Salama�a,Bacardi,The Order,71k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,23 Hundred Tons per month,8 Mbbl per month,Central Planning,$4268 million,,Untapped,Large,Southern Cone,Soviet Union,30408 km 2,http://blocgame.com/stats.php?id=63383,,1 Tons
Psilocybis,Lysergix,Brotherhood of Nod,40k active personnel,9 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 19 hours ago,17 Hundred Tons per month,9 Mbbl per month,Central Planning,$4239 million,4664 Mbbl; 9 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=62795,,
Ivalice,Nighthawk571,Interpol,100k active personnel,4 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,online now,41 Hundred Tons per month,29 Mbbl per month,Central Planning,$4238 million,2271 Mbbl; 29 Mbbl,Plentiful,Very Powerful,Arabia,Soviet Union,49746 km 2,http://blocgame.com/stats.php?id=63060,,
Junovia,dontworryaboutit,Interpol,76k active personnel,9 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 2 hours ago,24 Hundred Tons per month,7 Mbbl per month,Free Market,$4215 million,73 Mbbl; 7 Mbbl,Untapped,Powerful,Pacific Rim,Neutral,20884 km 2,http://blocgame.com/stats.php?id=63088,,
Ken no Taiyou,Hikari,The Order,70k active personnel,10 ships,Second World War surplus,Gandhi-like,5 factories,Elite,last online 1 hours ago,13 Hundred Tons per month,33 Mbbl per month,Mixed Economy,$4213 million,1558 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,32399 km 2,http://blocgame.com/stats.php?id=64029,,
Reim,Azrael,SPQR,118k active personnel,13 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 5 hours ago,38 Hundred Tons per month,12 Mbbl per month,Central Planning,$4212 million,275 Mbbl; 12 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,61628 km 2,http://blocgame.com/stats.php?id=41073,,
Huangdi,Xian W�ng,Interpol,70k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 5 hours ago,11 Hundred Tons per month,7 Mbbl per month,Free Market,$4212 million,137 Mbbl; 7 Mbbl,Untapped,Somewhat Large,China,United States,22229 km 2,http://blocgame.com/stats.php?id=59776,,
Kilij,Yatagan,The Order,99k active personnel,10 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 14 hours ago,25 Hundred Tons per month,15 Mbbl per month,Free Market,$4141 million,4718 Mbbl; 15 Mbbl,Untapped,Large,Mesopotamia,Neutral,26660 km 2,http://blocgame.com/stats.php?id=63687,,
Errvistan,ERRV2,The Order,9k active personnel,5 ships,Second World War surplus,Normal,2 factories,Good,last online 6 hours ago,14 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$4117 million,381 Mbbl; 7 Mbbl,Near Depletion,None,Gran Colombia,Neutral,31916 km 2,http://blocgame.com/stats.php?id=64330,,
Giant Mechs,OiledDNA,The Order,80k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 17 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$4069 million,312 Mbbl; 5 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,25790 km 2,http://blocgame.com/stats.php?id=60735,,
Northmarch,Elroy,PIRATES,64k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 6 hours ago,8 Hundred Tons per month,,Central Planning,$4066 million,13 Mbbl,Untapped,Very Powerful,Caribbean,United States,6302 km 2,http://blocgame.com/stats.php?id=41629,,
Violent Vegans,SnakeBombs,Interpol,112k active personnel,11 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 2 hours ago,45 Hundred Tons per month,18 Mbbl per month,Mixed Economy,$4054 million,5434 Mbbl; 18 Mbbl,Untapped,Very Powerful,Atlas,Soviet Union,49738 km 2,http://blocgame.com/stats.php?id=48869,,
whitmanistan,slim,The Order,83k active personnel,12 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 1 hours ago,21 Hundred Tons per month,14 Mbbl per month,Free Market,$4050 million,6577 Mbbl; 14 Mbbl,Plentiful,Very Powerful,Mesopotamia,United States,63968 km 2,http://blocgame.com/stats.php?id=36344,,
Alexandrastan,TWAIN,Brotherhood of Nod,59k active personnel,2 ships,Vietnam War surplus,Gandhi-like,4 factories,Poor,last online 12 hours ago,11 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$4007 million,1557 Mbbl; 7 Mbbl,Untapped,Powerful,Mesopotamia,United States,28361 km 2,http://blocgame.com/stats.php?id=39070,,
DFWEFWEF,dmc5,Interpol,66k active personnel,9 ships,Vietnam War surplus,Gandhi-like,4 factories,Standard,online now,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$3993 million,6819 Mbbl; 6 Mbbl,Untapped,Large,Arabia,Soviet Union,55123 km 2,http://blocgame.com/stats.php?id=55118,,
Zorin,NeroRPG,Interpol,38k active personnel,2 ships,Korean War surplus,Angelic,2 factories,Elite,last online 5 hours ago,15 Hundred Tons per month,8 Mbbl per month,Central Planning,$3984 million,80 Mbbl; 8 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,12767 km 2,http://blocgame.com/stats.php?id=59970,,
Sintra,Daniel Lima,The Order,60k active personnel,6 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 4 hours ago,36 Hundred Tons per month,19 Mbbl per month,Central Planning,$3980 million,2 Mbbl; 19 Mbbl,Untapped,Somewhat Large,Caribbean,Soviet Union,34775 km 2,http://blocgame.com/stats.php?id=63167,,1 Tons
Eastern Eagle,MetaIndigo,Brotherhood of Nod,73k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 3 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$3965 million,5 Mbbl,Untapped,Very Powerful,The Subcontinent,Soviet Union,15693 km 2,http://blocgame.com/stats.php?id=63045,,
al-Bahrayn,dbdb,The Order,98k active personnel,11 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 2 hours ago,24 Hundred Tons per month,20 Mbbl per month,Central Planning,$3943 million,848 Mbbl; 20 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,39405 km 2,http://blocgame.com/stats.php?id=59775,,
Glubistan,Glub,SPQR,139k active personnel,4 ships,Vietnam War surplus,Good,4 factories,Undisciplined Rabble,online now,25 Hundred Tons per month,14 Mbbl per month,Central Planning,$3925 million,1698 Mbbl; 14 Mbbl,,Very Powerful,Arabia,Soviet Union,33967 km 2,http://blocgame.com/stats.php?id=63027,,
Khuzestan,Georgy Zhukov,The Federal Colonies,119k active personnel,4 ships,Korean War surplus,Normal,5 factories,Elite,last online 1 hours ago,22 Hundred Tons per month,12 Mbbl per month,Central Planning,$3907 million,2459 Mbbl; 12 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,42240 km 2,http://blocgame.com/stats.php?id=48914,,
Skekenhouse,Kraast,The Order,118k active personnel,7 ships,Vietnam War surplus,Gandhi-like,5 factories,Poor,last online 1 hours ago,50 Hundred Tons per month,50 Mbbl per month,Central Planning,$3896 million,4781 Mbbl; 50 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,69477 km 2,http://blocgame.com/stats.php?id=62962,,
nanas,nanas batu,Misanthropics,52k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 5 hours ago,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$3890 million,32 Mbbl; 7 Mbbl,Near Depletion,Mediocre,East Indies,Neutral,16270 km 2,http://blocgame.com/stats.php?id=61809,,
Southern Africa,TheMaster_ZA,The Order,116k active personnel,8 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 13 hours ago,40 Hundred Tons per month,6 Mbbl per month,Central Planning,$3875 million,,Untapped,Powerful,Southern Africa,Soviet Union,51933 km 2,http://blocgame.com/stats.php?id=48410,,
raja_png,DiDi27,PIRATES,39k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 22 hours ago,2 Hundred Tons per month,4 Mbbl per month,Central Planning,$3858 million,430 Mbbl; 4 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,4136 km 2,http://blocgame.com/stats.php?id=62000,,
Syphirious,Doxal,Interpol,95k active personnel,10 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 34 hours ago,40 Hundred Tons per month,29 Mbbl per month,Central Planning,$3851 million,3489 Mbbl; 29 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,57639 km 2,http://blocgame.com/stats.php?id=59670,,
Psychotropia,President_Bloodmoney,Brotherhood of Nod,199k active personnel,16 ships,Korean War surplus,Gandhi-like,9 factories,Elite,last online 7 hours ago,47 Hundred Tons per month,16 Mbbl per month,Central Planning,$3834 million,244 Mbbl; 16 Mbbl,Untapped,Very Powerful,East Africa,Soviet Union,51797 km 2,http://blocgame.com/stats.php?id=64125,,
oliverhard,oliver hardwick,The Order,58k active personnel,4 ships,Korean War surplus,Gandhi-like,5 factories,Good,last online 18 hours ago,25 Hundred Tons per month,14 Mbbl per month,Central Planning,$3795 million,1852 Mbbl; 14 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,31819 km 2,http://blocgame.com/stats.php?id=53822,,
kweensnkans,Jamal T.Ice cube,,38k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Good,last online 85 hours ago,7 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$3792 million,2807 Mbbl,Untapped,Mediocre,Egypt,United States,17149 km 2,http://blocgame.com/stats.php?id=63345,,
Chicken rice,Ador hitler,PIRATES,51k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 12 hours ago,16 Hundred Tons per month,15 Mbbl per month,Central Planning,$3777 million,200 Mbbl; 15 Mbbl,Untapped,Large,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61750,,
Shekel Land,Sheklesteinthefourth,The Order,118k active personnel,9 ships,Korean War surplus,Angelic,2 factories,Elite,online now,34 Hundred Tons per month,19 Mbbl per month,Central Planning,$3734 million,8890 Mbbl; 19 Mbbl,Untapped,Very Powerful,Egypt,Soviet Union,59831 km 2,http://blocgame.com/stats.php?id=54689,,
One Star,Neku,Interpol,58k active personnel,7 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,4 Hundred Tons per month,4 Mbbl per month,Free Market,$3692 million,3470 Mbbl,Untapped,Very Powerful,Persia,United States,27506 km 2,http://blocgame.com/stats.php?id=57783,,
Mmhat,Homermustdie,Interpol,63k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Good,online now,14 Hundred Tons per month,2 Mbbl per month,Central Planning,$3690 million,17 Mbbl; 2 Mbbl,,Very Powerful,Amazonia,Soviet Union,22257 km 2,http://blocgame.com/stats.php?id=45846,,
Eastasia,accounts being deleted,The Order,106k active personnel,9 ships,Vietnam War surplus,Gandhi-like,4 factories,Elite,last online 8 hours ago,12 Hundred Tons per month,7 Mbbl per month,Central Planning,$3690 million,591 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,35599 km 2,http://blocgame.com/stats.php?id=63527,,
Langgarpura,neocon,The Order,91k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 19 hours ago,10 Hundred Tons per month,8 Mbbl per month,Central Planning,$3689 million,234 Mbbl,Untapped,Powerful,East Indies,Soviet Union,31143 km 2,http://blocgame.com/stats.php?id=60629,,
Boro,Speedy13,The Order,51k active personnel,8 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 9 hours ago,18 Hundred Tons per month,10 Mbbl per month,Central Planning,$3687 million,308 Mbbl; 10 Mbbl,Near Depletion,Very Powerful,Caribbean,Neutral,31188 km 2,http://blocgame.com/stats.php?id=59257,,
pelle,pelle,The Order,18k active personnel,7 ships,Korean War surplus,Axis of Evil,5 factories,Standard,last online 11 hours ago,61 Hundred Tons per month,7 Mbbl per month,Central Planning,$3667 million,612 Mbbl; 7 Mbbl,Untapped,Very Powerful,China,Soviet Union,60476 km 2,http://blocgame.com/stats.php?id=52372,,
New Luzon,Chester E. Marquez,The Order,98k active personnel,9 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 2 hours ago,12 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$3663 million,4503 Mbbl,Untapped,Large,Egypt,Neutral,36192 km 2,http://blocgame.com/stats.php?id=63066,,
Eisen,Balthazaar,The Order,86k active personnel,9 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 47 hours ago,28 Hundred Tons per month,11 Mbbl per month,Central Planning,$3661 million,52 Mbbl; 11 Mbbl,Untapped,Very Powerful,China,Soviet Union,67840 km 2,http://blocgame.com/stats.php?id=53566,,
Treehouse,Number One,Interpol,49k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,6 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$3655 million,150 Mbbl; 3 Mbbl,Untapped,Very Powerful,Indochina,United States,14366 km 2,http://blocgame.com/stats.php?id=58889,,
Valtania,Kelvin D. Makumbi,Dictators United,171k active personnel,10 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 14 hours ago,27 Hundred Tons per month,16 Mbbl per month,Central Planning,$3634 million,16 Mbbl,,Powerful,Mesoamerica,Soviet Union,44383 km 2,http://blocgame.com/stats.php?id=62525,,
the murloc,grant,,98k active personnel,15 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 5 hours ago,12 Hundred Tons per month,4 Mbbl per month,Central Planning,$3632 million,148 Mbbl; 4 Mbbl,Untapped,Very Powerful,Gran Colombia,Soviet Union,23637 km 2,http://blocgame.com/stats.php?id=63727,,
Junoma,VicReyes,,8k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 9 hours ago,23 Hundred Tons per month,5 Mbbl per month,Free Market,$3631 million,50 Mbbl,Untapped,Very Powerful,Southern Cone,United States,18145 km 2,http://blocgame.com/stats.php?id=40349,,
