country,leader,alliance,army_size,navy,reactor,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
temasik,lawrence,,14k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 84 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$1190 million,2 Mbbl,Untapped,Mediocre,East Indies,United States,16172 km 2,http://blocgame.com/stats.php?id=62827,
Morjei,FlairWoW,Brotherhood of Zion,58k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 3 hours ago,21 Hundred Tons per month,3 Mbbl per month,Central Planning,$1183 million,121 Mbbl; 3 Mbbl,Plentiful,Mediocre,Indochina,Soviet Union,41483 km 2,http://blocgame.com/stats.php?id=53068,
Cyleia,Silas Adar,The Order,61k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,11 Hundred Tons per month,5 Mbbl per month,Free Market,$1174 million,550 Mbbl; 5 Mbbl,Plentiful,Somewhat Large,Mesoamerica,United States,28634 km 2,http://blocgame.com/stats.php?id=62784,
Asians,bigyihsuan,The High Council,36k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 45 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1169 million,362 Mbbl; 2 Mbbl,Untapped,Meagre,Pacific Rim,Neutral,16667 km 2,http://blocgame.com/stats.php?id=41551,
Uzbekistanstan,Shaikh Zayer,The Order,49k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,27 Hundred Tons per month,4 Mbbl per month,Free Market,$1163 million,514 Mbbl,Untapped,Mediocre,Congo,United States,38272 km 2,http://blocgame.com/stats.php?id=47207,
German Empire,Frederick the Great,SPQR,38k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,14 Hundred Tons per month,5 Mbbl per month,Central Planning,$1146 million,4413 Mbbl,Untapped,Large,Egypt,Soviet Union,27600 km 2,http://blocgame.com/stats.php?id=63053,
Ivalice,Nighthawk571,Interpol,39k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 12 hours ago,16 Hundred Tons per month,15 Mbbl per month,Central Planning,$1137 million,2811 Mbbl; 15 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,35726 km 2,http://blocgame.com/stats.php?id=63060,
Conferan,Cryptox,The High Council,79k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,online now,12 Hundred Tons per month,6 Mbbl per month,Central Planning,$1124 million,531 Mbbl,Untapped,Powerful,East Indies,Soviet Union,41457 km 2,http://blocgame.com/stats.php?id=56710,1 Tons
al-Bahrayn,dbdb,The Order,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,7 Hundred Tons per month,8 Mbbl per month,Central Planning,$1122 million,1165 Mbbl; 8 Mbbl,Untapped,Large,Mesopotamia,Soviet Union,32888 km 2,http://blocgame.com/stats.php?id=59775,
South Uganda,Dr. Idi Amin,Brotherhood of Zion,75k active personnel,2 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,online now,30 Hundred Tons per month,5 Mbbl per month,Central Planning,$1119 million,447 Mbbl; 5 Mbbl,Untapped,Large,Southern Africa,Soviet Union,39393 km 2,http://blocgame.com/stats.php?id=63128,
Lorigan,Lorigan,The High Council,39k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 22 hours ago,15 Hundred Tons per month,8 Mbbl per month,Central Planning,$1107 million,425 Mbbl; 8 Mbbl,Untapped,Mediocre,Amazonia,Soviet Union,36653 km 2,http://blocgame.com/stats.php?id=59787,
Markovia,RDM HC,The Federal Colonies,69k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,15 Hundred Tons per month,8 Mbbl per month,Free Market,$1101 million,416 Mbbl; 8 Mbbl,Untapped,Somewhat Large,Caribbean,United States,39075 km 2,http://blocgame.com/stats.php?id=58369,
Batu putih,Harzan,The Federal Colonies,5k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 8 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$1100 million,257 Mbbl,Plentiful,Mediocre,East Indies,Soviet Union,12916 km 2,http://blocgame.com/stats.php?id=61926,
Malaysia.,Tuanku Adam Zhafri,PIRATES,51k active personnel,0 ships,,First World War surplus,Pariah,2 factories,Good,last online 1 hours ago,10 Hundred Tons per month,9 Mbbl per month,Central Planning,$1098 million,292 Mbbl; 9 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,28648 km 2,http://blocgame.com/stats.php?id=63032,
bakhang,cukobi,The Order,55k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 7 hours ago,17 Hundred Tons per month,7 Mbbl per month,Central Planning,$1088 million,1397 Mbbl; 7 Mbbl,Untapped,Large,Atlas,Soviet Union,40085 km 2,http://blocgame.com/stats.php?id=60485,
VinnyNation,VinnyRuler,Brotherhood of Zion,47k active personnel,0 ships,,Second World War surplus,Questionable,1 factory,Good,last online 1 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$1075 million,339 Mbbl; 4 Mbbl,,Small,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,
Tyanra,SaffronMerchant,SPQR,50k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 10 hours ago,16 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1063 million,1559 Mbbl; 2 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,34788 km 2,http://blocgame.com/stats.php?id=60365,
Cirno,jc99,The Federal Colonies,58k active personnel,0 ships,,First World War surplus,Gandhi-like,3 factories,Good,last online 2 hours ago,33 Hundred Tons per month,2 Mbbl per month,Free Market,$1051 million,288 Mbbl,Untapped,Mediocre,Caribbean,United States,39052 km 2,http://blocgame.com/stats.php?id=43375,
Shambala,Feranon,Brotherhood of Nod,30k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$1044 million,255 Mbbl; 5 Mbbl,Plentiful,Mediocre,Pacific Rim,Soviet Union,31241 km 2,http://blocgame.com/stats.php?id=41268,1 Tons
LOCAI,Agumentic,Brotherhood of Zion,27k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 7 hours ago,7 Hundred Tons per month,3 Mbbl per month,Free Market,$1042 million,200 Mbbl; 3 Mbbl,Untapped,Large,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,
Yummy Foods,iiruka,Interpol,99k active personnel,1 ships,,Second World War surplus,Angelic,3 factories,Elite,online now,43 Hundred Tons per month,1 Mbbl per month,Free Market,$1042 million,79 Mbbl,Untapped,Large,Pacific Rim,United States,41667 km 2,http://blocgame.com/stats.php?id=54376,
Tamil Kingdom,Chola I,Brotherhood of Zion,73k active personnel,0 ships,,Second World War surplus,Angelic,2 factories,Elite,last online 5 hours ago,46 Hundred Tons per month,7 Mbbl per month,Central Planning,$1041 million,333 Mbbl; 7 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,46566 km 2,http://blocgame.com/stats.php?id=60964,1 Tons
Russophia,Mikhail Putin,SPQR,3k active personnel,0 ships,,Second World War surplus,Pariah,None,Elite,last online 6 hours ago,3 Hundred Tons per month,5 Mbbl per month,Central Planning,$1035 million,3095 Mbbl; 5 Mbbl,,None,Arabia,Soviet Union,9550 km 2,http://blocgame.com/stats.php?id=54426,
ZAMENTA,ShAh FAr HAn,The Order,80k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 8 hours ago,10 Hundred Tons per month,7 Mbbl per month,Central Planning,$1025 million,333 Mbbl; 7 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,41322 km 2,http://blocgame.com/stats.php?id=61998,1 Tons
Mzab,Cuma Thurman,Brotherhood of Zion,55k active personnel,1 ships,,Second World War surplus,Pariah,2 factories,Good,online now,15 Hundred Tons per month,12 Mbbl per month,Central Planning,$1012 million,4500 Mbbl; 12 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,36773 km 2,http://blocgame.com/stats.php?id=63775,
Krasnyyikistan,JohnTheGreat,Comintern,79k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 1 hours ago,7 Hundred Tons per month,11 Mbbl per month,Mixed Economy,$1008 million,3811 Mbbl,Untapped,Large,Arabia,Soviet Union,27972 km 2,http://blocgame.com/stats.php?id=50209,
Cameronia,Cameron Saxonson,Che Guevara League,40k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,15 Hundred Tons per month,9 Mbbl per month,Central Planning,$1004 million,455 Mbbl; 9 Mbbl,Untapped,Mediocre,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,
Sepidajistan,Shah Squid,Al-Qassam Brigades,38k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$1002 million,3778 Mbbl; 3 Mbbl,,Small,Atlas,Soviet Union,15382 km 2,http://blocgame.com/stats.php?id=59462,
Guadianstan,Guadian Bakar,Followers of Guadian,3k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 6 hours ago,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$990 million,302 Mbbl,,None,Gran Colombia,Soviet Union,24977 km 2,http://blocgame.com/stats.php?id=63250,
constania,Comrade,Divine League,37k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,13 Hundred Tons per month,6 Mbbl per month,Central Planning,$987 million,207 Mbbl; 6 Mbbl,Untapped,Mediocre,Congo,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=62606,
Hansetica,Svan,The Order,13k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,last online 10 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$986 million,3 Mbbl; 6 Mbbl,Plentiful,Small,China,Soviet Union,25895 km 2,http://blocgame.com/stats.php?id=63390,
Kritch,Zorn,Brotherhood of Nod,82k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Good,online now,17 Hundred Tons per month,5 Mbbl per month,Central Planning,$985 million,656 Mbbl; 5 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,40466 km 2,http://blocgame.com/stats.php?id=63155,
Worthless Sand,Spirit of Saddam Hussein,Brotherhood of Nod,16k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 8 hours ago,12 Hundred Tons per month,4 Mbbl per month,Central Planning,$984 million,3699 Mbbl; 4 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=63192,
Ekodebota,tfwqtp2tlgf|;3,The High Council,59k active personnel,0 ships,,Second World War surplus,Angelic,1 factory,Poor,last online 4 hours ago,16 Hundred Tons per month,8 Mbbl per month,Central Planning,$976 million,2359 Mbbl; 8 Mbbl,Plentiful,Large,Atlas,Soviet Union,28005 km 2,http://blocgame.com/stats.php?id=53422,
Hitlerwasright,Louis C Cuck,The Order,29k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,last online 11 hours ago,5 Hundred Tons per month,9 Mbbl per month,Free Market,$975 million,2484 Mbbl,Near Depletion,Meagre,Arabia,United States,33572 km 2,http://blocgame.com/stats.php?id=59621,
North Nubia,Sean Tony,The United Nations,79k active personnel,1 ships,,Second World War surplus,Gandhi-like,3 factories,Standard,last online 3 hours ago,25 Hundred Tons per month,10 Mbbl per month,Central Planning,$968 million,222 Mbbl; 10 Mbbl,,Mediocre,Congo,Soviet Union,20349 km 2,http://blocgame.com/stats.php?id=63084,
Asiana,El_Xanatos,The High Council,53k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Good,last online 5 hours ago,19 Hundred Tons per month,4 Mbbl per month,Central Planning,$954 million,172 Mbbl; 4 Mbbl,Untapped,Meagre,Indochina,Soviet Union,41507 km 2,http://blocgame.com/stats.php?id=62221,
Glubistan,Glub,SPQR,38k active personnel,0 ships,,First World War surplus,Nice,None,Undisciplined Rabble,last online 7 hours ago,20 Hundred Tons per month,11 Mbbl per month,Central Planning,$953 million,1630 Mbbl; 11 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,22469 km 2,http://blocgame.com/stats.php?id=63027,
Argon,Argus,Interpol,39k active personnel,4 ships,,Second World War surplus,Angelic,2 factories,Good,last online 2 hours ago,20 Hundred Tons per month,27 Mbbl per month,Central Planning,$952 million,2762 Mbbl; 27 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,40872 km 2,http://blocgame.com/stats.php?id=57323,
Pan-demo-nium,Raja,The Order,25k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 49 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$950 million,192 Mbbl; 2 Mbbl,,Somewhat Large,The Subcontinent,Soviet Union,18189 km 2,http://blocgame.com/stats.php?id=63195,
mani,mani,SPQR,8k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 14 hours ago,8 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$947 million,346 Mbbl,Untapped,Mediocre,Persia,Neutral,9190 km 2,http://blocgame.com/stats.php?id=62912,
Syphirious,Doxal,Interpol,57k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 6 hours ago,20 Hundred Tons per month,27 Mbbl per month,Central Planning,$946 million,4165 Mbbl; 27 Mbbl,Untapped,Somewhat Large,Mesopotamia,Soviet Union,40669 km 2,http://blocgame.com/stats.php?id=59670,
Valtania,Kelvin D. Makumbi,,71k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 6 hours ago,15 Hundred Tons per month,6 Mbbl per month,Central Planning,$946 million,226 Mbbl; 6 Mbbl,Untapped,Mediocre,Mesoamerica,Soviet Union,28457 km 2,http://blocgame.com/stats.php?id=62525,
Lubekran,septima,Interpol,36k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,online now,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$946 million,7 Mbbl; 3 Mbbl,Untapped,Small,Indochina,Soviet Union,11120 km 2,http://blocgame.com/stats.php?id=62568,
Senglia,mreid2112,Farmington Brigade,7k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 100 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$943 million,2 Mbbl,Untapped,Meagre,Indochina,Soviet Union,9288 km 2,http://blocgame.com/stats.php?id=62920,
Robots,stormbot28,Interpol,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 99 hours ago,8 Hundred Tons per month,,Free Market,$934 million,,Untapped,Mediocre,Caribbean,United States,13613 km 2,http://blocgame.com/stats.php?id=40242,
Etiwan,Latvu,The High Council,29k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,18 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$932 million,417 Mbbl,Untapped,Mediocre,Amazonia,United States,27420 km 2,http://blocgame.com/stats.php?id=60056,
raja_png,DiDi27,,8k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Undisciplined Rabble,online now,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$931 million,224 Mbbl; 4 Mbbl,Untapped,None,Pacific Rim,Soviet Union,9083 km 2,http://blocgame.com/stats.php?id=62000,
Ikeland,ike the freakin awesome,,9k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 168 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$922 million,233 Mbbl; 2 Mbbl,Untapped,Meagre,China,Soviet Union,12818 km 2,http://blocgame.com/stats.php?id=62694,
DFWEFWEF,dmc5,Interpol,28k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Standard,last online 4 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$919 million,5019 Mbbl; 4 Mbbl,Untapped,Small,Arabia,Soviet Union,35376 km 2,http://blocgame.com/stats.php?id=55118,
Lombardy,Aistulf,The Order,59k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Standard,online now,20 Hundred Tons per month,11 Mbbl per month,Free Market,$919 million,6467 Mbbl; 11 Mbbl,Untapped,Mediocre,Persia,United States,41283 km 2,http://blocgame.com/stats.php?id=63882,
Junoma,VicReyes,Brotherhood of Zion,30k active personnel,0 ships,,Second World War surplus,Angelic,1 factory,Elite,last online 1 hours ago,10 Hundred Tons per month,2 Mbbl per month,Free Market,$918 million,394 Mbbl; 2 Mbbl,Untapped,Somewhat Large,Southern Cone,United States,33688 km 2,http://blocgame.com/stats.php?id=40349,
pelle,pelle,The Order,59k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 13 hours ago,24 Hundred Tons per month,3 Mbbl per month,Central Planning,$918 million,535 Mbbl; 3 Mbbl,Plentiful,Very Powerful,China,Soviet Union,44192 km 2,http://blocgame.com/stats.php?id=52372,
Leinad,bloodywaffles12,The United Nations,33k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Poor,last online 36 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$914 million,121 Mbbl; 5 Mbbl,Untapped,Mediocre,China,Soviet Union,20307 km 2,http://blocgame.com/stats.php?id=59332,
the Haunted,thedrunkenarchitect,Brotherhood of Zion,39k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 4 hours ago,23 Hundred Tons per month,4 Mbbl per month,Central Planning,$914 million,366 Mbbl; 4 Mbbl,Untapped,Large,Southern Africa,Soviet Union,34025 km 2,http://blocgame.com/stats.php?id=63020,
sandakania,Ryan Kentang,Brotherhood of Zion,70k active personnel,2 ships,,First World War surplus,Gandhi-like,3 factories,Standard,last online 8 hours ago,12 Hundred Tons per month,6 Mbbl per month,Free Market,$913 million,483 Mbbl,Untapped,Large,East Indies,United States,38333 km 2,http://blocgame.com/stats.php?id=60600,
Olympia,Xasthur,Brotherhood of Zion,76k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 4 hours ago,11 Hundred Tons per month,3 Mbbl per month,Central Planning,$911 million,166 Mbbl; 3 Mbbl,Plentiful,Large,China,Soviet Union,34159 km 2,http://blocgame.com/stats.php?id=51354,
Gobi,Saint Gobi,Brotherhood of Zion,61k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,online now,15 Hundred Tons per month,9 Mbbl per month,Mixed Economy,$910 million,392 Mbbl,Plentiful,Somewhat Large,Congo,United States,24905 km 2,http://blocgame.com/stats.php?id=61919,
Alamo,linksith,The United Nations,6k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 23 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$908 million,4059 Mbbl,Untapped,None,Mesopotamia,United States,10898 km 2,http://blocgame.com/stats.php?id=40536,
Eisen,Balthazaar,The Order,47k active personnel,1 ships,,First World War surplus,Good,2 factories,Elite,online now,17 Hundred Tons per month,8 Mbbl per month,Central Planning,$904 million,323 Mbbl; 8 Mbbl,Untapped,Powerful,China,Soviet Union,47842 km 2,http://blocgame.com/stats.php?id=53566,
Lyranistan,Lyranistan,Brotherhood of Nod,38k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,online now,22 Hundred Tons per month,15 Mbbl per month,Central Planning,$904 million,3217 Mbbl; 15 Mbbl,Plentiful,Large,Mesopotamia,Soviet Union,43499 km 2,http://blocgame.com/stats.php?id=56860,
Zeon Alliance,Char Aznable,The High Council,50k active personnel,5 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 31 hours ago,7 Hundred Tons per month,7 Mbbl per month,Free Market,$898 million,5 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,United States,29079 km 2,http://blocgame.com/stats.php?id=62248,1 Tons
Almania,Almanich,Brotherhood of Nod,37k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 10 hours ago,2 Hundred Tons per month,,Central Planning,$897 million,80 Mbbl,Untapped,Somewhat Large,China,Soviet Union,41200 km 2,http://blocgame.com/stats.php?id=51725,
Texastan,Rebel Lord,Interpol,60k active personnel,2 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 5 hours ago,20 Hundred Tons per month,20 Mbbl per month,Central Planning,$897 million,5034 Mbbl; 20 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,44796 km 2,http://blocgame.com/stats.php?id=58149,
Darkstone,Trakel,The High Council,91k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,21 Hundred Tons per month,17 Mbbl per month,Central Planning,$895 million,7278 Mbbl; 17 Mbbl,Untapped,Large,Arabia,Soviet Union,44941 km 2,http://blocgame.com/stats.php?id=57176,
Communistutopia,Bill Broskis,The Order,58k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,last online 5 hours ago,14 Hundred Tons per month,9 Mbbl per month,Central Planning,$893 million,4762 Mbbl; 9 Mbbl,Untapped,Mediocre,Persia,Soviet Union,32240 km 2,http://blocgame.com/stats.php?id=49796,
fetiwert,raja adam iskandar,The Federal Colonies,10k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 38 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$893 million,,Untapped,None,East Indies,Soviet Union,9360 km 2,http://blocgame.com/stats.php?id=63124,
Surakistahn,Harry Drewer,,7k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Poor,last online 95 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$887 million,1370 Mbbl,Untapped,Meagre,Mesopotamia,Neutral,7645 km 2,http://blocgame.com/stats.php?id=46090,
Carpentaria,fuerza,PIRATES,16k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 90 hours ago,6 Hundred Tons per month,5 Mbbl per month,Central Planning,$886 million,337 Mbbl,Untapped,Mediocre,East Indies,Neutral,19020 km 2,http://blocgame.com/stats.php?id=59901,
CTSKRR,CTSKRR,The High Council,8k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Good,last online 36 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$884 million,267 Mbbl; 7 Mbbl,Untapped,Somewhat Large,China,Soviet Union,20441 km 2,http://blocgame.com/stats.php?id=60811,
Honesty,Fury,SPQR,8k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 4 hours ago,11 Hundred Tons per month,,Free Market,$884 million,,Untapped,None,Mesopotamia,United States,9266 km 2,http://blocgame.com/stats.php?id=62094,
Zuyazayuza,Zuyazayuza,Brotherhood of Zion,83k active personnel,2 ships,,First World War surplus,Gandhi-like,2 factories,Standard,online now,18 Hundred Tons per month,3 Mbbl per month,Free Market,$874 million,335 Mbbl,Untapped,Large,Caribbean,United States,44680 km 2,http://blocgame.com/stats.php?id=62470,
SOPF,Johnathinski Weston,Farmington Brigade,40k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 53 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$874 million,240 Mbbl; 4 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,20128 km 2,http://blocgame.com/stats.php?id=62841,
Haxeltopia,Haxel,,10k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 118 hours ago,5 Hundred Tons per month,5 Mbbl per month,Free Market,$874 million,2 Mbbl,Untapped,None,Caribbean,United States,9360 km 2,http://blocgame.com/stats.php?id=63063,
BongoBongoBongo,oBerry,The Order,39k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,1 factory,Elite,online now,20 Hundred Tons per month,5 Mbbl per month,Central Planning,$873 million,240 Mbbl; 5 Mbbl,,Mediocre,Congo,Soviet Union,18787 km 2,http://blocgame.com/stats.php?id=63942,
