country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
Uzbekistanstan,Shaikh Zayer,The Order,59k active personnel,7 ships,Korean War surplus,Gandhi-like,5 factories,Good,online now,57 Hundred Tons per month,5 Mbbl per month,Free Market,$4509 million,175 Mbbl,Untapped,Very Powerful,Congo,United States,42029 km 2,http://blocgame.com/stats.php?id=47207,,
Coccoladia,Ernesto Caprone,The Federal Colonies,59k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 8 hours ago,22 Hundred Tons per month,2 Mbbl per month,Central Planning,$4484 million,2 Mbbl,Untapped,Very Powerful,Caribbean,Soviet Union,27057 km 2,http://blocgame.com/stats.php?id=40289,,
temasik,lawrence,SPQR,12k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$3706 million,357 Mbbl,Near Depletion,Small,East Indies,United States,7951 km 2,http://blocgame.com/stats.php?id=62827,,
Rome Reloaded,Tiberius Ceaser,SPQR,54k active personnel,7 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 9 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$4352 million,4462 Mbbl,,Very Powerful,Mesopotamia,Soviet Union,12961 km 2,http://blocgame.com/stats.php?id=1421,,
Cirno,jc99,The Federal Colonies,157k active personnel,10 ships,Second World War surplus,Gandhi-like,8 factories,Standard,online now,34 Hundred Tons per month,2 Mbbl per month,Central Planning,$4346 million,176 Mbbl,Plentiful,Very Powerful,Caribbean,Soviet Union,41625 km 2,http://blocgame.com/stats.php?id=43375,1 Tons,
Conferan,Cryptox,The Order,178k active personnel,9 ships,Korean War surplus,Gandhi-like,4 factories,Elite,online now,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$4241 million,181 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,61230 km 2,http://blocgame.com/stats.php?id=56710,,
Shambala,Feranon,Brotherhood of Nod,79k active personnel,4 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 1 hours ago,15 Hundred Tons per month,5 Mbbl per month,Central Planning,$4290 million,470 Mbbl; 5 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,29711 km 2,http://blocgame.com/stats.php?id=41268,,5%
TheDarkSide,LordVader,Misanthropics,62k active personnel,11 ships,Vietnam War surplus,Gandhi-like,3 factories,Undisciplined Rabble,last online 4 hours ago,24 Hundred Tons per month,4 Mbbl per month,Central Planning,$3641 million,469 Mbbl; 4 Mbbl,Near Depletion,Very Powerful,East Indies,Neutral,42946 km 2,http://blocgame.com/stats.php?id=63139,,
Hitlerwasright,Louis C Cuck,The Order,118k active personnel,8 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 6 hours ago,35 Hundred Tons per month,25 Mbbl per month,Free Market,$4237 million,9245 Mbbl,Untapped,Very Powerful,Arabia,United States,33337 km 2,http://blocgame.com/stats.php?id=59621,,
Niggerito,Jejomar Binay,SPQR,130k active personnel,5 ships,Korean War surplus,Gandhi-like,5 factories,Good,last online 1 hours ago,42 Hundred Tons per month,5 Mbbl per month,Free Market,$4163 million,139 Mbbl,Untapped,Very Powerful,East Indies,United States,53168 km 2,http://blocgame.com/stats.php?id=63087,,
Reim,Azrael,SPQR,98k active personnel,11 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 8 hours ago,33 Hundred Tons per month,11 Mbbl per month,Central Planning,$4143 million,401 Mbbl; 11 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,61628 km 2,http://blocgame.com/stats.php?id=41073,,
VinnyNation,VinnyRuler,Brotherhood of Nod,71k active personnel,2 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 21 hours ago,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$4178 million,202 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
Cubania,General Fidelis,The Order,118k active personnel,4 ships,Korean War surplus,Gandhi-like,7 factories,Good,last online 2 hours ago,60 Hundred Tons per month,18 Mbbl per month,Central Planning,$4209 million,18 Mbbl,Untapped,Very Powerful,Mesoamerica,Soviet Union,61756 km 2,http://blocgame.com/stats.php?id=47349,,
Aminichina,doublepedaldylan,The Order,53k active personnel,5 ships,Second World War surplus,Nice,2 factories,Good,last online 21 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$4106 million,881 Mbbl; 5 Mbbl,Untapped,Large,Indochina,Soviet Union,27584 km 2,http://blocgame.com/stats.php?id=56720,,
Kosan,Whitearcher8,The Order,123k active personnel,5 ships,Vietnam War surplus,Gandhi-like,4 factories,Elite,last online 16 hours ago,30 Hundred Tons per month,10 Mbbl per month,Central Planning,$4096 million,6269 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,34556 km 2,http://blocgame.com/stats.php?id=59227,,
Ekodebota,tfwqtp2tlgf|;3,Interpol,98k active personnel,11 ships,Vietnam War surplus,Gandhi-like,5 factories,Undisciplined Rabble,online now,41 Hundred Tons per month,19 Mbbl per month,Central Planning,$4109 million,10534 Mbbl; 19 Mbbl,Untapped,Very Powerful,Atlas,Soviet Union,48510 km 2,http://blocgame.com/stats.php?id=53422,1 Tons,
Ken no Taiyou,Hikari,The Order,62k active personnel,10 ships,Second World War surplus,Gandhi-like,5 factories,Elite,last online 1 hours ago,13 Hundred Tons per month,33 Mbbl per month,Free Market,$4062 million,1921 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,32399 km 2,http://blocgame.com/stats.php?id=64029,,
ADAMLAND,adamharez,The Order,38k active personnel,5 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 11 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$4477 million,8119 Mbbl; 7 Mbbl,Near Depletion,Powerful,Arabia,Neutral,25870 km 2,http://blocgame.com/stats.php?id=60764,,
Asians,bigyihsuan,The Order,75k active personnel,0 ships,Second World War surplus,Angelic,1 factory,Good,last online 21 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$4007 million,5 Mbbl,Untapped,Somewhat Large,Pacific Rim,United States,7354 km 2,http://blocgame.com/stats.php?id=41551,,
SettingMoon,Hawk,The Order,36k active personnel,8 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 26 hours ago,16 Hundred Tons per month,5 Mbbl per month,Central Planning,$4035 million,262 Mbbl; 5 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,18007 km 2,http://blocgame.com/stats.php?id=62839,,
Brutish Empire,DarkyDonno,Brotherhood of Nod,80k active personnel,0 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 60 hours ago,30 Hundred Tons per month,12 Mbbl per month,Central Planning,$4010 million,106 Mbbl; 12 Mbbl,Untapped,Large,China,Soviet Union,32877 km 2,http://blocgame.com/stats.php?id=57265,,
Mirah,Filzah,The Order,111k active personnel,14 ships,Korean War surplus,Gandhi-like,4 factories,Good,online now,26 Hundred Tons per month,12 Mbbl per month,Central Planning,$3919 million,195 Mbbl; 12 Mbbl,Untapped,Very Powerful,China,Soviet Union,29729 km 2,http://blocgame.com/stats.php?id=64191,,
KingBding,King B,The Order,58k active personnel,7 ships,Korean War surplus,Gandhi-like,3 factories,Poor,last online 22 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$3977 million,143 Mbbl; 3 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,25241 km 2,http://blocgame.com/stats.php?id=63205,,
Johor,Helmi Omar,PIRATES,47k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 4 hours ago,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$3965 million,327 Mbbl; 6 Mbbl,Untapped,Powerful,Pacific Rim,Neutral,19148 km 2,http://blocgame.com/stats.php?id=60442,,
Crayola,baker greg,The Order,138k active personnel,2 ships,Second World War surplus,Angelic,5 factories,Standard,online now,32 Hundred Tons per month,22 Mbbl per month,Central Planning,$3846 million,4090 Mbbl; 22 Mbbl,Untapped,Very Powerful,Egypt,United States,57044 km 2,http://blocgame.com/stats.php?id=63958,,
Harezland,Adam harez,The Order,27k active personnel,1 ships,First World War surplus,Gandhi-like,4 factories,Elite,last online 11 hours ago,11 Hundred Tons per month,10 Mbbl per month,Central Planning,$4708 million,62 Mbbl; 10 Mbbl,,Large,Pacific Rim,Neutral,18744 km 2,http://blocgame.com/stats.php?id=60587,,
Salama�a,Bacardi,The Order,71k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 37 hours ago,23 Hundred Tons per month,8 Mbbl per month,Central Planning,$3872 million,,Untapped,Large,Southern Cone,Soviet Union,30408 km 2,http://blocgame.com/stats.php?id=63383,,
Crimea,Hayro Khan,The Order,98k active personnel,4 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 4 hours ago,17 Hundred Tons per month,11 Mbbl per month,Central Planning,$3867 million,3034 Mbbl; 11 Mbbl,Untapped,Very Powerful,Atlas,Soviet Union,31017 km 2,http://blocgame.com/stats.php?id=2570,,
whitmanistan,slim,The Order,126k active personnel,11 ships,Korean War surplus,Gandhi-like,6 factories,Good,last online 7 hours ago,18 Hundred Tons per month,10 Mbbl per month,Free Market,$3795 million,6713 Mbbl; 10 Mbbl,Untapped,Powerful,Mesopotamia,United States,62151 km 2,http://blocgame.com/stats.php?id=36344,,
Zanyslavia,Zany Animal,The Order,44k active personnel,4 ships,Second World War surplus,Good,3 factories,Good,last online 9 hours ago,27 Hundred Tons per month,13 Mbbl per month,Central Planning,$3839 million,2349 Mbbl; 13 Mbbl,Untapped,Large,Persia,Soviet Union,27310 km 2,http://blocgame.com/stats.php?id=41452,,
Opallia,Opal,The Order,120k active personnel,11 ships,Korean War surplus,Pariah,3 factories,Good,online now,37 Hundred Tons per month,6 Mbbl per month,Free Market,$3708 million,315 Mbbl,Untapped,Large,Mesoamerica,United States,50060 km 2,http://blocgame.com/stats.php?id=63666,1 Tons,
Tamarlania,Vagrant,The Order,133k active personnel,50 ships,Korean War surplus,Gandhi-like,8 factories,Good,last online 15 hours ago,74 Hundred Tons per month,67 Mbbl per month,Free Market,$3789 million,2595 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,60002 km 2,http://blocgame.com/stats.php?id=61626,,5%
Psilocybis,Lysergix,Brotherhood of Nod,40k active personnel,8 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 4 hours ago,15 Hundred Tons per month,9 Mbbl per month,Central Planning,$3755 million,4763 Mbbl; 9 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=62795,,
Giant Mechs,OiledDNA,The Order,80k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 24 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$3728 million,367 Mbbl; 5 Mbbl,Untapped,Powerful,Pacific Rim,Soviet Union,25790 km 2,http://blocgame.com/stats.php?id=60735,,
Eleuthera,Gamb,Dictators United,94k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Good,online now,29 Hundred Tons per month,17 Mbbl per month,Central Planning,$3768 million,17 Mbbl,Plentiful,Very Powerful,Caribbean,Soviet Union,21908 km 2,http://blocgame.com/stats.php?id=63029,,
Kilij,Yatagan,The Order,87k active personnel,9 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 23 hours ago,25 Hundred Tons per month,15 Mbbl per month,Free Market,$3728 million,4883 Mbbl; 15 Mbbl,Untapped,Large,Mesopotamia,Neutral,26660 km 2,http://blocgame.com/stats.php?id=63687,,
Puerto Libre,Jose Ramon Rodriguez III,The Federal Colonies,78k active personnel,7 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,20 Hundred Tons per month,13 Mbbl per month,Free Market,$3735 million,101 Mbbl,Untapped,Very Powerful,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=61883,1 Tons,
Skekenhouse,Kraast,The Order,97k active personnel,7 ships,Korean War surplus,Gandhi-like,5 factories,Standard,online now,50 Hundred Tons per month,34 Mbbl per month,Central Planning,$3675 million,5264 Mbbl; 34 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,69477 km 2,http://blocgame.com/stats.php?id=62962,,
Alamo,linksith,SPQR,58k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 50 hours ago,11 Hundred Tons per month,6 Mbbl per month,Free Market,$3672 million,4167 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,15987 km 2,http://blocgame.com/stats.php?id=40536,,
Junovia,dontworryaboutit,Interpol,76k active personnel,9 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 69 hours ago,24 Hundred Tons per month,7 Mbbl per month,Free Market,$3685 million,150 Mbbl; 7 Mbbl,Untapped,Powerful,Pacific Rim,Neutral,20884 km 2,http://blocgame.com/stats.php?id=63088,,
Eastasia,accounts being deleted,The Order,96k active personnel,7 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,12 Hundred Tons per month,7 Mbbl per month,Central Planning,$3537 million,668 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,35599 km 2,http://blocgame.com/stats.php?id=63527,,
Junoma,VicReyes,,5k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 10 hours ago,23 Hundred Tons per month,5 Mbbl per month,Free Market,$3645 million,136 Mbbl,Untapped,Powerful,Southern Cone,United States,26391 km 2,http://blocgame.com/stats.php?id=40349,,
Aasyria,David al-Assad,The Order,158k active personnel,13 ships,Korean War surplus,Gandhi-like,5 factories,Standard,online now,35 Hundred Tons per month,17 Mbbl per month,Mixed Economy,$3456 million,3547 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,45142 km 2,http://blocgame.com/stats.php?id=60967,,
Raja Udang,Mario,Celestial Beings�,4k active personnel,3 ships,Second World War surplus,Pariah,3 factories,Undisciplined Rabble,last online 7 hours ago,20 Hundred Tons per month,13 Mbbl per month,Mixed Economy,$3603 million,122 Mbbl; 13 Mbbl,Near Depletion,Mediocre,Pacific Rim,Neutral,24862 km 2,http://blocgame.com/stats.php?id=61754,,
Violent Vegans,SnakeBombs,Interpol,107k active personnel,5 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 8 hours ago,40 Hundred Tons per month,18 Mbbl per month,Mixed Economy,$3541 million,5632 Mbbl; 18 Mbbl,Untapped,Very Powerful,Atlas,Soviet Union,49738 km 2,http://blocgame.com/stats.php?id=48869,,
Glubistan,Glub,SPQR,99k active personnel,3 ships,Korean War surplus,Gandhi-like,4 factories,Undisciplined Rabble,last online 1 hours ago,25 Hundred Tons per month,14 Mbbl per month,Central Planning,$3502 million,1852 Mbbl; 14 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,33967 km 2,http://blocgame.com/stats.php?id=63027,,
Ivalice,Nighthawk571,Interpol,60k active personnel,2 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 5 hours ago,34 Hundred Tons per month,27 Mbbl per month,Central Planning,$3455 million,2014 Mbbl; 27 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,45490 km 2,http://blocgame.com/stats.php?id=63060,,
Southern Africa,TheMaster_ZA,The Order,132k active personnel,4 ships,Korean War surplus,Gandhi-like,5 factories,Good,last online 5 hours ago,40 Hundred Tons per month,6 Mbbl per month,Central Planning,$3475 million,45 Mbbl,Untapped,Large,Southern Africa,Soviet Union,51399 km 2,http://blocgame.com/stats.php?id=48410,,
Psychotropia,President_Bloodmoney,Brotherhood of Nod,179k active personnel,14 ships,Second World War surplus,Gandhi-like,8 factories,Standard,last online 9 hours ago,46 Hundred Tons per month,16 Mbbl per month,Central Planning,$3470 million,420 Mbbl; 16 Mbbl,,Very Powerful,East Africa,Soviet Union,48497 km 2,http://blocgame.com/stats.php?id=64125,,
Zorin,NeroRPG,Interpol,31k active personnel,2 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,12 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$3489 million,168 Mbbl; 7 Mbbl,,Somewhat Large,Pacific Rim,Soviet Union,12598 km 2,http://blocgame.com/stats.php?id=59970,,
Khuzestan,Georgy Zhukov,The Federal Colonies,119k active personnel,2 ships,Second World War surplus,Gandhi-like,5 factories,Elite,last online 2 hours ago,22 Hundred Tons per month,12 Mbbl per month,Central Planning,$3462 million,2591 Mbbl; 12 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,42240 km 2,http://blocgame.com/stats.php?id=48914,2 Tons,
Eastern Eagle,MetaIndigo,Brotherhood of Nod,73k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 12 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$3470 million,1 Mbbl; 5 Mbbl,Untapped,Very Powerful,The Subcontinent,Soviet Union,15693 km 2,http://blocgame.com/stats.php?id=63045,,
Alexandrastan,TWAIN,Brotherhood of Nod,59k active personnel,2 ships,Vietnam War surplus,Gandhi-like,3 factories,Standard,last online 17 hours ago,11 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$3463 million,1634 Mbbl; 7 Mbbl,Untapped,Powerful,Mesopotamia,United States,28361 km 2,http://blocgame.com/stats.php?id=39070,,
Lubekran,septima,Interpol,65k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 34 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$3410 million,217 Mbbl; 5 Mbbl,Untapped,Powerful,Indochina,Soviet Union,6615 km 2,http://blocgame.com/stats.php?id=62568,,
Byzantium,The Wolf,,9k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 191 hours ago,37 Hundred Tons per month,14 Mbbl per month,Free Market,$3348 million,4850 Mbbl,Plentiful,Very Powerful,Mesopotamia,Neutral,31824 km 2,http://blocgame.com/stats.php?id=41125,,
Tanah Malaya,Syahmi1089,PIRATES,70k active personnel,8 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 1 hours ago,15 Hundred Tons per month,9 Mbbl per month,Free Market,$3916 million,1260 Mbbl,Untapped,Very Powerful,Arabia,United States,21409 km 2,http://blocgame.com/stats.php?id=60385,,
Sintra,Daniel Lima,The Order,50k active personnel,5 ships,Second World War surplus,Good,3 factories,Good,last online 3 hours ago,32 Hundred Tons per month,19 Mbbl per month,Central Planning,$3397 million,11 Mbbl; 19 Mbbl,Untapped,Somewhat Large,Caribbean,Soviet Union,34775 km 2,http://blocgame.com/stats.php?id=63167,1 Tons,
kweensnkans,Jamal T.Ice cube,,38k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 40 hours ago,7 Hundred Tons per month,4 Mbbl per month,Free Market,$3352 million,2851 Mbbl,Untapped,Mediocre,Egypt,United States,17149 km 2,http://blocgame.com/stats.php?id=63345,,
Cancer,Stolen,The Order,10k active personnel,0 ships,Korean War surplus,Gandhi-like,None,Elite,online now,3 Hundred Tons per month,5 Mbbl per month,Central Planning,$3371 million,1707 Mbbl; 5 Mbbl,Untapped,Mediocre,Persia,Neutral,6184 km 2,http://blocgame.com/stats.php?id=58745,,
Deagle Nation!,Jace Connors,Brotherhood of Nod,138k active personnel,5 ships,Korean War surplus,Gandhi-like,8 factories,Good,last online 8 hours ago,33 Hundred Tons per month,42 Mbbl per month,Central Planning,$3783 million,4098 Mbbl; 42 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,63202 km 2,http://blocgame.com/stats.php?id=63100,,
Honduras,Inferno666,Pact of Red October,84k active personnel,3 ships,Korean War surplus,Angelic,3 factories,Good,last online 2 hours ago,28 Hundred Tons per month,13 Mbbl per month,Central Planning,$3960 million,163 Mbbl; 13 Mbbl,Untapped,Small,Mesoamerica,Soviet Union,44576 km 2,http://blocgame.com/stats.php?id=60291,,
Conrad,Waled,SPQR,71k active personnel,8 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 11 hours ago,27 Hundred Tons per month,17 Mbbl per month,Central Planning,$3269 million,4674 Mbbl; 17 Mbbl,Untapped,Very Powerful,Egypt,Soviet Union,22781 km 2,http://blocgame.com/stats.php?id=62640,1 Tons,5%
Tamil Kingdom,Chola I,The Order,240k active personnel,20 ships,Almost Modern,Gandhi-like,7 factories,Standard,last online 8 hours ago,50 Hundred Tons per month,7 Mbbl per month,Central Planning,$3307 million,613 Mbbl; 7 Mbbl,Untapped,Very Powerful,The Subcontinent,Soviet Union,73115 km 2,http://blocgame.com/stats.php?id=60964,,
nanas,nanas batu,Misanthropics,44k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$3425 million,109 Mbbl; 7 Mbbl,,Somewhat Large,East Indies,Neutral,16919 km 2,http://blocgame.com/stats.php?id=61809,,
New Luzon,Chester E. Marquez,The Order,90k active personnel,7 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 4 hours ago,12 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$3302 million,4613 Mbbl,Untapped,Large,Egypt,Neutral,36192 km 2,http://blocgame.com/stats.php?id=63066,,
Large Man,LargeMan,Interpol,100k active personnel,4 ships,Vietnam War surplus,Gandhi-like,4 factories,Standard,last online 1 hours ago,12 Hundred Tons per month,16 Mbbl per month,Central Planning,$3174 million,8093 Mbbl; 16 Mbbl,Untapped,Powerful,Egypt,Soviet Union,59826 km 2,http://blocgame.com/stats.php?id=52836,,
Huangdi,Xian W�ng,Interpol,56k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,13 Hundred Tons per month,7 Mbbl per month,Free Market,$3273 million,203 Mbbl; 7 Mbbl,,Mediocre,China,United States,18243 km 2,http://blocgame.com/stats.php?id=59776,,
Mesopotamia,Arcturus,The Order,119k active personnel,9 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 46 hours ago,26 Hundred Tons per month,18 Mbbl per month,Free Market,$3228 million,5344 Mbbl,Untapped,Large,Mesopotamia,United States,37057 km 2,http://blocgame.com/stats.php?id=42045,,
Zen killer,Jermainecrazy2157,Brotherhood of Nod,79k active personnel,9 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 56 hours ago,20 Hundred Tons per month,8 Mbbl per month,Central Planning,$3215 million,27 Mbbl; 8 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,49424 km 2,http://blocgame.com/stats.php?id=63107,,
Treehouse,Number One,Interpol,55k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,6 Hundred Tons per month,3 Mbbl per month,Free Market,$3270 million,183 Mbbl; 3 Mbbl,Untapped,Very Powerful,Indochina,United States,14366 km 2,http://blocgame.com/stats.php?id=58889,,
Errvistan,ERRV2,The Order,78k active personnel,5 ships,Second World War surplus,Angelic,2 factories,Good,last online 15 hours ago,14 Hundred Tons per month,7 Mbbl per month,Central Planning,$3258 million,443 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Gran Colombia,Soviet Union,27214 km 2,http://blocgame.com/stats.php?id=64330,,
Northmarch,Elroy,PIRATES,7k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 10 hours ago,11 Hundred Tons per month,,Central Planning,$2640 million,13 Mbbl,Untapped,Very Powerful,Caribbean,United States,5584 km 2,http://blocgame.com/stats.php?id=41629,,
One Star,Neku,Interpol,58k active personnel,7 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,4 Hundred Tons per month,4 Mbbl per month,Free Market,$3263 million,3514 Mbbl,Untapped,Very Powerful,Persia,United States,27506 km 2,http://blocgame.com/stats.php?id=57783,,
Fongelesia,Fong,,73k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 7 hours ago,7 Hundred Tons per month,3 Mbbl per month,Free Market,$3289 million,111 Mbbl,Untapped,Powerful,Pacific Rim,United States,27893 km 2,http://blocgame.com/stats.php?id=63041,,
