country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
Zorin,NeroRPG,The High Council,17k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 123 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$422 million,1 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=59970
Taristan,Aldzerd,The Order,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 134 hours ago,2 Hundred Tons per month,,Mixed Economy,$422 million,,Untapped,None,,Persia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63235
Olympia,Xasthur,Brotherhood of Zion,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$421 million,62 Mbbl; 1 Mbbl,Untapped,Small,,China,Soviet Union,24284 km 2,http://blocgame.com/stats.php?id=51354
Parit Sayang,Penghulu Seman,,49k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 5 hours ago,19 Hundred Tons per month,8 Mbbl per month,Free Market,$421 million,47 Mbbl; 8 Mbbl,Untapped,Mediocre,,East Indies,United States,27330 km 2,http://blocgame.com/stats.php?id=60573
Spierto,mspierto,,13k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 131 hours ago,2 Hundred Tons per month,,Free Market,$421 million,4761 Mbbl,Untapped,None,,Mesopotamia,Neutral,19800 km 2,http://blocgame.com/stats.php?id=63668
Dongo Congo,monicalman0821,The Order,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 8 hours ago,7 Hundred Tons per month,1 Mbbl per month,Free Market,$421 million,479 Mbbl,Plentiful,Meagre,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63671
Mmhat,Homermustdie,The High Council,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,5 Hundred Tons per month,1 Mbbl per month,Free Market,$420 million,223 Mbbl; 1 Mbbl,Untapped,Small,,Amazonia,United States,20400 km 2,http://blocgame.com/stats.php?id=45846
Ketroyla,Erolvant,The Order,35k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,online now,5 Hundred Tons per month,1 Mbbl per month,Free Market,$420 million,304 Mbbl,Untapped,Meagre,,Indochina,Soviet Union,27693 km 2,http://blocgame.com/stats.php?id=55951
Butt Munch Land,Butt Munch,,1k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 13 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$420 million,115 Mbbl; 1 Mbbl,Untapped,None,,Mesoamerica,Neutral,13613 km 2,http://blocgame.com/stats.php?id=58540
Kosan,Whitearcher8,The High Council,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 8 hours ago,5 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$420 million,4289 Mbbl; 3 Mbbl,Untapped,Meagre,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=59227
Tandak,jimmyyus,PIRATES,44k active personnel,0 ships,First World War surplus,Angelic,1 factory,Standard,last online 1 hours ago,4 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$420 million,4311 Mbbl; 6 Mbbl,Untapped,Mediocre,,Egypt,United States,20692 km 2,http://blocgame.com/stats.php?id=62201
Taman Ria Jaya,Eagle Auditore,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 136 hours ago,3 Hundred Tons per month,5 Mbbl per month,Free Market,$420 million,4684 Mbbl; 5 Mbbl,Untapped,None,,Atlas,Neutral,19602 km 2,http://blocgame.com/stats.php?id=62726
Hansetica,Svan,The Order,29k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,8 Hundred Tons per month,2 Mbbl per month,Central Planning,$420 million,45 Mbbl; 2 Mbbl,Untapped,None,,China,Neutral,20594 km 2,http://blocgame.com/stats.php?id=63390
Pink,Rosy Maple Moth,The Order,35k active personnel,0 ships,First World War surplus,Isolated,1 factory,Elite,online now,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$419 million,439 Mbbl,Untapped,Mediocre,,Amazonia,Soviet Union,27924 km 2,http://blocgame.com/stats.php?id=46667
Justice,Tommy Scrumptious,Brotherhood of Nod,31k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Elite,last online 11 hours ago,5 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$419 million,3844 Mbbl,Untapped,Meagre,,Mesopotamia,Soviet Union,24386 km 2,http://blocgame.com/stats.php?id=62975
Rinnia,rainierroitayam,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 168 hours ago,2 Hundred Tons per month,,Mixed Economy,$419 million,,Untapped,None,,Mesoamerica,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63090
Kikongo,Eazur,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 145 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$419 million,,Untapped,None,,Amazonia,Neutral,19800 km 2,http://blocgame.com/stats.php?id=63331
Celtic Nations,BigWilly526,Brotherhood of Nod,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 8 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$418 million,2512 Mbbl; 6 Mbbl,Untapped,Meagre,,Persia,Soviet Union,27924 km 2,http://blocgame.com/stats.php?id=7511
Genowia,ThePole,The High Council,38k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 14 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$418 million,348 Mbbl; 2 Mbbl,Untapped,Mediocre,,Pacific Rim,Soviet Union,28252 km 2,http://blocgame.com/stats.php?id=50839
Melengkar Alam,Raja dewata,The High Council,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,3 Hundred Tons per month,3 Mbbl per month,Central Planning,$418 million,5398 Mbbl; 3 Mbbl,Untapped,Meagre,,Arabia,Soviet Union,27330 km 2,http://blocgame.com/stats.php?id=60554
ZumbaZumbi,PakuPakis,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 19 hours ago,17 Hundred Tons per month,,Central Planning,$418 million,,Untapped,None,,Southern Africa,United States,11120 km 2,http://blocgame.com/stats.php?id=61482
Antah_Berantah,zonda,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 39 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$418 million,291 Mbbl; 1 Mbbl,Untapped,Small,,East Indies,Soviet Union,12948 km 2,http://blocgame.com/stats.php?id=62247
Mys glory,Mhanes27,The Order,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,8 Hundred Tons per month,4 Mbbl per month,Central Planning,$418 million,442 Mbbl; 4 Mbbl,Untapped,Small,,Pacific Rim,Soviet Union,20470 km 2,http://blocgame.com/stats.php?id=62396
Greater Croatia,DanielTM,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 151 hours ago,2 Hundred Tons per month,,Free Market,$418 million,,Untapped,None,,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63207
Ceannesburg,theorange0,Brotherhood of Zion,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 8 hours ago,8 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$417 million,104 Mbbl,Untapped,Small,,Mesoamerica,United States,23765 km 2,http://blocgame.com/stats.php?id=56500
Pasir Dengung,Menteri Fasola,PIRATES,45k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 12 hours ago,6 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$417 million,4535 Mbbl,Plentiful,Small,,Atlas,Neutral,19871 km 2,http://blocgame.com/stats.php?id=60712
kasturi,mt.lekiu,,8k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Standard,last online 45 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$417 million,304 Mbbl; 2 Mbbl,Untapped,None,,Congo,Neutral,25145 km 2,http://blocgame.com/stats.php?id=60887
Cuckoldery,Taintednight,The Order,38k active personnel,0 ships,First World War surplus,Angelic,None,Poor,last online 7 hours ago,9 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$417 million,4307 Mbbl,,Mediocre,1 Tons,Arabia,Soviet Union,24100 km 2,http://blocgame.com/stats.php?id=62700
CTSKRR,CTSKRR,The High Council,18k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 9 hours ago,3 Hundred Tons per month,4 Mbbl per month,Central Planning,$416 million,354 Mbbl; 4 Mbbl,Untapped,Mediocre,,China,Soviet Union,20441 km 2,http://blocgame.com/stats.php?id=60811
Rengit,merahsakti,,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,12 Hundred Tons per month,2 Mbbl per month,Free Market,$416 million,204 Mbbl,Untapped,Mediocre,,Congo,United States,30995 km 2,http://blocgame.com/stats.php?id=61769
umok,whydoyoudodis,,8k active personnel,0 ships,First World War surplus,Angelic,None,Undisciplined Rabble,last online 8 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$347 million,2050 Mbbl; 2 Mbbl,Untapped,Meagre,,Persia,Soviet Union,13077 km 2,http://blocgame.com/stats.php?id=62724
Yar,Johnny Depth,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 15 hours ago,6 Hundred Tons per month,1 Mbbl per month,Central Planning,$416 million,171 Mbbl; 1 Mbbl,Untapped,None,,East Indies,Soviet Union,13343 km 2,http://blocgame.com/stats.php?id=62769
Ladina,MightyBj�rn,Che Guevara League,48k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 10 hours ago,11 Hundred Tons per month,,Central Planning,$416 million,79 Mbbl,Untapped,Mediocre,,Caribbean,Soviet Union,30389 km 2,http://blocgame.com/stats.php?id=62936
Alamo,linksith,The United Nations,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 19 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$415 million,,Untapped,None,,Mesopotamia,United States,11231 km 2,http://blocgame.com/stats.php?id=40536
aladdin1987,deedeedee1987,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 162 hours ago,2 Hundred Tons per month,,Central Planning,$415 million,,Untapped,None,,Indochina,Neutral,13343 km 2,http://blocgame.com/stats.php?id=60877
kailam,kailam,The High Council,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$415 million,430 Mbbl; 3 Mbbl,Untapped,Meagre,,East Indies,Soviet Union,23665 km 2,http://blocgame.com/stats.php?id=61608
Rare_Pepes,Karl_M.,The Order,24k active personnel,0 ships,First World War surplus,Questionable,1 factory,Elite,online now,4 Hundred Tons per month,2 Mbbl per month,Free Market,$415 million,269 Mbbl; 2 Mbbl,Untapped,Small,,Guinea,United States,27493 km 2,http://blocgame.com/stats.php?id=63313
Newport High,Astalavista,The Order,32k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 8 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$414 million,307 Mbbl; 2 Mbbl,Untapped,Small,,Mesoamerica,Soviet Union,23665 km 2,http://blocgame.com/stats.php?id=62860
Drunken Idiots,GiRL,The Order,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 139 hours ago,3 Hundred Tons per month,4 Mbbl per month,Central Planning,$414 million,962 Mbbl; 4 Mbbl,Untapped,None,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63497
Bayu,Kazeng,,29k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 67 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$413 million,65 Mbbl; 3 Mbbl,Untapped,Somewhat Large,,East Indies,Soviet Union,26736 km 2,http://blocgame.com/stats.php?id=60447
Submarines,Popieluszko,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 58 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$413 million,3 Mbbl,Untapped,None,,Mesopotamia,United States,9266 km 2,http://blocgame.com/stats.php?id=62958
Italica,Lord Potash,SPQR,17k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 26 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$413 million,1577 Mbbl; 2 Mbbl,Untapped,Mediocre,,Egypt,Neutral,23164 km 2,http://blocgame.com/stats.php?id=63435
Zion,Zionist,The United Nations,60k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 90 hours ago,10 Hundred Tons per month,14 Mbbl per month,Central Planning,$412 million,9090 Mbbl; 14 Mbbl,Untapped,Small,,Mesopotamia,Soviet Union,24463 km 2,http://blocgame.com/stats.php?id=41496
Bubupooka,Princess Rahalia,Brotherhood of Zion,34k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 10 hours ago,3 Hundred Tons per month,,Central Planning,$412 million,110 Mbbl,Untapped,Meagre,,Southern Africa,Soviet Union,16570 km 2,http://blocgame.com/stats.php?id=44960
Osthen,Thesauronsservant,,14k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 131 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$412 million,1 Mbbl,Untapped,None,,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=50229
Cascoia,unioncomic,Brotherhood of Zion,39k active personnel,0 ships,First World War surplus,Good,1 factory,Good,last online 1 hours ago,10 Hundred Tons per month,4 Mbbl per month,Free Market,$412 million,4779 Mbbl,Untapped,Meagre,,Arabia,United States,24789 km 2,http://blocgame.com/stats.php?id=54174
Ginovi,Caadani,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 163 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$412 million,2 Mbbl,Untapped,None,,Gran Colombia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=54635
Bloodied Stools,cowds,The High Council,23k active personnel,0 ships,First World War surplus,Isolated,None,Elite,last online 6 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$412 million,145 Mbbl; 5 Mbbl,Untapped,Mediocre,,Gran Colombia,Soviet Union,28018 km 2,http://blocgame.com/stats.php?id=56997
Tanus,Hoovytaurus,Brotherhood of Zion,24k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 11 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$412 million,71 Mbbl,Untapped,Small,,Caribbean,United States,28342 km 2,http://blocgame.com/stats.php?id=61059
Malaysia Raya,Ben Laden,,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 22 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$412 million,1 Mbbl,Untapped,Meagre,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61845
Bananarama,Violet raccoon,Brotherhood of Nod,31k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 47 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$412 million,2131 Mbbl; 2 Mbbl,Untapped,Mediocre,,Arabia,Soviet Union,23058 km 2,http://blocgame.com/stats.php?id=62710
whitmanistan,slim,The Order,36k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,online now,10 Hundred Tons per month,5 Mbbl per month,Free Market,$411 million,2764 Mbbl; 5 Mbbl,Untapped,Small,,Mesopotamia,United States,29735 km 2,http://blocgame.com/stats.php?id=36344
Potatopia,DoomPotato,Brotherhood of Zion,19k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 13 hours ago,3 Hundred Tons per month,6 Mbbl per month,Central Planning,$411 million,4920 Mbbl; 6 Mbbl,Untapped,Somewhat Large,,Egypt,Soviet Union,23665 km 2,http://blocgame.com/stats.php?id=54037
Ozark,zerov75,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 141 hours ago,2 Hundred Tons per month,,Mixed Economy,$411 million,,Untapped,None,,Gran Colombia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=57105
Neu-Berlin,JewWithCoins,The Order,28k active personnel,0 ships,First World War surplus,Nice,None,Good,online now,6 Hundred Tons per month,5 Mbbl per month,Central Planning,$411 million,432 Mbbl; 5 Mbbl,Untapped,Small,,China,Soviet Union,26372 km 2,http://blocgame.com/stats.php?id=63504
Sand Dunes,Osama bin Lagging,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 142 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$411 million,3926 Mbbl; 2 Mbbl,Untapped,None,,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63540
Assadistan,Mujahideen,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 139 hours ago,2 Hundred Tons per month,,Free Market,$411 million,,Untapped,None,,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63608
Treehouse,Number One,The High Council,18k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 10 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$410 million,1 Mbbl,Untapped,Meagre,,Indochina,United States,20000 km 2,http://blocgame.com/stats.php?id=58889
Sheym,Ooodin,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 158 hours ago,2 Hundred Tons per month,,Mixed Economy,$410 million,,Untapped,None,,Egypt,Neutral,15850 km 2,http://blocgame.com/stats.php?id=61826
Baloq,Baloq Liat,,31k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 6 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$410 million,289 Mbbl; 1 Mbbl,,Small,,Indochina,United States,16172 km 2,http://blocgame.com/stats.php?id=61900
