country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
Platypus Island,Mark0Polo,SPQR,121k active personnel,3 ships,Second World War surplus,Nice,5 factories,Poor,last online 2 hours ago,40 Hundred Tons per month,21 Mbbl per month,Central Planning,$3653 million,200 Mbbl; 21 Mbbl,Depleted,Powerful,Indochina,Soviet Union,34686 km 2,http://blocgame.com/stats.php?id=63909,,
TheDarkSide,LordVader,The Divine Council,93k active personnel,5 ships,Korean War surplus,Good,2 factories,Good,online now,27 Hundred Tons per month,2 Mbbl per month,Central Planning,$3179 million,803 Mbbl; 2 Mbbl,,Very Powerful,East Indies,Soviet Union,79029 km 2,http://blocgame.com/stats.php?id=63139,1 Tons,
Morovistan,Gustave Bergher,The Divine Council,78k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 14 hours ago,18 Hundred Tons per month,13 Mbbl per month,Central Planning,$3102 million,4018 Mbbl; 13 Mbbl,Plentiful,Powerful,Mesopotamia,Soviet Union,31247 km 2,http://blocgame.com/stats.php?id=62905,,
Tuonela,Beelzebub,The Order,78k active personnel,2 ships,Second World War surplus,Angelic,3 factories,Elite,last online 3 hours ago,33 Hundred Tons per month,3 Mbbl per month,Central Planning,$3076 million,356 Mbbl; 3 Mbbl,Untapped,Large,The Subcontinent,Soviet Union,44874 km 2,http://blocgame.com/stats.php?id=389,,
whitmanistan,slim,The Order,93k active personnel,5 ships,Second World War surplus,Gandhi-like,5 factories,Good,last online 6 hours ago,17 Hundred Tons per month,9 Mbbl per month,Free Market,$2869 million,6635 Mbbl; 9 Mbbl,Untapped,Large,Mesopotamia,United States,60991 km 2,http://blocgame.com/stats.php?id=36344,,
Newsoka,E Mark,The Divine Council,39k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 18 hours ago,31 Hundred Tons per month,12 Mbbl per month,Mixed Economy,$2842 million,619 Mbbl,Untapped,Somewhat Large,Indochina,United States,27578 km 2,http://blocgame.com/stats.php?id=63105,,
Aasyria,David al-Assad,The Order,98k active personnel,5 ships,Second World War surplus,Angelic,3 factories,Poor,last online 4 hours ago,28 Hundred Tons per month,15 Mbbl per month,Central Planning,$2797 million,4192 Mbbl,,Very Powerful,Mesopotamia,Soviet Union,45142 km 2,http://blocgame.com/stats.php?id=60967,,
Eastasia,accounts being deleted,The Order,65k active personnel,2 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,9 Hundred Tons per month,5 Mbbl per month,Central Planning,$2733 million,921 Mbbl; 5 Mbbl,Untapped,Small,Pacific Rim,Soviet Union,34461 km 2,http://blocgame.com/stats.php?id=63527,,
LOCAI,Agumentic,Brotherhood of Nod,39k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,11 Hundred Tons per month,5 Mbbl per month,Free Market,$2660 million,320 Mbbl; 5 Mbbl,Untapped,Very Powerful,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,,
Uzbekistanstan,Shaikh Zayer,The Order,79k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 9 hours ago,50 Hundred Tons per month,5 Mbbl per month,Free Market,$2615 million,370 Mbbl,Untapped,Large,Congo,United States,42881 km 2,http://blocgame.com/stats.php?id=47207,,
Asians,bigyihsuan,The Divine Council,48k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Poor,last online 20 hours ago,11 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$2614 million,220 Mbbl; 5 Mbbl,Plentiful,Somewhat Large,Pacific Rim,United States,16191 km 2,http://blocgame.com/stats.php?id=41551,,
temasik,lawrence,SPQR,13k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 45 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$2608 million,891 Mbbl; 4 Mbbl,Near Depletion,Mediocre,East Indies,United States,18723 km 2,http://blocgame.com/stats.php?id=62827,,
Sovngarde,Farron47,The Order,82k active personnel,4 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 1 hours ago,28 Hundred Tons per month,7 Mbbl per month,Central Planning,$2587 million,553 Mbbl; 7 Mbbl,Untapped,Powerful,East Indies,Soviet Union,43859 km 2,http://blocgame.com/stats.php?id=62626,,
Kosan,Whitearcher8,The Divine Council,70k active personnel,0 ships,Korean War surplus,Angelic,2 factories,Elite,last online 1 hours ago,16 Hundred Tons per month,6 Mbbl per month,Central Planning,$2555 million,6642 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,34556 km 2,http://blocgame.com/stats.php?id=59227,,
Mirah,Filzah,The Order,110k active personnel,7 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 1 hours ago,25 Hundred Tons per month,12 Mbbl per month,Central Planning,$2531 million,340 Mbbl; 12 Mbbl,Untapped,Powerful,China,Soviet Union,26543 km 2,http://blocgame.com/stats.php?id=64191,,
VinnyNation,VinnyRuler,Brotherhood of Nod,47k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 15 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$2527 million,215 Mbbl; 4 Mbbl,Untapped,Somewhat Large,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
