country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,reactor,uranium
Hitlerwasright,Louis C Cuck,The Order,118k active personnel,11 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 4 hours ago,35 Hundred Tons per month,25 Mbbl per month,Free Market,$4531 million,9095 Mbbl,Untapped,Very Powerful,Arabia,United States,33337 km 2,http://blocgame.com/stats.php?id=59621,,
VinnyNation,VinnyRuler,Brotherhood of Nod,71k active personnel,2 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 19 hours ago,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$4416 million,160 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
Jemut,iwaniman/Ferozz,PIRATES,22k active personnel,4 ships,Second World War surplus,Good,6 factories,Standard,last online 4 hours ago,27 Hundred Tons per month,17 Mbbl per month,Mixed Economy,$4408 million,88 Mbbl,Near Depletion,None,East Indies,Soviet Union,43059 km 2,http://blocgame.com/stats.php?id=61811,,
SettingMoon,Hawk,The Order,36k active personnel,10 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 2 hours ago,16 Hundred Tons per month,5 Mbbl per month,Central Planning,$4405 million,232 Mbbl; 5 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,18007 km 2,http://blocgame.com/stats.php?id=62839,,
Ekodebota,tfwqtp2tlgf|;3,Interpol,118k active personnel,11 ships,Vietnam War surplus,Gandhi-like,5 factories,Undisciplined Rabble,online now,41 Hundred Tons per month,19 Mbbl per month,Central Planning,$4372 million,10420 Mbbl; 19 Mbbl,Untapped,Very Powerful,Atlas,Soviet Union,48510 km 2,http://blocgame.com/stats.php?id=53422,,1 Tons
Brutish Empire,DarkyDonno,Brotherhood of Nod,99k active personnel,0 ships,Korean War surplus,Gandhi-like,6 factories,Elite,last online 6 hours ago,30 Hundred Tons per month,12 Mbbl per month,Central Planning,$4327 million,34 Mbbl; 12 Mbbl,Untapped,Large,China,Soviet Union,32549 km 2,http://blocgame.com/stats.php?id=57265,,
temasik,lawrence,SPQR,11k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 4 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$4319 million,333 Mbbl,,Mediocre,East Indies,United States,7872 km 2,http://blocgame.com/stats.php?id=62827,,
Johor,Helmi Omar,PIRATES,58k active personnel,7 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$4289 million,291 Mbbl; 6 Mbbl,Plentiful,Large,Pacific Rim,Neutral,18565 km 2,http://blocgame.com/stats.php?id=60442,,
Kosan,Whitearcher8,The Order,136k active personnel,7 ships,Vietnam War surplus,Gandhi-like,4 factories,Elite,last online 7 hours ago,30 Hundred Tons per month,10 Mbbl per month,Central Planning,$4282 million,6209 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,34556 km 2,http://blocgame.com/stats.php?id=59227,,
KingBding,King B,The Order,58k active personnel,7 ships,Korean War surplus,Gandhi-like,3 factories,Poor,last online 26 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$4271 million,125 Mbbl; 3 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,25241 km 2,http://blocgame.com/stats.php?id=63205,,
Tanah Malaya,Syahmi1089,PIRATES,70k active personnel,10 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 7 hours ago,15 Hundred Tons per month,9 Mbbl per month,Free Market,$4246 million,1206 Mbbl,Untapped,Very Powerful,Arabia,United States,21409 km 2,http://blocgame.com/stats.php?id=60385,,
Niggerito,Jejomar Binay,SPQR,130k active personnel,7 ships,Korean War surplus,Gandhi-like,5 factories,Good,last online 6 hours ago,42 Hundred Tons per month,5 Mbbl per month,Free Market,$4214 million,109 Mbbl,Untapped,Very Powerful,East Indies,United States,53168 km 2,http://blocgame.com/stats.php?id=63087,,
Honduras,Inferno666,Pact of Red October,62k active personnel,3 ships,Korean War surplus,Nice,2 factories,Elite,online now,28 Hundred Tons per month,13 Mbbl per month,Central Planning,$4188 million,85 Mbbl; 13 Mbbl,,None,Mesoamerica,Soviet Union,42394 km 2,http://blocgame.com/stats.php?id=60291,,
Reim,Azrael,SPQR,118k active personnel,11 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 2 hours ago,36 Hundred Tons per month,11 Mbbl per month,Central Planning,$4172 million,335 Mbbl; 11 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,61628 km 2,http://blocgame.com/stats.php?id=41073,,
Crimea,Hayro Khan,The Order,98k active personnel,5 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 5 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$4161 million,4165 Mbbl; 12 Mbbl,Untapped,Very Powerful,Atlas,Soviet Union,31017 km 2,http://blocgame.com/stats.php?id=2570,,
Ken no Taiyou,Hikari,The Order,70k active personnel,10 ships,Second World War surplus,Gandhi-like,5 factories,Elite,online now,13 Hundred Tons per month,33 Mbbl per month,Mixed Economy,$4153 million,1723 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,32399 km 2,http://blocgame.com/stats.php?id=64029,,
Zanyslavia,Zany Animal,The Order,64k active personnel,5 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 6 hours ago,27 Hundred Tons per month,13 Mbbl per month,Central Planning,$4126 million,2271 Mbbl; 13 Mbbl,Plentiful,Large,Persia,Soviet Union,27310 km 2,http://blocgame.com/stats.php?id=41452,,
Salama�a,Bacardi,The Order,71k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 17 hours ago,23 Hundred Tons per month,8 Mbbl per month,Central Planning,$4118 million,,Untapped,Large,Southern Cone,Soviet Union,30408 km 2,http://blocgame.com/stats.php?id=63383,,1 Tons
Asians,bigyihsuan,The Order,97k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 19 hours ago,11 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$4111 million,67 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,United States,7452 km 2,http://blocgame.com/stats.php?id=41551,,
Ivalice,Nighthawk571,Interpol,82k active personnel,3 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 5 hours ago,37 Hundred Tons per month,28 Mbbl per month,Central Planning,$4105 million,2414 Mbbl; 28 Mbbl,Plentiful,Very Powerful,Arabia,Soviet Union,49746 km 2,http://blocgame.com/stats.php?id=63060,,
Mirah,Filzah,The Order,47k active personnel,14 ships,Korean War surplus,Angelic,3 factories,Undisciplined Rabble,online now,26 Hundred Tons per month,12 Mbbl per month,Central Planning,$4090 million,116 Mbbl; 12 Mbbl,Near Depletion,Very Powerful,China,Soviet Union,28227 km 2,http://blocgame.com/stats.php?id=64191,,
Puerto Libre,Jose Ramon Rodriguez III,The Federal Colonies,78k active personnel,8 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 13 hours ago,20 Hundred Tons per month,13 Mbbl per month,Free Market,$4023 million,23 Mbbl,Untapped,Very Powerful,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=61883,,1 Tons
Psilocybis,Lysergix,Brotherhood of Nod,40k active personnel,9 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 7 hours ago,16 Hundred Tons per month,9 Mbbl per month,Central Planning,$4019 million,4709 Mbbl; 9 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=62795,,
Junovia,dontworryaboutit,Interpol,76k active personnel,9 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 142 hours ago,24 Hundred Tons per month,7 Mbbl per month,Free Market,$3973 million,108 Mbbl; 7 Mbbl,Untapped,Powerful,Pacific Rim,Neutral,20884 km 2,http://blocgame.com/stats.php?id=63088,,
Kilij,Yatagan,The Order,99k active personnel,10 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 4 hours ago,25 Hundred Tons per month,15 Mbbl per month,Free Market,$3942 million,4793 Mbbl; 15 Mbbl,Untapped,Large,Mesopotamia,Neutral,26660 km 2,http://blocgame.com/stats.php?id=63687,,
Aryana,Williarsk,PIRATES,15k active personnel,5 ships,Second World War surplus,Axis of Evil,3 factories,Elite,online now,32 Hundred Tons per month,3 Mbbl per month,Central Planning,$3935 million,96 Mbbl; 3 Mbbl,,Very Powerful,Gran Colombia,Soviet Union,26875 km 2,http://blocgame.com/stats.php?id=2313,,
whitmanistan,slim,The Order,130k active personnel,11 ships,Vietnam War surplus,Gandhi-like,6 factories,Good,last online 18 hours ago,20 Hundred Tons per month,13 Mbbl per month,Free Market,$3930 million,6647 Mbbl; 13 Mbbl,Untapped,Powerful,Mesopotamia,United States,62438 km 2,http://blocgame.com/stats.php?id=36344,,
Giant Mechs,OiledDNA,The Order,80k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,online now,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$3914 million,337 Mbbl; 5 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,25790 km 2,http://blocgame.com/stats.php?id=60735,,
Alamo,linksith,SPQR,36k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 17 hours ago,11 Hundred Tons per month,6 Mbbl per month,Free Market,$3892 million,4131 Mbbl,Untapped,Powerful,Mesopotamia,United States,15670 km 2,http://blocgame.com/stats.php?id=40536,,
Violent Vegans,SnakeBombs,Interpol,112k active personnel,6 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 1 hours ago,45 Hundred Tons per month,18 Mbbl per month,Mixed Economy,$3812 million,5524 Mbbl; 18 Mbbl,Untapped,Very Powerful,Atlas,Soviet Union,49738 km 2,http://blocgame.com/stats.php?id=48869,,
Skekenhouse,Kraast,The Order,108k active personnel,7 ships,Korean War surplus,Gandhi-like,5 factories,Standard,online now,50 Hundred Tons per month,46 Mbbl per month,Central Planning,$3796 million,5027 Mbbl; 46 Mbbl,Plentiful,Very Powerful,Mesopotamia,Soviet Union,69477 km 2,http://blocgame.com/stats.php?id=62962,,
DFWEFWEF,dmc5,Interpol,65k active personnel,8 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 2 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$3786 million,6849 Mbbl; 6 Mbbl,Plentiful,Large,Arabia,Neutral,55123 km 2,http://blocgame.com/stats.php?id=55118,,
Northmarch,Elroy,PIRATES,45k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 12 hours ago,8 Hundred Tons per month,,Central Planning,$3777 million,13 Mbbl,Untapped,Very Powerful,Caribbean,United States,6302 km 2,http://blocgame.com/stats.php?id=41629,,
Deagle Nation!,Jace Connors,Brotherhood of Nod,148k active personnel,7 ships,Korean War surplus,Gandhi-like,8 factories,Standard,last online 12 hours ago,36 Hundred Tons per month,42 Mbbl per month,Central Planning,$3777 million,3846 Mbbl; 42 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,63202 km 2,http://blocgame.com/stats.php?id=63100,,
nanas,nanas batu,Misanthropics,47k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$3767 million,67 Mbbl; 7 Mbbl,Near Depletion,Mediocre,East Indies,Neutral,16766 km 2,http://blocgame.com/stats.php?id=61809,,
Zorin,NeroRPG,Interpol,38k active personnel,2 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,15 Hundred Tons per month,8 Mbbl per month,Central Planning,$3764 million,120 Mbbl; 8 Mbbl,Untapped,Somewhat Large,Pacific Rim,Soviet Union,12767 km 2,http://blocgame.com/stats.php?id=59970,,
Opallia,Opal,The Order,114k active personnel,12 ships,Korean War surplus,Normal,3 factories,Good,online now,37 Hundred Tons per month,6 Mbbl per month,Free Market,$3755 million,279 Mbbl,Untapped,Large,Mesoamerica,United States,50060 km 2,http://blocgame.com/stats.php?id=63666,,1 Tons
Alexandrastan,TWAIN,Brotherhood of Nod,59k active personnel,2 ships,Vietnam War surplus,Gandhi-like,4 factories,Standard,last online 8 hours ago,11 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$3744 million,1592 Mbbl; 7 Mbbl,Untapped,Powerful,Mesopotamia,United States,28361 km 2,http://blocgame.com/stats.php?id=39070,,
Eastern Eagle,MetaIndigo,Brotherhood of Nod,73k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 19 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$3740 million,5 Mbbl,Untapped,Very Powerful,The Subcontinent,Soviet Union,15693 km 2,http://blocgame.com/stats.php?id=63045,,
Glubistan,Glub,SPQR,109k active personnel,3 ships,Vietnam War surplus,Good,4 factories,Undisciplined Rabble,online now,25 Hundred Tons per month,14 Mbbl per month,Central Planning,$3735 million,1768 Mbbl; 14 Mbbl,Plentiful,Very Powerful,Arabia,Soviet Union,33967 km 2,http://blocgame.com/stats.php?id=63027,,
Junoma,VicReyes,,8k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 23 hours ago,23 Hundred Tons per month,5 Mbbl per month,Free Market,$3731 million,86 Mbbl,Untapped,Very Powerful,Southern Cone,United States,21993 km 2,http://blocgame.com/stats.php?id=40349,,
al-Bahrayn,dbdb,The Order,98k active personnel,10 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 13 hours ago,23 Hundred Tons per month,14 Mbbl per month,Central Planning,$3718 million,936 Mbbl; 14 Mbbl,Untapped,Powerful,Mesopotamia,Soviet Union,39405 km 2,http://blocgame.com/stats.php?id=59775,,
Sintra,Daniel Lima,The Order,50k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 5 hours ago,32 Hundred Tons per month,19 Mbbl per month,Central Planning,$3715 million,97 Mbbl; 19 Mbbl,Untapped,Somewhat Large,Caribbean,Soviet Union,34775 km 2,http://blocgame.com/stats.php?id=63167,,1 Tons
Pan-demo-nium,Raja,The Order,99k active personnel,8 ships,Second World War surplus,Angelic,6 factories,Standard,online now,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$3715 million,186 Mbbl; 2 Mbbl,,Large,The Subcontinent,Soviet Union,26676 km 2,http://blocgame.com/stats.php?id=63195,,
Khuzestan,Georgy Zhukov,The Federal Colonies,99k active personnel,2 ships,Second World War surplus,Gandhi-like,5 factories,Elite,last online 2 hours ago,22 Hundred Tons per month,12 Mbbl per month,Central Planning,$3704 million,2519 Mbbl; 12 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,42240 km 2,http://blocgame.com/stats.php?id=48914,,2 Tons
Tamil Kingdom,Chola I,The Order,228k active personnel,20 ships,Almost Modern,Gandhi-like,7 factories,Good,online now,50 Hundred Tons per month,7 Mbbl per month,Central Planning,$3688 million,1152 Mbbl; 7 Mbbl,Untapped,Powerful,The Subcontinent,Soviet Union,77341 km 2,http://blocgame.com/stats.php?id=60964,,
Southern Africa,TheMaster_ZA,The Order,132k active personnel,8 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 1 hours ago,40 Hundred Tons per month,6 Mbbl per month,Central Planning,$3680 million,9 Mbbl,Untapped,Large,Southern Africa,Soviet Union,51399 km 2,http://blocgame.com/stats.php?id=48410,,
Eisen,Balthazaar,The Order,86k active personnel,9 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,28 Hundred Tons per month,11 Mbbl per month,Central Planning,$3671 million,107 Mbbl; 11 Mbbl,Untapped,Very Powerful,China,Soviet Union,67840 km 2,http://blocgame.com/stats.php?id=53566,,
Cancer,Stolen,The Order,10k active personnel,0 ships,Korean War surplus,Gandhi-like,None,Elite,last online 27 hours ago,3 Hundred Tons per month,5 Mbbl per month,Central Planning,$3665 million,1677 Mbbl; 5 Mbbl,Untapped,Mediocre,Persia,Neutral,6184 km 2,http://blocgame.com/stats.php?id=58745,,
Eleuthera,Gamb,Dictators United,37k active personnel,1 ships,Korean War surplus,Normal,4 factories,Elite,last online 1 hours ago,29 Hundred Tons per month,17 Mbbl per month,Central Planning,$3658 million,17 Mbbl,,Very Powerful,Caribbean,Soviet Union,24090 km 2,http://blocgame.com/stats.php?id=63029,,
Batu putih,Harzan,The Federal Colonies,2k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 76 hours ago,0 Hundred Tons per month,3 Mbbl per month,Central Planning,$3656 million,,Near Depletion,Large,East Indies,Soviet Union,3242 km 2,http://blocgame.com/stats.php?id=61926,,
Syphirious,Doxal,Interpol,91k active personnel,10 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 8 hours ago,40 Hundred Tons per month,29 Mbbl per month,Central Planning,$3647 million,3634 Mbbl; 29 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,57639 km 2,http://blocgame.com/stats.php?id=59670,,
Psychotropia,President_Bloodmoney,Brotherhood of Nod,179k active personnel,15 ships,Korean War surplus,Gandhi-like,8 factories,Elite,last online 11 hours ago,46 Hundred Tons per month,16 Mbbl per month,Central Planning,$3647 million,324 Mbbl; 16 Mbbl,,Very Powerful,East Africa,Soviet Union,49697 km 2,http://blocgame.com/stats.php?id=64125,,
Eastasia,accounts being deleted,The Order,106k active personnel,8 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 9 hours ago,12 Hundred Tons per month,7 Mbbl per month,Central Planning,$3615 million,626 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,35599 km 2,http://blocgame.com/stats.php?id=63527,,
raja_png,DiDi27,PIRATES,39k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 17 hours ago,2 Hundred Tons per month,4 Mbbl per month,Central Planning,$3613 million,450 Mbbl; 4 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,4136 km 2,http://blocgame.com/stats.php?id=62000,,
pelle,pelle,The Order,84k active personnel,7 ships,Korean War surplus,Questionable,5 factories,Good,last online 1 hours ago,61 Hundred Tons per month,7 Mbbl per month,Central Planning,$3595 million,647 Mbbl; 7 Mbbl,Untapped,Very Powerful,China,Soviet Union,60476 km 2,http://blocgame.com/stats.php?id=52372,,
kweensnkans,Jamal T.Ice cube,,38k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Good,last online 24 hours ago,7 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$3592 million,2827 Mbbl,Untapped,Mediocre,Egypt,United States,17149 km 2,http://blocgame.com/stats.php?id=63345,,
Almania,Almanich,Brotherhood of Nod,91k active personnel,0 ships,Korean War surplus,Gandhi-like,4 factories,Elite,online now,2 Hundred Tons per month,,Central Planning,$3574 million,221 Mbbl,Untapped,Very Powerful,China,Soviet Union,57993 km 2,http://blocgame.com/stats.php?id=51725,,
Valtania,Kelvin D. Makumbi,Dictators United,171k active personnel,9 ships,Korean War surplus,Normal,3 factories,Standard,last online 13 hours ago,27 Hundred Tons per month,16 Mbbl per month,Central Planning,$3561 million,16 Mbbl,,Powerful,Mesoamerica,Soviet Union,44383 km 2,http://blocgame.com/stats.php?id=62525,,
Large Man,LargeMan,Interpol,104k active personnel,5 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 2 hours ago,12 Hundred Tons per month,16 Mbbl per month,Central Planning,$3556 million,8196 Mbbl; 16 Mbbl,Untapped,Powerful,Egypt,Soviet Union,61352 km 2,http://blocgame.com/stats.php?id=52836,,
Lubekran,septima,Interpol,75k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$3539 million,187 Mbbl; 5 Mbbl,Untapped,Powerful,Indochina,Soviet Union,6615 km 2,http://blocgame.com/stats.php?id=62568,,
Chicken rice,Ador hitler,PIRATES,51k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 24 hours ago,16 Hundred Tons per month,15 Mbbl per month,Central Planning,$3532 million,275 Mbbl; 15 Mbbl,Untapped,Large,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61750,,
oliverhard,oliver hardwick,The Order,58k active personnel,3 ships,Second World War surplus,Gandhi-like,5 factories,Good,last online 6 hours ago,25 Hundred Tons per month,14 Mbbl per month,Central Planning,$3525 million,1922 Mbbl; 14 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,31819 km 2,http://blocgame.com/stats.php?id=53822,,
Mmhat,Homermustdie,Interpol,63k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 29 hours ago,14 Hundred Tons per month,2 Mbbl per month,Central Planning,$3520 million,27 Mbbl; 2 Mbbl,Near Depletion,Large,Amazonia,Soviet Union,22257 km 2,http://blocgame.com/stats.php?id=45846,,
