country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
TheDarkSide,LordVader,The Fallen,101k active personnel,3 ships,Vietnam War surplus,Gandhi-like,3 factories,Standard,last online 2 hours ago,27 Hundred Tons per month,3 Mbbl per month,Central Planning,$4121 million,942 Mbbl; 3 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,81804 km 2,http://blocgame.com/stats.php?id=63139,,
Platypus Island,Mark0Polo,SPQR,275k active personnel,8 ships,Korean War surplus,Gandhi-like,5 factories,Poor,last online 3 hours ago,40 Hundred Tons per month,21 Mbbl per month,Central Planning,$3972 million,21 Mbbl,,Very Powerful,Indochina,Soviet Union,46176 km 2,http://blocgame.com/stats.php?id=63909,,
Raja Udang,Mario,PIRATES,12k active personnel,7 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 55 hours ago,18 Hundred Tons per month,8 Mbbl per month,Free Market,$3943 million,69 Mbbl; 8 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,37190 km 2,http://blocgame.com/stats.php?id=61754,,
Morovistan,Gustave Bergher,The High Council,78k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 17 hours ago,22 Hundred Tons per month,18 Mbbl per month,Central Planning,$3705 million,5319 Mbbl; 18 Mbbl,Untapped,Powerful,Mesopotamia,Soviet Union,31247 km 2,http://blocgame.com/stats.php?id=62905,,
Conferan,Cryptox,The High Council,107k active personnel,1 ships,Korean War surplus,Angelic,3 factories,Good,online now,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$3690 million,341 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,54575 km 2,http://blocgame.com/stats.php?id=56710,,
Sovngarde,Farron47,The Order,92k active personnel,8 ships,Korean War surplus,Angelic,5 factories,Elite,last online 1 hours ago,32 Hundred Tons per month,8 Mbbl per month,Central Planning,$3670 million,565 Mbbl; 8 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,47137 km 2,http://blocgame.com/stats.php?id=62626,,
USSR,CommissarBrian,The Order,99k active personnel,0 ships,Korean War surplus,Gandhi-like,6 factories,Good,last online 14 hours ago,39 Hundred Tons per month,8 Mbbl per month,Central Planning,$3618 million,99 Mbbl; 8 Mbbl,Plentiful,Mediocre,China,Soviet Union,48847 km 2,http://blocgame.com/stats.php?id=54182,,
Jemut,iwaniman/Ferozz,PIRATES,100k active personnel,8 ships,Second World War surplus,Pariah,5 factories,Good,last online 1 hours ago,27 Hundred Tons per month,17 Mbbl per month,Mixed Economy,$3611 million,203 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,45108 km 2,http://blocgame.com/stats.php?id=61811,,
Tuonela,Beelzebub,The Order,97k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Elite,online now,40 Hundred Tons per month,3 Mbbl per month,Central Planning,$3592 million,314 Mbbl; 3 Mbbl,Untapped,Very Powerful,The Subcontinent,Soviet Union,45310 km 2,http://blocgame.com/stats.php?id=389,,
Skekenhouse,Kraast,The Order,116k active personnel,5 ships,Korean War surplus,Good,4 factories,Standard,online now,38 Hundred Tons per month,16 Mbbl per month,Central Planning,$3560 million,5549 Mbbl; 16 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,67191 km 2,http://blocgame.com/stats.php?id=62962,,
Mirah,Filzah,The Order,127k active personnel,10 ships,Korean War surplus,Gandhi-like,4 factories,Good,online now,25 Hundred Tons per month,12 Mbbl per month,Central Planning,$3503 million,495 Mbbl; 12 Mbbl,Untapped,Powerful,China,Soviet Union,29729 km 2,http://blocgame.com/stats.php?id=64191,,
LOCAI,Agumentic,Brotherhood of Nod,59k active personnel,3 ships,Korean War surplus,Gandhi-like,4 factories,Elite,online now,12 Hundred Tons per month,6 Mbbl per month,Free Market,$3469 million,238 Mbbl; 6 Mbbl,Untapped,Very Powerful,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,1 Tons,
Aasyria,David al-Assad,The Order,118k active personnel,8 ships,Second World War surplus,Gandhi-like,4 factories,Poor,online now,35 Hundred Tons per month,17 Mbbl per month,Central Planning,$3322 million,3972 Mbbl,Plentiful,Very Powerful,Mesopotamia,Soviet Union,45142 km 2,http://blocgame.com/stats.php?id=60967,,
Uzbekistanstan,Shaikh Zayer,The Order,99k active personnel,3 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 18 hours ago,53 Hundred Tons per month,5 Mbbl per month,Free Market,$3288 million,300 Mbbl,Untapped,Large,Congo,United States,42881 km 2,http://blocgame.com/stats.php?id=47207,,
Ken no Taiyou,Hikari,The Order,59k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Elite,online now,9 Hundred Tons per month,35 Mbbl per month,Central Planning,$3276 million,2771 Mbbl; 35 Mbbl,Untapped,Powerful,Persia,Soviet Union,32081 km 2,http://blocgame.com/stats.php?id=64029,,
Junoma,VicReyes,Steel Brotherhood,77k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,23 Hundred Tons per month,5 Mbbl per month,Free Market,$3274 million,397 Mbbl,Untapped,Powerful,Southern Cone,United States,45159 km 2,http://blocgame.com/stats.php?id=40349,2 Tons,
Rome Reloaded,Tiberius Ceaser,SPQR,52k active personnel,3 ships,Second World War surplus,Angelic,2 factories,Elite,last online 15 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$3175 million,4762 Mbbl,Near Depletion,Large,Mesopotamia,Soviet Union,12961 km 2,http://blocgame.com/stats.php?id=1421,,
VinnyNation,VinnyRuler,Brotherhood of Nod,47k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 24 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$3129 million,374 Mbbl; 6 Mbbl,Untapped,Somewhat Large,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
Cirno,jc99,The Federal Colonies,158k active personnel,4 ships,Second World War surplus,Angelic,7 factories,Poor,last online 9 hours ago,34 Hundred Tons per month,2 Mbbl per month,Free Market,$3128 million,226 Mbbl,Untapped,Large,Caribbean,United States,41625 km 2,http://blocgame.com/stats.php?id=43375,1 Tons,
Kosan,Whitearcher8,The High Council,84k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Elite,online now,20 Hundred Tons per month,10 Mbbl per month,Central Planning,$3086 million,6519 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,34556 km 2,http://blocgame.com/stats.php?id=59227,,
Coccoladia,Ernesto Caprone,The Federal Colonies,38k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 6 hours ago,22 Hundred Tons per month,2 Mbbl per month,Central Planning,$3069 million,40 Mbbl; 2 Mbbl,Untapped,Powerful,Caribbean,Soviet Union,27057 km 2,http://blocgame.com/stats.php?id=40289,,
Hitlerwasright,Louis C Cuck,The Order,98k active personnel,2 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 6 hours ago,35 Hundred Tons per month,25 Mbbl per month,Free Market,$3051 million,9870 Mbbl,Plentiful,Powerful,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,,
