leader_link/_source,leader_link,leader_link/_text,pageUrl
stats.php?id=62712,http://blocgame.com/stats.php?id=62712,Addin-territory,http://blocgame.com/rankings.php?page=16
stats.php?id=61482,http://blocgame.com/stats.php?id=61482,ZumbaZumbi,http://blocgame.com/rankings.php?page=16
stats.php?id=62936,http://blocgame.com/stats.php?id=62936,Ladina,http://blocgame.com/rankings.php?page=16
stats.php?id=62290,http://blocgame.com/stats.php?id=62290,Black Widow,http://blocgame.com/rankings.php?page=16
stats.php?id=62840,http://blocgame.com/stats.php?id=62840,Novaya,http://blocgame.com/rankings.php?page=16
stats.php?id=51547,http://blocgame.com/stats.php?id=51547,Andes,http://blocgame.com/rankings.php?page=17
stats.php?id=56845,http://blocgame.com/stats.php?id=56845,Spaolia,http://blocgame.com/rankings.php?page=17
stats.php?id=63286,http://blocgame.com/stats.php?id=63286,Hivemindia,http://blocgame.com/rankings.php?page=17
stats.php?id=63776,http://blocgame.com/stats.php?id=63776,NL-Indies,http://blocgame.com/rankings.php?page=17
stats.php?id=63844,http://blocgame.com/stats.php?id=63844,Rebel Scum,http://blocgame.com/rankings.php?page=17
stats.php?id=58217,http://blocgame.com/stats.php?id=58217,PolandThePower,http://blocgame.com/rankings.php?page=17
stats.php?id=49411,http://blocgame.com/stats.php?id=49411,Empyrea,http://blocgame.com/rankings.php?page=17
stats.php?id=61589,http://blocgame.com/stats.php?id=61589,S�l,http://blocgame.com/rankings.php?page=17
stats.php?id=55854,http://blocgame.com/stats.php?id=55854,Lepkonia,http://blocgame.com/rankings.php?page=17
stats.php?id=61702,http://blocgame.com/stats.php?id=61702,methamphetamine,http://blocgame.com/rankings.php?page=17
stats.php?id=45990,http://blocgame.com/stats.php?id=45990,Swagvila,http://blocgame.com/rankings.php?page=17
stats.php?id=45249,http://blocgame.com/stats.php?id=45249,Psiloybia,http://blocgame.com/rankings.php?page=17
stats.php?id=63737,http://blocgame.com/stats.php?id=63737,Pembunuh,http://blocgame.com/rankings.php?page=17
stats.php?id=63832,http://blocgame.com/stats.php?id=63832,Vanaheim,http://blocgame.com/rankings.php?page=17
