country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl,reactor
MayMay,MayMay,,6k active personnel,0 ships,Second World War surplus,Questionable,None,Undisciplined Rabble,last online 13 hours ago,2 Hundred Tons per month,,Mixed Economy,$507 million,,Untapped,None,,Indochina,Neutral,792 km 2,http://blocgame.com/stats.php?id=63712,
Blaotho,Fredy M,Steel Brotherhood,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 166 hours ago,3 Hundred Tons per month,,Free Market,$506 million,395 Mbbl,Untapped,None,,Pacific Rim,United States,20000 km 2,http://blocgame.com/stats.php?id=64768,
Daun Pisang,Shahidan,Divine League,38k active personnel,0 ships,Second World War surplus,Nice,2 factories,Elite,last online 3 hours ago,8 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$505 million,239 Mbbl; 7 Mbbl,Untapped,Large,,East Indies,United States,25457 km 2,http://blocgame.com/stats.php?id=60607,
Whole Grain,Ben Carson,Steel Brotherhood,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,6 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$505 million,1723 Mbbl,Untapped,None,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64675,
New Hollywood,Mel Gibson,America's Finest,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$505 million,260 Mbbl; 3 Mbbl,Untapped,Meagre,,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64747,
Formula One,AyrtonSenna,SPQR,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 5 hours ago,2 Hundred Tons per month,,Free Market,$505 million,,Untapped,None,,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64832,
Type-Moon,NeroClaudius,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 22 hours ago,2 Hundred Tons per month,,Free Market,$505 million,,Untapped,None,,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64833,
Seixal,Erina Volevah,Che Guevara League,7k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 45 hours ago,9 Hundred Tons per month,1 Mbbl per month,Central Planning,$503 million,325 Mbbl; 1 Mbbl,Untapped,None,,Caribbean,Neutral,13750 km 2,http://blocgame.com/stats.php?id=64079,
Agostino,Augusto,The Order,89k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 7 hours ago,19 Hundred Tons per month,11 Mbbl per month,Mixed Economy,$502 million,8076 Mbbl,Near Depletion,Mediocre,,Atlas,Soviet Union,31242 km 2,http://blocgame.com/stats.php?id=60229,
Al Khalifa,Abdul Khaleed al Saud,Steel Brotherhood,50k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 6 hours ago,8 Hundred Tons per month,6 Mbbl per month,Central Planning,$502 million,2721 Mbbl; 6 Mbbl,,Mediocre,,Arabia,Soviet Union,23118 km 2,http://blocgame.com/stats.php?id=64736,
ONE__KOREA,kleebo_2,The Order,99k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 24 hours ago,15 Hundred Tons per month,10 Mbbl per month,Central Planning,$500 million,302 Mbbl,Untapped,Somewhat Large,,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63934,
Abgmahdahmarah,Abgbesar,PIRATES,26k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 7 hours ago,12 Hundred Tons per month,6 Mbbl per month,Central Planning,$500 million,128 Mbbl; 6 Mbbl,Untapped,Mediocre,,East Indies,United States,22126 km 2,http://blocgame.com/stats.php?id=64851,
San-Guan,Spencer Martin,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 23 hours ago,2 Hundred Tons per month,,Mixed Economy,$499 million,,Untapped,None,,Mesoamerica,United States,16335 km 2,http://blocgame.com/stats.php?id=51057,
Mardonia,Mard,,22k active personnel,0 ships,Finest of the 19th century,Good,1 factory,Good,last online 3 hours ago,5 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$496 million,468 Mbbl,Untapped,Meagre,,China,United States,26715 km 2,http://blocgame.com/stats.php?id=40172,
Fenix,fr33d0mpt,,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 23 hours ago,2 Hundred Tons per month,,Mixed Economy,$496 million,,Untapped,Small,,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=58875,
Perez,Niola,,4k active personnel,0 ships,Finest of the 19th century,Questionable,None,Undisciplined Rabble,last online 22 hours ago,2 Hundred Tons per month,,Mixed Economy,$494 million,,Untapped,None,,Caribbean,Neutral,15953 km 2,http://blocgame.com/stats.php?id=64527,
The Silver Hand,Morladim,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 91 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$493 million,200 Mbbl; 1 Mbbl,Untapped,None,,Pacific Rim,United States,19602 km 2,http://blocgame.com/stats.php?id=56161,
Hussenia,Vilhalm,,8k active personnel,0 ships,Finest of the 19th century,Questionable,None,Undisciplined Rabble,last online 22 hours ago,2 Hundred Tons per month,,Mixed Economy,$493 million,,Untapped,None,,Gran Colombia,Neutral,13431 km 2,http://blocgame.com/stats.php?id=64528,
tony,sgtandrade2019,,60k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 138 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$491 million,392 Mbbl; 1 Mbbl,,Mediocre,,Pacific Rim,Soviet Union,16010 km 2,http://blocgame.com/stats.php?id=62876,
Buzir,Sir Ribuz,Steel Brotherhood,66k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Undisciplined Rabble,last online 11 hours ago,26 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$491 million,70 Mbbl,Untapped,Large,,Southern Cone,United States,31413 km 2,http://blocgame.com/stats.php?id=64064,
Tetsunoshima,Greyjoy,,8k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 33 hours ago,10 Hundred Tons per month,2 Mbbl per month,Central Planning,$488 million,139 Mbbl; 2 Mbbl,Plentiful,Mediocre,,Pacific Rim,Neutral,14426 km 2,http://blocgame.com/stats.php?id=47444,
Serbiastan,Milosevic,,1k active personnel,0 ships,First World War surplus,Questionable,None,Undisciplined Rabble,last online 7 hours ago,2 Hundred Tons per month,,Mixed Economy,$488 million,,Untapped,None,,Arabia,Neutral,9184 km 2,http://blocgame.com/stats.php?id=64114,
Chetzerland,Bad Chad,,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 22 hours ago,6 Hundred Tons per month,2 Mbbl per month,Free Market,$488 million,228 Mbbl,Untapped,Mediocre,,Southern Cone,United States,26932 km 2,http://blocgame.com/stats.php?id=64680,
sixpool,sixpool,,5k active personnel,0 ships,Finest of the 19th century,Nice,None,Undisciplined Rabble,last online 8 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$486 million,623 Mbbl; 2 Mbbl,Untapped,None,,Atlas,Neutral,11459 km 2,http://blocgame.com/stats.php?id=64331,
superpower,super,PIRATES,7k active personnel,0 ships,Second World War surplus,Nice,None,Standard,last online 42 hours ago,15 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$483 million,1714 Mbbl; 6 Mbbl,,None,,Persia,Neutral,10873 km 2,http://blocgame.com/stats.php?id=64012,
Parit Sayang,Penghulu Seman,,151k active personnel,1 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 11 hours ago,42 Hundred Tons per month,11 Mbbl per month,Free Market,$481 million,11 Mbbl,Untapped,Large,,East Indies,United States,40552 km 2,http://blocgame.com/stats.php?id=60573,
Qastury,kasturi,PIRATES,65k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Poor,last online 35 hours ago,7 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$480 million,1112 Mbbl; 3 Mbbl,Untapped,Mediocre,,Atlas,Neutral,13210 km 2,http://blocgame.com/stats.php?id=61699,
Carthya,Eckbert,,23k active personnel,0 ships,Second World War surplus,Good,None,Undisciplined Rabble,last online 18 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$480 million,1 Mbbl,,Meagre,,Mesoamerica,Neutral,7675 km 2,http://blocgame.com/stats.php?id=63949,
theonehundred,theonehundred,,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 8 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$478 million,3019 Mbbl; 2 Mbbl,Untapped,None,,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=64336,
Maiden,Queens Revenge,The Order,51k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 11 hours ago,17 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$475 million,2721 Mbbl,Untapped,Large,,Mesopotamia,United States,25974 km 2,http://blocgame.com/stats.php?id=64049,
Weeabo Island,misterjohnson,The Divine Council,52k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 8 hours ago,7 Hundred Tons per month,9 Mbbl per month,Central Planning,$472 million,3524 Mbbl; 9 Mbbl,Untapped,Mediocre,,Persia,Soviet Union,26504 km 2,http://blocgame.com/stats.php?id=64179,
WHITEPOWER,ilikeike,,20k active personnel,0 ships,First World War surplus,Good,None,Undisciplined Rabble,last online 8 hours ago,13 Hundred Tons per month,3 Mbbl per month,Central Planning,$472 million,420 Mbbl,Untapped,None,,East Africa,Soviet Union,16317 km 2,http://blocgame.com/stats.php?id=64482,
JapaneseMeme,Leonardotse,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 24 hours ago,4 Hundred Tons per month,,Mixed Economy,$470 million,52 Mbbl,Untapped,None,,Pacific Rim,Neutral,11116 km 2,http://blocgame.com/stats.php?id=64540,
Australia Minor,[TACTIC]MasterBel2,USAS,18k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 1 hours ago,19 Hundred Tons per month,5 Mbbl per month,Central Planning,$470 million,135 Mbbl; 5 Mbbl,Untapped,Meagre,,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64843,
WP Kuala Lumpur,Soeharto,The Federal Colonies,8k active personnel,0 ships,Finest of the 19th century,Questionable,None,Undisciplined Rabble,last online 9 hours ago,2 Hundred Tons per month,,Mixed Economy,$469 million,,Untapped,None,,East Indies,Neutral,7801 km 2,http://blocgame.com/stats.php?id=61633,
Tsimshianland,Cole Anderson,,12k active personnel,0 ships,First World War surplus,Questionable,1 factory,Undisciplined Rabble,last online 90 hours ago,0 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$469 million,288 Mbbl,Untapped,Meagre,,Indochina,Neutral,16667 km 2,http://blocgame.com/stats.php?id=62854,
Sungai batu,Ammarrusli,SPQR,44k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 11 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$469 million,204 Mbbl; 2 Mbbl,Untapped,Mediocre,1 Tons,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64422,
meowtopia,vahalla,,21k active personnel,0 ships,Finest of the 19th century,Isolated,None,Elite,online now,11 Hundred Tons per month,2 Mbbl per month,Free Market,$469 million,411 Mbbl,Untapped,Meagre,,East Africa,United States,27493 km 2,http://blocgame.com/stats.php?id=64994,
Peopleoil,newname,The Federal Colonies,94k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Standard,last online 21 hours ago,10 Hundred Tons per month,6 Mbbl per month,Free Market,$467 million,3624 Mbbl,,Very Powerful,,Egypt,United States,27536 km 2,http://blocgame.com/stats.php?id=59041,
Apolosia,Myterius,The Order,33k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Good,last online 6 hours ago,7 Hundred Tons per month,,Mixed Economy,$466 million,163 Mbbl,Untapped,Meagre,,East Indies,United States,26313 km 2,http://blocgame.com/stats.php?id=64900,
Rising Dawn,White Light,USAS,36k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,8 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$542 million,389 Mbbl,Untapped,Mediocre,,Southern Cone,United States,30292 km 2,http://blocgame.com/stats.php?id=64681,
Priuze,Mattholai Fischev,Pact of Red October,23k active personnel,0 ships,First World War surplus,Questionable,1 factory,Elite,last online 2 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$463 million,3328 Mbbl; 3 Mbbl,Untapped,Small,,Mesopotamia,Soviet Union,23928 km 2,http://blocgame.com/stats.php?id=64742,
Puddle of Mudd,Mr. Bossman,Brotherhood of Nod,43k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 14 hours ago,7 Hundred Tons per month,,Free Market,$462 million,214 Mbbl,Untapped,Large,,Arabia,Soviet Union,27008 km 2,http://blocgame.com/stats.php?id=64311,
Ukraina,Ottaman,The Divine Council,34k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 17 hours ago,3 Hundred Tons per month,,Free Market,$461 million,,Untapped,None,,Mesopotamia,United States,25400 km 2,http://blocgame.com/stats.php?id=64990,
Croatia,Rofleta,,24k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 117 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$460 million,293 Mbbl; 1 Mbbl,Untapped,None,,China,Neutral,23100 km 2,http://blocgame.com/stats.php?id=40563,
eQna8,Dave_Smith,The Order,58k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Good,online now,36 Hundred Tons per month,,Central Planning,$460 million,109 Mbbl,Untapped,Somewhat Large,,Congo,Soviet Union,46406 km 2,http://blocgame.com/stats.php?id=48695,
Porter,Porter,SPQR,24k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 111 hours ago,5 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$459 million,3690 Mbbl,Untapped,None,,Persia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=45939,
Niggermania,Tom Shelly,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 162 hours ago,3 Hundred Tons per month,2 Mbbl per month,Free Market,$458 million,3335 Mbbl; 2 Mbbl,Untapped,Meagre,,Egypt,United States,16500 km 2,http://blocgame.com/stats.php?id=64748,
Brundenas,IronKing,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 145 hours ago,2 Hundred Tons per month,,Free Market,$457 million,,Untapped,None,,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=64857,
Lothl�rien001,Galadriel001,,4k active personnel,0 ships,Finest of the 19th century,Questionable,None,Undisciplined Rabble,last online 9 hours ago,3 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$456 million,1573 Mbbl; 3 Mbbl,Untapped,None,,Atlas,Neutral,4442 km 2,http://blocgame.com/stats.php?id=64167,
Jaymes,Jaymes1122,HellYeah,29k active personnel,0 ships,First World War surplus,Normal,1 factory,Good,last online 3 hours ago,3 Hundred Tons per month,3 Mbbl per month,Central Planning,$454 million,55 Mbbl; 3 Mbbl,Untapped,Meagre,,The Subcontinent,United States,24465 km 2,http://blocgame.com/stats.php?id=64779,
Cuckoldery,Taintednight,The Order,102k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 2 hours ago,34 Hundred Tons per month,22 Mbbl per month,Free Market,$453 million,4498 Mbbl,Plentiful,Large,,Arabia,Soviet Union,36802 km 2,http://blocgame.com/stats.php?id=62700,
Bourbon Island,Gypsy Danger,Interpol,62k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 6 hours ago,10 Hundred Tons per month,14 Mbbl per month,Central Planning,$452 million,3291 Mbbl; 14 Mbbl,Untapped,Powerful,,Egypt,Soviet Union,28368 km 2,http://blocgame.com/stats.php?id=41247,
UzFuckIstan,JoeMama,,4k active personnel,0 ships,First World War surplus,Normal,None,Undisciplined Rabble,last online 46 hours ago,2 Hundred Tons per month,,Mixed Economy,$452 million,,Untapped,None,,Caribbean,Neutral,5127 km 2,http://blocgame.com/stats.php?id=63492,
Kotak Tisu,annoying,,51k active personnel,0 ships,Finest of the 19th century,Normal,1 factory,Standard,last online 4 hours ago,18 Hundred Tons per month,1 Mbbl per month,Free Market,$452 million,348 Mbbl; 1 Mbbl,Untapped,Mediocre,,West Africa,United States,23665 km 2,http://blocgame.com/stats.php?id=64958,
dwan,kari,The Order,44k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 18 hours ago,13 Hundred Tons per month,7 Mbbl per month,Free Market,$451 million,137 Mbbl,,Small,,Southern Africa,Neutral,22444 km 2,http://blocgame.com/stats.php?id=64598,
Butt Munch Land,Butt Munch,,6k active personnel,0 ships,First World War surplus,Normal,None,Undisciplined Rabble,last online 21 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$450 million,2 Mbbl,Untapped,None,,Mesoamerica,Neutral,5335 km 2,http://blocgame.com/stats.php?id=58540,
Korhal,LordArkahm,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 28 hours ago,3 Hundred Tons per month,,Central Planning,$449 million,572 Mbbl,Untapped,Meagre,,Congo,Neutral,13210 km 2,http://blocgame.com/stats.php?id=61310,
jarheadwarriors,nexusraider,,7k active personnel,0 ships,Finest of the 19th century,Normal,2 factories,Standard,last online 43 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$449 million,140 Mbbl,Untapped,None,,Southern Africa,Neutral,13431 km 2,http://blocgame.com/stats.php?id=64228,
East Tanzia,Lenini,Socialist Arab Union,26k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 12 hours ago,6 Hundred Tons per month,4 Mbbl per month,Central Planning,$447 million,1174 Mbbl; 4 Mbbl,,Meagre,,Mesopotamia,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=64550,
