country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Mangkok,MangkukHayun,The High Council,62k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 20 hours ago,8 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$511 million,197 Mbbl,Untapped,Small,East Indies,Neutral,32206 km 2,http://blocgame.com/stats.php?id=62210,
Jewish Horde,Goldstein Khan,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 128 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$511 million,2 Mbbl,Untapped,None,Arabia,Neutral,13477 km 2,http://blocgame.com/stats.php?id=63508,
Crayola,baker greg,The Order,51k active personnel,0 ships,Finest of the 19th century,Isolated,1 factory,Standard,last online 5 hours ago,5 Hundred Tons per month,6 Mbbl per month,Free Market,$511 million,1382 Mbbl,Untapped,Mediocre,Egypt,United States,28990 km 2,http://blocgame.com/stats.php?id=63958,
PUTINLAND,PUTIN,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 161 hours ago,2 Hundred Tons per month,,Mixed Economy,$510 million,,Untapped,None,Persia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=39053,
West Pacific,Thunder Eagle,The Khilafah,16k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,online now,6 Hundred Tons per month,1 Mbbl per month,Central Planning,$510 million,385 Mbbl; 1 Mbbl,Untapped,None,Pacific Rim,Neutral,13343 km 2,http://blocgame.com/stats.php?id=62429,
Chaz,Jack Urzak,The Order,29k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 7 hours ago,7 Hundred Tons per month,2 Mbbl per month,Free Market,$510 million,459 Mbbl,Untapped,Small,East Africa,United States,29850 km 2,http://blocgame.com/stats.php?id=63326,
The Hegemony,Peter Wiggin,Interpol,32k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$509 million,173 Mbbl,Near Depletion,Small,Gran Colombia,United States,21175 km 2,http://blocgame.com/stats.php?id=40840,
Pahang Power,Kerol,PIRATES,59k active personnel,0 ships,First World War surplus,Angelic,1 factory,Standard,online now,8 Hundred Tons per month,4 Mbbl per month,Free Market,$509 million,238 Mbbl,Untapped,Mediocre,East Indies,United States,23665 km 2,http://blocgame.com/stats.php?id=60578,
Kommandostan,plerer,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 106 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$509 million,1776 Mbbl,Untapped,None,Mesopotamia,Neutral,11231 km 2,http://blocgame.com/stats.php?id=61002,
Shitposters,MossadMan,The Order,113k active personnel,1 ships,Second World War surplus,Angelic,3 factories,Elite,last online 1 hours ago,12 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$508 million,4752 Mbbl; 7 Mbbl,Untapped,Mediocre,Persia,Neutral,35208 km 2,http://blocgame.com/stats.php?id=52681,
Frank Sun,*BTG*,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 12 hours ago,19 Hundred Tons per month,,Free Market,$508 million,,Untapped,None,Pacific Rim,Neutral,11231 km 2,http://blocgame.com/stats.php?id=62455,
Kuto,AKMB,The Federal Colonies,38k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 5 hours ago,11 Hundred Tons per month,8 Mbbl per month,Central Planning,$507 million,5092 Mbbl; 8 Mbbl,Untapped,Small,Persia,Soviet Union,29887 km 2,http://blocgame.com/stats.php?id=40095,
Granadina,Salom�n,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 158 hours ago,4 Hundred Tons per month,,Mixed Economy,$507 million,,Untapped,None,Gran Colombia,United States,16335 km 2,http://blocgame.com/stats.php?id=49208,
Plob,plox,Brotherhood of Nod,37k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 7 hours ago,3 Hundred Tons per month,10 Mbbl per month,Central Planning,$507 million,6537 Mbbl; 10 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,30456 km 2,http://blocgame.com/stats.php?id=58260,
FuchukFakhu,KondaKondi,,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,30 Hundred Tons per month,2 Mbbl per month,Free Market,$506 million,244 Mbbl; 2 Mbbl,Untapped,None,Southern Africa,United States,16212 km 2,http://blocgame.com/stats.php?id=61483,
Cappadocia,Justinian III,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 143 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$506 million,2 Mbbl,Untapped,None,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63494,
Kekislovakia,Sam Kekington,The Order,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,10 Hundred Tons per month,3 Mbbl per month,Free Market,$506 million,150 Mbbl,Untapped,Mediocre,Mesoamerica,United States,27330 km 2,http://blocgame.com/stats.php?id=63511,
Skanonia,Beefy,Brotherhood of Zion,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Undisciplined Rabble,last online 81 hours ago,6 Hundred Tons per month,1 Mbbl per month,Free Market,$505 million,260 Mbbl,Untapped,Meagre,China,United States,13343 km 2,http://blocgame.com/stats.php?id=44384,
Jarhead,Jarhead99,,15k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 155 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$505 million,477 Mbbl; 1 Mbbl,Untapped,Small,Amazonia,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=59874,
Shatmapants,Penguin,Che Guevara League,31k active personnel,0 ships,First World War surplus,Angelic,1 factory,Standard,last online 12 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$504 million,329 Mbbl; 5 Mbbl,Untapped,Somewhat Large,Caribbean,Soviet Union,31506 km 2,http://blocgame.com/stats.php?id=58425,
crocodile,Quadkencheng,Interpol,45k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Standard,last online 2 hours ago,10 Hundred Tons per month,10 Mbbl per month,Central Planning,$504 million,249 Mbbl; 10 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,29883 km 2,http://blocgame.com/stats.php?id=60403,
durkastan,ned kelly,The Order,40k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 4 hours ago,13 Hundred Tons per month,13 Mbbl per month,Mixed Economy,$503 million,2663 Mbbl,Untapped,Small,Arabia,United States,36755 km 2,http://blocgame.com/stats.php?id=40488,1 Tons
Endau,Syazwanjalil,PIRATES,4k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 50 hours ago,7 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$503 million,195 Mbbl,Untapped,Meagre,East Indies,United States,19602 km 2,http://blocgame.com/stats.php?id=61932,
Kachan,Chłodna Kaczka,Lithuanian Coalition,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 129 hours ago,7 Hundred Tons per month,15 Mbbl per month,Central Planning,$503 million,2282 Mbbl; 15 Mbbl,Untapped,Small,Atlas,Soviet Union,21046 km 2,http://blocgame.com/stats.php?id=62963,
Eurassia,KurdishStalin,Comintern,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 3 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$503 million,3822 Mbbl; 2 Mbbl,Plentiful,Small,Mesopotamia,Soviet Union,23025 km 2,http://blocgame.com/stats.php?id=63019,
Nerdia,TheKyu,Brotherhood of Nod,34k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 6 hours ago,25 Hundred Tons per month,15 Mbbl per month,Free Market,$502 million,546 Mbbl,Untapped,Mediocre,Caribbean,United States,34927 km 2,http://blocgame.com/stats.php?id=56451,
Apokalyptom,Luakoo,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 1 hours ago,2 Hundred Tons per month,,Mixed Economy,$502 million,,Untapped,None,Pacific Rim,Neutral,11008 km 2,http://blocgame.com/stats.php?id=58585,
Translandia,5Six,Brotherhood of Zion,40k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 1 hours ago,12 Hundred Tons per month,1 Mbbl per month,Central Planning,$501 million,146 Mbbl; 1 Mbbl,Untapped,Small,Pacific Rim,Soviet Union,28667 km 2,http://blocgame.com/stats.php?id=46112,
Fjellrik,Cypher Grunyev,,5k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 142 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$500 million,1168 Mbbl; 1 Mbbl,Untapped,None,Mesopotamia,United States,16497 km 2,http://blocgame.com/stats.php?id=63219,
Cigars,El Caballo,Brotherhood of Zion,58k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 3 hours ago,10 Hundred Tons per month,,Central Planning,$499 million,141 Mbbl,Untapped,Mediocre,Caribbean,Soviet Union,30875 km 2,http://blocgame.com/stats.php?id=52087,
Ihejirika,mcbucksauce,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 134 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$498 million,77 Mbbl,Untapped,None,West Africa,United States,16010 km 2,http://blocgame.com/stats.php?id=43145,
Pemakan Dunia,P3M4k4N 2Nia,The High Council,74k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,10 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$498 million,419 Mbbl; 6 Mbbl,Untapped,Small,East Indies,Neutral,27161 km 2,http://blocgame.com/stats.php?id=61189,
Sandniggeristan,King Negro,The Order,37k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 28 hours ago,4 Hundred Tons per month,6 Mbbl per month,Central Planning,$498 million,3652 Mbbl; 6 Mbbl,Untapped,Somewhat Large,Mesopotamia,Soviet Union,20600 km 2,http://blocgame.com/stats.php?id=63365,
Feffiopia,Serloks,Divine League,13k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 9 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$497 million,263 Mbbl,Untapped,None,The Subcontinent,Soviet Union,21000 km 2,http://blocgame.com/stats.php?id=46505,
Schlong Island,Jakovsky,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 156 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$497 million,339 Mbbl,Untapped,Small,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63243,
SOPF,Johnathinski Weston,Farmington Brigade,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 32 hours ago,9 Hundred Tons per month,4 Mbbl per month,Central Planning,$496 million,242 Mbbl; 4 Mbbl,Untapped,Meagre,East Indies,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=62841,
Haxeltopia,Haxel,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 36 hours ago,5 Hundred Tons per month,4 Mbbl per month,Free Market,$496 million,63 Mbbl,Untapped,None,Caribbean,United States,11231 km 2,http://blocgame.com/stats.php?id=63063,
najibpundek,Syahmisaid,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 90 hours ago,6 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$495 million,97 Mbbl; 3 Mbbl,Untapped,None,Indochina,United States,16335 km 2,http://blocgame.com/stats.php?id=61859,
NationalFreedom,Muhammad Ali,Brotherhood of Nod,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Elite,online now,2 Hundred Tons per month,,Free Market,$495 million,421 Mbbl,Untapped,Meagre,Mesopotamia,United States,23828 km 2,http://blocgame.com/stats.php?id=62085,
SettingMoon,Hawk,Farmington Brigade,18k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$495 million,73 Mbbl; 2 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=62839,
WUBstep,WUBstep,Brotherhood of Nod,50k active personnel,0 ships,First World War surplus,Angelic,None,Elite,online now,21 Hundred Tons per month,15 Mbbl per month,Central Planning,$494 million,4415 Mbbl; 15 Mbbl,Untapped,Large,Persia,Soviet Union,31519 km 2,http://blocgame.com/stats.php?id=39023,
Cascoia,unioncomic,Brotherhood of Zion,39k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 2 hours ago,11 Hundred Tons per month,7 Mbbl per month,Free Market,$494 million,5173 Mbbl,Untapped,Small,Arabia,United States,28822 km 2,http://blocgame.com/stats.php?id=54174,
SPNR,Stefan Stamenkovic,Comintern,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 11 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$493 million,368 Mbbl; 3 Mbbl,,None,Indochina,Soviet Union,19406 km 2,http://blocgame.com/stats.php?id=51722,
Romanovia,Dmitry Romanov,SPQR,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 10 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$493 million,2137 Mbbl; 2 Mbbl,Untapped,Meagre,Mesopotamia,Soviet Union,31158 km 2,http://blocgame.com/stats.php?id=59571,
Honduras,Inferno666,The High Council,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 11 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$493 million,40 Mbbl; 1 Mbbl,Untapped,Small,Mesoamerica,Soviet Union,27457 km 2,http://blocgame.com/stats.php?id=60291,
kasturi,mt.lekiu,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,last online 93 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$493 million,247 Mbbl; 2 Mbbl,Untapped,None,Congo,Neutral,20745 km 2,http://blocgame.com/stats.php?id=60887,
New-Rhodesia,Tito Van Ronnk,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 167 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$492 million,307 Mbbl; 1 Mbbl,Untapped,Small,East Africa,United States,19330 km 2,http://blocgame.com/stats.php?id=49249,
Skhimm,Ept2415,Brotherhood of Nod,27k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 2 hours ago,16 Hundred Tons per month,18 Mbbl per month,Central Planning,$492 million,4284 Mbbl; 18 Mbbl,Untapped,Somewhat Large,Persia,Soviet Union,33695 km 2,http://blocgame.com/stats.php?id=52362,
Capital letter,aidilomar,NOVA ASEAN,32k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 11 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$492 million,371 Mbbl,Plentiful,Small,Pacific Rim,United States,16172 km 2,http://blocgame.com/stats.php?id=61795,
MalayaMMP,zazammu86,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 73 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$491 million,29 Mbbl; 1 Mbbl,Untapped,Meagre,Pacific Rim,United States,13209 km 2,http://blocgame.com/stats.php?id=62383,
Wax - On,Tombs,,13k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 109 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$491 million,1396 Mbbl; 3 Mbbl,Untapped,None,Persia,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=62970,
Unspecifistan,Rakisa,,38k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 7 hours ago,9 Hundred Tons per month,9 Mbbl per month,Free Market,$490 million,3201 Mbbl,Untapped,Mediocre,Atlas,United States,23226 km 2,http://blocgame.com/stats.php?id=49853,
Nueva Galicia,FedericoDionisi,Che Guevara League,18k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 9 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$490 million,112 Mbbl; 1 Mbbl,Untapped,None,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=60349,
Walletia,walletguy,The United Nations,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 1 hours ago,9 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$490 million,,Untapped,Small,Caribbean,United States,23569 km 2,http://blocgame.com/stats.php?id=62978,
Darien,Cernan,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 163 hours ago,5 Hundred Tons per month,,Mixed Economy,$490 million,,Untapped,None,Gran Colombia,Neutral,16010 km 2,http://blocgame.com/stats.php?id=63539,
Daphnestan,Daoapin,The High Council,27k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 7 hours ago,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$489 million,299 Mbbl; 2 Mbbl,Untapped,Meagre,East Indies,Soviet Union,26954 km 2,http://blocgame.com/stats.php?id=59475,
Vorcs,Aiman Nizam,PIRATES,47k active personnel,0 ships,Second World War surplus,Nice,1 factory,Elite,last online 1 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$489 million,115 Mbbl; 4 Mbbl,Untapped,Somewhat Large,East Indies,Soviet Union,24422 km 2,http://blocgame.com/stats.php?id=61955,
Ira,TheCatOfTens,The Order,44k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 3 hours ago,22 Hundred Tons per month,5 Mbbl per month,Free Market,$489 million,203 Mbbl,Untapped,Mediocre,Congo,United States,32065 km 2,http://blocgame.com/stats.php?id=62332,
Tron,Tron5,Brotherhood of Zion,43k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 3 hours ago,9 Hundred Tons per month,3 Mbbl per month,Central Planning,$489 million,399 Mbbl; 3 Mbbl,Untapped,None,Congo,Soviet Union,30973 km 2,http://blocgame.com/stats.php?id=62967,1 Tons
Burke Tome,Haggashed,Brotherhood of Nod,48k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 4 hours ago,9 Hundred Tons per month,7 Mbbl per month,Free Market,$489 million,3245 Mbbl,Untapped,Somewhat Large,Mesopotamia,United States,20000 km 2,http://blocgame.com/stats.php?id=63028,
CTSKRR,CTSKRR,The High Council,18k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 5 hours ago,3 Hundred Tons per month,4 Mbbl per month,Central Planning,$488 million,338 Mbbl; 4 Mbbl,Untapped,Mediocre,China,Soviet Union,20441 km 2,http://blocgame.com/stats.php?id=60811,
harimau kl,harmidi,PIRATES,5k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,10 Hundred Tons per month,12 Mbbl per month,Central Planning,$488 million,2109 Mbbl; 12 Mbbl,Untapped,Small,Arabia,Neutral,16011 km 2,http://blocgame.com/stats.php?id=62369,
Razgriskm,Tordus Stahl,Divine League,11k active personnel,0 ships,Finest of the 19th century,Questionable,1 factory,Good,last online 1 hours ago,11 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$488 million,30 Mbbl; 2 Mbbl,Plentiful,Small,West Africa,Neutral,23740 km 2,http://blocgame.com/stats.php?id=63117,
Leche,ElHombreLeche,,15k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,last online 14 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$487 million,2524 Mbbl; 2 Mbbl,Untapped,Somewhat Large,Persia,Soviet Union,26693 km 2,http://blocgame.com/stats.php?id=62425,
Chaouenne,pyrignis,The High Council,40k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,last online 15 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$486 million,3324 Mbbl; 5 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,30712 km 2,http://blocgame.com/stats.php?id=42019,1 Tons
Losong,Hafirus,PIRATES,44k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 13 hours ago,17 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$486 million,42 Mbbl,Untapped,Mediocre,Pacific Rim,Neutral,30830 km 2,http://blocgame.com/stats.php?id=60570,
Aryana,Williarsk,Che Guevara League,27k active personnel,0 ships,First World War surplus,Normal,1 factory,Good,last online 2 hours ago,13 Hundred Tons per month,2 Mbbl per month,Central Planning,$485 million,287 Mbbl; 2 Mbbl,,Meagre,Gran Colombia,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=2313,
Kergia,Haidir Hasim,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 149 hours ago,2 Hundred Tons per month,,Mixed Economy,$485 million,,Untapped,None,Arabia,Neutral,11120 km 2,http://blocgame.com/stats.php?id=60940,
Strakkla Khan,Strakkla,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 106 hours ago,3 Hundred Tons per month,,Mixed Economy,$485 million,,Untapped,None,Persia,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=63483,
Cepat,Auvit,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 160 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$485 million,337 Mbbl; 1 Mbbl,Untapped,None,Southern Africa,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63773,
Bloodied Stools,cowds,The High Council,4k active personnel,0 ships,First World War surplus,Pariah,None,Elite,online now,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$484 million,139 Mbbl; 5 Mbbl,Untapped,Mediocre,Gran Colombia,Soviet Union,29828 km 2,http://blocgame.com/stats.php?id=56997,
Pink,Rosy Maple Moth,The Order,35k active personnel,0 ships,First World War surplus,Normal,1 factory,Elite,online now,18 Hundred Tons per month,2 Mbbl per month,Central Planning,$483 million,487 Mbbl,Untapped,Mediocre,Amazonia,Soviet Union,31638 km 2,http://blocgame.com/stats.php?id=46667,
Umpauna,Sarsy Parsy,The High Council,39k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 10 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$483 million,4973 Mbbl; 2 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,20333 km 2,http://blocgame.com/stats.php?id=56092,
One Star,Neku,The High Council,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 1 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$482 million,1709 Mbbl; 2 Mbbl,Untapped,Mediocre,Persia,United States,19800 km 2,http://blocgame.com/stats.php?id=57783,
Giotopia,Giobobo1,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 121 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$481 million,1 Mbbl,Untapped,None,Mesoamerica,Neutral,13343 km 2,http://blocgame.com/stats.php?id=55033,
Marijuana,Weed is Good the III,Brotherhood of Nod,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 97 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$481 million,,Untapped,None,Caribbean,United States,13613 km 2,http://blocgame.com/stats.php?id=56663,
Birdland,tweetweetwee,Brotherhood of Nod,4k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 75 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$481 million,2909 Mbbl,Untapped,Small,Persia,United States,26907 km 2,http://blocgame.com/stats.php?id=61646,
Mmhat,Homermustdie,The High Council,38k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 1 hours ago,6 Hundred Tons per month,2 Mbbl per month,Free Market,$480 million,215 Mbbl; 2 Mbbl,Untapped,Small,Amazonia,United States,20400 km 2,http://blocgame.com/stats.php?id=45846,
Romiia,The Great Tiberius III,The Order,37k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 12 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$480 million,357 Mbbl; 2 Mbbl,Untapped,Meagre,The Subcontinent,Soviet Union,24028 km 2,http://blocgame.com/stats.php?id=60242,
Technocratia,Caldo,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 148 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$480 million,1 Mbbl,Untapped,None,Mesoamerica,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63249,
Luskan,Invisible_Eddie,,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 113 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$480 million,474 Mbbl; 2 Mbbl,Untapped,Meagre,Pacific Rim,Soviet Union,24226 km 2,http://blocgame.com/stats.php?id=63616,
East Nubia,Tony Johnson,The Order,27k active personnel,0 ships,First World War surplus,Isolated,1 factory,Standard,last online 2 hours ago,9 Hundred Tons per month,2 Mbbl per month,Central Planning,$479 million,221 Mbbl,Plentiful,Small,Congo,Soviet Union,33067 km 2,http://blocgame.com/stats.php?id=63663,
Supercell,Charlotte,The Federal Colonies,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 23 hours ago,6 Hundred Tons per month,1 Mbbl per month,Central Planning,$478 million,,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=48901,
Einstinia,Einstinium,,37k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 152 hours ago,6 Hundred Tons per month,2 Mbbl per month,Free Market,$478 million,146 Mbbl,Untapped,None,Congo,Neutral,23828 km 2,http://blocgame.com/stats.php?id=53498,
Drelinka,Catheline lebran,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 105 hours ago,2 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$478 million,2659 Mbbl,Untapped,Meagre,Persia,Neutral,11120 km 2,http://blocgame.com/stats.php?id=61556,
Walmart,Jeddy,Interpol,52k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,17 Hundred Tons per month,6 Mbbl per month,Central Planning,$477 million,210 Mbbl; 6 Mbbl,Untapped,Mediocre,China,Soviet Union,30667 km 2,http://blocgame.com/stats.php?id=57903,1 Tons
Tanus,Hoovytaurus,Brotherhood of Zion,28k active personnel,0 ships,First World War surplus,Angelic,None,Good,online now,6 Hundred Tons per month,2 Mbbl per month,Free Market,$477 million,63 Mbbl,Untapped,Mediocre,Caribbean,United States,32007 km 2,http://blocgame.com/stats.php?id=61059,
Crusader State,John Paul II,Lithuanian Coalition,7k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 81 hours ago,5 Hundred Tons per month,3 Mbbl per month,Free Market,$477 million,3451 Mbbl,Untapped,Small,Mesopotamia,United States,19139 km 2,http://blocgame.com/stats.php?id=62988,
HARDGAY♂,mits,The Order,51k active personnel,0 ships,First World War surplus,Nice,1 factory,Standard,online now,15 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$477 million,379 Mbbl; 4 Mbbl,,Meagre,Pacific Rim,Soviet Union,25933 km 2,http://blocgame.com/stats.php?id=63324,
Sanralia,iffyflux,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 147 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$477 million,2051 Mbbl; 1 Mbbl,Untapped,None,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63475,
