country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory
Burke Tome,Haggashed,Brotherhood of Nod,43k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 18 hours ago,7 Hundred Tons per month,6 Mbbl per month,Free Market,$436 million,3278 Mbbl,Untapped,Mediocre,Mesopotamia,United States,20000 km 2
