country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
Platypus Island,Mark0Polo,SPQR,216k active personnel,8 ships,Korean War surplus,Gandhi-like,6 factories,Standard,online now,40 Hundred Tons per month,21 Mbbl per month,Central Planning,$4619 million,91 Mbbl; 21 Mbbl,Untapped,Very Powerful,Indochina,Soviet Union,62433 km 2,http://blocgame.com/stats.php?id=63909,,
Raja Udang,Mario,PIRATES,60k active personnel,7 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 6 hours ago,18 Hundred Tons per month,10 Mbbl per month,Free Market,$4186 million,9 Mbbl; 10 Mbbl,Near Depletion,Somewhat Large,Pacific Rim,Soviet Union,37190 km 2,http://blocgame.com/stats.php?id=61754,,
Sovngarde,Farron47,The Order,90k active personnel,11 ships,Korean War surplus,Angelic,6 factories,Elite,last online 2 hours ago,35 Hundred Tons per month,8 Mbbl per month,Central Planning,$4182 million,526 Mbbl; 8 Mbbl,Plentiful,Very Powerful,East Indies,Soviet Union,48356 km 2,http://blocgame.com/stats.php?id=62626,,
Morovistan,Gustave Bergher,SPQR,78k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 19 hours ago,23 Hundred Tons per month,19 Mbbl per month,Central Planning,$4051 million,5191 Mbbl; 19 Mbbl,Untapped,Powerful,Mesopotamia,Soviet Union,31247 km 2,http://blocgame.com/stats.php?id=62905,,
USSR,CommissarBrian,The Order,99k active personnel,0 ships,Korean War surplus,Gandhi-like,7 factories,Elite,last online 2 hours ago,39 Hundred Tons per month,8 Mbbl per month,Central Planning,$4005 million,43 Mbbl; 8 Mbbl,Untapped,Large,China,Soviet Union,48847 km 2,http://blocgame.com/stats.php?id=54182,,
Jemut,iwaniman/Ferozz,PIRATES,98k active personnel,8 ships,Korean War surplus,Questionable,6 factories,Good,last online 4 hours ago,27 Hundred Tons per month,17 Mbbl per month,Mixed Economy,$3953 million,84 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,45619 km 2,http://blocgame.com/stats.php?id=61811,,
Tuonela,Beelzebub,The Order,102k active personnel,4 ships,Korean War surplus,Gandhi-like,4 factories,Elite,online now,41 Hundred Tons per month,3 Mbbl per month,Central Planning,$3869 million,293 Mbbl; 3 Mbbl,Untapped,Very Powerful,The Subcontinent,Soviet Union,45310 km 2,http://blocgame.com/stats.php?id=389,,
LOCAI,Agumentic,Brotherhood of Nod,79k active personnel,3 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 3 hours ago,12 Hundred Tons per month,6 Mbbl per month,Free Market,$3868 million,196 Mbbl; 6 Mbbl,Plentiful,Very Powerful,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,1 Tons,
temasik,lawrence,SPQR,28k active personnel,2 ships,Second World War surplus,Angelic,2 factories,Elite,last online 6 hours ago,4 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$3777 million,464 Mbbl,Near Depletion,Mediocre,East Indies,United States,12036 km 2,http://blocgame.com/stats.php?id=62827,,
Markovia,RDM HC,The Federal Colonies,118k active personnel,8 ships,Korean War surplus,Angelic,4 factories,Elite,online now,36 Hundred Tons per month,16 Mbbl per month,Free Market,$3745 million,270 Mbbl; 16 Mbbl,Untapped,Very Powerful,Caribbean,United States,42564 km 2,http://blocgame.com/stats.php?id=58369,,
Conferan,Cryptox,The Order,119k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 4 hours ago,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$3673 million,292 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,54575 km 2,http://blocgame.com/stats.php?id=56710,,
Mirah,Filzah,The Order,127k active personnel,11 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 1 hours ago,25 Hundred Tons per month,12 Mbbl per month,Central Planning,$3664 million,411 Mbbl; 12 Mbbl,Untapped,Very Powerful,China,Soviet Union,29729 km 2,http://blocgame.com/stats.php?id=64191,,
Ken no Taiyou,Hikari,The Order,69k active personnel,6 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 1 hours ago,9 Hundred Tons per month,35 Mbbl per month,Central Planning,$3647 million,2526 Mbbl; 35 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,32081 km 2,http://blocgame.com/stats.php?id=64029,,
Uzbekistanstan,Shaikh Zayer,The Order,99k active personnel,3 ships,Korean War surplus,Gandhi-like,4 factories,Elite,online now,57 Hundred Tons per month,5 Mbbl per month,Free Market,$3613 million,265 Mbbl,Untapped,Very Powerful,Congo,United States,42881 km 2,http://blocgame.com/stats.php?id=47207,,
Junoma,VicReyes,Steel Brotherhood,88k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,23 Hundred Tons per month,5 Mbbl per month,Free Market,$3552 million,362 Mbbl,Untapped,Powerful,Southern Cone,United States,45582 km 2,http://blocgame.com/stats.php?id=40349,2 Tons,
Lorigan,Lorigan,Steel Brotherhood,93k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 9 hours ago,29 Hundred Tons per month,8 Mbbl per month,Central Planning,$3510 million,351 Mbbl; 8 Mbbl,Plentiful,Large,Amazonia,Soviet Union,41898 km 2,http://blocgame.com/stats.php?id=59787,,
Rome Reloaded,Tiberius Ceaser,SPQR,54k active personnel,6 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 3 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$3506 million,4678 Mbbl,Near Depletion,Powerful,Mesopotamia,Soviet Union,12961 km 2,http://blocgame.com/stats.php?id=1421,,
Aasyria,David al-Assad,The Order,138k active personnel,9 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 2 hours ago,35 Hundred Tons per month,17 Mbbl per month,Central Planning,$3502 million,3853 Mbbl,Plentiful,Very Powerful,Mesopotamia,Soviet Union,45142 km 2,http://blocgame.com/stats.php?id=60967,,
Skekenhouse,Kraast,The Order,136k active personnel,5 ships,Korean War surplus,Angelic,5 factories,Standard,online now,38 Hundred Tons per month,16 Mbbl per month,Central Planning,$3474 million,5437 Mbbl; 16 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,67191 km 2,http://blocgame.com/stats.php?id=62962,,
Coccoladia,Ernesto Caprone,The Federal Colonies,38k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 35 hours ago,22 Hundred Tons per month,2 Mbbl per month,Central Planning,$3468 million,26 Mbbl; 2 Mbbl,Untapped,Very Powerful,Caribbean,Soviet Union,27057 km 2,http://blocgame.com/stats.php?id=40289,,
VinnyNation,VinnyRuler,Brotherhood of Nod,47k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Elite,online now,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$3445 million,328 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
Cirno,jc99,The Federal Colonies,158k active personnel,6 ships,Second World War surplus,Gandhi-like,8 factories,Undisciplined Rabble,online now,34 Hundred Tons per month,2 Mbbl per month,Free Market,$3432 million,212 Mbbl,Untapped,Powerful,Caribbean,United States,41625 km 2,http://blocgame.com/stats.php?id=43375,1 Tons,
TheDarkSide,LordVader,,92k active personnel,6 ships,Vietnam War surplus,Gandhi-like,3 factories,Standard,online now,27 Hundred Tons per month,4 Mbbl per month,Central Planning,$3406 million,762 Mbbl; 4 Mbbl,Near Depletion,Very Powerful,East Indies,Soviet Union,66147 km 2,http://blocgame.com/stats.php?id=63139,,
Kosan,Whitearcher8,The Order,97k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 7 hours ago,20 Hundred Tons per month,10 Mbbl per month,Central Planning,$3397 million,6449 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,34556 km 2,http://blocgame.com/stats.php?id=59227,,
Hitlerwasright,Louis C Cuck,The Order,98k active personnel,8 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 12 hours ago,35 Hundred Tons per month,25 Mbbl per month,Free Market,$3386 million,9695 Mbbl,Untapped,Very Powerful,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,,
Reim,Azrael,SPQR,91k active personnel,9 ships,Korean War surplus,Angelic,3 factories,Good,last online 3 hours ago,25 Hundred Tons per month,11 Mbbl per month,Central Planning,$3343 million,216 Mbbl; 11 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,60662 km 2,http://blocgame.com/stats.php?id=41073,,
Leinad,bloodywaffles12,The Order,38k active personnel,1 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 6 hours ago,19 Hundred Tons per month,12 Mbbl per month,Central Planning,$3329 million,422 Mbbl; 12 Mbbl,Untapped,Powerful,China,Soviet Union,21542 km 2,http://blocgame.com/stats.php?id=59332,,
Shambala,Feranon,Brotherhood of Nod,79k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,15 Hundred Tons per month,5 Mbbl per month,Central Planning,$3309 million,560 Mbbl; 5 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,29711 km 2,http://blocgame.com/stats.php?id=41268,,5%
Conrad,Waled,SPQR,87k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 2 hours ago,27 Hundred Tons per month,16 Mbbl per month,Central Planning,$3270 million,4978 Mbbl; 16 Mbbl,Plentiful,Powerful,Egypt,Soviet Union,22781 km 2,http://blocgame.com/stats.php?id=62640,,5%
Cubania,General Fidelis,The Order,99k active personnel,4 ships,Korean War surplus,Gandhi-like,5 factories,Standard,last online 4 hours ago,51 Hundred Tons per month,15 Mbbl per month,Central Planning,$3261 million,98 Mbbl; 15 Mbbl,Untapped,Very Powerful,Mesoamerica,Soviet Union,61756 km 2,http://blocgame.com/stats.php?id=47349,,
nanas,nanas batu,,60k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$3234 million,143 Mbbl; 7 Mbbl,,Mediocre,East Indies,Neutral,25208 km 2,http://blocgame.com/stats.php?id=61809,,
Newsoka,E Mark,The Hetairoi Guild,7k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 111 hours ago,33 Hundred Tons per month,17 Mbbl per month,Mixed Economy,$3221 million,221 Mbbl,,None,Indochina,Neutral,22565 km 2,http://blocgame.com/stats.php?id=63105,,
Harezland,Adam harez,The Order,40k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,11 Hundred Tons per month,10 Mbbl per month,Central Planning,$3197 million,69 Mbbl; 10 Mbbl,,Somewhat Large,Pacific Rim,Neutral,17028 km 2,http://blocgame.com/stats.php?id=60587,,
Brutish Empire,DarkyDonno,Brotherhood of Nod,99k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,29 Hundred Tons per month,12 Mbbl per month,Central Planning,$3176 million,322 Mbbl; 12 Mbbl,Untapped,Large,China,Soviet Union,33209 km 2,http://blocgame.com/stats.php?id=57265,,
KingBding,King B,The Order,68k active personnel,7 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 70 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$3120 million,197 Mbbl; 3 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,25241 km 2,http://blocgame.com/stats.php?id=63205,,
Sepidajistan,Shah Squid,Steel Brotherhood,12k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 23 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$3090 million,3643 Mbbl; 3 Mbbl,Untapped,Powerful,Atlas,Soviet Union,13641 km 2,http://blocgame.com/stats.php?id=59462,,
whitmanistan,slim,The Order,121k active personnel,7 ships,Korean War surplus,Gandhi-like,6 factories,Standard,last online 12 hours ago,17 Hundred Tons per month,9 Mbbl per month,Free Market,$3061 million,6446 Mbbl; 9 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,61548 km 2,http://blocgame.com/stats.php?id=36344,,
Glubistan,Glub,SPQR,108k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Poor,online now,25 Hundred Tons per month,13 Mbbl per month,Central Planning,$3044 million,2087 Mbbl; 13 Mbbl,Plentiful,Very Powerful,Arabia,Soviet Union,33967 km 2,http://blocgame.com/stats.php?id=63027,,
