country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
Uzbekistanstan,Shaikh Zayer,The Order,79k active personnel,3 ships,Second World War surplus,Angelic,4 factories,Elite,last online 9 hours ago,50 Hundred Tons per month,5 Mbbl per month,Free Market,$2763 million,355 Mbbl,Untapped,Large,Congo,United States,42881 km 2,http://blocgame.com/stats.php?id=47207,,
Eastasia,accounts being deleted,The Order,75k active personnel,2 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,9 Hundred Tons per month,5 Mbbl per month,Central Planning,$2745 million,906 Mbbl; 5 Mbbl,Untapped,Small,Pacific Rim,Soviet Union,34461 km 2,http://blocgame.com/stats.php?id=63527,,
Sovngarde,Farron47,The Order,82k active personnel,4 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 6 hours ago,29 Hundred Tons per month,7 Mbbl per month,Central Planning,$2707 million,532 Mbbl; 7 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,43859 km 2,http://blocgame.com/stats.php?id=62626,,
Cirno,jc99,The Federal Colonies,158k active personnel,3 ships,Second World War surplus,Gandhi-like,6 factories,Poor,last online 6 hours ago,34 Hundred Tons per month,2 Mbbl per month,Free Market,$2679 million,248 Mbbl,Untapped,Large,Caribbean,United States,41625 km 2,http://blocgame.com/stats.php?id=43375,1 Tons,
VinnyNation,VinnyRuler,Brotherhood of Nod,47k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 8 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$2670 million,203 Mbbl; 4 Mbbl,Untapped,Somewhat Large,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
Mirah,Filzah,The Order,128k active personnel,8 ships,Korean War surplus,Gandhi-like,4 factories,Good,online now,25 Hundred Tons per month,12 Mbbl per month,Central Planning,$2667 million,304 Mbbl; 12 Mbbl,Untapped,Powerful,China,Soviet Union,26843 km 2,http://blocgame.com/stats.php?id=64191,,
Kosan,Whitearcher8,The Divine Council,70k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 9 hours ago,16 Hundred Tons per month,9 Mbbl per month,Central Planning,$2645 million,6622 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,34556 km 2,http://blocgame.com/stats.php?id=59227,,
Ken no Taiyou,Hikari,The Order,39k active personnel,1 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 6 hours ago,9 Hundred Tons per month,33 Mbbl per month,Central Planning,$2581 million,1113 Mbbl; 33 Mbbl,Untapped,Large,Persia,Soviet Union,32081 km 2,http://blocgame.com/stats.php?id=64029,,
Raja Udang,Mario,PIRATES,21k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,18 Hundred Tons per month,8 Mbbl per month,Free Market,$2482 million,143 Mbbl; 8 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,36135 km 2,http://blocgame.com/stats.php?id=61754,,
Rome Reloaded,Tiberius Ceaser,SPQR,40k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 4 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$2478 million,4894 Mbbl,Near Depletion,Somewhat Large,Mesopotamia,Soviet Union,12961 km 2,http://blocgame.com/stats.php?id=1421,,
Hitlerwasright,Louis C Cuck,The Order,58k active personnel,0 ships,Korean War surplus,Gandhi-like,4 factories,Elite,online now,35 Hundred Tons per month,25 Mbbl per month,Free Market,$2476 million,10145 Mbbl,Plentiful,Large,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,,
Markovia,RDM HC,The Federal Colonies,118k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,25 Hundred Tons per month,13 Mbbl per month,Free Market,$2469 million,519 Mbbl; 13 Mbbl,Untapped,Powerful,Caribbean,United States,40901 km 2,http://blocgame.com/stats.php?id=58369,,
USSR,CommissarBrian,The Order,79k active personnel,0 ships,Korean War surplus,Gandhi-like,5 factories,Poor,last online 5 hours ago,39 Hundred Tons per month,8 Mbbl per month,Central Planning,$2450 million,171 Mbbl; 8 Mbbl,Untapped,Small,China,Soviet Union,47029 km 2,http://blocgame.com/stats.php?id=54182,,
Coccoladia,Ernesto Caprone,The Federal Colonies,38k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 17 hours ago,22 Hundred Tons per month,2 Mbbl per month,Central Planning,$2442 million,62 Mbbl; 2 Mbbl,Untapped,Large,Caribbean,Soviet Union,27057 km 2,http://blocgame.com/stats.php?id=40289,,
Shambala,Feranon,Brotherhood of Nod,59k active personnel,0 ships,Second World War surplus,Angelic,2 factories,Elite,last online 9 hours ago,15 Hundred Tons per month,5 Mbbl per month,Central Planning,$2412 million,85 Mbbl; 5 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,29711 km 2,http://blocgame.com/stats.php?id=41268,,5%
Batu putih,Harzan,The Federal Colonies,31k active personnel,4 ships,Second World War surplus,Normal,3 factories,Elite,last online 3 hours ago,12 Hundred Tons per month,8 Mbbl per month,Central Planning,$2409 million,113 Mbbl,Depleted,Meagre,East Indies,Soviet Union,10963 km 2,http://blocgame.com/stats.php?id=61926,,
Morjei,FlairWoW,The Divine Council,74k active personnel,1 ships,Second World War surplus,Gandhi-like,5 factories,Standard,last online 5 hours ago,37 Hundred Tons per month,5 Mbbl per month,Central Planning,$2407 million,389 Mbbl; 5 Mbbl,Untapped,Powerful,Indochina,Soviet Union,42900 km 2,http://blocgame.com/stats.php?id=53068,,
Alamo,linksith,SPQR,68k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 13 hours ago,10 Hundred Tons per month,2 Mbbl per month,Free Market,$2403 million,4350 Mbbl,Untapped,Somewhat Large,Mesopotamia,United States,16148 km 2,http://blocgame.com/stats.php?id=40536,,
Brutish Empire,DarkyDonno,SPQR,93k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 6 hours ago,25 Hundred Tons per month,10 Mbbl per month,Central Planning,$2402 million,80 Mbbl; 10 Mbbl,,Large,China,Soviet Union,33209 km 2,http://blocgame.com/stats.php?id=57265,,
Lorigan,Lorigan,The Divine Council,69k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 11 hours ago,29 Hundred Tons per month,8 Mbbl per month,Central Planning,$2384 million,153 Mbbl; 8 Mbbl,Untapped,Somewhat Large,Amazonia,Soviet Union,39396 km 2,http://blocgame.com/stats.php?id=59787,,
Tamarlania,Vagrant,The Order,139k active personnel,9 ships,Second World War surplus,Isolated,8 factories,Elite,last online 4 hours ago,70 Hundred Tons per month,67 Mbbl per month,Free Market,$2381 million,5007 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,58382 km 2,http://blocgame.com/stats.php?id=61626,,5%
Glubistan,Glub,SPQR,88k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Poor,last online 4 hours ago,25 Hundred Tons per month,13 Mbbl per month,Central Planning,$2376 million,1682 Mbbl; 13 Mbbl,Plentiful,Large,Arabia,Soviet Union,24486 km 2,http://blocgame.com/stats.php?id=63027,,
Krakozhia,Ilyich,Interpol,98k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 1 hours ago,20 Hundred Tons per month,4 Mbbl per month,Central Planning,$2374 million,555 Mbbl; 4 Mbbl,Plentiful,Very Powerful,Pacific Rim,Soviet Union,28409 km 2,http://blocgame.com/stats.php?id=39065,,
Harezland,Adam harez,The Order,61k active personnel,0 ships,First World War surplus,Gandhi-like,3 factories,Good,last online 4 hours ago,11 Hundred Tons per month,10 Mbbl per month,Central Planning,$2362 million,249 Mbbl; 10 Mbbl,Untapped,Mediocre,Pacific Rim,Neutral,16752 km 2,http://blocgame.com/stats.php?id=60587,,
Mesopotamia,Arcturus,The Order,98k active personnel,3 ships,Second World War surplus,Nice,3 factories,Standard,last online 12 hours ago,24 Hundred Tons per month,15 Mbbl per month,Free Market,$2343 million,5936 Mbbl,Plentiful,Mediocre,Mesopotamia,United States,37057 km 2,http://blocgame.com/stats.php?id=42045,,
Femtonesia,1101,Comintern,6k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 131 hours ago,42 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$2342 million,6 Mbbl,Untapped,Mediocre,Pacific Rim,Neutral,27217 km 2,http://blocgame.com/stats.php?id=63083,,
KingBding,King B,The Order,58k active personnel,4 ships,Second World War surplus,Nice,3 factories,Standard,last online 12 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$2319 million,251 Mbbl; 3 Mbbl,,Very Powerful,Southern Africa,Soviet Union,25241 km 2,http://blocgame.com/stats.php?id=63205,,
Skekenhouse,Kraast,The Order,71k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Standard,online now,34 Hundred Tons per month,16 Mbbl per month,Central Planning,$2313 million,4179 Mbbl; 16 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,54626 km 2,http://blocgame.com/stats.php?id=62962,,
Junovia,dontworryaboutit,Interpol,52k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,24 Hundred Tons per month,7 Mbbl per month,Free Market,$2299 million,402 Mbbl; 7 Mbbl,Plentiful,Large,Pacific Rim,Neutral,20884 km 2,http://blocgame.com/stats.php?id=63088,,
Salama�a,Bacardi,The Order,56k active personnel,0 ships,Korean War surplus,Angelic,2 factories,Good,last online 3 hours ago,21 Hundred Tons per month,8 Mbbl per month,Central Planning,$2293 million,157 Mbbl,Untapped,Somewhat Large,Southern Cone,Soviet Union,23972 km 2,http://blocgame.com/stats.php?id=63383,,
south nation,presiden tote,PIRATES,60k active personnel,3 ships,First World War surplus,Normal,3 factories,Good,online now,12 Hundred Tons per month,8 Mbbl per month,Central Planning,$2292 million,411 Mbbl; 8 Mbbl,,Small,Pacific Rim,Soviet Union,42484 km 2,http://blocgame.com/stats.php?id=61911,,
Mingland,mpetersen,Brotherhood of Nod,118k active personnel,8 ships,Second World War surplus,Angelic,3 factories,Elite,last online 4 hours ago,28 Hundred Tons per month,12 Mbbl per month,Central Planning,$2291 million,334 Mbbl; 12 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,29330 km 2,http://blocgame.com/stats.php?id=63922,,
Cameronia,Cameron Saxonson,Steel Brotherhood,58k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 8 hours ago,19 Hundred Tons per month,10 Mbbl per month,Central Planning,$2289 million,328 Mbbl; 10 Mbbl,Untapped,Large,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,,
The NLR,Darknight,The Order,70k active personnel,6 ships,Korean War surplus,Isolated,2 factories,Good,last online 2 hours ago,65 Hundred Tons per month,5 Mbbl per month,Central Planning,$2285 million,131 Mbbl; 5 Mbbl,Untapped,Very Powerful,Congo,Soviet Union,56545 km 2,http://blocgame.com/stats.php?id=49701,,
temasik,lawrence,SPQR,10k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 84 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$2285 million,732 Mbbl; 4 Mbbl,,Mediocre,East Indies,United States,15603 km 2,http://blocgame.com/stats.php?id=62827,,
Asiana,El_Xanatos,The Divine Council,75k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,32 Hundred Tons per month,7 Mbbl per month,Central Planning,$2284 million,283 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Indochina,Soviet Union,53486 km 2,http://blocgame.com/stats.php?id=62221,,
Conferan,Cryptox,The Divine Council,116k active personnel,3 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 3 hours ago,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$2260 million,336 Mbbl,Plentiful,Very Powerful,East Indies,Soviet Union,48882 km 2,http://blocgame.com/stats.php?id=56710,1 Tons,
Byzantium,The Wolf,Steel Brotherhood,89k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 4 hours ago,33 Hundred Tons per month,14 Mbbl per month,Free Market,$2255 million,5953 Mbbl,Plentiful,Very Powerful,Mesopotamia,United States,41349 km 2,http://blocgame.com/stats.php?id=41125,,
nanas,nanas batu,The Divine Council,5k active personnel,2 ships,First World War surplus,Gandhi-like,2 factories,Elite,online now,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$2249 million,269 Mbbl; 7 Mbbl,Untapped,Mediocre,East Indies,Neutral,25719 km 2,http://blocgame.com/stats.php?id=61809,,
Mzab,Cuma Thurman,Steel Brotherhood,79k active personnel,4 ships,Second World War surplus,Nice,3 factories,Good,last online 2 hours ago,27 Hundred Tons per month,16 Mbbl per month,Central Planning,$2240 million,3999 Mbbl; 16 Mbbl,Untapped,Large,Atlas,Soviet Union,38538 km 2,http://blocgame.com/stats.php?id=63775,,5%
Sintra,Daniel Lima,The Order,85k active personnel,5 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 6 hours ago,23 Hundred Tons per month,12 Mbbl per month,Central Planning,$2239 million,66 Mbbl; 12 Mbbl,Untapped,Somewhat Large,Caribbean,Soviet Union,35838 km 2,http://blocgame.com/stats.php?id=63167,,
constania,Comrade,The Divine Council,99k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 38 hours ago,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$2236 million,7 Mbbl,Untapped,Powerful,Congo,Soviet Union,17509 km 2,http://blocgame.com/stats.php?id=62606,,
Lombardy,Aistulf,The Order,64k active personnel,1 ships,Korean War surplus,Gandhi-like,4 factories,Standard,last online 3 hours ago,20 Hundred Tons per month,18 Mbbl per month,Free Market,$2212 million,7901 Mbbl,Plentiful,Somewhat Large,Persia,United States,51308 km 2,http://blocgame.com/stats.php?id=63882,,
Southern Africa,TheMaster_ZA,The Order,78k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 10 hours ago,33 Hundred Tons per month,5 Mbbl per month,Central Planning,$2191 million,165 Mbbl,Untapped,Powerful,Southern Africa,Soviet Union,49553 km 2,http://blocgame.com/stats.php?id=48410,,
CTSKRR,CTSKRR,The Divine Council,21k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 15 hours ago,11 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$2181 million,251 Mbbl; 8 Mbbl,Untapped,Mediocre,China,Soviet Union,14830 km 2,http://blocgame.com/stats.php?id=60811,,
Lothl�rien,Galadriel,,159k active personnel,12 ships,Korean War surplus,Angelic,10 factories,Elite,last online 3 hours ago,40 Hundred Tons per month,40 Mbbl per month,Free Market,$2181 million,11822 Mbbl; 40 Mbbl,Near Depletion,Very Powerful,Atlas,United States,40577 km 2,http://blocgame.com/stats.php?id=64165,,
Mmhat,Homermustdie,The Divine Council,28k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,14 Hundred Tons per month,2 Mbbl per month,Free Market,$2178 million,125 Mbbl; 2 Mbbl,Untapped,Mediocre,Amazonia,United States,20400 km 2,http://blocgame.com/stats.php?id=45846,,
Crimea,Hayro Khan,The Order,58k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 16 hours ago,17 Hundred Tons per month,11 Mbbl per month,Central Planning,$2172 million,3430 Mbbl; 11 Mbbl,,Somewhat Large,Atlas,Soviet Union,31017 km 2,http://blocgame.com/stats.php?id=2570,,
Ghost Shark,Sharky,PIRATES,83k active personnel,9 ships,Second World War surplus,Good,3 factories,Good,online now,12 Hundred Tons per month,6 Mbbl per month,Free Market,$2153 million,152 Mbbl,Untapped,Large,East Indies,United States,48764 km 2,http://blocgame.com/stats.php?id=63863,,
Jebawka,Shetay,The Order,99k active personnel,0 ships,Korean War surplus,Nice,3 factories,Standard,last online 8 hours ago,14 Hundred Tons per month,10 Mbbl per month,Free Market,$2147 million,3167 Mbbl,Untapped,Large,Arabia,United States,29809 km 2,http://blocgame.com/stats.php?id=54304,,
Conrad,Waled,SPQR,74k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 10 hours ago,20 Hundred Tons per month,16 Mbbl per month,Central Planning,$2145 million,4464 Mbbl; 16 Mbbl,,Large,Egypt,Soviet Union,17622 km 2,http://blocgame.com/stats.php?id=62640,,5%
Neechanville,Overlord-kun,Steel Brotherhood,66k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,18 Hundred Tons per month,5 Mbbl per month,Central Planning,$2137 million,411 Mbbl; 5 Mbbl,Untapped,Somewhat Large,Gran Colombia,Soviet Union,27420 km 2,http://blocgame.com/stats.php?id=63023,,
Alexandrastan,TWAIN,Brotherhood of Nod,51k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,10 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$2107 million,1874 Mbbl; 6 Mbbl,Untapped,Somewhat Large,Mesopotamia,United States,28361 km 2,http://blocgame.com/stats.php?id=39070,,
Lubekran,septima,Interpol,56k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,14 Hundred Tons per month,5 Mbbl per month,Central Planning,$2104 million,471 Mbbl; 5 Mbbl,Untapped,Large,Indochina,Soviet Union,8097 km 2,http://blocgame.com/stats.php?id=62568,,
Khuzestan,Georgy Zhukov,The Federal Colonies,79k active personnel,2 ships,Second World War surplus,Angelic,3 factories,Elite,last online 6 hours ago,19 Hundred Tons per month,10 Mbbl per month,Central Planning,$2096 million,2981 Mbbl; 10 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,42240 km 2,http://blocgame.com/stats.php?id=48914,2 Tons,
Russophia,Mikhail Putin,SPQR,17k active personnel,0 ships,Korean War surplus,Gandhi-like,None,Elite,last online 1 hours ago,3 Hundred Tons per month,8 Mbbl per month,Central Planning,$2095 million,1297 Mbbl; 8 Mbbl,Untapped,Large,Arabia,Soviet Union,4561 km 2,http://blocgame.com/stats.php?id=54426,,
Sepidajistan,Shah Squid,Steel Brotherhood,35k active personnel,0 ships,Second World War surplus,Nice,1 factory,Elite,last online 9 hours ago,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$2092 million,3681 Mbbl; 2 Mbbl,,Powerful,Atlas,Soviet Union,13917 km 2,http://blocgame.com/stats.php?id=59462,,
Ferma,President Jacobo Vincenzo,The Order,63k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 2 hours ago,25 Hundred Tons per month,,Free Market,$2085 million,178 Mbbl,Untapped,Large,Southern Cone,United States,27656 km 2,http://blocgame.com/stats.php?id=58784,,
Deagle Nation!,Jace Connors,Brotherhood of Nod,99k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Standard,online now,20 Hundred Tons per month,25 Mbbl per month,Central Planning,$2082 million,3795 Mbbl; 25 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,51706 km 2,http://blocgame.com/stats.php?id=63100,,
Ivalice,Nighthawk571,Interpol,89k active personnel,0 ships,Korean War surplus,Gandhi-like,4 factories,Good,online now,29 Hundred Tons per month,26 Mbbl per month,Central Planning,$2071 million,2105 Mbbl; 26 Mbbl,Plentiful,Mediocre,Arabia,Soviet Union,35726 km 2,http://blocgame.com/stats.php?id=63060,,
New Luzon,Chester E. Marquez,The Order,76k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,8 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$2071 million,4872 Mbbl,Untapped,Somewhat Large,Egypt,Neutral,36192 km 2,http://blocgame.com/stats.php?id=63066,,
Leinad,bloodywaffles12,The Order,99k active personnel,2 ships,Second World War surplus,Nice,3 factories,Good,last online 12 hours ago,14 Hundred Tons per month,9 Mbbl per month,Central Planning,$2068 million,588 Mbbl; 9 Mbbl,Untapped,Large,China,Soviet Union,18781 km 2,http://blocgame.com/stats.php?id=59332,,
Almania,Almanich,Brotherhood of Nod,63k active personnel,0 ships,Second World War surplus,Angelic,4 factories,Elite,last online 8 hours ago,2 Hundred Tons per month,,Central Planning,$2063 million,171 Mbbl,Plentiful,Very Powerful,China,Soviet Union,52163 km 2,http://blocgame.com/stats.php?id=51725,,
Classia,Classic,Steel Brotherhood,25k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 11 hours ago,17 Hundred Tons per month,13 Mbbl per month,Mixed Economy,$2056 million,242 Mbbl,Near Depletion,Large,China,United States,36530 km 2,http://blocgame.com/stats.php?id=63652,,
Cubania,General Fidelis,The Order,79k active personnel,4 ships,Korean War surplus,Angelic,3 factories,Elite,online now,42 Hundred Tons per month,12 Mbbl per month,Central Planning,$2047 million,74 Mbbl; 12 Mbbl,Untapped,Large,Mesoamerica,Soviet Union,56421 km 2,http://blocgame.com/stats.php?id=47349,,
Jemut,iwaniman/Ferozz,PIRATES,68k active personnel,6 ships,Second World War surplus,Angelic,5 factories,Elite,online now,25 Hundred Tons per month,17 Mbbl per month,Mixed Economy,$2037 million,298 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,38094 km 2,http://blocgame.com/stats.php?id=61811,,
Psilocybis,Lysergix,Brotherhood of Nod,30k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 11 hours ago,11 Hundred Tons per month,8 Mbbl per month,Central Planning,$2033 million,5071 Mbbl; 8 Mbbl,Untapped,Large,Persia,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=62795,,
South Uganda,Dr. Idi Amin,The Divine Council,183k active personnel,12 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 11 hours ago,40 Hundred Tons per month,6 Mbbl per month,Central Planning,$2029 million,396 Mbbl; 6 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,43471 km 2,http://blocgame.com/stats.php?id=63128,,
Treehouse,Number One,The Divine Council,34k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,6 Hundred Tons per month,3 Mbbl per month,Free Market,$2028 million,341 Mbbl; 3 Mbbl,Untapped,Powerful,Indochina,Neutral,19056 km 2,http://blocgame.com/stats.php?id=58889,,
Texastan,Rebel Lord,Interpol,90k active personnel,5 ships,Second World War surplus,Angelic,5 factories,Standard,last online 4 hours ago,23 Hundred Tons per month,24 Mbbl per month,Central Planning,$2025 million,6497 Mbbl; 24 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,51939 km 2,http://blocgame.com/stats.php?id=58149,,
Thair,Tacoonastick,The Order,20k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$2024 million,385 Mbbl; 5 Mbbl,,Large,Congo,Soviet Union,10465 km 2,http://blocgame.com/stats.php?id=60955,,
SettingMoon,Hawk,The Order,36k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 15 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$2024 million,442 Mbbl; 5 Mbbl,Untapped,Powerful,East Indies,Soviet Union,17107 km 2,http://blocgame.com/stats.php?id=62839,,
Selja,Whalenator,Brotherhood of Nod,22k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 7 hours ago,19 Hundred Tons per month,8 Mbbl per month,Central Planning,$2023 million,3331 Mbbl; 8 Mbbl,Near Depletion,Small,Persia,Soviet Union,29447 km 2,http://blocgame.com/stats.php?id=63172,,
Drelinka,Catheline lebran,SPQR,40k active personnel,0 ships,First World War surplus,Normal,1 factory,Elite,last online 31 hours ago,4 Hundred Tons per month,9 Mbbl per month,Mixed Economy,$2012 million,1290 Mbbl,Untapped,Small,Persia,Soviet Union,6063 km 2,http://blocgame.com/stats.php?id=61556,,
Bloodied Stools,cowds,The Divine Council,97k active personnel,0 ships,Second World War surplus,Good,2 factories,Good,last online 2 hours ago,25 Hundred Tons per month,12 Mbbl per month,Central Planning,$2011 million,143 Mbbl; 12 Mbbl,Plentiful,Very Powerful,Gran Colombia,Soviet Union,33516 km 2,http://blocgame.com/stats.php?id=56997,,
