country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
Uzbekistanstan,Shaikh Zayer,The Order,79k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 11 hours ago,47 Hundred Tons per month,5 Mbbl per month,Free Market,$2420 million,390 Mbbl,Untapped,Large,Congo,United States,42881 km 2,http://blocgame.com/stats.php?id=47207,,
LOCAI,Agumentic,Brotherhood of Nod,39k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 16 hours ago,11 Hundred Tons per month,5 Mbbl per month,Free Market,$2420 million,340 Mbbl; 5 Mbbl,Untapped,Very Powerful,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,,
Mirah,Filzah,The Order,74k active personnel,6 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 3 hours ago,22 Hundred Tons per month,12 Mbbl per month,Central Planning,$2340 million,388 Mbbl; 12 Mbbl,Untapped,Powerful,China,Soviet Union,25391 km 2,http://blocgame.com/stats.php?id=64191,,
VinnyNation,VinnyRuler,Brotherhood of Nod,47k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 5 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$2335 million,231 Mbbl; 4 Mbbl,Untapped,Small,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
Eastasia,accounts being deleted,The United Nations,59k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,8 Hundred Tons per month,4 Mbbl per month,Central Planning,$2263 million,878 Mbbl; 4 Mbbl,Untapped,Small,Pacific Rim,Soviet Union,29007 km 2,http://blocgame.com/stats.php?id=63527,,
Aasyria,David al-Assad,The Order,74k active personnel,4 ships,First World War surplus,Angelic,3 factories,Poor,online now,23 Hundred Tons per month,15 Mbbl per month,Central Planning,$2240 million,3577 Mbbl,Plentiful,Very Powerful,Mesopotamia,Soviet Union,42439 km 2,http://blocgame.com/stats.php?id=60967,,
Shambala,Feranon,Brotherhood of Nod,83k active personnel,2 ships,Second World War surplus,Normal,2 factories,Good,last online 1 hours ago,15 Hundred Tons per month,5 Mbbl per month,Central Planning,$2223 million,120 Mbbl; 5 Mbbl,Plentiful,Large,Pacific Rim,Soviet Union,30620 km 2,http://blocgame.com/stats.php?id=41268,,5%
Junoma,VicReyes,Steel Brotherhood,43k active personnel,1 ships,Second World War surplus,Nice,2 factories,Elite,online now,17 Hundred Tons per month,5 Mbbl per month,Free Market,$2201 million,483 Mbbl,Untapped,Large,Southern Cone,United States,41381 km 2,http://blocgame.com/stats.php?id=40349,,
Ghost Shark,Sharky,PIRATES,95k active personnel,8 ships,Second World War surplus,Normal,3 factories,Good,last online 2 hours ago,10 Hundred Tons per month,6 Mbbl per month,Free Market,$2174 million,194 Mbbl,Untapped,Large,East Indies,United States,47297 km 2,http://blocgame.com/stats.php?id=63863,,
constania,Comrade,The Divine Council,99k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 9 hours ago,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$2173 million,28 Mbbl; 7 Mbbl,,Powerful,Congo,Soviet Union,17509 km 2,http://blocgame.com/stats.php?id=62606,,
Alamo,linksith,The United Nations,64k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 30 hours ago,9 Hundred Tons per month,2 Mbbl per month,Free Market,$2155 million,4364 Mbbl,Untapped,Mediocre,Mesopotamia,United States,16148 km 2,http://blocgame.com/stats.php?id=40536,,
Sintra,Daniel Lima,The Order,117k active personnel,3 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 7 hours ago,19 Hundred Tons per month,12 Mbbl per month,Central Planning,$2149 million,150 Mbbl; 12 Mbbl,,Somewhat Large,Caribbean,Soviet Union,35838 km 2,http://blocgame.com/stats.php?id=63167,,
USSR,CommissarBrian,The Order,79k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 10 hours ago,37 Hundred Tons per month,8 Mbbl per month,Central Planning,$2147 million,227 Mbbl; 8 Mbbl,Plentiful,Small,China,Soviet Union,47029 km 2,http://blocgame.com/stats.php?id=54182,,
Asians,bigyihsuan,The Divine Council,28k active personnel,-1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 10 hours ago,11 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$2098 million,240 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,United States,16191 km 2,http://blocgame.com/stats.php?id=41551,,
Hitlerwasright,Louis C Cuck,The Order,58k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,35 Hundred Tons per month,25 Mbbl per month,Free Market,$2096 million,10320 Mbbl,Near Depletion,Somewhat Large,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,,
Newsoka,E Mark,The Divine Council,50k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 6 hours ago,29 Hundred Tons per month,11 Mbbl per month,Mixed Economy,$2093 million,633 Mbbl,Untapped,Mediocre,Indochina,United States,24874 km 2,http://blocgame.com/stats.php?id=63105,,
German Empire,Frederick the Great,SPQR,74k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Poor,last online 5 hours ago,14 Hundred Tons per month,7 Mbbl per month,Central Planning,$2088 million,4230 Mbbl,Untapped,Powerful,Egypt,Soviet Union,27337 km 2,http://blocgame.com/stats.php?id=63053,,
Almania,Almanich,Brotherhood of Nod,41k active personnel,0 ships,Second World War surplus,Normal,3 factories,Good,last online 5 hours ago,2 Hundred Tons per month,,Central Planning,$2074 million,171 Mbbl,Untapped,Very Powerful,China,Soviet Union,52163 km 2,http://blocgame.com/stats.php?id=51725,,
Southern Africa,TheMaster_ZA,The Order,66k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 12 hours ago,32 Hundred Tons per month,5 Mbbl per month,Central Planning,$2069 million,200 Mbbl,Untapped,Large,Southern Africa,Soviet Union,49553 km 2,http://blocgame.com/stats.php?id=48410,,
Morjei,FlairWoW,The Divine Council,74k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 10 hours ago,34 Hundred Tons per month,4 Mbbl per month,Central Planning,$2069 million,40 Mbbl; 4 Mbbl,Untapped,Large,Indochina,Soviet Union,42900 km 2,http://blocgame.com/stats.php?id=53068,,
Junovia,dontworryaboutit,Interpol,50k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,24 Hundred Tons per month,7 Mbbl per month,Free Market,$2065 million,451 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,Neutral,21094 km 2,http://blocgame.com/stats.php?id=63088,,
Coccoladia,Ernesto Caprone,The Federal Colonies,39k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 11 hours ago,21 Hundred Tons per month,2 Mbbl per month,Central Planning,$2052 million,76 Mbbl; 2 Mbbl,Untapped,Large,Caribbean,Soviet Union,27057 km 2,http://blocgame.com/stats.php?id=40289,,
Tamarlania,Vagrant,The Divine Council,139k active personnel,9 ships,First World War surplus,Normal,6 factories,Good,last online 1 hours ago,63 Hundred Tons per month,62 Mbbl per month,Free Market,$2049 million,5216 Mbbl,Untapped,Very Powerful,Mesopotamia,Neutral,53657 km 2,http://blocgame.com/stats.php?id=61626,,5%
SOPF,Johnathinski Weston,The United Nations,57k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 60 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$2049 million,121 Mbbl; 4 Mbbl,Untapped,Somewhat Large,East Indies,Soviet Union,18244 km 2,http://blocgame.com/stats.php?id=62841,,
KingBding,King B,The Order,32k active personnel,3 ships,Second World War surplus,Angelic,2 factories,Elite,last online 7 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$2034 million,272 Mbbl; 3 Mbbl,Plentiful,Very Powerful,Southern Africa,Soviet Union,25241 km 2,http://blocgame.com/stats.php?id=63205,,
nanas,nanas batu,The Divine Council,8k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,online now,20 Hundred Tons per month,6 Mbbl per month,Central Planning,$2030 million,102 Mbbl; 6 Mbbl,,Mediocre,East Indies,Neutral,31173 km 2,http://blocgame.com/stats.php?id=61809,,
Cameronia,Cameron Saxonson,Steel Brotherhood,60k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 9 hours ago,19 Hundred Tons per month,10 Mbbl per month,Central Planning,$2015 million,398 Mbbl; 10 Mbbl,Untapped,Large,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,,
Harezland,Adam harez,The Order,51k active personnel,1 ships,First World War surplus,Gandhi-like,3 factories,Good,last online 11 hours ago,11 Hundred Tons per month,10 Mbbl per month,Central Planning,$2007 million,319 Mbbl; 10 Mbbl,Plentiful,Somewhat Large,Pacific Rim,Neutral,16752 km 2,http://blocgame.com/stats.php?id=60587,,
Hansetica,Svan,,10k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 108 hours ago,18 Hundred Tons per month,8 Mbbl per month,Central Planning,$1985 million,127 Mbbl; 8 Mbbl,Untapped,Meagre,China,Soviet Union,20320 km 2,http://blocgame.com/stats.php?id=63390,,
Cirno,jc99,The Federal Colonies,138k active personnel,3 ships,Second World War surplus,Gandhi-like,5 factories,Standard,last online 7 hours ago,34 Hundred Tons per month,2 Mbbl per month,Free Market,$1984 million,234 Mbbl,Untapped,Large,Caribbean,United States,39052 km 2,http://blocgame.com/stats.php?id=43375,1 Tons,
Mzab,Cuma Thurman,Brotherhood of Nod,85k active personnel,4 ships,Second World War surplus,Isolated,2 factories,Elite,online now,24 Hundred Tons per month,16 Mbbl per month,Central Planning,$1967 million,4111 Mbbl; 16 Mbbl,Untapped,Large,Atlas,Soviet Union,38398 km 2,http://blocgame.com/stats.php?id=63775,,
Feffiopia,Serloks,The Divine Council,66k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 6 hours ago,33 Hundred Tons per month,10 Mbbl per month,Central Planning,$1966 million,342 Mbbl,Untapped,Powerful,The Subcontinent,Soviet Union,24983 km 2,http://blocgame.com/stats.php?id=46505,,
Russophia,Mikhail Putin,SPQR,8k active personnel,0 ships,Korean War surplus,Gandhi-like,None,Elite,last online 1 hours ago,3 Hundred Tons per month,8 Mbbl per month,Central Planning,$1949 million,1623 Mbbl; 8 Mbbl,Untapped,Large,Arabia,Soviet Union,5473 km 2,http://blocgame.com/stats.php?id=54426,,
Cubania,General Fidelis,The Order,85k active personnel,4 ships,Korean War surplus,Angelic,3 factories,Elite,online now,37 Hundred Tons per month,10 Mbbl per month,Central Planning,$1938 million,149 Mbbl; 10 Mbbl,Plentiful,Large,Mesoamerica,Soviet Union,56421 km 2,http://blocgame.com/stats.php?id=47349,,
durkastan,ned kelly,SPQR,62k active personnel,6 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,26 Hundred Tons per month,22 Mbbl per month,Mixed Economy,$1931 million,2888 Mbbl,Untapped,Mediocre,Arabia,United States,36464 km 2,http://blocgame.com/stats.php?id=40488,,
North Nubia,Sean Tony,N.S.D.A.P,11k active personnel,0 ships,First World War surplus,Gandhi-like,3 factories,Elite,last online 9 hours ago,28 Hundred Tons per month,10 Mbbl per month,Central Planning,$1924 million,10 Mbbl,Plentiful,Small,Congo,Soviet Union,28061 km 2,http://blocgame.com/stats.php?id=63084,,
Conrad,Waled,SPQR,54k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,20 Hundred Tons per month,16 Mbbl per month,Central Planning,$1913 million,4576 Mbbl; 16 Mbbl,,Large,Egypt,Soviet Union,16722 km 2,http://blocgame.com/stats.php?id=62640,1 Tons,
Femtonesia,1101,Comintern,6k active personnel,0 ships,First World War surplus,Normal,1 factory,Elite,last online 36 hours ago,42 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$1912 million,42 Mbbl; 6 Mbbl,,Mediocre,Pacific Rim,Neutral,27217 km 2,http://blocgame.com/stats.php?id=63083,,
Ivalice,Nighthawk571,Interpol,79k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,26 Hundred Tons per month,24 Mbbl per month,Central Planning,$1895 million,2282 Mbbl; 24 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,35726 km 2,http://blocgame.com/stats.php?id=63060,,
Glubistan,Glub,SPQR,78k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Poor,last online 3 hours ago,25 Hundred Tons per month,13 Mbbl per month,Central Planning,$1890 million,1611 Mbbl; 13 Mbbl,Untapped,Large,Arabia,Soviet Union,23779 km 2,http://blocgame.com/stats.php?id=63027,,
Markovia,RDM HC,The Federal Colonies,88k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 5 hours ago,24 Hundred Tons per month,12 Mbbl per month,Free Market,$1879 million,602 Mbbl; 12 Mbbl,Untapped,Powerful,Caribbean,United States,39510 km 2,http://blocgame.com/stats.php?id=58369,,
Crimea,Hayro Khan,The Order,58k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 6 hours ago,17 Hundred Tons per month,11 Mbbl per month,Central Planning,$1871 million,3507 Mbbl; 11 Mbbl,Near Depletion,Mediocre,Atlas,Soviet Union,31017 km 2,http://blocgame.com/stats.php?id=2570,,
Texastan,Rebel Lord,Interpol,90k active personnel,5 ships,Second World War surplus,Gandhi-like,4 factories,Good,online now,23 Hundred Tons per month,24 Mbbl per month,Central Planning,$1866 million,6665 Mbbl; 24 Mbbl,Untapped,Powerful,Mesopotamia,Soviet Union,51939 km 2,http://blocgame.com/stats.php?id=58149,,
Ken no Taiyou,Hikari,The Order,38k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,9 Hundred Tons per month,29 Mbbl per month,Central Planning,$1855 million,1331 Mbbl; 29 Mbbl,Untapped,Large,Persia,Soviet Union,30155 km 2,http://blocgame.com/stats.php?id=64029,,
South Uganda,Dr. Idi Amin,The Divine Council,169k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 6 hours ago,40 Hundred Tons per month,6 Mbbl per month,Central Planning,$1852 million,420 Mbbl; 6 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,41306 km 2,http://blocgame.com/stats.php?id=63128,,
Lothl�rien,Galadriel,,148k active personnel,11 ships,Second World War surplus,Gandhi-like,8 factories,Elite,last online 2 hours ago,30 Hundred Tons per month,30 Mbbl per month,Free Market,$1836 million,11367 Mbbl,Near Depletion,Powerful,Atlas,United States,29507 km 2,http://blocgame.com/stats.php?id=64165,,
Mmhat,Homermustdie,The Divine Council,38k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 6 hours ago,14 Hundred Tons per month,2 Mbbl per month,Free Market,$1835 million,139 Mbbl; 2 Mbbl,Untapped,Mediocre,Amazonia,United States,20400 km 2,http://blocgame.com/stats.php?id=45846,,
Zeon Alliance,Char Aznable,The Divine Council,80k active personnel,6 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 3 hours ago,7 Hundred Tons per month,7 Mbbl per month,Free Market,$1829 million,230 Mbbl; 7 Mbbl,Untapped,Very Powerful,Pacific Rim,United States,33932 km 2,http://blocgame.com/stats.php?id=62248,1 Tons,
Manturia-Korea,Maosecond,,80k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 7 hours ago,18 Hundred Tons per month,4 Mbbl per month,Free Market,$1827 million,218 Mbbl,,Mediocre,China,United States,20066 km 2,http://blocgame.com/stats.php?id=64188,,
Nueva Galicia,FedericoDionisi,Che Guevara League,30k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 4 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$1825 million,37 Mbbl; 2 Mbbl,Untapped,Large,Southern Cone,Soviet Union,19743 km 2,http://blocgame.com/stats.php?id=60349,,
Alexandrastan,TWAIN,Brotherhood of Nod,47k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Standard,last online 5 hours ago,10 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$1820 million,1916 Mbbl; 6 Mbbl,Untapped,Somewhat Large,Mesopotamia,United States,28361 km 2,http://blocgame.com/stats.php?id=39070,,
Johor,Helmi Omar,The Khilafah,22k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 13 hours ago,9 Hundred Tons per month,5 Mbbl per month,Central Planning,$1816 million,5 Mbbl,Near Depletion,Mediocre,Pacific Rim,Neutral,16006 km 2,http://blocgame.com/stats.php?id=60442,,
Drelinka,Catheline lebran,SPQR,32k active personnel,0 ships,First World War surplus,Pariah,1 factory,Elite,last online 3 hours ago,4 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$1811 million,1351 Mbbl,Untapped,Small,Persia,Soviet Union,6063 km 2,http://blocgame.com/stats.php?id=61556,,
Lorigan,Lorigan,The Divine Council,59k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 5 hours ago,23 Hundred Tons per month,8 Mbbl per month,Central Planning,$1808 million,209 Mbbl; 8 Mbbl,Untapped,Mediocre,Amazonia,Soviet Union,37619 km 2,http://blocgame.com/stats.php?id=59787,,
Jebawka,Shetay,The Order,89k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 16 hours ago,14 Hundred Tons per month,10 Mbbl per month,Free Market,$1806 million,3021 Mbbl,Untapped,Mediocre,Arabia,United States,28692 km 2,http://blocgame.com/stats.php?id=54304,,
Ferma,President Jacobo Vincenzo,The Order,55k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,online now,25 Hundred Tons per month,,Free Market,$1805 million,178 Mbbl,Untapped,Large,Southern Cone,United States,27656 km 2,http://blocgame.com/stats.php?id=58784,,
shair,shair,,30k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,30 Hundred Tons per month,11 Mbbl per month,Central Planning,$1804 million,160 Mbbl,Untapped,Large,East Indies,Soviet Union,40972 km 2,http://blocgame.com/stats.php?id=62199,,
Cyleia,Silas Adar,,6k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 66 hours ago,11 Hundred Tons per month,6 Mbbl per month,Free Market,$1802 million,206 Mbbl; 6 Mbbl,Untapped,Mediocre,Mesoamerica,United States,15440 km 2,http://blocgame.com/stats.php?id=62784,,
CTSKRR,CTSKRR,The Divine Council,18k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Undisciplined Rabble,last online 15 hours ago,11 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$1800 million,307 Mbbl; 8 Mbbl,Untapped,Mediocre,China,Soviet Union,14979 km 2,http://blocgame.com/stats.php?id=60811,,
the Haunted,thedrunkenarchitect,The Order,82k active personnel,3 ships,Second World War surplus,Good,3 factories,Elite,last online 9 hours ago,28 Hundred Tons per month,4 Mbbl per month,Central Planning,$1796 million,434 Mbbl; 4 Mbbl,,Very Powerful,Southern Africa,Soviet Union,36676 km 2,http://blocgame.com/stats.php?id=63020,,
Etiwan,Latvu,The Divine Council,9k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 32 hours ago,19 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$1795 million,305 Mbbl,Untapped,Mediocre,Amazonia,United States,24305 km 2,http://blocgame.com/stats.php?id=60056,,
Krakozhia,Ilyich,Interpol,78k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Good,online now,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$1793 million,72 Mbbl; 3 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,27286 km 2,http://blocgame.com/stats.php?id=39065,,
Brutish Empire,DarkyDonno,SPQR,78k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,19 Hundred Tons per month,8 Mbbl per month,Central Planning,$1790 million,114 Mbbl; 8 Mbbl,Near Depletion,Somewhat Large,China,Soviet Union,31174 km 2,http://blocgame.com/stats.php?id=57265,,
Sepidajistan,Shah Squid,Al-Qassam Brigades,32k active personnel,0 ships,Second World War surplus,Nice,1 factory,Elite,last online 6 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$1790 million,3697 Mbbl; 3 Mbbl,,Large,Atlas,Soviet Union,14057 km 2,http://blocgame.com/stats.php?id=59462,,
Kekistonia,Mad Dog Mattis,The Order,65k active personnel,4 ships,First World War surplus,Gandhi-like,3 factories,Elite,online now,21 Hundred Tons per month,12 Mbbl per month,Central Planning,$1783 million,8910 Mbbl,Untapped,Large,Atlas,Soviet Union,45330 km 2,http://blocgame.com/stats.php?id=63476,,
Mingland,mpetersen,Brotherhood of Nod,95k active personnel,5 ships,Second World War surplus,Angelic,3 factories,Good,last online 1 hours ago,26 Hundred Tons per month,11 Mbbl per month,Central Planning,$1781 million,412 Mbbl; 11 Mbbl,Untapped,Powerful,Southern Africa,Soviet Union,26193 km 2,http://blocgame.com/stats.php?id=63922,,
Thair,Tacoonastick,The Order,24k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 8 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$1777 million,420 Mbbl; 5 Mbbl,Near Depletion,Large,Congo,Soviet Union,10465 km 2,http://blocgame.com/stats.php?id=60955,,
Valtania,Kelvin D. Makumbi,The Federal Colonies,121k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 9 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$1774 million,59 Mbbl; 12 Mbbl,Near Depletion,Large,Mesoamerica,Soviet Union,36276 km 2,http://blocgame.com/stats.php?id=62525,,
Mesopotamia,Arcturus,The Order,78k active personnel,1 ships,Second World War surplus,Isolated,3 factories,Standard,last online 14 hours ago,20 Hundred Tons per month,13 Mbbl per month,Free Market,$1768 million,5834 Mbbl,Untapped,Mediocre,Mesopotamia,United States,36248 km 2,http://blocgame.com/stats.php?id=42045,,
Syphirious,Doxal,Interpol,78k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 2 hours ago,32 Hundred Tons per month,28 Mbbl per month,Central Planning,$1767 million,4077 Mbbl; 28 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,52073 km 2,http://blocgame.com/stats.php?id=59670,,
Selja,Whalenator,Brotherhood of Nod,58k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Poor,last online 7 hours ago,19 Hundred Tons per month,8 Mbbl per month,Central Planning,$1759 million,3387 Mbbl; 8 Mbbl,Plentiful,Mediocre,Persia,Soviet Union,31646 km 2,http://blocgame.com/stats.php?id=63172,,
Kyranistan,Michael Hussain,,7k active personnel,0 ships,First World War surplus,Normal,2 factories,Elite,last online 18 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1757 million,4059 Mbbl; 2 Mbbl,Untapped,Large,Persia,Neutral,16821 km 2,http://blocgame.com/stats.php?id=61263,,
Leinad,bloodywaffles12,The United Nations,73k active personnel,1 ships,Second World War surplus,Nice,3 factories,Good,last online 10 hours ago,11 Hundred Tons per month,7 Mbbl per month,Central Planning,$1754 million,329 Mbbl; 7 Mbbl,Plentiful,Large,China,Soviet Union,17872 km 2,http://blocgame.com/stats.php?id=59332,,
Petai Belalang,zulhasr39689,PIRATES,106k active personnel,11 ships,Second World War surplus,Gandhi-like,4 factories,Good,online now,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$1754 million,227 Mbbl; 5 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,22313 km 2,http://blocgame.com/stats.php?id=60767,,
Giant Mechs,OiledDNA,The Divine Council,78k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$1753 million,345 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,34029 km 2,http://blocgame.com/stats.php?id=60735,,
