country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Arabia State,TheGreatWolfy,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 168 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$366 million,2530 Mbbl; 1 Mbbl,Untapped,None,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=54698,
San Vincente,Manuelo Alberto,,25k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 89 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$366 million,245 Mbbl; 3 Mbbl,Untapped,Small,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=55217,
Butt Munch Land,Butt Munch,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 1 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$366 million,95 Mbbl; 1 Mbbl,Untapped,None,Mesoamerica,Neutral,11345 km 2,http://blocgame.com/stats.php?id=58540,
Knugo,Zarmaka,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 166 hours ago,2 Hundred Tons per month,,Mixed Economy,$366 million,416 Mbbl,Untapped,None,Congo,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63184,
Obamanation,Randall D. Blythe,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 158 hours ago,2 Hundred Tons per month,,Free Market,$366 million,,Untapped,None,Persia,Soviet Union,16010 km 2,http://blocgame.com/stats.php?id=63395,
Josey Wales,Stumpgrinder,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 154 hours ago,2 Hundred Tons per month,,Free Market,$366 million,,Untapped,None,Mesopotamia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63457,
Kangznsheeit,Cheapsh0t,The Order,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 110 hours ago,2 Hundred Tons per month,,Central Planning,$366 million,,Untapped,None,Egypt,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63578,
Lingoria,Pecheneg,The Order,10k active personnel,0 ships,First World War surplus,Pariah,None,Elite,last online 2 hours ago,3 Hundred Tons per month,4 Mbbl per month,Free Market,$366 million,4 Mbbl,Untapped,Meagre,Persia,United States,17448 km 2,http://blocgame.com/stats.php?id=63770,
Oteco,tropho,Che Guevara League,38k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 1 hours ago,2 Hundred Tons per month,,Mixed Economy,$366 million,26 Mbbl,Untapped,Meagre,Gran Colombia,Soviet Union,26130 km 2,http://blocgame.com/stats.php?id=64006,
Mikedonia,mykeedee,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 152 hours ago,3 Hundred Tons per month,,Mixed Economy,$365 million,344 Mbbl,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=42563,
South Sudan,Darkseller63,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 143 hours ago,2 Hundred Tons per month,,Mixed Economy,$365 million,,Untapped,None,East Africa,Neutral,16335 km 2,http://blocgame.com/stats.php?id=48320,
Efra,Bronzeaus The Just,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 148 hours ago,2 Hundred Tons per month,,Mixed Economy,$365 million,,Untapped,None,Guinea,Neutral,20000 km 2,http://blocgame.com/stats.php?id=57373,
BOOP,TRIGGERED,,28k active personnel,0 ships,Finest of the 19th century,Normal,None,Elite,last online 1 hours ago,3 Hundred Tons per month,,Mixed Economy,$365 million,27 Mbbl,Untapped,None,China,United States,23990 km 2,http://blocgame.com/stats.php?id=58737,
Gorland,AlGore1,,41k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 28 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$365 million,1 Mbbl,Plentiful,None,Pacific Rim,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=63265,
Putridium,General Vlad Drac,,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 155 hours ago,3 Hundred Tons per month,,Free Market,$365 million,,Untapped,None,The Subcontinent,United States,20000 km 2,http://blocgame.com/stats.php?id=63444,
Cisim,colossalwaffle,The Order,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 141 hours ago,3 Hundred Tons per month,,Free Market,$365 million,,Untapped,None,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63451,
Pidto,Pidto,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 157 hours ago,2 Hundred Tons per month,,Free Market,$365 million,,Untapped,None,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63454,
Burgaria,The Burger King,African Union,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 43 hours ago,4 Hundred Tons per month,,Mixed Economy,$365 million,,Untapped,None,Congo,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63468,
lifts223,krakeder9,The Order,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 144 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$365 million,1 Mbbl,Untapped,Meagre,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63567,
Ponte de Terra,paddy de terra,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 153 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$365 million,299 Mbbl; 1 Mbbl,Untapped,None,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63587,
Afrikaner State,grootpapa1945,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 153 hours ago,2 Hundred Tons per month,,Mixed Economy,$365 million,,Untapped,None,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63597,
Bela Polska,Alex Bon,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 150 hours ago,3 Hundred Tons per month,,Free Market,$365 million,,Untapped,None,Amazonia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63625,
Tormata,Tormato,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 133 hours ago,2 Hundred Tons per month,,Mixed Economy,$365 million,,Untapped,None,China,Neutral,16500 km 2,http://blocgame.com/stats.php?id=63752,
Gridland,grid,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 88 hours ago,2 Hundred Tons per month,,Mixed Economy,$364 million,,Untapped,None,East Africa,Neutral,11120 km 2,http://blocgame.com/stats.php?id=2917,
Kennethland,Kenneth,The Order,47k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,last online 1 hours ago,4 Hundred Tons per month,,Central Planning,$364 million,58 Mbbl,Untapped,Meagre,Gran Colombia,Neutral,19967 km 2,http://blocgame.com/stats.php?id=47662,
Ugandavitz,Charles Adibi,African Union,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 22 hours ago,3 Hundred Tons per month,,Central Planning,$364 million,138 Mbbl,Untapped,Meagre,West Africa,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=51450,
Skhrimm,Ept24I5,,2k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 23 hours ago,2 Hundred Tons per month,,Mixed Economy,$364 million,,Untapped,None,China,Neutral,16172 km 2,http://blocgame.com/stats.php?id=54756,
Krovator Land,Kassim Fuentes,The High Council,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 13 hours ago,5 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$364 million,340 Mbbl; 2 Mbbl,Untapped,Mediocre,Caribbean,United States,26523 km 2,http://blocgame.com/stats.php?id=60722,
Krajina,�eljko Ra�natovi�,Lithuanian Coalition,35k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 5 hours ago,14 Hundred Tons per month,11 Mbbl per month,Central Planning,$364 million,4234 Mbbl; 11 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,23665 km 2,http://blocgame.com/stats.php?id=62961,
Shell,Antonios,The Order,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 33 hours ago,5 Hundred Tons per month,8 Mbbl per month,Free Market,$364 million,5620 Mbbl,Untapped,Mediocre,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=63278,
Dank Stank,aristocratic23,The Order,37k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,last online 17 hours ago,6 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$364 million,,Untapped,Meagre,West Africa,Neutral,23665 km 2,http://blocgame.com/stats.php?id=63387,
Esmair,muffjin,The Order,40k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,7 Hundred Tons per month,1 Mbbl per month,Central Planning,$363 million,336 Mbbl,Untapped,Small,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=40882,
Gubbins :3,Gubbins,The Order,39k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 144 hours ago,26 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$363 million,,Untapped,None,East Africa,Soviet Union,26666 km 2,http://blocgame.com/stats.php?id=46500,
FIFA,Seff Blatter,Che Guevara League,30k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 21 hours ago,7 Hundred Tons per month,,Mixed Economy,$363 million,,Untapped,None,Amazonia,Soviet Union,20398 km 2,http://blocgame.com/stats.php?id=56829,
Awesomeria,killbodies,Brotherhood of Zion,57k active personnel,0 ships,First World War surplus,Nice,2 factories,Standard,last online 9 hours ago,15 Hundred Tons per month,5 Mbbl per month,Central Planning,$363 million,406 Mbbl; 5 Mbbl,Untapped,Small,Congo,Soviet Union,28523 km 2,http://blocgame.com/stats.php?id=57755,
siput sedut,Mr. President Aizat,,24k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 10 hours ago,9 Hundred Tons per month,7 Mbbl per month,Free Market,$363 million,22 Mbbl,Untapped,Mediocre,East Indies,United States,20157 km 2,http://blocgame.com/stats.php?id=60552,
Kupros,Lord Castillon,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 158 hours ago,3 Hundred Tons per month,,Free Market,$363 million,,Untapped,None,China,United States,16335 km 2,http://blocgame.com/stats.php?id=63382,
Northwest Front,Jaredar,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 73 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$363 million,1 Mbbl,Untapped,None,Mesoamerica,United States,20000 km 2,http://blocgame.com/stats.php?id=63507,
Pentastan,Magpie,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 128 hours ago,4 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$363 million,3 Mbbl,Untapped,None,Persia,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=63583,
Deveaux,Deveaux94,,15k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 140 hours ago,2 Hundred Tons per month,,Free Market,$363 million,,Untapped,None,Egypt,Neutral,19800 km 2,http://blocgame.com/stats.php?id=63722,
Rostock,InnocentAce,,36k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,last online 8 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$362 million,53 Mbbl,Untapped,Meagre,China,Soviet Union,23698 km 2,http://blocgame.com/stats.php?id=40376,
Bananama,Tokajima,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 169 hours ago,2 Hundred Tons per month,,Free Market,$362 million,,Untapped,None,Caribbean,Neutral,16335 km 2,http://blocgame.com/stats.php?id=49257,
Candlevania,Joseph Franklin Adams,,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 178 hours ago,2 Hundred Tons per month,,Free Market,$362 million,,Untapped,None,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=63109,
Nespera,Pope Paul XXXVI,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 159 hours ago,2 Hundred Tons per month,,Free Market,$362 million,,Untapped,None,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63270,
Thinkpad,maskedplacebo,The Order,19k active personnel,0 ships,Finest of the 19th century,Good,None,Poor,online now,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$362 million,110 Mbbl,Untapped,Meagre,Indochina,Soviet Union,24721 km 2,http://blocgame.com/stats.php?id=63332,
Horasia,PoceH,,7k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 127 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$362 million,6517 Mbbl; 1 Mbbl,Untapped,None,Atlas,Neutral,16200 km 2,http://blocgame.com/stats.php?id=63553,
Kornian,Premier Warlord Bush,,5k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 1 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$362 million,,Untapped,Meagre,Congo,United States,16335 km 2,http://blocgame.com/stats.php?id=63705,
morning-wood,MLGXDD360ElcHaPo,,24k active personnel,0 ships,Finest of the 19th century,Questionable,None,Standard,online now,2 Hundred Tons per month,,Mixed Economy,$362 million,34 Mbbl,Untapped,None,East Indies,Soviet Union,22504 km 2,http://blocgame.com/stats.php?id=64074,
Gohan wa Okazu,Yui Hirasawa,Lithuanian Coalition,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 172 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$361 million,419 Mbbl; 1 Mbbl,Untapped,None,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61638,
Kountrygood,Zoranzor,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 146 hours ago,2 Hundred Tons per month,,Free Market,$361 million,,Untapped,None,Southern Cone,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63656,
KIMCHI,Kim John Ill,,4k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 136 hours ago,3 Hundred Tons per month,,Mixed Economy,$361 million,,Untapped,Meagre,Pacific Rim,Soviet Union,19406 km 2,http://blocgame.com/stats.php?id=63693,
Ezo,arkroyale,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 138 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$360 million,1 Mbbl,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=41571,
Panda Express,Pillow,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 138 hours ago,2 Hundred Tons per month,,Free Market,$360 million,,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=48457,
DoubleDuskia,Goratrixx,,10k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 158 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$360 million,164 Mbbl; 1 Mbbl,Untapped,None,Caribbean,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=51477,
Boro,Speedy13,The Order,24k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 3 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$360 million,326 Mbbl; 2 Mbbl,Untapped,None,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59257,
Langgarpura,neocon,The Order,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,5 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$360 million,164 Mbbl,Untapped,Small,East Indies,Neutral,20200 km 2,http://blocgame.com/stats.php?id=60629,
Pida,Mohd,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 134 hours ago,2 Hundred Tons per month,,Mixed Economy,$360 million,,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60763,
Pasir 2 butir,Aku lah,,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 177 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$360 million,1 Mbbl,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62420,
Addin-territory,Addin,PIRATES,30k active personnel,0 ships,First World War surplus,Questionable,None,Standard,last online 1 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$360 million,99 Mbbl,Untapped,Small,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62712,
Thimerica,Focus,Che Guevara League,32k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 4 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$360 million,134 Mbbl; 2 Mbbl,Untapped,None,Gran Colombia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62883,
Armados,John Marshall,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 129 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$360 million,3225 Mbbl; 1 Mbbl,Untapped,None,Mesopotamia,Neutral,19602 km 2,http://blocgame.com/stats.php?id=63293,
Szevarif�ld,Arpad,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 141 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$360 million,3355 Mbbl; 1 Mbbl,Untapped,None,Persia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63424,
Cirnoland,General Cirno,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 124 hours ago,3 Hundred Tons per month,,Free Market,$360 million,,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63702,
Hitler,Biiv,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 136 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$360 million,1 Mbbl,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63731,
Rhuer,Ha1000,,8k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Undisciplined Rabble,last online 11 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$360 million,3721 Mbbl,Plentiful,Meagre,Arabia,United States,23055 km 2,http://blocgame.com/stats.php?id=63913,
Malta,Merito Melitensi,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 151 hours ago,2 Hundred Tons per month,,Mixed Economy,$359 million,,Untapped,None,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=40902,
Alohaha,Jakeirt,Brotherhood of Zion,10k active personnel,0 ships,Finest of the 19th century,Normal,1 factory,Poor,last online 24 hours ago,3 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$359 million,500 Mbbl,Untapped,None,Congo,United States,20000 km 2,http://blocgame.com/stats.php?id=57669,
Cartenesia,hexagon,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 5 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$359 million,,Untapped,None,Pacific Rim,Neutral,16500 km 2,http://blocgame.com/stats.php?id=58994,
Mogudishu,Hussain Mohammed Dahir,,35k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 63 hours ago,2 Hundred Tons per month,,Central Planning,$359 million,494 Mbbl,Untapped,Meagre,East Africa,Neutral,23828 km 2,http://blocgame.com/stats.php?id=60493,
Utopiareally,Benevolent Dictator,,8k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Standard,last online 63 hours ago,2 Hundred Tons per month,4 Mbbl per month,Central Planning,$359 million,2072 Mbbl; 4 Mbbl,Untapped,Meagre,Persia,Soviet Union,19269 km 2,http://blocgame.com/stats.php?id=63590,
666,janne666tuhoaja,,9k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 95 hours ago,4 Hundred Tons per month,,Central Planning,$359 million,,Untapped,None,Guinea,Neutral,16667 km 2,http://blocgame.com/stats.php?id=63881,
Kikkomen,general_tso_chiken,Brotherhood of Zion,36k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,4 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$358 million,83 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,23195 km 2,http://blocgame.com/stats.php?id=53662,1 Tons
Swadiland,Narza,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 126 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$358 million,292 Mbbl,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=54228,
Nautique,wayneeconomist,The High Council,34k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 10 hours ago,7 Hundred Tons per month,,Central Planning,$358 million,,Untapped,Mediocre,The Subcontinent,Soviet Union,19629 km 2,http://blocgame.com/stats.php?id=58443,
Nhayat,Nhayat,The Order,40k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 4 hours ago,13 Hundred Tons per month,2 Mbbl per month,Central Planning,$358 million,316 Mbbl; 2 Mbbl,Untapped,Small,Caribbean,Soviet Union,30881 km 2,http://blocgame.com/stats.php?id=62666,
WEWUZKANGS,BETTERTHANHITLER,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 158 hours ago,2 Hundred Tons per month,,Central Planning,$358 million,,Untapped,None,Congo,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63337,
Mafros,hocuspocusinedible,,3k active personnel,0 ships,First World War surplus,Nice,None,Undisciplined Rabble,last online 23 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$358 million,,Untapped,Meagre,Persia,United States,19212 km 2,http://blocgame.com/stats.php?id=63788,
Alanies,Alany,The Order,46k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 19 hours ago,8 Hundred Tons per month,5 Mbbl per month,Central Planning,$357 million,261 Mbbl; 5 Mbbl,Untapped,Small,Mesopotamia,Soviet Union,26848 km 2,http://blocgame.com/stats.php?id=54617,
Crusader State,John Paul II,Lithuanian Coalition,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 46 hours ago,5 Hundred Tons per month,3 Mbbl per month,Free Market,$357 million,3460 Mbbl,Untapped,Small,Mesopotamia,United States,19527 km 2,http://blocgame.com/stats.php?id=62988,
rio de la plata,karl franz,Lithuanian Coalition,9k active personnel,0 ships,First World War surplus,Good,1 factory,Elite,last online 1 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$357 million,115 Mbbl,,None,Southern Cone,Soviet Union,15179 km 2,http://blocgame.com/stats.php?id=63051,
Mitstosky,Zibor,,22k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 117 hours ago,3 Hundred Tons per month,,Central Planning,$357 million,,Untapped,Meagre,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63375,
Chongministan,Restrepo,The Order,29k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 11 hours ago,6 Hundred Tons per month,4 Mbbl per month,Central Planning,$357 million,2966 Mbbl; 4 Mbbl,Untapped,Small,Persia,United States,24885 km 2,http://blocgame.com/stats.php?id=63388,
Redpills,Usamadolph Goldstein Xin,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 122 hours ago,2 Hundred Tons per month,,Mixed Economy,$357 million,,Untapped,None,Egypt,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63679,
Mazandaranistan,Fascist Pink,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 149 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$356 million,3033 Mbbl; 1 Mbbl,Untapped,None,Persia,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=42717,
Cyrenia,Cyrenia,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 102 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$356 million,2272 Mbbl,Untapped,None,Arabia,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=63008,
Tiny Island,Rojan,,22k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 38 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$356 million,249 Mbbl; 1 Mbbl,Untapped,None,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63412,
Snort,Yort,,27k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 27 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$356 million,335 Mbbl; 1 Mbbl,Untapped,None,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63458,
Beausch�n,canadianghetto,Brotherhood of Zion,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 41 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$355 million,1738 Mbbl; 2 Mbbl,Untapped,None,Arabia,Neutral,13477 km 2,http://blocgame.com/stats.php?id=59455,
Planet Quebec,Cabel Fistro,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 126 hours ago,2 Hundred Tons per month,,Mixed Economy,$355 million,,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59903,
Nsntra,Ahmad Maselan,,14k active personnel,0 ships,First World War surplus,Angelic,None,Poor,last online 11 hours ago,2 Hundred Tons per month,,Central Planning,$355 million,,Untapped,Meagre,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=61896,
ARABOBIA,King Boobooboobsies,,2k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 59 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$355 million,1830 Mbbl; 4 Mbbl,Untapped,None,Arabia,Neutral,19602 km 2,http://blocgame.com/stats.php?id=62683,
Delawaria,DomenicC,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 174 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$355 million,93 Mbbl,Untapped,None,Gran Colombia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63034,
Spacemining,26Broadway,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 146 hours ago,2 Hundred Tons per month,,Central Planning,$355 million,,Untapped,None,China,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63069,
Samsayum,Kadetdeen86,The Federal Colonies,36k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 4 hours ago,5 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$355 million,304 Mbbl,Untapped,Meagre,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=63640,
skandenburg,ataRed1,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 130 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$355 million,1 Mbbl,Untapped,None,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63760,
Swadia,SonnyJack,The Order,43k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,9 Hundred Tons per month,9 Mbbl per month,Free Market,$354 million,5269 Mbbl,Untapped,Somewhat Large,Arabia,United States,27165 km 2,http://blocgame.com/stats.php?id=40011,
