country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
TheDarkSide,LordVader,Misanthropics,84k active personnel,11 ships,Vietnam War surplus,Gandhi-like,3 factories,Standard,last online 4 hours ago,27 Hundred Tons per month,4 Mbbl per month,Central Planning,$4786 million,813 Mbbl; 4 Mbbl,Near Depletion,Very Powerful,East Indies,Soviet Union,68823 km 2,http://blocgame.com/stats.php?id=63139,,
Sovngarde,Farron47,The Order,108k active personnel,12 ships,Korean War surplus,Gandhi-like,6 factories,Elite,last online 1 hours ago,35 Hundred Tons per month,8 Mbbl per month,Central Planning,$4475 million,478 Mbbl; 8 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,48356 km 2,http://blocgame.com/stats.php?id=62626,,
Platypus Island,Mark0Polo,SPQR,100k active personnel,9 ships,Korean War surplus,Gandhi-like,6 factories,Good,last online 9 hours ago,40 Hundred Tons per month,21 Mbbl per month,Central Planning,$4379 million,21 Mbbl,Untapped,Very Powerful,Indochina,Soviet Union,63033 km 2,http://blocgame.com/stats.php?id=63909,,
USSR,CommissarBrian,The Order,99k active personnel,0 ships,Korean War surplus,Gandhi-like,8 factories,Good,last online 8 hours ago,39 Hundred Tons per month,9 Mbbl per month,Central Planning,$4366 million,197 Mbbl; 9 Mbbl,Untapped,Large,China,Soviet Union,48847 km 2,http://blocgame.com/stats.php?id=54182,,
Morovistan,Gustave Bergher,SPQR,78k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Standard,last online 87 hours ago,23 Hundred Tons per month,19 Mbbl per month,Central Planning,$4339 million,5077 Mbbl; 19 Mbbl,Untapped,Powerful,Mesopotamia,Soviet Union,31247 km 2,http://blocgame.com/stats.php?id=62905,,
Jemut,iwaniman/Ferozz,PIRATES,118k active personnel,8 ships,Korean War surplus,Angelic,6 factories,Elite,last online 2 hours ago,27 Hundred Tons per month,17 Mbbl per month,Mixed Economy,$4224 million,,Untapped,Very Powerful,East Indies,Soviet Union,45619 km 2,http://blocgame.com/stats.php?id=61811,,
Tuonela,Beelzebub,The Order,119k active personnel,4 ships,Korean War surplus,Nice,4 factories,Elite,online now,43 Hundred Tons per month,3 Mbbl per month,Central Planning,$4220 million,275 Mbbl; 3 Mbbl,Untapped,Very Powerful,The Subcontinent,Soviet Union,45738 km 2,http://blocgame.com/stats.php?id=389,,
LOCAI,Agumentic,Brotherhood of Nod,79k active personnel,3 ships,Korean War surplus,Nice,5 factories,Elite,online now,12 Hundred Tons per month,6 Mbbl per month,Free Market,$4218 million,160 Mbbl; 6 Mbbl,Untapped,Very Powerful,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,,
Raja Udang,Mario,,50k active personnel,5 ships,Second World War surplus,Angelic,3 factories,Standard,last online 2 hours ago,20 Hundred Tons per month,13 Mbbl per month,Free Market,$4210 million,377 Mbbl; 13 Mbbl,,Somewhat Large,Pacific Rim,Soviet Union,36819 km 2,http://blocgame.com/stats.php?id=61754,,
Markovia,RDM HC,The Federal Colonies,118k active personnel,9 ships,Korean War surplus,Gandhi-like,4 factories,Elite,online now,37 Hundred Tons per month,17 Mbbl per month,Free Market,$3985 million,299 Mbbl; 17 Mbbl,Untapped,Very Powerful,Caribbean,United States,42564 km 2,http://blocgame.com/stats.php?id=58369,,
Uzbekistanstan,Shaikh Zayer,The Order,99k active personnel,3 ships,Korean War surplus,Gandhi-like,5 factories,Good,online now,57 Hundred Tons per month,5 Mbbl per month,Free Market,$3911 million,235 Mbbl,Untapped,Very Powerful,Congo,United States,42881 km 2,http://blocgame.com/stats.php?id=47207,,
Ken no Taiyou,Hikari,The Order,59k active personnel,6 ships,Second World War surplus,Gandhi-like,4 factories,Elite,online now,11 Hundred Tons per month,34 Mbbl per month,Free Market,$3827 million,2317 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,32081 km 2,http://blocgame.com/stats.php?id=64029,,
Coccoladia,Ernesto Caprone,The Federal Colonies,37k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 2 hours ago,22 Hundred Tons per month,2 Mbbl per month,Central Planning,$3817 million,14 Mbbl; 2 Mbbl,Untapped,Very Powerful,Caribbean,Soviet Union,27057 km 2,http://blocgame.com/stats.php?id=40289,,
Rome Reloaded,Tiberius Ceaser,SPQR,54k active personnel,6 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 8 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$3788 million,4606 Mbbl,Near Depletion,Powerful,Mesopotamia,Soviet Union,12961 km 2,http://blocgame.com/stats.php?id=1421,,
Mirah,Filzah,The Order,127k active personnel,12 ships,Korean War surplus,Angelic,4 factories,Good,online now,26 Hundred Tons per month,12 Mbbl per month,Central Planning,$3763 million,339 Mbbl; 12 Mbbl,Untapped,Very Powerful,China,Soviet Union,29729 km 2,http://blocgame.com/stats.php?id=64191,,
Ferma,President Jacobo Vincenzo,The Order,96k active personnel,7 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,25 Hundred Tons per month,,Free Market,$3729 million,237 Mbbl,Untapped,Large,Southern Cone,United States,35333 km 2,http://blocgame.com/stats.php?id=58784,3 Tons,
Cirno,jc99,The Federal Colonies,138k active personnel,9 ships,Second World War surplus,Gandhi-like,8 factories,Poor,last online 3 hours ago,34 Hundred Tons per month,2 Mbbl per month,Free Market,$3720 million,200 Mbbl,Untapped,Very Powerful,Caribbean,United States,41625 km 2,http://blocgame.com/stats.php?id=43375,1 Tons,
VinnyNation,VinnyRuler,Brotherhood of Nod,71k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Standard,last online 14 hours ago,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$3710 million,286 Mbbl; 7 Mbbl,Plentiful,Somewhat Large,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
Lorigan,Lorigan,Steel Brotherhood,93k active personnel,1 ships,Second World War surplus,Nice,4 factories,Elite,last online 8 hours ago,29 Hundred Tons per month,8 Mbbl per month,Central Planning,$3691 million,303 Mbbl; 8 Mbbl,Untapped,Large,Amazonia,Soviet Union,41898 km 2,http://blocgame.com/stats.php?id=59787,,
Hitlerwasright,Louis C Cuck,The Order,98k active personnel,8 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 11 hours ago,35 Hundred Tons per month,25 Mbbl per month,Free Market,$3677 million,9545 Mbbl,Untapped,Very Powerful,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,,
Conferan,Cryptox,The Order,125k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 1 hours ago,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$3656 million,250 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,54575 km 2,http://blocgame.com/stats.php?id=56710,,
Newsoka,E Mark,The Hetairoi Guild,7k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 179 hours ago,33 Hundred Tons per month,17 Mbbl per month,Mixed Economy,$3655 million,119 Mbbl,Untapped,None,Indochina,Neutral,22565 km 2,http://blocgame.com/stats.php?id=63105,,
